,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
PDAP1,0.06723586924525791,0.08851318053832549,-0.006957428887528872,-0.0034653395958716914,0.012640457898462229,-0.0009963541218085648,0.03234197594109713,0.07343912149830396,-0.022036903133545106,0.020807688118432033,0.038839074031880576,-0.004681473942289016,0.015305568532591737,0.05276254587715129,-0.01087457435050162,0.023710940223527193
QDPR,-0.06965601167847796,0.09380851469179205,-0.044073307966968005,0.09416200923670187,-0.021890920834747293,0.0009078596234178265,0.027160416660709806,-0.09855450439666623,-0.007774475212253761,-0.018581454160228005,0.04933630937755586,0.03323936791094091,0.05615726423728699,0.03514349762997087,0.09738438095928391,0.03966354444151218
POMC,0.006251271393050973,0.02780497081963395,0.012846315794861259,,0.03665478460364489,0.07572515180842071,-0.027331743193617215,-0.025736098459709842,-0.024688479403804905,0.03258328364746791,0.06708019278973809,0.021565468698640122,0.014812563102073096,0.0935914179127559,-0.014862227748796149,-0.010076296727899269
CCL18,,-0.005340265051783936,-0.03564840401310065,,,,,,,,,0.03773669951590131,-0.009492121657965851,-0.055938315610734965,,
CCL17,,,,,-0.015662418663147364,,,,0.017116752381823284,0.022071449650143588,,-0.021220107206918082,0.020135911542677132,,0.01623894970840094,
VEGFD,,0.002560092843230612,0.014944961826341299,,0.015242669903087815,0.02591289504469234,,-0.028024674793059503,-0.028272841016735262,0.020686064537811997,-0.05558311875306385,,0.08428873500429472,,,
TNFSF13,,,0.08711272959835707,,-0.010803585858558618,,0.049620140146727505,,,,,-0.01847841537908391,-0.03074852783380653,-0.008986801067780168,0.010450389730587874,0.0056252329515397576
WNT5A,0.008847002639933934,0.01882624140543269,0.004901354653785103,0.09862865436320174,0.018558402589934835,0.06908973242719668,0.04785480915549746,0.09765707969686485,0.030120997942724038,-0.017845324317716425,-0.04247166932788109,-0.005599239448560446,0.04953281655774367,0.06628061900013435,0.034048642591230714,0.02870951983456659
CXCL8,,-0.04398429701880983,0.02381827383498235,-0.16499942752449925,-0.05468748977441709,0.007807282510806969,0.023751269567816105,-0.01344484880034323,-0.007773991862901156,-0.019724349729897703,0.049349814117617685,-0.07517053467962102,-0.05645079245245774,-0.06438371703032301,0.019836959657782226,-0.031120450514657963
GRN,-0.10909984688798764,0.028620812963636482,0.03068139962321691,0.07773052955614031,0.05031260958992356,0.04985926238751053,0.06849971633135765,0.05472077245935586,-0.007205339093476604,0.006402726735876742,-0.013525780417120974,-0.03497431492100379,-0.040656784975379,0.05408820807624371,0.02516895923916376,0.010787894096548222
MIA,-0.0007406399832426173,-0.053681654916100455,0.039057556667807615,-0.09672424089843216,-0.013355765564696488,0.047025786486624206,-0.017103118391894784,0.0021901504734341093,-0.02750778248356434,-0.02408853791230028,0.016451408695384157,0.11389363224111526,0.07947227775216827,0.07401322242191885,0.04949596847275449,-0.04102084993973061
COL4A4,-0.019670780304333193,0.09802156159596086,0.02677092984729202,0.0061057142715243064,-0.029311128676222133,0.06759398892638596,-0.01590793000344471,-0.026699321850591415,-0.02770536283194845,-0.00394123435465047,-0.04352267665045301,0.0064398886873942894,-0.022475878592439325,-0.03560924437154031,-0.009554448254518573,-0.0320357908600674
TAC1,-0.016985060434957754,-0.052028866079777705,0.044214745374662814,0.11216092817187809,-0.007872506336365484,-0.06624714129458993,-0.049758664722437694,-0.0014328964788419363,-0.01961777604055762,-0.030257429991816364,,,,0.022284875545796227,0.015169293039494366,0.05040997626014465
RARRES2,0.1256569254789309,-0.03798981308409423,-0.008700353029911685,-0.13638469443481896,0.025611386943244992,-0.044248127237077134,0.05253309487490482,0.011184565811516308,0.042717572316016,-0.044255962207178284,-0.06172350987836617,-0.014452505321881621,-0.0161219888360717,0.0027776495309260177,-0.008272483324830304,0.01992358959059502
FGF7,0.06289209427463346,0.04699156190404255,,-0.043665174201634245,0.014555117349498254,-0.025646107689748728,-0.002737816873151925,0.05246877343308748,-0.013603212376335595,0.018992044194603628,-0.0033191787632514663,0.005526512877870173,0.009883087319904442,0.009150068398289423,0.028400300908090655,0.05595725012903855
EFNA2,,,,,,,,,,,,,-0.024801220315621462,,,
HBEGF,-0.01663955258095899,0.037295540545089566,0.04183126839202783,-0.03212414754372621,-0.04890592297473442,0.04018955380845334,0.04616455680661374,-0.009785110492660905,0.0324694814252222,0.022460892296733398,0.015415842834047396,0.05689043653191348,0.005238563298621774,-0.0438456153550864,-0.018233795031464196,0.05829981196154144
CSF3,,-0.012689841537265985,,-0.05151846390695545,0.012375793789628171,-0.033957914697196244,,0.11156482504542689,,,,-0.00019445432122060376,-0.017963553168369256,-0.03156824666744461,-0.023306395535645674,-0.01879220361285532
PI3,,0.012541230637718432,0.02592618854857378,-0.07327229974159749,-0.013898608277678018,0.020851712472419577,,0.01856537294468283,,,,-0.09759261907503165,-0.04472654202780958,-0.013191638476610975,-0.050637054708099344,0.02485296376680014
PCSK1N,0.08446843338953539,-0.0313601349604364,0.029528785920335674,0.14084710889631372,0.038879558432317614,-0.010241569598431473,-0.0035504745031164535,-0.08804165826376857,-0.013687720021636653,0.0026072127096968805,-0.0035506593103679877,0.004989765781547394,-0.041681968388683314,0.0071897107514402635,0.06432930060401358,0.002165491781608886
NTS,,,,,,0.03780152288802943,-0.019419968122417988,-0.022540103583117675,0.0400517913285865,0.016593367828971257,,-0.01264739424408623,-0.03021558059010255,0.014311650158784233,0.07758851623422286,
SFRP1,-0.02471369197187137,0.016850893016026276,0.03531033267596391,,-0.013666065692313146,-0.03698533318900942,-0.02719404635058617,-0.006491644712838818,0.001457481302199044,-0.028875676952538922,-0.04644788969454947,0.032117613918093896,-0.03084501966734106,-0.0018204774185823418,-0.020527137844283852,0.0822163090649551
CXCL13,,,,-0.03740850060495115,,-0.03665293751458925,,,,,,-0.01069248816874237,-0.021600507414297605,-0.010716924399451797,,-0.027333644615716756
MICA,0.006716929652438633,0.01749489846063736,0.01389481948845883,0.03730325420005675,-0.0013912238044693668,0.07062120239782683,0.04334043567935703,0.05026478006366069,0.02689998177473824,0.027135878890384553,0.009774416824441053,0.057672057991489355,0.025916856897188735,0.010441752349215625,0.07155785210308689,0.005766782712424704
TG,0.07643501481476592,0.03502114069895964,-0.04773633082377816,,-0.01474785005478621,0.0019808931128113237,-0.022415762574665092,-0.010557206217718992,-0.016433701214758734,-0.020897201803975595,0.0820554175792577,0.06750559015666416,-0.0033705430964258796,0.0740357186986111,0.08704972630851641,0.004056601336650004
ADA,-0.023271097424562,0.00993415658327186,0.0003563603500401216,0.01813749692981178,-0.032238954016741005,0.07197996445990491,-0.015748582100939646,0.05816162879133679,0.009220042542918323,-0.03393873628374399,-0.07139071173249668,0.022317405984514965,0.027162947657537604,-0.04021373709708827,-0.0019729634064496663,0.021906278311329623
LAMC3,-0.028321752346950353,-0.007903324329610878,0.09363978468772821,0.09901608607525851,-0.012819356361453054,-0.010391612589465332,-0.04198749644859579,0.054456334859930615,0.003964944720397863,-0.04547996239791117,0.10361945242179836,-0.035485429421376946,0.04243776610802303,-0.016875320543783278,0.04953516678860257,0.021245480519694444
CCL7,,,-0.027658305485219935,,-0.010662672026538198,0.012137065784058336,,,,,,-0.03180404945526305,,,-0.024422843323124107,-0.020131481101881402
NGF,,-0.02393385303136346,0.0369112357305339,,-0.02443090498710096,-0.05187013457479287,0.01439145212084085,,,,0.03764069257594789,-0.012917966617563678,0.009473781717320084,0.07925065064209172,0.03728450090381587,-0.011712918934643773
TNFSF15,,-0.029609163226181234,,,-0.011873406806158716,-0.026077254365022718,-0.025972938376975268,,,,-0.031538332211459456,0.029407116810256647,,-0.019603339220557823,0.04272944209667729,0.11331662112673803
HMGB1,-0.05784535380993546,0.02497965831266607,-0.021292358495261544,0.042262888814289266,0.021073778724971574,-0.007057853125777673,0.04993974121724534,0.06785631912794117,-0.0613812064540746,0.03455896991302391,-0.054016204672897465,-0.04491638707855821,0.04110848720729711,-0.011112032208654667,-0.031034303747146236,0.012284328578796968
ITGB3BP,0.042081567956878355,0.08487563617613961,0.06905792354588038,0.007858087977874916,0.006125368867313141,0.0012475396220723294,-0.029253589584544822,0.03220734529021025,0.01061306447797173,0.09822943784341834,0.08207655618372241,-0.0022809322043133135,-0.022880946949135367,-0.0008778086887801177,-0.006783116139819112,0.05761703311626217
AANAT,,0.013878907874562528,-0.02301633280471233,,-0.010803587011604773,-0.020814714635693142,,0.036262851786214516,0.07049458517811727,-0.024088539252166266,,0.0038342105327928873,-0.021270024625865042,,0.08868176792439401,-0.020575949102528735
RELN,-0.01630759471203579,-0.012894995128018063,0.025507259737891044,0.08685836433699178,-0.018752607642402695,-0.04633151895554508,-0.011100565770130074,-0.01403154255459342,-0.052934677980308875,-0.04286269099093263,-0.0583956533898264,,,0.04159803025205768,,0.03052242671816602
IL15,-0.0341809844606221,-0.0005618745491357091,0.005723516498079964,,-0.03749892907126477,0.05041404221458703,-0.018481289728562528,0.007367679312901546,0.03797063953502545,0.045486697546677966,-0.048189990655114825,-0.03222126818501135,0.010696081180620506,0.0742094114024325,0.01579582339157663,0.01997770944692431
UTS2,,,,,,,,0.08229464300536093,,,,0.06872498790489803,,,,
BSG,0.0767558119828615,0.07820333632903552,0.005796369940759509,0.02208276920109425,0.009927902169764127,0.059503353683371826,0.020447980929343818,0.03559379718958426,-0.07694153953609158,-0.02862852577848064,0.014823190735549038,0.03222218049065626,-0.02142018135488595,0.03589544753527729,0.024879380268791693,0.05402824963720798
ADAMTS3,0.04982482265666892,0.013297411504924245,0.03475934983398459,,0.047228052413536135,0.023308627855488612,-0.016801730062557932,0.0851217448511106,0.0010146194357319434,-0.0027132275572941313,,-0.012512593533284284,0.09444996571003747,0.008866600513425194,0.08101963685650737,-0.005078912615652742
CD34,0.0012278931989646114,0.02185650695180972,0.07765409269168844,0.09500975772430043,-0.02294973387268195,0.021295697483367935,0.04776431403413895,0.13031402751164348,0.018787529648379115,-0.0010503673931170439,0.07697378368768286,0.0673077009565086,-0.03265901035515911,0.060385165139850004,0.0633654232695902,-0.024948196258634366
CCL23,,,,,,,,0.19778909929467897,,,,,,,,
PLAT,0.05383612364096574,0.06829558929983902,0.0354696166131209,0.13909683206273302,-0.02895094857396664,0.046224711647477844,0.009167931054152718,0.06871953558299526,0.025565278075679702,-0.007784504105165287,-0.040033482443403386,0.048176087339851854,0.03733216206165923,-0.0191923380427564,0.06164864162457458,0.03576000554225686
NTF3,,,,,,,,,,0.036223643399281066,,-0.019702903660407528,0.01487127990439706,-0.019236599544510995,,
LTA,,,,,-0.013666065052993113,,,,0.026345642266563878,,,,,,0.0257069609847177,
CKLF,-0.011730949151319975,0.08972811551843231,0.07035918877726215,0.04625924224621348,0.015437245029381244,-0.02541920344181487,-0.006502558531607269,0.04882236120964219,0.035305188643417806,-0.010430771937690498,0.048536906521274535,0.06084104744473064,0.041121428952122285,0.06056292005779838,0.05405644592203113,-0.05096890069982347
CD24,-0.034729507667625774,-0.07661424186780351,0.028210142073393576,0.055607552014538666,0.05048437608460791,0.016028749472705175,0.05675948399037338,0.08742240254825089,0.06051236451028503,0.050275887596598956,0.0001484693042158318,0.028639247543658628,0.01902603154905563,0.021220302294762773,0.017732174689968298,0.04295079548826778
HSP90AA1,-0.05211356388646927,-0.02472051317537058,-0.022919649050133682,-0.053247302892740045,0.002474086345101927,-0.09131422287187858,-0.0410567209349986,-0.045847042030278624,0.009552998951838445,0.002627191349469605,-0.022920470808611555,-0.11564673542457249,-0.07888461840202872,-0.06733605719481121,-0.1098274320905225,0.02408208058771958
BMP4,-0.020244084084183545,-0.051798712489024006,0.03451963400032852,0.0379385247408177,0.01789819016764475,-0.030744610303512714,0.03235495872344093,0.006602926960937642,-0.02829406702564683,-0.009051392898220795,-0.06173906074837305,0.04393496697609875,-0.029834808373123377,-0.061010418567843054,0.02738768445295591,-0.016749247754910667
SCGB3A1,,,-0.027658302719426337,0.05655794222523367,,-0.008486418790100845,0.04190763255526193,,,0.03831788779036812,0.013574397642840968,0.08710126766234795,-0.009970472670407083,0.008503730660106729,0.20943390049166027,-0.0413474890103999
IGFBP4,0.004103426737591792,-0.019822305590836992,0.09651234600000803,0.052165145591084136,-0.020731525433110628,0.017103510038424224,0.039161680292386494,0.08672117472844777,0.031364756377605746,-0.02815680283271777,0.029730651816734413,-0.044882386673349046,0.0014214078883981714,-0.012929172938226343,0.048906561154684614,-0.019999796538979923
RSPO4,,-0.02923765526677332,,,-0.020918306863700088,-0.0015826956211414647,,,0.035030508229066885,0.008343018414584612,-0.054531541624414,,,-0.014187207223927184,0.04269884965946015,-0.0259454567863679
LEFTY2,0.003922603855165463,-0.002938414346801394,0.11473210185243832,0.11236400318599297,0.02117206499838177,-0.004205321132380994,-0.03723902626380036,0.05602211076207595,0.006456154761284184,-0.009054171946537477,,-0.02699803646332926,-0.014428566590069594,0.08661285502966984,0.018065527001563112,-0.0048278449973269905
PF4,,,0.0198088519826035,,-0.009302971275989828,,,,,,,,-0.022732035487739978,,-0.03477725823985507,-0.020324544416363853
ANGPTL2,-0.006171546216626154,0.00447194994002468,0.08430169302604094,-0.06095195034396134,0.010878627420315841,0.02701343225403049,0.07528076418962713,0.013613650120989022,0.07488102487666556,0.002982800551852353,-0.0026656793220800564,0.06799663525500035,0.021189814491386218,-0.053944133488092884,-0.008646739366167404,0.042814273968470165
LRIG2,0.026729767055454268,-0.008993631046090673,0.039822984794834836,0.04100914834841192,0.02131924260119102,0.02093260783955957,0.013525212730478773,0.0748005077906967,0.0295090223483782,-0.015310589590792411,4.555266800662247e-05,0.010026825350973143,0.024885231135483094,0.006468295615279573,0.08951763907768608,0.04561674633057733
ICOSLG,-0.050895819694265765,0.033807959625666635,0.05291931560239887,0.04942976886122453,-0.007557809292839032,-0.03267831064566814,0.03084403267878328,0.029718436011530666,-0.011562425823670236,-0.0016467024037543775,0.04601903334830002,0.055211513536145194,0.07486184653158617,-0.014876035463582744,0.06459291892772995,0.035243948770269075
WIF1,,-0.03326995116339167,-0.0011873418531211865,0.039384919920264355,,0.05077312998950237,-0.027822865751783225,-0.06035775651853987,-0.007436343165913867,-0.03823599201627581,,,,-0.010585038521470512,,0.048047707319949444
NPPC,0.10169361165281056,0.053482278754814,0.06013658291197869,-0.06062314833923867,-0.014431202621553028,-0.02184804652052151,0.03319274362287197,-0.005055832078845785,0.0025298407918791298,0.04379817907747455,0.03369024224956716,0.013483568991124913,-0.012764077682514629,0.15057504129601676,,-0.04884457494167278
LYZ,-0.024908611665043247,-0.07860000955764912,0.02420980235772496,0.0224524313829064,-0.05940753029311558,-0.014800617358540923,0.08177999436970503,0.08509232068587262,-0.020799862016448192,0.012745342136926657,0.018731177553649416,0.06930841010504665,0.031766909745039755,0.008476167885634244,-0.011795355910153097,0.016669885556828162
EREG,,,,-0.025137232785197867,,-0.014151050651915771,,,,,,0.041553119937643206,0.03362317972149584,-0.03414761173366508,0.05370637484899414,0.0192378645572196
SPTAN1,0.09281361754380967,0.02211576461112304,0.02275832158182435,0.11734914512134335,0.01990376652345122,-0.003484139505717943,-0.06809394807226732,0.03695019700823049,0.012353983070374603,0.007000047745125296,0.09705522989140561,0.05171276773359486,0.015304569816478526,0.02431386228788844,0.01178856319385772,0.04724861572292067
PTH2,,,,,,,,,,,,,,-0.009619508438130853,,
LIPC,0.053536703737806605,-0.020818537780354515,-0.005514415190431435,,-0.016718132243626626,0.04056491492506585,-0.014954824967635175,0.05305840928964247,0.011339225042324404,,0.0930544190920083,,,,-0.0047306104493970436,-0.031694910411113164
COL8A1,-0.005593332070478944,0.05566446202455648,0.01798426444353506,0.16234974094401614,-0.009031115244913583,0.0700684407919826,-0.013047707473186333,0.021276614072174127,-0.040984256434426845,0.007328027676523341,0.008482941771250734,0.09463304699514367,0.012683311517617394,0.02628867077577641,-0.010362273863238404,0.02221989566800622
GSTM2,0.09671924395037886,0.030440438337917177,0.10008449108216347,0.0746953765348739,-0.04100981864545774,-0.030025924367135075,-0.015628419019421982,0.0446306345030323,-0.01737511041892639,-0.030419332812726536,0.19941979071615326,0.03130793699423944,0.12046983210086896,0.00129167940683963,0.03628620733004191,-0.008704117915438314
SPX,-0.030086772013737197,0.004495070824354311,-0.02347117001504617,,-0.004529195638945734,-0.04406768141184872,-0.0554022015489377,-0.018001422396679314,-0.024202183915498637,-0.032375254495377585,,0.11523189987628993,0.031388201077568664,-0.013241824641019903,0.009868720726657001,0.09037753342564972
MFGE8,0.05552671140211649,-0.014844392853497453,0.0034988791464508457,0.07996576588451663,-0.033031262329061874,-0.0021421838311603395,0.024079342087942546,0.030257182665222995,-0.026657057773943598,0.014643725564943054,-0.05484407714421157,-0.011415449768820246,0.04319211143570547,-0.04146701639733998,0.06080921341637339,-0.001532417068359671
TGFA,0.006095613273098041,0.051024635738832085,0.032145688554126764,0.03392909833728292,-0.013698397043081725,0.024199327983665638,0.006005437549603797,0.016545869989147206,0.004394426449751262,0.04207152495529748,-0.00832465383127606,0.030183692507287595,0.01534942168205987,0.12931978199676938,0.007519371674277562,0.06370982006131753
SLIT2,-0.020244080844826505,-0.05925208341845678,0.03308485003830548,-0.04093050895132778,-0.0316624914871092,0.004463543685659483,-0.07098073633587247,0.008567586806168943,-0.010064361345705451,0.061637420547450916,0.022087473779077684,0.035952779049458955,0.0481741398997958,-0.030451949047081373,-0.008462954001746013,0.037449179394681044
PLTP,0.021755086652002834,0.06459656622131095,0.004474373421162382,0.024708260744779394,0.0037526663984487063,0.05293861105319491,0.04427479690035868,0.05434467471179443,0.059364527377363904,0.04344193985634651,-0.0009204071352168089,-0.0449969532070041,7.077040209753135e-06,0.053258522984681235,0.03187232691059942,0.07630492332175075
APOD,-0.10095877481400752,0.006362221455289092,0.014947829237644162,0.15313014851760895,0.0027901572149124985,0.0501388875296832,-0.03311288384763026,-0.022635148757922805,0.022823680162872888,-0.00503666859671384,0.02213026916628505,0.05662974366754982,0.09023542395451617,-0.10036657608657786,-0.06349012468607247,-0.018229535046970433
B2M,0.0441784720297459,0.03851714748047248,0.09507135605334287,0.11274371679928086,-0.003545726265124195,0.006957905466207154,-0.00631004572199673,0.08246629454957537,0.05686517773362261,0.02385532222088106,0.04924078961254534,0.054431842641725,0.09208890682947952,0.06867803940876215,-0.00601964636108224,-0.010607552234874649
OMG,-0.08646815802201584,0.13444074890065277,0.008473935408484583,0.023333409367347843,0.07634581866247053,0.0478139237786691,-0.0006859036971807289,-0.013017314086597493,-0.006136755853293922,-0.0010022936014232266,0.04775923158896333,0.03243274824869261,0.06030923875126869,0.05124401806230934,0.056943385879897536,-0.002332902963978984
CXCL3,-0.015840938197892136,-0.012552512352331313,-0.034739941566199244,-0.07649904385878388,-0.0195227626663956,-0.03690752534468473,,0.015610553966269676,-0.01427557622303245,0.03221739221239339,,-0.003887109008398906,0.00551679819960398,-0.048875348030327156,0.051812268622295064,-0.03017313952630395
CXCL10,0.04384568797674488,-0.003939908036029242,0.02996033146529128,,0.0230935319233647,0.016283712420307926,-0.025261829350933553,0.05729421174361558,0.03075048232328094,0.010485430262489012,-0.06376063641072668,-0.03284176112751061,0.05074722969685794,-0.03746201322411347,0.014666923342753331,0.04606610442837652
RSPO3,,,0.0010451059938685239,-0.02777272511893045,0.016044950418476235,0.018276747173424153,0.02583775525406781,0.03885216004210514,0.02465409657215957,0.02198934360938561,,0.05661083897624427,0.14560837640169288,0.02554899560239585,-0.007606542854947137,0.05510638127895453
CORT,0.027218815894648623,0.036526701132374606,0.07201389145035311,0.022798245254152465,-0.024227871638283115,0.02181027466875157,-0.03312746404825594,0.07984134541013475,-0.018226142807921064,0.020182456249605657,,0.0735875663721024,-0.023787919757121245,0.02037092332990189,,
NCAN,-0.0569873462383958,0.10517928126426264,0.06181858549359075,0.040881986737119035,0.026225326959360973,-0.008381771766621807,0.05186103200906928,0.012591573559311913,-0.06526225097668073,-0.005380840507427976,0.027248854430324213,0.06611245068096926,0.06910668232087551,-0.03335927178456567,0.03713381871211916,0.030764286537510833
PRG4,,0.07047071421958048,-0.008482180447243404,-0.027631660376226868,-0.010662673688157353,0.04061523112959375,,0.07392250514155539,0.007217818056991393,,,0.0034469780001806327,-0.03510053128068164,-0.02572625083208152,0.006227720948274667,-0.028288996867259147
ZG16B,,,0.10147989268329602,,-0.012375336857337823,,,-0.03913146926650629,0.04369778299001505,,,,,,-0.001749254285234799,-0.017338920868606347
TGM2,0.021944801571335836,0.02374122076535429,0.02072699008993408,0.04877377470390475,-0.013800711647739524,-0.028639905270455315,-0.004347415305899817,0.02298527674099003,0.021855754421752173,0.027264777951122764,0.04004998423790876,-0.05356125975438885,0.017299768414412733,0.008158255552599065,0.008281927920241723,0.026124753275659135
VEGFC,-0.01967078125423774,0.024312192135048056,0.015900892966995078,-0.04790022273447793,-0.019003739546986417,0.0007025428147991503,0.0018372557574076606,-0.03992471552423032,-0.018635598511097064,0.0031470979787947824,0.12868543945725086,0.04591382689764658,-0.030913678564550393,-0.014638775881850757,-0.023323834023617852,0.00916175344892991
WNT6,,0.0812077301269381,0.05805633899939093,-0.045087389394212384,-0.014747850667124768,-0.042562021193017406,0.07763442364785651,0.07680442756938476,-0.04094718716644231,,,0.0004857692094211553,0.07304640298339403,-0.026068159285142424,-0.03732231842678108,-0.017916307308904325
NRG4,,0.04965218076568734,-0.025474270366825497,-0.03861585930013139,-0.012976961651805036,-0.026008216307496262,0.010160092905406613,0.028346932143898763,-0.026865760475755018,-0.006725086744000603,0.17889525218380567,,,-0.026121311090358926,0.09695400440973491,-0.0269433782085669
PMCH,,,-0.029360467519239226,,-0.017980844629916164,,,,-0.02693161153816184,,,-0.03232662702363993,-0.020926923341581555,-0.020844821525320762,-0.013781891499533874,0.010751133614143643
COL9A1,0.07640018012327038,0.0008319342962584617,0.06429302009126237,-0.006727109869607705,-0.013553489312335767,0.08525016294087763,0.028049430792304698,0.0867377388227867,-0.04325329024299595,-0.008426697569533443,0.029935531905500114,0.02657943567700092,0.032424052471464085,-0.029265587708428388,0.04060596835572342,0.02119324651432306
GDF11,0.06734038600863157,0.10380391692594552,-0.054967912188887816,0.09788007948384578,-0.04288123563000929,0.041682524954789656,0.022419624870714513,0.019402196089330713,-0.04051571120661539,-0.022321723543100285,-0.042106510209994695,0.05340915976699806,-0.03961430183355068,0.026162066220123136,0.07169962602829712,0.04951965963653102
RAET1E,,,,,,,,,,,,,,,-0.011552348479497248,
IL24,,,,,,,,,,,,-0.024101954136347522,0.05514934570137137,,,0.10100878953654018
SORBS1,-0.0466259393660394,-0.07235374855897898,0.02236561406280101,0.08935573097093256,0.019063373507868072,0.014662495250159113,0.05479507348411419,0.0052798513085884876,0.06797600333617775,0.022846794743428926,0.010269546643565306,0.04736917285261273,0.030643387795695455,-0.04399598155350594,0.014126553557823034,-0.011376720776363857
DLL1,-0.03821488731424916,-0.044997176379147505,0.056737001557321164,0.009897389431345209,-0.0027852693087215864,0.07890074857300668,0.06300351269878933,0.02689118277570866,0.011138940502698534,0.04279985719608583,-0.02637648552132165,0.05764572285816956,0.03289575925423158,-0.03794754619714096,0.031247343202356764,0.012682144863119416
TLN1,0.006343281634124455,0.0007871986216112291,0.05336876980372864,-0.10419288573641751,0.0036820111234088767,0.05731526057655507,-0.0038405941507813055,0.07890662627787907,0.025382142737544917,-0.028102096658036736,0.05308752044501082,-0.009090065354009504,-0.02672207539252844,-0.006314430365021285,0.024100873746745997,-0.004182172683787292
COL2A1,-0.018475893032150806,-0.031054757180909786,0.09747114252781557,,,-0.0275885324628579,0.10435292004478607,-0.033453890162169056,,,,-0.02037047023903297,-0.020830027391175076,-0.0005951532457099248,0.0457745272035296,0.05929275357913425
SHH,,,,,-0.011080268624440798,-0.00444440133047888,-0.022415764970992357,-0.012003621428047024,0.0004280535144682181,0.0012938834312929868,,0.11159377946727772,-0.023433107395732303,0.011883612977895894,0.07972595745680228,0.08173831726981777
PON2,0.0737946457314222,0.060425009361481326,0.05709782199724163,0.09005015300942086,0.028012123651214145,0.08024419946044214,0.07940972981050225,0.03046277446646626,-0.04133980606834461,0.008701015624947555,0.019499278845569564,0.04187113339458177,0.11803874803243608,-0.05225190577390625,0.059895949393161306,0.08235590599873592
ICAM5,,-0.0723636882156972,0.01273628993589183,0.06685173518978804,0.06778285145768478,-0.014576496414472307,-0.08893195887213395,-0.05223875524705107,-0.0005980992017195474,-0.03425924963693834,,-0.02988136857785808,0.03862457370561918,0.09569167916284695,0.09583817274803562,-0.050649931913284076
HPX,-0.02098643635221289,-0.0030668417165202935,0.007047934003788706,-0.03019931921835182,-0.0035603594912724298,-0.0006206092371354374,0.020059335341715057,0.031581466634627624,0.033327695651600056,-0.02031891639025956,-0.056618856219345384,0.02540745360133798,0.07743240753638557,-0.01639351571024836,-0.04213540595817753,0.01593737575915681
SFRP2,,0.03301971617878135,-0.026914683308924176,,-0.012619225196075032,,0.018802532123323522,0.046428118530036006,0.01794782965232966,-0.04528164357288262,,0.027345845237612007,0.05428146673021248,0.009347565891751971,0.002428249217781236,0.03616241487556994
