,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.012443415402268494,,,,,,,,,-0.01608979720968174,,0.045017505574999506,
BMP1,0.016921615254571958,0.061770782601968485,0.08598142509977247,0.07914942057922904,0.0038365603002823005,0.005240234009912162,-0.04221160060154252,0.07459150915673515,0.03441935149387785,0.009161306267201042,-0.04435973713934944,0.07405241987243785,0.08510714251349737,0.06695966706714997,0.04400123438373076,0.030849351642212596,-0.03326370972462984,-0.011064389098817,-0.050453067177063715,0.05246765333925837,0.024537664496238534
NDP,0.0533850963587453,0.04949457659932061,-0.0038167700853625045,0.0562929253643007,-0.007969157270164937,-0.0308013433064184,-0.025154404759838354,-0.028064847193912536,0.0040306968410928744,0.05332334175367598,0.004312940651893324,0.06969413295422136,0.054044787604088235,-0.09781407822860455,-0.0069409498823448075,0.06043813139426585,0.026820472366256294,0.02797314209073267,0.07405055249239047,-0.005832357159130424,0.026157152140605967
TNFSF18,-0.02191120847986964,0.13001863502101532,0.027779498636895054,0.013447059858916808,,,,-0.021631906051124264,-0.018478098310801615,0.0651302815356662,,,,-0.0010672605614396734,,,,0.04285694966009705,,-0.021516375481201496,-0.004857791137804611
IL36G,,,,,,,,,,,,-0.004429995555005679,,,,,,,,,
RTN4,-2.9187834684578565e-05,-0.06805542140968787,-0.02633075925339997,-0.03594089196544237,0.07849786666318258,-0.014466968980564834,0.045916856800712745,-0.14225328083075883,-0.06857353514011649,-0.09967958478178245,0.03889593089478445,-0.05837637117360194,-0.06538239818558564,0.042338667093391714,-0.04678615991110351,-0.020966101368328882,0.04487290141238761,0.03633069763469451,0.16371318188459294,0.02655206147951376,0.013064187833523826
HEBP1,0.041436123307689636,-0.0690500380345102,0.010829693609128716,0.02430480909339546,-0.05842053082254491,-0.04950107283973043,-0.028218953500340968,0.06778856870556903,0.0406991288017352,0.020455112382281194,-0.081842515178591,0.016512229872882127,0.044432306809832185,0.09249014463467793,0.00320628487033044,0.09453396663904419,0.032762508394874046,0.017470661513375823,0.0713415006923797,-0.015871666235863596,-0.005272032637760156
WNT7B,-0.01930308839263159,-0.02341181972516698,0.022044917370531155,0.02647340179751687,0.035145573115685474,0.03963392936037019,0.03161635966384987,0.016109866061963067,-0.029131692683825122,-0.011500033438953177,,-0.03211679132057487,-0.05731183671922123,,0.031289294134578094,0.07313796220454996,0.014588939399452933,0.023800740697001985,0.014672332576058128,0.07011098130706994,0.05398053888962508
PTMA,0.014953279873490223,-0.046307731805242995,0.03818051113424166,0.1560890864084809,0.10902768871020237,0.010286628464709848,-0.08583006041482481,0.22511527756646613,-0.07179774077347317,-0.016078404043877278,-0.08082911440006384,0.09578828046408225,-0.1531457396187212,-0.06816988173358866,-0.07868166809109563,-0.01955956867828247,0.0036242010892030274,-0.07034736144010326,0.03674050795762421,-0.02792679378989774,-0.013505561287844607
FASLG,-0.019303093849565228,,,,,,,,,,,,,,,,,,,-0.021423633832557007,
CEACAM1,0.08101692451184776,,0.0014704222466816507,0.0014700383245081672,,0.018744599773160477,-0.004952126778302355,,0.11828483427760145,0.04538843313531706,,,-0.04315725024950357,0.014212102358061017,0.029858553974111728,-0.0007988645900632465,0.03762098537303739,0.04624603868483441,0.008843351294168867,0.028111693469817182,
PDAP1,0.07305280843062761,-0.06164963873007574,0.091038830594345,0.06998573959650155,0.01331862966869108,-0.00034502906795816173,-0.01983762964349591,0.057027148003054494,0.027130263243819966,0.039772154403420225,-0.017710969542191136,0.052589578777294144,-0.037140927725705424,-0.07234602169265275,0.027215680734600078,-0.005756110931783571,0.023134523009253057,0.04981270153046698,0.03210783152317067,0.047934613654864865,-0.016164050837249044
QDPR,-0.008005218616510351,0.030453456523110798,-0.018371139496523192,-0.07029880781144214,0.038992262572911544,0.01906509885971631,0.05016757708877949,-0.09441029374873328,-0.08082596131442397,0.04162994078786454,-0.0887049003674506,-0.04720122940089107,0.019196459097916986,-0.09159682275407738,-0.04615174497474467,0.03235613926677372,0.076521806031792,-0.04117331303031502,0.07353211474636502,0.0011969343388997305,-0.0676921031712357
POMC,0.04516155619567457,0.06833380914010474,-0.02541511315208001,0.02835728170655454,,0.04509901628574919,-0.008716451446738592,-0.03521076948445573,0.05445402205695591,-0.019845062921543116,0.0014557967439653423,0.05159067478787282,-0.019142288805888412,0.06886312039631298,-0.01380274935611275,0.013631616835648147,0.10776119225283937,-0.001244263364655536,0.03504351574172378,-0.03715986544054767,0.02627000100108586
CCL18,,-0.03487168866653397,-0.03837809699124719,,,,,,,,-0.018724612676208605,,-0.007125185303500479,,-0.02983498982588645,0.011435414330109075,0.008459040882650383,,-0.07363357957032299,,
CCL17,,,,,,0.0030198894462566367,,,,0.05660167354186111,,0.011672204860102163,,,,0.021885498127165864,-0.04237270287053758,0.015319299089698373,,0.0015987694068167406,
VEGFD,,-0.0071213060151043926,-0.01239552589054898,0.03755350535520402,,0.006480774219302317,0.08422170977336009,,-0.020846058667392427,-0.022726240031673443,0.004502658788662615,-0.016574149177178504,-0.04169036567043912,-0.08384177672588583,,,0.0036619734330200202,-0.030183229435715872,,,
TNFSF13,,,-0.02951092157237747,,,0.11729148639278478,,-0.020978436199428494,,,,,,,,0.020395569902176204,0.0467681372561352,-0.025823607806751404,-0.003171529709512286,-0.0060282255768734855,0.015172101101171379
WNT5A,0.061824380958959785,0.03178057593962008,0.016178373648876754,0.04310241248361709,-0.008841577728252574,-0.009940454357136613,-0.008924036632263632,0.18366197445676263,0.01268652673397291,0.04261662431847188,0.044591225201980375,0.01584435253608885,-0.006437912292597407,-0.03513361788520855,0.06587176208084851,0.017166405454758636,0.007113873844296398,0.0037539671378073415,-0.05325248362953018,0.03715599883412128,-0.03481094005346437
CXCL8,,-0.04685412650267741,0.030416732199064562,-0.01179639459745147,-0.08869922606377095,-0.03013934047212554,0.046183994143427956,0.07377123463989246,0.004675615764014423,-0.07485677603591284,-0.0472166733604907,0.058822997670516006,-0.03850862279890332,0.11207073148709423,0.039088724150656576,-0.07684300159954811,-0.1148323174632146,0.06697698092346714,-0.08153409244654332,0.045569263109945767,0.05857803648692202
GRN,0.06414741559521027,-0.06502387024892235,0.12606282910539862,-0.02649083756310842,-0.014657213710559072,-0.027117569294175192,-0.08211311807265213,0.14450788156642475,0.06234206185541117,0.0036069700482615767,-0.09184882894492635,-0.04863564605949301,0.09790761322999354,0.09693420435648215,0.05028178572369378,0.00930153340111974,0.02919531862048501,0.026523195110522563,-0.10877994260160381,0.05493604811725445,-0.01863989443839023
MIA,0.011961896934087142,0.04000891521802022,-0.01586866994457523,-0.00521068940881994,0.0026821427869774474,-0.023291944870841255,0.034345819247505155,0.013799408100858593,0.07941408372702527,-0.0354393169956181,,0.005081159465376827,-0.07374862232993788,0.013433316291393757,-0.01794541279648023,0.030031970882778182,-0.0023073404211757524,0.057844783822538846,-0.14664159273782723,-0.038020794901119676,-0.011091989272257444
COL4A4,-0.02235533474725352,0.12166204744783728,0.01096917101271388,0.03333943513488949,-0.016773500654050342,0.002374095500526406,-0.0534429078503139,0.016506755502981113,-0.012262062264347685,-0.010126815689469992,,-0.0380068313444508,,0.02931348382826326,-0.03772074918009617,0.011703767712365216,0.061533358379227014,-0.021556399926993614,0.0005869676488825809,0.034872415103580856,0.0162848123423864
TAC1,-0.01930308334754611,0.06735358876066569,0.033483536810316995,-0.07835601006872964,-0.0010889643405212837,0.02965602095245931,0.0389423504597596,-0.12037932314574455,-0.06693565881819327,-0.026834740152926962,0.026799406119626154,-0.04481780670529777,,,,,,,0.058189758484555765,0.041036594264027844,-0.003595159886326857
RARRES2,0.010477348602261455,0.02025962592718574,0.05014375957357731,0.039512455417445795,-0.022201617792928757,-0.0005636445689710305,-0.0008149245891562031,0.16256611392914452,0.05691647738629499,0.038943276482778975,-0.0274815348369381,0.04484478143722903,0.0997525540654979,-0.026217660678364826,0.027891037974265433,-0.038963660534123874,-0.08865024910755724,0.021923603135131572,-0.06843249448076637,0.036722780509126675,0.04785592543193568
FGF7,0.001603024876155723,0.00098355341898617,,-0.008851317095952913,0.0822947074190931,0.00710083138798898,-0.030743302525518965,0.05149295449866659,-0.03494501045249321,-0.038767304541191795,-0.037191758578778884,0.08441443020596189,0.021321097322209995,0.05790681914671386,0.09028344998067567,-0.03662754579388228,-0.027854352036678593,-0.027614080770124904,-0.01759258354568756,-0.015551074360980592,0.007876560151387439
EFNA2,,,,,,,,,,,,,,,,,-0.037326737601860414,,,,
HBEGF,-0.010032796216020766,-0.04277144801733474,0.07538902703949854,0.0346160863012631,-0.05205673680430698,0.013221427507167193,0.028890413135495643,0.08201630386664616,0.023608462322448752,0.013433523583048479,0.025249923768363335,0.013401888360413287,-0.05582192601176819,0.047791701444884135,0.01796731367473904,-0.011776432480444136,-0.016129420278206075,0.03237945474416545,-0.06280231137374376,0.05693940304713176,0.015281431694824741
CSF3,,-0.009466599439328986,,,-0.029652620115398796,0.0008418469686605406,0.08907595804238154,,-0.012973025860288992,,,,,,,-0.03125528060118484,-0.10539931863781399,,-0.008056253103752938,-0.020444282418657044,0.03488518869541813
PI3,,0.025704041513348937,-0.006125869490512133,,-0.05417114951653362,-0.004906188091957205,0.05139596425778008,,-0.014607798344093223,,,,0.07695861605067762,,,-0.0767851279264418,-0.11433982710616483,0.08456555072073897,-0.15128491809512876,0.01725677103821183,0.09836272109094357
PCSK1N,0.008682842745497306,0.01826460568397097,0.04482737967755687,-0.005573844615049431,0.004210584389236328,-0.012281531948812853,-0.04742049207493927,-0.10421777719626461,-0.0059212381137906086,0.0008586953091613394,0.09908970520977425,-0.06025589926767674,-0.058269727198100425,-0.016622294790034,0.011411931886434424,0.03344525587930295,0.022285626570126338,0.012121512873298042,0.022564767999909297,0.03749557359522122,-0.013758418788750733
NTS,,,,,,,0.04127854729545881,-0.024366692320855518,-0.015945409325281438,0.006647757498149797,-0.018655731119436008,,,,,-0.06301204013398921,0.028457822833305984,,0.13135766898648482,-0.03027519445478985,
SFRP1,0.007150002488191103,0.13885597336767252,0.07029312360327933,0.0999230180991668,,-0.024578699853918418,-0.024103682305812134,0.11612726724994434,-0.011624663397717295,0.02729309748570061,0.014339784591969088,0.031493011628562995,-0.050133987412412,-0.09853869929252411,-0.012412934950984856,0.0035832564190893734,0.05673267180075229,0.031576703777744776,0.08604869899769974,0.06610965539245285,0.07626664746012592
CXCL13,,,,-0.02328990729770012,0.0021127342152010243,,-0.02388705698314421,,,,,,,,,0.03333630467474653,-0.04716700173547891,,-0.07258628373011719,,0.021673611366734243
MICA,-0.038680596972681315,0.009701721806401678,0.04831023155601155,0.08551514054821106,-0.062043164473206076,-0.05654807202326974,-0.006147206778422473,0.06747198131840511,0.11138062123357242,0.0060353842883623925,-0.04208432870119531,0.04599901707915335,-0.00045755982726701055,0.09731740537047986,0.022918117771130817,0.07198487859288502,0.016999699636503354,0.04016586614635036,0.051038126094003586,-0.024906116212199084,0.0724833959413678
TG,-0.02235532970939276,-0.014721753116088697,0.03594778356077117,0.005716060005010104,,-0.026524311250096883,-0.01456817277472726,-0.028125586321827857,0.13063644323299287,-0.021490046405190574,,0.08386716764895466,-0.019599822779750344,0.0891031873280724,-0.01688292868054227,0.04625338830357533,0.0838021021725051,,-0.011907954009597755,0.0013333046159850319,-0.03963926992815112
ADA,0.03577928768114775,-0.045620312304123264,0.013382110854425736,0.03224531983831843,0.10464332193015638,0.02682052719495206,0.009243350662949257,0.006226102545121577,0.01964499360494464,-0.021420217377491835,-0.011418523616028542,-0.004318742936413015,0.0153851881054606,0.017156658091388475,0.16333578598308035,0.03769489551860255,0.059945353145581415,0.04573783610279744,0.000343903001164304,0.022773613685602396,0.04603247996634271
LAMC3,0.04030962708220748,0.04454964054129336,0.0773785475157895,0.0168556168745393,-0.0256426148066821,-0.01483513548272251,0.0077183135609434385,-0.030947987867098216,0.03250136120391388,0.08259669106342461,-0.04680172443953199,-0.05267000613964759,0.03539395409637295,0.0634906881302505,0.06928890067119427,0.020947909157945498,0.030617902947775798,-0.012433880218565233,-0.02977747815149644,-0.006494316752552033,-0.011515576516621781
CCL7,,,0.052140729965030476,,,0.09916403190430549,-0.020345222841866552,,,,,,,,,-0.008409789074180486,,,,0.11099155426100767,0.041509740931988705
NGF,,0.004517547205050318,0.06675056461261297,,,0.03217935382038908,0.1250485327515816,-0.013230085124309286,,,0.0374659657859641,,,0.16357920329725367,-0.044336678518094856,0.0239849731631082,0.056823472184502316,,-0.09147746530766239,0.057496675664490036,0.08763801041914905
TNFSF15,,0.007237406241378395,,,,0.0744914815758054,-0.023448232709288162,-0.02142741516962589,,,,,,0.06342238565014183,0.01605824496658032,0.006475780515784589,,,-0.04117805132978398,0.02354437177533824,0.05613023513529171
HMGB1,0.056257865048231284,0.09508772969010061,-0.0015485105716496858,0.10410953889036828,0.032834786056534296,-0.007064677728294005,-0.04229169321425416,0.0824401990134252,-0.00010377682603488255,-0.04641710537755789,-0.02852820258597405,-0.02337601833890811,-0.08788030269409428,0.00583233267205526,0.020792810957104016,-0.031143869341117236,0.08852359579403936,-0.07021118478839848,-0.008521493974885441,-0.01885665924865029,0.0607269317482381
ITGB3BP,-0.03962758887147149,-0.02090463396113044,-0.022432036274350697,0.048692850324080064,0.058369249296765444,0.08872320095327882,-0.04430913164009129,0.1596617422791512,0.04697534384269706,0.010319622986291757,0.02959533696841253,0.08061483439131144,0.0904136537312918,-0.03282685931132988,-0.007322261846270943,0.01767599732718742,0.05089559231805546,0.05909153442207999,0.04439540457167426,0.0065088136073341695,-0.005257178796962045
AANAT,,0.06031861880395909,0.017750949668221147,,,-0.01943047315024135,0.04781733116897404,,-0.011702020400975989,-0.019326124320409987,-0.01753914242804334,0.043875832258598785,-0.028928552102738737,,-0.031074392530951046,-0.033936486501006516,0.010758725039328988,-0.05280431932742134,,0.013438855896929046,-0.027077237020444025
RELN,0.05769250078397517,-0.032089178749674846,0.0848612744662965,-0.03459514897342984,-0.033393380950215476,0.009808604249109117,-0.010808001805475935,-0.02448340444294754,-0.034337399482925156,0.019279563557078248,-0.04237310091512662,0.05919015495783517,,0.00460776515180872,,,,0.11577800720232427,0.027901411149961787,,0.02459525687573985
IL15,-0.013990228859367182,-0.03326006083328281,0.032185684675196294,0.013771547960178977,,-0.04883994897552473,-0.04201785943077252,-0.023188910386965148,-0.017975339130348073,0.0030597675202958057,-0.021500094644913835,0.029698920148941894,0.24152544842365248,0.03067215930341247,-0.01210648585389985,0.04026354506446505,0.012542988755134266,0.04404812995136696,0.03771735144176767,-0.025800548729823434,0.035888740862160144
UTS2,,,,,,,,,0.013198400320893979,,,,0.015402564616822408,,,-0.03452227067618615,,,,,
BSG,0.026053472705975293,-0.04908479513086012,-0.03234844663727904,0.0017584149384919086,0.049647072251392234,0.06275694633187104,-0.06655470513128103,0.09432761264416341,0.05093849466063356,-0.06310980979561685,0.0366832943619914,0.04801682482787318,0.006624374216591422,0.06112047201721103,0.07075116103043208,-0.006116074633036082,-0.027075927623955966,-0.0077719923361025236,-0.09375305867867584,0.02171887372525185,0.0017628178831698357
ADAMTS3,-0.003760028014966572,0.031189223795508626,0.04609074036149132,0.014646397902218522,,0.04266642130989171,0.019553892907771556,0.003620757213728362,0.06305729344378115,-0.008302813882233329,-0.02816374149361438,-0.028711043311595113,-0.037892943246454404,,0.0018909360123561618,-0.008476182710165002,0.008040247745936608,0.05994010235400191,0.1438755963730927,0.03756850557884829,0.012084300968066938
