,MGH258,UKF248,UKF260,ZH1007inf,ZH8811Bbulk,ZH916T1,ZH916bulk
MICA,-0.0084076071970444,0.07915235515154394,-0.0629191735702581,-0.03663645593728001,-0.019178167390981847,0.014826176379144816,0.002774078918645172
TG,-0.019670761283839516,-0.02855399498636704,0.059109621097133344,-0.01406453064737258,0.17318210774340054,0.008613520120700269,0.09309691476455591
ADA,-0.030157681806844215,0.09003581310894476,0.007351336485115932,0.05456071949454059,-0.007792046056833102,-0.008859724182292354,-0.037966466249355985
LAMC3,-0.028568214434760913,0.08742112395929971,0.03699765785526445,-0.08172481064839134,0.04321184867011292,-0.09856038920839481,0.012941286346537616
CCL7,,-0.015483390934633589,0.03248354075579108,,,-0.013629405461794652,0.06047490805738308
NGF,,0.03860578499912942,-0.02683169028810227,,-0.014015487715829627,0.002290469374877291,0.002736130750108643
TNFSF15,,,-0.018611737304314438,-0.03276622823209708,,0.06676030023535251,0.0830142056777594
HMGB1,-0.028359202855,-0.03356666949508161,0.022247560078210268,0.07952110242552171,0.019097039497220164,0.018416010362684698,-0.10537761193089185
ITGB3BP,0.01748222165628525,0.0074496940158712745,0.06471405085294134,0.03313669793248467,0.01806792123762745,-0.0029505465748557035,0.07166590266590961
AANAT,,0.00774902316916177,0.06948155127380858,,-0.019118028904213703,-0.014420479354474021,-0.023234803304396836
RELN,-0.016307582618522345,-0.04849710907206024,-0.0002617345750357286,,,,-0.0483121030781513
IL15,-0.021693119318814506,0.12163892378724252,0.04261873092113352,-0.05593156151854741,0.05668748883443688,0.032344369329322914,0.07875706949128121
UTS2,,,,0.01574217388554817,,,
BSG,-0.011006504958805395,-0.026866801158824914,-0.0223436303918987,0.05102492232306623,-0.04269626889787439,-0.050104610831748886,-0.03926185627696769
ADAMTS3,0.033648188351776166,-0.02916336295612686,0.02378586334591802,0.04870555227446803,0.06575779389467193,0.0351459351568604,-0.05473978015666504
CD34,-0.044098280349717627,0.10040445153681511,0.003117424644794401,0.02319386088311402,0.05087879483485382,-0.07601786479877423,-0.02411830833350585
CCL23,,,,0.06431298521073284,,,
PLAT,-0.055549007222719236,0.003984059563540314,0.04485255354075453,-0.003249805137469548,0.013583243011578441,-0.03347981099118949,-0.10167857796110497
NTF3,,,,,-0.0143093754852969,,
LTA,,,,,,0.02259529508171469,
CKLF,0.10528935953030442,0.013309136500253302,0.006525247295859829,0.08607688364634644,0.019316763815709,0.06658617024483332,0.01863351869021415
CD24,0.0012831411052239127,-0.06653560335222371,0.056219146135902495,0.018259545115882167,0.04362389376775457,0.042561493787318876,0.005002907366889756
HSP90AA1,0.004053127540578926,-0.005743293909324575,0.028604585276577662,0.049497868678870224,-0.0874638758522855,0.01970112735279161,0.0077547187865012294
BMP4,-0.020244069071417566,0.014499715947090661,0.014824717692428052,-0.06838435065186571,0.0019602948621309474,0.0028927143301293186,0.017017736208809378
SCGB3A1,,-0.015483389386315183,-0.019971343199199448,0.07910220227936357,0.07898780419132179,-0.028577219328911562,-0.022619018638186453
IGFBP4,-0.061628467258194056,0.09656926469814077,-0.025322948677596026,-0.10614104974232019,-0.005517593768678978,-0.06853017291512173,-0.05456294670376241
RSPO4,,,-0.02305017649682473,,,-0.0255968460901325,-0.029298166615308104
LEFTY2,-0.019476270991508747,0.047672665023927994,-0.024638767932247556,0.043336558579762124,-0.016334860760560486,0.017042874001144688,-0.014416300916295087
PF4,,-0.016061531040752863,,,0.01752505795901619,0.06668243392047675,-0.0016390369909237933
ANGPTL2,-0.06002595273561476,0.018930659416688207,-0.007513248989185427,-0.016775348860905537,0.07416325463698523,-0.05546932901127766,-0.07302546461250942
LRIG2,-0.07875261500831997,0.04117451503064285,0.04211073829527065,0.007777630384948798,0.01965216196078859,0.01371654475592264,-0.011856608314692926
ICOSLG,-0.00019354989463059768,0.01966913469431981,-0.06428372351635693,0.09591004397591549,0.04911116528347538,-0.014146256916925653,0.057237135461334986
WIF1,,-0.028900118107550835,0.02056335173420189,,,,-0.029304171121554493
NPPC,-0.05505469383911938,-0.0009779376339526112,0.0180088659387558,0.05603644127808853,0.009287614881711528,,-0.013637490651417797
LYZ,-0.07055428135330359,0.057608439735768464,-0.009455521403780271,-0.05381119379732822,0.02355901005754759,0.04451480232510518,0.07147307604862126
EREG,,,-0.03243706743473722,,-0.021125012532433467,0.05718822914959836,0.012870520372536113
SPTAN1,0.010595114870375573,-0.029795612899619777,0.015575221398599258,0.001592302250812983,0.019715465686455644,-0.037427005484521964,-0.09387950303014066
LIPC,-0.025184462866478075,-0.019663535683664683,0.04296873799785465,-0.028967494816744897,,0.009198133528651831,-0.007917446745539203
COL8A1,-0.03355586642537174,0.03254154982517421,0.022775138425047897,-0.04831394660882131,0.017534653877303272,-0.0016087953943701566,-0.05808503497765698
GSTM2,-0.0462783089368846,0.028135762699042065,-0.010055124958589524,0.03024904949033244,0.06727178033679597,0.0320171820098711,0.15382802230881676
SPX,0.007367375250609267,-0.008652070883808366,-0.04475757133113235,-0.03621468950662661,-0.016167473659721366,0.03128103326859237,0.001541481411762116
MFGE8,-0.06871379087937497,0.03795926772344907,0.018807833645556327,-0.025092971993852978,0.039707949859015004,-0.09539153577740285,-0.026539988846252416
TGFA,-0.015042537979888285,-0.07012454209473558,0.10217767362135724,0.056966153926755025,0.001220140727759556,0.05624491735546704,0.05609745969830091
SLIT2,-0.020244065832062928,0.04530719468095273,-0.014580904996511128,-0.06520328096217577,0.025939568834960788,-0.03849663279578367,0.007124300855824725
PLTP,-0.0036524453433656235,-0.03886828654863619,0.03171047752042097,-0.010928771519441082,0.06077873947600913,0.019916402766054515,-0.013732028888224423
APOD,-0.0006718982790284329,-0.011569890740148662,0.07758670396266028,-0.02285009497038647,0.036716964287771284,-0.022488007937263473,-0.07429735509131585
B2M,-0.05601796853159555,0.021192440254944638,-0.03663472364428404,-0.024829106470441304,0.07744486643688976,0.01344136945778774,0.0382512583920342
OMG,-0.007058721534396044,-0.06410365792278243,0.061462018101325386,-0.057493595793016376,0.05942181439002968,-0.014077175226982269,-0.09654468865393782
CXCL3,-0.015840926450445474,0.02688441232368852,-0.04325001037008134,0.024131574261645927,-0.05987568977696963,0.039645074349707606,0.0712712688326951
CXCL10,-0.029599168973416266,-0.04868835541685898,0.010737384561288438,0.09844436142028588,-0.01746519266635431,0.037851512921989135,-0.042404642396903176
RSPO3,,-0.0048967039662806775,0.045789009181780214,,0.031788997994841875,0.04575518107150749,-0.024210799227495902
CORT,-0.019670765400087723,-0.03816167408559774,0.0010858725786697745,,0.07459845686765718,,
NCAN,0.010930166531948613,-0.0295543903686214,0.07769843514509354,-0.04504483193568973,0.060877977351240745,0.006648706558861413,-0.07786684677967495
PRG4,,-0.007959824012358611,0.029603408690232674,,-0.02010601917111967,-0.0026944787804958244,-0.015674614452526762
ZG16B,,-0.021470787893578907,,,,0.07941730848668652,-0.019579481553201286
TGM2,-0.05130261687918512,0.05598111605257645,-0.015568395065888639,0.05681842333504056,-0.030023172559555566,0.04386854078367276,-0.060723813114562666
VEGFC,-0.019670766666626153,0.039886288351995286,-0.02459609411872386,-0.046597898614833363,-0.027301568227579797,-0.006453911879771167,-0.03369233550382335
WNT6,,-0.024982108981760932,0.042829637045522964,,0.024720257409452363,-0.02082808311394188,-0.020231478712802575
NRG4,,-0.01426074663449233,-0.0227591799319531,,,-0.013831182993671818,-0.030425040901519672
PMCH,,-0.016436277951551365,,,0.10831082412801352,-0.029825284864669822,-0.012574260176463334
COL9A1,-0.06007500785945504,0.0881183035045024,0.03242296009444901,0.0512800756329657,0.03910542549693843,0.06999526800960461,-0.0023489332962386457
GDF11,-0.06724890619433466,-0.029498033120077836,0.053872305735428366,0.048214275131458276,-0.02072685210421616,0.00844442983907803,0.007121651097742576
RAET1E,,,,,,-0.01517270947085194,
IL24,,,,,-0.012813575271023942,,0.07053960461311379
SORBS1,0.07321675661033755,0.02293439233529557,0.03205591571828156,0.042616538635872545,0.00948890824596792,-0.04989995699875467,-0.12191813954822572
DLL1,-0.06233462672214878,0.0670122063314749,-0.0037873780083166695,-0.03491321794357973,0.055583299021547725,0.06196745912204536,-0.002576769968861888
TLN1,0.02024031128681944,0.0521198020296072,0.004017067557125074,-0.01932648267461524,-0.030418059531822642,-0.03935256984661186,0.05641666244533523
COL2A1,0.1563220466227985,-0.019289959004107588,-0.014271159398656998,,-0.03339609692495033,0.0009171620435103567,-0.027411328803892878
SHH,,,-0.036178354635070846,0.00396541526763551,0.015129116875157448,0.05525759375015105,0.010816198237208328
PON2,0.012115227191957522,-0.004387535927373492,0.04268251644898876,0.10939153782580152,0.06205076386793564,-0.0061036229909927344,-0.03694894604421152
ICAM5,,-0.008903951594621377,-0.02757170489803678,,0.011748039999221938,-0.015150105927631358,-0.05755350753578501
HPX,-0.020986420788927523,3.414206816863889e-05,-0.04048620320379381,0.023608711134400193,0.06383505187652566,-0.01850535666166435,0.026663954037387413
SFRP2,,0.04806015937973312,,-0.03470328621596656,0.03113929227237352,-0.07573417275065726,-0.054885739868170365
CFC1,,,,,,,-0.02692137404485855
CD70,,-0.017342420099533056,,,-0.038673065087175794,0.059568067680491665,0.05246990086390692
HP,-0.03666025668026272,-0.05018127673924121,-0.04544381734574992,-0.007423678990234652,0.03724018131598222,-0.020689936982739136,-0.07660401908418084
CXCL2,0.07949988116537467,0.012054753546174057,0.007114624232085686,-0.03572997994235956,-0.05920718529209338,0.0979039950640677,0.07725254099056016
NPPB,,-0.019975070862171696,,,-0.03735486973171759,-0.014030194765181492,
CCK,-0.042269614115910605,-0.014958156288422508,0.05034777850519995,-0.028967518197478774,0.055058255234338854,0.027446961068817412,-0.12350919438172255
SEMA6A,-0.06141957810313336,-0.06515718659968511,0.010857604844186677,0.06152508614349334,0.07765949592011544,0.01922572090018038,0.048717506621443106
IRAK4,-0.05375132055316581,0.03886395148488735,-0.014808897892889326,0.03890065166341228,0.07224873093065028,0.02281983871696531,0.005915269499104896
GSTP1,0.0563735005209062,-0.09110622666026841,0.011442230929745811,0.0367543061673612,0.02892439378616248,0.043722689249701026,0.06067509289525547
VCAM1,0.04375623679060719,-0.05019083644280113,-0.044938900169187716,0.010074434506430115,-0.06514846286073916,0.038733328818778404,-0.029908458384625
NXPH3,-0.0003362947829563942,0.0198566642691273,-0.01860661588296467,0.0814521346388092,0.02792266396395308,-0.024252111823236007,-0.02780098384218094
MTMR4,-0.04848401665056697,-0.06474178344765442,-0.031319837404992466,-0.012275952264093745,-0.012554382649244127,0.056753378303542205,-0.03048042454171935
LAMC2,,-0.015678341970185954,,,0.08007249896108216,0.005477686854924007,-0.011161639726990791
IL10,0.026246145239275633,0.031452629185485616,-0.025983817571777344,-0.05303218376894505,-0.0038661523537651572,0.0304827977416713,0.12414135816451219
SEMA4D,0.06281269770097807,0.0775724936439798,0.036961261858800144,-0.06683381562771022,0.05930892315065322,0.03558831802335887,-0.028246890589176763
TRH,-0.0180615385128415,-0.010240648706364475,-0.014043902836548095,0.01449613124438739,0.04721962278875484,-0.015714759022545734,-0.0077782412678694445
SEMA6D,0.05788092864523635,0.011359382057675286,-0.041655733472059565,-0.003705499365965249,0.02369348123208362,0.004008104391589188,0.008567634246431024
CEL,,,0.026208566154841628,,-0.0009558375787380922,-0.013911273339767893,-0.015206742918843327
PDCD1LG2,-0.06591849879472798,-0.001665339320043204,-0.0312254006931689,0.018871485995234572,0.07363613528511345,-0.009254426173823585,0.0062165886012038665
SPINT1,0.027821692641983947,-0.03966347782861533,-0.03745930452632483,-0.05987716832375051,0.025503885349664045,0.02529127927054214,0.05546517342149575
CTHRC1,0.07608453895601897,0.08787904581940763,0.023941400317790407,-0.06561254753301528,0.01565475678412446,-0.01597152409240369,-0.09533099738414132
PODXL,-0.08277450476298849,0.053405002177983524,-0.01784216831849271,0.04879665120561339,0.05806051315601754,-0.044717205664400295,-0.04793591077397284
JAM3,-0.011937034455709847,0.05203075181678529,-0.015371726582109559,0.012057125404208892,0.04774079959914915,0.011829343606531553,-0.020922629235490743
TGFB2,-0.061774223024073184,0.04206105702226497,-0.0520713701262454,-0.11313711471305603,0.050203767678254,0.004008453731311174,-0.055234790009423836
COL18A1,0.023051108571474365,0.06231994291062118,0.03994598793548343,-0.043293294348672476,-0.03710278746560849,-0.08757845859625697,-0.05905528520657651
NODAL,0.03741076655453885,0.07824097348687584,-0.02285657793906696,0.00508867136682862,0.036115516246724925,-0.021507076814484133,0.0019167130441947833
INHBB,-0.04331228989501938,0.007583245137446231,0.04575826739150103,0.004586786881454239,0.020447842507693072,0.04793736410707455,-0.08726776486048272
LCN1,,-0.015678345497876736,,0.17454211156199423,-0.0149473399013013,-0.015891619660163638,-0.020550175533628593
ARF4,-0.0774319981723644,0.0023947959141069064,-0.012215738896803635,0.025866421673903715,0.028787838746302016,-0.004221997785697311,0.04438587174319513
CXCL14,-0.01819403789090083,0.012081939690226117,0.0321296800000734,-0.0019540108108704437,0.040883690345886826,0.03955426629061572,-0.04634050354402055
LIF,-0.024395501617063907,0.026181318158397773,-0.018342630152371822,0.04622623948121728,-0.021103979709931272,0.03092159396123755,0.06098793382094958
IL17B,,,,0.00968038793480876,-0.023933029744991684,-0.02684316919865886,0.06682733022644297
MMP1,,-0.021615188261284144,-0.014043899772911199,-0.07925714274320518,-0.024636965756244113,-0.050389033027898635,0.051725434254286995
MATN1,,-0.020585210256638883,,,0.00621296567299427,0.0027378724608749846,0.0022453858930138538
ADAM28,0.0012373378873585153,-0.03540238628507609,-0.0245453589201432,0.03671494318064807,0.05097530171920267,0.04019139796022141,0.0280273556270106
TCN2,-0.06386485063343753,0.07440298429985329,0.06727141837871374,0.013693552157902033,-0.026157835211599135,0.024757757163514964,-0.06295546398099092
THPO,,-0.014012025557606961,,,,-0.020689943281204607,-0.0317313219687082
CUBN,0.004804207381791338,-0.031086306061743545,0.04187215077534687,-0.03856613319201087,0.06871154887654757,0.068206748693792,0.021904984775615113
TIMP3,0.05823070674442553,-0.04970692364988894,0.053194095851016206,-0.004480275031241741,-0.0511577315081173,-0.03194159624752752,-0.07117243040435405
PIGF,0.018770954719524145,-0.08405152155963563,-0.01011144619411013,-0.0766679725552889,0.07746618969112025,0.02310165139367513,-0.05518663725133431
CRH,,-0.018369048391177322,-0.014271162017185276,,0.07148304220601721,-0.02356523803010966,-0.024704066164208983
BDNF,,0.04062604226819218,-0.01909150984334081,0.009767071871028246,0.04295342879905745,0.05274711712687169,0.021132681286707946
CCL5,-0.015039715030899493,0.010521398945965018,-0.051611558971308986,0.001031833580626916,-0.022627541585244874,-0.02468255476821121,0.030566998882330082
GAD1,0.026942840299658277,-0.029400273251952786,0.05988331436713366,-0.006498586843929119,0.10055103077249664,-0.008572479800039771,-0.06165755111776108
COL14A1,0.07873262461633496,-0.01695980214373911,0.023154770059620394,-0.05618786868239255,-0.030949797633946226,0.02059555682206412,0.030487045003263123
HLA-A,-0.01178701928325004,-0.01627753390206318,-0.027080031573812936,0.004871796059560383,-0.04580958383846406,-0.0336509736254065,0.0814576788950128
CD5L,0.02481207781350608,-0.01836904626601834,,,,,
FGF18,,-0.016620666775415155,-0.019471718455399117,,-0.02333285188693249,0.037281128569204534,-0.011993114287559226
ADM,-0.04069995174583499,0.0012319077432883289,-0.07418788625410326,-0.0416762228225845,-0.04079480015976492,0.05108883885605048,0.1443112086887809
CCL15,,0.07586185165795122,,0.07643273954471987,,-0.013629410373742953,
GNAI2,0.02147526636317783,0.06070884166106628,0.044284422904695996,-0.02614462652193659,-0.014814982774544617,-0.01813777796651092,0.00011831381026747362
HDC,,,,,,-0.046131534138314056,-0.021174095722806718
COL11A1,-0.022747200512981815,0.0072925392269170206,0.022309004640828856,0.01395591516174762,0.0029966412476472833,0.008008332340730557,0.004167992702858377
NUCB2,-0.024135061342294185,-0.005046684159723243,-0.01959305346334201,0.08161054741968572,-0.0171198079426312,0.021372968568835263,0.14143232262896904
FGF16,,,,,,,-0.020864318719586505
CXCL1,,-0.009837219443176979,0.010286616946244189,-0.030151606517014404,-0.03851228560061421,0.03125285476248736,0.026624933481153953
VCAN,0.03998040398833668,-0.0542621319248784,0.050654944676420996,-0.02597943464083989,0.07117768333117494,0.014026657539259059,-0.014918901738645953
MMP7,,0.07178299376923436,,0.04497831037923234,-0.012511211019920495,-0.01546445195381007,-0.0031345171274655783
PTPN6,-0.00400684892133347,0.007832910801566059,-0.009500274312267456,-0.010067615988647667,0.08013232192414539,0.0012121401659144612,0.07730444481504675
PTGS2,-0.01337616844824352,0.01369999372455979,-0.06497816051649785,0.0632509103530029,-0.05483580979588948,0.0895932004775323,0.040856545781683566
XCL1,-0.01763825951544776,0.08300569906989164,-0.014933128291492615,,,,-0.024169088413599372
CD58,-0.10765828935182833,-0.05670375643577784,-0.023928319078643404,-0.028004580615706515,0.01436049567630191,-0.020073990370959176,-0.028685112642771453
TNFSF14,-0.01172827542110895,-0.02028223326565232,-0.033119735023830324,-0.015159873142376531,-0.02543765109326502,0.15485973685438392,-0.06647204977127541
CNTN4,,0.025231279195591965,0.01750423763505257,-0.033480312063529236,-0.01057945910558248,-0.023191289333499336,-0.02869868287847568
INSL3,,0.01925708154167858,,,0.12363447981431733,-0.01866175430230283,
BTLA,,,-0.015568283366232926,,,0.07378367106538271,
MFNG,-0.03643919885870423,0.018749637741534438,0.05975000072751702,0.03399951618026494,0.014738015220919849,0.041184184225964364,0.031691771457935225
ICAM1,0.04459373642309522,-0.014463531146131694,-0.0028035409077763426,0.06451734460321672,0.0016915219469472,0.06365345285817842,0.11794486279374024
PROS1,0.046563994258429,0.007108563104430476,-0.02982592878232732,0.018577219376316987,0.010328099532655914,0.01696109208570305,-0.009622985136345758
CLCF1,-0.039587093713081105,0.018789128823058884,-0.04976783888901232,0.023198015089293797,-0.04780976773438723,0.005389535171908715,-0.010312638330582163
PSAP,0.02821967435749614,0.05350399418335032,-0.07426001707523447,0.046341194417061984,-0.06603378625859144,0.030276971274217003,0.037809135702748194
EFEMP1,-0.06441651953640926,0.06121073903449185,-0.0691152855865407,-0.051388492477943686,0.11264404386810105,0.0014023268391155938,-0.024686026763942374
C1QTNF1,0.0015495990996446467,-0.004639817822249039,0.0011405195804838045,-0.0039551228542450325,-0.011124204437651924,0.030963251385885012,0.09481330242004721
ALB,-0.026553987061075104,-0.02787800208922157,-0.03677363500547903,0.046271648011055294,-0.03385158998615472,-0.021101975347069098,-0.012898031950283115
EFNA3,-0.009753118724562243,-0.01222406204284463,-0.008428305479836657,0.155663263740308,-0.016859219922240605,0.01929308811481572,0.038218892217236795
DRAXIN,-0.05099362365635445,-0.02615941178407637,-0.021724112404044035,-0.025369507598640272,-0.003425282762164249,-0.008274785209297888,-0.054766117522206455
RAET1L,,-0.01404713312847858,,,-0.014947330105440632,,
NPTX2,-0.002512727863482193,-0.011228912354554008,-0.014490237940756228,0.09643408654386235,0.013264253412135166,-0.031936331531145154,-0.08491354642392268
FGF11,0.01849726711950036,-0.009436154068330338,-0.030765603061502833,0.033999758252421346,0.008755638454225258,0.017816247238156457,0.00571993352482141
CD59,0.037838652699008324,0.036476011449044,0.009210256358681135,-0.052095541084816836,-0.023671855030286622,-0.06019559514798662,-0.1256575783370549
COL9A2,-0.07379103308445585,-0.03287177676964799,0.04136554977514263,-0.016620995924790667,0.053918840410924124,0.060064670828721786,-0.02598232756783069
DLL3,0.05469813472259991,-0.044237898473562,-0.00931026516619122,-0.023551890259201465,0.02774673370849248,0.0428845633649088,-0.0407782699077163
FGF5,,,,,,-0.038272043550550375,-0.03579056225663482
LIN7C,-0.02862961969055916,0.018312983718722125,-0.04224299521406772,-0.030569607467964992,0.07051822534494823,0.10383483048442595,-0.014763575235677551
GDF7,-0.018269790667785498,0.041390221759679484,,,0.04926894740802179,-0.026620099872658773,-0.000467087428243378
PSPN,0.0071028704104577145,0.027350556981231445,-0.048457100653476685,-0.04338595586519747,0.03830682248098895,0.04855180381780853,0.03335157905281559
ANGPT1,-0.016034897133612124,0.02107685246224307,0.07909156714196121,0.014826900552434746,-0.04451955851626097,0.07896496257385856,-0.05004749929181233
PNOC,-0.025800742658560236,0.012439396923641786,0.007862917966842476,,-0.013626016623184708,0.11164324270117852,-0.0806885423615746
L1CAM,-0.027434906941640583,-0.0619076483852793,-0.034769688951603615,-0.04383251202459383,-0.02319677590816525,-0.023441146357863093,-0.061077538149897186
APOA1,-0.03847966263554089,0.13446281567277527,0.004572957441150835,0.021020458001739677,0.008792548358459438,-0.0009260656264365604,0.09550451246290355
PSEN1,0.009453906423732998,0.02177705227455421,0.014538412286227162,-0.08829830639574693,0.048373541903361975,0.008410763826442269,0.0352252984928074
CALM2,0.00707019468556007,-0.007766772169790743,0.051811908410882256,0.023475370312381134,0.08848376249916008,0.0320154274406911,-0.11836245650465617
CLEC2B,-0.028855495747289725,0.06792208166757951,0.002709710176776593,-0.07478843772099085,-0.020495675526439643,0.04159081558660987,0.14044609033902766
NTNG1,0.035964215663956134,-0.0033689994825035425,-0.02823935959334415,0.12344311134892803,0.009427582663287859,-0.040160146604169104,-0.005159317338881509
LRIG1,-0.013194987153096182,-0.022201517728818242,0.11089644051483363,-0.06774127296426043,0.05097246854865605,0.005578832538854774,-0.06497844121221183
CPAMD8,-0.016075847863784097,-0.028222142935813876,-0.018960041052314053,-0.005529909029724859,-0.014395021546647808,0.024334129701333085,-0.02295093236743732
GHRL,-0.02564785956203977,-0.028170515884121113,0.0943235836737882,-0.04062384933711803,,0.004613115386356955,0.15605340073496263
NPY,-0.02358389622683172,-0.005625033880100617,0.045978446323693786,-0.03521054242220728,0.007877619875914708,-0.023565231442190616,-0.0695743112085714
MMP2,0.00017076590947575151,0.015571586606151315,0.04459921391881294,0.04128119913508891,0.01081091224193822,-0.01504538509288614,-0.005720386268854016
PPY,,0.004696385725510677,,,-0.011476295090853291,-0.037334298031511226,-0.04108498198350899
ALKAL2,-0.024073714460241057,-0.026343191647775495,,0.05020479786937106,-0.04030339233023292,-0.03817643091551238,0.0012570902375228512
CSF1,0.028490412549820467,0.004174094077921623,0.02116307181324774,-0.043771752420748454,0.052752819957610185,0.020179037133164754,0.023768936577881563
SEMA4C,-0.037538086275540006,0.034382463065770814,0.0027308074355621437,0.0511336923836863,0.05241861556723587,-0.016655428424087033,-0.07117701784426121
BMP8A,,,,,,-0.016749929033734245,
ICAM2,-0.07879566490089077,0.05998237536875273,0.04786811908156022,0.029354323386690265,0.02896273696201798,-0.027804417332577054,-0.020348386521347392
SYTL3,-0.043930420950388786,0.03132675506014811,0.0573693403105016,0.011460415820034646,0.07493609342145026,0.03269329962802061,0.017974336479008216
IL1A,-0.018679876851246675,0.08046719829075204,-0.024771029984206386,-0.04293655772904096,-0.020402067497827206,0.06176148832621275,0.06605469823345765
HLA-G,,-0.021615183682574892,,,-0.036241493926506496,,
PGF,-0.004542892519822276,0.06412201473820867,-0.024842595575080093,-0.09579522916705867,-0.013250861206826519,-0.017199151879751174,-0.043243759216673346
LGALS8,-0.046134026927524885,0.0018396907319561822,0.02685679630775131,-0.023274562830724415,-0.002853394041037095,0.04456394872488202,0.004436519741417512
DKK3,-0.08853024619218354,0.02797117262477997,0.04550739708174231,-0.025075140959874,0.03782094421754981,0.015446846738011978,-0.14218928060941186
COL16A1,0.0439240405896721,0.02369231090742201,0.03160015220569958,-0.03804708652899764,0.05478105403888706,-0.034466859649618264,-0.01730111009114525
TPH1,-0.029948463574681772,-0.015871034356340075,-0.018611738146772628,,0.007833776866668666,0.03400973344417442,0.04630226353658675
TNC,0.01969513345448324,0.031945332556861834,-0.06100957325989857,-0.04232956678975671,-0.01122536123547529,-0.016076420362553096,-0.0098283007091139
TNFSF9,-0.016075840233925144,-0.02822214000589281,0.03898357374301854,,0.01851494853381341,0.037087453064122505,0.03814841717717681
C4A,,,,,,-0.02255633927178473,
