,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
MMP7,-0.08386857143711997,,,-0.025643996933152464,,-0.009249966820441172,0.04242213493985734,0.000560002982710351,-0.020934426994908644,0.012003938212230877,-0.001941785898343659,0.007000223267840299,-0.05619140221389738,,-0.06599264737404774,-0.018928233934297874,-0.05531520473506869,-0.0055176757886454255
PTPN6,0.013992394942949016,0.04274994854740579,0.17574193353973935,0.060789874137336074,0.027747614200137972,0.03211765676160855,0.08165386991393082,-0.025135560865327308,-0.024919773390520976,0.08295217852550082,0.06529085793447378,0.010981350776327932,0.01868408571233704,0.04354016478338595,0.04928747964256913,0.04137411337027113,0.002852388452529765,0.07228053286176021
PTGS2,-0.014599112620139904,-0.017153446649426425,-0.05688663802064741,0.01926839602094548,0.008651842230715264,0.13555222051356966,-0.04240441741709145,-0.006642480914468347,-0.010761424969385959,-0.04535805554774271,0.004191155941842482,0.053948585532473635,0.058029542032394375,-0.022160385411812582,-0.01366347053873736,-0.03388976562729131,-0.07495616462150277,0.03324796692324059
XCL1,,,,0.02688478946596082,-0.02062012481243513,,,-0.024947121924701554,,-0.03209788992058514,,,,,,,,
CD58,0.03892682834564119,0.010275507409935094,-0.007104058245950693,0.06571236742571755,-0.048224129356904816,0.06378642317472309,0.07776356098017101,0.02432965779643162,-0.02991728344281124,0.017290353555953764,0.08936351965067016,0.04011808552239802,0.035663213149661886,-0.02630557974172441,0.04618009993324303,0.010870745026252097,0.05295015896501591,0.03318027169405072
TNFSF14,-0.0031270732093736,0.007073319136312851,0.04160459546309709,0.01613026755081569,-0.02979707349221037,,0.006156878941202528,-0.007372072378481505,-0.0105847409846695,,,-0.0061941095623905314,-0.04937996479922466,,-0.022482462312618606,-0.03267616978280286,0.020838531578559114,-0.02261813538585482
CNTN4,-0.009918600138571775,0.05969154695166846,-0.004600097511368174,-0.0011331594914466424,0.069392777213083,0.008327370453752694,-0.061517093828929566,0.01017747312320176,-0.009089106813953276,,0.022907802492638508,-0.03885574017472377,,,0.0244040266865349,0.023533205615925493,0.011058429972437955,0.12701346271296646
NTF4,,,,-0.01775305700704058,,,,,,,,,,,,,,
INSL3,,,,-0.012898950945610754,,,,-0.017344013229898862,,,,,,,-0.008024310848787318,-0.018967009934366345,0.01876568440136919,0.11437907141982699
BTLA,,,,-0.020474555199382516,0.05069862836342387,,,,-0.013517076262454067,,,,,,,,,-0.0025277279146388855
MFNG,-0.012724591604495433,0.08346661572285007,0.0577689625015691,-0.02333659007215251,-0.02638221606236471,0.08384504579865237,0.030569595969013645,-0.02714014945555065,0.00872783546997449,-0.03703466000303907,-0.04750237458448978,0.027637255802607445,0.09380775293424125,0.08053729066068313,-0.01608677019782661,-0.04253071811910927,0.01652709215637808,0.11483812643286924
ICAM1,-0.06322708534040235,-0.01335390768199135,-0.012295117561918437,-0.01553171882732536,0.0012046380485661052,0.041049537736676134,0.02082367377546852,-0.01085255521070321,-0.003749829210956313,-0.019465503490582528,0.03222300016643836,0.08852196405087057,0.05256175646404521,0.04616619055701378,-0.04193991238296759,-0.006551976974951208,-0.03883288595969085,-0.030080987051580094
PROS1,0.03792438010044666,-0.03782880445020125,-0.01319457468703402,0.002875966845314267,0.022509000450611837,0.03384209122851299,0.027372625393083237,-0.01384167342691621,-0.022150800670247776,-0.020613195321314778,-0.002291024172533076,0.060783342042539955,-0.05641007662730786,0.024044090990747263,0.016502811134393842,-0.010259697111083262,-0.11256206039780378,-0.06779414893654122
CLCF1,0.0033714933252033466,0.046129947501921814,-0.004801361993993531,0.017855618606945116,0.01703894592630785,0.11169233830306852,0.03552700790254866,-0.04409993033572584,0.023069423554571103,0.01324203025289744,0.03511673400601702,-0.05950060480217149,-0.05412127155142529,-0.007857867371018689,-0.009524296679280262,0.0581922132202919,-0.07480665639810583,-0.010573408721200543
PSAP,-0.006944891909072933,-0.002481074237899634,-0.02903658015222046,-0.02703379981193225,0.017928412092756196,-0.15846699804268094,-0.08678853203622755,0.045719731958903755,0.02123295940167542,-0.010981805061418463,-0.13819325284771652,-0.06880615975959466,-0.04563612988767903,-0.0270489395892991,0.06596408492412766,-0.041645543276958075,-0.12603715310091027,0.015498776799302354
EFEMP1,0.018009060989277393,0.018369356091747086,-0.00401949005983774,0.11266348210935653,-0.055622826748750125,0.0707724445918876,0.007259452507205711,0.044858707008534046,0.00965706475829759,0.035151297103099804,-0.002848406352688344,0.008877622461224678,-0.0016609241844018575,0.02010452296253206,0.06358548242717416,0.04632790982796509,-0.0729636226955552,-0.08841521291126411
C1QTNF1,0.09599630484976394,-0.020948340108997043,-0.012929519540308859,0.014221093043870335,-0.045540380965553504,0.06361819919150877,0.031674876012880805,0.028090106585086476,-0.023489891381645464,-0.02264127042201844,0.053052309245402135,-0.01518809673437853,0.003906577690977798,-0.05952291535355963,0.015246551724939526,-0.022862896562377742,-0.08636360495530722,-0.07040019559044058
ALB,-0.04082528794069817,0.06936952497485646,,0.0024130406662269247,-0.0018048190961492008,0.004272082202821608,-0.03956147068912104,-0.012021655865012616,0.011511313932338663,-0.01629434508764346,0.030856971892623056,0.055566081820916984,-0.056889548566135116,-0.025464755045697077,-0.013645621960243425,0.05167529598159411,0.011154701210387362,0.011002810784306379
CCL13,,,,,,,,,,-0.031055367087601853,,,,,-0.016689428582255868,,-0.003041484017069127,
EFNA3,0.008545567708462022,0.013279428510439102,-0.013007053290569743,0.00879284011852058,0.04657520581738859,-0.014515132668535905,0.0018077082708129017,0.014049491585811756,0.02427259836712311,0.017133789226845355,0.019329639468179914,0.07662799670456845,0.0881767123612305,0.02050041223025128,-0.050331428349218645,0.014662886759310732,0.09438924617663844,-0.05230538166039696
DRAXIN,0.03746877729171082,0.052166092534681525,0.02567779054671329,-0.055527797535514185,0.018939585147718985,0.17204558211190488,0.09219166590087963,-0.004368252959361643,-0.009653100294497912,0.04766484107182068,0.04525727800108719,0.0394497299461363,-0.013231597310877613,0.010874871747181662,-0.011027740278975328,-0.04741964873676061,0.020906147280624215,0.08570330163638326
RAET1L,,,,,,,,,-0.011561760045668914,,,,,,,0.023435374189120072,-0.026758392688136106,
NPTX2,0.058352977534634434,0.01558478641677952,0.07648740969487251,-0.03313054502685255,0.05277208120505223,-0.08630064392643536,-0.028175658399529912,0.021933389958569083,0.035736255830584755,-0.015874953830209593,0.00523181568411009,0.025734205813667744,0.011767543449079182,,0.036317612889228884,-0.0026397026754322395,-0.07215428317331186,0.04530515749382036
FGF11,0.10455992810490218,0.026807874591488087,0.011447064594089297,0.02634013342488902,-0.054288435725125886,0.10929408419333753,0.12625367675854962,0.03435975421027218,-0.021879686062267947,-0.0537669754183019,0.041404223780357775,0.02738064309374763,-0.06326141321450526,0.026560968210700416,-0.01373498442497816,0.011441384852980513,-0.008765148754442068,-0.0006703961838173912
CD59,0.10068525153332912,0.0033373186231815265,-0.02402015911957681,-0.021484892775516712,0.05984709888353052,-0.055516368699013725,-0.034220944651914456,0.04357762871269186,0.019161857351731232,0.025024961259359723,-0.07207400928429285,0.005290745097639171,0.07954064821969117,0.03102893087486308,0.06480278703019145,-0.012737689650769298,-0.12248012045266012,0.01715749658710938
COL9A2,0.08293095668631781,-0.023871789961995002,0.052245243018550304,0.026933592070456557,-0.05278167215273119,0.0735639745212845,-0.015861726613204626,0.02210070038370392,0.016703883590473464,-0.023616212308953076,0.01978431993457856,-0.04401795265174708,0.06369898876873503,0.08481129245057331,-0.011415331925025661,0.06562830500251145,0.050397511445630684,0.13895097602214393
DLL3,0.04230306403551467,-0.033286932420491584,0.12429407760831016,-0.013702922952858486,0.0347621692415471,0.07442516645661006,0.09063499145577705,0.04304031521221994,0.000931120112639139,-0.02087989375164727,0.06111402338056132,0.012743152521628769,-0.027041235343737445,0.041016429195467004,-0.04470996865827064,0.06838097355336631,0.10334268553052336,-0.037347820920057624
FGF5,,,,,,,-0.0193561390956716,,,-0.019720980036119752,,,,,,,,-0.024898947169621398
LIN7C,0.025538856235764826,0.08216840821996772,0.026270624238981934,0.0035422642437226304,0.03600872384421869,0.024574046345150685,0.09899905323553772,0.024601772229485085,-0.020402622094333335,-0.002187694023153852,0.03865757999588526,-0.054287081516072776,0.12860824951058644,-0.026873424236178913,-0.07403964181168118,0.05020177982465533,0.07488160474216318,-0.01137462852321687
GDF7,-0.02998564700573338,-0.015420508835316765,,0.028607089125503866,,0.12421319400507769,0.0515776074488532,-0.04963754240085351,-0.010584740573346445,,,,,,,0.1613246503475325,0.1189212724364182,0.059078114723781175
PSPN,0.06339452531429599,-0.005769289585783303,0.05707904932370392,0.012982516498519073,-0.006561141331183418,0.06360622272663283,0.06695795492759882,0.008639512404282405,0.019263331547202302,-0.04760850840551219,0.018872764420591524,0.0201978812052004,-0.05777552620479885,0.024665079087533386,0.054501297348366826,-0.0038397632437515692,0.1314152840242758,0.09300588784393769
ANGPT1,0.08028500793244979,0.04190255309325941,0.02365086600987134,0.05132096313652742,-0.047489714009059915,-0.004706155183301989,0.12852094088748547,0.04044677264306003,-0.009746259589559464,0.024269041511780918,0.03237484382347245,0.0628118148488567,-0.019147717049940442,-0.010497423495987816,0.02150653959912264,0.015509003104849171,0.011134548802821102,0.01026753375988037
PNOC,0.01940462815269846,0.051948804441395824,0.0799873671528666,0.08339993308510503,0.07011187890888922,-0.015218811678246057,-0.005707564878668645,0.049367584404531234,-0.0008512579365675302,-0.01629434508764346,-0.04195251797427889,,,,,-0.017503425572196914,-0.012511826183383026,0.032855489940832865
L1CAM,-0.07191424356721111,0.006863799254738565,-0.010101261677726268,0.028871572456862903,0.08209588462672497,-0.021224161179170396,-0.0077832151323669625,0.037420224561256675,-0.04193377607444575,-0.0009606778825174323,-0.07129231428463606,-0.05087003655167068,-0.04381968760493556,0.029052181434898235,0.0525623397377559,-0.03385192726165051,0.044627218574159334,-0.018635646845967854
APOA1,-0.04273445634210228,-0.0006425205415731719,0.0016547649499386897,-0.02008798490007692,0.005699677083827359,0.022601535333105528,0.009927455671467515,-0.005826583282009869,-0.017130386374350787,0.003093396376014799,-0.004392349579752296,0.004510291673270025,-0.03550304711271451,0.04757757704226183,-0.00822202072744512,-0.03927394873227993,-0.02348461711939291,0.1008153830216473
PSEN1,0.008590151335635792,-0.02038536442729259,-0.0015620217776819844,0.024244142749443115,0.039535475122259675,-0.024081509047970327,-0.018806306904446752,-0.03355243084143855,0.026455842931213298,-0.037361076364642795,0.018535158465218634,0.013619784913508263,0.09451919245563274,-0.009924147675785063,0.04639170374697322,-0.007642482785619395,-0.05208150266043157,-0.03559958614534799
CALM2,0.0609401788173107,0.006121437209298073,0.031847548267317644,0.011092871881379359,0.03100366565637618,-0.07816892907511831,-0.06683726132316888,0.050789162535761885,0.04003613940924941,-0.03850953721071571,-0.012663355959975706,-0.050898949766601184,0.09552115167384127,-0.012667975875273697,-0.016551303210660485,0.0831231190728227,0.050130416302724495,-0.021400204554628977
CLEC2B,-0.027816191016125806,-0.007328805239969307,-0.04883761609880334,-0.03883811292054534,-0.0191104670330807,0.08612740750576958,0.035778030414777985,-0.007729794202238731,0.005297584031321301,0.0035693614347650994,-0.026620027994340493,-0.0012678513371372955,-0.06110882071174427,-0.021484626626268533,-0.03469965698525842,0.005867796432238679,0.0022166713763424055,0.07372968300837603
NTNG1,-0.03281210010417326,-0.019705490912001022,,0.04094118739837351,0.023081500228479716,0.07213009019177377,0.03567953432984873,0.021668455557164595,0.01572205685528928,-0.02670172691916117,-0.027234389098287428,-0.07911950320143099,-0.04720457832813232,0.005964601586205904,-0.037465076951990604,-0.011619432183411754,0.0812794182782358,-0.00632641046642933
LRIG1,0.18471926947050243,0.03927085904083542,0.0275088943467357,0.008442793282911202,-0.051051208057785305,-0.04873056625066765,0.024280513426850562,0.015468743883236446,0.0082863326114292,-0.00923222459573864,0.05949753056566343,-0.05662364541112204,0.06667818284646283,0.09932337202489092,0.0016473679769309568,0.08130000090667461,0.07706276449749683,-0.03671821036183022
CPAMD8,,,,-0.015257157332169502,0.08735983248070349,0.011199436278501352,-0.028498319862991946,-0.021413866593657932,-0.019591479585148053,,-0.045615464311574906,-0.03499259005308781,,-0.00649136835037393,,-0.01849125795305477,,0.04358930448587099
GHRL,,-0.045407635045851394,,0.06520705842574695,0.026832265067416136,0.07718082251996988,-0.009123011472825283,-0.03339676222019459,-0.009653100294497912,,0.025996008652877874,-0.04714620735150318,0.1505485858931691,-0.08544758348260188,,,-0.03344119553622746,0.030551573888954305
NPY,0.045465306731919675,0.04731085635026497,0.17964175636586627,0.02681714096445792,-0.01556957938316072,-0.06889339755756563,-0.029221686867958,0.014523737336413054,0.0691237566875941,,-0.027894589515230328,-0.04086376749333552,0.11380192204296817,,0.04594066891155549,0.024624898797786083,0.026209619986842285,0.025579998537577822
MMP2,0.08035006084477272,0.017726853165045867,0.13092435849600856,-0.02792566938378079,0.035101016824421134,0.12708007586551204,0.07132742081055002,-7.516575363894634e-05,0.023052575842131363,-0.0431485083554142,0.05546387058571483,0.07610825344445575,0.04689862313409793,-0.014013198707388168,-0.03955254735503089,-0.017477230197192887,-0.053613946160145184,0.07030784321466205
LHB,,,,0.0722496241270733,,,,,,,,,,,,,,
PPY,,,,0.05274095394443603,,,,-0.010139564344431789,,-0.015071542603423874,,,,,0.03713727641670895,0.050074707437667704,-0.041401949722262514,0.058514255678595625
ALKAL2,0.058682533136964136,0.016845307686562554,,0.07585672927905172,,0.058235509633124335,0.09553704301439628,0.0042657475105800724,-0.014040334030262013,0.028364707522757125,-0.04397785191373231,-0.04263528740511682,-0.05197706930728518,,-0.03204071095413893,0.07190977428973273,0.09400045165018545,-0.05223226483258427
CSF1,-0.02132128268338081,-0.01403982146974558,0.011066539598199759,-0.016157536645695116,-0.04815184768660625,0.026229078309931687,0.007781648406645042,0.03160385156823273,0.01761759466621779,0.03546707831600473,0.043117585623724475,-0.00363976994835123,-0.04905947612374067,-0.011660605814770466,-0.013705297280104523,0.07602380598762798,-0.009217501157619714,-0.014839949619591791
SEMA4C,-0.007954550761567347,0.0425279650361452,0.0013517658036474919,-0.03632664654756607,0.006403423923821849,0.09644164229968387,0.013755209780922846,-0.006958579674966865,-0.02187582349886208,0.016216726443502118,0.054450770018027846,-0.00982951698446877,-0.01854806934189979,0.09755391851483437,0.058999998174006654,-0.019871069313796702,0.012765704627031799,0.13417836871033517
BMP8A,,,,,,,,,,,,,,,,,,0.03211573279663436
ICAM2,0.007745586220817604,-0.024205524674955705,-0.018316374676341483,-0.006658889637980048,-0.005618271644136973,0.06633975225196706,0.0694163759473098,-0.056836384302591206,0.0014638433430551455,0.022758357281345464,-0.02423473231466755,0.05717880074345874,0.06192669981083985,-0.061227917447102174,0.034368568059890206,0.04448448356327679,0.008184488252921413,0.09884524312312833
SYTL3,-0.010656432660689495,0.04893532371379712,-0.025957814708857243,0.031354039570977585,-0.02139772939585506,0.06005053728996079,0.005247349499183271,0.028170810821501146,-0.021746721567835053,-0.008807910840410285,0.007390785198337214,-0.03542524041843561,-0.039340427981973874,0.029711823583407765,0.007711712832293624,-0.0035828525405650563,0.05302855853144273,0.0025481583437978053
IL1A,0.016481752919769062,0.0033908896711594082,-0.023146281947053635,0.04161452178504574,-0.0026602555629716726,0.04983162080317285,0.04252545509791733,-0.03988424601380177,-0.027210755242298577,,0.022803421956366202,-0.04637133997410869,-0.11174249966616459,0.09464788596759116,0.026151735101909015,-0.0016557499782705323,0.09931739408240332,0.03143456012338063
HLA-G,0.08490193295857061,,,-0.014034521745715215,,-0.009689237787341877,,,,,,,0.1297867346423071,-0.015323480712284126,0.08599250698202165,-0.037493254222023716,0.09223789093638939,
PGF,-0.04772104566883603,-0.0022500586379278196,-0.04082639988361955,0.00494721504842197,-0.04734263388389937,0.10188149364489414,0.07649459180526204,0.012074405791696358,-0.017454500803987576,0.05534786371818225,0.021520460887881537,0.011713030929223892,0.11735592532006957,0.03339942226258763,0.023790531397282887,-0.004618101323760587,-0.0034069125630224657,0.13546734350547868
LGALS8,0.0944035528650993,-0.006283904628787283,-0.009803703125628718,0.03968145764352242,0.02804637771848542,0.0333123490399483,0.012175343207612713,0.0011697424744961183,-0.020820905220051214,0.0022961381697675295,0.04458145482116414,-0.005628896968262798,-0.043898923014049844,0.0844856188053847,-0.0017700236202879511,0.015367001369426243,0.029847992905364797,0.034837217358596885
DKK3,0.05198472079841349,-0.005977890099627073,0.05925496114821321,-0.017282466275619506,0.06579891567320958,-0.12203379278444344,-0.014895559620971454,0.02674138964389993,0.020200196226992713,0.023845946740073357,-0.09121281523911479,0.01926959624959037,0.0596081611365467,-0.01924134283462016,0.07240155604319366,0.027201660363335264,-0.06750743422088859,0.12974756085400443
COL16A1,0.13386591733555192,-0.029361145145334246,0.09757189627580777,0.08392401165338718,-0.036526063262982675,0.038818018389702905,0.020070878605912123,0.017267752661641482,-0.010722073929955868,-0.02110314192588846,0.15890853952380382,0.04353434480229734,0.01028898196378386,0.04783258019936049,0.08046113429570034,0.04466798629715719,0.053783789217229566,0.13456964759677978
TPH1,-0.0007320754956554269,,0.0725645025711214,-0.02553920519124905,-0.02569966292872797,-0.025958335469288687,0.0002285231777390412,-0.002402781698524976,,,-0.029722043411933467,,0.06928641362610208,-0.06949951929050469,-0.04043711332946325,-0.03410095212821209,0.03881433025117433,0.02836678301064437
TNC,0.03379591127215494,0.020759369378409123,-0.09005273142270483,0.0614378202126537,0.019500066040842482,0.09273568247265637,0.06941469261950937,-0.049443636260429184,-0.01579971884972034,-0.023929881034185183,0.05164697155451219,-0.017808205339862066,-0.05356767155918281,-0.028588979223068155,0.0013602085861241075,-0.01780790288494812,-0.10174888561197262,-0.07298880699265921
TNFSF9,-0.03244815688784499,-0.03363595738072612,-0.02408168127438782,0.07723911135555458,0.04808759934964241,-0.00036805325086681503,-0.017001006834312972,-0.03813073340262194,-0.01612359271617068,0.008385241938299261,-0.029920338877082512,,,0.02316646472322374,0.0014155106159127156,-0.019570233271595752,-0.036579342939368376,0.013110782150234217
C4A,,-0.028316916599621187,,0.05939900984352254,,,,-0.02675357175162383,,-0.017872937372429582,0.02856282291226921,,-0.03314657384695011,,-0.018580605231605082,,-0.02014686454458517,-0.038114643988428884
CNTN2,0.09652306731772431,0.027656568740113623,0.07490119057180115,-0.01808835738893023,0.009665907989193086,0.01821960365640778,-0.009653840241248155,0.04452619302185749,0.028686927794190357,0.0016717427323787726,0.04569139291239805,-0.019487434114653812,0.02541413538990834,0.027861207030842397,0.05750324817360729,0.05183772746861509,0.11095152525443873,-0.0159055944939177
F7,,,,,,0.041656954190319145,-0.01396068906998202,,,-0.0162943473741466,,,,,-0.023410489817143783,,0.029618734624275157,
LUM,0.10156253746873117,-0.00859479793847865,0.047253905274921855,-0.017677744870054354,-0.052833378020658225,0.04171934381816879,0.08023981937745132,-0.037733970796447726,-0.009262400412257609,-0.05933143346268213,0.04899582724142174,0.04198343275418791,0.11595303836532735,-0.0013163980641840347,-0.008115005650616349,-0.020138719102630022,-0.01093375442423037,0.07131958806356074
BTC,,0.001328470979830737,,0.0004365939160347787,-0.028837841201757173,,,,0.015302709278502906,,,,,0.03624909463941097,-0.016936666356614158,-0.02804914954228965,0.006029818706373241,0.03862824655277835
APOC1,-0.009246439727764993,-0.054321008398961576,0.10246915018501129,0.10127102826543369,-9.966268438426399e-05,0.08705517809179233,0.03707143775708067,-0.10162004158757146,-0.01575882945937137,-0.028100016876420074,-0.040182224407100786,-0.01103753565838017,-0.005338196233137306,0.14580747774478764,-0.019200988485538823,0.00271390761780815,-0.03955049753531913,0.046731441881377414
PKM,0.054649507883886145,0.009940148305303258,-0.01600329553956648,-0.009311142675194726,0.03077589431880146,0.0009123489679320455,0.057785985863132945,-0.02334790333105177,-0.002817131212184965,0.027962390294598648,0.06697441467784383,0.02167925570892302,-0.10172951021235094,-0.08562191664900062,0.021586477018416608,-0.04881768990865718,-0.11705203195438264,-0.10599577447660762
TNF,0.06688180579276794,-0.012124100014185957,,-0.03477827994818192,-0.02046691741144438,0.056784157227719095,-0.001444761191912403,0.0244221778867674,-0.014112619291893334,0.010478419135136868,-0.017930220812037385,-0.019268657959451596,0.008723095104353791,0.026226897929656438,-0.016438706312085712,-0.01920073625317427,,0.061218442414368746
GNAS,0.06213547447844323,-0.0026205708314329507,-0.05002610562032303,-0.014265695092161315,-0.0010669868844619312,-0.08982872902102046,-0.00017143963677565587,0.04074527385420329,0.03556334691542249,-0.05206434894678322,0.0732669435126398,0.08482321054719558,-0.03957047859992321,0.028117975351840508,-0.04675383090584719,0.011280900131963176,0.05907990982927481,0.01943310274461819
BMP8B,-0.0024480644513232078,-0.016598143191083704,-0.02505454958409981,-0.020346441418333146,-0.022338726109348922,0.10064877694610702,-0.0004101245298730041,0.004683060637040041,-0.00937063415033908,0.004952805510902172,0.029698159602351993,0.06117134792039142,0.05871141391157053,-0.04675947560798492,0.0037623683805492426,0.012898032725424327,-0.021544207618380627,0.10661782994526231
LIPH,0.1189474995353305,,-0.030217580690090135,0.009389437066449848,,,,0.029168833501133352,,,,,-0.02164883299416826,,0.1378030629771446,0.016675695867148285,-0.06277540467197157,0.01751662658845261
CCL28,0.0036081058908444944,,,,,0.03205528247640026,,-0.008473750104373722,-0.01108348152018502,,0.09170060891602212,,-0.01405839122536725,,,,,-0.02197753043503088
PTPN11,-0.028920189649230328,0.10312688591627074,0.06207891639690015,0.05760401173960362,-0.03750307082299591,-0.006606667416559632,0.00044792015588173036,0.006818317685771257,-0.006250713390500929,-0.012002171605284143,0.06277971019100807,-0.02802635505269062,0.08128239719202789,7.3177171426426e-05,-0.08513560970129998,-0.057749721236975464,0.006879584863504929,-0.004090864870557185
ADAM12,0.06755237448119372,-0.014849109870470516,0.056363472409985786,-0.04082010022917906,0.023047311442257006,0.08386951264883061,-0.012387787739254396,-0.03851458723215489,-0.01071149587976186,-0.003929130418639147,0.04655769998293299,0.09969568989116506,0.046641607675657025,0.196705110009084,0.02313777441224347,0.015091295643849286,-0.04575172191039798,0.05452982931068284
EPO,-0.032792575663680136,,,0.009143518110208089,-0.027577042704043462,,,0.029128489378662643,,-0.0148154493906182,0.04004579439567526,,,0.012804357658923229,0.15184499121350348,-0.022232977012699745,0.03545554620363147,-0.005874786070094593
EDN3,0.09794135056063225,0.045923515857336145,-0.004899228168764309,0.04487476180537073,0.035889012953551895,0.038551199609681064,-0.008546978690547604,-0.019442187765848936,0.039003711112385625,,-0.006954951772042462,,,,0.06273748561270338,-0.03296531484272423,0.04979748337993926,0.02851146036043524
CCL22,,-0.03579936946226886,,,,,,-0.02088755547466426,,,,,,,-0.020513768602022538,0.020568264211181478,0.03954581026809167,-0.0012905070092616895
CCL2,-0.0019360049872531966,-0.04280119072315412,0.036851351887707946,-0.027840553602041872,-0.04086549973459966,0.00799766894522235,-0.02324169184114873,0.031515305461204006,-0.021011777589269778,-0.02812480101484125,0.08413833287449915,0.011905023462559422,-0.02406258914823338,0.0723016000046476,-0.012528653333313964,-4.7572127005120204e-05,0.02820922061526063,-0.06472379926509994
DSCAM,0.024376483477320993,0.017212527889299247,0.08970115293582633,0.025659518304075885,0.05609792499942129,0.07381975161023399,-0.005312793205137358,0.02985707731924868,-0.0040565865347315724,-0.021796855670257718,0.03627920618206388,0.012298011364889427,0.03342761110909866,0.07023232691887432,-0.02760112246614059,0.09113299869297742,0.01705096031946843,-0.014063293951883143
ANG,-0.05073705808134805,-0.029218097153285192,-0.037987539896427086,0.018562924492639223,0.04463349950349031,0.010343966568970063,0.06711530904182454,-0.059838524524387086,-0.018400590573779647,-0.024343404103697685,0.04550351570687669,-0.030139597018067458,-0.10632482074472877,-0.06598961331791313,0.04566822868231546,0.023284041993264455,0.03602670010959166,0.0016612627003576232
FBLN2,0.007591858584870134,-0.02814062760327354,0.03926384937063293,-0.02098991491108308,0.039269579370765265,-0.0187662176876942,0.013259857772483261,0.022615171612430374,0.0034432658717277256,0.10022539870266059,0.019116360876887197,-0.023816571948845032,0.10565097255341308,,0.0414136042404591,0.02268827109713905,0.016401869673523316,0.07006665763388668
VTN,-0.05916403827498312,,0.05417241383786827,0.05323181920921417,-0.027803526402380145,0.016239903110580017,0.06379942319491216,-0.028727266214478686,0.004599101184025727,,-0.010953693261930708,0.04510281456843335,0.01763085566183929,0.047717551850074,-0.020718289481480294,-0.01563378123307043,0.024299088280850183,-0.016946120975410917
VEGFA,-0.00780740356259256,0.02236288208051076,-0.11072171801036043,0.006147315230542972,0.013458936126525038,0.14686999147228835,0.06417037382889274,-0.05357592883648045,9.653409353183357e-05,0.01862313349201912,0.09559377011708306,0.06504811779280131,-0.08191165527354942,-0.08255990232529618,-0.007645910888511802,-0.04782125810258633,-0.09539836691876642,-0.1561997244443265
F10,,0.007572325533329665,,,-0.011683256663318963,-0.04514094087050525,-0.04633884890736646,-0.02474563954291883,-0.0082333971766708,0.011720362181260876,,-0.032191903849067185,,0.11774713791710602,,0.0034937626201848554,0.04470629548018581,0.041550595053571095
SERPINA1,0.070901331096668,0.005639951815621748,0.10119834616216963,-0.019479943782890943,-0.03619484635212819,0.025575833865619246,0.04597675811477514,-0.019845757411914623,0.047848331277271415,-0.011708209642857915,-0.006350051587457369,0.028195196280680134,0.03371774268543197,0.10132333904424808,-0.03841070875276587,-0.028252948552761357,-0.05411234137780781,0.011309893214599383
VWF,0.037379172900320994,-0.028894107074915545,0.06323711607263299,-0.014316976174601885,-0.023085822573243334,0.048578273242460404,0.09821236331138873,0.007317871874965282,0.006769278690584188,0.013087744001149896,-0.04595033498457671,-0.020814206120969108,0.1536482832004932,0.03515549744798288,0.053557844396742466,-0.008512741598061629,-0.018009719813486036,0.13631422683196645
GDNF,,,0.029038591679390532,-0.016549415718835,,0.028164847541087387,,,,-0.041043258576013424,-0.029722045462058456,,,0.028424862100451708,0.026222641051011672,0.009650790838713058,-0.02373438977678355,
VASP,0.027159636882605982,-0.032851705875657645,0.025677509721791864,0.03498753509176076,-0.025707675624425805,0.07048134136228572,0.04221090148160479,-0.03979878387691794,0.022471152328100423,-0.04684067762710375,0.0673211452556288,0.015353124028217017,0.06512042803410721,0.11991513458082892,0.053953365827692806,0.014842879217872154,-0.01767743071869163,0.08377494810431282
ADAM15,0.04028156312163064,-0.01724916928513103,0.0019517820236967136,-0.0022434542153188693,0.030943116127685043,0.08485940271205952,0.03687334102504691,-0.042313583385548324,-0.023132963940413493,0.029662426904633023,0.054553392019046784,0.007009296035748936,0.053637320552354685,-0.003872313992214902,0.0009525373673635705,-0.018730503113932685,-0.009803621319542122,0.0264028980310463
WNT2,0.02386083796164339,,0.016554163084576433,,-0.022341585733222945,-0.04271684860193726,-0.024790145229173343,,-0.01257504102486846,,-0.027815427893055834,,-0.05043156502161669,,-0.022482452123826345,-0.022834381068975364,-0.0018738780506699785,-0.011750600626173923
CALCB,-0.02163187397997989,0.024964110702717777,0.0261708534525998,,-6.146697672636968e-05,0.05955417918448366,-0.017907142517039527,,,,,,,,0.002754261092910513,0.004029064292518324,0.07747775269854185,
OLFM2,0.12788703748886687,0.012164616960115173,0.08434334127611744,0.031177734245868373,0.028678825875549648,0.04561759772858249,0.039659474617858674,0.02160915712602672,0.039482714128975395,0.01189660739997528,0.05850202307625944,0.043667474950740505,0.05642464734189312,0.07640208742381203,0.017808102338768946,-0.08995617206109638,0.12166894255201922,-0.0027596377754932513
MFAP2,0.030202004998702316,0.027721577250295785,,-0.023668662571476155,-0.0364902977708196,0.08980674833500088,0.010561216949237014,-0.003829237261902208,0.026784502821643172,0.0594690898234878,0.044749627832966994,0.03420599541835164,0.08987703178682084,0.033618251692369684,0.005877204094500694,0.006637697587091755,0.1065872614441404,0.15107327922392758
