,UKF259,UKF296
BMP1,-0.0325425948549547,0.006763374126280699
NDP,-0.0001387702653081234,0.00012322046257853134
RTN4,-0.02096959582342433,0.04945971598433314
HEBP1,0.0046492345807627395,0.02512712107766822
WNT7B,-0.022088078367480085,-0.010917752265459726
PTMA,-0.002679840306346775,-0.0042488909451473735
CEACAM1,0.04460793712831875,
PDAP1,0.029356905889991416,-0.04983035731756986
QDPR,0.033259622652161626,-0.017926368788314058
POMC,-0.02375166142388274,-0.029364421649006635
CCL17,-0.014783244118918758,-0.013513116753440529
VEGFD,-0.016470166457991212,0.1031852237174239
TNFSF13,-0.010197150934457042,
WNT5A,0.01535022228273062,-0.02384496319447467
CXCL8,0.011646483242810392,-0.00923051757048474
GRN,-0.045163520617587175,0.012949277237944635
MIA,0.007142504761382305,-0.01127285185527527
COL4A4,0.030928936991180347,0.04308585053739231
TAC1,-0.018289902446167364,0.00984490375273523
RARRES2,0.025209980383818567,-0.016178193766195833
FGF7,-0.015043745455173896,0.0021675513489095425
HBEGF,0.023000626918593118,-0.02545505513799598
CSF3,-0.017620337993794494,
PI3,0.030766261382961433,
PCSK1N,-0.03456973329653188,-0.008448680297188545
NTS,,-0.009655998153485024
SFRP1,-0.012898951919220886,-0.013513116889528715
MICA,-0.004440593910521266,-0.04411676955412678
TG,-0.013920012756529305,-0.009779383912118585
ADA,-0.0354977235541166,-0.01588250593185825
LAMC3,0.00865460608487442,-0.013821210451760558
CCL7,-0.010064146982558366,
NGF,-0.023059531240869444,
TNFSF15,-0.01120691989620226,
HMGB1,0.012831841862874137,-0.044499250836477024
ITGB3BP,0.0036284862613126974,0.01580881497524841
AANAT,0.1875431101884022,-0.011272852482300071
RELN,-0.01769997230991094,0.048786932270481156
IL15,-0.0006387774736275423,-0.02422905431910724
BSG,0.010940227267963036,-0.05969172863354588
ADAMTS3,0.02375832570438485,0.0019650312548740397
CD34,-0.05150988271902593,-0.02109120091285008
PLAT,0.005367939561530622,-0.0418342428127098
NTF3,,0.0449171108961514
LTA,-0.012898951315787641,
CKLF,-0.029499274125539342,0.0076886109489044795
CD24,0.005560326821193888,0.007794701889273525
HSP90AA1,-0.023602566345549095,-0.002762926389742699
BMP4,0.034559494527775694,-0.015994757851712806
SCGB3A1,,-0.009508761325089638
IGFBP4,0.030898133879721706,-0.018353297508420897
RSPO4,-0.019744104890271803,-0.009508759934218191
LEFTY2,-0.00569220153863055,-0.01042647156255943
PF4,-0.008780769966763899,
ANGPTL2,-0.010777657928092379,0.02326002948700359
LRIG2,0.04166064635400692,0.005257228553070596
ICOSLG,0.03246186978583898,-0.018045850671230153
WIF1,,0.048332872768914355
NPPC,-0.01362113961274536,0.008204082613705331
LYZ,-0.0050520970521023105,-0.011676784903574445
SPTAN1,0.001196790600620114,-0.03404519010621912
LIPC,-0.015779697598776544,
COL8A1,0.02572160397685976,-0.013646220792669394
