,UKF269,UKF334,ZH1007nec
LGALS8,0.004979567889111411,0.013958971989788986,-0.004196128980573615
DKK3,-0.03476474946304238,-0.0019019279391909148,0.12333912012293727
COL16A1,-0.028819857188618105,0.07867455561829058,0.07195779619115537
TPH1,-0.01608450200398347,-0.019128752504330184,-0.012874410201213183
TNC,0.06651572432626315,0.009597925189080238,-0.10367916569219489
TNFSF9,-0.015246934405169492,-0.03245423684277738,
C4A,,-0.016814900112605922,-0.0485265222379162
CNTN2,-0.005665627051201215,-0.06426239981087416,-0.026465958828722658
F7,-0.013530619287656653,,
LUM,0.08367617596850106,0.060216903496085133,0.17097910760871068
APOC1,0.08416792169970659,-0.045412459106644744,0.01863585775036284
PKM,0.03463159367529385,0.023495739485688616,-0.11574560022776602
TNF,0.05770564806181201,-0.03994298494093143,0.022662740106515904
GNAS,-0.0637403491657378,0.008445241563042882,-0.025545158899171284
BMP8B,-0.024167637064196505,0.045644994643693725,0.044557572658091585
LIPH,,,0.07073046993069819
CCL28,,-0.015169931691758351,0.02373919191593863
PTPN11,0.044029638057054704,-0.020584988778165603,-0.00399938974234133
ADAM12,0.10727889101581681,0.10537044360186758,0.03391182944444203
EPO,,0.10851052527454019,
EDN3,0.042528217364430555,-0.001568977869300397,
CCL2,0.04712193757351121,0.04104335284874208,-0.18627706703993743
DSCAM,0.04524910324062567,0.013826327228055284,-0.03787426900385117
ANG,-0.006916477965391751,0.0016287545737706985,-0.02164712079067506
FBLN2,0.052666570686942214,0.011892414781836334,-0.026308190698358415
VTN,0.11172225297579372,0.004997895760868406,0.02416443373920224
VEGFA,0.04647711405842721,0.0072026482983492705,-0.13316168905279413
F10,-0.004234618533675798,,
SERPINA1,0.04623400814142785,-0.004735331316632929,-0.05741971369125665
VWF,0.03249894776208699,0.06583336595934529,0.13218134961120534
GDNF,,0.01591246624815882,
VASP,0.02322280127430629,0.0027632285254347395,0.043755499262385554
ADAM15,-0.010905381782316214,0.046155054332980526,0.049544651432943766
WNT2,-0.03473103264160696,-0.017901677505614517,-0.045754330330013596
CALCB,-0.014957008448917439,,
OLFM2,0.006481286091269785,-0.007307490406601224,-0.004721743566779273
MFAP2,0.1300383977345847,0.05442255957024306,0.16053221518329402
HLA-C,0.09823321330642183,0.056519991970311274,-0.05817393806318491
THBS1,-0.016821719780123166,0.024640000322450294,0.054666951469770346
HSPA4,-0.013549356898357318,-0.012010467949540434,-0.08123534766032456
LMAN1,0.009013298152643793,0.08711701684306845,-0.09685482401785038
LYPD3,-0.02320256094887155,,0.3207753087727027
APOE,0.01992691388101246,-0.05855118077574259,-0.028689651661835805
SOSTDC1,-0.04145707516743952,-0.029086950855280548,
ANXA1,0.060280486111092456,0.06135658203633071,-0.0047615011740259686
WNT2B,0.09836443336249621,0.012536433763214267,0.08821496342036786
AMH,0.0441929119333792,-0.002361857549240769,
GDF10,-0.007268799689054637,0.002983576798926408,0.12291012747651779
EFNB3,-0.03376379493142207,0.016165665774610895,0.017144436432973614
LTB,0.037439995812408484,0.04299026714979298,0.06563589428407221
ANGPT2,0.05984633314259511,0.047705192816563505,0.1147955706182556
ADAM17,0.06591159196741357,0.03284906181951133,0.04163585901124876
LRPAP1,0.034942395146001066,0.0373252862561787,-0.003344206020887578
NID1,0.03628124772184499,0.10059625227509879,0.09055659016180334
MST1,-0.0031393615475296855,0.04125428449154462,0.030625157799689814
IL13,1.0,1.0,1.0
DCN,0.0356993111823345,0.07578003568466593,0.12279737583769888
COL7A1,0.022497731426552422,0.012230962730866164,0.014055028984179204
CALR,0.03165194501469478,-0.00203069635838652,-0.11311290354457515
PIGA,0.073928625517451,0.10420490487781105,0.005557160190048706
CD200,-0.011756799133538177,-0.010763221336386202,0.09136156337245334
GRP,,0.08575885694744592,
CDH1,0.038784120842491845,-0.020511629707521142,-0.029074555675334405
LPL,0.06576558047026683,0.06893845424142599,-0.09819225643496987
SEMA5A,0.04562033758574224,-0.0511955073817063,0.0970434585313749
SEMA7A,-0.01441759153116862,0.00010747528557075244,0.037189375700567545
SEMA4G,-0.026225472546342596,-0.0014212912006427746,0.03741085312104289
SEMA3B,-0.0021254304458222075,0.008744711220359769,0.018633478711010364
RPH3A,0.020106817200266625,0.06589114649303192,0.023919053406605408
JAG2,-0.018356559779920747,0.03749505172526422,0.10549708958864837
CGN,0.037222889957219646,0.02374237009590421,0.007334859983566843
GDF15,0.07101511272690017,0.03754767426841952,-0.19856236558895396
SEMA4F,-0.013656187453433322,0.03346218012962894,0.07524970452229512
NXPH1,-0.03077396734042197,0.03723236972576088,0.061735449761417927
ARF1,-0.008400208277266171,0.017812491404071987,-0.06026007866945
EBI3,0.024901256220575863,-0.016630950151421953,0.04711269358909381
TIMP1,0.03796887008904366,0.033089895281423934,-0.14517444800218934
SEMA3C,0.025946258843618973,-0.020415464743961127,0.21806921086376813
GAS6,0.01911632856471911,-0.007332371889560394,-0.030954976364187172
MEPE,-0.02384720362238062,0.0030651298335035125,
SERPINE1,-0.045344548788510915,0.025153841166545725,-0.048863601786116775
RSPO2,-0.022639340728868404,-0.02331281059734475,
SHBG,0.017177838072514728,-0.015415196254620716,-0.03529385174627775
LGALS3BP,0.0637421550351504,-0.014586012902326025,0.08756683617005044
LAMB1,0.046906075261656056,0.03227907023855423,0.06113610405857448
SPTBN2,0.0102705684130364,-0.022957343968822878,-0.010875457660615722
COL1A2,0.06661128575592608,0.09098951082907876,0.13368722553997164
CEACAM16,,-0.027982072781585317,0.11054942416496237
WNT11,-0.014761247221365409,,
LGALS1,0.046888638725886195,-0.0068254389732024905,-0.08433612477027075
BCAN,0.04646457566179779,0.05549633671670523,0.1312868899251369
ANOS1,0.08220602865038763,0.07457907282919402,0.04689649439518055
EDA,-0.01764948243799416,-0.01275694282043171,-0.049423446528463394
FGF22,-0.013530625364732858,0.024845155525916086,
SHANK1,-0.012873530671920078,-0.021563267987222273,
TGFB1,0.023482627006273224,-0.03623617861615069,-0.010917810217723473
MSTN,0.003944525353459323,0.06165304046900764,0.10838739479177399
WNT4,-0.015341484374392526,-0.021385143013603024,
TNFSF4,0.00686825247014617,0.0430204294014767,0.09228170491705986
NTN1,0.027369619024687514,-0.003984901885870988,0.09777204514503392
CXCL12,-0.031174536859522168,0.06706071699108151,0.04829483186238243
GNRH1,0.057484832109036765,0.045790704098834095,-0.03512919414400363
RIMS1,-0.03364844127233026,-0.036956763532321434,
FGF14,0.010764532837834727,-0.01571718058649991,0.05850067574213364
IGF1,0.003572149409071555,0.006265821233630245,0.018569474384493488
TNFSF10,0.05456443866235898,0.0515101771673811,0.007797174192740169
GDF5,0.1099702038865903,0.02803602385852339,
RGMA,0.09768710475502532,0.07259430266095902,0.1350499787047209
WNT16,0.08526857613250277,,
CX3CL1,-0.020049247951322874,0.044010075415762274,0.017227601460088882
FGF1,0.020292267489150556,-0.004752442380334721,0.050561924425672714
ALOX5AP,0.032234581123186924,0.02180906645824154,-0.07195436351615817
IL1RN,-0.013742992502983569,-0.01681489641121408,-0.046508533750014326
NPW,,-0.0010788291943115912,-0.03348933307547211
CXCL9,0.029640070909590865,,
ANGPTL4,0.00625218647187622,0.006229777098476323,-0.017048641401100118
UCN2,-0.014562991986816895,,0.20649903207846843
OBP2A,,,0.03287091044697758
COL4A3,,0.04306541168508313,
NRG3,-0.014566665881878616,-0.0013932319911168364,
IL23A,-0.017815497687557386,0.013661206374543223,-0.018906351706154977
COLQ,0.011527198622473114,0.016825141319688614,0.10960372517311817
TNFSF12,0.018434088214663805,0.08814907241577952,0.04170749857616642
DKK2,-0.025935792188010533,,
FYN,0.018504579160423234,0.0065276434186379555,0.14215522064071873
ACE,0.07687470943400618,0.05463717633594209,0.05279978992296812
IL18,0.05969337249369359,0.07510112542189962,0.07365526825285257
CCL27,-0.0218640090804342,0.07835872108160064,-0.013828838307266028
SERPING1,0.1036211556400817,0.049303444139507366,0.0015827271956643635
AZGP1,-0.03425329230565534,-0.002830673410898231,0.033564167239892057
INHA,-0.010127079618852274,0.014020660061029934,-0.05579861016518329
SEMA3G,-0.028003674066691284,0.07532960218757499,0.031720433982219354
COL6A1,0.03640244810895816,0.0630443259557347,-0.019862797114051117
FGF17,-0.02144819834221599,-0.02226266644750161,
TNFSF8,0.2074185247209738,,0.10147823080798558
FGF20,-0.02213738766797356,0.02958648193213374,
ICAM3,0.01306387326164951,0.012487458738210383,0.005253845852291125
LAMA4,0.059516466692796144,0.05403689600669823,0.13845740227072176
DLL4,0.04951732434275867,0.04802633709423462,0.036383504499531226
SEMA3A,-0.03201025910487255,-0.022693426462618474,0.07574403568768498
RLN2,0.06870663835782911,-0.016129554205397054,0.04202760283941487
C5,0.07939199121343708,0.03469917842834599,0.03640418562858839
EDN2,-0.018783269401779733,0.04590356398242038,
C1QA,0.0688142590034871,0.004120772812828829,0.009358918417914298
COL9A3,0.07816678007565238,0.04134500370254188,0.014944506189580308
DLK1,,,-0.07467996181619915
HGF,-0.009874299015291195,0.031176059112397583,0.04867257341023326
P4HB,0.00867576084753912,-0.01775452938700474,0.013717934576308804
ADCYAP1,-0.03344589208474485,-0.009192516569558076,
GREM1,-0.02279279765821313,0.001581063981755255,0.11634695380482032
EGF,0.018578501185766472,-0.01774074863825056,-0.04393500409864116
VEGFB,0.0368046739340775,-0.0048486529592776115,-0.03976050577660528
FARP2,0.056702621908179575,-0.002844687979636293,0.05446903338177159
LAMA2,0.029982301392480114,0.04256074952555529,0.08676692133596035
NRG1,-0.004821255193753379,0.02007076685289832,-0.0438098350982215
SPINK1,,-0.016129554205397054,
EFEMP2,0.025161242820637652,0.03506569641076014,-0.08952620493922342
SELPLG,-0.03773873325370741,-0.0038523501359426075,0.09194076427617583
GDF6,0.15801684529958002,,
HLA-E,0.06490397503487988,0.0482482582051779,-0.017356962447082538
PTN,0.0631997500582772,0.0809068385144224,0.06476646250839284
CD274,0.01579719690269725,-0.013513335798002889,0.024161524230867044
FGF10,,,0.08643127118569642
CD14,0.04014607157330803,-0.017462878487053444,-0.049503016682581766
SFTPD,,-0.015178406406877483,-0.044800376803405005
SLIT1,-0.0163960746345371,-0.020363256181892556,0.08616685294558386
CNTF,-0.01846584061056813,-0.01872813368362269,
BST1,0.07837588771146564,0.00679423689161095,0.02912768946554688
AGTRAP,0.10035642234546123,0.051518435895451395,-0.07357059976448858
LAMC1,0.06957672326311155,0.050620462688149584,0.09318119513994416
COL6A3,-0.024895138055552688,0.037143818028305506,0.06557295535724801
FN1,0.07413732272013569,0.04540915647262837,0.12240160979588739
MIF,-0.007351591224614372,-0.060239007066260813,-0.1400706550968933
JAG1,0.024289603659458123,0.0955017446278512,-0.023926450575813364
NID2,0.0018821956196726458,0.07090648441431487,0.11665333133980886
EFNB1,0.03102344757593058,0.046082869305020126,0.05531903526293105
COL4A2,0.055321462455486824,0.10825440288876449,0.09964391284547623
SPP1,0.07758465940733128,0.00849969424294366,-0.1309483296174551
PODXL2,-0.024725365789707923,-0.0341863544976382,-0.006382866421154507
FGF9,-0.03379216500283465,-0.0250027692962295,
ITIH2,-0.017980110391962227,-0.0004930334513062091,
ADAM10,-0.00608247517268844,0.07476669783301298,0.022971827201334914
CFH,-0.018166416703348846,0.07399541142291234,0.015769625154559184
COL4A5,0.012003211852111798,0.03840515352427358,0.02915176785351764
LTBP3,0.00947011714656712,0.023203371118924215,-0.09901441936633441
GNB3,0.0956816824527243,0.05252273505885935,0.028988487639312232
COL6A2,0.08686502701673936,0.05995025040450834,0.014990968527868583
PLG,,0.032707025927824894,
GDF9,0.019115309502989196,0.14792881757870674,-0.036453361637096136
NCAM1,-0.06064232894682778,-0.0289423796541542,0.035314579499764916
APOC2,-0.017200218000300187,0.009884770096781638,0.08713557912133488
BST2,0.08747809759846152,0.05572014588082772,0.050631170028637665
COL5A1,0.020648471183743747,0.03720006336971261,0.10082428850930954
CALM3,-0.033587748794500015,0.0027275070801935793,-0.01613376521441268
THBS2,0.06755108374296102,0.01324934608338035,0.023655623939741143
SERPINE2,0.03428745365498233,0.017562732318112003,0.07178703580487478
EFNB2,0.0511347985049724,0.0107074420345799,-0.16109275504026777
MMP9,0.05012362609266364,0.01407212212858263,0.1341863126968739
NPPA,0.00658396954034611,0.056820618220899205,-0.046369429402319404
APOB,-0.014158629042964017,,
C4B,,-0.015587948278213202,0.01859370137094596
NTNG2,-0.0114461651902588,0.03192903640693696,-0.0008683812746198926
LAMA1,0.0594054415153242,0.012739918648226073,
UCN,-0.007448222172921853,0.024856571640357056,-0.016629664061963954
ARTN,-0.02144821006217983,0.01784808632592368,
PDGFD,-0.03026951093619075,0.023553570277045882,0.09599579869630631
EDN1,0.050835298521800805,0.10526714389786802,0.1341263322509864
ARPC5,0.037256960111350684,0.04119121701867286,0.017457046088169524
GSTO1,-0.04670279233533948,-0.016558262518289693,0.023772896610181456
SYK,-0.012588563857994185,0.09134035770354736,-0.010237563251248503
ST6GAL1,0.06415901829993692,0.01356887421655237,0.04133687821697878
WNT3,-0.030086141109646417,0.054012375571949774,0.13471611303566777
HSP90B1,0.04593432642163489,0.035566566531208536,-0.1039045108405807
ZP3,0.01424865169884124,-0.005220791644905851,-0.03039753606726731
NRG2,0.010787288636801267,0.01949064233099812,-0.0035539630416851382
MELTF,0.08937270295347599,0.03182621640407787,-0.048166692510945935
NLGN1,0.09314666854093681,0.062322515329076865,-0.018079344543256375
SLIT3,-0.005931843001069662,-0.008096333100755136,0.023987580700361315
CCL8,-0.018465841011515067,0.04079919038195317,0.03923695315223552
S100A4,0.060065960179920136,0.015938593092603478,-0.08925541097511788
TNFSF13B,0.015838675731758404,0.06370090883734013,-0.02967814304055295
HSPG2,0.038089980079626856,0.08315151395441492,0.1053149484761723
FAM3C,0.06948735536133728,-0.03684248826678662,0.00558902701246414
FLT3LG,0.06530534810689727,0.10586095018333908,-0.04676192507312747
A2M,0.04901163078976785,0.06136340325569815,0.11685145266693137
VCL,0.015040155947875446,-0.0069861013681046325,0.04720396019188739
FGF2,0.010099115898898751,0.0101700083731138,0.0263372685399128
AGRP,,,-0.05331638863371506
CNTN3,-0.0008933363619597563,-0.03081029339941118,
RNASE2,0.07739169407935127,0.09676320727479447,0.03505732568219954
GAL,-0.021864001270762483,-0.02472425034627558,-0.008186664591574227
PDGFC,0.07872514683981491,0.09454502557582659,-0.05017417697238903
COL8A2,0.05093147017174226,0.12481697045929473,-0.00719592581609981
SPON2,0.04944137586311327,0.020151108066895736,0.11854414653007761
SEMA3D,0.014561614167258406,-0.01892943097822526,
BMP6,-0.015717111849376724,,
TIMP2,0.025220619477373755,-0.02014811460667893,0.0660572545730812
EFNA1,-0.033292425694525014,0.034231955579475074,-0.048366180452265824
TFPI,-0.024439375822327438,0.021805468452767714,0.03466506456220328
GPC3,-0.020738832035398704,,
NMU,0.08488082330845315,0.002142421470855953,0.10211176896285551
SCGB3A2,,0.12234291233988823,
LAMB3,-0.0530540281542365,-0.04816381147281782,0.12292551427806585
LGALS9,0.08550886119745313,0.03486369738068556,-0.03802086883295088
VIM,0.03541519411158561,0.03410263506998797,-0.1063574159252514
PLAU,0.036242236283864006,0.085499177900711,-0.08899664783196469
TGFB3,-0.04589806744834584,0.057741692883287093,0.007418697391885943
APLN,0.0462939669511909,-0.00990465469257384,0.12304284359339876
SHANK2,0.046211493901165905,-0.006172373045499229,0.02354995028232153
LTF,0.05244464322556428,-0.03499690738756866,-0.05647246211618827
PYY,,0.005651777759210479,
PENK,-0.013030564119508408,0.021806966402782756,
CTF1,-0.023957936414054585,-0.016686138689023893,-0.0051114642087963565
COL3A1,0.057914989870752505,0.06632910554366497,0.11250574604989219
S100A10,0.052734889944450705,0.03695842957162177,-0.12642663147969702
FGF13,-0.022732075950325236,-0.035942472979404866,
SEMA4A,-0.012286913173693141,-0.03385152194555898,-0.0818385666273776
EFNA4,0.08472964789832721,0.050468836870978674,0.049181907814486815
HSPA8,0.024340058127990546,0.018934191602564952,-0.08594492646939644
NPB,,-0.035323103294266994,-0.06738980627994255
