,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,-0.027561850406608687,,,,,,,,,,,,-0.029111583874292277,,,0.05382537835179674,,
BMP1,0.17827249601546122,-0.019484136010695707,-0.0077962286493751904,-0.08734350724534541,-0.020400333915038475,-0.05307282933525399,0.15550586582827777,-0.010089365049722965,-0.031677640629777744,0.0618321515980392,0.18512351558555434,0.016824591724409046,0.159809484889996,0.01891421876664051,-0.019533471370588622,-0.02827613558122463,-0.015868481367833944,0.10132758660800885,-0.024917258093173262,0.05224042591039337,0.33097573707790673,0.036735681937274806,0.01687391515262172
NDP,0.2950707348674221,-0.04269469133776953,0.007596448923346713,0.17310579404915194,0.052591349964645095,0.009639772251339749,-0.0511477240400763,0.02210230411647024,-0.017891269997587847,0.06539101679418452,0.09926549320491809,0.01921465020991565,0.11086619984710108,0.01262129133345795,0.04076567568165685,0.0795024851660334,0.03633211980717355,0.1817737444788227,0.0019812830693710488,0.05414385557893474,-0.03455965387231476,0.010306163923116583,0.023768109566630936
TNFSF18,0.11531194997428006,-0.015519707950413571,,,-0.032228471208604365,0.0015259561793439372,0.057144733704296735,,,,,0.03509253363394554,,-0.05182693766764042,,,,0.07163487589365827,,0.05891794314475926,0.03941402976109747,-0.0406460414353149,
IL36G,,,,,,,,,,,-0.04819297888898806,,,,,,,,,,,,
RTN4,-0.12951222729675382,-0.02590003131378581,-0.01707586471463483,0.20204891628445,0.10451367179040692,0.07788401927414644,-0.17109256007945597,0.02567866953643955,0.029876083115587225,-0.06423825707185135,-0.3013037310051463,-0.04092045880450843,-0.018776186003462286,0.03101183741192972,-0.046554462671822804,0.028120274385804417,0.002139069002136895,-0.18574331061789237,0.06626393028263484,0.02918090901490242,-0.03875566142095699,0.008018864193139304,-0.15101269526682207
HEBP1,-0.05114921623142175,-0.030792541388884077,0.031572546517280045,-0.04669723451289956,-0.026220383291215937,-0.05282200081482091,-0.061188393290475346,0.02424642514330406,-0.07801252488945393,0.062201648515041785,0.13407124831171263,0.018009381337610077,0.010122619909644285,-0.10843275934228515,-0.015457997760922148,0.01844931860398471,0.1065548360036266,-0.002036357562052774,-0.013922199548850617,0.01443786214935937,0.04365658668169917,-0.0005571398906956278,0.021815224624457005
WNT7B,0.06707290943147866,-0.025567457606936163,-0.004450178694042458,0.09507213410226459,0.050567271218192066,0.12292538985449064,0.04065320799143527,-0.010749566008366242,,-0.01755858943257432,-0.03710968176807572,0.025253338573836846,0.02852324700467191,,-0.04073747819964555,-0.00766825729108416,0.03321355173067818,0.030392041530878575,0.060027569991489484,0.061670258157934435,0.13541282407091168,-0.09014662765001212,-0.04256260968688959
PTMA,-0.2832948161906679,0.021464092115282857,-0.006292009858016106,-0.12568924629408848,-0.03264306664194562,-0.03142530791482639,-0.18502705168045633,-0.04852126088572132,-0.07346956928989923,0.13583332673853152,0.28115639276092763,-0.004695898232976081,-0.22987704927151323,-0.004916103556485629,0.023965370936502486,-0.049389013423006965,-0.03268248693671392,-0.2455082225299026,-0.03543980808078027,0.12207106349294385,0.19241139083050648,-0.012392138850119543,-0.047763720900701495
FASLG,,,,,,,,,,,,,,,,,,,,,0.035943914727040296,,
CEACAM1,,-0.01665671391887911,-0.029109474741167717,-0.012118520021328983,,-0.035573809827981286,-0.027091960918736703,,,,,,0.06287741353694558,-0.03644313295653913,-0.03653402295581648,-0.03583821463961664,-0.019773242074760642,0.1253667426652235,-1.516384482478508e-05,,0.03083680555261937,,
PDAP1,0.034548363179699934,0.035827520438825,0.03571189332320942,-0.065538466606489,-0.06400148187592752,-0.012880455764109348,0.011139513132103132,0.004016616733327,-0.01908859911318858,0.14924208206015446,0.15834003330282023,0.009717578806988323,-0.036447985239590995,-0.05682581086428577,-0.06255969496056767,0.012450363553815902,-0.035247790821737325,0.008333825164849096,-0.019512242972327926,0.05289342076199892,-0.07490417216113048,-0.017011787442866386,0.08182585608208182
QDPR,0.15454151411635353,0.03700974478733124,0.005200698922058882,0.1795851744828744,0.06791379467633303,-0.03294214119726759,-0.18485583217030385,-0.008422827582373822,-0.09422500109154008,0.058537952318643734,-0.13451542176401296,0.042125130762265026,0.09732785734971783,-0.08745400301099743,0.020933022228847114,0.03228485817119358,0.0683057508687838,-0.18588304143346113,-0.04484227141301751,0.06053482602222059,-0.053460151734357274,0.0511114732510599,-0.13698965934487137
POMC,0.09926386994885159,0.006219469648501427,0.003878752725359144,0.09007901947175334,0.011539930807513641,0.044082414227820714,0.03364596871652646,-0.008447695081912801,0.032382994222784324,0.1071530986855959,-0.05592474004950525,0.033384863369640444,0.012385877437592702,-0.08239425372626413,-0.04260005092585419,0.054456093318997666,0.03230141044865628,0.11496646314005537,-0.01141209500822168,,0.11852684632935857,0.03911696801461155,-0.02224574665459934
CCL18,-0.061843754101225785,0.01601934515178868,,,,,,,-0.030419691074748876,0.15883632761398567,,,-0.0667078990953499,,-0.02590322295263193,-0.01014916178402339,-0.062436264417772565,,-0.0690133833972499,,,,
CCL17,,,-0.025166692789640687,,,,0.04125982175401195,-0.013304949314468812,,,-0.07831877598131287,,,,,-0.025425478668460552,-0.03781140853576804,0.027239177009661584,,,0.07088202824157677,,
VEGFD,0.04419704253025273,-0.01881940376770126,-0.007371439236584491,0.05561521621673284,,-0.029282867881601313,-0.06409270063048735,0.04859624640044337,-0.020000687977365497,0.0547446940558382,0.030316270422175544,,0.07318781538643628,-0.04954364064587433,,,-0.02021318444372708,-0.040481101940781694,,,,,
TNFSF13,,-0.02592914932885971,-0.01735942143907771,,-0.007617018822475587,,,,,,,,,,,-0.0038333567621151067,0.12001982681223727,0.04431554178944485,-0.017317201903405247,,0.07241935249148064,0.07507883206397743,
