,MGH258,UKF259,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
RSPO4,,0.08571072343808196,,-0.04756045438741281,,,-0.016830646003687517,-0.004140092870711503,0.12495651225768915
LEFTY2,-0.02030765922641638,-0.012517612315998145,-0.018465200778233073,,-0.018580605009300522,-0.020983096403583815,-0.022888566634103626,0.006820642721639572,-0.019997579852790295
PF4,,-0.013316358732461694,,,,-0.016726491984822435,,-0.008456406289605771,-0.018751064935308436
ANGPTL2,0.08166068775028135,-0.0043627086263447416,-0.08238009868282635,-0.052543918510132966,-0.008508723354589822,0.041349524643923455,0.061200878108960195,0.0625143301025522,-0.011574563119230566
LRIG2,0.008962028923484595,0.053483450493451906,0.04297165719503682,0.010066722450121487,0.00261197402591113,0.13082034149709873,0.008334974132060292,0.022383921178931638,-0.02154315066046488
ICOSLG,0.010691856421714134,-0.009801594305464323,-0.0405535092775341,-0.01167899698204281,0.00879662650162249,0.015242569705172876,0.05143565671019299,-0.010858789896288848,0.05624370611492073
WIF1,,,,,,,-0.015645715708879966,,-0.03440780352713392
NPPC,-0.040868656134730105,0.0800487917790307,0.038219990049120516,0.08236977293900272,0.03902560623686225,-0.0316476441793999,0.03088530788116174,,0.1167282111294014
LYZ,0.04259089928005377,-0.02580610743267245,0.010570743187112144,0.020582384005802534,0.08338391514160697,0.0036586683140995514,0.004846163330794209,0.02564535187207206,0.042962782433168235
EREG,,,,,-0.004322723225747717,-0.021741292349977348,-0.02096285336347065,0.035537133777625796,-0.021588030420821303
SPTAN1,0.008533400127262175,-0.022941822147527744,-0.03995389021938916,-0.005890453303006581,0.030581288447178303,0.02952007796069253,-0.015800659499746385,-0.007964021314877626,0.03847455761867623
PTH2,,,,,,,0.028597269979732227,,
LIPC,-0.026259518052287847,0.03651472490044933,-0.04361360103956074,0.08743739703781306,,,,0.03819474908106565,0.042286179707777614
COL8A1,0.003960063470844074,0.017879724101242302,0.008531692547237558,-0.043114058885802345,-0.005368990668624285,-0.009761937843549904,-0.02405854092361433,0.03422681205670876,0.01283508290078316
GSTM2,-0.0259058921523129,0.01605629183300121,-0.0805826395738974,0.014960119704502225,-0.023602046891979506,0.04019214007758511,0.00998533963377638,0.033400325855663125,0.012246207587453513
IL4,,,-0.041690440194448536,,,,,,
SPX,0.06899073109471307,-0.023585392560242197,,,-0.02206869370681856,-0.020768077755729534,0.01724107205544337,0.02872955326633062,0.05199922423754589
MFGE8,0.0354438028979968,0.02898671183238528,-0.03236703487803872,0.05700983022377369,-0.05514716700278457,-0.014044512181184077,-0.08638286514258275,0.016843657782596316,-0.09656100179660224
TGFA,0.03294111092548745,-0.015175165092745663,0.08031228131159489,0.059044392982023575,0.04165715829787608,0.08955060174154189,0.03445728080501821,0.028480974294209645,-0.003968203579258272
SLIT2,0.09281122708859897,-0.03197090992944945,0.0689537078835251,0.029654758471063754,0.09740340745267519,0.011396978253829631,0.005532991191756189,0.034373983179665654,-0.02571639202983045
PLTP,0.024334212937560593,-0.008801788676637364,0.019433067054241842,0.07374131848044517,-0.02180334778089519,-0.0030357219829661272,-0.020366556091842708,0.04695461242278261,0.03814365451367083
APOD,0.0883388322183943,-0.01594993397043075,0.004884192375066277,-0.015794967281256154,0.007174004666485826,0.06771398817049143,-0.02580908377082088,-0.0032532096557278973,-0.025565567656805666
B2M,0.1218212598420368,-0.0021040215040776977,-0.04483885182531004,-0.06653500638863033,0.06377537875172011,0.008445769938063053,0.0007462349009330022,-0.03044564572798857,0.07017508243913839
OMG,0.09305176492095885,-0.02273891471986961,-0.03179388844262646,-0.0924138957517572,-0.009697817090152104,-0.02149699830604735,0.028280007523233903,0.07500491310317693,0.1081103880288424
CXCL3,-0.01651713186403205,0.06395857353674843,0.07033996415647335,,0.00095863300804479,-0.030817919137984196,-0.02067755104846344,0.009354907793305632,-0.0686275885217166
CXCL10,-0.012071571723993684,-0.009238319056139378,-0.006167478886236697,-0.04600911396174293,-0.022602376737616482,-0.022435074702938755,-0.022997528964617913,-0.033354992345560865,0.0455933805652893
RSPO3,,-0.015464352769232066,,,0.016749919076823373,-0.006056514152463685,0.010729117742381167,0.04563022130032959,0.1289864967328564
CORT,-0.020510456064301172,-0.017084020821660984,,,-0.024958342921151334,-0.017503423719696376,0.025030904886544185,,
NCAN,0.05267709109893334,-0.018807795940486666,0.03685040726462972,-0.08869187222643574,0.04540860038545014,0.017976729270888666,0.059045550464098095,-0.0049103437670764815,0.04019126629073924
PRG4,,-0.015262649283368483,,,-0.02397363847044246,-0.0258273728037234,-0.031009980229716592,0.07351240372224312,-0.026098927796169163
ZG16B,,-0.01771417111140458,,,,,,0.06956670933222721,0.047948947984774976
TGM2,-0.008964357056820513,-0.03650006212175891,0.14861357655942245,0.016820614668635228,0.0014877951336635911,-0.05072996822263508,-0.021245925651828635,-0.04789019849309311,-0.014486423366459998
VEGFC,0.16116371074526673,0.014318755026801017,-0.047259034480712406,-0.04593422125904644,-0.012826338262074964,-0.03507048186608916,-0.01516374995697627,-0.030023886998008967,-0.04654153043083796
WNT6,,-0.021110209221334233,0.1963815849184101,,0.0524242015280961,0.06999049938838757,-0.022337013991709707,-0.012003194305341922,-0.016529268005620025
NRG4,,0.012446848267190832,,-0.03795887540759022,,,-0.00536983090716443,0.010320397269239827,-0.024857483839030022
PMCH,,-0.025737946544303936,,,-0.0022921437048308915,0.0594300021292012,0.044491210741467134,0.0002101845142793849,0.000259431808416811
COL9A1,0.026741388956279425,-0.00434659445297867,-0.11075967049026034,-0.06617907749192682,0.018609661009177856,0.05595410211123069,-0.03439127106272894,-0.014127113831189208,-0.031656155972640945
GDF11,0.01927440407384871,0.01529076531774685,-0.0035841306224097137,-0.06269436715244213,0.03146745101673561,0.028231262647146694,0.029802696809401973,0.02450676837491447,-0.005266821733832084
RAET1E,,,,,,,,-0.026210852514067892,
IL24,,,,,-0.016587461475875278,-0.016459796574185646,,,-0.027789840005372823
SORBS1,-0.042481190837439,-0.017977193347369004,0.026862209145768236,-0.1289276271001036,-0.032544309335024245,0.01609014379565244,0.018391370942791186,-0.007583315588157416,0.01101340166966726
DLL1,0.13191311618495308,-0.05020691403604026,0.016842321839304224,0.052006370770536985,0.05244091499040351,0.0794400107964979,0.011319111810521826,0.019910001659381064,0.03612570167688232
TLN1,0.028405286355717603,0.02340942331311803,0.005723048694797759,0.010429911914078084,-0.015670399932118013,-0.003410021499392785,-0.04462794547159473,0.027718695770570463,-0.05796561616383791
COL2A1,0.07527301528235758,,,,-0.023840974045569317,-0.024139590999499142,0.17415507053374618,0.050144150463584454,0.08832449585890909
SHH,,0.05537265959843665,-0.055680900021088185,,-0.05598264524404359,0.035894144708139154,0.007437468406673093,-0.0028346985370043118,0.05164249694006839
PON2,-0.04369310128214283,-0.07296497462089578,-0.0493546927590262,0.002337793150313974,0.05698327002663398,-0.0017996732564874403,-0.00994499881593968,0.0716265572762283,-0.03199127692078018
ICAM5,,-0.024719556803546257,,,0.0012115873627955753,-0.0032116842125672193,0.03984695084490237,0.06216674217252838,-0.010621685713977326
HPX,-0.0007877047196821576,0.03751346789179941,-0.0375058709299225,0.07839967957585768,0.034272759592671495,0.026288083612771858,-0.035421053819483024,-0.008660311941574827,-0.039669663991016894
SFRP2,,-0.01806327512483638,-0.04169046473278625,,0.042584885736080415,-0.029607126909507692,0.018079265037577376,0.07251195963066889,-0.039604605474697255
CFC1,,,,,,,,,-0.021994962058083167
CD70,,0.016010085671364933,,0.0557220903043406,0.011856033409854945,0.03508073384647517,-0.03236565986719652,-0.024866203835432803,-0.04366756645060529
HP,0.11057242691131201,-0.0006677783831261736,-0.01322443144969855,-0.07383588205059707,0.10587915398876124,0.04087141553593448,-0.025533123948917203,0.060756294330784825,0.02393238432320278
CXCL2,0.05076105735581183,0.00870158113272689,-0.059028283293022545,0.10010157210709449,-0.0076966741572900964,-0.03325481124145328,-0.00395241015098509,-0.0143061329714127,-0.04661353288231678
NPPB,,0.04575148089379779,,,0.08335803342799555,-0.04798454325465891,-0.019125561548563298,-0.024237158593215388,
CCK,0.0013403850485760108,-0.01716079590283634,,,0.014265775341527828,0.02574970782439018,0.03049431357920342,-0.018513138079928725,0.07234866018040216
SEMA6A,0.026869770440494187,0.010343605863107007,-0.062126897450079606,-0.07219343309742055,0.01818123190665484,0.03555859388085483,0.04290241183437365,0.06509180992038974,0.04549429933801983
IRAK4,-0.004974164086419893,0.017307046244374066,0.03743796013958647,-0.13237184417295286,0.0172076524068343,-0.009020728990422753,-0.03398171732280953,0.08990803052058215,0.04077360985907279
GSTP1,-0.025665085206332115,0.021301999658676112,0.06548620122540329,-0.11809223632985497,0.07491565149749317,-0.037251207718837206,0.018963092967521578,0.0007306651517189812,0.030617137393833704
VCAM1,0.03964652821992429,-0.023399384449924773,-0.016547316588033652,-0.015811456986124017,-0.014498277784600444,-0.025833330164582686,0.03195623379551729,0.08645438004902217,-0.08815632692134194
NXPH3,0.08006756212548617,0.04592058166922734,-0.015683188432064964,0.04144963971447421,0.0478865792003439,0.010785697567333299,0.03440719931669003,-0.010153107245851733,0.031970682968780806
MTMR4,0.008342067705749242,0.048473584203522706,0.012135487970155342,8.22939636511612e-05,0.003639822463792635,0.06509052894613278,0.06856796729575357,0.016144269933503014,0.04140847555032032
LAMC2,,0.0054112581533412914,,-0.03795889816411794,-0.02039277073448802,-0.021616331432198696,-0.012420914611446841,0.09333895303427617,-0.003363577152327049
IL10,-0.02130411995555896,0.028788176876537994,-0.028417805924101532,-0.0099348804520364,-0.014062267094520216,-0.021767580262042927,-0.03093061845991235,0.05208886218416825,-0.02903183433726908
SEMA4D,0.0815161693605553,-0.011709955349912739,0.0076628368841525785,-0.02059828278960956,-0.012995035060717992,0.08255695553093499,0.0008659361391025545,0.023165337637868783,0.05734823015396169
TRH,0.005834099862344487,0.023751046024243563,0.04706874581458259,,0.04518305964674798,0.05850792788108562,-0.007491246246945726,0.0028535543735687596,-0.0125763464576611
SEMA6D,0.02518395359536435,0.05358412019948185,0.08454600084453233,0.03651040607422689,0.032860848589309065,0.09079342723788844,0.003437519505929421,0.0078698670223201,0.02801026828605677
CEL,,,0.078697999744767,-0.009457745883775787,0.044989452087826697,0.06704476317088587,-0.01952891713146953,0.008674736251393866,-0.025573239704134148
PDCD1LG2,0.12453743548473835,-0.035785021507785356,-0.09023650207949467,0.07198724142244037,-0.0008737387404557119,0.04030254646662996,-0.009095711100655093,0.06861178951532991,-0.0038430368723604363
SPINT1,-0.04012226752430429,-0.009229610862648898,-0.04522566205313757,0.040933353970005984,0.04795348469142679,0.05877903817126908,0.02338817781826887,0.08392933902271657,-0.008715444390087047
CTHRC1,0.03350994208668001,-0.02520328060476322,-0.02557970903974606,0.06695228869387247,0.015102571066717701,-0.07977314786013814,-0.03725102742898515,0.03307465201574808,-0.07282425679446666
PODXL,0.03467543120690196,0.03664261177692423,0.00394642377511663,-0.060873206555659025,0.049166020186802335,0.0553168436313423,0.026571654200353526,-0.010000412440261479,0.011328473120642057
JAM3,0.039283566386911266,0.01848254702619242,0.14499735163222288,0.06663519189526797,0.06916077372423408,-0.006223236855812439,0.0005197494410994293,-0.005957114077889251,-0.009293815125654517
TGFB2,0.002777286216957688,-0.024310033064739247,0.08229244882661214,-0.11880897274175028,0.07345646611177498,0.07964626805333595,-0.04829842118959758,0.04095401717733027,0.0035950332278875613
COL18A1,-0.023046061795724274,-0.0466227366778749,-0.025197611188507656,-0.05810074845276275,0.02300488211980127,-0.04284629143699811,-0.06289692932401178,-0.0199530192903515,-0.09075131526865057
NODAL,0.053452547756958214,0.04490484133531648,-3.009294457209491e-05,0.010549720376015669,-0.024796600053033177,-0.020331726082059604,-0.014204247444002874,-0.004137647578650381,-0.04986428957931434
INHBB,0.0796640690758943,0.023279248396221978,0.03552746995535149,0.010604855466301752,0.0121335677738137,0.011062371345025964,-0.0029739174601291756,0.036972160740563906,0.043372146763147504
LCN1,,,,,-0.026375192215778446,-0.01920074365637742,,-0.027452769719370555,0.012719428537496085
ARF4,0.022534355690400406,0.00580838382840433,-0.01089061577281257,0.055474943808646496,0.046513142825044755,0.04586138191712336,0.00882133838059171,0.03753738464055483,0.03300483929183984
CXCL14,0.0351571420949923,0.033482309840650655,-0.0607000411616568,-0.02349365452350819,-0.012231154021903883,-0.0006696733271080177,0.011581116060490658,0.018607027909303,-0.03011792544177356
LIF,0.106416950549033,0.05374192179097452,-0.016310898001301068,-0.07942844546295814,-0.011082927174721598,0.024438286511567757,0.02604649672728163,-0.019746123284165397,-0.04364761249710671
IL17B,,,-0.03279604632317878,0.0409617479067685,0.1067510641785276,-0.030743394616592267,-0.017671403707761723,-0.008228545245518207,0.0336245735072815
MMP1,,,0.04924822359880957,,-0.012369455082512422,-0.03164764212764097,-0.012796411820130773,-0.03550446952617461,-0.042482504520726695
MATN1,,,,0.03052022099948112,0.08413291499358835,-0.008279008870392996,-0.01821227863533342,0.007062670891680812,-0.0172994009214819
ADAM28,0.03616680092248612,-0.04119343936772008,0.004902869732321722,-0.0416410779847841,0.033203306862786434,-0.04035176850864201,-0.013586658570325929,0.004752279184141134,-0.003089331763139279
TCN2,0.03705210026385414,-0.01860849901441971,0.08150169366857231,0.059068678508164545,0.03394289606015353,0.02051667119202766,0.0028320329281870987,0.005716098943025606,0.0031175072350888397
THPO,,-0.03217668723677093,0.03560035083019353,-0.037958917279632846,,,-0.015798308163063705,-0.02412411112004848,0.012561383807339368
CUBN,0.07508299864461757,-0.02810386863668848,0.04347745405282186,-0.038653788855679654,-0.018193671983158625,0.01754768439293537,0.004586706858347843,0.07415966161535491,-0.016284614201483368
TIMP3,0.035068996843769094,0.08286516876456448,-0.018738079856303717,0.03763404794025785,-0.05934366019278127,-0.05617647471939441,-0.031108810447212032,0.029507333175617666,-0.06607569853971605
PIGF,-0.03600581987894165,0.059780443382568355,-0.02227703867367149,0.04805368264690851,0.0638356226891469,-0.0020714822338560356,-0.005318326956022841,0.05997739020928836,0.023327005131715563
CRH,,0.04576978223635277,,,-0.015224685925953295,-0.013588075381145414,0.06867098904545242,0.13711693839826505,0.04652086318640569
BDNF,,0.020960500756028375,-0.11914623610722404,,-0.03194845252292725,-0.006481175859176397,0.023694877973003684,0.050302170048322804,0.010099486091442286
CCL5,0.06626022221790841,0.08139859646176091,0.018605198040366325,0.13495390636626417,0.03243172815019881,-0.009463797803875499,-0.03219924768474278,0.08055230099625062,-0.03680619421725284
GAD1,0.03060488789386359,0.01111982084051203,-0.04641044264003708,-0.04171484460449269,0.0654050170796936,-0.0009268178091804214,0.025591996796058555,-0.009467472978841146,-0.00972868245243386
COL14A1,0.05485925750613152,0.01774163788905827,-0.052124321555955214,-0.004312018970866842,0.040426077413522,-0.015980527206403517,-0.04312842765120234,-0.0186653829101377,-0.03365975417590914
HLA-A,-0.016742530400400597,-0.005832820499516216,-0.009896163129059835,0.061597914839360314,-0.004552938073513857,-0.03279116839414256,0.026037316151018983,-0.031477997089905306,-0.002054117964842194
CD5L,-0.02313367575469817,,,,,,,,
FGF18,,-0.014213094402037151,,,0.11659838885231458,0.06577745553344909,-0.022113110189695872,0.034574074467910776,-0.002557579723495555
ADM,-0.002954500331758337,0.0550715734659585,0.040138877121124586,0.12374795651919356,-0.021564726111368695,-0.0511423293227447,0.033080482741794516,-0.008071896425537435,-0.07445898689805888
CCL15,,,,,,,,-0.023544803638807486,
GNAI2,0.038371506239729736,-0.032578481095418964,0.011989401389219324,-0.014736310398018572,-0.03663107258561668,-0.005188851998656823,0.00986384504474885,-0.022681473488629766,0.05749929314500477
HDC,,,,-0.04520159128949258,,,,0.028176067275761316,-0.017299393086746953
COL11A1,-0.004507180070383908,0.04296512219094856,-0.04908441329973184,,0.011627067018230667,-0.04136327178996166,0.04749383487518776,0.028870033220503157,0.036438041263219555
NUCB2,0.02968204163239013,0.01234513786500189,-0.02866644456832955,0.001082023538075167,-0.028567768324967165,0.025032605005497855,-0.022478814222870562,-0.008167516196314915,-0.0066706243621934575
FGF16,,,,,,,,,-0.017046302979944004
CXCL1,,0.043296345978035417,-0.039686859754814396,-0.015492177244235694,0.007923753589683464,-0.07120901648236519,-0.036502048393139946,-0.04523675051458127,-0.03398591100862793
VCAN,0.010051040579443804,-0.03787327951817874,0.051882436675363214,-0.0032378178726520913,0.008933858648306035,0.03148754216738028,-0.0573884639703051,0.001601661996116687,0.0483009990060948
MMP7,,0.002064162346825534,0.01790440996984118,,0.05445532782360425,0.004972860321394687,0.0006056043758053948,-0.009204026113530096,-0.022115100438590232
PTPN6,0.05689469562004236,-0.03416789108869484,-0.12015296524773693,0.04613036131424203,0.051972252053856485,0.05257193809076167,-0.006054925510540062,0.01831150313614876,-0.053862713649352405
PTGS2,-0.003951934301453631,-0.0009423362141949192,0.08828706325158843,0.0554798710771545,-0.011855300926216781,-0.03249763867299706,0.034381062878149966,0.03451954361756604,0.014898257551868624
XCL1,0.0075373691893191475,-0.015464355371913952,,,,,,,-0.03078740460923471
CD58,-0.040589974594097,0.011056599671076327,-0.10166555912194541,0.0884261019201435,0.05311115166394798,0.04332050066345526,-0.0737470337846019,0.018825240205587974,-0.023194645961195665
TNFSF14,0.04557844228754523,-0.046145335898563816,-0.05123645982150453,,-0.021706379541709064,-0.03267616987954017,-0.018477347097953862,-0.00788479712924537,0.11399937694728485
CNTN4,,-0.027792228798425807,,,0.018953016197184865,0.029411779178577183,-0.040101467678861476,0.025147742469579022,0.05062953198575911
NTF4,,-0.01956173232517241,,,,,,,
INSL3,,-0.014213091614221641,,,-0.0241402012373804,0.0027671541449187827,0.0018087755076779666,0.020523960462473477,
BTLA,,-0.022560495813675863,,,,,,-0.01711510494718668,
MFNG,0.08345781897486453,0.03390751096674545,-0.02739662278042262,-0.0056825193588676435,0.05023177401131991,0.05488875573711751,0.0044494085758086475,0.053620904710069625,0.027731490937334687
ICAM1,0.01798486984645587,0.04690399677790202,-0.004031432786252591,-0.07558077280682117,0.002428833635937455,-0.06198535352840593,0.007022794885417516,0.02426189347444096,0.0025830499028518536
PROS1,0.02037506073166999,-0.009064764111093608,-0.03280725187423365,-0.012942542205303836,0.014441192294508314,0.005527209602439625,-0.015280072037568117,0.06683317964750363,-0.012587026956879832
CLCF1,0.06014546101773302,0.05112687519003862,0.11131526763364594,-0.03698919292797803,6.650001522717787e-05,0.006030403909811595,-0.01268342007244908,0.06344529021082394,-0.03551941332041026
PSAP,0.03881773956527153,0.008938025846236188,0.00705347736718522,0.14458197820534846,0.0011496127978067342,-0.024160724833347847,0.05443350585018666,0.06639733603506948,0.042109950012155284
EFEMP1,-0.003587191732315127,-0.028504667189916528,0.07826301403531224,-0.02963350186312213,0.005820341746731736,0.06178883353841652,0.031428657888661886,0.08075707252078386,-0.026671703877554617
