,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,-0.005608490422550853,,,,,,,,,,-0.020566579079348297,,
BMP1,-0.032559544806343016,0.04287402867372998,-0.0035507382313262215,0.05215003668494637,0.0028908604566631824,-0.07403253089687778,-0.014682090806026192,0.02649375850063363,-0.03624107772919605,0.03373896956074455,-0.006826239713123723,-0.09007056621242561,0.04121416679535504,0.030738196510951034,-0.009928617186034548,0.016477975444456772,-0.06909070855197652,0.04723955826622606
NDP,0.007339664918848053,0.06378035973645409,0.10030358280564695,-0.010965436853696948,-0.018598485422474508,0.021333021255140795,-0.01339393689481813,0.07520350173553761,-0.03776370817541614,0.07669489123375159,-0.0457171226033229,-0.023115483775290213,0.07384886848699894,0.015922506889918964,0.026224128138646125,0.05929226310118262,0.0365081201949759,0.10069352033541848
TNFSF18,-0.009659808108445678,-0.006611516070239048,,,-0.025746490030539495,-0.011253205262029343,-0.016503115942403373,,,,,-0.050146488031713676,,,,0.05368474306350611,-0.03763927248838802,
IL36G,,,,,,,,,,,-0.016645200163244972,,,,,,,
RTN4,-0.0015884395473432509,-0.04118234172898558,-0.004894405973379323,-0.0040505831716033825,0.11710905496841899,0.10977063171770812,-0.014102962211610117,-0.047784009444529575,0.09410963445266853,0.009850663466523678,-0.000896355429862149,0.025828857872815605,-0.0320493606570509,-0.08688928008595392,-0.021341141029375527,0.04240206308656481,0.05435965009341375,0.026162421964222457
HEBP1,0.012437516618171135,-0.017655945236401755,-0.00977676810916276,-0.021075807587160756,0.038145925868594104,-0.04249269172021362,-0.010584874944492185,-0.016700816526794483,0.01963568224932389,0.02786367081186352,-0.004235667022120659,0.07508211474127167,-0.005964710561058424,0.07767705757857872,0.06673699862208374,0.03791676294109084,0.034299085021022004,0.024896675526232252
WNT7B,0.03838800997629802,-0.018434579527274158,-0.0298974019527661,-0.0010859293760672407,-0.015608415068713438,0.08517743596204987,0.0379531538154142,-0.03842419944627295,,-0.01729229647969004,-0.018294993195567752,,0.0020780106568735815,0.06994689393386408,0.037413823163835354,-0.005330960580666971,0.07626683425489682,0.08611578246534683
PTMA,-0.08424271441374889,-0.0008676818250478854,0.04129984548041999,-0.006784117869876743,-0.07862132488208456,-0.002699839444704241,0.028313667271850716,0.04100747786440838,-0.15330263489522675,0.027699246395432506,-0.0017687928762243768,-0.010423027230296995,-0.06547230942600647,-0.03786515728603859,0.005697309842854459,-0.08669272814721904,0.027119885467856517,-0.12679577476214113
FASLG,,,,,,,,,,,,,,,,0.005051265618187693,,
CEACAM1,-0.015340649503569498,0.07879491353400228,-0.015725611728706006,0.08181571708800554,,0.008714625068075764,0.006708729525506605,,,,,-0.0352614916660277,-0.02107838226883367,-0.019200745702744153,0.19732312588844042,0.11073029856810282,,
PDAP1,0.010736657223632049,-0.02591453549465166,0.031549611788697106,-0.04181690474529016,-0.017590273173144006,-0.020876919300130928,0.056403437831737444,0.05859043316065499,0.04718477688490684,0.006991923043351521,-0.0058628947999480405,-0.03822115409884613,-0.03775721160356721,-0.0021778872209526736,-0.03678683401602958,-0.036865999056589376,0.00011995747389065152,0.047488556864379576
QDPR,-0.016918309305174888,0.0035288538553130706,-0.0020575145449271796,-0.001026208072557922,0.03846287012026107,0.043620614980191354,0.011203356674485696,-0.0018975497814094529,-0.09543914207947754,-0.01992090688929577,-0.036699443136433224,-0.014423841577702785,0.029312500883779038,0.07786630386520843,0.04206731910743309,0.033472213786238714,-0.007397241155335793,0.04378496777704112
POMC,-0.03635905290110649,-0.02513772780799536,0.005614113375083475,-0.030162632825676102,0.0559681429292948,0.011635363314993498,-0.01914891070389716,0.025201842622317328,-0.05480326783671975,-0.004188187391566949,0.0018868121523956218,-0.028324114355624052,-0.03225179452346902,0.02934999286355939,-0.031007961789773563,-0.028316332406502887,-0.056526466692943304,-0.057808208000178
CCL18,0.07374596089042652,,,,,,,,-0.024336466008526014,-0.006886106920117595,,,-0.014918504795904524,-0.007530430625686189,-0.029363396188796898,,,
CCL17,,,-0.020009915948138807,,,,-0.020582598638158582,-0.018936580543920653,,,-0.015205862906196698,,-0.014954091997357949,0.0793008876093655,,-0.01616758784432783,,
VEGFD,0.016526209762854186,0.04429043798151833,0.08388743058443537,-0.014341206778875985,,-0.0379296893324704,-0.021929017948813273,-0.040706531948057074,0.009480553476476025,0.08801820424351484,-0.016296594252883524,0.030933174658360603,,0.0017462100722383713,,,,
TNFSF13,-0.01444644068834381,,-0.013802392185883368,,0.00416234712211749,,,,,,,,0.07768168274631877,-0.030127955122847324,-0.021285243891937457,-0.009819707958644158,-0.040946159613349874,
WNT5A,-0.0057810293781387035,0.06770972678009425,0.06135530982780747,-0.0475857221202033,-0.021174388079324268,-0.05126916585984998,0.07783393152950525,0.05333388864870813,0.0349636298512605,0.028444462897103832,0.02890624227266186,-0.0980075686831481,-0.01867371772716663,0.0009290708114476834,-0.014946248475152132,0.01264469075877844,-0.056135904788141726,0.10021688474927982
CXCL8,0.044338576345007735,-0.018973406024786543,-0.026661985610055474,-0.01885653131866565,0.018769817416189504,-0.018261563373387166,-0.035839689225613154,-0.0034238541879891356,0.04684067267136339,0.05300447219969764,0.030153236761736535,-0.044878430741383674,-0.03826054006903462,-0.06352518076751261,-0.043857574968634495,-0.01708070713179045,0.006526384879120139,0.041332153699011664
GRN,-0.03361422336532659,0.03102835897402281,-0.054151105378717014,0.08409677655863507,-0.03657787156752843,-0.10582788475598236,0.014404603285854377,0.03141716447936576,-0.06062023871024658,-0.002374979077816282,0.018819941326577605,-0.004344439126642278,-0.005767490018118294,-0.0416325704024743,-0.03250278274593068,0.03901061987293794,0.054217942767889,-0.06849467570223516
MIA,-0.010711395195842282,-0.018020812240705775,-0.042134169951907816,0.023164835112202974,-0.010407773413047626,0.013211896071314275,-0.03303431822411602,-0.04629510737510955,,0.018490774825946677,0.009042498879208105,0.10200535556992592,0.029695310875335824,0.06294168664982312,0.02864729467332983,0.01199400819732702,-0.02131999767177163,
COL4A4,0.037612764380765724,0.1135755565848062,0.004919100176028187,0.015054620739378445,-0.02375663805122229,-0.022310990277966715,0.0435799796174583,-0.018598445738296842,,,-0.021650192694883833,-0.012582286388893624,-0.028638296726473604,-0.030743396077813994,-0.008105036204720912,0.05776972834547133,-0.033943316164477176,
TAC1,0.012817641690284154,-0.020212734625070984,0.05275267124219974,-0.0313509223628425,0.08649509328555216,0.1059378347469861,0.006198884855434164,0.01799115239726575,0.07332741976888468,,-0.021120045055698342,,,,0.049330225575984474,-0.0008800258814866549,0.038380226586049525,0.047979476790317575
RARRES2,0.05412664016793194,0.01924737023962449,-0.05223127747803932,0.012964768525446653,0.054408487049174836,-0.09124212043033547,0.05343656575062246,-0.0024922870268354173,-0.07539150892260081,-0.03997314130982233,0.07082549195734514,0.01479885226077221,0.001526940587008727,-0.053148244238313075,0.0047422293123634525,0.0459982938320922,0.050010447065430716,-0.044990684228641754
FGF7,,-0.02287094472060171,-0.0354694325951985,-0.00027358372547480646,0.035481749818007446,-0.017601396152140205,0.0054557883857730815,-0.004935839247615882,-0.033980018694640575,0.01880991128358814,-0.03940742137537572,0.07878274920863954,0.015922619162831216,-0.0012109255285272429,0.001634642261106999,0.03567034298971015,0.031690899132277066,0.06356947439596693
EFNA2,,,,,,,,,,,,,,-0.018249023817471784,,,,
HBEGF,0.05576856131234608,-0.04124167405134143,-0.026835182503156748,0.05976970219195635,0.01505598465225981,-0.022489653754880663,-0.06525087379105626,0.010815765522561922,-0.016879656567690447,0.007498198361029213,0.08155181296318632,0.05215622228425136,-0.01986411283504257,0.015274762253112239,-0.03152744917833787,-0.03822258444224403,-0.012993606477693995,-0.08259760239445527
CSF3,,,-0.02385007508483276,-0.02243780494318003,,0.008163162647769746,,,,-0.02188765856542713,,,0.014973707424230846,0.015406588086331106,-0.027174644673723648,-0.01702197585527132,-0.025790640775935562,
PI3,-0.0035511731096880233,,-0.02665079006980475,0.00891902801263344,,-0.012244904166416883,,,,,,,-0.022257373395337118,-0.054997646541419254,-0.00859268350107717,-0.03698309853640956,0.007433138391129811,
PCSK1N,0.0036964852227473234,0.007648354444628138,0.04630134550052652,-0.07887766527083377,0.05640076599059828,0.043769117834853266,-0.015828553351851113,0.0051914301698273504,0.1558516447350481,0.03186868756753027,-0.018511190178713232,-0.021307647976217457,-0.016274543468426984,-0.0034986572812463566,0.029879654265732424,0.06745755858100624,0.012121467390753045,0.04300857089120084
NTS,,,,0.18866997943509076,0.060592603049153426,0.023513128447509763,-0.02454853579856059,-0.005952754194096608,-0.02565682415550432,,,,0.00709030783566115,-0.02223297252434825,0.004629825525234722,-0.008364620944407554,,
SFRP1,-0.06606611032586412,0.002859333532732038,-0.017459425119847886,0.07198654521030136,-0.015212813398684398,-0.05600741755901899,-0.03176116467879173,0.05431329119468495,-0.05752284223011763,-0.006861793537913711,0.03421271944996039,-0.057685133410443734,-0.0025918472505777647,0.045724160221959805,0.004462719622085999,0.008136085779474212,-0.03080990566501026,-0.06972339703902347
CXCL13,,0.07255375951873333,,-0.016213794807055457,,,,,,0.01583359732409645,,,0.0060536491321213975,-0.02885403540822576,0.12829259203219037,,-0.039046457830163556,
MICA,-0.026186493437951604,0.01724962189230847,0.03578815154636955,0.027089806752692062,-0.061556544507117145,0.014455466717970206,-0.013521322016476727,0.005613670977939286,0.01989079111400945,0.013484155269775793,0.04944864994797399,-0.04730006840839366,0.011455939926103009,0.010444772333629723,-0.03132375606480543,0.020487437225547626,-0.060302530526250314,-0.057407512627143636
TG,-0.03014665352754373,-0.019237655704453908,-0.018841485875127628,0.006447559392651015,-0.009196871768178794,-0.028488638269370453,-0.020736189210510302,0.02773542515617874,,0.058784370173629266,-0.02284135167705035,-0.010369542455098779,-0.019870249527215528,0.0936687097598155,-0.022365150147848168,0.029092027332856523,-0.0183798423490532,
ADA,-0.06186516242149738,-0.039742435332129,-0.0144974036097849,0.06103844794285893,0.003207573484584423,-0.061126505761532876,-0.018704864148948813,-0.0024085558189592304,-0.09081336755367109,0.030979089665162364,0.0417057117068453,0.03892588786491322,0.0710104821728574,-0.02881409060381473,-0.011878945887613864,0.04078119993334587,0.026422395040334393,0.037161440040096055
LAMC3,-0.0220212259699254,-0.034209702093190554,0.0845099061448567,0.07164050864682381,0.01971865220806253,-0.03175368491166043,0.06879560331643,-0.0377773552028373,-0.00753972311631221,-0.010359121408387925,0.020041576217773447,-0.09075625911151007,0.06327558250868283,0.02832534408514825,0.006629011430208961,-0.03555570566492312,0.04403134268740663,-0.052865774340595396
CCL7,-0.012176998416694496,,-0.013622364184123126,-0.021496498408124655,,,,,,,,,-0.0224127369765348,,,0.005031000157050042,-0.03380190116801885,
NGF,0.12431864718622716,,0.027562003033834225,0.010199785302385016,0.0044836717891971545,,,,-0.02565684104882072,-0.018148540681440502,,0.007294986969839966,0.0435730637274396,0.1178577156815203,0.01108075647664624,0.046304974023148086,0.02310902887134561,
TNFSF15,,,-0.01516916878031865,0.030834698874596365,0.020891383498101993,,,,,-0.013938491190520614,,-0.0539412595777114,-0.02184990181882013,,-0.016874987811296517,0.009269112502639577,-0.04308170543850357,
HMGB1,-0.11604684079346032,-0.02945537356518515,0.0231514291019285,-0.0037630114424931542,-0.028883242199504985,-0.08031578580289932,0.04434630340753098,0.011568606557520554,-0.004023186754037735,0.017166356840140853,-0.013801372152082879,-0.09829055611047259,-0.03693606639652158,-0.06311363523685891,-0.016011672843086352,-0.016487910664798617,0.06035297707796717,0.04834417356431735
ITGB3BP,0.044843345691762085,0.06114453207352754,0.02077588652238428,-0.018855238893059775,-0.051955404930194404,-0.07442096171507859,0.021608810835772617,0.0008180479028049265,-0.0047090020193895415,0.05200347390926991,-0.011481511237773287,0.06143728645753433,0.02289741293150778,-0.02301142357375294,0.08686480045576651,0.021923102438215315,-0.039462411568488356,-0.01751884220384348
AANAT,-0.017666972101659184,,-0.013802393658986414,-0.014341208826164072,,-0.021291986435091927,-0.01864817613967886,-0.010181201699955891,-0.024121203839919902,,-0.0032575419508599217,,-0.019662294416719107,0.04158048314770983,,-0.018872692613223833,-0.02939300412523536,
RELN,0.01663093763573896,0.02713543046710324,0.06246048240827319,0.04108853719586645,0.07922681275385662,0.01795114073115125,-0.01863666685874996,0.045706428400304186,-1.4033058904445895e-05,,-0.022581472725262838,0.004760304259076131,,,-0.020383156494332706,,0.06600529333400589,0.0008311155914167306
IL15,-0.009904250122888513,0.0032202836620148782,-0.014151744239286362,-0.005730913431193765,0.06463850730443994,0.006124334734632646,0.01197419144832473,0.03647701610556322,-0.027593333725453858,0.08639212273425101,-0.01891747011759422,0.0245150384114616,0.0500790979462436,0.001936201762217999,-0.04116328890202126,0.06614965945586243,-0.024214088732666544,
UTS2,,,,,,-0.03919387909054457,,,,,,,-0.016743882731745135,,,,,
BSG,-0.05966094776113026,0.01692916644317549,-0.042888588412557035,-0.02564223336157424,0.044148754005104714,0.13799101924469995,-0.006492337180032266,-0.0017479288811135746,0.09982470146692006,0.006021975358280078,0.030687664451310576,0.009823829673984576,0.03667950593682992,0.04713183991659279,-0.021903648783057037,-0.03536425253436972,0.0632080695416635,0.023250917802493953
ADAMTS3,0.07488678355346483,0.01774702082751374,-0.04261324236923643,-0.02373166080210285,0.08743717077750321,-0.08951676265248783,-0.01357629616509202,0.04678831323527057,0.034032039173806546,0.099812603197093,0.0014716028921786131,,-0.033388793792651,0.02533242995693282,-0.021155153923573745,0.08071084243143002,-0.03896895463635565,
CD34,-0.05580309155512676,-0.01856975734650893,-0.03480607260921184,0.06378392802226175,0.03984233003751329,-0.05682871785765679,-0.03370348963609624,0.024019724027536535,-0.03123599666788973,0.027147493232530844,0.006935602612714899,-0.06967926596470521,0.05392194265434426,0.015662061534960327,-0.007243655543083435,-0.012288923700754538,0.011222367074608205,-0.03077368969438639
CCL23,,,,,,-0.02422690068274888,,,,,,,,,,,,
PLAT,-0.03385052749663998,-0.005749053882338667,0.04945400296304941,0.014300626113436452,-0.0418666740769565,-0.06324942002913155,-0.0038677759274917704,0.022236854100214472,-0.06291632564569641,0.04665945843012635,0.006702250187069048,0.045491750499224354,0.03451171346486124,0.10324011859202231,-0.0529889588412717,-0.004238335308771334,0.022857012526337102,-0.04137381470149396
NTF3,,,,,,,,-0.018675786211884447,,0.09575936855902657,,,0.08965705059528394,0.08179686472064518,0.009095433938037325,,,
LTA,,-0.014147432473664803,-0.01745942430306854,,,,-0.017960137066403665,,,,-0.01891747245277556,,,,,0.04045641179876888,,
CKLF,-0.09029166844695664,-0.04047082587401578,-0.028143395785107987,-0.026723170016535017,-0.005152994435122325,-0.04856457690179021,0.022243829959978492,0.004845630698277418,-0.07104483839008663,0.021431420530579823,-0.039027392690840525,-0.0967820189156329,0.08928408330221639,-0.02364007542869476,-0.03760076985171216,0.04588930708022836,0.01980724329369083,0.0580331980334868
APELA,,,,,,,,,,0.003839578477132971,,,,,,,,
