,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CD24,-0.03048161788894035,0.0890644816603086,0.01389820841428598,0.012510587601304397,0.03635287867029976,-0.041591858799066114,-0.03984819153363206,0.053920200649121036,-0.004155578560196591,0.05879311494870067,0.03463935383504668,0.032992986089872514,-0.018768613687188577,0.046000851179156775,0.03203490501461727,0.03379110138704151,0.059259923013729364,-0.05496262223461511
HSP90AA1,0.04490960400312356,0.00966371021402348,0.05224676958857507,-0.020527692752700017,0.04556334588561997,0.08384184361470347,-0.07571376775674518,-0.01129632921713323,0.13248512943342197,-0.0028754908908624885,-0.032906863639735696,-0.022388361669463428,-0.06335800315133941,-0.09341736751353476,0.006539026258710262,-0.07804096226415316,0.03517901462149149,0.10409673481271466
BMP4,-0.002634321698518407,0.028538726429873037,-0.023977413649169253,-0.014881951941071418,-0.05160528301018503,-0.004209125969572345,-0.026758382734132592,0.022399992691022556,0.04868411322574148,-0.04334580317624563,-0.016119640410038414,0.10897703110872538,-0.04298755393103408,0.03545219502265306,0.05721879195177954,-0.023135510964973703,0.0474443391389446,
SCGB3A1,-0.012176997199010926,,,-0.017078609295434456,-0.03523144220215665,,,-0.021807495625300682,0.1528749516856981,0.010001328920207801,0.01195735537488052,0.06860395872871268,0.017422559282085904,-0.03493332119263163,-0.013111881527529795,-0.02655606574747139,0.043609468726586664,
IGFBP4,0.003190786223010522,0.015489139785798738,-0.03798321727777419,0.024526757448790203,0.007123792596394344,-0.05086231438168126,-0.034084680856011254,0.005382054615777232,-0.08432697173136021,0.03998516615813284,-0.01403209808777499,-0.05281937391291046,0.07756201756149941,-0.047019979326779655,-0.012787174972057098,0.002976968494619157,0.08884858553280989,-0.059784213077315934
RSPO4,,-0.02287094037855431,-0.004430311150493107,-0.01971149134304876,,,-0.020888732793541594,-0.009731475932578643,,,-0.026241512504288224,0.03847866649874313,,,0.008226137874232233,0.1568838485215567,-0.022556888531192563,
LEFTY2,0.03119213020174051,-0.014321184469382912,-0.006092295873706561,-0.03059528157087401,-0.04910521924626089,-0.09176230059522703,-0.045981400824892694,0.07117913166067356,-0.02565684104882072,-0.015760110659158017,0.03492741038160189,,-0.019025875651044195,0.07627045556369931,0.06776860916784226,0.1527266082555738,-0.021972235163285676,
PF4,-0.012631679900005412,-0.012869012671982117,0.03722807040793876,,,,,,,,,,,-0.016726493767489675,,-0.0253997941966597,0.0383343475061653,
ANGPTL2,-0.014258448480948434,0.04726439190232449,-0.029252146354129715,0.07312817459255432,-0.03628256000414325,-0.034545932467514924,0.008392237488327431,-0.008089639863874318,-0.06502705108898435,0.013787315332280902,-0.027690647752560194,-0.13587897756063627,0.03399247246017906,0.07394657823490697,-0.07539262227419644,-0.028150551556763263,0.05612816847536465,0.058206608312542985
LRIG2,0.02657992793061582,0.05015348270005709,-0.01034422496022221,-0.01174252889742183,0.009230469047881764,-0.0006981742687800357,-0.03575914277826286,0.026450336611056263,-0.03604998075274901,0.026422217093913417,0.00386349303878749,-0.0380234850760104,-0.012351785874784207,0.09905668138027819,0.04466264260132654,0.025003269587449264,0.04848983649853953,0.040107574529822124
ICOSLG,-0.009903871117504716,0.04663503155304144,0.02618997346121634,0.005079831440293275,-0.03188589827581874,0.03930298370053829,0.0074747815155815946,0.0012868456349276712,-0.02474379446264236,0.01654256101406033,-0.00705760098397791,0.009308874745451176,0.018760675690767774,0.05962593671161854,0.05829909580967422,0.07719113429799711,-0.03168258921609196,0.02992786864135376
WIF1,-0.022728657690270902,,,-0.04589828348972817,0.07891980235045197,0.08567086322919873,0.05431640279084403,-0.0063573068427998725,0.00982836586030211,,0.025038926971037087,,,,0.013503015510479366,,0.039156742445512475,0.09051273864570315
NPPC,-0.027794585033324017,,0.060677346872149956,-0.034385177870144196,0.07466251339056637,0.033352607791479305,-0.022316860303476464,0.035946792113825246,-3.316803863582024e-05,,0.07119738641402364,-0.011096560806529142,0.0862263952559211,0.07322214417944589,-0.0552631472500741,,0.14187572173618548,0.019065654937952335
LYZ,0.018497624315603534,0.027474319949810946,-0.03199000746342432,0.06770632081211424,-0.020322819981145927,-0.051577299376015906,0.0050120408207038015,0.02894700754786362,-0.0932553103165549,-0.012780824518844472,0.08170938868521359,-0.10246346947587659,0.0009463387745147367,-0.013571892044393834,-0.034772465318180505,0.024900012554276443,-0.04664672339757988,-0.04022692418190131
EREG,,,,0.024153669750478616,,,,,-0.026393391526017846,-0.01842898958312907,,,0.012610904615671633,0.026755209362895722,-0.029395019149910256,-0.03835957275470612,-0.03342658439918175,
SPTAN1,-0.055724006531663824,0.01626549316154687,0.02790734264712156,0.021621692868589566,0.044061574295984826,0.06869149678297339,0.03274844809698248,0.03216059138740639,0.067948670189517,0.05576154438970789,-0.07984832033598241,0.029693412156334312,0.013275851812637922,0.02848219053389726,-0.018936156213139564,0.036934632200376405,0.0749284095627612,0.043549709778337824
PTH2,,,,,,,,,,,,,,,0.02349987484770515,,,
LIPC,-0.015464496368880646,-0.019368551850225787,-0.02135866932174156,-0.019083967945942346,-0.015358599616782154,-0.01969347895309032,-0.007545893975225981,,-0.04727008317281134,-0.023043084097065725,-0.02971758016290134,-0.05939234948049266,,,,0.04856735253052282,-0.010184233344974005,
COL8A1,0.03720554987624065,-0.013197624771405353,-0.0005314546661732253,0.02887958348980117,-0.05918068867485455,-0.027130971062152613,-0.0291824534859292,-0.03886583677489256,-0.0483784226261934,-0.055136974250296567,0.03568054101942299,-0.018093787272707766,-0.016220147555807547,0.03313108186638252,0.0313543583476795,0.02583743808675285,0.06317257871499847,
GSTM2,0.0037866621350352006,0.06684506125931275,-0.03187661408176007,0.036962029513953526,0.010050229673299913,0.07364092260660172,-0.0431690583024727,-0.043421118432519085,-0.002830936491737049,-0.010283302144817182,0.02775875271860673,-0.01208952114686799,0.02201064600194724,0.0757180559408819,-0.001493540261192948,0.06968264349013574,-0.05310144972103669,
SPX,-0.01117924822988596,0.007896530354305206,-0.008845369036174555,-0.028278553275410963,0.061298562120746816,-0.010090506812673228,0.04837900050415797,-0.0025113300175301032,0.08311036518135322,,-0.0515114765144518,,0.016679146888636753,0.11899281705634289,0.024684183379122548,0.16834022041845303,0.04108751317098564,-0.025978352559089923
MFGE8,-0.024722433144154593,0.01985120156487967,-0.0019596196449074665,-0.009963229578973658,0.019179366681539804,0.023896667996036337,-0.01652439468942154,-0.029158025651448014,-0.005628974875045113,-0.010570943268985765,0.02489368157133244,-0.0699028764284986,0.027591792389481958,0.003993787739497881,-0.04195315231794199,-0.005788928293768967,0.056499637942349294,-0.07255773628860289
TGFA,0.009128303143604962,0.03273201039146952,0.015388006235648063,-0.030271600063725094,0.026349680909082303,0.0015988757081727934,0.027511899664495697,0.006961801080437576,-0.08330629713439455,0.036003992928508144,-0.056505672410600165,-0.008562389647556436,0.0674245949143591,0.018150129041504676,0.04821826976172723,0.043629819760867536,0.047534192508795224,0.012509264749934468
SLIT2,-0.037525338657998564,-0.013545482547715664,0.02918353288363086,0.0314744955376213,0.06600141840835969,0.13151407355586275,-0.007633704408935527,0.04342776045712622,0.04591396592538438,0.018396801246455527,-0.026568585293316325,0.03746721354462845,0.04900540738754314,0.037210045998976975,-0.016206249022007464,0.019313031388056744,0.0018862817879101638,-0.03123732988842231
PLTP,-0.048005264482986365,-0.0024111519811697325,-0.01460201910839523,0.1764713852721572,-0.03181440013069558,-0.09643938741422532,-0.003218145399446931,0.10705867428717127,-0.12461527077901022,0.005901165149124504,-0.03593575204152361,-0.048571217913666836,-0.01152218723720458,-0.034682025236714396,0.001598083565402804,0.04220018079577982,-0.048051273307564556,0.043522229702867794
APOD,-0.06152740550466108,0.023943030733693152,-0.003869767081774033,-0.032025184631728376,-0.024543175513920743,-0.07300908903932773,-0.04325068638585507,-0.059780562579560256,-0.07748396022046171,-0.019235285836936497,0.005597571949373525,0.045595205273073036,0.05628687729197506,0.08021942999799163,-0.06437723469393769,-0.0500784061619055,0.030631266823779608,0.01820101264564251
B2M,-0.0004117535439533983,-0.052250108432273956,-0.032793188544412724,0.1453011641827389,-0.09308521585051348,-0.08978996959275928,0.03644891092609243,0.015669711407990318,-0.14888057702459492,0.03462742044728285,-0.0007900303104591228,-0.05975969287021581,0.08676661814450734,0.006242146267138674,-0.011547068217657108,-0.02614704720456796,-0.011920889560739178,-0.07558560106513842
OMG,-0.06256046501943316,-0.053432101260786055,-0.053831647070331855,-0.06752491781011502,0.03336945345703985,-0.018247974326791424,-0.03526774754975926,0.06339105338331445,0.04939858066448355,-0.011671180359063369,-0.03188906491086647,-0.04489516370642771,0.004307823255144126,0.09174991279929622,-0.01407422326144417,0.0813477545107574,-0.0034690541200439206,0.14768816082368655
CXCL3,0.014728745311742694,-0.026457465332656027,0.01475848924488005,0.00930635368673412,,-0.027955360377337906,-0.05550234319904346,-0.03315545374534634,-0.03715515960646758,0.041795221700048464,-0.013624005862778598,,-0.03381368728666399,-0.023616687739483954,0.06390058271225908,0.027769183110304765,0.004448035042767592,
CXCL10,-0.010491232265353465,0.05298108262386016,0.02738664407895588,-0.002324315061103846,0.020824194852593552,-0.00475240896489911,0.03718753051599161,0.025974187158295057,-0.04769959318715235,-0.015903178850912986,0.08988555852929793,0.03687387114453824,-0.023144026204350913,-0.022435077094012313,-0.03224812923099308,0.07629659174886069,0.040987456029902246,
RSPO3,0.004360342566181234,,0.02784012613369357,-0.019083956179739944,0.05620923602129962,0.1280420325841881,0.025326500890353147,-0.030758599708467498,-0.008656518222480068,,0.009089172623193921,,-0.022313953507437995,0.07824623378776506,0.03790394653925544,0.005068593085502698,0.12968434076660784,-0.02951673566633531
CORT,0.03572614083444698,-0.02298324170717396,0.08409928643469304,-0.00693984477005798,0.019134405687852785,0.09746957810940682,-0.0064195641081935635,0.07840305429703899,0.00804170047440672,,0.034238373433558046,,0.062475746106088775,-0.01750342558516704,0.019284884244270856,,,-0.03151909289769548
NCAN,-0.0638169214428582,0.016092497791149435,-0.03110204277784766,-0.08811658888936906,0.04586720394211763,-0.021689621887248628,-0.0277176952781622,0.01537838075472689,0.13070715041578246,,-0.03199485917771017,-0.039739191393600194,-0.03527409469558989,0.10198660419467323,0.03568477181599211,-0.009854302197126021,-0.009857351961565125,0.0020618707459868456
PRG4,-0.01831275137439254,,-0.013622366306966368,-0.013664044109771917,,-0.03028708511597412,-0.0051015826841932736,,,,-0.016645200163244972,,0.06470944487651045,-0.025827375556339516,0.002214922824093645,0.012690274551485527,-0.040411190632072914,
ZG16B,-0.016885819862655357,-0.015485765167737683,0.002920971719685377,,,-0.03269977549441901,0.025088487080129826,,,-0.020790448247549165,,,,,,-0.0038139444850328655,0.05420307135863764,
TGM2,-0.00417009196275181,0.07597253138933716,0.009136437894049958,0.029543013123219337,0.032863100912053404,-0.013393445940895669,0.014337829207049296,-0.05083788720815016,-0.0058865895304855255,0.09342731941545282,-0.03168481558607008,-0.08094457410556138,-0.02764940164924055,-0.013492372590019942,0.002359335582045929,-0.019863739218378824,0.049260845971628275,-0.04592714028730687
VEGFC,-0.008681120026289634,0.04482766873070304,0.00019163548739122886,-0.021033491711476695,-0.01616012894863537,-0.03993162012704005,-0.009647802204325312,-0.021843868537893784,-0.029824417504113996,0.04182253508404523,0.08180259813851805,-0.06060925668769563,-0.028843904932102097,-0.035070485603812485,-0.0015506993343712531,0.02145853933975928,-0.0037391045726836367,
WNT6,-0.01964731774847428,-0.014321184845235287,-0.0033615075669730437,-0.018827737283606465,0.02527424478186442,-0.029783382289375847,-0.023171542388734097,,,-0.02324797091466591,-0.014825474567367637,,0.0453628044875175,-0.032530898787242336,0.016597155912306788,0.07931617381236399,-0.025593672107931564,
NRG4,-0.011215443046178178,,-0.016579042962618588,-0.019462643952656143,-0.0346551279222237,0.005973590843454549,-0.02741682347636232,0.07247593766574743,0.03363934282438816,,-0.01981742212799122,-0.03753575001757888,,,-0.0311652830289882,-0.018101455485654915,0.04329996937268962,
PMCH,-0.012926401680183889,,-0.022971879213504864,,,,0.045189748385279144,,,,,,-0.022781004344699454,-0.024558242519001725,-0.017943683227169587,0.003521648789589906,0.04893698090777332,
COL9A1,-0.023523679787329936,0.04029048319407062,-0.017315600340958956,0.035991093359929414,-0.04612391201483098,-0.014666514979465094,0.04526987019538732,-0.017717853923863762,0.03863553893555819,,-0.022581481386693136,-0.014541961226921958,0.03053850945092751,0.06387869131054394,-0.04913949127927357,0.06844421628853839,0.07609003346259273,-0.0480236956589084
