,MGH258,UKF243,UKF255,UKF259,UKF260,UKF269,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.016020372826006078,,,,,,,,-0.051446514976842765,,,-0.025175748666067144,
BMP1,0.07614774941131165,-0.0070277950074890665,0.013253057072370483,0.0625218617461853,0.0885630470882562,0.09136625742809122,0.011028298345755192,-0.016897830632374895,0.03311941308287448,-0.001687653735535444,0.05096715592279826,0.010182713429848651,-0.06325960410718262,0.0364829107388792,0.07658710865191147,0.04346255537528382,-0.047187522005874935,0.03558235778031187
NDP,0.05875255347224618,0.0735571924161608,0.05879586488049572,0.033953767018608555,-0.018917931328749006,0.0085009441451316,0.03895344475774327,0.05040194051297267,0.03224487000996057,0.03190692419114823,0.0780267908634512,0.012666603672600144,0.06603347817350734,-0.023004128259682885,0.04276374345341834,0.0400896464617747,0.10624036788830396,-0.026719533077583343
TNFSF18,-0.022885152519951636,-0.023357421926645847,,,,-0.023789772701847442,,-0.027396233796826496,,0.03482976998525222,,,,0.02827208494355639,,-0.010354542840283034,0.0006345009511054792,0.051470745467841264
RTN4,-0.0008582473602782796,0.028661581485371297,0.0019709974377834275,-0.05443758361358487,-0.009704382780950437,-0.11629268056427652,0.013224238772184711,0.02603263548991826,-0.05392741912971272,-0.0004199145296995541,-0.10685208402159951,-0.022431021442677463,-0.06325601826936318,-0.050260253012129906,-0.012078276756956838,-0.09569389194063482,-0.12733571457185708,-0.09796235114901185
HEBP1,-0.03491622970774508,0.0019577463293055392,0.07693505724562825,0.04955292588196222,0.044955395014670704,0.052461007729350154,0.040912679866356216,0.022452152468304884,0.05671541013421561,0.006133391518288335,-0.05824849565884941,0.07120476126341002,0.010283491328169102,0.024388361032143067,-0.037102043724857627,0.07373174050187646,0.07954813414355703,0.022382783956606898
WNT7B,-0.020161102587168217,0.0034362296436901236,-0.008808128209337827,0.006168305909181738,0.0022867012246906874,-0.06630782834145564,-0.0129133967479235,0.09671772695294703,-0.0649668442789459,,-0.06523765904267956,0.007034252179243149,-0.04164926496902873,-0.03472799330414136,-0.013130112271637295,-0.05086982711973735,-0.028781973116003407,-0.07444200359046217
PTMA,-0.02856497509651103,-0.1271941052318251,-0.023704758481878533,0.04757870883180938,-0.04776138322291834,-0.05389934051267297,-0.04546813705759349,0.005975124516956168,-0.10341453823835366,0.016499675917100422,-0.1385331687625625,-0.05930905424331597,0.02229500611768282,-0.04636522298021447,-0.054112302124201324,-0.014849612672606585,-0.12775013152695114,-0.03092180809464414
FASLG,0.0035131601567021816,,,,,,,,,,,,,,,,-0.021834918229249274,
CEACAM1,-0.027993875299741268,,,-0.036517388177645785,-0.023094457754830763,0.13758579285410355,,,-0.048921662905398795,-0.03605062547001177,0.0036281288432272523,0.02968641160959681,0.009078115558820762,-0.04202600615982304,-0.04239681629424588,,0.05215389803777351,
PDAP1,-0.013309074651479427,0.02330258562404005,-0.010455911285462955,-0.0023629521209241997,0.01837940703057926,0.06976065771796906,-0.011110581152075074,0.07011382216997987,-0.020500318026489786,0.017956177141087045,0.02001201924381336,-0.05186061943780793,0.00379206475771507,-0.0011287180008921175,0.03895138594207806,0.07239873318521794,0.07694228597200314,0.040769664452316515
QDPR,0.015461789795266781,0.04049690660776971,0.027749776008814776,-0.004968119151751542,0.018375853172819475,-0.12655693251972885,0.033987923424915245,0.006414335695242779,-0.05045090308642965,0.058472594729872235,-0.05099093786797502,-0.011844979210718268,0.11662410468655061,-0.0362648200152697,0.005488914096449385,0.050220084515507045,-0.027512389239489954,-0.059036702894958513
POMC,-0.029718534581201158,0.07849551417655364,,-0.03400647351013342,-0.02251766381638685,-0.030134519010925644,0.015350637863708383,0.04126767227261894,-0.06885809938777823,0.0030843937755764403,-0.0039845626910458235,0.046801354589580506,0.030518752533987746,-0.05725687908214474,0.019506370006070705,,0.019324507774422718,-0.04859965510586688
CCL18,,-0.0313242233495846,,,,,,,-0.015583387308262753,,-0.030433541726664723,-0.03465863250908096,0.035262117197813796,,-0.035699145236512776,,,
CCL17,,,,0.03484072001120606,,,0.055684093047872196,,,,,-0.03489245848473874,-0.0682794047739447,-0.03325949525401123,,,0.06446515678175989,
VEGFD,,-0.03529324412206958,,-0.02358118320085107,-0.022095469614151514,0.0018567512598651617,-0.01172384495646064,,0.04795318838628001,-0.09161897592993924,,,0.016734379155627664,-0.00041973523744540374,,,,
TNFSF13,,,,-0.014599784703177129,,,,,,,,0.08634674411327808,0.0038752823446409805,-0.016026362551489537,-0.04760878315632349,,-0.019167448050323305,-0.0012425068646734808
WNT5A,0.06436013252691375,-0.01679505025222788,0.0380043176679322,0.0029026164642641664,-0.06909059936143487,0.045851432105026714,0.0066859849251681685,-0.04488803275181327,0.028699778762058675,-0.04610045451249699,0.023923829939508593,-0.009904245397046773,0.014303548389762893,-0.0013523516931744852,-0.03207365258585011,0.14111852711228914,-0.05464496059366429,-0.017954023469278525
CXCL8,,-0.005564925580537339,-0.055705875186168374,-0.03945582577247152,0.0017164652388902606,0.024201364830412905,-0.010917754193182288,,-0.05467724476006385,0.0034789394196364765,-0.076260812898268,-0.03393554628054631,-0.13586369003973117,0.0015386103668887608,-0.04144082249082223,-0.043658433598123776,-0.015565120481271687,0.014614467886287516
GRN,0.023953117259866298,0.04360700407105486,0.02364318263151604,-0.023057311004344938,-0.03628716762484198,0.10406194799383295,0.004458272607506609,0.09583056298894085,-0.05594000542110946,-0.06944598117712797,0.04845548222139161,0.00029534607561084044,-0.0810045073295759,0.059202701057836024,0.03789654154945116,0.08678951464077435,-0.05699724686995752,-0.028275674726152087
MIA,0.06255625252923258,-0.04537460345630568,-0.009617350768200824,-0.019137957533404883,-0.028110203469537402,0.029092873712747814,-0.013333404619215852,0.1150672445060206,0.07102279812755773,-0.05397227545870905,-0.012347734696211563,0.16783206837908268,0.1544654428737473,-0.027951424719035407,0.019435283128611508,,0.06983259889921706,0.10192672519788758
