,MGH258,UKF259,UKF269,UKF296,UKF304,ZH1019T1,ZH1019inf
IGFL3,,,-0.014513720497054248,,,,
BMP1,-0.05026931078917869,0.039279543087013855,0.06038540150502841,0.020092678355638514,0.06896580530814972,0.00624576421513224,0.12654880608062435
NDP,-0.01904135268023677,0.06670641456986807,0.04563341385464747,0.02486696729844591,0.06345789600702394,0.02762505590495652,-0.01620758926508958
TNFSF18,0.03200553502405535,,-0.021552439224296355,,,-0.022299123847460522,
RTN4,-0.028389996406799047,0.02552693652819816,-0.08056968749225678,0.03749798593432142,0.015174687459112445,-0.015260479073125268,0.002502652216681256
HEBP1,-0.028715081575380875,0.005789746097939667,0.056309908144703706,-0.009490351956000289,0.047054532546726965,-0.08017666633418451,0.020261726834212755
WNT7B,-0.01648513838332428,0.02216083448347455,-0.06007184088452089,0.058624419916176264,,,-0.03139837175171816
PTMA,-0.012132615040202589,-0.01949047717461437,-0.014001140098900878,-0.08536645574997853,0.07663494530700798,0.06083492812745538,-0.13401132365498053
FASLG,-0.01648514304363067,,,,,,
CEACAM1,0.03887215499215916,-0.01942882460643479,0.029129569342835487,,,0.14386441416212564,0.14559336565512854
PDAP1,0.013369380120753165,0.008689106855359478,0.08218445419380938,0.011528999439998331,0.007962308692403566,-0.06856786578807006,0.011161674469007557
QDPR,-0.05496289358172955,-0.0026945935228755162,-0.02106737373474485,-0.010346939534753685,0.11439257339771962,-0.0015503642589959582,-0.07604646394056942
POMC,0.002026247741861111,-0.027783000869022304,-0.025252084525420524,0.03554981792969888,0.030185726108075517,0.08944180997820278,-0.06705795464261866
CCL18,,,,,0.015313133498812664,,-0.019964883929448833
CCL17,,0.01691389554846572,,-0.014702567464778535,,,
VEGFD,,-0.019265626974422762,0.04117699141785584,-0.010784511039819982,0.0755404682886397,-0.035546535376806125,
TNFSF13,,0.06051061442121374,,,,,
WNT5A,0.02562738166109908,-0.028489539379414217,0.038726360723496396,0.04199932859764289,0.12216228566424364,0.0147934228150252,0.09698223129238195
CXCL8,,-0.021342949859257873,0.05535109745440454,-0.010043005606409956,0.04883725855764639,0.14950499811950782,-0.035151321493671464
GRN,-0.03523481392479347,0.00683214470435964,0.05110103178035345,-0.007546900767648132,0.05496034946188236,0.12970186077434726,-0.0280441405140397
MIA,0.021767580350125403,-0.027371317083361827,0.07293678449758678,-0.012265110110917974,,-0.06961475912298476,0.11318325716552967
COL4A4,-0.019091804348504573,-0.0030140901313205153,-0.014302194266517371,-0.006617414246704344,,-0.02172295593655146,-0.02524185138012182
TAC1,-0.016485134074742638,-0.038014953230504814,-0.05884648524579667,-0.0008377738929617954,-0.06024207164152892,,
RARRES2,-0.020288870635194946,0.06080684863701639,0.05850773858678453,0.02211061703196936,-4.5339905958069953e-07,0.0039674297936002885,0.059773620064098205
FGF7,-0.015292607039585527,0.008901316648471783,0.0331014864913308,-0.042770520116784276,-0.0066921971920010734,0.11700991251994705,-0.009350517456802947
HBEGF,-0.033306503535863875,-0.024583157621779667,0.008644607713272348,-0.027695658397294286,0.03205282462960087,0.02192519180047173,-0.003756884414963049
CSF3,,-0.020611015669910637,-0.015131446250919629,,,,
PI3,,-0.035568390386992,-0.017038208192008908,,,,
PCSK1N,0.010109995219490407,0.04957610066761764,-0.05838338777667253,0.055413817065564135,-0.07486517258009623,-0.017713103362850285,0.06986799029392084
NTS,,,-0.018598367624701084,0.0532437568152969,-0.020181942312164903,,
SFRP1,-0.023986286489725034,0.004456998799378886,0.03158470356036189,0.02361188915934796,-0.007237765037160432,0.023464382569465862,0.0434003488099408
MICA,-0.019629847050344592,0.009359794702666345,0.03934808333672019,-0.016218374275881485,0.06720542119198168,0.0157222923983025,-0.020390473494667896
TG,-0.019091800046092955,-0.01628263891142289,-0.0182623018449995,-0.010640184226580108,,0.024064534401034735,0.010406320210904312
ADA,-0.04645045630415651,0.007366858982793036,0.10275700231767379,0.08312783068505433,0.01760836750106047,0.031210791994323556,-0.042228165445605655
LAMC3,0.06852303867121545,-0.0012996569379361048,0.013641734437184659,0.0036747288969770416,0.05259229348051304,-0.008095351704289173,0.06012538736024801
CCL7,,-0.011772321917709385,,,,,
NGF,,-0.026973396305663228,,,-0.020181955600634863,-0.014282648007178413,0.017158933420719457
TNFSF15,,0.05331189204783507,,,,0.02284285424053506,0.0843443438235752
HMGB1,0.060158649332786876,2.268882750166238e-05,0.06062210035784439,0.0008279377717075381,0.039999261334142375,-0.04751791160365416,-0.1047708762037961
ITGB3BP,-0.08397118106669878,0.02407582906427347,0.08243391667981577,0.03200343058529277,0.18050077890145008,-0.0359267953717058,0.023632984798368884
