,UKF243,UKF248,UKF259,UKF275,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,,,,,-0.019211061227588904
BMP1,-0.0005293484515348999,0.05639400478976543,-0.026497144519159067,0.013629816206068852,0.005195715854234818,0.006138974392283787,-0.032291116767334434,-0.03852659694439574,0.0058955411556198215
NDP,0.08243730399707598,-0.02956981410063584,-0.05017043776027653,-0.0049371549715969175,0.06567374825000051,0.05247935300666129,-0.031213326142333124,0.03178358119106552,0.0690423840285115
TNFSF18,-0.021812094231646765,-0.02483050185654546,,-0.012490943091162299,,,,,-0.032405625705747225
RTN4,0.024561850756138214,0.006996361559193124,-0.010308632014647255,-0.045488261177489414,-0.02748150488571052,0.00508027200642684,-0.0025605802760205435,-0.02331265254626262,-0.018237710572753522
HEBP1,0.09969150788693104,-0.01041984943103982,-0.019367135952119963,0.052394723865960766,-0.036240802681195255,-0.02209111979006383,0.03316039082209468,-0.06607290930966218,-0.014964808464033438
WNT7B,-0.050909670403564325,-0.016418366830449817,0.010338363567370053,-0.027330308688181974,-0.01277048264941691,0.005194832601918774,-0.018778894611655172,0.08932703966786654,-0.0004436119352869117
PTMA,-0.10835059681288035,-0.04841382971957906,0.02189989967354408,-0.061399575294153706,0.04356133741460497,-0.03125022354906373,0.0005457627123041641,0.03234707343694526,-0.06744124174477896
FASLG,,,,,,,,,-0.01666174684873961
CEACAM1,,-0.015803933934479673,0.013466963418772437,-0.019645277714594508,,0.010678345815525497,-0.015399751345296819,0.0067066073186014055,0.19311259773418232
PDAP1,-0.031231141146366413,0.04992479502396383,-0.010894963683358221,0.019172614184705485,-0.017837412394037286,0.0030309801942143286,-0.07915459109678649,-0.042038715120539874,-0.011821430495232866
QDPR,-0.0006952539217026325,0.04062805247011389,0.004875643950000333,-0.008185397021169381,-0.016203792859817004,0.05602594142743127,0.02891637538936823,0.007816150982427847,0.024412368495809977
POMC,-0.041184874057479885,0.07194475265123093,0.01395997202517003,-0.014493502602472461,-0.0010541189046067044,0.010701009961700885,-0.03607611917939431,-0.02623112335616423,-0.06027856556470921
CCL18,0.00907912596063609,-0.019721816330907405,,,,-0.02599399773515428,-0.03760517301942011,0.0007699790183456619,
CCL17,,,-0.002867713237273591,-0.015578637946600537,0.05556757025612026,-0.017670919188621254,-0.0036852671373687846,,-0.015102002077325836
VEGFD,0.036488821326037583,-0.019721822593507802,0.0024708848168219135,-0.01659772107277656,-0.011594095769187117,,-0.015399751345296819,,
TNFSF13,,-0.014882720198635716,0.06692379773561377,,,0.016026628624173023,-0.0069655394274804475,-0.018006209565815192,0.05954859485885785
WNT5A,0.06744363353615065,-0.026359007111958033,0.0626708008116394,-0.0015107150164944932,0.02382501108618803,0.020455818347223067,0.012382658106715723,-0.042889161393590496,-0.00511799217485006
CXCL8,0.00560156533030108,0.03381830584883013,-0.03639282049432676,0.0272996093479885,-0.010796926108310964,-0.041232732722024004,-0.04772698968903148,-0.005325350174462901,0.07622739530088006
GRN,0.025117009297093085,0.0747036049986455,-0.007525758746610249,0.03686074097148172,-0.0040332026338504925,-0.04316696039247497,-0.0367678507388803,0.07626989091597879,0.011037864951749698
MIA,0.02091525655147505,0.01878336050051159,-0.04732520374826158,0.06362187260170529,-0.01318584224361663,0.028975216337220003,0.044957114529556405,0.039354875045149056,0.008748782299190858
COL4A4,0.0005700474123312885,-0.023685741178276907,-0.04083315629820789,-0.01626457999861277,-0.022151166334028582,0.018645789725826027,0.04313537076300085,-0.032316030008392206,-0.0017689988558085704
TAC1,-0.04155313716388119,0.05165835055615209,0.05233001016462934,-0.03880482917144651,0.057047973762786516,,,0.06912559896904533,-0.01985311736685109
RARRES2,-0.011977518802087677,-0.015502788270554287,0.017848905186574674,-0.025147947014139922,-0.02370894651503653,-0.007533011026235318,0.007836221253047742,-0.02471708558048055,0.017170615690776075
FGF7,-0.00453963436455017,,-0.003404826470398627,-0.007267364023096469,-0.008285605820324695,-0.049111826015856036,0.014501593311968458,0.03668862200385819,0.07409058337848849
EFNA2,,,,,,,-0.014636433054956832,,
HBEGF,0.007355140290297079,0.03299462838605894,0.06813298473577928,0.027972519884357158,0.0183818376921316,0.009945428837606234,-0.0332842839529701,-0.017806092195026005,0.001157864481474068
CSF3,-0.033178196303668105,,-0.02051437241228451,,,-0.0020333300257877637,-0.06916688078272912,-0.022988336396604598,-0.01590007842862506
PI3,0.12748138212782167,0.01273700162259919,0.018723997762089988,,,0.004730516937307709,-0.0961623448355612,0.023306857366130338,-0.021820940236903823
PCSK1N,-0.05490524908393129,-0.017971146672752295,0.011053642348089733,0.014799687114498224,-0.08771770852288491,-0.0082412791607354,0.06932283832257755,-0.07491851082355257,0.04732340382061472
NTS,,,,-0.01858039201211145,-0.029750239781717407,-0.010172297615559796,0.005155538521994281,-0.04528981877105535,0.012668234246417016
SFRP1,-0.001561356549770644,0.0494486056793854,0.03201126053271509,-0.0010472368068600794,-0.015806277755836446,-0.024869926259557546,0.018540192128507126,-0.01560013523566718,0.014996908626340214
CXCL13,,,,,,0.049492958136082656,-0.037605168926924296,0.04601995632425645,
MICA,-0.042581181601434315,0.059478972050503655,0.04254216456615872,-0.03466858751537662,0.08762762179856215,0.020024045662749325,0.06270797877023164,-0.04078377643317057,-0.023200967259633155
TG,-0.02644831808505377,-0.01870737951123128,-0.023826235270920437,0.05567253608898843,0.08706776916916083,0.05208349448817978,-0.021961707821728054,0.020821554112330703,-0.03100818575461252
ADA,-0.03911274168911362,0.011119183296846401,-0.061437544457821965,0.051849254323349386,-0.018577749476303602,0.0012615253338536703,0.08477934043513165,-0.035673076105043694,-0.02388348077047689
LAMC3,-0.05251392812418438,-0.0022193100457165746,0.004870331947658301,-0.03342800732571726,0.016692875435668563,-0.018834439499870764,-0.004358771868204646,0.014454917943692159,-0.026177541065128367
CCL7,,-0.012544741241426906,-0.01722633003300113,,,0.006259961395349361,,,-0.01666174092402131
NGF,-0.019114902030489704,-0.0059320183659857,-0.010585081509639433,,,-0.0017116220757512671,0.013770674163444808,0.05968501944610395,-0.049884750149618705
TNFSF15,-0.0236475194166006,,-0.019182361020756017,,,0.008312384348729862,,-0.014275362241250983,-0.004077725896782524
HMGB1,-0.09540871627854122,-0.07317093659992052,0.027015734236870235,-0.011456942938884466,-0.005333015412211075,0.03216720652109077,0.051504961753963276,0.051219958271024824,-0.039600393399689494
ITGB3BP,0.041562423506151226,0.0412322505249436,-0.00782318992898982,-0.01986741003461365,-0.018020812499001563,0.005286620646733431,-0.013900499484852507,-0.0035207566375250925,0.04419927300636976
AANAT,0.038244786381795785,-0.018200510992181305,-0.017453988544236458,-0.01411450466249205,0.07397826007666507,-0.023234497672082598,-0.019696674677977796,,-0.01762881672850362
RELN,-0.03295822498649474,-0.021924965765500983,-0.030296215378603147,0.042788895463231016,-0.010771481329083711,,,-0.017243090533192562,
IL15,-0.03361454066106687,-0.003624471653282128,-0.038814621662869336,-0.0026953641824344764,0.023089796466246117,0.04307042352142729,0.03869863205891101,0.08774356970144595,0.05680799849649965
UTS2,,,,,,0.02408566367683319,,,
BSG,-0.048471296986852125,-0.023122590992128694,0.03612986778461837,0.01314437659154895,0.0030410371614847847,0.03303152699003457,-0.018955903396239912,-0.0019812156351994336,-0.033541500015047424
ADAMTS3,0.051593217927270243,-0.008048572676521318,0.006606516281392136,-0.006857341021466855,0.037348091084318455,0.06831042611883231,0.12426640609211159,-0.07540119487606611,0.06006756633755516
CD34,0.0865830254167492,0.027015611005772454,-0.06595163184587097,-0.003133677349749395,-0.02467035418682642,0.07102636752737451,-0.001200871189117958,0.01478904566246949,0.019382858311080196
PLAT,-0.03715867056846244,0.010552299150483106,-0.008047277227698452,0.05686101819972483,0.04031451770849144,0.027723361142257076,0.08194758356345798,-0.0307727849052436,0.009528800067330902
NTF3,,,,,-0.021285096107431237,0.03615971310764897,0.03670836358787392,-0.017016240352835794,
LTA,,,-0.008917541343240992,-0.013593738951412346,,,,,0.06312685148957699
CKLF,-0.03819868143380378,-0.01389620727817699,0.06162549427382998,-0.013244502693600519,-0.007344662852935949,0.023811842461718087,0.04636850021894115,0.030825498348473392,0.03502195290003071
CD24,0.08490700912669705,-0.009674890862609288,0.02616516581250953,0.0074975801007926045,0.006717504085562697,0.06350911063774624,0.02640977928564534,-0.052676542686491086,0.08675757958643172
HSP90AA1,-0.13295364728729392,-0.0036732005094928777,-0.029888759991093534,0.03400712512388501,-0.015767536469408032,-0.08939106168131375,-0.06158958196035448,-0.015146632359436864,-0.05054677366844291
BMP4,-0.01174348332904401,-0.01017214502212242,-0.03822413166113475,-0.038990790903089496,-0.012210991489534556,0.08400970269466591,-0.03030959387509821,-0.041676891096370856,-0.00781365846828155
SCGB3A1,,0.014471146813577819,,,-0.01112238751777452,0.025999643616358634,0.14051620731671807,-0.029645422869803918,0.026984398949355042
IGFBP4,-0.06879816645898845,0.07952876126179033,-0.0367093999523068,0.05091137949454129,0.04592803808047786,0.026232308710833502,-0.03442933473923599,0.014602180519377192,-0.04400460782666151
