,UKF248,UKF313,ZH916T1,ZH916bulk
IGFL3,,,-0.014974383764609614,
BMP1,-0.04283676908761577,0.04455311661709906,-0.010326637660283041,0.10204216916529653
NDP,0.0037778913999992015,0.05222224331130199,0.017982477029966054,0.017972174036046444
TNFSF18,-0.02588568747211201,,-0.009234237388889222,-0.02430873417830757
RTN4,0.06165258812935506,-0.12072076680920212,-0.004644526537521182,-0.06242648618541632
HEBP1,0.021035122100375295,0.021960561663049837,-0.014703718330194262,-0.04289635113861169
WNT7B,-0.03830797807154086,0.06031086971289126,0.021395838116090214,0.015520763583371143
PTMA,-0.0919013299316852,0.07452337636544341,0.03184957429143584,0.059337203196766046
FASLG,,,-0.01298727793046108,
CEACAM1,0.02422645990686457,,-0.018069889756312817,
PDAP1,-0.03072473705056215,0.10035525595535728,0.024651042636537942,-0.03487191529805442
QDPR,-0.07627763784678235,0.02759925797345127,-0.04003964387258472,-0.09545813642400017
POMC,-0.010979391458770181,0.0332678399923101,-0.026599742972419564,-0.01447554698906479
CCL18,-0.020559905590055157,0.13931515619205193,,
CCL17,,,-0.011771508717854985,
VEGFD,-0.02055991211878815,0.14326281227091678,,
TNFSF13,-0.015515169448547372,,-0.019180690927834122,-0.026444435395783682
WNT5A,-0.02483436295188768,0.04656292673445964,0.03107508848363602,0.03953070852426446
CXCL8,0.002932086418791152,-0.0040703716937238,-0.01461568657488364,-0.0074597944859290605
GRN,0.0010897248940644414,0.0174899951803294,-0.02315414413484668,-0.009858560845874918
MIA,0.035284416321029625,-0.00630695377558409,0.06046010359301511,0.07760057225066067
COL4A4,-0.02469227956923423,,0.04752358780839284,0.055283716706180666
TAC1,-0.026970542116556622,,-0.015474845187007688,0.004881432518213467
RARRES2,0.0501461804669831,0.02401608681670116,0.017912639245324772,0.025257780704170785
FGF7,,-0.0021090217516712946,0.03284108786058555,0.09080164825742675
HBEGF,0.004262948019041791,0.11064046855828415,0.04297426870694378,0.07923267604798166
CSF3,,0.11099896415152052,0.11948629642727182,0.033636932874218546
PI3,0.06229606372880666,,-0.02692713786536625,0.020560140247727926
PCSK1N,-0.053288022203807635,0.040656767637992516,-0.013697462158500035,-0.046807889878374635
NTS,,,-0.01835320598999337,
SFRP1,0.0733944171648312,0.04232718814107447,-0.01792672397956657,0.04208323222211856
CXCL13,,0.00324665246391914,,0.13719676710528445
MICA,0.06119764703708639,0.021405589493226025,0.035982345353241595,0.07698774670723223
TG,-0.03237686346948285,-0.0014360359853916513,-0.006402600774497403,-0.0277898626373589
ADA,-0.041722287879222775,0.06236705658969804,0.04790931132889704,0.08455014418766489
LAMC3,-0.04431260837909062,0.02721674885698352,0.025132487387592058,0.037069154845571294
CCL7,-0.013077836810152546,,-0.012987273312340066,-0.04311448295959586
