,UKF251,UKF259,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,0.013404773768475061,0.004122994754943825,0.011009820496095455,0.0019226043346712916,-0.042421856676887165,-0.03771700761177528
NDP,-0.042777572342794216,0.04706291298127456,0.03260148998308431,0.049434821606292256,0.04879971910039378,0.030372338744968027
TNFSF18,-0.009781184441328377,,,,,
RTN4,-0.002025017257017048,-0.009681054166028871,-0.031394475065162124,-0.044797699879462624,-0.10440185667826167,0.08750069126582276
HEBP1,0.002952113990638483,-0.0073196191304356175,-0.033548710208280055,0.0378171964695674,0.024906963514492494,0.011333602053679346
WNT7B,-0.0027605854259985622,-0.03372473289565456,0.059424870911463146,0.024629464313579184,0.0051164430107808224,0.044024859474341115
PTMA,0.059524953484638904,-0.03440319353534338,-0.023177750292720383,-0.07143822468256142,-0.05951510225847582,0.03811929458827143
CEACAM1,-0.015019856191632375,0.04759285697744032,0.07283046228608048,-0.020334243532079858,-0.01827202776522167,-0.014646430968300345
PDAP1,-0.003125975628531022,0.002480197710830137,0.030767203497122395,-0.09044716764125776,-0.04404995009938184,0.06402086741118763
QDPR,-0.045610173261060614,-0.049774193559435645,0.006365596147125286,0.047435540180508225,0.11048671786886768,0.04301406057545762
POMC,-0.02668788814565872,0.012302191223706897,-0.040763637084110425,-0.0019459805108775206,0.005011820578871493,-0.008292168000983454
CCL18,,,-0.019964874608424433,-0.0027396772646879276,0.019952769115681484,-0.042477309455505007
CCL17,,0.04196136093108262,,-0.014426161580958398,-0.026376819186656648,
VEGFD,0.03929181884425843,0.03280622610729627,,,-0.01827202776522167,
TNFSF13,,-0.015569312361167216,,-0.02768163723114621,-0.028670700661138495,-0.016446960336465408
WNT5A,0.021031043103999034,-0.004993418405719494,0.0101667157853967,0.015729900751414887,0.022775627498940524,8.714842756355391e-05
CXCL8,-0.004123095399078491,-0.04288967838288595,0.06775111435389047,-0.02277623222937337,-0.12692919767166327,-0.03245559619289227
GRN,-0.05888981141291902,-0.0293482589014613,-0.04783353579502977,-0.06987775423491713,-0.09835309970367116,-0.07126653746222915
MIA,0.04867879297575281,0.09086373983923253,0.12275539698049338,0.09900716289144197,0.15073560169746825,-0.08491314956169153
COL4A4,0.09282994975502683,-0.054400352140510456,-0.025241839595434593,0.15928757343096503,0.026015142569057292,-0.029517620676208643
TAC1,0.07324305122391365,-0.0028347957529369383,,,,0.05126171030643819
RARRES2,0.02220828560542188,0.031192244605357387,0.02426151336362012,0.034676992074061996,-0.08978329887910165,-0.029752585391498235
FGF7,0.0027914589627879897,0.0042610843445574555,0.05089831649265996,-0.013933566910683488,0.061104790387961926,0.03456219356403086
EFNA2,,,,,-0.017366339570518873,
HBEGF,-0.07103368712857264,-0.03191684093655598,0.03940847399355142,0.0402541684006782,0.045883838416900156,0.028049942129325073
CSF3,,-0.026903254438229652,,0.0006112882920383144,-0.07683558015776086,-0.02099765947598882
PI3,,0.020363832136660712,,-0.005520213020887985,-0.15056636550163283,-0.07742982322181544
PCSK1N,0.048505293849383714,0.006564460363865402,0.08357605746956012,-0.04326114487944177,-0.018469991961356718,0.07655860653293253
NTS,,,,-0.03365473326029958,-0.02115758927062099,0.06735623636794921
SFRP1,-0.035448555882731346,-0.004638827335174433,-0.006458982905382687,0.01067382501228579,0.014127349864260903,0.06770489621236529
CXCL13,0.1055094972702655,,,0.02167115227756482,-0.035532488292458884,-0.03425155213154153
MICA,-0.05376114411604736,0.0047103555172361535,0.007960434579186871,-0.004145417869791818,0.016928159162218934,0.024146275540727517
TG,0.10711616768580842,-0.02125348816261067,-0.03250748360739857,-0.019168761993989224,0.08445986607507837,0.004519603734673913
ADA,-0.026253672625634668,0.04520208019695444,0.0442258211454605,0.042437559490603134,0.03523177519065281,0.05361642819126485
LAMC3,-0.02609602016608315,0.02174141113910421,-0.013178066877977488,-0.013013439703885037,0.10101196556220124,-0.051270113217775776
CCL7,,-0.015366237984246623,,0.05858951453045427,,
NGF,,-0.0180018138976546,-0.0050512104013886675,-0.007810374866709565,-0.017132906749813527,-0.03604839272553116
TNFSF15,,0.051275958263645394,0.06340909405465013,-0.021078525812337292,,-0.013039186049254525
HMGB1,0.016301486235561637,0.018360533688477836,0.026559784346705185,-0.041983765021365055,-0.10071316422971932,0.03991301560322461
ITGB3BP,0.050380607043060424,0.013798378974210998,0.06415133986583679,-0.03640147979788852,-0.017570839605571546,0.00199434442802829
AANAT,,-0.015569314022850288,-0.020794253795089583,-0.018968148407678707,-0.023370389464662623,
RELN,0.06646741815071809,0.06008391494456711,,,,-0.015749923660552542
IL15,-0.026019835701241268,0.021563452489750494,-0.03515139695359611,0.006436987264660069,0.015789684012579137,-0.01983559944931239
UTS2,,,,0.14399730605502137,,
BSG,-0.0009264789018149888,-0.08555944488907674,0.05235340093816245,0.03053070098376621,-0.06777972336728738,-0.0783756400075844
ADAMTS3,0.06919649860770279,-0.023257487250155296,-0.0248990019768322,0.03506864552405113,-0.022684796340744023,0.013429102194568516
CD34,-0.030375692751901363,0.0036204332333504446,-0.011841790749196727,0.019844764517416843,0.022250800666232733,-0.03703433026040737
PLAT,-0.02798238549433771,-0.021449346283024227,-0.026529704538565936,0.02987523280766772,0.06615776010110294,0.05153650269266229
NTF3,,,,-0.0017234233943429706,0.08725008302159193,-0.006305784735917239
LTA,-0.015019857732938654,-0.019694501283527385,,,,
CKLF,-0.013276006621016254,0.017238487802788603,0.0354380439679944,-0.005379575475193318,0.026146745202190215,0.0808641478025192
CD24,0.021691212853212523,-0.015799074923695065,0.0880074790865228,0.0031480858022118804,-0.0001468624246423719,0.10083432661902006
HSP90AA1,-0.035173021976627104,0.028937107149667275,-0.11914291733409228,-0.0862003078375122,-0.19711309594949847,0.009392745248219007
BMP4,-0.015921929661060787,-0.0250079738276205,-0.0346738411970419,0.05770461432283011,0.03637529814847234,-0.00856778358120122
SCGB3A1,,,,0.20559454784566766,0.015991024637457284,0.0423381588927822
IGFBP4,0.025724202547650715,-0.025307102037130234,0.0299744689310332,-0.04849674989835176,-0.06681453287331766,-0.07740431604620816
RSPO4,0.0024004331824552436,-0.030145884698985173,,,,-0.01823606581573264
LEFTY2,-0.01520432443821243,0.004680428146576141,-0.026573294040589487,0.005291908061683717,-0.019968170345280402,0.006826855367039243
PF4,-0.013662602020286255,-0.013406739908315611,,,-0.015917452544080026,
ANGPTL2,0.008208971020444227,0.0017296627014024562,0.024057146627977945,0.0291264560659134,0.07578240510139586,-0.013453255687915527
LRIG2,0.0197347661609106,-0.044293179251220414,0.06190104252260658,0.06016536047468111,0.04869559000548285,0.034167886537632225
ICOSLG,-0.008095068111369804,-0.05203224898229,0.03368606993967387,-0.004907501929762017,0.07270015609276279,0.018374886832906653
WIF1,,,,,,-0.01695218955581774
NPPC,,-0.02079715978600377,-0.02489895415680791,-0.005851861559343556,0.052649093091132915,-0.04749412750087436
LYZ,-0.0662154781524042,0.039913274926058964,-0.02370692196054281,-0.03299865368095522,0.02801402576993057,-0.039426039203261806
EREG,,,,-0.04388774970706764,0.006896520920418246,-0.022713327434849936
SPTAN1,0.04861396058747012,0.032250702115048505,-0.017804351274552616,0.024839335897853594,0.07870701654518962,0.06253220748051075
PTH2,,,,,,-0.029001419845387625
LIPC,-0.02056294623246771,-5.321474661059412e-05,-0.023328635859611927,,,
COL8A1,-0.013649307488307708,-0.005007659873441651,0.0903638849974347,0.07132527505480438,0.0008988050356377312,-0.0784583412836653
GSTM2,0.14159777210740937,-0.005207345336544333,0.030829790488698734,0.03707044103191197,0.18752244258006823,0.030585384527258452
SPX,0.02399736122614216,-0.00816451824242617,0.0068983206911940684,-0.021799783177702845,0.021621291788986523,-0.036787420010949506
MFGE8,-0.034465227314423655,0.023878541176943217,0.04868345160602694,0.015625127403172793,0.06649996195848079,-0.02195995494030089
TGFA,0.048533768932920246,0.006361257680833809,0.07309787686681789,-0.007870456517986695,-0.003050237405456632,0.04593395416145956
SLIT2,0.051163963172594584,0.005007912983456375,-0.028158515154363576,0.05929539800822221,0.055612467163499685,-0.017677095964868602
PLTP,-0.0422682549656649,-0.06709428359874146,-0.007540756352120883,-0.052738830899626894,-0.10389915435179922,-0.05308398308219029
APOD,-0.008440580294275612,-0.003579601417886505,-0.0917780356621233,0.08673810235192844,0.16782289746991097,-0.0035811526299126236
B2M,-0.02559081103151541,0.039646663442223576,-0.042242010387874805,0.010472173062600447,-0.012134176383817882,-0.06215038096953778
OMG,0.03217356227418992,0.06078441823475499,-0.040812855370367246,0.050347956547042494,0.1802787299232061,0.039229489645558245
CXCL3,0.062363339630622655,-0.030685510115108845,,0.030070423894673938,-0.03458503631144147,-0.05115576955687946
CXCL10,0.029058204471849952,-0.00016316711446770146,-0.03358569617572776,-0.002524529250118748,0.016953210996719387,0.05013163832019857
RSPO3,,0.05761574063742581,,0.03125490732823291,0.08358032603892387,0.03588922051536823
CORT,0.06921465270793185,0.07760339008766164,,0.062237491448353784,0.08319292525958884,0.06916602242550424
NCAN,0.04397130488140554,-0.00020499387103388092,-0.0063622675189925855,0.05804953782800204,0.16889072640541672,0.054023263712234544
PRG4,,-0.01536624037884671,,-0.023681515887585478,-0.00833451272744762,0.01060941309325118
ZG16B,-0.01644072096743254,-0.017834401246871214,-0.023116248484077055,,,
TGM2,0.02644168298600046,-0.015807629606953578,0.016263265606270335,0.01414061604438355,-0.045242281621040804,-0.03826967653501482
VEGFC,-0.021110518846533026,0.015634977954124173,0.14464150393860864,-0.012298563584167312,0.014370271068753774,-0.018820109234033995
WNT6,-0.015204324837242373,-0.021253489045066774,0.04083356337888647,-0.032276991291635644,-0.030957416710287247,-0.024202235445419797
NRG4,,0.04316918481557625,,,,-0.024081198056962034
PMCH,,-0.014743220353197927,,-0.021976757245522723,0.011564084857432487,-0.013864959585412341
COL9A1,-0.011010009129083318,-0.0195322656245961,0.06774673946891499,0.02033396441250332,0.08149806008838832,-0.06322509101009188
GDF11,0.026229087539157602,0.009770263028873225,0.035386650543837744,0.04795272801817698,-0.003231737960491563,0.0014466983909861549
IL24,,,,-0.016385340629874047,-0.0156636568559951,
SORBS1,-0.017253099967788597,0.03034849708587849,0.0649389502550511,0.0922064382392164,0.024530045648532534,0.011004942102121579
DLL1,0.031084107502925735,0.05300200529314808,0.025269128953004576,0.05513252171711489,0.14753440241020513,0.01663910137109084
TLN1,0.014619534185026428,0.029798156124818856,-0.013629460546886579,-0.011296964588129411,-0.056289545487416236,-0.012094142954028945
COL2A1,,,,-0.010071630792868276,-0.04082428139669198,-0.003946369505257146
SHH,,-0.01596804667617789,,0.036982159781985664,0.037944775112192006,0.010764935470190352
PON2,0.060032318492108126,0.05721724457710354,-0.07128539380309769,0.10490664950411538,0.12365396753981879,-0.07443433664097086
ICAM5,-0.01957138070998108,-0.02488733409577599,,0.01913942571380281,0.098533803013304,-0.06989168525763305
HPX,,0.049140710298773115,-0.018179116864142482,-0.019053289124631747,0.06729501641779481,0.05581216526574992
SFRP2,,0.0467036906295929,0.11924193514339865,0.017339247407361716,-0.04612370288332538,0.00614177621883993
CD70,,-0.021608627543027788,,-0.0178205405788578,-0.03866648782482988,-0.012455552697804288
HP,,-0.01667658016204374,0.07278060218374668,0.0017921582295440238,-0.08271419946023441,-0.043720722503515205
CXCL2,0.0065796724984742766,-0.059149803481265015,,0.046027679698660735,-0.039542392617595706,-0.04016424699462526
NPPB,,-0.03350888295530575,,-0.002197624390638482,-0.0012621920120264945,-0.02072261510853658
CCK,0.08328325951668648,0.029810422009171618,-0.02877102842684172,-0.0033026477119870896,0.033809769023243626,0.060190690163756
