,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
IGFL3,,,,,,-0.021315139044759603,,,,,,,,0.025985257791008333,,,
BMP1,-0.01779973871979744,0.026258045296884726,-0.037574117873787914,-0.04283991562907254,-0.05066514759345455,-0.029829888732763068,0.01590913450526206,0.00749765602589151,-0.006288281527855058,0.025302872928420123,-0.03064759683237312,0.08447289152381914,-0.008393805090315063,-0.016062803142378755,-0.05194461851051993,-0.0008120382181838442,-0.05379157944317842
NDP,0.022771068255509196,-0.05822182928839966,0.006763858597335511,0.013766647160458683,-0.0791181487365237,-0.02852154169863945,0.02392960657235165,-0.03094975600443277,-0.027277658975267093,0.007267544757495661,-0.04462588414792826,-0.023392305461250762,0.06449985423591037,-0.04925950520115926,0.015875379813477673,-0.03460334682415318,0.0618086226054129
TNFSF18,-0.00045381278816026947,,,,-0.012941576648790181,-0.03165234158345874,-0.017103080456592912,,,,,,,-0.021770463042138012,,-0.018586025427300285,
IL36G,,,,,,,,,,-0.0041768963278599955,,,,,,,
RTN4,-0.004886829448070331,0.0009383718263141745,0.03874983559424897,-0.008636166964875569,0.004411957674874085,0.0799577876686903,0.03932370712457975,-0.037962105093184324,0.06297028498203806,-0.06700537874542047,-0.07303307377552,0.004615849299601551,-0.053864814732367976,0.02441795149162362,0.05638860808507748,0.0697387633952292,-0.12255410786862633
HEBP1,0.05782240979975266,-0.06075318380192737,-0.06023553901365725,0.010575967684747216,0.024142644142514498,-0.04860969866838935,0.007154634595055093,-0.00026293367946273973,0.033487565050173425,0.021859073180275426,0.06317610314027634,0.0736628129184515,-0.0029725219359381435,-0.028359548238676625,0.022646297072405168,0.04126511938687178,0.0070220310440766145
WNT7B,-0.003129560548556829,-0.03484532251079404,0.017662155044479967,-0.028250095550370887,-0.03055659199448866,-0.023788198189341588,0.009775059909087556,,0.005942163962430328,-0.030876286638914743,0.016438848339714277,-0.02728447138528252,-0.021577275906136603,-0.03379938326646423,-0.0412082295851214,0.12749569924270643,-0.039964856118617956
PTMA,0.05196138704604028,0.008400125834524399,-0.011530300629437705,-0.027763237820720675,-0.01800702967078692,0.02789382598232999,-0.0007510975958064516,0.06908331686474165,0.014246626875867129,0.10437104366260948,-0.11352513859439174,-0.031967503072316314,0.03377926128683773,0.0429471024407393,0.03208587313408729,0.014027322470167984,0.09800333126225498
CEACAM1,0.07056792525338378,,-0.0016876479268350959,-0.015811716964875766,,-0.004102189997938417,-0.026899071022311167,,,,-0.035874071972366264,0.08974634874846617,0.14206873258772754,0.035383799644185004,-0.027350501295792116,,
PDAP1,0.03656656515091213,0.006282036141334806,-0.005381084863270239,-0.0020403432468587895,-0.010911562548774251,-0.08282761089838134,-0.008953540005198223,-0.03744780427510656,-0.010105054835268894,-0.02949394787122626,0.05596499833146015,-0.015491166043827382,-0.03862008624104966,-0.053466840820945334,0.028853389859353557,0.026570234395643415,0.056102615897598414
QDPR,-0.048367272414999364,0.007037941395163354,0.002347479531402235,0.00353157906168772,0.008865841941410072,0.06879088218893749,0.034108771823381394,0.07640075184849097,-0.04025643255176177,-0.01160368535296622,0.010556687265696257,-0.04422537753267335,0.019677349109630555,0.030222553361416455,0.03473015278063291,0.0818861649851319,0.033209764555492405
POMC,0.023790738037207916,,-0.024467732455495543,-0.031816913563793923,0.010225074040104287,0.048819630420795575,-0.019845062082086497,-0.004508127399240919,-0.020109257906797517,-0.036756933823472164,0.014345124865098122,-0.007813967566540568,-0.001929660633623148,0.0485758276528003,-0.027336111532710174,0.029990169873371764,-0.0598371404608906
CCL18,,,,,,,,0.01224942900527642,-0.06271376413416416,,-0.025435306854730687,0.04922865935154022,0.11478796238195481,,0.012671809945642024,,
CCL17,,,-0.015228933061595151,,,,-0.021330871196855925,,,-0.025662790724487083,,0.15746376821305688,0.04484936315681078,-0.027832434035834564,,,
VEGFD,0.03620090677198908,,0.08747949462803968,-0.015127755561695223,,-0.03570857555311389,0.06398154621832472,-0.028497415231484483,-0.013586627527474313,0.020564178141893714,,,0.01997493888942419,0.05571536458752743,,,
TNFSF13,,,0.016922637162173508,,-0.012550629584143751,,,,,,,-0.02986426144390502,-0.031795640091132414,0.08883369632061605,0.05536082386462932,0.02044631909780406,
WNT5A,0.016634511982586978,-0.03810578329693304,0.04955544139675307,0.07045808655493814,0.002438477912232023,-0.03062994289454956,0.06445507685945161,-0.033497811196700755,0.009609986208430971,-0.040970429312355276,0.07529579297852039,0.03878564791691954,0.008175758160894572,-0.0067004449010340675,-0.035283931049392786,-0.06851202376534199,0.09412735372725407
CXCL8,-0.020519556023754795,0.0454636037179972,-0.041274352568934844,0.01716464733555367,-0.01785245656020749,-0.016779045107327733,-0.009961952870435227,-0.048507141935730455,-0.05015891673187689,-0.004454847677555129,-0.04478286233470263,0.06592162823324885,0.0010303584524153568,-0.03951598928839936,-0.019891138137932137,0.021682240182474118,-0.053919886981835176
GRN,-0.03597918527606436,-0.015252920780196317,-0.011375043230707286,0.02801917441034896,0.03671973633300766,-0.08674837978759656,0.05621824977233269,0.03258354994408904,0.03161377685688163,-0.050508766033029937,0.010860540384214684,0.00931157999600102,-0.03572308735184099,-0.05592923063262355,0.06332426413446575,-0.058125197093982665,0.07795398792637509
MIA,0.014130467646939033,-0.024785921425309974,-0.03206702394285473,-0.030088016613391996,-0.02269395881777258,-0.020286061528431588,-0.004582660033764729,,0.0031374759914373487,-0.03766745114331554,0.024654962948663327,0.04641800951427576,0.058261737393645305,-0.013029097059908805,-0.008560972597452022,-0.025202031506609993,
COL4A4,-0.022190199672057126,-0.020354930692984764,0.031392942390959355,-0.004575470359059879,-0.011941369557278498,0.016374682608182766,0.06474331045092596,,,0.1443232974239488,-0.009292047854440011,-0.009353008741380191,0.030571582303069163,-0.04287361479667689,0.010060947105194456,0.04759951975043848,
TAC1,0.06074493225732312,-0.007875840239587446,0.06992949460025771,-0.010564128526413098,-0.04506148307814447,0.0722669262129408,0.06052428221588002,-0.03811099335132856,,-0.06475444489411858,,,,,0.03051804651771386,0.03867993439878729,-0.06228616866338738
RARRES2,0.04073329427182638,0.008644736918150115,-0.00144489379429032,0.006412431332261406,0.05132261104114441,-0.06166786112336949,0.04240587970007275,0.04030733099347553,-0.01895969346217382,0.10080376499838356,0.09927635318491292,0.06763657474656788,-0.018598332429725445,-0.004334827665107363,-0.013750548837931248,0.09093389924357444,0.027210967940436676
FGF7,-0.024734706615011443,0.03833579985461735,-0.026994696835559745,-0.02896525232615862,0.010997923234538406,-0.0399896062093584,-0.014914392514881008,-0.013994795344597829,-0.029602673533039706,0.01743604733741925,0.07278872193875013,0.07887606515798629,-0.019882610997192265,-0.03432594612949366,0.0766501635053288,-0.024497162243117713,0.0058162175950169795
EFNA2,,,,,,,,,,,,,-0.019259169464004404,,,,
HBEGF,0.009632194671183264,0.05368349512993771,0.020301613896024067,0.046805756800429824,0.0027698671196678976,-0.02190027554049868,0.005494816989925906,0.08621484267014273,-0.049036680210329316,0.021537255440175797,-0.05891423673317187,0.029507096470878465,0.04193867129719273,-0.07126154622424133,-0.003287336171925333,0.009212905141703528,-0.04324891547283059
CSF3,,0.14331705582258525,-0.01815156035249213,0.008120239173947897,,-0.022222343392386518,,,-0.020411547037391786,,,0.09307458626460505,0.020321782732168732,,0.012947235398328117,0.08478809967375489,
PI3,,0.053568382861431486,-0.022086932340304285,0.034013012090897125,,-0.025022651963012694,,,,,,0.02497667406988529,-0.035662507206224284,-0.023648192080879496,-0.003744964441161684,0.09912551784337008,
PCSK1N,0.005639076463374656,-0.018541221297276946,-0.039372709493655206,-0.06117668397948644,0.016278847386474872,0.07127773351669701,-0.061695567125730495,-0.072571873378542,-0.0038673979576309327,-0.07638032852262952,0.024619383208490327,-0.06145183499703219,-0.046133668762519835,-0.04274351489285238,0.03263425620601222,-0.0540465009216493,0.033436240384502054
NTS,,,,0.013038405655935377,-0.01457769905261999,0.0012658603444069764,0.019553042839646248,0.05959605172733786,,,,-0.019104287305046506,0.011318471508713929,,0.023761013917160803,,
SFRP1,-0.003805804227108109,,-0.013287832749183917,0.02461841039078354,0.07924086608822302,-0.06236505288600473,0.03551226771275445,0.09457371574400147,-0.044168160300441975,0.016777877529997196,0.022280619805698964,-0.01888991897849917,-0.04776210142056891,0.07855381230455039,0.024472769545310937,0.038241769614660054,0.021682708208378053
CXCL13,-0.036997463454885866,-0.01795968281285131,,-0.017103046371934567,,,,,-0.026406641283092232,,,0.10036274878986154,0.06439913681205817,,-0.032124721112245805,0.06611461205425812,
MICA,0.02006280377798946,0.06139005354114674,-0.022975944881004406,-0.024666564037597448,0.03216881185771725,-0.03920853405651769,0.0022729453200890874,0.10965983662256575,-0.034410181800121425,0.023651688025960533,0.004075868313600826,0.08546491281074173,0.051035151347447134,-0.0033328763828205732,0.050719867554155564,0.06736031361087418,-0.03687816840378469
TG,-0.02080533950928766,,-0.01433967678409954,0.005212129202701898,-0.016826507581710882,0.0028675191151354075,0.01720479783546432,,-0.028999753455259975,0.006711499679476907,0.11482137706822952,0.06193368913345577,-0.02889804169290884,,-0.03227099188562151,-0.039345444423640547,
ADA,-0.018895994424900194,0.04804881593052455,0.012735756155094915,-0.0010838201428043696,-0.009559799422493688,-0.07214884493062479,0.0003673991351164472,0.10358677624436764,-0.06059753181264853,-0.006459875758158787,-0.002147567472772524,0.03409219891819243,0.04106765316636301,0.05159179938250956,0.022698510101118632,0.022768408325662865,-0.056030597118154626
LAMC3,-0.03699746359405086,-0.046169289696389754,0.008953967613139172,0.06151066151797349,-0.05134776173173514,-0.08279250530460926,-0.03443122484857641,0.05727638635277655,-0.017090398466552748,-0.05399183946428602,-0.005191282639110416,0.051785878921433735,-0.009229918513970361,-0.04361947781094857,-0.006681336848854032,-0.021292933693952815,-0.010734900973007729
CCL7,,,-0.01036756340398213,-0.022675481803210423,,,,,,,,0.03639768533697949,,,,0.11157768832868398,
NGF,,,-0.01096235748917096,-0.008013939326532993,-0.016057001388735878,,,-0.004953782377323462,-0.04261660952450959,,-0.037798471848273285,0.01954632199484798,-0.01900029382506108,,-0.0002228332405385005,0.002685049449098674,
TNFSF15,,,-0.011544788921364697,-0.01678884977960482,-0.01949671991143551,,,,-0.012998474355542857,,-0.03817326076306852,0.11089421497622731,,,-0.02434915889803258,-0.037884589192802576,
HMGB1,0.027668533308087138,-0.02558721242227334,-0.01919473207512246,0.016040874521123,-0.01105436671553324,-0.026634357212207117,0.01585302142629437,0.022956913699416208,-0.015985981779966296,0.017015990762232192,-0.12818752279579498,-0.09035875118257512,-0.05808168766955122,0.0020591589494495,0.0355842781023375,-0.025463918055093723,0.04207952304396669
ITGB3BP,0.0021849663598830973,0.00544514158936953,-0.014076396074921213,-0.005735008210551933,0.014899322150389966,-0.06289823740462899,0.03939579408524978,-0.0040611915061243885,-0.007934554639934725,0.06604715358790786,-0.03362790867597605,-0.01783053503676712,-0.01944858244870836,-0.0038406208651238396,-0.01867050140540597,-0.05590154946917606,-0.011786621895474263
AANAT,,,-0.010504578313435669,-0.015127757721267582,,0.01868233983500322,-0.019326123502904746,-0.02412120731357751,,0.05881832315262206,-0.026491938289964122,0.059141320153335515,-0.025917625836581096,-0.034427827980006716,,-0.02687652739984039,
RELN,0.01592110431072434,0.050491657820352906,-0.0182335955038965,0.05424511444910513,0.02801685140363265,-0.004314336326263967,0.01399207835736324,-0.00045344552683855235,,-0.0024451371286045133,,,,0.0028188337431229024,0.03402845747745049,0.007991914713541572,-0.02456323917065666
