,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
CEACAM1,-0.02556030127096355,,0.019182357250349426,0.02180588670896717,,0.014187837237946622,-0.02734096311055903,,-0.09079988400411625,0.007181485543263064,,,,-0.03425304199233339,-0.0047303562072229695,0.01002425414229871,,
PDAP1,0.044474788749168485,-0.09864405705519119,0.08695154649375751,-0.03088848680495451,0.01589163230628331,0.048325986284348275,-0.05772280626903679,-0.016699433346968575,-0.25231149334842196,0.020287718455231144,0.016943656321868027,-0.011164538561961018,-0.18118236555437578,-0.01865363006118046,-0.0345052829905075,0.016490676383405865,-0.07713105885587404,0.027171703566688406
QDPR,-0.07014909311610877,0.1525921185586448,0.056464143837383025,-0.05122683861312482,0.005416560444539497,0.04608120219608198,0.16701986637588037,0.08088035231715555,0.14054671930418847,0.0891753130495598,0.05676515672551439,-0.41753226205299715,0.10551210961865742,-0.009961035226293624,0.0892318521412841,0.004303470713871084,0.20605433071733992,-0.07299643199605581
POMC,0.037358533134444274,0.16732203549476368,-0.029105415557382015,-0.03932497710626104,,-0.009149387078415097,0.09257241565127934,0.017937378574282143,0.00030495059763141567,-0.04040863582151829,-0.004625023501773823,0.008529597569646151,0.10048437521496827,0.059501297243717284,0.00039410735890218443,0.04257627235904611,0.02049881933606247,-0.039052596863168094
CCL18,,-0.051218086846830053,-0.06317886384662687,,,,,,,,,-0.13934781787283076,,0.05149828663419785,-0.07749550768495754,-0.12840470618250907,,
CCL17,,,,,,-0.039765122999025904,,,,0.04725130023589695,-0.02186370106940281,,-0.005416192736144553,-0.03782834066018585,0.008337448481515124,,,
VEGFD,,-0.05770781361046914,-0.020891903073732045,-0.011562345954228002,,0.11394483488334656,0.06437980421163263,,-0.10049283048911517,-0.012703754312395319,0.02971463099013053,0.08988781672589749,-0.03695039601699438,,-0.032371585597398334,,,
TNFSF13,,,0.018695799246983846,,,-0.027429091874995943,,0.021293014740159214,,,,,,0.02508812545811707,-0.0017165766394127541,0.06291313512384027,0.0665092809856317,
WNT5A,0.015224518317323863,-0.12515984013330048,0.0071884985736697824,-0.037591456616751596,0.042394288497632465,0.0424755459431277,-0.07728318528800782,-0.04476034036147748,-0.2969480571176202,0.003689406914538365,-0.009103296476556234,0.052557686736059164,-0.053735094345966225,0.02089906162644633,0.07161322890511532,-0.0014640696702830367,-0.0683226186408849,0.021973987943321553
CXCL8,,-0.170212818267518,-0.055488490081120494,0.038731928253566784,-0.042301551638130964,-0.018161992904904282,-0.1182994421865225,0.0139542500905487,-0.10560200445078366,-0.06879915866698458,-0.040901757472128764,-0.18350483285517755,-0.11460119461589026,-0.029206657569901855,-0.17420422754309645,-0.06840867714380408,-0.11768693518464005,0.040666943092453646
GRN,-0.11051885595559137,-0.1246928003375556,-0.07322483194279909,-0.011262356399623157,0.06926142295651513,-0.0009808199590948636,-0.08663901267856836,-0.08762209948718791,-0.4161239877938259,-0.025927068800197323,-0.03222620461185083,-0.2845995715522005,0.02549813315083821,-0.02186241222064056,-0.02441260725538638,-0.05601395317158461,0.02020611229576894,-0.07633743092018515
MIA,0.051560170432813496,-0.0012210403949721247,-0.018326557955131485,-0.016701742806031466,-0.017426822108688268,0.011198501398461264,-0.06326742953533498,0.026850598487078055,-0.15180765750007866,-0.08620721011036649,0.044011722737666806,,-0.01703262692025033,0.11886522194294516,0.11615458533680385,-0.036991209779536294,-0.023517664384890603,
COL4A4,-0.021319234280609244,-0.046801549036891724,0.007125861914710405,-0.032376625319583074,-0.05210061708641422,0.036958896618572275,-0.05817106254086276,-0.04429478600955867,-0.059111862066547956,0.049061339932923956,-0.01855969158149153,,-0.02514922037991171,0.06344419037123664,0.05458346750880188,0.03064424899861554,-0.06598688316518542,
TAC1,0.03203963036747128,0.43048096576750045,0.13468167158733943,0.10751520107486397,0.054770902620163285,0.11234749836787203,0.2394676420676878,0.1823500368116372,0.49112781951668943,0.20438370604941827,0.027219584101766076,0.3130147045524744,0.3598376155561521,,,0.03048221010923327,0.19257629065900855,0.16827182003678046
RARRES2,0.08229945227724332,0.03155686183221335,0.024413784089585847,-0.011780054283905094,-0.0093196686241462,0.05492867034956914,-0.18821648581384035,-0.047827968794888896,-0.42672345592160543,0.1073345813859304,0.02768458295032135,-0.1202466340304108,-0.19581248591820255,-0.014688092796050692,-0.10648222660730229,0.03840257301893843,-0.10496135952637788,-0.002253544410685039
FGF7,0.151137236393443,-0.022527519053465003,,-0.016770839140571345,0.006978986324696785,-0.03051554485913684,0.014004109945509755,0.03667933332983622,-0.0852460987980718,-0.04190726548169497,-0.019959915059625643,0.033126911490522604,-0.031616127531714965,0.12005256619042663,0.005526337615748671,0.08107414933840254,0.09324265896971459,-0.05243266339891282
EFNA2,,,,,,,,,,,,,,,-0.017833992920545605,,,
HBEGF,0.0072536645996951225,-0.07375165142711246,-0.013323649811621536,-0.0051006929774864,-0.010485899197026884,0.024239992302982162,-0.11157733453894178,-0.028537404935367546,-0.11713445280779314,-0.1510536128739715,-0.03085583530458803,-0.21456472045154942,-0.0892165451075863,-0.05334443817422258,-0.003162728616436731,-0.029152231760367305,-0.12590144864636196,0.056106371429794695
CSF3,,-0.05809293962979461,,,-0.0364684514822632,-0.04739655937298386,-0.023841584431743928,,-0.016763159583830893,,,,,0.003943940189209022,-0.07950305620473976,-0.03549650709005113,-0.046371504994808584,
PI3,,-0.06881974986777331,-0.06159887239286035,,-0.07959247323522194,-0.01654846070795232,-0.04830531787286316,,-0.04951987898202722,,,,,-0.06051803885702071,-0.1635085889378731,-0.06788152715656871,-0.04181629677753178,
PCSK1N,0.03074805107937206,0.30364308713048305,0.09813807854796922,0.10495448448314892,0.009104418164077364,-0.03749894022735751,0.0815403635066871,0.07402521976003802,0.23982552250728556,-0.09791225964895921,0.07595632933251494,0.4335620899321455,0.3670106451447752,0.1268370804374846,0.04960400431000265,0.16044909624664835,0.22475503495213542,0.20894188064184488
NTS,,,,,,,-0.10859709728451275,0.020963175206169644,-0.062428136991654164,0.022168556703296455,-0.03229511541130239,-0.060513780971986134,,0.07598575606277884,0.001847140276023945,0.03165692003750751,,
SFRP1,-0.026784752863671307,0.10099749960229802,0.0013671514952131106,-0.009561249409975398,,-0.008855288950437126,0.07168587962145578,-0.06893251415508884,-0.06051505345765527,0.001970251424835854,0.039457018269763486,-0.14982753572700716,0.07456235142031549,0.14385475511876175,0.05622149597513122,-0.01811780823761557,0.011924459704940731,-0.01901027122501666
CXCL13,,,,0.022649990500178088,-0.026480410825131213,,0.011613058883931226,,,,,,,-0.044297787112334265,-0.020937868493079072,0.021280063555201394,0.02198696100505706,
MICA,0.012749689738101092,-0.0829715841110713,-0.006963379003104852,-0.055788242452425245,-0.016970277771163195,-0.030040221857214534,0.018211894341357844,0.023519494766112484,-0.13046584610436562,0.04343674520579848,0.015773753221040878,-0.032693497951004916,-0.1218799894075472,0.022612935193148026,0.0476865222396951,0.0075441947079243005,-0.00907532074127982,0.08545932096808344
TG,-0.021319229476237714,0.09653663505790686,0.027028675746478867,-0.030095017971956933,,-0.037443135955728395,0.012418474243257071,-0.03282492043729747,-0.01812277816641545,-0.05084423136087278,0.05288266147438474,,-0.04419059767198659,-0.013734034420885511,-0.021411236037669864,0.055110832414935154,0.0011346579674421002,
ADA,0.043138454910304845,0.04132811096890773,-0.0075019160802763185,0.024922413589995165,-0.05526494165930151,-0.009318783201795985,0.0018976704739507963,0.004486228296311803,-0.3062297642290235,-0.042179162855748596,0.06911510187138321,-0.1454038685991605,-0.05554904813186066,-0.007467138211887986,0.023652480386829166,-0.07535862024751586,-0.015644320058337075,0.11617113349394387
LAMC3,0.05072678640539494,0.04273650687831178,0.012370160776082226,0.07440368285234021,0.07458645523402602,0.04123813977465965,0.0755019461148424,0.07040006998741564,-0.23043094613655563,-0.07004478323752099,-0.012720649642879075,0.04867385120788061,-0.01045974492548783,0.04836328873076228,0.0318244967818336,-0.021293042128039976,0.003768965580497698,-0.07940751003099004
CCL7,,,-0.030772154324389525,,,-0.027071327471996004,-0.03625969227323471,,,,,,,0.09569437087456388,,,-0.015912267141243545,
NGF,,-0.03346899389958426,-0.0383787738581393,,,-0.02528735043680266,-0.005957763732813871,0.03123305137607388,,,,0.09557857052545778,,0.012021515245488437,0.018768805227219444,-0.022465278511671606,0.020918023775319254,
TNFSF15,,0.015998491349026683,,,,0.012367464783844461,-0.016332797201357194,-0.010505191406695638,,,,,,0.04215831510634612,,-0.017978776618787832,-0.01927995049361349,
HMGB1,-0.02013897127433535,0.12547449917440495,-0.004587867440208531,0.012433740881539857,0.03174579497403492,-0.007810258944307535,-0.012749352303934026,-0.06709987782754345,-0.3583829040831488,0.09278733677289511,-0.05995701969025729,-0.20837481835480737,0.019496504260553025,-0.05427665453200107,-0.0024112826548807267,-0.011625390292042848,0.027014661810344325,-0.13773528617361083
ITGB3BP,0.002459191037566191,-0.18771998521702854,0.08153022532837491,0.002419458862663947,0.01282658827472542,0.028246832596085555,0.03573162634293272,-0.08037066573338897,-0.31205565711341793,-0.04812198814923816,0.00787244314089271,-0.01862168088700252,-0.16544586334130823,-0.02339354424297741,-0.02259451934679368,-0.02617905801284736,-0.08569999905860368,0.0842536477120656
AANAT,,0.0008211003511663292,0.07605869656321151,,,-0.0059068956042741825,0.02386146647105824,,-0.019120751475539786,-0.04572451439744584,0.050643949064942066,-0.048706640648661696,-0.03361615258742161,0.02352682264736993,0.048013063307172296,,-0.01949745963479934,
RELN,0.03626252693414174,0.19133455418162595,-0.028195437477841857,0.043535483662199365,0.012945929906710282,-0.008946373411175308,0.007990865189105986,0.04428829723606343,0.22008949075909026,0.056316094054600016,0.060126150272098826,0.05773411990993643,0.14250799104094491,,,-0.007617240928045792,0.02937412733668729,0.027560996321020288
IL15,0.11753663370065628,-0.05885695121680683,0.016495988702634114,-0.03834059246933833,,-0.00895284225694863,-0.005289220509875252,0.012124441091210775,-0.1224967039026307,-0.0010477525741117138,0.08784892407707864,-0.019007732533607324,0.00046219727555596755,0.07364000013212928,0.037319132364173876,0.022132411921373916,-0.053565934773058835,
UTS2,,,,,,,,,-0.15551586816731874,,,,,0.07918055856237444,,,,
BSG,0.06356667449511821,-0.13853407917197122,0.1248343188840481,0.024469357260033225,0.04550195244247369,0.03144285351428719,0.005650923341686099,0.009386471809674293,0.19400510901871074,-0.13901435851757063,-0.0463357204214078,0.3457062785578005,-0.29101114304141396,0.05920330382749604,-4.051651111657005e-05,-0.024341415554833896,-0.0627440197613302,0.15412115552183242
ADAMTS3,0.06246030065583962,-0.07948565114813647,0.030817494631377333,-0.05287912851385127,,-0.02808871398225462,0.0092242393866667,0.09770899215355945,-0.3746240531587839,0.007572325312410721,-0.00930154312860855,0.088934023775605,0.06113755302375702,0.019111560166763096,0.05255519568113343,0.016030307817272275,0.047543002196568436,
CD34,-0.04047738773106185,0.13084111996899286,-0.0014652842879061957,-0.02715200445908519,0.09564329595807851,-0.01800723681671556,0.04441623707906423,0.08092618634077785,-0.21784700046309358,0.054592773337212006,0.01959453466690582,0.007756060002272179,0.051237638137918845,0.0049922179165380305,0.03838915523192135,-0.006755762985641522,-0.007870505875001411,-0.017542102423338722
CCL23,,,,,,,,,-0.03459718029923788,,,,,,,,,
PLAT,0.11892420362548223,-0.01572967623437797,0.03549114128625917,-0.04472884905633006,0.01672409120277128,0.014584329135048917,-0.022447194701958016,-0.06423426583378439,-0.3521749993839892,-0.1984221429864001,0.01208412982032226,0.01480308561186653,-0.1599848928180045,0.131437327900323,0.11294119882046866,-0.03261866275182772,-0.01535348417226987,-0.05816272661762173
NTF3,,,,,,,,,,,0.012117546328971213,,,0.020586652514628188,0.10688867073240615,0.10173368135703995,,
LTA,,,,0.08077354400214395,,-0.03469660525826843,,,,0.0031521439415270443,,,-0.05193388437583733,,,,,
CKLF,-0.029332906002330426,0.008133388911879461,0.0581420355497097,-0.05807948572104111,0.054361509896317876,0.016543515565734336,-0.11754234198449548,-0.06584495408567238,-0.44836962203586567,-0.05232750669846701,-0.05959864533456214,-0.2197728081888024,-0.22716072656896494,0.07526926750281536,0.11169413521364549,-0.010682731658776163,-0.03512633642007484,-0.02342886061630677
CD24,0.007719857929880982,-0.10831071769494816,0.021377689649182956,-0.04538626690781137,-0.01725919510380907,-0.04534100877973163,0.03284690592296909,0.0019058486538682355,-0.02758718731719554,0.030018269315878646,-0.13984296324137105,-0.031283631376894924,-0.003951147268472302,0.09200648018876421,0.12951633597226112,0.12597958134700746,0.09929559519954066,0.13664650583589305
HSP90AA1,0.01995975067171959,0.12590354836497494,-0.013994420503605224,-0.014998504280538113,-0.028570696019408592,0.0471618318430708,0.20245045274477708,0.18520301124425306,0.44882546746928076,0.0039183095413915115,-0.007391700699996142,0.4582044360910076,0.40178265083177445,-0.10297299348968121,-0.20269147398185414,-0.09431698092561798,0.18708315887020655,0.09439623423484092
BMP4,0.06184775574963284,0.15761946310845174,-0.013327491570439606,-0.023461186437510072,-0.05094865763669253,0.02371569252863633,-0.029854724169718974,-0.037881327701771876,0.06367685808401186,0.07310941245921868,-0.05346396858960707,0.04531091664579784,0.06172314680243257,-0.026301922145043247,0.06802874633229358,-0.08228058945979343,0.04372045054382098,
SCGB3A1,,,0.018290970307234786,,0.030596267288012527,,-0.051525081421768516,0.08190867103319735,,,-0.02586949331382509,-0.023698575454695565,0.06467372586393487,0.10818764039502705,0.0008861406146863338,-0.042893061195938005,0.025331834300133194,
IGFBP4,0.05256525919923651,-0.006395946262134724,-0.056919073733754925,-0.005522778982285987,0.029816391252667204,-0.08953867600849935,-0.035582829261028015,-0.08797691410820267,-0.24476862553233078,-0.1123406130314602,0.019462594656440638,-0.15903692466201083,-0.07949092376329994,-0.023498602228242668,-0.04965397374226427,-0.08667353309009396,0.04305145016569861,0.020768377804533944
RSPO4,,-0.0408858074159419,,0.00198097015670549,,0.01480617759804235,-0.059468319628728665,,,-0.051218261571994134,-0.015319710520021564,,-0.05063603149496225,,,0.04175878928758203,0.004553924137543604,
LEFTY2,-0.021108440320024086,-0.02462559823306764,0.0008122731450559591,-0.022403785087286125,0.05016544888595883,-0.06227582159959273,-0.035771613405334766,-0.006347759937917915,-0.2674954761503158,-0.04205356779629777,0.03537247408729142,-0.02641121688702854,0.009607076303753733,0.0154936381278742,0.03631376923446123,-0.011668445499751825,0.10976802889744279,
PF4,,,0.03284981473942546,-0.020132035503420364,,0.0017301934977002461,,,,,,,,,-0.04380435834972302,,-0.05447714868194473,
ANGPTL2,-0.07631048358475291,-0.01665471078842968,-0.0077080538035223896,0.03001066757771009,0.11733432989786442,0.030740325160732523,-0.04291258050114945,-0.10815221638038526,-0.30364626942230505,-0.01656456382277024,-0.040328915187796445,-0.30710827421842884,-0.30037449283218487,0.09746745456022093,0.0934260812025032,-0.05638716960198446,-0.01958427481928766,-0.09449219649853541
LRIG2,-0.023102968538839523,-0.0873148823907634,0.06042494031601466,0.015614011744824182,0.02802763981719939,0.058560958955457855,-0.019336388464543264,0.004725294621934579,-0.18999831305181797,0.002020967734608621,-0.054808324449251516,0.07884426054043762,-0.06893522856461513,0.07023297176156691,0.06288117728056417,0.0040241074424162806,0.08172237181688993,-0.09119607698041603
ICOSLG,0.024347900580712657,-0.010373368351026814,0.02248945937264049,-0.06695181458399191,0.04036292839893918,-0.01587115730357196,0.0008966019600469669,-0.06654062232258566,-0.192637702986843,-0.044944461531983844,-0.02239517627760228,-0.11965089809062804,-0.09350519527425752,-0.011551901432468164,0.09813933606878326,0.003745356657992266,0.02685662572783797,0.0047861044419813484
WIF1,,0.5055770524867248,0.07865276656030415,,-0.04706025482594116,,0.08416152756438189,0.0863992346272995,0.49869952322436767,0.12148927156568988,0.0873838475526109,0.1847789745849402,0.31539667406385774,,,-0.06836011304720231,0.02267107738744943,0.3915519490898201
NPPC,0.12052076073677666,0.012052819845750583,0.049447658871856266,,0.008251332189015234,0.04888149177433721,0.16861429489817176,0.09299780329778877,0.009785762342877183,0.13006414051535947,0.04225594221690177,0.20099083223956385,-0.23274784507257312,0.08515988977464556,0.07388654853889569,0.06010758294322135,0.08708945821095664,0.11843650050509624
LYZ,-0.05304011448746474,-0.04292454775666159,-0.0182677165117486,-0.0026177766146926254,0.02216519535167629,-0.07920255221756878,-0.12525140643570906,-0.028876558322548082,-0.257705221387124,0.08295609328714794,0.002333912708166221,-0.31461729246986775,-0.05550540777680732,0.024452184809776994,0.03434400907103127,0.013594386414820466,0.026840913187286628,0.09651406190205569
EREG,,,,,0.005714177119724789,,-0.08368603573570486,,,,,-0.06606907270228662,,0.026274063156008772,-0.02514121321313765,-0.06527382881202516,0.0342092466112784,
SPTAN1,0.033549422062535764,0.1906981922849097,0.11235238044916841,0.05569539072500255,0.1148962922336011,0.02119145426933708,0.15188211632978163,0.14276435845216867,0.26026607499966603,0.09065776983483996,-0.015004142718900852,0.43290267485481,0.27930349081006905,0.04627676881225946,0.08594074689320987,0.10957879339985808,0.21110999034080483,0.2560832641605201
PTH2,,,,,,,,,,,,,,,,0.03396948793665994,,
LIPC,0.04426226583901934,-0.049964585061855527,-0.03470442168360392,-0.008461834211652699,,0.017660540339589387,0.02255737055386285,0.09175995732912721,-0.0827369157381065,0.011774397572550816,,-0.046889110067366596,-0.02906246914457174,,,,-0.0366640407862552,
COL8A1,0.0665009060160757,-0.24974940966641265,-0.08905604384286966,0.06042920248694106,0.0348218089901754,-0.05199649727746651,-0.11623841712789634,-0.13443404792185212,-0.13868927144336818,-0.02588246301603231,-0.012747176819961036,-0.261455238172447,-0.20013941332042465,-0.010592134233096191,0.0024783968336921486,-0.054954360922798505,-0.08379549771991564,
GSTM2,0.02747541658993045,-0.002314152902161519,0.07421171482839775,0.018000467231538076,-0.006448120022970872,0.004567721736499427,-0.017372316757306525,0.03544048138715338,-0.11841988073849079,0.0013424056840915218,-0.035923874521674184,0.021505285730104132,-0.10473376838059173,0.05131719044429919,0.06804128825360208,0.010688653344464182,-0.020509356431883893,
SPX,0.05243701341578671,0.23275880261655488,0.11497361963585626,0.04433833141889309,,0.020619789989850097,0.1737980595275767,0.03915404351390734,0.21249917223032846,0.07183119130450817,-0.046414087016270644,0.1371942142131104,0.32250433200288026,0.038179371105486484,0.054329448465782984,0.02176682033173042,-0.03985438060677922,-0.055799465150228204
MFGE8,0.017175159685499916,-0.16205057104544823,-0.06781308120344276,-0.0044810192088615645,-0.025331966174081157,-0.02834274871630264,0.06989791602901622,-0.009253803269549755,-0.10489021214351171,-0.09829146834721744,-0.051748567729361865,0.0773875791876029,-0.10170063797280454,-0.05829533951203842,0.017835783183315124,-0.12072023499394335,0.00884355914697262,0.1442502802186101
TGFA,0.027612102243411377,-0.20905385009504673,0.12890961476788862,-0.05075251249159585,-0.023464887737095423,0.012631646917275818,-0.04466590292634317,-0.04240174495803161,-0.2391575989204678,-0.13312027330304627,-0.00842228327037828,-0.1616903995202281,-0.14046424066108218,0.10697145355365253,0.05321773222243768,0.10487296757576142,-0.005752864281335645,-0.21498569960227498
SLIT2,0.01936984938915075,0.42292257944390876,0.027889788371762862,0.035333999683457115,0.28043565534566084,-0.004208889946923429,0.06426214481099192,0.1299664723862845,0.19579360178088273,0.11688531229329827,-0.03623483383527466,0.24652828232791216,0.2679290216020419,0.0766533703146032,0.07182709685491119,0.03308944634023178,0.047024810601137876,0.25351462313713274
PLTP,0.054448287447577993,-0.13442121194710924,-0.06059303472357355,-0.034258652649755826,0.09015937646825457,-0.0194976007284306,-0.14595245166036327,-0.08404331691525486,-0.4125826100938023,0.019293774775501673,-0.1456525725010828,-0.3997057951841046,-0.06680827721041332,-0.011138338607679713,-0.035751846766931536,-0.08805093498519348,0.011328396662665611,-0.16129526841493153
APOD,-0.05399111588490747,0.1518853534744762,0.06271301302865612,0.005925761585935452,0.04885675012625052,0.025221530076851836,-0.04019858754920363,-0.015256596880273586,-0.40195365122942484,0.03831211996613584,-0.0392864764142749,-0.32221970038151954,0.1976971819220504,0.08587928493141138,0.14412856049450506,-0.13460588278318128,0.1047124018949583,-0.19637606229770035
B2M,0.04295423196441238,0.055725283374447404,0.004798986760791655,0.1292105074346753,0.08747437019023596,0.028978767284296318,-0.14791047654277284,-0.13824351372582525,-0.5335366514999702,-0.042602148496905946,-0.15313544873626017,-0.4853131704762673,-0.35050111345040846,0.04756462841737368,0.09976605168688475,-0.10004896221730755,0.03563455134374176,-0.27105769574688615
OMG,0.04505808449568337,0.256461522698282,0.15545654651856364,0.055805153679281884,0.06160399730438386,0.050361960483512026,0.08875567144634533,0.006205330255414869,-0.07825621838146075,0.11615970182178806,0.07548394536487198,-0.010925834548693563,0.30345261447045574,0.013436148010117471,0.16902425781737515,0.018074361611074636,0.19625815754486564,-0.13358464763641723
CXCL3,-0.017168443114131078,-0.11765729592197466,-0.058239114371302594,-0.04138954906518914,0.04821027727485003,-0.02881990909866696,-0.059808552332306496,,-0.050119903953214015,-0.10170444059079448,0.03857673166951165,-0.04022364828960678,-0.03740180127020419,-0.025540067457358703,-0.026734386972899364,-0.02084399365607559,-0.10161329933231752,
CXCL10,0.08337566318133978,-0.01789934953334348,0.10242635309252954,-0.021028099080540725,,0.01723532110767919,0.0017750442367830278,0.024686244102900035,-0.36321445612580655,-0.07414949960926062,-0.012474320258712169,0.003927594705890023,-0.047404350563386405,-0.0011183873099635503,-0.011696071744113455,0.04184738333684049,0.0390233419040599,
RSPO3,,,0.10534784402022092,,-0.036468452619754864,0.04882807776267175,0.16161709968671065,0.06849023712558312,0.22345046756812428,0.07028294411481804,0.1400835579307843,0.1579161810910319,0.09253564547137268,0.010940793956560451,0.09320366456892233,0.12366960175021709,0.09322954455924731,0.10162688697687915
CORT,0.0004014277093414039,0.10610245177688823,0.03764011438964303,0.03872987376959115,0.1316583981095464,0.0757332712738545,0.10891608121138988,0.011118698957626195,0.24678093091763034,-0.007341551913018747,0.01696646900098076,0.013339934612101728,0.019001649646184664,0.0736528461710519,0.08016905456905417,0.10369708093692913,,0.1218529640873059
NCAN,-0.04235398680333359,-0.026701282786162163,0.14781480946897468,-0.028193642994423517,0.0450879857689288,-0.06940381371618407,0.22723002887329047,-0.09254033574867675,-0.21238780385957196,-0.06351360916144448,0.052491905740232055,0.2695966588044479,-0.32846176561721974,0.05484204929923816,0.18239262797719383,0.061192168894066715,0.19657993300310633,0.05808574912585274
PRG4,,-0.06256110159851189,0.0304120944896578,,0.01439974325372806,-0.027071331690660536,0.03050993189930203,,-0.06592556188007566,-0.04615516183023543,,,-0.045695845618308355,-0.01840769213715993,-0.029575699902659073,-0.05423300513556129,-0.016621072378750195,
ZG16B,,,-0.01896052846293654,0.06984829897654572,,-0.001976961808714024,,,-0.012191721301662156,-0.008916005286789451,,,,,,,-0.049932071242955886,
TGM2,0.013662815139755473,-0.05826757047988231,-0.09569763391447143,-0.07602672372602855,-0.05841574358864994,-0.04022207136485485,-0.052474193760152756,0.07041615088486491,-0.14657247793359415,-0.07358635109532473,0.010818234208543828,0.04269033065403669,0.1492585872005007,-0.0117794280488046,-0.07279195200252435,-0.04886689349511815,0.11747943235143538,0.0020462149742544243
VEGFC,0.06671760693672903,-0.03056417432801907,-0.023826263218125296,0.02195044742386309,-0.0432096811037108,-0.04165615441837745,-0.03601537346272683,0.05180300959938247,-0.008876387709934055,0.03532295032306782,-0.015546569289770294,-0.06320658402574827,0.03740549248601986,-0.031921785615310186,-0.009973474933589693,0.0103610423658548,-0.06726242955579637,
WNT6,,-0.0364110731871985,-0.05278963950384692,-0.022403785675262338,0.03817226540394284,-0.011923147782763,0.02389204940168055,-0.014708383743160667,-0.06002805948049951,-0.0055906884154657424,,,-0.021880661954079506,0.0034583139781180607,-0.009992607111857753,-0.006487499539724005,-0.02417769937276203,
NRG4,,0.10205273051641525,0.03430972755804246,,-0.02733506561601143,-0.03294704906923827,0.03316332418624002,0.00633874092271993,-0.02625769204518391,-0.0004929781742766316,-0.01797321305689425,0.16479098601115744,0.09279958812910236,,,-0.01898647568910468,0.0400386806032223,
PMCH,,,-0.013761811424585817,,,0.0776712358421357,,,,0.08886972924124704,,,,-0.034324338610156914,0.012470063638067172,0.06682712188473917,0.015086154496250243,
COL9A1,0.0641485606150122,0.00019669084943284192,0.020977459091865314,-0.03666029332020388,-0.020728879242440885,0.007149470867220994,-0.00830191612346408,-0.020760286448434508,-0.13120271087327823,-0.06941007298770173,-0.01656166910820205,0.061312726658806056,0.03805654487847223,0.049774121731015954,0.13920001269214136,-0.08481746219464509,-0.05127999462246974,0.0464313460260782
GDF11,0.04264369652029195,0.023281084236690647,0.04697671053247837,-0.03810515161152931,0.055077875285453916,0.08162772229842308,-0.012821834186060178,-0.025359987017950416,-0.18548223103373157,-0.023288948205783346,0.029339847867455728,0.05258234210103765,-0.1348632583865914,-0.01244912639830786,0.005403128011514461,-0.0059785790382824834,0.04194215112788964,-0.021278740880891985
IL24,,,,,,,,,,,,,,-0.04296570807845349,-0.04310592012679134,,-0.06032660455196467,
