,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,0.0397692477818989,,,,,,,,,,-0.03069620243850585,,0.10849850445613297,
BMP1,0.12056769642262022,0.04753470422107582,0.08822413390913808,-0.015760158292394813,0.1693958231691105,-0.021877572521202863,0.01427545395765059,0.05102647952857051,-0.02442978743724759,0.1288643103821521,0.17506672777694296,0.11412501714942859,0.13222354303637193,0.009870779566461813,0.007303940526487903,0.07622064395571976,0.18792860945086734,0.08540587593785602
NDP,-0.041269443402316516,0.013993049213519935,0.09245631166934981,-0.006471610813210417,0.015295537158005601,-0.00836830778519514,0.02328360612650632,-0.010198055409405696,-0.020931199120473698,0.07110019711740043,0.03985973103711917,-0.04928537962492325,0.02534102315699815,0.03366468691896237,0.1512401430716051,0.0026512429524378745,0.07118859521849429,0.10629732105819135
TNFSF18,-0.015705251835966133,0.013775993041677235,,,-0.005010970383351653,-0.020619583804061967,,,,0.05309027413799389,,,,,0.06320660477722925,,0.1036351857688809,0.08389751419306916
IL36G,,,,,,,,,-0.013752906873795209,,,,,,,,,
RTN4,0.014819391543421304,0.029402994431482053,-0.02468108037346422,0.03316236447674379,-0.12415145121592933,0.004716041421315312,0.01744776301408053,0.056163505580159354,0.014415637890675626,-0.05453571841875637,-0.0080209847283139,-0.05278456606082181,-0.05854819924172907,0.017803032248672433,-0.10138632339628345,0.015350791860509763,-0.026171395633911763,-0.1094893797306916
HEBP1,0.06354559349561764,-0.017252357487624666,0.015047627839866653,0.03563116931045124,0.04939925218863098,-0.06257454797904329,0.0032506626791819777,0.028459233505386535,0.00447657868183253,0.052733884110819196,-0.03854996191526083,0.027395043899107414,0.07918987285978724,0.017607799532907916,-0.025213083700729805,0.011927603776680184,0.07398818217216913,-0.009236310393909332
WNT7B,-0.01463762393569981,0.08234374922891752,0.03222209316253499,-0.015570522993371047,-0.050843579885680903,0.04330719534709702,-0.012031755140178402,-0.008378669357106116,-0.01511602955853606,0.05762372062084433,0.08313933816362058,-0.03772053282287029,0.07734779879903525,-0.03120747527785315,0.012138949405827618,-0.04753953679355879,0.05896235033224312,0.07217003199970164
PTMA,0.05293701186464436,-0.020781144243863712,0.005349592094999353,0.0014186031861568129,-0.11905696531564235,-0.03220771430341527,0.026864368351138857,0.0498963224221491,-0.001138420647789956,0.012258304354362282,-0.05059288637696582,-0.025687688271473184,-0.12511953445444993,-0.018111403027720397,-0.2082856986539089,0.020426316980264182,0.07323604346601441,0.017934192653937406
FASLG,,,,,,,,,,,,,,,,,-0.014618598972648897,
CEACAM1,-0.029163040841785972,-0.016764847915083664,,0.07865268760747761,0.03239635673376236,-0.032429693037089924,,,,,0.02514438865350197,0.05187740469503491,0.004193696970668575,-0.03563148478297951,-0.021889015864448774,0.003874190237303405,0.04613184717136517,
PDAP1,-0.046582742873548084,0.00018457858150921266,-0.04559846878781136,-0.0010208204990590562,0.12893603169996304,0.003712339615384444,-7.416078204568519e-05,0.03415589653198781,-0.012801461090814606,0.047103608131666995,-0.021718018277701135,-0.015533893108419124,-0.03670082866412497,-0.04154237952533033,0.019029749385119053,0.030926227699443504,-0.04426613058471625,-0.038696906972235594
QDPR,-0.0799987894126555,-0.01548009575121657,0.08395351478735237,0.0026392010208223715,-0.13105347447342597,-0.014705797697960194,0.012305551023029711,0.05169077796734973,0.02101827834994747,-0.06911076146702422,0.14833277095959194,-0.09280247185985671,0.0005340931755143536,0.04440596812601412,-0.13917253701343815,-0.00466604039855432,0.0642591883023146,-0.08656757575699317
POMC,-0.009329654931615479,0.015788817235147575,,-0.0067550802680011205,-0.03234095813178014,0.023773395958649513,-0.014007749004166218,-0.027201860737835672,-0.029465750382597022,0.06376688830055952,0.03377365255701098,0.04190540747823737,-0.07885164470274054,0.06772923153568614,-0.03697072002893089,-0.004426689459561047,0.10853913948627265,0.057779698624463235
CCL18,-0.03639271952900569,,,,,,,0.03430052763395449,,,0.08607849287564318,-0.02398487620697593,0.04260304643812127,-0.0023319022173385055,,-0.03164350550789981,,
CCL17,,,,-0.028662961399171127,,-0.025716635513322095,-0.014891940026191161,,-0.012563670874105688,,,,0.06320195792318503,-0.017334624543511767,-0.04047116974844981,,0.009830910206613497,
VEGFD,0.09167092087182308,0.05894410103522414,,0.02218984394013727,-0.04224948526966195,-0.027398899996486637,-0.010923418103779116,-0.018378676707620896,0.035731880557323244,,-0.017904549032110972,,,0.009600230868096287,-0.042684592685640524,,,
TNFSF13,0.06448235918131447,,,-0.019771069277129766,,,,,,,,,0.027491150674697977,0.020890012669460566,0.13081569117969502,0.07047395461164553,0.08539786625940744,0.016923756874173138
WNT5A,0.07000864917363214,0.05782457666493181,0.12101322874198987,0.03246710301435857,0.1462677611478382,-0.025424051825645916,0.04334445325195657,0.03135190031727691,-0.010246665295391151,0.07789601470713499,0.06774720653077172,0.03390149254498854,0.021210814993277,-0.010991623424983022,0.036278505847518266,0.04730125760183382,0.07801762556265987,0.08546485421798204
CXCL8,-0.044604067413734204,-0.02248367678517915,-0.0737779166209527,0.060776870088321715,0.09870577793261578,-0.04074862061462394,-0.010172361904248639,0.03466183161456207,-0.007428665164847036,,-0.0665427124461315,0.030451157416956507,-0.024152674101766584,-0.12128720334623747,0.0466583801972218,-0.034251792738702894,0.0036872089408310806,-0.00211402796257841
GRN,0.18943665889095768,0.0491732732919042,0.1223975280345808,0.039510385153468004,0.1372548380470881,0.023113332493192265,-0.028036240563345752,0.016133403778339994,-0.02743841512561274,0.07396433616632579,0.08602087552912575,-0.01533358023066594,0.04854094659509549,-0.004465823285019387,0.15294763619971904,0.1093304520285318,0.07648842540325189,0.006074376783978231
MIA,0.0031302121559563857,-0.005819018563008363,0.08759373183962339,-0.0023299917401891712,0.07608885810646178,-0.011727514955915001,0.03302210332669379,0.03923110859999496,-0.018440763668758436,0.08869244193750388,-0.007852279944218379,-0.04687353963431691,0.10780417450295596,0.08455648303594154,0.07367084497999642,0.06859912315141861,0.08059471077658974,0.03220296264500002
COL4A4,-0.001997720100815653,0.0009277158223657495,0.11738141002602245,0.011611491233169992,0.007079515517727133,0.003965283938763595,-0.020869799264209028,,0.001183992899827586,,,-0.030324377678654514,0.026054980634112296,-0.005118390763511149,-0.01911335903683952,0.03775885148580902,0.03354531769500626,0.05589520264499412
TAC1,-0.05220701397834266,-0.03738833106076253,0.06607624145969322,0.0120026478402705,-0.10099130047845792,0.058444131785058355,0.01003961869472524,,-0.008759994533177759,,,,,,,-0.02645301594254714,0.011867897695906748,-0.012348515917522515
RARRES2,-0.06639981633307478,0.057426413204156625,0.012136083547348592,0.01029342888571066,0.12688826649992632,-0.01836233362176113,0.02691214561609318,-0.039920700991139806,-0.002327807423425731,-0.10883965008195337,0.08321008091119274,0.018612538115520626,0.03888186438166365,-0.0908013261259441,0.0030985367804077265,0.01836957641104331,-0.043029966911685966,0.040090515226758584
FGF7,,-0.027102299302399158,0.07810330494514373,-0.019711669849580653,-0.022945848747985713,0.03545760321150521,0.019963624551467586,0.019150548319036294,-0.03379033787907725,0.08166314783995243,-0.12960194915304052,0.011236304535485986,0.014365697139403926,0.030143988214884294,-0.007419828392300015,0.014124950316465146,0.048457047991369004,0.030752297503400916
EFNA2,,,,,,,,,,,,,,0.017001033592804252,,,,
HBEGF,0.1361539094088492,-0.016251565125593427,0.015096278726554948,0.0325705749759958,0.062670522222622,-0.02190226679252778,0.033973286731422296,0.015596595683285227,0.008206333734623475,0.10902417041315274,0.07280377387851872,0.12251021449489141,-0.017166199467442515,0.07750877146955854,-0.0064455525983054445,0.05220159685684828,0.003359409732685408,0.14300820119376717
CSF3,,,-0.02242601404090626,0.008454889062499719,0.004689889011737125,,,-0.02761076826048508,,,,,0.019218573771730297,-0.05583418633605288,,0.050232873843659806,-0.0268856282030947,0.014874579807200467
PI3,-0.03828667532540952,,-0.05313036371999842,0.015820656432724473,0.12189861275445664,,,,,,0.07409107564015975,,-0.03587379770731332,-0.09470361151641835,0.13368864415816253,-0.025558884523757947,-0.0906726996850545,-0.07036082906974157
PCSK1N,-0.019145081090214684,-0.04213453040149726,0.01139968509554877,-0.08817914806319631,-0.08147765385996096,-0.01593282978164407,-0.022220289989483034,0.09704462879671703,0.015420388482302792,-0.016646149957555766,0.09426789963364582,0.02546170327769629,0.012115963427172395,0.05794398093697999,-0.0006876828133033934,0.021108049653961767,0.04602136374215773,-0.04774472306699638
NTS,,,,,-0.03231715631027137,-0.021808158898690998,-0.006003872522815324,,,,,,-0.0180196019546431,-0.020635470199853248,,0.013354195049193204,0.02765968536643958,
