,MGH258,UKF248,UKF259,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
CXCL8,,-0.039695817206236134,-0.04097049834937801,-0.056956031370603816,0.062310946170058654,-0.01921419325048436,-0.06229562354042967,-0.043005234039539104,-0.036143864615037984,-0.001535656630540336
GRN,-0.026192606330218922,0.061037295956206924,-0.018438897347371964,0.05702629331108123,0.079168531112846,0.08767664996365253,0.01249482409460665,0.14479803499154867,-0.017237136790308825,-0.022544571231335356
MIA,0.022071987592432053,0.05918411704995508,-0.012596581344471175,0.07650199644129328,-0.034028315371976446,0.02152000592630435,0.2226674957605702,0.12764858206567448,0.07644608673598903,0.030473343809719174
COL4A4,-0.019091809749473877,-0.0394187021757399,2.8429252005465566e-05,,-0.04610012094390257,0.034513805873598966,0.0014513114493523325,0.06437885458813898,0.04570961638928594,-0.03540520960843033
TAC1,0.040094818714680514,0.009913492590021713,0.08957978500365289,,,,,,0.027454131740808633,0.037434749836672804
RARRES2,0.008030649873264883,0.0013812169549768487,0.06205172604665119,0.09173553884215338,-0.05702338852464024,0.026504813412367757,0.019027372342057546,-0.09607906206735624,0.0183725753088186,0.01914782276813223
FGF7,0.005367111303789895,,-0.026994694677178792,-0.03522145706774763,-0.03934308211791726,-0.013207597942334667,0.05046053811653526,-0.0550704302749509,0.05144789185124427,0.028213816438707538
EFNA2,,,,,,,-0.029554397824445213,,,
HBEGF,-0.03147222611118141,0.010732245301348982,0.02468049226697846,0.10309895111578533,0.03969622983410574,-0.032169657294051475,0.0023739308449288797,-0.008827140551284479,-0.011444415095507306,0.09939088034465317
CSF3,,,-0.018151558901170695,,,0.07054152181643751,-0.04299398321253382,,-0.014520833518795346,0.07716073869029971
PI3,,-0.04111342864401189,-0.031324110537252245,0.019647850001937653,,0.015274035609192509,-0.08998006099556353,-0.025736317206380952,-0.03154894716232971,-0.00892529218905711
PCSK1N,0.038757511282921375,-0.01340249429533373,-0.01901572681616971,0.09160321805457336,0.04486597120804787,0.031655884683518966,0.035327534595359006,-0.054012496598471176,0.03415118870462897,-0.04756378438084531
NTS,,,,,,0.03519258175205177,0.06170004490433439,,0.037711281447309626,
SFRP1,-0.023986293275317146,0.08330089247965022,-0.013287831686745421,0.07784758003206695,0.00862528910238378,0.0016145917968180346,-0.006045532008442439,-0.001166773047260475,-0.021003690420156065,0.0035992310517094397
CXCL13,,,,,,0.025107668360751415,0.04424045673449779,,,0.029960497457877808
MICA,-0.019030526789272403,0.025500126995472532,0.018895427527814753,-0.02810126950823325,-0.05496562690305714,0.06697336349642038,0.05834246129919798,0.09310162247702466,0.034668711084053366,0.02389633394603802
TG,-0.01909180544706104,0.057163768705117114,-0.014339675637560076,0.03772669525875524,0.03714053253479745,0.011859894315164456,0.04040939101636725,,0.0029114213886141257,-0.030280617314904012
ADA,0.020129305950589125,-0.02920605168889166,-0.0376574811624699,0.09930467164692396,0.08782676034695079,0.08564621955956639,-0.02376111154347721,0.07175750133027714,0.05843173969662231,0.025438686137622287
LAMC3,0.028877204418057138,0.010038273078574113,0.014763068787446036,-0.006604143631330946,0.052338261664100154,0.056411497577122965,0.0280861380505054,0.11820520984119949,0.05527625018517819,0.017399677451664153
CCL7,,-0.024857952217958865,-0.01036756257503593,,,0.0707049110766596,,,-0.015216425955197913,0.11535017978345907
NGF,,0.023541683411484604,-0.02375473385921641,,0.1026326603059974,-0.04754010787109334,0.01299282320913196,,-0.008699382498046688,0.14039775451123043
TNFSF15,,,-0.011544787998292559,,0.08898002742820924,0.01037256571272745,,,-0.029680396876268236,0.07181301090354376
HMGB1,-0.03758322031143439,0.07901537802366768,0.010042298579212818,-0.1129668933184694,0.08653739331113759,0.00808877257287224,-0.06692785082484172,-0.06763813543655153,-0.03048681595792525,-0.013516648576355135
ITGB3BP,-0.011904282553047145,0.0009321292876888283,0.008450907613374222,-0.03294262336411666,0.019533266682957247,0.003115448670340995,0.014709120977882533,-0.0019088018133846386,0.01070614156673525,-0.01283550037548973
AANAT,,0.00401245513842667,-0.01050457747353434,-0.051181009088305356,,-0.042628946142000336,-0.03977221479207926,-0.008264334726694602,-0.016099613218706083,0.026612653453723493
RELN,-0.015827612880467655,-0.007842611527885176,-0.01823359404601588,,-0.02677582587883441,,,0.05310374237351761,,-0.06275190588027564
IL15,0.05440858164107414,0.05191698973782768,0.005884509997134648,0.032679953200893196,-0.009327182872080977,-0.0013390360454808433,0.013002978723915605,-0.003071010787149238,-0.00017620711682260286,0.0772605208395616
UTS2,,,,-0.06194250955180752,,0.003692676114110355,,,,
BSG,0.05562972082601843,-0.01208363119156488,-0.04439584330308725,0.11506694295624663,-0.01743635034782376,0.05379148903724621,0.023191117955931633,0.10352459386284453,0.038173424535865766,0.05358175143363732
ADAMTS3,0.058857407897966015,0.046065489748175134,-0.018996532849293025,-0.06331367448458691,,-0.003942166257118484,0.03748363141136787,-0.013676085580201447,0.04450379622576728,0.059676789140703866
CD34,0.006787501035218328,-0.02326257422621147,0.02075888754903215,-0.07871071016412365,0.00498398651529924,0.015614828605367989,0.03466091835065509,0.055363286857775786,0.03672737696588867,0.023922208449489352
PLAT,0.028528307808215594,0.07243637116076888,0.023581258340528162,-0.07360860372668084,-0.06233980424215279,0.003542130126674742,0.07692337757410785,0.08917261070317598,0.029200679227797774,-0.015778558650813578
NTF3,,,,,,0.03150814328537328,0.03833137276261977,,,
LTA,,,-0.013287831065119765,,,,,,-0.021667653122435654,
CKLF,-0.006722289398966661,-0.01640770800246637,0.0350210488932839,0.046760366951113595,0.03384443749372064,0.08434789898475377,0.02181913005417808,0.04187840083476906,0.017122575467784236,-0.05865220237058989
CD24,-0.022335247918496656,0.017676482389807333,-0.029232722097335774,0.046124137687247886,-0.0941706292682901,-0.0021566890337003635,0.04715230276945455,-0.05199189201350674,0.017908866378898814,0.013981608053345869
HSP90AA1,0.012966327966157794,-0.053109292505368104,-0.011861986165827074,-0.02277983247752916,0.060952895456512855,-0.0822510907459459,-0.13951727820084592,0.014294986590681336,-0.10333810463237951,-0.010735712703948267
BMP4,-0.019648239465235896,-0.03239388585541244,-0.031002105013136497,-0.03868158327318632,-0.07338778690340829,0.04087965971155537,0.01743105492251953,0.02480843948349104,0.042552733073437626,-0.0048860244473462365
SCGB3A1,,-0.024857949732196856,,-0.04233986138972451,0.23403467751189297,0.03295513422768883,0.025894648967230236,,0.020692569297092612,0.049916003419149285
IGFBP4,0.07718467868724002,0.031119523842931554,-0.006022723489100005,0.041271684283626174,0.06376056601531992,0.01143327049523494,-0.015281990360011145,0.10945381021847124,0.02490714601491853,0.0566915237457651
RSPO4,,,-0.02033935347851312,,-0.04165032036073117,,,,-0.02857736636487238,-0.02083483838488291
LEFTY2,0.056887628072279386,0.029226373565242776,-0.02969050287793887,0.04042162340761278,,-0.020715260369838243,0.041404988649957744,0.1183542648002794,0.0810267863661914,0.026220513364355293
PF4,,-0.025786132562553302,-0.009045494093556969,,,,-0.027088651752386124,,-0.021667648108380004,0.029713780520323734
ANGPTL2,-0.01705448460600638,0.00547945928332029,-0.024815376634105858,0.07556987226985591,-0.0699235232753576,0.037240005708428246,0.035559020045939055,-0.011936122378099661,-0.003005472187085017,-0.0025570732336832355
LRIG2,0.06925754429112801,0.01283931773008705,-0.025086531226406854,-0.007208763869051021,-0.05391855056564192,0.0791453122864109,0.08906008118936043,0.021979269295021916,-0.0031221154523750276,0.025896643552552744
ICOSLG,-0.05913864376581373,0.017371116657561147,-0.01699968757717151,-0.033714273837044735,-0.06774424226033156,0.018341862786543053,0.05511838113642485,-0.05098547793560931,0.04659507887888742,0.0132699701059344
WIF1,,0.012940649924595576,,,,,,,,0.0659580283046156
NPPC,0.0007018131294684698,0.004325496690780506,-0.014031792016072058,-0.052894390416971734,-0.08818169359947767,-0.02831220711513302,-0.0431875367484897,-0.035546005931825546,,0.05261046870288148
LYZ,0.0246025315222488,0.006765726989217224,0.03582912043356002,0.12756579520905487,0.003457628810756377,0.035520616779809375,-0.010359442942587463,0.02162010466772102,0.04441950072003284,0.025092691498209366
EREG,,,,,,-0.011300816925615983,0.0094050198056758,,-0.03272316766039303,-0.0399090528176928
SPTAN1,0.026517850631063513,0.08155740973992051,0.05497858578682244,0.004519904353631719,0.029144058789240406,0.011078677919951693,-0.038973678469886405,0.0379656450824494,0.05917126658079569,-0.07592379079227736
LIPC,0.1154563709204727,-0.031569004007211236,0.05408389970073874,-0.03813497901088395,0.059335730889079154,,,0.021103236626859177,0.03639986247495188,0.04272826181163801
COL8A1,-0.016950062357679214,0.02817875854879112,-0.012632136027841762,0.016445709962658754,-0.01571878407362917,0.025434327906209725,0.09714288085158423,0.04134333771079543,-0.05745072651270392,0.0679941115901395
GSTM2,-0.0331406760783112,0.016789249849457556,0.015886391957056788,0.06491488040356008,-0.13620804034597128,-0.019883013937792987,0.056634686334452136,-0.06280634437352557,0.01929832149702756,-0.0011737555656231328
IL4,,,,-0.036453400404329935,,,,,,
SPX,-0.001863082046316577,0.062098456445755276,-0.026636343906204726,,,0.027800048704609826,0.002671447521815598,-0.06285679133507124,0.09813051827285788,-0.012977005604479657
MFGE8,0.030343322934345673,0.012942045779866027,0.04850941201191383,-0.02094429199999358,0.07514509791364353,-0.014215798142649944,0.07134761700493895,0.08542934671672242,0.03637775227296629,0.04125870884782778
TGFA,-0.03467470131443911,0.046793887776813044,-0.018139805485385033,0.005147923197864419,0.010629378316845817,0.018195702038499965,-0.03935251453246023,-0.02409347433533113,0.03629758578874347,-0.012765225046732243
SLIT2,-0.019648236321222926,0.026899224430799222,-0.03078617263638397,-0.026647871543597962,0.0567120917831629,-0.0017349261067602815,0.053581956391535214,0.07096368325405139,-0.05092813997475841,0.04034577117801952
PLTP,0.046390281147931166,0.047118118621727746,-0.014614327836331206,0.13073475210646576,0.0048899929960097895,0.05288733785127564,-0.07968178951956924,0.058759520555157305,0.0025911330591708447,-0.030354885788107404
APOD,-0.023294801243547162,0.0192999255347081,0.058632069294767025,0.03277050678116543,-0.017776740327052776,0.02386050760975661,0.07645915946567379,-0.06796371516619894,0.0277026785016837,-0.04336169772266833
B2M,-0.019972914025161447,0.05050530505382577,0.03432965166649703,0.12025587472594028,0.04027800485020737,0.08549382989842631,0.0491987960819516,0.09699867068703533,-0.017641958482065328,-0.04547672867787395
OMG,0.02026031382011513,0.02699291051243221,0.03146156687431478,-0.0765788692016565,-0.0317440165404163,0.02498376729369325,0.053607066027595594,-0.11267322115809278,0.10601272022572088,0.01835098137880131
CXCL3,-0.015374691478848387,0.030158905076738785,0.013145204817155974,-0.0101849541892063,,0.03668630097126682,-0.051587904028224926,-0.02638483596570101,0.11650438059570398,0.001054935513234513
CXCL10,0.0353055132853786,0.05346001382549748,-0.035167636480825756,0.14616277157857901,-0.09334716795547364,0.03060241078504159,0.02165256746947727,0.08199453042148265,0.09343175968860859,3.8264053148170636e-05
RSPO3,,0.028849453372870752,0.04327657977524675,,,-0.038276344133173684,0.03599796576405726,,0.038914259009305306,0.0775948263485004
CORT,-0.019091809442158575,0.010332919883180691,0.0006739729006516992,,,0.032492929959716234,-0.02834689724824231,,,
NCAN,0.04278743890395702,0.06249386301551972,0.02265762460344069,0.0620906908859368,0.05807894337822645,-0.0005304979716599399,0.07659874838315074,0.051781507307211934,0.08243692029782494,-0.04016086648166614
PRG4,,-0.00876059818684678,-0.010367564190666659,,,0.03929396711670937,-0.00031464404989221497,,-0.009320074338134246,0.017127501857828794
ZG16B,,-0.014070085685923744,-0.01203282619368474,,,,,,-0.019254134222678843,-0.02957233260107758
TGM2,-0.07820109320064768,-0.014500119586280863,-0.013824181758651282,-0.04709911307304157,0.07763339620436177,0.08418983461437655,-0.03977872798314563,0.13402272552297548,0.024595354373219063,-0.03647338141439036
VEGFC,-0.01909181067141986,-0.039640347052096896,-0.01847777540401691,0.14366594734901733,0.05658274138170769,0.06459269127224067,-0.03205792930284998,0.10968764949058851,-0.04175822656694998,0.07645882935554141
WNT6,,-0.012023316466067973,-0.014339676232951015,-0.04622539030992741,,0.051648740342593896,0.042968525096803906,,0.04834650647765388,0.09687082794286976
NRG4,,-0.007398271822507155,0.01001110833134095,,-0.024756671370635034,,,0.009279281911616134,-0.01544169864826131,-0.0224278530342413
PMCH,,0.025219888863295986,-0.01748319102272697,,,0.10029749480757592,0.08948602944630338,,-0.007218821794208356,-0.02195901372061242
COL9A1,0.021258910037226436,0.0009475969002039633,-0.013178371069277151,0.016382202757356544,-0.0029550280533710486,0.04727314992446863,0.05474343770447192,-0.0017791946499393886,0.09860047552409032,-0.032637020391190916
GDF11,0.0015388711985062713,0.024053293619231426,0.06345627522411285,0.0490953028033954,0.096971250376049,0.0109244022381511,-0.01699908950114077,0.03786239916747053,0.04018758902197114,-0.02209867931583836
RAET1E,,,,,,,,,0.05574951229151669,
IL24,,,,,,-0.02355351383354862,-0.026656736972571267,,,-0.00031378065056260313
SORBS1,0.0491789597609913,0.05988019329211758,0.01734023368606488,-0.029099209662383285,0.05495292317744563,0.022965054955873355,0.06738016528612488,-0.007735083233736796,0.025788917648069145,-0.018115423661785625
DLL1,0.008766612483069976,0.03776562408775408,0.056442827385720956,0.020621391171572384,-0.015780194661991414,0.012683093702823644,0.04816100591994394,0.03969496185668515,0.024606584982923677,0.0024075580413056253
TLN1,-0.04249030795677164,-0.005536345340965192,0.06520540091963108,-0.08084975167168182,-0.08154075125374631,-0.035010022979368345,-0.013849277153253662,0.035789363634509935,-0.013909595009930087,0.078166255374137
COL2A1,-0.01793209162341923,0.0035196915245847954,,,,0.18083118546044744,-0.04125765190552512,,-0.022472888164577303,-0.01546969445051361
SHH,,,-0.01077360140368055,0.010217625826832822,,0.03650917577382823,0.11504267027936556,0.04255887318811747,0.0009200169622654074,0.02777163801200987
PON2,0.041429271283498076,0.05757317014117824,0.0396824057518742,0.022690391832605045,0.054504040739435815,0.06937203336981371,0.07938368129769247,0.08150787099256286,0.03768638474769939,0.06790019319735678
ICAM5,,-0.010978752321756024,-0.016791422456706995,,,-0.037758879241699864,0.020098550043330842,,0.02999132099564433,-0.014276469065050047
HPX,-0.020368742060915063,0.010543268747025434,-0.014986963959973171,0.03529741354260448,-0.05997186570992032,0.010768310368576957,0.10031398538752874,0.017418795985280785,0.09805348602126716,-0.05864521725133826
SFRP2,,0.02788700780064708,0.03482449031998346,-0.03645342186022836,,0.06796927704475414,0.0496946403264251,-0.04091857357786052,0.057432644924000985,0.03820979198061501
CFC1,,,,,,,,,,0.014192037207603163
CD70,,-0.006589307720965436,-0.02085544844324634,,-0.028614005847538624,0.1331773406972621,0.0424420052495387,,-0.023559101390508156,0.10463354655337252
HP,-0.00725630686416609,-0.020034740036167977,0.03064269898743868,0.04914926343582305,-0.05620091102790793,0.05705409889114386,-0.05697249088572895,0.1839564798416662,0.049951531049140276,-0.03009431047223833
CXCL2,0.06811780615345843,0.04620645854115277,0.01331334740800841,0.1057324764486148,-0.0031397856063376073,0.05861882401516193,-0.028407725361774362,0.0005428162349232668,-0.0496261132124717,0.08545375230689975
NPPB,,-0.032069161021539304,-0.038378081753655154,,,0.0395736801681135,0.011497403834586669,,-0.0156638835332791,
CCK,-0.014162099642757065,0.005937511536644151,-0.03950268282577368,,,-0.014473132692767433,0.08805202973120843,-0.05669259412590284,0.10312068537082252,-0.0583876845329358
SEMA6A,0.048080705436350145,-0.0012744199867580086,0.013930016143521887,-0.014793531367801805,0.03079828338714016,0.05159044761134521,-0.02396028509554843,0.04407070643723592,0.024480430322969798,0.07438724623298316
IRAK4,-0.01410774739733719,-0.012068405069978005,0.034264461898466554,0.0019041038023431074,0.04560569488791515,0.010538138811735067,0.03152350675347927,0.030567231453481395,0.09734619593715697,0.011413857919835972
GSTP1,-0.011357310638664481,-0.036353800736686835,-0.04976315205544484,0.17379245346610492,-0.030979761982227995,0.042024595718885054,0.1037132016226441,-0.05445849594868517,0.0380914238896801,-0.014001488609418595
VCAM1,0.05788454641446697,0.047388284480812407,0.08110006619298564,0.1608505155511451,0.11451609526649802,0.03917844300822078,0.000766992926971776,0.0031093861094125975,0.06960797532705458,0.04722591929917538
NXPH3,0.05225448814433586,-0.002276792553053031,-0.01088196488734186,0.07861890721526794,0.05894808545152394,0.014330610305469517,0.094760465216321,0.00019337791176830276,0.067242625394364,0.050027692265688636
MTMR4,-0.02187651239091615,0.022066814910931015,0.020567840179750437,0.022905581187145443,-0.009682282370114058,-0.011297627982076073,-0.0365655192425833,-0.009025667823626916,0.02202205700579323,0.05713203694759238
LAMC2,,0.029798717793448025,-0.024080890616922503,,0.040435316490108196,0.08161536770895332,-0.009629199506942777,0.04707750267870498,-0.01570401011972781,-0.021145714423662088
IL10,-0.019830577986627414,-0.05318342558838942,0.01665829686145325,0.12268912506063961,0.1463470939379259,0.015932623599936014,0.012474842938884652,0.05038887218697937,0.0471987698518428,0.04664297822085596
SEMA4D,-0.010762128103606853,0.05183761776679666,0.009547115483653506,-0.030293062240268807,-0.009220364214588897,0.007904818732292266,0.0031226767592175304,-0.020704055082868173,0.06618579848361134,0.003820220791943078
TRH,-0.0175299458107431,0.014203342780829917,-0.025538723951668608,0.18084467817787508,,0.013844913806026642,0.005107529880796512,0.06289270436621988,-0.017544600000392024,0.03792315078538954
SEMA6D,-0.024505980618114164,0.024180537711528095,-0.0463435491676263,-0.019914392927915397,0.06490545246691282,0.013025009492378687,0.04120669184317181,0.022447890298539806,0.04056458507593938,0.06926212813183617
CEL,,,,-0.04669279230646065,-0.055276685909122526,0.04032682972990824,-0.024240073586132335,-0.03245155963439205,0.05113457733620072,0.0395141544963818
PDCD1LG2,-0.04787800432974436,-0.0035726552469007933,0.031416993978276485,-0.046682504688293734,0.057664774406182936,-0.0033731509479295327,-0.06330471757626449,0.013670364930738173,0.014137219578479285,0.07113352535655108
SPINT1,0.02983592151798354,0.051782394893082055,0.05472399382913521,-0.01570442997139541,-0.0449975076097961,0.04399654322272,0.062123582302730115,-0.014519398840952621,0.07581363988464318,0.06907772358406764
CTHRC1,0.0033378825037583106,0.008951504908710262,-0.027346431449012533,0.07259214020635185,-0.029101711011777012,0.08972769666190218,0.027701455138832085,0.09383004401787338,0.04589147241398275,0.016489868827848538
PODXL,0.006220797286485085,0.01677989794891699,-0.012515241889827548,0.05027947305076519,-0.00876213480941387,0.09440969191161251,-0.01854735251447129,0.06941473104705201,0.04976795077115329,0.07379206050491467
JAM3,-0.003728791428169491,0.023159239603586543,-0.004636946469618196,0.12122225736785183,0.041264242296235,0.08244601742782748,0.03116471618099082,-0.019371318266103922,-0.02928071477587429,0.07993975605185318
TGFB2,-0.011698426829859597,0.06168782240308044,0.06607087716395743,0.12688665727607865,-0.018956740114190226,-0.02003145561327746,-0.0062305710675564195,0.06380808854225818,-0.015010477109221638,0.03624072125726181
COL18A1,0.06897149544453239,-0.0027779424153747665,-0.010701215570728687,0.008958843405915906,0.057711029054339905,0.1092426963640978,0.01455325550829664,0.13048911533723156,0.01924471955321447,-0.03841966305062741
NODAL,-0.027733274852407657,0.009434241956386626,-0.021217619125480487,0.03293621662130731,-0.032115980644030914,-0.0036448999973656662,0.052737552135492,0.06129013610872541,0.02783279369486071,-0.06016068106618085
INHBB,-0.04203750938819864,-0.021232876010417102,0.044174785229795094,-0.052720966280140225,-0.06298921273401747,0.10312850368298858,-0.0030184860706657726,0.0551376759982618,0.06862655935525656,0.0314050974961314
LCN1,,-0.02517094381251528,,,,0.060210437326870966,-0.03109571682851385,,0.09750459517686862,-0.03103844319062824
ARF4,-0.04574001521462074,-0.013496849872132429,0.012594868404228285,0.011217749364195975,-0.08857094139762137,0.010459375402678151,0.06873884343324367,0.04366580758891714,-0.02363896248106879,0.08285071323848658
CXCL14,0.0049879004790497955,0.013802714326564476,0.03312229123188301,0.02040555382436686,-0.007944081943869155,-0.005372342874189145,-0.001709150528704216,0.07030134358737125,-0.05063419154027631,0.0411322010243923
LIF,0.01585119421622175,-0.011075075401982529,-0.024277904637433935,0.0012622484924914937,0.05045991613702723,0.015427430915163116,0.017781435863252888,-0.005439744589229023,-0.021107132488309078,0.11061193782927402
IL17B,,,,-0.04807328952895255,-0.04401987561422931,0.013498609036952589,0.09151365232902443,,0.02649728205901872,0.18838057202875438
MMP1,,0.04405728453406381,,-0.024981139305619376,,0.020156605539405424,0.018480283937779514,,0.01923327472379092,-0.05154232902991015
MATN1,,-0.03304871491758117,,,0.01666130082655315,-0.013062784980341307,0.017076910150118387,-0.02733103218474469,-0.021337982659002896,0.0004975423308021942
ADAM28,0.01819325595228997,0.0013304166181176981,0.014749711780674005,-0.015009976810371686,0.10980177846856348,0.024801974332723447,0.03175787210996967,-0.01716318109179421,0.06500412624299877,-0.00048560281521994013
TCN2,0.008690422443534592,0.003422583558088844,0.0033120653449632315,0.018651481725707804,0.013650961767183408,0.09499307393328099,0.04183513692216054,0.08802835963553482,0.03870476161455288,0.03707398130864923
THPO,,0.02475105064772871,-0.02185687846039548,-0.04622548359024994,-0.04610012094390257,,,,0.012566731488564782,0.026219187720605653
CUBN,0.037443601648156265,-0.04502831080715422,0.019385278684052057,-0.00677189864495308,-0.056616362710533746,0.11074362035514412,0.025005951377744376,0.02340122633153131,0.09550017795647682,-0.0020234106407036184
TIMP3,0.06909796101174565,0.056597086618057006,-0.056072158362497126,0.07929712625967869,0.05434818989776252,0.021451192867219124,0.03468598736637975,0.16426124685041033,0.003474613094950875,0.03629976427577187
PIGF,-0.03132042952701219,-0.0011969766755721548,0.019008707259702398,0.018860227434706816,0.07080355500806534,0.031652403825125804,0.08515687823512896,0.006196279918556068,0.0693081285279298,-0.015701913908283453
CRH,,0.04109302136874975,0.01178471154613539,,,-0.05645933690816931,0.13273901918595077,-0.024010651344962716,0.051451343599627435,0.05941983824926545
BDNF,,0.04581448664199002,-0.03259079565867662,0.0820403304547504,,0.029480840701865046,0.033004583537130046,0.05619829062998388,-0.01129047551370884,0.05915846650640885
CCL5,0.00325692457011061,0.05304060135522062,-0.03211672576621766,0.09792928027895487,0.03907249866800231,0.013583242631523698,0.03161577626050893,0.06235581685318009,0.030436217744942335,-0.018182745512698016
GAD1,0.036669649542050445,0.022058903051394255,0.010311959890777154,0.05774760309310632,-0.05066159730680851,-0.046406047838048504,0.13389517976655924,-0.018872729728897315,0.06251600016606434,0.01553654322391123
COL14A1,-0.03398327345426952,-0.007480021700755278,0.019240734624222627,0.07416688782848446,0.024014595437712158,0.04230516314530697,0.005985924012675637,-0.016479647197333986,0.034197463101017504,0.019598753317305036
HLA-A,0.019906468185563065,0.016685981147215402,-0.01459658608133461,0.10912016944391574,-0.021444054232595534,0.028951560577953617,-0.04626402821485328,0.11216235603979909,0.024788859775653288,-0.019232317483046466
CD5L,-0.03351651794093407,-0.0063993621046565426,,,,,,,,
FGF18,,-0.02668380216440383,-0.009654625866408145,,,0.0385588182144092,0.019581194970306342,,0.005912734469081719,0.037125212028088925
ADM,-0.02454400055794988,-0.047135985358615205,-0.006006929558702278,0.028614059937171428,-0.049468353363218226,-0.026234978026478527,0.006975439091908553,-0.014108009992713737,-0.033062780419609875,0.06149287203556663
CCL15,,0.05029177532163095,,,,,,,0.06541739425944641,
GNAI2,-0.051527678457820705,0.019865708670214217,0.013253815715437454,0.023092066909398336,-0.0048857082266658015,-0.001155439847004262,0.0381326163296748,0.006280812819994051,0.009219550310817849,0.0520815587299768
HDC,,,,,0.05628051355846939,,,,0.06727823778627495,0.14896534183572246
COL11A1,0.19345545136197181,0.013267150489429886,-0.011580274549948998,0.05446409511024813,,0.03260865139256966,0.08816724766452963,0.012669574725210674,-0.02741651434267516,0.049274490145917275
NUCB2,-0.021542623016394803,-0.015158493746766791,-0.04711904782461028,-0.030114963566095727,0.048926244158654514,0.01346775183107294,-0.029501092216008034,0.006739955703969931,0.0030667778839632794,-0.05701337085342989
FGF16,,,,,,,,,,-0.03151291677432692
CXCL1,,0.04828570040361762,-0.03196159136273737,-0.034701504294151836,0.08810472986119779,0.10625631603572926,-0.023101754298516648,-0.015404426892646303,0.10136265640993203,0.04903810435919429
VCAN,0.015204828086320628,0.025379157786373636,-0.015043301822894864,-0.05318085524397435,0.008082756153917238,-0.008778256916893245,-0.00115090606159135,0.015307304503112887,-0.05501311269255606,0.044958184601046586
MMP7,,0.028972002759754954,-0.01919405295755105,-0.03266387381548671,,0.07753571709823677,-0.002996106440978955,,-0.04090865836030459,0.01849878306790066
PTPN6,-0.054504960779594845,0.028666497301190433,0.03567468050202047,0.0045563476334758626,0.03777948868290145,-0.006293266187194949,-0.004816029811016378,0.057792346975231425,0.02736335394208274,0.06522540470521827
