,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
APOD,0.024378020307996236,0.02230616094795974,-0.00646017751385635,-0.10777424578603147,-0.0058379993258398264,0.06887951461016768,-0.13993012303735214,-0.15204926976366634
B2M,-0.05460460828207115,0.08231477527220438,-0.012046775754191132,0.03236203025098084,0.0203689615482658,-0.037977246448645745,0.03179803884664589,-0.016705179500602647
OMG,-0.06371070282492299,-0.010231320389003146,-0.012296319743494297,0.0029305249393722526,-0.06216138518265666,-0.0026233343756208237,-0.001700591967596969,-0.0712816983665532
CXCL3,-0.027806289132206174,,-0.007924796060399314,0.12823833984727986,-0.02638483753936526,-0.001223034262990284,-0.020296384486778264,0.08695631238042005
CXCL10,-0.0574354311051732,0.03684322489893103,0.004432839145749244,0.03656551606659737,-0.035546004186844025,-0.027280243111606043,-0.004344806202653042,0.10065581872138825
RSPO3,,,-0.05964885912122875,-0.004309987907283488,,0.03701240322939061,-0.020884203785361634,-0.021358654798173407
CORT,,,0.07159988919608343,0.019752648530689847,,-0.03320436047076494,,
NCAN,0.023496145576154304,0.0038403752244407954,0.013159170725822006,-0.09245996269927649,0.03750365272268695,0.022915432185540416,-0.06008663352211002,-0.056481043311933196
PRG4,,,0.015911312693154944,0.010426276612110374,,-0.013395084521740716,0.06055735340631624,-0.021638854746427134
ZG16B,,,,,,,0.03720277875606238,-0.02718473446570045
TGM2,0.0077937618373353406,0.019392242682453466,0.02459347312139369,0.09289510767870986,0.019935404983947563,-0.0476874300084018,-0.018788941837111224,0.03639182134453941
VEGFC,-0.011690181622344862,-0.05182281212663235,0.01899570847307048,0.06474284842426416,0.010511815643062153,-0.03407448414546151,-0.020033333137621116,-0.043592959332293235
WNT6,,,-0.039203087451118224,-0.03769852241707249,,-0.02649672375752612,-0.004654263278879528,-0.028089986711935435
NRG4,,-0.032094241498726826,,,0.046341840259518076,-0.026364211442557108,-0.02088420612598262,-0.030366124250354322
PMCH,,,0.005960399329250317,0.000662225028507275,,-0.01517942443260792,0.07869507985313784,-0.043865893318560424
COL9A1,-0.012791309331125184,0.022611873512178388,-0.016977170292372994,-0.006304890595439384,-0.042783782487818285,0.01056774389007303,0.01752428968853515,-0.050553118235948116
GDF11,-0.04421925741259951,0.04397758416920326,-0.0054002717233781585,0.007026157079688796,-0.023549740366161073,-0.0321230979452314,-0.017191419903995076,0.04345498036428828
RAET1E,,,,,,,0.04836682900261181,
IL24,,,0.024709901056945212,0.08998927943888813,,,,0.07783053119971647
SORBS1,-0.009126536262855967,0.06661268665657778,-0.0732580560580462,-0.0066709211546493105,0.018238458885574526,0.04797427634737014,-0.008473510688967822,-0.055273857064440136
DLL1,-0.06095771215369979,-0.046580040682457066,0.016094468773717827,-0.053557918718447346,-0.0009652492443413315,-0.03339517636761131,0.05769526158636906,-0.04188553674688489
TLN1,0.030653859896131733,0.06978891700671584,-0.049712239649950904,0.09591633633155021,0.022781264653185074,-0.05568459472527796,0.015213701583993522,0.04439851791262562
COL2A1,,,0.005965682067507597,0.012400928861777764,,-0.03197790302308896,-0.016305776010925647,0.030515591249666855
SHH,-0.07697927503094806,,0.012312547270703675,-0.015465819736734476,-0.02546502979976078,0.00019356786940951474,-0.06715850550012861,0.033326294532954485
PON2,0.05041607180566687,-0.09103360967574899,-0.013663344474141855,-0.022084651472139432,-0.004272629749245888,0.020539363271395123,-0.019296613076829533,-0.024099031615618126
ICAM5,,,0.041241203093185186,0.04556343525626018,,0.003688546336266544,0.04636474088065716,0.023620093525471522
HPX,-0.027806274584553304,-0.019069345049379825,0.02501849498530796,0.03600955898722134,0.07387548712624654,0.016892465383848945,-0.0005612400956380549,0.009242717211574405
SFRP2,-0.11422339226353749,,-0.02504595040616813,0.03609472552803891,0.03279393852709695,-0.05826223664685493,0.006818344663519084,-0.056142737517729274
CFC1,,,,,,,,-0.03737843634279584
CD70,,-0.03483157013005588,-0.01883911885805862,0.0731920048210855,,-0.03839295391270492,0.023869657402317022,0.15521226722631443
HP,-0.008430090502647675,0.059463727458629295,0.0015579471859029576,0.04703508066474409,0.007609866605266374,-0.002545790240874172,-0.031240488169291848,-0.01876467859713188
CXCL2,-0.034388144611084345,0.08387598163726771,0.043013265898057436,0.10001185785710222,0.06063474676214433,-0.07847598665287313,-0.024634531381521357,0.12027059852407791
NPPB,,,0.0034501442679221806,0.08087412931016408,,-0.02268721867873337,0.0399442801187938,
CCK,0.026716205518555854,,-0.01909457368277327,-0.011178152028988525,-0.025143280130410867,0.03642972102634811,0.017506643736467705,-0.0950382613000436
SEMA6A,0.052806313344762115,-0.05364538316164578,-0.02250479991129954,0.018123009065257652,0.017454092894111397,0.04732605545813148,-0.01988224330607968,-0.023570359812571225
IRAK4,0.07993917501247623,0.0374122202102711,0.0007940014000294697,-0.03749580776211518,0.010567379668027998,-0.05202738764776131,0.05480301381012028,-0.005035472736733022
GSTP1,-0.0774920864076431,0.03091641183611788,-0.012576286796819972,-0.02558755544991674,-0.01840841864101684,-0.04802088347421012,-0.03246056838679893,0.08948116205996587
VCAM1,-0.015871087615715877,0.09557227135542291,-0.021574774256088256,0.049879630896624866,-0.0010028878142621575,-0.04449862202329134,0.07363405647088372,0.09942256247955723
NXPH3,-0.042943728046156114,0.02313632854140414,0.04478170432091809,0.001849586279915715,0.023695614948999324,-0.054932578258063025,-0.0004340751589251404,-0.0627779950393182
MTMR4,0.020845207198110963,0.056436083661841815,0.008976842441585448,0.02227239454107529,-0.020433527835711278,-0.018759980077754174,0.018611931455417723,0.011862262550224155
LAMC2,,-0.0030148483408178627,0.050558637383933215,0.040672463736975445,-0.027019009472735542,-0.014733999065294764,0.000885043154891328,-0.015317791140150694
IL10,-0.05237814346594672,-0.055895610253243355,-0.02690081428456156,0.0627379455683456,-0.0260624294005462,-0.03669067196205867,0.14042696841741126,0.0788574668790907
SEMA4D,0.013898857612987061,-0.033397178754479014,0.0016898566718890396,-0.00217195375336409,-0.028457694932524185,0.07025022940107394,0.03585355965131258,-0.030770695490821637
TRH,-0.027139034156488814,,0.01777988816470197,0.02873037890335635,0.07448424882872927,-0.04510001203131417,-0.023728286061803043,0.036502345964852856
SEMA6D,0.04045701398343092,0.012842201681110783,0.015784850816299614,0.0008764048398122389,-0.028189460711214927,0.004826750063165767,-0.02603936122034748,0.015054910191269567
CEL,,-0.05680701387967224,-0.030137563872823302,0.03610796456963037,-0.003188010690201735,-0.03729795120350445,-0.007546539781532227,0.07641884271352298
PDCD1LG2,0.011208998503666448,0.1254021088081845,-0.04872110878035576,0.06192556884004063,0.022255774519734248,-0.03603735693734076,0.00660168274985457,-0.006643456103345653
SPINT1,-0.032968073434676,0.010490119506144365,-0.02786269780526243,-0.0018424332547885604,-0.014345862773664739,-0.04350384205735384,-0.041917778750341715,0.003112314362404033
CTHRC1,-0.08172664604774961,0.045439098448111497,0.043969670701707625,0.027601675410549278,0.006365358571694674,-0.0001848537519296634,0.026000717954977905,-0.016569972603965203
PODXL,0.024644035942734253,0.012876979970719269,0.003496250670135272,0.042258338601633826,-0.04875874711869334,0.006440925531220726,-0.033204978306489115,-0.030316239028992182
JAM3,-0.05871278374939193,-0.08652289378255743,0.03290093737494998,0.003925427624538285,-0.02888662709282257,-0.01822979572544794,-0.02447450628033457,-0.011286600486367827
TGFB2,0.08269501696571456,0.07994920572480636,0.041868897997474876,0.009481141496191926,0.04807704706716476,-0.04613580503673626,0.016597972523368115,0.013307336272175055
COL18A1,-0.034428274887644675,-0.05106782542472885,0.012647853726561771,0.05477498201091445,0.004825106756905269,-0.03861345360478124,0.014753647971527653,-0.07009069165926382
NODAL,0.009676887543016356,-0.05729523076841169,0.08750109538183429,-0.023561479754502488,0.0358603834521654,-0.016849433001518345,0.02019633168383438,0.016503406254592325
INHBB,-0.08559067497574549,0.056280680920545965,0.026334341595440135,0.04889225432701722,0.059351909398419514,-0.025535284846532714,0.07639906123833222,-0.01776915338120822
LCN1,0.13326639251877292,,-0.0182665131065388,-0.02225083748941107,,,0.044968025942937084,0.02625317683276416
ARF4,-0.0033127024429510494,0.02982930476425073,-0.06618046669789844,-0.04747302638480995,0.025909530235235338,-0.007820202041302036,0.04826261996891292,0.04609117753923788
CXCL14,-0.014056709154399005,0.2076111793943589,-0.032312559289297216,0.07344736464990066,0.0786111274807306,0.004675586480794805,-0.036949892210400875,0.038326779386877
LIF,-0.01904983024074098,0.10689328051412382,-0.05122725788005384,0.056680586346570604,-0.03401057278839973,-0.017870580987937826,0.04613970417280912,0.08471091449013857
IL17B,0.02597476137323194,-0.030646038409620168,-0.02753742045214798,-0.035627072041005084,,-0.02096226033730688,0.0022488525821011043,0.014222001125155148
MMP1,0.03790435280560439,,-0.0015225932929034945,0.033581640343983726,,0.08281857910652976,0.03220832044763512,0.13215650187939065
MATN1,,-0.033487176645905045,0.006035164274713663,0.03766975264429479,-0.008255624686161468,-0.02160385968216821,0.04145351667479313,-0.029398757515677557
ADAM28,-0.10791692106994101,0.04849722886462895,-0.02689469730918687,0.029706936519208284,-0.05628251601790537,0.0018588597612046822,0.07841778880796545,-0.00893978656459997
TCN2,-0.025777947642333227,-0.02634868674072906,-0.014945308924593882,0.0026717561340984727,0.010275318833639673,-0.03367734355182173,-0.008460494441262022,-0.0040956525331981965
THPO,,-0.03209427690155248,,,,-0.01874034763054417,0.011094585247112125,-0.02048117446102121
CUBN,-0.020237535968260546,-0.1015147521212405,-0.01717179032469521,-0.020088536127677924,-0.003587734889815238,-0.042435726407948474,0.030579955178379234,0.04379163650893412
TIMP3,0.07558019798601529,0.003931380177298819,0.029922891977909347,0.05615411448871623,0.030528837117168164,-0.017439744672542716,-0.023191974023267267,-0.07260732658644468
PIGF,0.06133051690967107,-0.04239645366364347,0.007008174734692518,-0.06102095456610121,0.007626773191920628,0.0031961534235056157,-0.024316093621627035,-0.023365804868184074
CRH,,,-0.03767153502351531,-0.03422229795603425,-0.011519753708161452,-0.04361592056938104,-0.023575459789464556,0.05257068354254108
BDNF,-0.03375984484134264,,0.039306435432509196,0.022316747781712654,0.10759836203224632,-0.075305585133434,0.05134194816121859,0.1422357356869151
CCL5,-0.09645865879106034,-0.05306232226985758,-0.026020959050552458,-0.047386323125161445,-0.053371165936370715,-0.038195551626526464,0.07220813096563516,-0.0007925558024013004
GAD1,0.0018158281676589284,0.17674546717636966,-0.02049869303362757,0.025016591792218906,0.022244387608247363,-0.06920861239700044,-0.02787579734689322,-0.029676863927372826
COL14A1,-0.06052411606260315,0.09807986856904695,-0.02260745698173217,0.04062768180300345,0.022418586444103585,-0.044844730046329266,-0.0033215678675971735,0.06215711883962284
HLA-A,0.09276011287657979,-0.05587792217279306,-0.015350852858922025,0.08338917733629087,0.02387656764782668,0.011393099381867638,0.025818898913491064,0.07089942849365351
FGF18,,,-0.03255582707903379,-0.03473363815426679,,0.03452264176725176,0.01101931986724369,0.022691725427171197
ADM,-0.01576993354443473,-0.11057598565842448,0.023220142961396878,0.10140959986229886,0.007050426626153715,0.03559007525141139,0.0717940149275578,0.08536635891433884
CCL15,-0.027806289132206174,,,,,,-0.020579542310378278,
GNAI2,0.05823831154227326,-0.00902298869649737,0.014225159822240766,0.03797151986703116,0.006936221691039178,0.0603824647349374,0.0015592600988410745,0.05472488683926283
HDC,,-0.03821796013170715,,,,,0.03101197889540557,-0.029398744201258514
COL11A1,0.007952768295987555,,0.07354363807252305,0.06666616660935018,-0.028076471759771474,-0.062318529136668445,-0.05497644875566175,0.06612748965693811
NUCB2,0.08747864144986416,-0.014390929898259358,0.018443425672353946,0.01160848818444564,-0.052741001132655015,0.010336990613600869,0.007286141845381602,0.03087222749422356
FGF16,,,,,,,,0.11341029631791533
CXCL1,-0.02977974994878041,0.03978753529649876,-0.0170355502825687,0.05142343214300698,0.06207058933189405,0.01302990538386945,0.04362153053774412,-0.08052162865075735
VCAN,0.11060591168723113,-0.0811150982941548,-0.0195797836066397,-0.09058965604410912,-0.047173570242597565,0.033259934417371455,0.029929177931372355,0.0795140658623343
MMP7,0.03235071170648966,,-0.008566561277672984,0.06020778754877111,,-0.02990981163807319,0.02399396676721699,0.12082755938285492
PTPN6,-0.051705737988473374,0.09970283917976155,-0.0159261623782779,0.06301099140937441,0.06256795568272837,-0.03349317771804659,-0.008340592750419372,0.0019207791012802134
PTGS2,-0.038614149067604096,0.12567755995150162,0.016759586191621236,0.09111880627266877,0.02775505200171845,-0.023542345217581976,0.0950279488804734,0.11696153514964432
XCL1,,,,,,,,0.04172113201656309
CD58,-0.08087357699068771,0.03785298846711363,-0.014763402322910216,1.2162258343395275e-05,-0.001920554609759529,0.04544992970694834,0.023367902388973873,-0.0023098317380840817
TNFSF14,-0.03544008382364447,,-0.009714211377277104,-0.0378668742616406,0.018226841143831655,-0.021918290511351222,-0.04072058570253282,0.07069259903546217
CNTN4,0.062427438082813286,,-0.010855599573690825,0.015877455094431097,-0.0029482049372238947,0.010383056637318004,-0.03501737103685914,-0.018882892905235687
INSL3,,,-0.028963007680869002,-0.021979974552645734,,-0.021918288393691438,0.0887053762780324,
BTLA,,,,,,,-0.027246776444566148,
MFNG,-0.03718850575791974,0.17634130773580006,0.0177968222849143,0.035798697321227486,-0.009641865668423531,0.031483742733227016,0.03384502549708362,0.06421437316824728
ICAM1,-0.004534816545435543,0.09031144361623518,0.00883271376707624,0.1087011859650645,0.012437125643978647,-0.023757478652455262,0.017828512368580397,0.045901483128452714
PROS1,0.024071692672361363,-0.02828071542473499,-0.028835180381707085,0.10744983005964699,-0.005120603634584333,0.020959376730910733,0.029319663224346013,0.003917986245008547
CLCF1,0.024583729723413467,0.12605674462696673,0.0032538290349029696,0.1487446730976259,0.06542736545718379,0.00988472309226243,0.05395109362744304,0.10306270111581385
PSAP,0.04735421877346665,-0.048024531057681216,0.05746314696190344,0.08726057762876957,0.0382363755446567,-0.01157056206994544,0.014505083539777782,0.020891568411449908
EFEMP1,-0.04851702143886067,0.1535748517483212,0.00541155427710244,0.022425693463861397,-0.011954370885982172,0.05321225857033687,0.02398788419805719,0.08059972195069214
C1QTNF1,0.07354547701594737,-0.030298998918997098,0.013887680984772804,0.05950090582622085,0.017124835457728152,0.009501012486028268,-0.020399114553525013,0.03350479959432443
ALB,0.0017706140661049603,-0.042876805860672156,-8.875228867506914e-05,0.02456995736909572,0.016974549630835334,-0.02571877530844222,-0.031862639877964685,0.10293153652934592
CCL13,,,-0.019332488439091276,,,-0.02458591496828914,,
EFNA3,0.02499521925655865,-0.020881572814459973,0.001803480154458691,0.026918958909260358,0.05211500955873051,-0.03261772690106182,0.04278439376685253,-0.04357544657767573
DRAXIN,-0.06589996769917715,0.0038045623454078105,0.01332460253687703,0.05563934853727877,0.037674878795678934,-0.05112373240202724,0.053389847944808874,0.03502686926516783
RAET1L,,,,-0.0033547734588238332,,-0.01155986868905721,,
NPTX2,0.007492195509216493,,-0.021320001940791766,0.010241415181886728,-0.06260977259469098,-0.011719563258428026,0.0544925647081307,-0.025658548229482735
FGF11,-0.04437948913084759,0.0311696142628112,-0.006681108788073873,0.06745779256132205,0.06632473598538093,0.003215717000428215,0.00017282659727427296,0.08383200659580892
CD59,-0.03643537641407566,-0.031436932966882464,-0.022854731899726564,0.0654246854770187,0.05260207396405305,0.029617361212745035,-0.029727530550074144,-0.045493116478598924
COL9A2,-0.09270043679938066,-0.08637647846301642,-0.04978056274356444,-0.025010298767102375,-0.0255760062481643,0.015343128570991658,-0.05213081779461979,-0.0018040640023629813
DLL3,-0.06546781715623866,-0.006573929312542225,0.007719800565087525,-0.008288663753893743,-0.07294416407250641,-0.03946399965136906,-0.019537904823574315,-0.06190437248952724
FGF5,,,,,,,0.09317246510453021,0.031335688379654954
LIN7C,0.006820191103825302,-0.11419334476187863,0.04188571971352429,-0.017793328465959463,-0.036646697155213015,0.01247269768938286,-0.01852496425630645,0.021474044874229336
GDF7,,,,0.002812519770091027,-0.044658247262369256,-0.017818289104928314,0.0441001084005572,-0.044939899592494566
PSPN,-0.08964068727420522,0.01952901290085979,0.006474656680334567,0.03135434462038757,0.0630811709971624,-0.06853783355300629,0.03694653813672512,-0.017879416169641445
ANGPT1,0.04473318365052162,0.07756823567914936,-0.05176507288542686,-0.03305504967441893,0.004282597303692586,-0.021730612400750565,-0.017659508318665206,0.008490015939180605
PNOC,,,,0.02098735054745544,,0.08458752007339286,0.03017100707650493,-0.013807506269183378
L1CAM,-0.006872718104382695,0.0769836172897964,-0.0117414864932998,0.0039100262269009724,0.004301516135529994,-0.0016243259027142953,0.011939838149729154,-0.011385477957097434
APOA1,0.0019518666872839984,-0.04933272470676522,0.026336738199040814,-0.0019790266141977266,-0.010966263960490842,-0.033082801538211894,-0.01223768584924507,0.04924803862823432
PSEN1,-0.0521857313636001,0.12074783759350662,-0.07639230905452242,-0.027971495494563983,-0.027764661559508835,-0.05039770123295518,0.043056943396328415,0.05151744423332634
CALM2,-0.12795633638639314,0.0006313764676743891,0.00893763901214415,-0.09847321215742148,-0.046218812245751,-0.06556659422665932,-0.0006021392519078252,-0.0913464619902277
