,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,UKF334,ZH1019T1,ZH8812bulk,ZH881T1,ZH916T1
QDPR,-0.0013659709688304104,-0.048078472590176884,0.024399974768602645,0.010747551217452429,-0.040859724305889814,0.03012033630945836,-0.022300057031818872,-0.024831144724753625,0.03671019186062779,-0.058708464889004705,0.008441840184175603
POMC,-0.012548374448212062,0.014151600812553834,,0.018254179142544548,0.003878534386736921,0.03157235161320445,-0.009405900154608942,0.05121218731949994,0.055719622895260924,-0.02807792257040535,-0.00394448047026403
CCL18,0.04594379534762176,,,,,,,,,0.08053053186737127,
CCL17,,,,0.004128756552785082,,0.007655522859618169,0.08814815996257405,,0.07066836105563733,,-0.0014690330279889799
VEGFD,-0.02083214893705811,0.06683668998557071,,0.03124242971896258,-0.011079303151185297,-0.014148200813165047,-0.014222841624349513,-0.04036217413500904,-0.02374950736928776,,
TNFSF13,-0.015720608087642144,,,0.034204755654837875,,,,,-0.024147609892647286,-0.01927393467335596,-0.00958740490065022
WNT5A,-0.006753788356181203,0.0019929065931651485,0.0746340651795093,-0.00720980138036936,0.08648651168134418,0.016120363624006578,-0.0006966917671698033,0.026527827541621887,-0.0010396642485878506,0.018451170721806198,0.013909545506214266
CXCL8,-0.032021613068869616,-0.026302864630966236,-0.037033920202600615,0.08362860814814162,-0.020772811606115747,0.040635126726479336,-0.0012513292839799266,-0.08806171398561782,-0.0012874139405636745,0.08484736800963544,0.1086284551838354
GRN,0.06395556193600557,-0.03414126406206717,0.013030353813089385,0.003937061394957118,0.054800422634009076,-0.018761164255199997,0.016491367377662058,0.09204341756798232,0.023760746081709135,-0.0860183385410187,-0.08212168116305515
MIA,0.021103325426171774,0.06706715483876212,-0.05716146479509181,0.031515316686281485,0.07889240646565786,-0.014706240459982561,-0.019478833402678145,-0.05112788809381098,0.08689064317011884,-0.057004302873308675,0.06757868249728373
COL4A4,-0.025019233672292772,0.05372437431166475,0.018041340248360602,-0.019287119301568713,-0.015468439211185025,-0.013864225272443763,-0.018895191047755073,-0.03160437724971028,-0.03468711133993432,-0.02381146658575624,-0.019269937931293
TAC1,0.013192259303111077,-0.06391127210931691,0.036602480336617615,0.05459489148291473,-0.04289961888499248,-0.003016064977490541,-0.013722081717918382,,,0.023135550688549854,-0.028054542002644726
RARRES2,-0.04473576736937793,0.08610876322899387,-0.020863647223584133,0.021810733859014816,0.07376771741773124,-0.007266795634895881,0.03780582533708033,0.04037979405731677,0.08925101990431178,0.008883988388806533,0.08373143896359055
FGF7,,-0.03170602906944677,0.08442468877537485,0.017580153562681326,0.04671472532818693,0.008744877379287835,0.0399750490446318,0.0031465921215328677,0.02006722840947723,-0.02231769903121931,0.03939839772584624
HBEGF,0.050428069541325414,0.021372347981406137,0.03200288010149817,0.10711225041075592,-0.019141300420968847,0.0007842996728674896,0.07384305046754805,0.05017108455610561,0.029561849731754488,0.014401762767357698,-0.07506254424004417
CSF3,,,-0.030446047790718574,-0.00690939321421673,-0.01636531095495028,,,,,-0.009255515523206543,-0.022468482398941173
PI3,0.05755727142916671,,0.054743792994313985,0.016843990012338154,-0.018427556133998792,,,,0.08353741234296237,0.021645594449125834,0.06338221946897737
PCSK1N,0.005539611807444123,-0.0017649298683210725,0.01089071750925961,-0.016938659532080784,0.015259040769480366,0.003378915860286609,-0.013348761447341501,0.06396870334289625,-0.07374913733964857,-0.024605903435565835,-0.021036577468914602
NTS,,,,,0.018774176531915973,-0.015838265760825004,,,,-0.04378919686079196,0.058865932866611737
SFRP1,0.010084622830599148,0.010112006289912882,,0.003815672621550017,-0.0005539115170957139,0.03759710935102126,-0.01960134847426765,0.0072470013541781585,0.03419426877762152,0.051044003203562484,-0.007085282043582047
CXCL13,,0.0017700770631623253,-0.02210743315744902,,,,,,,-0.040138856344214435,
MICA,-0.02522978880200157,0.04452956734158625,0.03100840694317224,-0.021757788361881376,0.042346942908609,-0.030827349947525496,0.06442589522435728,-0.00865897357151053,0.05011126096969548,0.010352948537503404,0.022454272180407023
TG,-0.022499052495837283,-0.02666919440559852,,0.029589234448291788,-0.01975146615138755,-0.013378609554467666,-0.019934774244702993,-0.06446298185308118,,-0.020251797212091326,-0.04381782636973174
ADA,0.07684280444398263,0.0147681131316519,0.04910688803092452,0.018253885336206893,0.045480658243822684,-0.04332104295179965,0.059366693475368486,-0.021643253115746486,0.03193725747826817,-0.016327959566816035,-0.03289395549001698
LAMC3,0.04786924773771449,0.009634325850459213,0.021462731507880764,0.01067989960751668,0.022986678390691833,0.012697344844241587,0.017788781611582302,0.024395546205581476,0.007175682073620245,-0.020712431837850008,-0.10618650276410173
CCL7,0.03820432292695316,,,-0.008720303337978297,,,,,,,0.010918662881022766
NGF,0.022389339942744845,,,0.02791648929664933,,,,-0.08201576990681611,,-0.04224454563381559,0.01848122685009667
TNFSF15,,,,-0.00015994516604810266,,,,-0.045417449649924176,,0.009622234638475134,-0.014045361950598483
HMGB1,-0.0002460434838937678,-0.018352336212868324,0.10425079986437233,0.0007283713617110144,0.08228235760093709,-0.007316269648203746,0.027952968526799,-0.032415305546397044,0.02437692282931935,-0.01399828853232534,0.041628313998729904
ITGB3BP,0.027030785254469697,0.07120517522413954,0.0537934195025519,0.0031612651230461045,-0.012378175206404971,-0.009577395036626407,0.039845803050501644,0.13949576074748313,-0.00229007058337054,0.035727972081462035,0.06169729066006966
AANAT,0.052853250068342815,,,0.03125549415076701,-0.014761953358110239,-0.012031461757170368,0.01985433169483263,,0.04264356015155102,,0.04379432697568235
RELN,-0.002599999561565011,-0.0011795614353625895,0.029185642278982613,0.016651060177644103,-0.04331620286386304,0.04046867011402213,0.014147245761581776,-0.041996842004780065,0.042653709939976185,-0.0184570883332641,
IL15,0.006476047015537745,-0.03397614565784296,,0.02106070665296155,-0.028315256200930533,-0.014913662347722529,-0.01651020926463206,-0.046104168404547105,-0.018282077749724224,-0.014823501599760626,0.025547345006336545
UTS2,,,,,0.022544926491638733,,,,,,
BSG,-0.00527581270651624,0.05758911084998197,-0.007365651290534474,-0.002518553816514582,-0.02805015828991841,0.004456562191899074,0.01972943467455935,0.1118645997176717,-0.012803993149181275,0.026719451129152787,0.04654519502659468
ADAMTS3,0.018277511672760403,-0.01686760978155871,,0.032536269595334476,0.10809555570627234,0.015047330144401235,-0.027434639254202732,,0.0025413046866217394,-0.04777422845664498,0.04618396785327742
CD34,-0.017908388128537837,0.0023388629686203655,-0.00956825889650193,-0.012398263557225913,0.02435615270377878,-0.05190838825532624,-0.00045149403547688606,0.08924608204563109,-0.031009402145271595,-0.0042542159230201755,-0.08034750493114237
CCL23,,,,,-0.01679675961566824,,,,,,
PLAT,-2.430572964734162e-05,0.0755799913876944,-0.024378426608371313,-0.027077548649753334,0.10660728777236404,-0.05216332171052313,0.032758001237388104,0.07553735476447546,0.0043354200866184,0.02609138235539819,-0.09396776050353399
NTF3,,,,,,,,,,0.0419620001492259,
LTA,,0.01401694129527822,,0.03468499765005689,,-0.011587551546566148,-0.016510211302659998,,,,0.01888369275813102
CKLF,-0.06699378225752979,0.03623516472273029,0.05180222238314086,0.0065014084978385475,0.09432249463508723,0.04576013156917235,0.034609939367120625,-0.01948047853646382,0.04971200417581016,-0.09389881800165346,-4.7292377986908165e-05
CD24,-0.07961349216534422,0.028167073070075294,0.021949085783445843,-0.02554464346275326,0.049283527190081916,-0.0003599448809875721,0.020359922521791737,0.055153105366586457,-0.05485871704979587,-0.005291197905573364,0.07715265200035497
HSP90AA1,0.011351392049828197,0.014479921440487391,-0.07312732490418183,-0.001221758082022456,-0.10497976349920082,-0.0012094915928008234,-0.011263334607449157,0.03248336573519434,0.039987942635105134,0.02650931768273672,0.032213264497198434
BMP4,-0.04611089878661019,0.10723836240930086,0.008397759614772692,0.0037534861132598363,-0.017587085593827843,-0.033236462833795305,-0.014068405277555106,-0.04341762455767073,-0.008286321474060294,-0.008046749390747364,0.05992195288643264
SCGB3A1,0.09125380961249872,,0.032479337316205795,,,,-0.011520607108583169,-0.043307701908186565,,0.06330440767296462,-0.03243827409595303
IGFBP4,0.015422500160738982,0.03813942896034091,0.09333153511191011,-0.025701781114830523,0.038715208110567285,0.00034166296814466454,0.04679119022966563,-0.007879859163886924,0.07078886718457172,-0.002759557260399426,-0.09891826200255383
RSPO4,,-0.03170602305005917,,0.04887274023870443,,-0.013477027880838875,0.0370794168439577,-0.03959856208633072,,0.013333110134769564,0.03683357903732305
LEFTY2,0.05903632762650169,-0.019853482077028,0.06032022368155793,0.11461920038427474,0.07216599510184861,-0.016848780217793412,0.06340244548982406,,0.028020287749211538,-0.029062548788516572,0.038718371840543976
PF4,-0.013745786486823376,-0.01784033387590686,,-0.018967793599303697,,,,,,,-0.008711342794488226
ANGPTL2,0.01041859694716268,0.01778950575178159,0.03727029929625576,-0.062496963648095816,0.027742474834712188,-0.00300937874104876,-0.019411990348651948,0.02147093628980568,0.06658550010836017,-0.004612261647525969,0.019791037782780088
LRIG2,0.04520698546829752,0.008527097005467197,0.026951400849550094,0.002172392735939982,0.05034605463101703,0.026399775943266382,-0.001511535009200508,-0.03252087233390694,0.011450458516428973,-0.016861550114935658,0.0423226994196822
ICOSLG,-0.06884276944887692,0.02827682640309006,-0.0032802288161941006,-0.008085477077196543,0.10351255693818177,-0.017811567836169825,-0.0064892648966184945,0.016038509288735067,0.020221699810178385,0.013115500585713046,0.004085786570323704
WIF1,-0.02473331165892085,,0.01844654826315389,,-0.07771471248566438,-0.010399903203038947,0.014055039019782925,,,-0.01986600486563808,
NPPC,-0.04110815454222357,,-0.04082890885549145,0.04385682973414383,-0.0004765965761598899,0.007288472891834699,0.02163981726327656,0.04403471144156663,0.029968010510996148,-0.008590376362027809,
LYZ,0.03186591620955594,-0.021220836533985682,0.03503979286461481,-0.06960402461145818,0.082154749960542,-0.012392148332708935,-0.0197063305164152,0.09026503065609894,0.08152371843649925,0.05251394900195919,0.032833502540923695
EREG,,,0.0363375912964108,,,,,,,-0.012379240353400309,0.027820677866740633
SPTAN1,0.01590123110579693,-0.005281786061619819,0.0683516569667774,0.006521053535803986,-0.054132859519892745,-0.06635868059299277,-0.03488431181217549,0.09562491950155735,-0.049738469790932556,-0.028980188051491267,0.03731801504174907
PTH2,,,,,,,,,,-0.011272489993350671,
LIPC,-0.016828455668259742,-0.02685065595227365,,0.01837257455687837,0.012666991182675696,-0.013258158902633639,-0.025935998010202008,0.09250421239560974,-0.03243575702360236,,0.020325932097019165
COL8A1,0.019002610425553908,0.002950875894770018,-0.038012446319771444,-0.03341558688553197,0.01683355094406887,-0.051981211835122935,-0.006310077298852479,0.10558598722216954,0.01699278534542339,-0.042242651140113004,-0.08870311436344427
GSTM2,-0.04435069739428134,0.05844307808584084,0.015829452380405496,0.057545590982283526,0.007838569265766203,-0.0151610845592846,0.05213485509028262,0.06139222812168639,0.06362340718669789,0.014686777987826156,-0.010185596550507893
SPX,-0.02721736833600917,-0.08864740709386193,,-0.007320798914484323,-0.021430455238446874,-0.020552586416694385,-0.012200025386116326,,-0.024880345920578667,-0.038393956873084556,0.07150985388956753
MFGE8,0.019606321886813584,-0.019527041949538335,0.0005895997347236967,0.009842859406919336,0.07389808335994999,-0.01669650262710282,-0.0017658117837992971,0.07261653462045023,0.05085901691571981,-0.01976208962535791,-0.04344408394692134
TGFA,-0.020661649060999654,-0.04029142151906049,0.08163960424131783,0.048467652486499445,-0.009386158290353696,0.03552764384404842,-0.01604524345929408,0.05341811645030263,0.03299182148829917,-0.03482903839235626,0.060785098978413964
SLIT2,-0.04316318964088621,0.00646549239257738,0.01878855324054877,0.021771038909729673,-0.033471391916446075,-0.034681343891053804,0.02025152550863609,0.0233167236423122,-0.011113912203884671,0.0559826712517948,0.046478804126991444
PLTP,0.0026316230020919738,0.0013573265720655888,0.009702517916640835,-0.01724695585397148,0.066860496783699,-0.026808581441303984,-0.01032600094373358,0.0793113672768956,0.016701450847199067,-0.028377762120073834,-0.07288407107234808
APOD,-0.07735663150577685,-0.03590138539428721,0.07257934037666401,-0.019874069761605752,0.03121047888032391,-0.04500492072193769,0.023114985675414496,0.000747997123101825,0.03889602820567234,-0.024969478917284516,-0.06703237061781336
B2M,0.024587439179547522,-0.08575206365010823,0.00176876835149767,0.03884798150707827,0.06381790052816096,0.04046061282170173,-0.007433890999851636,0.015097391722570111,0.027668275515578652,-0.02836932957725773,-0.13519705387587294
OMG,-0.019977662634601854,-0.0401988741431526,0.09906754072917134,0.014655101655340064,0.05697092924877847,-0.03068495749975528,0.004315793628037137,-0.03361684401638894,0.016953862698777012,-0.031062823999239413,0.05954203347218895
CXCL3,-0.0020550111445519943,-0.03667802861617002,0.0469307432553095,0.07092665359639548,-0.01938173909970573,-0.04438189546620313,-0.011890341912465739,,0.005421581411620216,-0.0599486434230947,0.03852779214082642
CXCL10,0.035892406697244056,0.05975477667815033,,0.0277602544366651,0.026949744686769753,0.05941521089417799,-0.01889519224146588,0.04666946463254776,-0.026425325043140158,-0.029200902714181954,-0.0021814476734269045
RSPO3,-0.017999801245987084,,0.00298159200970271,0.030857733065570294,-0.02423991015738191,-0.02035501337298092,-0.012425178134634488,,,-0.022475751077151565,-0.023893359493044535
CORT,-0.020699602243428202,0.05375107877864648,0.06097558750692638,0.06096186203456095,-0.041952595336780106,0.019938649742711995,0.05384799439590511,,,-0.03554210627180712,
NCAN,-0.01471843607071491,0.043097221108884275,0.06696839574651181,-0.05840397914016354,0.011424272961369449,-0.005336592858925108,-0.011214449509239575,-0.02312676933475752,-0.06256955096358398,0.00016377242579952632,0.07221049914128025
PRG4,-0.0025088560367169358,,0.026438567768628737,-0.021740085799864632,-0.0030437061175380177,-0.017223106614058955,-0.014527087197101978,,,-0.026368931977838468,-0.011173663767323903
ZG16B,-0.018375139041238872,0.05642216500965266,,0.04503085730399792,-0.02267109093558867,-0.009207361604087737,,,,,-0.0016721532044341792
TGM2,-0.007556037970649724,0.04184843002627985,0.02218710319980493,-0.046537227450603985,0.04284572099519823,0.046974255970828084,0.0722879304690261,-0.050720259399917235,0.05345342974271431,-0.019917061827232116,-0.03141702339800686
VEGFC,-0.025302465368406628,0.008440201076284792,0.09907291259533656,-0.023317258694083267,-0.027685003258203344,-0.024793153183717248,0.07465509550906439,0.085449653142683,-0.025872249805961176,-0.02582767059885049,-0.045484788542920665
WNT6,-0.02138019938339216,0.014377340249259782,0.032066275326727844,-0.02003306106998318,0.09061926070183764,0.019854797722917216,-0.012938922912692745,,,0.06254745458735836,0.023393378336342717
NRG4,-0.012204638392382562,,0.13319537117208624,-0.026458678937641627,0.01854959979286456,-0.017688832446035904,-0.017295641773705336,0.08628680404806169,-0.020775042895600587,0.039118345433146864,0.06407473971823271
PMCH,-0.014066502551148923,,,-0.03666107736585589,,-0.013477027230426717,,,,-0.0162481285192537,-0.043396024498575166
COL9A1,0.07612978688233722,-0.021556852950001593,0.061274088730203125,-0.01725027430008172,0.08218470411352581,0.02157353127285424,-0.019707972624360113,0.1586739706049692,-0.008852934396598629,-0.00524622437639107,-0.007261896607464042
GDF11,0.017373649155678805,-0.004621280641988455,0.05518936366746484,0.03875501345754803,0.03368514919023564,0.012419327417963873,0.008207185390066854,-0.008426236990385859,0.014184199386075505,-0.006582708821589491,0.032536020893226165
RAET1E,,,,,,,,,,,0.03755905433242473
SORBS1,0.04312206753590082,0.011663459092360216,0.051589598685440635,-0.009602037477291523,0.017967832199531488,-0.08737483877486373,0.02705779020674751,-0.0224190536199916,0.015494383789466167,0.009377547809024604,0.014347291863263624
DLL1,-0.05990791465656795,0.06200205547531511,0.07274377206695962,-0.011321121695386016,0.07447271431511458,-0.023467748342860303,-0.002356817207220349,0.07170238674429874,-0.017883285433500637,0.002393083386981107,0.017063205916669984
TLN1,0.05745544920057705,0.005387564973872594,0.010505714625820839,-0.0024096280586073755,0.11473273796572912,-0.06288579488363737,0.022378319234903733,-0.045159597643807795,0.018171042677167026,0.004383629140973469,-0.06341953852357245
COL2A1,-0.011566866862021647,,,,-0.019381745695526354,,-0.012071138164212854,,,-0.02345286308121822,-0.009323163185819563
SHH,,,,0.029407969538767,-0.015236407121940868,0.035775837082945655,-0.011520606101610388,,0.04976444027429085,-0.01112365697099698,0.013608023420660266
PON2,-0.05906034123949714,-0.007922600558575296,0.023549267021715167,0.0029029782580076552,0.07328709023312618,-0.012019912093535007,-0.025520761248590595,-0.01206256768743997,0.034825411670487284,-0.06665712739321157,0.02459107661578617
ICAM5,0.03633943204911534,-0.025555890873503604,-0.03254381656961934,0.049681854912880664,-0.03787382512891443,-0.0299171711654991,-0.022499121408172347,,,-0.030776724743139267,-0.010640875319483063
HPX,-0.021779712511570723,,-0.03044605674452896,0.035723491709271325,-0.028223859698504675,-0.018068876495359484,0.055988426130900174,-0.04111428407252318,-0.027853994092945596,0.04149008679058461,0.0038450242794815246
SFRP2,0.021035942436316128,,,-0.0029213361985206553,-0.015468434656291693,-0.015059226985860189,-0.022600480892513066,,-0.03338070307220746,0.05376321456640554,0.0012516191106035123
CFC1,,,,,,-0.011587552246861746,,,,,
CD70,-0.03218626359716657,,,-0.016433928687319844,,-0.02161484211602277,,-0.03429988735894456,,-0.04109600151026536,0.0959804154651727
HP,0.04274659184974991,,0.08446323464509521,-0.016560337220507055,0.046434802172141826,-0.016718964997718754,0.004408121819656643,0.023406232243277484,0.11144751629380943,0.014791696927412196,0.021984397378198395
CXCL2,-0.04375623396410194,-0.016549523518544572,0.017155521811683217,0.0730192687108341,0.0869159107478076,-0.059024726150381186,0.006674059775598534,-0.03113535325745924,-0.04765719717963868,0.03024316520489721,-0.0019847066022917127
NPPB,0.04246539424149738,,-0.08460421584206348,0.026980160385850775,,-0.010146531997898453,-0.014825472610651858,,,0.12962831328773272,0.028357205703760067
CCK,-0.00999475197955398,-0.004622801574020665,0.08500442281619204,0.02319383348871211,-0.09154885520929995,0.0008536043012295965,0.04974128453533406,,-0.00783451931180806,-0.0477813674452202,0.022817424975325972
SEMA6A,-0.03816051695173898,-0.07464395108947176,0.04571642954677843,-0.0008636747993356506,0.1151556972184858,-0.06331232604258144,-0.015256589629533277,-0.001815494497999478,0.04837239759924535,0.02485824240368145,0.05666419600757189
IRAK4,0.006125941511788672,0.043279803328222524,-0.02367223803712071,-0.0317150525852973,0.013875569630136256,0.005742703046501155,0.012308160212748057,0.06172351320102372,-0.041258850021323845,-0.01647003630921914,0.029215025780524394
GSTP1,-0.027309728393308915,-0.042606002756152124,0.0450102275848236,-0.010345932537119384,0.061991090292313034,0.030382077053129227,0.0358872262819858,0.025994565698611815,0.08666820462893333,-0.014357693003320203,-0.022324900960468512
VCAM1,-0.040350714033730056,0.05180489610125685,-0.04958195235787651,0.033868686285670746,0.021578777966121537,0.0036848427270406085,-0.040109081554648505,0.007601976549338154,0.0854517847760895,-0.016971966740442684,0.030052953878720295
NXPH3,0.006363552702339274,-0.03465574623430985,0.09174465068487732,0.011323242094675466,0.010092392899355774,-0.0403112251405777,-0.011958350920939352,0.06442092061727052,-0.07700547011667473,-0.04855983215038383,0.07111945228865496
MTMR4,0.017050230994429143,0.036148018489436516,0.028806425564045796,0.015157136825709622,0.04866128263227505,-0.024982906686787407,-0.008221568859932957,-0.05594806296693825,0.05607799788442337,0.02120326058946132,0.08043506676982737
LAMC2,-0.013417845449649994,,,-0.04467071835484298,,0.07307769918021924,,0.02659442503173853,-0.020086255093757454,-0.015771343075512305,0.06792031738135913
IL10,-0.003197877627933814,-0.004878628538829228,-0.03177144273720368,-0.025209178503617667,-0.010294381501635145,0.03599632528304248,-0.013270905733683657,-0.0550423976980402,0.005971093270648037,-0.03927387076789739,0.016417471688816895
SEMA4D,0.010766753126471428,0.04363738476683957,0.07258450431186676,0.005263423760192186,0.0023005753382478343,-0.03127274022834596,-0.02057057486995637,0.03546401381140317,0.005679208579281722,-0.04488244831291381,0.04390130751447286
TRH,0.0162515472126132,,-0.023514173655967533,-0.030807257011872834,0.08983709866783113,-0.025691476923896183,0.022378284216938004,,0.0859464515318849,-0.031386702699181715,-0.027147238882329294
SEMA6D,0.025187249167170512,-0.054350102618856394,0.06464171054990875,0.006779902514087243,0.04019191830192167,-0.03158497125426969,0.018226762638615508,0.05232941332918657,-0.0394327555163855,0.0263626090540899,0.0150298987946097
CEL,,,-0.025803979534826736,,,,,0.07476335454078402,0.012877292973849023,-0.030381603520603553,-0.026239779484657354
PDCD1LG2,0.00161253303025877,0.028310476722230117,0.03408605675819883,-0.03593382455011066,0.009374704599181551,-0.017240285483403464,-0.022701460571145058,-0.08007754129310332,-0.050407427761695045,-0.04336230733414867,0.0246547354855248
SPINT1,0.029409995761808434,0.026869034224271955,0.040157823717099014,0.03658081847881173,-0.012978918717799147,-0.022190907473449525,-0.019478832636398904,0.17448851701367693,0.06870135082205334,-0.020333285011534828,-0.030025989822872096
CTHRC1,-0.019834099075885007,0.15002830659244026,0.009147764684704861,-0.04029210868790163,-0.011347740005041657,-0.0197194107430789,0.042915288473707756,0.002090713241180633,-0.00913152357941971,-0.018289205993328873,-0.09108958193140751
PODXL,-0.04026739776671521,0.07914339336437562,0.0690715451007549,-0.025879199485257628,0.06225770022160164,-0.021676360871417485,0.03502105629537992,-0.05007635733172082,-0.0064852473967643605,-0.02852913142652219,-0.06911893940150188
JAM3,0.03396121316084626,0.029555728120126162,0.02341628362723483,0.020832530859962988,0.1133251651299189,0.013981018800460489,0.02637408297586724,0.007099975040123808,0.057988570784672094,-0.00950842285840084,-0.010258925883993528
TGFB2,0.0482775653456736,-0.007125444823227518,-0.036388042721912046,-0.019488063123240633,0.09122135219647101,-0.013867867026916432,-0.007233680560025362,-0.06588662280597403,0.005131662518375338,-0.028548207959763826,-0.03558966197202728
COL18A1,0.026331619402164982,0.02855294657441829,0.022185695911968697,-0.02685822967771502,0.01997861949542021,-0.03820944430680151,0.09308902103636899,0.007640602318596499,0.014688808833026003,-0.03284467463287627,-0.13560316106966047
NODAL,0.0755972592269697,-0.019122232383845878,,0.05296453514250085,0.0490964333934332,,0.01246420029872904,0.03277480594416662,-0.030216175416624566,-0.01803571367944081,0.007441928760993054
INHBB,-0.004072846257734259,-0.005279543327518717,0.03096696471231793,0.011556959744881844,-0.0030578266863097053,0.005307545841240115,0.00996181373057007,-0.04505079154850066,-0.044278179850084295,0.027028184974534637,0.09642730878008317
LCN1,-0.013417848468719854,,,,-0.01700860608803138,,,,,,-0.02745276555132918
ARF4,-0.025221460023063583,0.05556198287847637,-0.06941425661903863,0.03680478017688623,0.08113721951393472,0.016348037944937797,-0.04460636417828371,0.005956513206641251,-0.04572131240932669,0.01525004235095026,-0.038459866140692765
CXCL14,-0.05989295283146958,-0.022820006764773304,0.10631124724897091,-0.02411061395156789,-0.03035773683659129,-0.00912690541587327,0.02883079693757878,0.04911089339679331,0.04981865461107937,-0.04453640528473573,-0.012967993431452404
LIF,0.1080944188727365,0.05764344981773487,-0.026363985917512798,0.0551625889884846,0.04643290144107766,-0.017220157856320494,0.004498408250805742,-0.03748303967012618,0.034640295583287184,0.04559062692186134,-0.027366703226047354
IL17B,,,0.12988871395853488,,0.11258359508642932,,,-0.03017824523910355,,-0.022438103732244072,-0.0013137127632238546
MMP1,-0.018498719826785325,,0.019148560423802592,,,,,,,-0.016248127232501342,-0.03440665405975343
MATN1,-0.017617243602504124,,-0.03756382752255207,,0.08990535500957768,-0.01027396448336928,-0.012071136662017468,-0.032976015225121835,0.005199231796942107,-0.023124874739897147,0.0724824681093978
ADAM28,-0.0403453115381977,0.03223650048702316,-0.048871592591453884,0.002941091865126016,-0.016277600498954343,-0.00014543140530024406,-0.017718567925178876,-0.029248570458905745,-0.004987997206343598,-0.0011844704244710692,-0.02983635838969821
TCN2,0.009346371542404116,-0.023333278334897137,0.018816442027480895,-0.045332955696427715,0.04850244778656369,0.027348183346572956,-0.0396920426163129,0.027352695547300222,0.014858805854042036,-0.06555190427503015,-0.049324210318701656
THPO,-0.022955997861790065,,,0.03949554542274198,0.04527851948370677,0.004744434061606227,-0.012071138048659344,-0.03160437724971028,,-0.0011009326061901493,0.011680833091669502
CUBN,0.015085204649121156,0.05260319548884267,-0.022482247368777693,-0.04515445453021694,-0.0041510322673835994,-0.01630210838014984,0.07932194776870552,-0.09792292361991604,0.0314436783193798,0.036820310530738434,0.034696932329142
TIMP3,0.0036405083284161955,0.017029662789962107,-0.020724227463484936,0.04628260343071243,0.10577323070728459,-0.03906160043648512,0.04834645893804124,-0.004378887513774466,0.0010111219980996277,-0.06811867821985736,-0.09826126207663334
PIGF,0.018595108391621366,-0.0014144147298442342,0.02974189611650818,-0.019420886352699705,0.06301191947545873,-0.025353625223691372,-0.008373325283606752,-0.029503801288356304,0.009895348457382446,-0.0368838337696672,0.08199630236264302
CRH,0.028000865366949568,-0.023998351219549022,,-0.0013037880267999207,-0.02615476351626853,-0.01617361831311594,0.02390380724001252,,-0.017876132560379166,0.0005879731499527782,0.0008900679847484672
BDNF,-0.036932406525460565,0.041136257743667935,0.021769785000695995,-0.02454586864993237,-0.08784216426366472,-0.02300524688950077,0.08642967768414495,,0.025195150776013572,-0.010220163053763153,0.021052133560926514
CCL5,-0.06083114905495723,-0.015577841733708415,,0.05140529229802856,0.06896315232859235,-0.022628811621530645,0.08595999150685057,0.004658856027842772,0.03635871795126185,-0.03129220955153758,-0.015246432896242501
GAD1,-0.03202696508234258,0.00995207295648979,0.0775414268740127,0.027494824570057076,-0.06376636739525979,-0.022172262142306408,0.019650120266789424,-0.034731540841414124,0.0026388271293984263,0.0033752629369140615,0.06690646885151542
