,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.006746499860072934,
BMP1,0.14776798961011497,0.015125841181677159,0.003170093596130891,0.04830104664550906,0.1532424141905298,0.1322448183910686
NDP,0.11342545678054919,0.06331095433107746,0.1603825342753518,-0.006432513998222176,-0.06592073913156841,-0.018157616000854835
TNFSF18,,,,,-0.04139745118086754,0.05297062700188187
RTN4,-0.1257763061934342,0.02023257350550609,-0.005547570321815243,0.060337396892822234,0.005331388159535144,9.412151037807409e-05
HEBP1,0.036083513513328225,0.0866190235371161,0.12213240432530724,0.031837885296609365,0.04841941519418115,-0.048680855766782105
WNT7B,0.07075025661591061,0.0035106471263557973,0.026214557183887547,0.016076389175247396,0.006196173455757918,-0.03345328052261673
PTMA,0.19207057607395592,-0.09419138649811518,-0.055101387559360164,0.007766616177475103,0.11930866593017257,0.13963774588468547
FASLG,,,,,0.19370779955336412,
CEACAM1,,0.02860081626161766,0.053087862892572155,-0.04589089283894097,0.07461251408502209,
PDAP1,0.15783277761274309,-0.06958409458140145,-0.04559588475226652,0.015489607786744464,-0.0570801400390956,-0.02304410972252738
QDPR,0.07582302077463195,0.0547053542433395,0.10235046656047643,-0.018846852760536253,-0.016721345886047883,-0.04674663272409388
POMC,0.0843938010169067,0.11537239412731388,0.1525545447683058,-0.0017108061152278993,0.0629808898515461,0.013598677477165496
CCL18,0.06062450593470923,-0.0032906769061524523,0.05239252963314671,-0.02728688476404923,,
CCL17,,-0.049696202392643184,-0.025874166380719047,,-0.019292464814792274,
VEGFD,-0.004309469053236828,,-0.005683624666502313,,,
TNFSF13,,0.17129437807944406,0.012886141146340752,-0.014125419961555585,-0.03143546113909473,-0.03331247818000238
WNT5A,0.04387421774689142,0.0553799563223317,0.14140053341196304,0.0991396000400856,0.06475621755922473,0.07701515328843903
CXCL8,-0.06282238537169071,-0.12608273051553723,-0.25344466799778953,-0.031194041258935986,0.007368252634374538,0.002713344780895521
GRN,0.06694330425966362,0.053767643330893254,-0.014692898033608561,-0.032454943632311044,0.079222186462232,0.1519070907468711
MIA,-0.01594495718005143,0.1777497934330689,0.122299105731525,-0.06565507974370545,0.01759730300159307,-0.06102341701200084
COL4A4,,0.1005551653023806,0.05894819954974847,0.07524462607438677,-0.05665590431900377,0.03111899472053991
TAC1,,,,0.0007809709851792835,0.08860800245203633,-0.00893350198616141
RARRES2,-0.09832619567221593,-0.05794464175903645,-0.1214393058591799,-0.020504392037202605,-0.048575426719865485,-0.051892133572307333
FGF7,0.02721912260494806,-0.0032813954408510903,0.050914866266043995,-0.0012391445445222007,-0.04309129759011699,0.0006966517972767839
EFNA2,,,-0.021499047196236788,,,
HBEGF,0.0894212464738516,0.0006684351817372805,0.06287634332930414,0.012693230654303474,0.02753812358599552,0.10408924867823213
CSF3,-0.05639818470235816,-0.08482605395078853,-0.12227240970732575,-0.021859664606604875,-0.020311989235999642,0.05272318955336872
PI3,,-0.13806558210332348,-0.2268633736098312,-0.07323066187186274,-0.04413120461293777,0.0004796491422492214
PCSK1N,0.06055908054522898,0.10078919770299911,0.06549148906109516,-0.04843785363519469,-0.06394403245820687,-0.009551482411158082
NTS,,0.05503271603333489,-0.047076561603162384,0.035730167076893124,0.05713848276069858,
SFRP1,0.06142686237916757,0.13588964261224204,0.10181279119810753,0.05139935348334089,-0.02938031988165593,-0.004145735772740123
CXCL13,0.08125821941328737,-0.01363598506008587,-0.08147069792951105,-0.028317347348271467,,0.031011397362651266
MICA,0.10710557437049598,0.10789963736347676,0.05405062041825126,0.07834847918174818,0.0469439950020226,0.02983578862947476
TG,0.025458417743068847,0.08144500775513627,0.09423410115156802,0.04645688425034092,0.01301866179538513,-0.03500733439292426
ADA,0.1584048164450408,0.07898472119520866,0.06863709292167527,0.02272447724368672,0.14106868626967992,0.05816892885109716
LAMC3,0.1477408854955526,0.1350425066516836,0.14343866146684967,0.0893329994417516,0.16636820151769957,0.09970537365889205
CCL7,,0.05254198195296293,,,0.01685728340324789,-0.05132510375769146
NGF,0.07174058522459871,0.03027916693639252,0.02785545918071233,-0.03977562289224385,-0.012040057013477039,0.0722141461336618
TNFSF15,-0.01087618512727835,-0.005743398138828047,,-0.04085499675575864,0.07031189520277221,0.051659434253923144
HMGB1,0.1796734489886986,-0.08727706763465615,-0.017873738112628275,0.014746788011959912,-0.02106454833786678,-0.05803260562207982
ITGB3BP,0.032297993799210695,0.06430710713073257,-0.01860803791816928,0.038404131853045344,0.050288304554110326,-0.004586854105420642
AANAT,,-0.019072834843235097,0.11930154929891698,,0.10488376742378415,-0.02391320255214813
RELN,,,,0.032913477684068326,,0.010841324301565744
IL15,0.044817594109902104,0.009085660578058732,0.02109630216481666,0.024494227412518825,0.027286343704446426,0.006342202686208766
UTS2,,0.017133728313575323,,,,
BSG,-0.027040440883346728,0.07581711759156974,-0.06161909171931188,0.008173108740982687,-0.0037121040368022144,0.001507652010706289
ADAMTS3,0.08316727844784447,0.07446134737014466,0.13125837856315498,0.0330478998286366,0.004916777264883124,0.0014986922756339985
CD34,0.12126282666353642,0.11332053338294994,0.15685284541975578,0.025757755390899296,0.09844805768916196,0.09441212284830527
PLAT,0.03551941374950853,0.1889646311426419,0.1743404793936092,0.003744837623006747,0.08347199491384719,0.10327399730943791
NTF3,-0.01144785408274419,0.16105901783146426,0.19393601258376858,-0.06360978893418145,,
LTA,,,,,0.08068374032901818,
CKLF,0.08785339222393256,0.15618174310985028,0.15967858880836433,0.001390333269151553,0.025201730941884735,-0.0215508726772369
APELA,-0.04334104724681573,,,,,
CD24,0.13920209538004838,0.10127538010597542,0.09026038150403164,0.058517423827215906,-0.02417536520128097,-0.015849214407925808
HSP90AA1,-0.0878962689103875,-0.2106113586804107,-0.30308488229451713,-0.028404788976289196,-0.05628784459955961,-0.04294890657638466
BMP4,0.006021891417993096,0.06210080827901583,0.07748076975944368,0.054947896480709385,0.12574493218402985,-0.041164600039854456
SCGB3A1,0.08797564116097359,0.07770031271450666,0.048448142638252895,-0.04719022724993088,0.06254280598471215,0.0626063034014784
IGFBP4,0.12099352814923323,0.02458054633768959,-0.034067502321045856,0.02799881889168052,0.18442549265710495,0.15245932876059665
RSPO4,,,,0.027203029743559193,0.04632879621694789,-0.030153601194715798
LEFTY2,0.03869676682706869,0.016560274484139104,0.027039151358812123,0.03393306750655361,-0.0049504394789306565,0.0752317607733764
PF4,,,-0.05152203334698555,,0.06707318190714481,-0.02362102204796515
ANGPTL2,-0.06136293037585049,0.15802944271171243,0.17567510644993467,0.01391547191334227,0.1270589533325642,0.08404506020373363
LRIG2,0.004270755083398424,0.08708619330723243,0.07197418168013764,0.0524741478938596,-0.027394441195362145,0.06692779805048633
ICOSLG,0.03185982086220237,0.08480727514665876,0.2004968554678981,-0.003317279729939812,0.06540516010982826,0.026852106340965447
