,MGH258,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916inf
WNT5A,-0.062254025542513955,-0.07114927943886135,0.00997970467786171,-0.006689914877204533,0.12171990876606019,-0.06371271410624972,0.22636339160660027,-0.04736022735615405,0.03718258401135056,-0.05937916224668649,-0.01050967688502893,0.004634143250606169,-0.08243245734181319,0.042439061003173545,0.04679821026686313,-0.12922041788514568,0.018153474328796156,0.12671089363034094,-0.026532847123036454
CXCL8,,-0.06260944673137181,-0.057747604817303295,-0.01694037089403673,-0.23971079255825176,-0.15223068715639934,0.0027050140228798403,-0.07325935760936801,-0.003744844501721627,0.029225005626550973,2.8319117908091854e-05,,-0.0941648037065412,-0.11778119520500281,-0.10786424915035606,0.019265384406898334,-0.08179716429251326,0.003447247525137142,0.023615425987682327
GRN,0.05373211565295744,-0.031898573415547554,-0.07667029022186043,-0.002056008734060641,0.13855708848809453,-0.04807536561590213,0.16111144063581492,-0.02381561239093177,0.017733573913893096,0.09587779742224951,0.04211656427894375,-0.09261459304831231,0.009531213321250861,-0.016614115816201484,0.028951657533968306,-0.10247585668694902,0.02292785291170291,0.03263776916289847,0.05349008231443693
MIA,-0.031222181841603344,-0.02999410078033103,0.004074141873480213,0.004097467297142369,-0.047640049970545675,-0.010992509056960796,0.05171836413038553,-0.061291253735087196,-0.012844631952487152,,0.08439472332454417,-0.009832467263424124,0.03120650233116781,0.06667487000053691,0.02941439023639713,-0.06836344884838927,-0.01624652851675057,,
COL4A4,-0.02762526639716099,-0.01967167715133408,0.01096188546144921,0.013236721269116812,-0.016375509012337315,-0.00800159240822918,0.03315211536390162,-0.027298997706670842,-0.048582652452780234,,0.007118503524071858,,0.0031706952670150436,-0.011152189211711969,0.04332153388869441,-0.06065730771654917,-0.04513706488750183,,
TAC1,-0.023853492948839726,0.1354868912834425,-0.038372915818431434,0.06760584576701865,0.20450806800996255,0.10927084394847461,-0.14629814280265807,-0.012804416290469786,0.044890504267232095,-0.05185417825915912,-0.08015660969549626,,,,,,-0.013745799339903195,-0.09217095576504322,0.036513089822849724
RARRES2,-0.07102260505764314,0.09251580177285952,-0.026270528146219798,0.00281925603368249,-0.12711598262693577,-0.1186335179630224,0.1452883509770696,-0.06823965324428553,0.10601067453133774,0.06748302617937062,0.06729488985966016,0.03663923212000788,0.01737566916004475,-0.04852215040619363,-0.07660359470844476,0.04749528338705472,-0.006954207272524647,0.0629538869564343,0.07103482215275579
FGF7,-0.008580884673989517,-0.0030501576465570258,,0.0004441322650669529,0.08608757722379887,0.0032609190836747994,-0.03212444803189884,-0.006454314747062604,0.03587426947666156,0.04247571113536255,0.03364425223877455,-0.051820753443737474,0.07778886432657937,-0.027079304437509822,-0.0365192882878819,0.04229571500150205,-0.03475215979005617,0.0018467459390282383,0.14167241572904699
EFNA2,,,,,,,,,,,,,,,-0.01925916720074702,,,,
HBEGF,0.038808291198346764,-0.007118464084844644,-0.04215819231683154,0.01850330997486462,-0.020488084587539795,-0.05812460947527652,0.12335351739941139,-0.05390968754310582,0.059802721700459756,0.038554243842857785,0.09925269608366995,-0.028312946137311595,-0.05586080263443999,-0.015985717813375523,0.03392640868741074,0.07663605616601192,-0.0046111177052754896,0.043115661519456824,0.04481343120210372
CSF3,,-0.03702109018490892,,,-0.0763467462676015,-0.06502242191168223,,-0.020331225103215084,,,,,,-0.0762255818842529,-0.059071970582222855,,-0.014489192869686147,-0.049394017603123196,
PI3,,-0.0438570019453966,-0.024350375739339035,,-0.15959953213246528,-0.03533238657190553,,-0.05467558050529652,,,,,,-0.08086193771703935,-0.028635189599916254,-0.08142020804785553,-0.040580492566745376,,
PCSK1N,-0.02908002727768452,0.14260415202147117,0.009344272655903473,0.04924715960865192,0.17858957563422817,0.04269293968331666,-0.05026969733382224,-0.06521672949873994,0.018028747361697385,-0.08119754277734094,-0.07646487411556659,-0.0032345927668030448,0.08213534362646907,0.01347852377756201,0.05042416200249262,-0.011830391885607767,-0.0569511661492661,-0.1088634898252559,0.02477397797026865
NTS,,,,,,-0.03289252517554435,-0.0027021206549936796,0.028657616099777426,-0.0014098179968015272,-0.0037764040557175384,,,,-0.037614587583651986,0.09822046812865781,,0.11037012297160899,,
SFRP1,0.022521801604002436,-0.00431795362054318,0.019654397973970318,-0.03426148264437133,,0.06957090512225987,0.18751976209861726,-0.0021079592234291207,0.08797308263067946,0.01799171531637841,-0.03762683553459689,-0.08539911989309971,0.04699844797410453,0.008320233587817333,0.043632896133794716,0.06880199656811847,0.003832197672309718,0.04377093365076015,0.030176532587726627
CXCL13,,,,-0.046864903041104716,0.03096971952043385,-0.02509419600285416,,,,,,,,-0.010883351531470171,-0.04948229075052519,,0.005609408273817598,,
MICA,-0.0004949083011583286,-0.08131731765902481,0.00474487961946809,0.048091050558061677,-0.042429098086241755,0.03631208722001526,0.04956942278294763,-0.11717010338121395,0.006027677317729684,0.05413570049335873,-0.016407544848974498,0.04882598686696282,0.003322435878743265,-0.015699958573536597,0.04627405719190245,-0.05266182528089551,-0.0019485583251225825,-0.060462565384515485,0.15538285494408055
TG,-0.027625260171700843,-0.010340953054769203,0.05738759637077421,-0.05673228902746062,,-0.04545883050072584,-0.004567596328471706,-7.271578940961207e-05,0.04931508219151561,,0.008263025253503009,-0.05116177964502033,-0.011273449901990421,-0.021424180406256144,0.15847713442285236,,0.004144492008083756,,
ADA,-0.0785222669050553,0.014795621033567926,0.02297772832648401,-0.022908936066457324,0.1528232030527049,-0.020781186906470767,0.03088968283023499,-0.003792619436985339,-0.03988773323388343,0.034891787540763046,-0.009470309208072987,0.02353314361227027,0.020687388812250823,0.04123185412786969,0.02269961153160824,0.0008787086001429926,-0.004402454012023806,0.1967691711651824,0.11840956763340547
LAMC3,-0.04177135629199218,0.0405190607027958,-0.009583676904717548,-0.028570148188062326,0.023276219147923764,-0.004026245814739228,0.061359011605213135,-0.0889389806313223,0.042379375542417386,-0.0270525217041905,0.03030026952900971,-0.0038598485518411703,-0.010947068331018505,-0.04227680706384432,0.029573558940991587,-0.09621675253083554,0.011848240624684434,0.019847713200252328,0.003966727506487199
CCL7,,,-0.014722695152937471,,,-0.029574063848967182,,,,,,,,-0.024165500273440086,,,,,
NGF,,-0.02132890243548958,0.0017124578804729705,,,-0.0466053908491681,-0.013880422750825171,,,0.04889460116266031,,,-0.022156177897199182,-0.027909218221252873,0.13400875704582102,,0.022581635998151453,,
TNFSF15,,-0.026386514232377582,,,,-0.005955981191855946,-0.004904471617888434,,,,,-0.00992824165403549,-0.059595340083506525,-0.023558649214959565,,,0.0377321692936253,,
HMGB1,0.015858283593887895,0.11842855621307335,0.024171205800290523,0.07011902869526165,0.2754173868071583,0.07245134281253256,0.12847461054251963,0.0898205381222288,-0.07247834656317126,0.005455352076663684,0.009050694766145125,0.05593295161044251,0.042720566988543554,0.017534761061546014,-0.012340573090893286,0.11556713635732091,0.00955121879025788,0.034043311810191226,0.09603541436576042
ITGB3BP,-0.0008258474495083533,-0.11174890692263129,0.01915819200906172,0.04624291596096325,0.01902296547610734,-0.01541869994939544,0.15560492340006812,-0.07298152273311372,-0.017782296816216295,0.015393386994812281,0.03428332836772352,0.05950477876453929,0.0498585801318448,0.02751459942279552,0.033780676675710296,0.09557781307056751,-0.05777510216028833,0.036034996733620546,0.10628447411984303
AANAT,,0.04049959216710308,0.012114951622746385,,,0.04239897104267047,,0.03169588791329121,0.009127016687609834,-0.03973123579788518,-0.02515370047917311,,-0.009448592122377317,-0.021199962396433167,0.04062458918127111,-0.0053889748422111475,,,
RELN,-0.002220204052420948,0.12391608692208012,0.07659652293255703,-0.05026949050268147,0.11552697580831328,0.014548641520864181,-0.06410470557694702,0.010862137009683599,-0.0014461563244341738,0.09029472020774362,-0.04509900718512249,,,,,0.035361662848848646,0.011072514991363028,0.06617273038007548,0.05663444772083101
IL15,-0.03936677748563126,-0.020752977446210664,-0.02990243082943182,-0.04554105321068846,,0.008657346270488062,-0.011529602588484268,-0.05683787996649151,-0.011254037275211964,-0.011790136856766631,0.041339616925289153,0.011892934500774301,0.003951309845351875,0.007089982251147143,-0.046988409057463834,-0.026860104667780594,-0.012384121067094083,-0.07103806549968636,
UTS2,,,,,,,,-0.023336083414919,,,,0.044185048558123295,,-0.018053319554682697,,,,,
BSG,-0.09313765308980139,-0.07043855106003762,0.03967485006258625,0.018030772706743064,0.034365818925472406,-0.13150104152282904,0.12031551087080768,-0.09857391036675786,-0.09462125673199295,-0.0681661229640045,0.03282596934838647,-0.07865008868770326,0.03402994711367669,-0.005844323705969281,-0.05373370434107893,-0.13095966818166888,-0.006656766592693485,0.02546508017587488,0.023836171652016753
ADAMTS3,-0.03707989735656732,-0.0699587637975808,-0.0065793153048634674,-0.02694969794247919,,6.5135914904612e-06,0.07826437639188985,-0.10327662265396159,-0.05237178029434204,0.004519992530275102,0.012639416832203232,-0.07729122811373679,0.009599065825568048,0.09703018387244353,0.013125085980726463,-0.02184523023515999,0.01310360549575928,0.03182869706867025,
CD34,0.004496559085584811,0.10497080240179285,-0.002501718044710239,0.004793298000841891,0.059524655758097456,0.0795146424202906,-0.02413263644698117,-0.05169859713649865,0.014203331544091554,-0.040076662119989205,0.041760646238974915,-0.02589579700454835,0.03590839345152999,-0.015470358957346064,0.08631800015454584,-0.06348740529568309,-0.005364682990189667,0.03920389878371443,0.003033121542363986
CCL23,,,,,,,,-0.016885101235815464,,,,0.0503283770449789,,,,,,,
PLAT,-0.06144393943763465,-0.09058381930848616,0.0013795196270417938,-0.020061709601690986,0.19299849407213193,-0.017193949709073526,0.22542377323928459,-0.039335538961819405,-0.008311447625317726,-0.0410062026033754,0.060476638286794164,0.04637499258400689,0.05083612897235914,0.02993622878070091,0.009663611472442454,-0.12271377342755777,-0.08148833627114928,0.017550225328001767,0.06234487602832089
NTF3,,,,,,,,,,,,,,0.09891524138649858,0.016790175630846525,,0.028739944237496217,,
LTA,,,,-0.025438552403601385,,,,,0.004213652241131106,,0.07831046304837301,,,,,,,,
CKLF,-0.006349812686029921,0.052001561935935164,0.07594684048982973,-0.004984914535484847,0.00647842966284035,0.008565717132903215,0.1333667913618421,-0.006326384229840492,-0.0016911959066994928,-0.0017921705203979338,0.12530173022963903,0.0686093179915949,0.055081324400993587,0.057361750544229546,0.02827672137686717,-0.0001857353054067928,0.07058355002596561,0.07497487268915051,0.06860037494243139
CD24,0.07387033548382321,-0.04019757031129817,0.009499584228059996,0.014850223170412789,0.07710053583006882,0.10266479364859586,0.1201855260877022,0.047045298308718696,0.10096669788954413,-0.023829921044550232,0.003390309526415656,0.042570851361120716,-0.09817855460144222,0.05491794787311758,0.03629331095324265,0.03530455953944633,0.039167325302135785,-0.010009829686041619,0.0006756699886819356
HSP90AA1,0.0743209521007169,0.05456001342085944,0.006322982176626702,0.06116936888657485,-0.14614432554406792,0.08606129555322527,-0.15046708866514938,0.060144678089444105,0.13412323140295435,-0.08540932571741475,-0.08820271024368831,-0.05681986196133165,0.006571077337267116,-0.08327237561804994,-0.13080246316572963,0.0731478260471945,-0.0673819091729334,-0.0398951690181063,0.013576196292138564
BMP4,-0.02843040322446705,0.06532612457219819,-0.05123210208034066,0.000658697559894499,-0.01297764255735599,-0.06688853069575705,0.15989911402137347,-0.06589638607850072,0.027943182015050437,-0.0276337181709825,0.05716005869350361,-0.037457075667560624,0.07896502050609631,0.01576729611410367,0.061925666951054545,-0.004796010769989987,-0.07128925490678412,,
SCGB3A1,,,-0.014722693680687628,,0.018464300992310237,-0.011440860437493717,0.023103585495213245,,,-0.027565953558845672,-0.019191578482445206,0.006391853471974967,,-0.03678091300991325,0.01969548594678127,,0.049441578765330854,,
IGFBP4,-0.04315311690017561,0.01437976527390141,-0.0012742509644915927,0.03774189779232096,0.0908729376110977,-0.06378032685288348,0.15908134594113968,-0.13802951429554758,-0.014689659781106562,-0.04138327596016359,0.0008625607805928287,-0.01934845616046581,0.002924523611493941,-0.033881423232693754,0.014593142203456871,-0.1090537045402801,-0.08419666587106646,0.09150665822917486,-0.030675868894483305
RSPO4,,-0.026055441044544624,,0.04126782916626416,,-0.05111001107958762,,,-0.014703389983939736,,0.054753968225233214,,,,,,-0.03525623717188614,,
LEFTY2,0.006490717069265115,0.04274165586146826,-0.0776113958204346,-0.0033276892071577033,0.10934186894947995,-0.038478711366598355,0.069845886607671,-0.12685537751824447,-0.040417476884522775,0.023642368224028345,-0.014135602106867613,0.06323865309448959,0.11056548124928166,0.0011455636552484298,-0.022144582041088316,-0.07362144025016194,0.05795007974091695,-0.10648067263993663,
PF4,,,-0.015272431355686294,-0.02703271553732416,,,,,,,,,,,0.11969395283099832,,,,
ANGPTL2,-0.005102441509870739,-0.08435132345569661,0.006142875824328687,0.020772765661854327,0.22200711108578985,-0.028450067021152617,0.2434224685555522,-0.041694769949157495,0.06256886408358622,0.045386670721226194,0.08840415127542661,-0.026834511397486095,-0.044779830982873504,0.035076934006480466,0.0750073799662144,0.03456442222347243,0.0180679947404084,0.08093954832152658,0.08120073771538422
LRIG2,-0.038832013670615784,-0.017118011634282143,0.08377115910867101,0.008116588726724534,0.08113137231276325,0.03909235433054505,0.12693996932891338,0.015380828132219785,0.027122244007218077,-0.015204393986686325,0.009728297952846871,0.027245503409868404,0.04162854514693301,0.054769203304262236,-0.030069217365716747,-0.00896081605280513,0.02336790885246539,0.1120784695866216,0.07992351603131306
ICOSLG,0.048744807648909094,-0.0253131249226827,-0.05499716897221927,-0.013413019095810682,0.1447325038743446,-0.008464991803653515,0.16511212716554952,0.010259299068894535,0.08135249786472101,0.0787807273944182,0.13117456561615182,-0.005002609216173433,0.038835156061899426,0.005526553410941725,0.04106880927262636,0.0887187161731357,0.06859374994879155,0.024336809918841604,-0.016435319351536398
WIF1,,0.24467132605419262,0.021830900596303916,,0.0219982942858493,0.11966354147904527,-0.2147164468936669,0.009532386600603201,-0.03644306644815061,-0.07299029345926886,-0.07113763291630958,,,,,,0.006059120403793202,-0.0194087647464679,0.07775543183891037
NPPC,-0.05753390298158649,-0.02792278779306727,0.08155852664221003,,0.0170490716472996,0.0050905890660637,-0.005092416318019812,0.036935877761269,-0.03433369422854476,-0.03987002161109531,0.029543064547584486,-0.0622633796293526,-0.07606159502103117,0.04907781798485006,0.016832842259790086,0.0009759808421969305,0.05546610368620812,0.01497850512867919,-0.0076444602235679875
LYZ,0.040651224640397776,-0.06698604507919172,-0.0741429938737313,-0.020315692171373148,0.052644386477428765,-0.09214322477005914,0.04870631616969422,-0.022636084525070353,0.003881845481832021,0.04529905557661968,0.009564291120435187,-0.0930450650310651,0.016946167659403478,-0.03158846886889204,-0.03026486152586861,-0.0295087736112375,0.004690475882764255,0.07151816872991072,0.03309878503243897
EREG,,,,,-0.09198760734654976,-0.030858628003418244,,,,-0.04347386926396464,,,,-0.04905163242381906,-0.019313852302009615,,-0.035390240194762626,,
SPTAN1,-0.07579197579945414,0.08094569286200469,-0.02642012512314716,0.015345880167122423,0.1436299079174486,0.08706952385505491,-0.06836746665346553,-0.11700223010935247,-0.000609788110917731,-0.11792384069979517,-0.05359940125292734,-0.08805350614692192,0.03486889656050958,0.10035813741537777,0.02620648573293539,0.02676502062395695,0.06401476555211327,-0.14989525241549892,-0.08239946604499733
PTH2,,,,,,,,,,,,,,,,,0.032480881887469504,,
LIPC,0.017114202254255896,-0.010286819811158348,-0.018697470258400736,0.03061498217704342,,-0.049482902951611306,-0.03529040778316978,-0.021507189832205443,-0.01598290207285804,0.0821624853679222,0.044235227918623374,-0.04431741806505858,0.06890887621491798,,,-0.03785299944449128,,,
COL8A1,0.14455246336016533,-0.1738170022440128,-0.025337703117543516,0.02510922903996689,0.010828103122436785,-0.08479989433720797,0.19095398914891898,-0.041941449641406586,-0.07040676999811507,-0.01673183925805565,0.12609543412261576,-0.04126698708731649,0.05841160606835101,0.05062024667413125,-0.031352254642532724,-0.05865966661533722,0.006215978069812358,-0.004162204694449677,
GSTM2,0.00039524180612735324,-0.052586782467808,-0.041121792026000935,0.03706117644536712,0.03286775020953833,-0.012651010850256784,0.0005744740167970224,-0.02292962410084858,0.02643433991055989,-0.006637952421041707,0.04151515931669708,-0.0013195157555284235,0.0016902778969943185,-0.016966733519719737,0.05198699653030015,-0.02036398505837701,0.0015344634373808462,0.09641243254259435,
SPX,0.027039817720414253,0.0663139029381397,0.0868960614346359,-0.06424481228382253,,0.1267671595172393,-0.07507385995076446,0.02145328556402397,0.003252087064561751,0.09516337957693446,-0.061372758650441506,-0.062166764291726406,0.14302065047093793,0.012672569867029361,-0.021917661380944,0.09391791358006621,0.07309904924361484,0.12520883834114438,-0.03744087491979366
MFGE8,-0.11443921722625584,-0.14853273489736593,-0.060598200527863716,0.05577498991808586,-0.03980589100958285,0.02613243758868066,0.07088902673145803,-0.03019495713946131,-0.0017152036875456135,-0.02214903937892951,0.04426908544504297,-0.09957044954762849,-0.005874516009346782,-0.030535545806844144,-0.01909880761118316,-0.11269086858670335,-0.03972344197354057,-0.04193219131485477,0.0899332527043986
TGFA,0.02464394032441568,-0.08225661833745117,0.06734501523579071,-0.0029934266739247237,0.05214957696278118,-0.047780879287499176,0.14567812037075661,0.017253041817931913,-0.039850519907659664,0.0640286702171263,0.08437386935947776,-0.06640970587198669,0.04237895265136521,0.02017879320589635,0.020208195000794592,0.09773850683258152,-0.011006362746481063,0.01277897049709742,-0.0075010565392932115
SLIT2,-0.028430398675176185,0.2044078250071554,0.011448332493027723,0.022150838509159103,0.13681268605742694,0.06806546501515202,0.017704939639226258,-0.00840014398441338,0.02861062544236414,0.015241225937470744,-0.07312112468121083,0.0062279122328390635,-0.07760692920991417,-0.06327616607310137,-0.014973041754777209,-0.02034094192792677,0.021019882217093718,0.07334749584106302,0.036113273932680184
PLTP,-0.05188116725217665,-0.03730072907787138,0.009502629146271173,0.06676873151587914,0.11268709341907865,-0.09949318996307349,0.14121102016701462,-0.0569278492759109,-0.0023450882401808656,0.005205997008783342,0.05132052348391754,-0.11675731713658988,-0.06469717329447736,-0.0659630283380857,0.03587904520658031,-0.13283015335742385,0.018274479437604553,0.07209905478976762,0.03342619152264384
APOD,0.12187434276037816,0.1418319462030614,0.0392957161712115,-0.028134870630359514,0.24945996878838148,0.03508289634677443,-0.0029289986566685394,0.1758438656492538,0.07344540242231865,0.16766745309621509,-0.01037091677373699,0.018811149326559903,0.19739121007783186,0.05888470695504547,0.0883483376465014,0.10909630788523003,-0.07818752964605916,0.15856555311655687,0.03717037974530998
B2M,-0.010714374144596932,0.10955309893811405,-0.005789155777469736,-0.007567919273319814,0.12179214841499536,-0.12830193825844266,0.1916369944490742,-0.08373696313473039,0.10405559688410353,0.06545069802501317,0.07410790694045931,-0.03220901767181647,0.008130969601791944,-0.030979663587523264,0.09796012411067552,-0.12529160751079316,0.031094329449200514,0.07844042165961257,0.013920444593920956
OMG,0.03020665780390718,0.10750775541118505,0.06013728030185465,-0.0025549303601253084,0.13975104893958376,0.14962275025042093,0.007014147756114156,0.1459861599606909,0.04233919414499761,0.0856987031431273,0.058584308731664064,0.0119494682254863,0.12468091422085997,0.11806660252012047,0.11364658202833984,0.12684570778376292,0.06920775305760904,0.07246108419133059,0.05260093284780871
CXCL3,0.021805637750784274,-0.06236140321181438,-0.018526854298137115,0.010028139374917342,-0.034140793512431204,-0.08267163369533381,,-0.003546313622883882,-0.00931171315134084,0.0671939610728499,-0.03117999393932767,-0.06416865664648787,,-0.07720620233510626,0.017668110549069152,-0.0831263449880393,-0.02615097890222697,-0.07840368674368849,
CXCL10,-0.021866447784375423,-0.0044663698543801564,-0.016230627684707483,0.0048687769455069965,,-0.029649807992629167,0.00252967660349668,-0.13653699006221612,0.07217279694129812,-0.040172553700038034,-0.0006110413656701579,0.09970621290343687,0.028926214659911787,-0.024953979166190035,-0.02367693226974445,-0.03100833550853774,-0.00796115902569993,,
RSPO3,,,0.01477133705198279,,-0.034672760734034,0.0968842403725299,-0.06424522192901194,0.02212436303818019,0.002728041724974435,-0.033229911798316907,-0.03258249273107993,,,0.0360294368128813,0.04435752871740378,,0.0030159511559267496,-0.07777822336208161,0.05891497276660037
CORT,-0.027625265952485125,-0.029212740078457273,-0.0259331544419485,0.018278893050630487,0.17908789069111658,0.08701391969500213,0.04178175302084667,-0.008410209325818136,0.03829729338239118,0.03364818041727359,0.0005512620143862111,,,-0.02755506540338797,0.06847902877173477,,-0.009754228797246722,-0.03762606145926738,0.056014363430931226
NCAN,0.02366007944926467,-0.016569089847729014,0.07450524181419538,-0.03152957280297598,0.14125044209989895,0.1673449516677854,0.17007867536021304,-0.022005344706386508,-0.04367664757076616,-0.058477235690405686,0.13668736310259544,-0.011663098295300017,0.10061215598511218,0.06396004403773506,0.07677639318472276,-0.09601195646963628,0.07389519900156134,0.007777967179525614,-0.04825539791462012
PRG4,,-0.03986853134142124,-0.022141175244556353,,0.07216320502337681,0.018525815626884014,,-0.034411891600775124,0.06225038104946115,,0.028065636429696176,,,-0.026467910073083748,0.08138185688389019,,-0.022860774888581886,,
ZG16B,,,-0.020415932542494016,-0.04368303156914681,,,,-0.05410839348526084,0.043534828906967284,,,,-0.029552631558277944,,,,,,
TGM2,0.017358765778947006,-0.0587976386751716,-0.03229386167353004,0.0009107661509002344,-0.07760199096227983,-0.06199767653678489,-0.041394723302727,-0.1282735848049264,0.01923886385227467,-0.0036045816279229362,-0.034745656737149695,-0.05766755740789089,-0.01253064385504021,-0.045756084056331595,-0.023870398279039043,-0.11664751078959211,0.01471593276851109,0.0841207168709522,0.04943263366190859
VEGFC,-0.027625267731188712,-0.028606467239245644,0.03152869986007799,0.05139913958415188,-0.05787404390996888,-0.03384472940002948,0.011413575878138476,-0.023599468671133893,0.03886796857733385,-0.04912528297735501,-0.03887677208355189,-0.011825405985182688,-0.024942103248449216,-0.01679693945610628,-0.014114511781124835,-0.030536134453425245,-0.009837415624957992,,
WNT6,,-0.020492087694815156,-0.023754743154693295,0.014063859589929673,0.04033524239033933,0.032721791515701135,-0.006926348934389507,0.014329357377149483,0.02820002522162609,,-0.03392968351702562,,-0.022317988030285413,-0.02363546564270187,-0.02212463468012397,,-0.02349128107517879,,
NRG4,,0.03676764223927637,-0.013560119113396153,,0.008443378358964877,-0.006395094673731132,-0.06334687672337988,-0.051317561002895,-0.01816101027477428,-0.04501418562255263,-0.013151353463059222,,,,,-0.016782845809235756,0.03447082893216283,,
PMCH,,,-0.01562876702856853,,,,,,-0.013960191939714497,,,,,-0.02456256758366637,0.05446426824131745,,-0.0059206336466919125,,
