,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
POMC,-0.016134257269976998,0.09619522429447361,0.02089442329919342,0.08196866096842542,0.023390231995268025,0.00574971603411035,-0.007310275550112817,-0.013546472495699154,-0.006956221833989369,0.024750027229520122,0.1038152915571196,-0.056957769932277906,-0.009660929064247186,0.05611953574750351,-0.05839067841501703,-0.0001881318346617539,-0.04496655260230832
CCL18,,-0.03523620913870519,,,,,,,,-0.028407498752544894,0.10609954753217957,-0.04399359227045354,,0.09178400161535363,,0.02706028160790125,
CCL17,,,,-0.014324222621670664,,,,0.023929515160616026,0.1002769192516188,,,,,-0.025822631705667662,0.018779990387933775,,-0.01745012612918531
VEGFD,,0.15340285653224922,-0.02561073386355039,-0.015958765820441204,-0.019971952120799295,,0.015391789415338274,-0.015513197752853623,0.03885532202924981,-0.025978649708211995,0.17499472941871486,0.04056600790388195,0.004850656297273884,-0.017888125181361535,0.0722324774788608,,
TNFSF13,,0.024286200484580925,,-0.009880528178859767,,-0.01786874882275704,,,,,,,,-0.028068317816370633,-0.005754953785642858,-0.018919754125187514,-0.013953089425956364
WNT5A,-0.033876805267289666,0.010718703154383159,0.023858018560968895,-0.007668336435697359,0.013843077278098534,0.07831843791068496,0.03956297537577014,-0.05001519039588229,0.000799310767255485,0.07898143537743485,0.048931279166583325,-0.07717876797545903,-0.058823512563984715,-0.025121992912610133,-0.010654922126971155,-0.0149277273903001,-0.05254166133122041
CXCL8,,-0.01214597838718772,0.002950628811352614,-0.002218461475184113,-0.009122413112721314,0.0036324998065704766,-0.007857488357580732,-0.008819904722874666,-0.014650107092652924,0.05886911979952917,-0.023370965709006535,-0.09198666280180205,-0.04887049799528068,-0.07302462850552582,0.02508047124169238,-0.013970378679713728,0.04695335460011063
GRN,-0.023392313333840786,0.020066247668564782,0.0367049898390872,-0.018106380620260168,0.04070715688746881,0.01463326947122394,-0.02198044261132593,0.012971945632502401,0.004064313585767072,0.06917083764522805,0.04555758619692938,-0.03480044975257748,-0.03712089111471456,-0.0004788318335890615,0.039237198396761166,-0.06403702311770952,-0.07026401836377452
MIA,0.08772353769140885,-0.01617260724449205,0.07427285146659018,-0.03016200727352738,-0.021476908327246122,0.0276753008113051,0.008974556773644926,-0.00862824966025377,-0.01789157386444595,,0.012791866937176799,0.02180792744159876,-0.08079934164227905,0.1785909105501991,0.013245531923172184,-0.12255786770560477,0.0521359465837615
COL4A4,-0.024771112667387896,-0.02527845811808955,-0.012049815247759284,0.008477446051512256,0.04472402631247095,0.13511897277331592,0.10948948199256726,-0.015201824682994197,-0.0004442583803143241,,,,-0.02401440694057076,-0.02864168538316295,0.023076527296655366,-0.03395558292411118,0.017357414518223375
TAC1,0.11491161903913952,0.03351001951167679,-0.02685575618142847,0.022422540815554073,-0.036571882837355,-0.02889726252344329,-0.005349121465522598,-0.0038530531068684468,-0.023034356259822274,-0.04026076231411312,,,,,,0.039535147218009735,-0.0229399652003237
RARRES2,0.01307796948601853,-0.061955705665281066,0.02041229038208433,0.05283157143118684,-0.043136960422987466,-0.03892024338297607,0.04574081335563966,-0.006953759746849809,0.007987346240602525,0.06903430847217143,-0.030665340252460132,-0.08851235770293556,-0.042503410940650015,0.0347962567491748,0.016945648447047806,-0.018864729348791777,0.03641954830873902
FGF7,-0.05523597839060663,,0.004812223628511193,-0.025391013639176365,-0.018186935064611734,0.057749912388654644,-0.03551081621124827,0.0009028207280227929,0.051662841069289596,0.05730628993832351,0.14668231988319932,-0.03692713763820648,0.10038494245440463,0.023130880000996702,0.044151663050049375,-0.038606512884439614,0.031360378943779924
EFNA2,,,,,,,,,,,,,,-0.017001465856502068,,,
HBEGF,0.033960662819862215,0.014690943213937813,0.03337560503938156,-0.01928548031456241,-0.007216453399980745,0.07087316657911143,-0.006253930015517317,-0.01928272888395755,-0.005266211218619105,0.03146581116207628,0.15294883610723484,0.05984959121397894,0.06149506146342692,0.009373456207999911,0.00021445182781471808,-0.023945355777983464,-0.0303027464416382
CSF3,,,,0.03332382943080139,-0.03199007869724817,,0.04371857561102461,,,,-0.02426489775319104,,,-0.02833393700996023,,-0.02415464902711008,-0.018372290814343235
PI3,,-0.037069977634306576,,0.013726359854138047,-0.016527478101082696,,-0.01484431784484017,,,,,-0.03891657801544808,,-0.0779515207243398,-0.02040953308168209,-0.037761615251130524,0.0026036900323647264
PCSK1N,0.02069084366007484,0.014563775117980095,-0.04432923661634207,-0.022571558611838887,-0.04919336590294474,-0.013902753090847536,-0.01823818024630001,-0.013496966840262825,0.024096847954410285,-0.034690796290713616,0.03901699068845703,-0.10200565264076938,-0.04961581032419601,0.0042619032665326025,0.01810952090261758,-0.0316116298096775,0.03505476790721634
NTS,,,,,0.062724849362078,-0.020754755053412014,-0.016203586510096308,-0.001150650356383506,0.04922869040833558,0.06742971685691092,,,,-0.020713059889776748,,-0.0048828161548581505,0.019709808339274517
SFRP1,-0.031121574171996104,0.0425716742887573,0.04141677185462763,-0.012498437920042946,-0.022784538690516245,0.03279937379977663,0.029667331822614215,0.040813552872837555,-0.021447184090754762,0.058604570813205165,0.057276186532492314,0.08832281293723858,-0.03628775733960176,0.011800139117096622,0.005580439019451385,0.03575679775469287,-0.026574638988461838
CXCL13,,,-0.027131960066127506,,0.06237211808894388,,,,,,-0.0030024647221338747,,,0.033572838220899744,,-0.02873597055137057,
MICA,-0.013198755830482372,0.05752342330543476,0.06582838513768434,-0.014532551206220715,-0.009746284635134637,-0.035799429331820294,-0.034391462115052965,0.06145064710012526,0.03235259389595213,0.038747840301935135,0.0598808599493536,-0.022989521382498112,0.051407333092678205,0.07513036411184185,-0.0023258986814451597,0.022064312938684372,0.013529982494861377
TG,-0.005813147236838597,-0.030180942338687063,-0.02431435676614042,-0.01348779469628381,0.00016906601884143996,-0.023956458560586338,-0.01591079355942653,-0.014669357497636802,-0.015521233833172868,,-0.03447441054666617,0.19372801557587344,-0.007895034781628042,0.0382400770667989,,-0.01987964732367802,0.14117598407394025
ADA,0.034666384856464595,0.037345073484563854,0.020778071913249308,-0.04220099628612375,-0.01875789736900013,0.07195406425839396,-0.010548213994093671,0.03726488548011653,0.019680941246268242,0.0790611883976037,0.08810321693340455,0.04549962452016021,-0.09182175980345204,0.04102550698431798,0.04484394977084066,-0.022548353750402223,-0.057748084974638764
LAMC3,-0.009561692669369145,0.03636000064111528,0.041079958137958436,0.009420779998275218,-0.04234029713734817,0.04439216380905676,-0.0030117630439303604,0.021879030297785703,0.01470138741919318,-0.024468247231616915,0.017908931124681508,0.09178683961578811,-0.014282927562925249,0.057528617251605754,0.03385271058910351,-0.011420655903605473,-0.05908405488561491
CCL7,,-0.022413205688419507,,-0.009751654015568337,-0.02993660461017027,,,,,,,,,,,,-0.019252379861112067
NGF,,0.007171157813304936,,0.07164089793283071,-0.031954209579835496,-0.02286088699681411,,,,0.02293568216494212,0.09515922114572176,,0.06336311609974692,0.007725851452984595,,0.003824946081760105,-0.05029412429198822
TNFSF15,,,,-0.01085894369362363,-0.022164960465819734,-0.027758128676287824,,,,,-0.01545236383145931,,0.0053911993479260215,,,-0.014999622361677581,-0.015338863399903105
HMGB1,-0.050721136963960425,0.013146978819403424,-0.03179227861061192,-0.041722666626156944,0.07222099641468875,0.12256375889611042,0.019089851477670804,0.011670990312208605,-0.016422909814169554,-0.003017815297619979,0.13690761744164645,-0.0010482304449215857,0.06036950802135641,-0.06920359936153159,0.10855430051776552,-0.032040920819948866,0.03410314398716474
ITGB3BP,0.07257478751789863,-0.013571021464473174,-0.014258205482374489,-0.016967436560169476,0.021700872557440926,0.17672756496901304,0.007816996571955873,0.00971505907762717,-0.04758023214294647,0.046756069120884,0.018435042970606944,0.060351992915517384,0.029507701940558954,0.014513290871741557,0.06420366004078926,-0.0013628340730718453,0.00868270168232212
AANAT,,0.10160461458796134,,-0.009880529233389732,-0.01997195497190801,,-0.011891491528504843,0.007678529927950384,-0.01789157485962097,0.025572828242836843,,0.03404808699359833,,-0.005230322821321004,0.004552957064788046,,0.14450495397283675
RELN,-0.02053590450893052,0.007449169104355546,-0.057057817149416316,0.016402748930483525,0.053387929156338824,-0.0031585508660065187,-0.03489336721956454,-0.029045051645361038,-0.009081245700707967,0.01945592696788403,,,0.049036283433513,,-0.03715778858695984,0.08441309607955587,
IL15,-0.0572384736586263,0.060532910367802756,-0.0197707680517631,-0.016811874907492416,-0.029094457357111036,-0.01975155875486039,-0.018240020299601492,0.009099678177936561,-0.03056120687017296,0.0380624582877042,0.01892320907062722,0.01737268893947054,-0.038625902565219014,0.03891056188516653,0.16409747515084014,-0.005063202276165788,0.04202639206267079
UTS2,,,,,,,0.09960006029465039,,,,,-0.1018054974305372,,,,,
BSG,0.013612153772885735,-0.02633101332544855,-0.041354436610678516,-0.014019609285395307,-0.042846366541804515,0.09024629612525664,-0.0026274747788157422,0.0072909477955671815,-0.05149124734308257,-0.038417139873210805,0.019770227654054406,-0.0740899736632169,-0.05672501341874015,-0.018752109486747225,0.07576729223667446,-0.06678686724895888,0.03437065409627636
ADAMTS3,-0.02102288317194488,0.019515443604662473,-0.025790548662315546,-0.016159115031144578,0.03013455815695972,0.04251060055721121,0.012025420492228923,0.038210815333362,0.05904608125278968,-0.0047544845510162515,0.00718999897095298,-0.026047235155566673,,0.05949838521812261,0.07404070497646151,0.03067490053518414,0.02412893720791469
CD34,-0.021894752059332036,0.042030424148512546,0.020336263389483085,-0.004022776448950998,0.04797255424577003,-0.004823512653231261,-0.0072385697137789876,-0.056916430765350245,0.009493316607535347,-0.03138769891434536,0.0785613284975429,0.11842011092082748,-0.14702459131363826,-0.010182449576231947,0.0009893380908375948,0.022844897582680376,-0.057606612280088676
CCL23,,,,,,,-0.013530629709401873,,,,,,,,,,
PLAT,0.0021895689477691455,0.0368764840870073,-0.04348681987030614,-0.019543649219655665,-0.0006433899771646703,0.020865468344689442,0.027888406230281094,0.02498960692247682,0.01348840031905132,0.03399713632374634,0.040020997767797425,0.01569769011907986,-0.043808938554185085,0.043430476703434744,0.05069593680929264,-0.045661129931556105,-0.02084828568493857
NTF3,,,,,,,,,0.03208725490332205,,0.013873841525154482,,,0.01818438272971384,,0.06946758030015973,
LTA,,,-0.017880854391729595,0.033024018750669376,,,,0.14029600789708538,,,,,,,,,-0.011805339550023377
CKLF,0.0024970104906542486,-0.05594428786947666,0.04970552140580001,-0.01527370864992563,-0.008340021275870933,0.06693518700332225,0.0136635999198377,-0.008263087987006779,0.0035743769424743683,0.02191376426636585,0.10450975994772559,0.10145133544065366,-0.05023517075150576,0.07133091332210799,0.05006691797712287,-0.039641505662640124,0.03602985126751148
APELA,,,,,,,,,,,-0.015150210296066838,,,,,,
CD24,-0.048515311841904704,-0.007785580009574229,0.02639738537748519,0.005193815948010897,0.02975128677386964,0.028244124466407443,0.024672278967546663,-0.0035498976756120244,-0.01772623849925445,0.030314587643505232,0.08683775575992225,0.008854878700604836,-0.029928165753889,0.02956192514001211,-0.03725108260686635,0.07557331324221382,0.02395447897709943
HSP90AA1,-0.02603711056062409,-0.010615874321861124,0.04964499083761729,-0.0420018327943166,-0.04497583285666349,-0.08930411917225775,-0.017455755701478164,0.03265739610595714,-0.03791920690034448,-0.07169522996635488,8.842569035278628e-05,-0.16072030867911602,-0.020367179427443496,-0.14301772031029136,0.023158415661405713,0.005397237652396418,-0.0017706389331059139
BMP4,-0.025493065345603923,0.03630808664412024,-0.018954753831019612,0.0009543640942974896,0.0890460360636206,0.10096499782014715,0.06969748335666717,-0.009960226799136376,0.04135671460827602,-0.03507330892122256,-0.016944343223428977,0.14877315277867825,0.04928548881082468,0.029817911150902026,0.06189902415130516,0.014560761059775728,-0.04811220812512949
SCGB3A1,,-0.022413203447128886,,,-0.02378413284164281,-0.02521321408284155,,,0.003980270641230498,0.06198783153302672,0.19340237455629505,0.08241194782309073,0.09869744514425823,-0.007716414587124482,,-0.019096273526560167,0.022466833277041465
IGFBP4,-0.004334825070139472,0.05158752729423373,-0.02548228235230274,-0.002518586668761375,0.01587319169164432,0.09424126869238154,0.02913961085155614,-0.06512715647464096,0.011272210318365566,0.028069595885421475,0.11926008979574806,0.08336819231754278,-0.02400610201237387,-0.0005167782611513982,0.08056257214336227,-0.06570238891903336,-0.059677355115248076
RSPO4,,,-0.028906443304968256,-0.01913104807299597,0.05401384654910497,,,-0.014777271074752612,-0.015091716178522835,,,,0.008156736801232045,,,0.17305824035628775,-0.013075046628968816
LEFTY2,0.049790977386902184,0.04214618926327795,-0.0181004584889035,-0.02792667124200043,0.028316878082603143,0.03496476566896172,0.006407451740863717,-0.012184689672977018,0.0541099013384247,0.06677839614725085,-0.017471831104287096,0.00830736122610145,,0.12686661469783492,0.06129137165494667,-0.028528491283625335,-0.003385387499000475
PF4,,-0.0232501007309771,-0.016265067331572635,-0.008508126009543645,,,,,,,,,,-0.015583020523799588,,,-0.027414702592295594
ANGPTL2,0.04239278335778435,0.06866462409397601,0.025059197659297296,-0.06873158017633546,0.0025158172174430853,0.07944778207368142,0.018938663313695692,-0.023926691340226108,0.052606548561626415,0.10375904992009341,-0.06051331295064178,0.060141268116175206,-0.08721758251874828,0.029245220014863748,-0.018085778187027404,0.025134064669473277,0.007116309879836581
LRIG2,-0.02997536596232076,0.030544878385856084,0.028327398966074554,0.021123635052075602,0.010884133865397962,0.024854873678477583,-0.0007956949525416939,0.05909908372280312,-0.010505450005851633,-0.04366630423358784,0.041704059681445145,0.006943378469658235,0.07718173407720412,0.025158320826943335,0.05110878814701055,-0.0007721122533090996,0.05094923078436177
ICOSLG,-0.03781749548869544,-0.0047703102252210595,0.02334070059084699,-0.04026030467847043,0.028253399452085028,-0.00855174788493189,-0.005138523786120477,0.06606170274145456,-0.028641259051052408,0.02238957727565928,0.027384487706476907,0.012963352655742532,-0.09282045311440797,0.06310271193186276,0.023896445830925723,-0.001988215742457618,-0.012401611360483688
WIF1,,0.03609560098683702,,,0.042157526076672974,-0.06875381610915952,-0.0321673595530097,-0.01140327007863462,0.012349748750758912,-0.021811674548740997,,,,,,0.00033092757783168464,
NPPC,-0.007845290887035514,-0.05369997837923679,,-0.013198201599345023,-0.039269263475876996,0.0188840177526144,-0.032017370375739006,-0.022244156685393524,-0.020973792224672893,-0.05806861382874316,,-0.06191893477564549,-0.08839477586851745,-0.02948411951681156,0.04306724285091565,-0.027538877451052986,
LYZ,-0.0006195457203171437,0.0659605234262478,0.04395819033617808,0.07183888034241978,0.05434555081394408,0.02514951921009351,0.03332330940651091,0.0058450061773593215,0.0172326294334649,0.010938678019922776,0.061576725729093285,0.0005444406534205675,0.03073479990253336,0.06120856624572163,-0.02519643761686029,0.10192925178120997,-0.04349805774436779
EREG,,,,,0.010435730587835678,,,,,-0.024060595188650377,-0.02043057947895777,,,-0.016314940528469494,,-0.026128266964896778,-0.041402551158311755
SPTAN1,0.026383784874946324,-0.040256868318186825,-0.05749530411786211,-0.0072396563214802345,-0.03691293481097526,-0.07780056759695746,0.011882694396909083,-0.05157533420998363,0.038659502324700924,-0.052448019580241166,0.053286915362794854,0.02997129829304831,-0.08720800569026917,-0.01649020223133752,0.026744780130641275,0.05942651795066159,-0.05265058446410547
PTH2,,,,,,,,,,,,,,,,-0.03336177150859401,
LIPC,0.02876791938197244,0.010169228068166294,0.05634679145360369,0.0032554441150812775,-0.02657684949167868,-0.030629603064885227,-0.031102029518903174,-0.0057239200056426265,,0.06050338903865148,0.03602803345775978,0.10406728267428435,-0.04339494620485621,,-0.01989228262709085,,-0.010009155826476214
COL8A1,0.004397401356231674,0.07829745672527667,-0.059637977366259406,0.04976824695438141,0.03230224657312784,0.05359044672675412,-0.0003558150829386076,0.05907392395770315,0.012483694471907012,-0.061716648413365896,-0.09584659186367109,0.038871746655932175,-0.06150994860039444,0.11473027737613055,0.10398483006884904,-0.07878678608241982,-0.053270815129196764
GSTM2,-0.006142112652050389,-0.06398555081449682,-0.03564096347178499,-0.021834135116988417,0.03689503632889741,-0.016702602526198287,0.006328724899724365,-0.017844051724063822,-0.017781032260944747,0.018106376621901978,-0.03745349471560541,0.027081238754940503,0.017163476981703233,0.10796763283811461,0.00622099648518345,0.0238686089677111,0.07177328432279555
IL4,,,,,,,,,,,,-0.01610745010232175,,,,,
SPX,0.02042376197444892,-0.03809288960601955,-0.046208695742367745,0.009965766768782764,0.002506397357405322,-0.012949546099229426,-0.031115187968220135,0.02700002303415385,-0.00019837840768538432,0.045006891794072586,,,,0.10700317129546971,-0.03496798544816524,0.0033596442047989445,0.01159327355737838
MFGE8,-0.009932973996557484,0.03744325153318533,-0.02887714194967685,-0.019577689972865495,-0.02098006438716221,0.01299790551892832,0.03902074770024433,0.00013595400655489742,0.04793117896621201,0.0052162559639062035,0.019086345985037636,0.05825564028178298,-0.05171506180709858,0.04687021365878899,0.057743668867408365,-0.0008669374583122204,-0.026963609370183893
TGFA,0.0925471150859371,0.015459955641520185,0.009819700201307645,-0.03965323757242029,0.04303356630496445,0.020040797046162125,-0.028690004807690583,0.026574823463437557,-0.006864346675750775,0.09417007103081336,0.04210963516085931,-0.07369269457819033,-0.08628483895012877,0.03854326418356504,0.05548356043629923,-0.03385341849145937,0.07142658897168562
SLIT2,-0.025493061266331166,0.11336318166566749,0.010209739861669545,-0.028957250254410292,-0.03107167217264556,0.03757525032026734,-0.039513604739115325,-0.038027347308783446,0.029705325430770448,8.861864501831156e-05,0.010537512202290506,0.022669505609679685,0.0360683226760203,0.03366983410733982,0.02826101400815723,-0.02597035932172118,0.03979494248435334
PLTP,-0.06612261894045436,-0.047234786284755255,0.010138285487464375,0.0429168397148118,0.004662427608888494,0.02521667705368451,0.01624853796859714,-0.04808367280053824,0.03253989435229495,0.018566956708741818,0.12107717565248127,-0.054267902074888436,-0.050744929143206045,-0.032401223720610675,0.04326411587063659,-0.07621050198255584,-0.07854326031006853
APOD,-0.02381971852334379,-0.09293329638061809,-0.05285144575754236,0.026254904245125204,0.055074189948246144,-0.1025831351729883,-0.000681225696455726,0.06477749258917288,0.036254147651199956,0.05012929097810491,0.03836484392896106,0.07992147540953405,0.03274046650659462,0.040338036152602015,-0.08576822903090507,-0.029880074828955664,-0.09070359992289137
B2M,0.07120754761763697,0.10747088641020029,-0.08338966271636129,0.030332172092396564,-0.0020475586140183315,-0.00202823847844866,0.010799435990123653,-0.022124421289184647,0.02574258087191882,0.05910002371485521,0.09762864512198259,0.047317622733368425,-0.050610326321383695,0.06677125655616808,0.0485647733633598,-0.06227294060755387,-0.0750829689732871
OMG,-0.013471730783165431,-0.01459421162972753,0.027823165177053907,-0.005594465718300884,0.08084974133514014,0.019673924954651402,-0.04558744102358927,-0.005846167412881446,-0.037544585887029525,0.008659603854339504,-0.012938798237608453,-0.0011907568902908235,0.010321973580578143,0.012826706584318824,-0.05623134785750373,0.04146028491738146,0.05451440760915302
CXCL3,-0.01994825110067825,-0.01816882487886323,-0.033439430516320895,0.024553553858993816,-0.0023690682125173104,,-0.015612959932922218,0.017738763158636484,-0.016144946274039215,-0.01706590202210468,0.0870796388307688,0.09509850188723841,,0.03838697307960074,-0.020923824422058965,-0.05240171656071918,-0.06762328412237519
CXCL10,-0.02016974248379116,0.11443996866707166,0.02775179764865577,0.03402268581862179,-0.04055082203793818,0.015459625389321285,0.02931020488354416,0.06979849903341573,-0.00022273040073923726,0.05512765682607033,-0.017630438066941007,0.026862005940210203,0.08759233725101112,0.055821959030589174,0.08215058606130929,0.010004600887330415,-0.014844767979246658
RSPO3,,-0.03044548906007928,,-0.009880528503330488,-0.026576833105747242,0.005045027282511077,-0.019526459628722594,-0.022318834167465627,-0.03121545223909389,-0.004491979697245515,,,,-0.0017108997070164962,,0.030685597254238552,-0.01953740093984049
CORT,0.09399145119362047,0.013197458728459302,-0.017829482501409862,-0.022157843846468177,-0.03225499968235335,-0.02810675798752234,-0.008014723048810488,0.05588736799341824,-0.03438551166012269,-0.05887573777537115,,,,0.08290130654223722,,0.018284892156488455,
NCAN,0.029794447441935996,-0.01641241561923331,0.03520055964657722,0.03239877739038503,-0.03251125646319075,-0.02260600045448864,0.057193044200741665,0.020115757556754377,-0.028158428776694812,-0.0019066579979560364,,0.0016934938101450011,-0.036525740392545525,0.06670150987765373,0.028903637991987904,0.07769885768934033,0.030054126951152036
PRG4,,0.009069115031027683,,-0.009751655535218859,-0.019028917087983245,,-0.016915219121411976,-0.01888476579818961,,,,,,0.060506038401116506,,-0.007784505889307309,-0.0075212735252069155
ZG16B,,0.011710740082001323,-0.019572364994445292,0.1142232377420472,,,-0.018262697304513624,0.044258932897409474,,,0.04441872469123702,,,,,,0.010088473318906112
TGM2,-0.05050679032122365,0.04441719032286488,-0.032991942689197015,-0.003939996669770989,-0.0765550329204601,-0.021138093269079804,0.017219333248664245,-0.029498799550695638,-0.03608354001838885,-0.04843212947732132,0.08659283156241793,-0.06035128856161853,-0.00619208073096118,-0.007899906065220777,0.040897734513322195,-0.008769732401007826,-0.041614183936436365
VEGFC,-0.024771113863588157,-0.010678772693518013,-0.02513167037534031,0.01714602826297764,0.033344202089117016,0.053916430477852904,-0.004655054766065358,-0.027185158970736693,0.021523941966314044,0.050224765900885704,0.06434328836542975,-0.0483726934017532,-0.046318389157272974,0.004089864454244514,0.02625335118756847,-0.013765380784301768,-0.025852604854246744
WNT6,,0.012507957896945945,0.05231557186122146,0.028561045705599888,-0.012199856705156529,-0.020259013395391948,-0.01663390305380894,-0.02246756212296206,,,-0.02577295490640431,-0.010139128919302456,,0.022155472828407463,,0.05305417174212897,-0.02942095816376297
NRG4,,-0.0039047752930549138,,-0.011868210884358063,9.022873458684195e-05,0.07879228601820552,-0.021068978487813764,0.009725251576800611,0.06278506366268653,-0.030289450529018356,,,0.04028804161440299,,0.02409160798455591,-0.014521660851700131,0.044019298846548
PMCH,,0.019756647082739425,,-0.016444562423210924,,,,-0.014777270361589673,,,,,,-0.022879367458699996,,0.03054887471852093,-0.04213006321442953
COL9A1,0.018647311523600336,0.018568451474875406,0.0447801078508948,-0.01239548005871773,-0.032914493895927516,0.16383879985117422,0.07283850910188143,0.026927704499307425,-0.012568670956355261,-0.023727048638256813,,-0.018396188127242925,-0.03769997978496663,0.034084023373033734,0.04206850897819017,0.012531306857134435,0.02006771075848057
GDF11,0.02484080374738605,0.030409905667364838,0.06416123328765826,0.04749865127873835,-0.03209624023175654,0.09916257442462137,0.03764611767605055,-0.004843005568037467,0.015941186974651085,-0.009451892388614606,0.0077070868027678,0.1483030920529069,-0.07250314515740398,-0.025009953607156875,0.016251197507415636,-0.020050638849370788,0.013522940508357366
RAET1E,,,,,,,,,,,,,,,,,-0.0018692213694128177
IL24,,,,,,,,,,,-0.014534316793705121,,,-0.015334557184246542,,,
SORBS1,-0.02015982564244518,0.024192976586992064,-0.07652888919464898,0.05074881237702967,-0.02022298084081142,-0.04821035316731901,-0.0016851583642915676,-0.011574964296495257,-0.01245610495791578,0.018780964825874498,0.041007766789441374,-0.013526706988857544,-0.004784369528056899,0.10175311036837206,0.07583903588363627,-0.04908268301274912,0.04841923019181201
DLL1,-0.04808683527627962,0.01098020857029918,0.000601108162723598,-0.01923751273558627,-0.004023522922259236,0.08344044172339173,-0.010074631826047039,-0.02036413172017056,0.02828706656260046,0.022684896468226357,-0.01656867084166034,0.09178804213862334,-0.014897319591671645,0.06232613394987488,0.026290876356045937,0.020791182054667443,0.05063309869516587
TLN1,-0.04116476991511262,0.01319390902534645,0.018738116996317757,-0.03985648219502555,0.007424134308643298,0.0997918507051696,0.0015146173569195091,0.010315071043260404,0.03792141830321531,0.055496206202223904,0.046554398821147654,0.032240896636397585,-0.05148652321129358,0.04174046379575903,-0.01405817243835766,-0.015814838292842442,-0.04481509830900228
COL2A1,0.01790897727598015,-0.029461880238792395,,,0.003991795505882771,0.11272962993319471,0.03279248941287217,,,,,,,0.0006407282317693287,,-0.033600297891361666,-0.028433521826650553
SHH,,,,0.07401473411763367,-0.0430852739372623,-0.008853185837544368,-0.012273687757986861,-0.01257947123029917,0.015089953969402096,,,-0.05371175504582234,,0.06352798317975039,0.07487146619282602,0.015494331963877133,0.01576972149715016
