,MGH258,UKF243,UKF251,UKF259,UKF260,UKF269,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
TG,-0.02078329741678931,-0.01060213950516372,-0.016393588511232893,-0.018817306979136975,-0.025748251935850248,0.11034634757177608,,0.01645670151759774,0.025307574509314503,0.02550727273122482,-0.024171947199222537,0.04514229165582105,-0.023872159123396016,0.0007735558272420009,0.10099295446949444,0.01059328121416346
ADA,0.004211313109350936,0.08401378468992893,0.032523124075925364,0.06358523238117925,-0.01194573190117812,0.08918755283043596,0.06107967047403879,0.004364491361515885,0.009739365253902567,-0.007618880925796852,-0.04016757481501705,0.021702824265877472,0.06997304085444596,0.029601658389655897,-0.0004387010521639771,0.04229859017158209
LAMC3,0.0038587592923827476,-0.06068787489023526,0.04395173086412815,-0.03664194237269443,-0.02624422541435163,0.13825746460866023,0.04458330767959297,-0.01773706940983249,0.03572462231700931,0.02792475827516547,0.10228788951043392,0.02706695324085608,0.006396909466618499,0.0765088392180288,-0.011208027552749763,0.023476872243627673
CCL7,,,,0.03475056154173185,0.034417245463632895,,,,,,,,-0.026926708834825452,,-0.015954303280905198,-0.026299278419985007
NGF,,0.006155400946608081,,0.10672643707327507,-0.032659013902811215,,-0.01757056324755539,-0.047167265169054215,,,-0.11753171479905937,0.05431895002251084,0.02859177112093264,-0.01834140530848998,-0.011102418716391038,-0.03343651022214012
TNFSF15,,-0.026646525187963968,,-0.023436029158784167,-0.02265384628588251,,,-0.014386467941998875,,,0.003289525856167822,0.16129819429528483,-0.0262505175053304,,-0.04215403148700584,0.04334781098896953
HMGB1,0.044265960107545375,0.011846777112106452,-0.0009321011404990866,-0.008608392716739792,0.0384045492301001,0.03994612255904234,0.02618968365102355,0.0001401563599381441,0.008984189970187717,-0.061393017984953335,-0.09086662246005556,-0.03461910622931944,-0.06235924482156316,0.035499391122072364,0.0253288403473784,0.04171628390961616
ITGB3BP,-0.07617740148131741,-0.06110591485583014,-0.018547961726527513,-0.001253714402686131,-0.005373014594180879,0.0683243997388998,0.02533165341477578,0.05758870208227164,0.054161790947953474,0.06681972538113834,-0.012233835795814635,0.04771415654984347,0.028283189345252646,0.004251298074347776,-0.006841144245301736,-0.008163184720224394
AANAT,,0.009021719041153207,,-0.021324391925331868,0.015170918428819966,-0.015511376369462818,0.04732724530916057,,-0.0021193703662448003,0.07686422024046277,,0.04035068467219641,-0.023622321420980936,0.1430977523339782,-0.016880318200396118,-0.010283066995285197
RELN,-0.01722990456846514,0.024943596691915492,-0.03847037306778722,-0.005531712475290067,0.057394697914578595,-0.045515245118170164,-0.058043801900053406,,0.040264170327917674,,0.04193867546548624,,,,,0.0029991019813430833
IL15,0.013979452310584521,-0.03787757559797865,-0.020885180956027066,-0.07011408506607973,0.003242436150212152,0.0003951062389923597,-0.017420466893692782,0.14245725681475174,-0.017951443970327528,0.029897230502021897,-0.0224015821785418,-0.0019062749066244941,-0.033476490456757074,-0.0365352811383473,-0.0517597596619811,-0.027674919778092548
UTS2,,,,,,0.0759405699846928,,,,0.038533849040062206,,,0.06567713641434221,,,
BSG,-0.005747705275013209,0.03180962178571428,-0.010474870596240388,-0.02008582729844632,0.03316184601084277,0.02733991833377497,-0.08110093722903812,0.05763595671524867,-0.016747336404359468,-0.007737663935340837,0.011248369946735504,0.0920193580965897,-0.010131128033031041,0.031279272437559576,0.012848101278846419,0.018190556071376415
ADAMTS3,-0.02952551205139558,-0.06163759068192433,-0.028804723575724483,0.014730972948003355,0.05637354162111891,0.1324334309655614,-0.006733724627332912,-0.0011037036767248788,-0.02982950618760338,-0.06013973087559859,,-0.027340598625713825,0.01851632565470257,0.02072293287877934,-0.006190453501235881,0.014097435024038063
CD34,-0.04149898798870874,-0.005904157011003142,-0.009066859380124517,-0.0214307707996641,-0.02226255616414866,0.09998238296678258,0.029793336905141913,0.032328767019641755,-0.014564025776326815,-0.0034757973697419637,-0.02081822173286697,0.1088750713730902,-0.0008034886416250908,-0.015727103086372353,-0.04877689680482394,0.01856434056317118
CCL23,,,,,,-0.01764948403951447,,,,,,,,,,
PLAT,-0.01436741494291635,-0.0727376170468619,0.028535455704485676,0.012256613450098179,-0.006962414758640939,0.10689300136544,-0.003154601395814138,0.03606561908429751,-0.029425307246939567,-0.04408817648211434,-0.04076857553298432,0.010094192468513105,0.058515166928240304,0.04447429465742802,0.00982285205946559,0.10428114541657146
NTF3,,,,,,,,-0.03064402996638199,,,,,0.02517431196313,0.02731799750342404,,
LTA,,,-0.01205589652017832,0.016067661338378555,,,,,0.1307248871725688,,,,,,-0.022718364372725966,
CKLF,-0.030633389136515143,-0.029635899120857984,-0.005773743087818413,-0.00883068135893215,-0.05696686078106453,0.0935790673502944,0.08711940635708909,0.00020899994729807657,0.036543343671396784,0.05039134908255031,-0.07603856298951536,0.05730079743755323,0.0064679169127658965,0.011125209801965075,0.02691444904906176,0.0035962857294228262
APELA,,,,,,,,0.21126670963207575,,,,,,,,
CD24,0.006471659920846523,0.10514103269082706,-0.028613277426596685,-0.03156401199509821,0.051003871942301555,0.012911810964252193,-0.027638046676196182,-0.023065691720161003,-0.0020565343873053398,0.012437411947417725,0.0647112824248369,0.07517376996313015,-0.0219036093183336,-0.003676945026608846,0.019475941361906137,0.004548508149598285
HSP90AA1,0.013751344795667864,0.0019060346322486983,0.022764515803664627,0.024899492003384326,0.01969647104221509,-0.1279606436563394,-0.09642483360037415,0.013699943548894006,-0.008411844597461837,0.008177017005872738,-0.03306211916086241,-0.11512379253228351,-0.06674373466011711,-0.02080420611570712,-0.03117178630711583,-0.01510893346857077
BMP4,-0.021389030265084565,-0.020026887581498783,-0.012779957028111669,0.00544747588514028,-0.010210548872959134,0.010767127841527389,0.014952382175413644,-0.010576065972392613,-0.01529648625550106,-0.03749879456954307,-0.029121348152676953,-0.04614764435515788,0.004951726677914289,0.009223704377776325,-0.024586693286275735,-0.010421241280101141
SCGB3A1,,,,,-0.024308732256412776,,-0.010463521960938917,0.0508664192319446,0.013862603611614234,-0.008999526854635707,0.06658617393258978,,0.0518633854520345,-0.03558853286178696,-0.03345190847659812,0.05883674544225476
IGFBP4,0.04700876903160925,-0.014570320195532657,-0.025251449029083002,-0.028666067055481286,-0.018816426891757134,0.14842451194838377,0.030149730275376152,0.009908661531038202,0.025073576705253446,0.04333067723960381,-0.09968318574745955,0.03898474703677199,-0.017242896976644353,0.000603568792125917,-0.05991244652735855,0.00601173890044032
RSPO4,,0.016707789842998352,-0.019489733634444603,-0.02644575333559723,0.04063926748230796,,,,-0.024901481989352107,,-0.012559361760246782,,,,0.03975053543317605,0.006171936280367107
LEFTY2,0.0017920740523709106,0.010504587013600651,-0.0122039612721714,0.007902196850871077,0.02094685962818109,0.11246688409816033,0.012223787489448582,0.007666896853881658,0.04043816047118657,0.0314078340261926,,0.020477813717446954,-0.022857726591786774,0.016342737281549564,-0.013065410713958954,0.03504129645386146
PF4,,,-0.01096647645281815,-0.0025093753354243167,,,,,,,,,,-0.017040216984359896,-0.02271835911552794,-0.028100180670241393
ANGPTL2,0.01713900865278639,-0.015371900575111827,-0.01697919972591383,0.018388692892663427,0.00418353724300788,0.04709305406471707,0.04439281559845512,-0.017501844527162,0.00886479114137758,0.006671088086760141,-0.13347843284001623,-0.02027165876373767,0.09088211013706214,0.027402903967737674,-0.045850311549049616,0.017621669346633007
LRIG2,0.019189646885026664,0.10176345785915887,0.042843071196171735,0.014627304250464369,-0.08201417715002539,0.023671111958532963,-0.030433413016549647,-0.0030851880903266333,0.030798374947510275,-0.019930594986960412,0.01233853128248466,0.041446016139898983,0.005192810336945028,-0.004933368318081207,0.03023976252530253,0.009230024803252577
ICOSLG,0.014285919921781933,0.025589512680306417,0.01550189543347111,-0.0010690712658564165,-0.026337437653834027,0.024765077233907886,-0.035294889491452805,0.024367443412330388,0.04493702577679929,0.07586171521380168,0.032945072479847404,0.01828057444273489,-0.03359198314189538,0.053504885635106934,-0.0070719025512303284,-0.02394453963373901
WIF1,,0.07680173106075372,,,-0.033462392292783034,-0.07253690091537589,0.0757183097272037,,-0.028141215673326253,,,,,,,-0.012467889699242549
NPPC,-0.06648418694971171,-0.005260793088028989,,0.014024876623036251,0.021632484881241712,-0.01458786511738591,-0.043622725155512236,,0.04300565490145816,-0.06273602004350126,0.009687679936567859,-0.027340546116456966,-0.007147753272023095,0.10888634969974517,,-0.00975667299291521
LYZ,0.01491005508315612,-0.0756576514133774,-0.013409027002598104,0.03267012681422515,0.00846574819225735,0.11274452072532362,0.11430556374770075,0.041615365615672015,-0.032782054300690554,0.020671279407822808,-0.014544979683016759,-0.03179259790050599,-0.011568656250861939,0.0401751874544366,-0.06206108526432495,-0.0017436882685336612
EREG,,,,,-0.029531213839087907,,-0.01807497478910033,0.043274956730058496,,,,,-0.0546563906893634,0.016446627052223026,0.027265119497185082,-0.03235163214636735
SPTAN1,-0.026558710833266663,0.08127817370336363,-0.0632334650215891,-0.01935069035381075,-0.007852332797049052,-0.08024605060418652,-0.10304085979975187,0.02574163224251072,0.026534410785197103,0.0019147181767128548,-0.005301628585025197,0.0170290623148798,0.026022894848416262,0.024764824146519464,0.08821415130753282,-0.02454161459925799
LIPC,-0.02660884215325778,-0.010683762173739937,-0.016505133160147355,0.0055406714941147,-0.027163047011789784,0.09751867990183462,-0.03237195040982105,0.025882800571456997,-0.01527002855835471,-0.03492260969855917,-0.052014243347791145,0.0352443354693039,,,-0.02872460476922577,-0.03222409295166047
COL8A1,0.03561550120932324,-0.008227685170369446,0.03117869835127187,-0.04419920279195295,-0.016996865139846645,0.05740941576676133,0.0506020205655289,-0.032246134921798356,0.0009260145234997009,-0.06066083288508474,-0.10868676905052264,-0.03972064291812649,0.038509670811374866,0.03774668316615356,-0.03794476674165941,-0.01660833793560363
GSTM2,0.013591848883421022,0.0672740082993869,-0.02403038233419295,0.009984575074616772,-0.011656954547814777,0.07649272171183565,-0.009901022784134404,-0.034869972446862546,0.01599870758120256,-0.013907093527367088,-0.01950826592300735,0.11125951934846115,0.06725347654741039,-0.005973909808876427,-0.03980877895095195,0.0026338110856456765
IL4,,,,,,,,,,-0.03291260837608892,,,,,,
SPX,-0.0016008303541963662,0.005414410648057217,-0.023860648332762264,0.023776690167312656,0.029420558748483122,0.004147760821717737,-0.11985903929552072,,0.012491042346859858,,,-0.017756007725571274,0.03986941070595557,-0.021157607442541474,0.11439829775632757,0.07879684063843587
MFGE8,0.05762965730754077,-0.050057694838991536,-0.04620559821367972,-0.04042548205962862,-0.07771468945357662,0.04701558264832373,0.03827458562462703,0.018995548715772147,0.018485476406625755,-0.03711202567576571,-0.011190904725934795,0.04249682591195791,0.004797866189965561,0.028442753428002256,-0.0589096639836611,-0.03683550614520702
TGFA,0.05692941091877086,0.015543644807441848,0.0027595164753513096,-0.010341079593165292,-0.013998896201859208,0.05038639757459357,0.06264346479757825,0.0827536106407621,0.0007665073669507183,-0.10325496793928186,0.03498803695416144,-0.039270796773947174,0.07605936394136381,-0.009517869064600558,0.005182969665565224,-0.02091281946540957
SLIT2,-0.02138902684251897,0.06629397901061679,-0.028594745787669587,0.05548001875812902,0.003506361080830512,-0.03644525569422692,-0.017764035164967565,-0.03150424828126571,-0.005221334295056754,-0.007244980556629233,-0.058550604548997465,-0.030919739732856635,0.07525363276323599,0.00240489124352444,-0.056338205440587624,-0.03300063790667493
PLTP,-0.00506339987870229,0.023373729074712173,0.034638178420439585,-0.02621918354557304,-0.008354800726100231,0.1189017571741465,0.1563901943881706,0.02358583795881407,0.08103424570804482,0.057741603470336536,0.0533285408108222,0.08463848982494554,-0.024177890040779734,0.027091721068714807,-0.02182946153467106,-0.045511879410343764
APOD,0.025463118930596357,-0.051698973650785726,0.01439783497575741,-0.013276431692112718,-0.013896554994358995,0.029096615224884152,0.013586569463645561,-0.024981032455948547,-0.04659945070918917,0.06781082678622764,0.03380529673480815,-0.08892448207135745,0.11884620483024036,0.05290353843809081,-0.016795091916210918,0.013720157581409063
B2M,0.03828834821102566,-0.05234331487897316,0.02504475959181082,-0.002417977762653635,0.008974635117897423,0.16899602437818562,0.16970277531273403,0.060077786552183245,0.0241121985573822,-0.03433637452557942,-0.13748946841615028,-0.012016550810896977,-0.005554224911556932,0.05304049333122553,-0.08177420795331333,0.04482689516709344
OMG,-0.03498205165331081,0.10243980254519698,0.01778318991299014,0.013966583447167695,0.015049120407217976,-0.02396554888772047,-0.04267294183355018,-0.012046286774220117,-0.017878016799556452,-0.04761017413359955,-0.018164625313726403,-0.050211840863990005,0.0957990793988348,0.03051449412893146,0.061366232137199085,-0.035063626790945546
CXCL3,-0.01673685532687383,-0.04315317581202185,-0.007333270052399108,0.013448806758328038,0.03829930911221333,-0.0018673174404151536,-0.004877292133657148,0.043270061875217376,0.09036032694009455,-0.08499917068895252,,,-0.07949909784049328,-0.05473664432395348,0.032986841470484196,-0.05541135797804939
CXCL10,-0.09525667639242384,-0.04276302749637412,-0.018343698003439244,0.04466642981486872,0.025364498251110406,0.11680874478496339,-0.03971031244282024,0.07709684506313973,0.062418202378646793,-0.11493048566129083,0.012137320213801702,-0.03687911023743651,-0.02780528123462047,-0.022855870875094227,-0.030648914996407914,0.051670056656363865
RSPO3,,,,0.007436439423075762,0.05528538803183364,-0.025470502479710357,-0.038819648063292654,,-0.01350981598901015,,,,0.07051604537786553,0.02588481394534213,-0.01619049811833769,-0.0073920317558592
CORT,-0.0207833017658437,0.1276989903096438,-0.019585432497078323,0.05539886560351544,0.07876043720513386,-0.026940918650691047,-0.018882123023440597,,0.024228798033663703,,,,0.10336343759780028,-0.017831720986292893,,
NCAN,-0.011253456391630818,0.06118431847612639,-0.03040333807145504,-0.06720345643159742,-0.01831893548056611,0.02088565664112692,-0.06979906148700939,,0.0008086867052754588,0.07494262456642972,-0.070896560898099,0.08699108302288078,0.09256532165694913,0.04318357008634326,0.10186868005349155,0.04243328057488689
PRG4,,0.0312040312946751,,-0.021046253661302885,0.01797891605956902,-0.02206437514883762,,,-0.015795208146118567,,,,0.03177962729265703,0.0061059939319150726,-0.0366758416347371,0.07794415675499398
ZG16B,,,0.1550807967356245,-0.024426751325315348,,0.008676453505702503,,0.01449669276224808,,,,-0.025383028288583017,,,-0.020187808734083164,0.059762770879709576
TGM2,0.0345708490235445,-0.013429814336718231,0.06901188406767803,-0.0022931833489363072,-0.007352920283388529,0.08949839338440668,-0.022944821302191165,-0.01478667069432511,-0.017021183890523144,0.05472914957475204,0.03493386688614826,-0.020429444203557606,-0.07003783698809597,0.02763123888365982,-0.05437473078090837,0.02499311965897307
VEGFC,-0.02078330310401483,-0.028888353464054384,-0.016944649891253126,-0.006677200575315184,-0.029937889531113464,0.050544432494807244,0.0855561930799678,-0.0032271072128470133,0.004974823444082256,-0.017872404540100677,-0.05762439063140486,0.05230942116887756,-0.0346531273971243,-0.024477748122305343,-0.004521363566933416,0.04581029141610708
WNT6,,-0.03663812829943129,0.040016734192766884,-0.02910967878948209,0.02744401333419327,-0.021697423753976167,,0.026502176608965134,-0.014068407370290663,0.04911075990409885,,0.0333791191039782,-0.04019672592210218,0.046550921313653994,0.009120638400631178,0.01574342318025296
NRG4,,-0.027304032894769986,,-0.003147384160145911,-0.0013892840248171247,-0.02748257897347934,-0.02275426066542031,,-0.01880543966796576,,0.03624837928835807,,,,-0.016190499932906253,-0.037251206227176314
PMCH,,,,-0.018012061160762125,,,,,,,,,-0.027369146017143655,-0.025018858530392894,-0.022683841428366144,0.07276021889376064
COL9A1,0.032740761467833786,0.04215607749228466,-0.03031163921860785,0.0375479749542945,-0.06168550709211355,0.0576396351087737,-0.017824405530855257,,0.010604294180877922,0.10134025176601115,-0.034965762635878535,0.02553465861107651,0.057703053351208025,0.03606327190895835,0.05285255514888168,-0.019062361099172073
GDF11,0.0040845691747639235,0.024298909448444712,0.0875424494211891,-0.023445516280977127,0.0024199845473995966,0.08426630343763664,-0.0005425271009564627,0.02488597529726705,0.034258342652795426,0.005106310911502489,0.008482432100724713,0.090079841471387,0.0337710353180648,-0.02249486773148763,-0.0016698678237741372,-0.016299661713171227
RAET1E,,,,,,,,,,,,,,,-0.017760863389793078,
IL24,,,,,,,,-0.013531747303658172,,,,,-0.020405775757978206,-0.016768519388109138,,-0.041645609336973546
SORBS1,0.019862859448441718,0.06670214666065373,-0.00512434613754528,0.006484655024418932,-0.030235783827409428,-0.035527165953002454,0.040788466718978,-0.015180884415175955,-0.058129468160491415,0.01284491616955184,-0.022091106961887208,0.053710836216992935,-0.04409795441348703,0.004317642399642252,0.07657420406987153,0.008605483203107302
DLL1,-0.02523425423815743,0.016999582138783803,-0.03247456373053794,-0.011076866076721177,-0.00717355106532488,0.0706363552854871,0.11478050666452023,0.03198455308628042,0.015541447064958372,0.038066216616975054,-0.10491656119395501,-0.010671585825657602,0.09756825986701106,0.005863009044113467,0.05075029981837295,0.025191775053312822
TLN1,0.04259777487712535,0.011046645833871832,0.00866460563579555,0.014008877316238077,0.0638502894808524,0.0904177443792234,0.11472801643649329,0.005098665922383028,0.002798793858266845,0.07158795188694994,0.006368429159789802,0.054709459830523464,-0.02133646285105594,-0.02350620612054311,-0.05592567579238622,-0.01351047212513901
COL2A1,-0.019520835499191046,0.07624497496652341,,,0.0661956354683593,-0.020365702619928306,,,0.01251187169295549,,,,0.014319656245148964,0.02868715683449516,-0.0052217981782637585,-0.0038666223612779903
SHH,,,,0.030746545244907057,0.0418695938086321,0.10170734994274515,,,-0.012526280655951532,-0.12338124598947986,,,-0.08829914056726079,0.0405815468318908,0.06136636170574476,0.01569968722022999
PON2,-0.11564953843170495,0.0654587683593378,-0.017181689004011992,-0.012593728536209126,-0.024067979733694997,0.08332819522022024,0.059588500842576816,0.07662517714466882,-0.02417277596975267,0.002993391631573515,0.08192008325440182,0.09272461417115789,0.004020655789127124,0.020623717925950892,0.09745243124343314,0.11296183549311745
ICAM5,,0.049793376915438566,-0.015709239381083137,0.07222962250180441,-0.01946022005837818,-0.039796573114292536,-0.01151005913388387,-0.012809461451447216,-0.024463149489304996,,,,0.06008645616344974,0.0074463024558321204,0.03837816706194384,-0.019755427643877978
HPX,-0.022173367805978273,0.05338255524995771,,0.020195700284065237,0.014688726667902562,0.03786586371702598,,0.05011934146253218,-0.021115594067206728,0.009546202402481713,-0.015379904743136868,-0.04159893614263467,0.05255372303151177,-0.013193857210949619,-0.014184848891305753,-0.004394182148526327
SFRP2,,-0.019373551446489928,,-0.024908144265980696,,-0.016253723743705033,0.07132146090688161,-0.013354639322113403,0.05698672545874514,-0.00949170790987257,,0.004804402484208522,-0.03716044515269299,0.05431597526361754,0.02194097046331213,0.016759045610813296
CFC1,,,,,,,-0.018566691833704692,,,,,,,,,-0.03296145631192519
CD70,,,,0.07487341052141519,,,,0.02893769776360953,,,-0.060901327394540156,,-0.026638347548444654,0.0316974423904051,-0.02470153304832835,-0.026672805398199467
HP,-0.014502624782875364,0.018663647688783435,,0.02434770679215053,-0.03322863006678789,0.03597194799321958,0.20222841378232273,,0.010045622487992394,-0.007611245200521078,-0.03220772943871492,0.10020089328527315,-0.02188593311098032,0.06800233537884708,-0.024219217075223152,-0.07207357605758329
