,UKF248,UKF259,UKF269,UKF275,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
L1CAM,0.01051395164070944,0.02191419071844592,-0.041424760874046666,0.05507063854448586,-0.0475656820954075,-0.019668792823391117,0.05369726154751787,-0.02791620625583435
APOA1,-0.01139050812045516,-0.014817040136709028,-0.02997746354982378,0.034439483855708754,-0.05114975355045253,0.0063330720064109095,0.04552380903547955,-0.01630856426832117
PSEN1,-0.0037212430167390914,0.009740101474149982,-0.021091866732956408,0.04114182816720367,-0.04026709288390818,0.011227095230479912,-0.00061423669522127,-0.03126352305775681
CALM2,0.033177960206594054,-0.040011026809844155,-0.13913410495717263,-0.01599606362573328,-0.009498547484013997,0.060091785286944456,0.05022632437791995,-0.05433461718121658
CLEC2B,-0.005259059524992591,0.01834882117474222,0.11789842437720272,0.0028664333849639924,-0.007864467336992318,-0.008318478426780192,0.022614572664352895,0.028121950399384418
NTNG1,0.04473172370306244,0.09893013568380543,-0.014199261173431389,-0.0037524413701023433,-0.03057864111272413,0.08188674461541652,0.06195349422184799,-0.05837975534643269
LRIG1,-0.02601564089112096,-0.004272458250495483,0.04559056231667989,0.030224087784538695,-0.03262832633022899,0.05959589136582429,0.025739464372262384,-0.09174662493775596
CPAMD8,-0.024153089679015305,-0.011253787459884751,-0.020131948893293915,-0.017477697621350544,0.021582263340175475,-0.016268854679150766,0.05022342795265885,-0.02202894938382611
GHRL,-0.021050641254805574,-0.030017783579747426,0.0031830740650365566,-0.02185927270018289,0.021575076350170072,,-0.0310646819990117,-0.019418748094031237
NPY,-0.004882927992239891,-0.015071968038625276,-0.03539007743001798,-0.0260582927204117,-0.03547823509798223,-0.07017027198599635,-0.027271240124245408,-0.02101541275293268
MMP2,0.05303355299601584,-0.04819033021102703,0.11120681868887458,-0.0278544374356396,-0.023144969955671755,-0.06710952791907135,-0.09601034445023748,0.017725857487715175
LHB,,-0.009801198988579153,,,,,,
PPY,-0.020271172819617978,0.00013447550132029862,,-0.012773353537270207,,0.006270236644118959,0.017799147627222154,-0.0009401020548425624
ALKAL2,0.14854482754178244,-0.009658802854521156,-0.022826281621204054,0.03856805645501767,-0.04915294498379071,0.11291644974505066,-0.03982781400416301,-0.06204601226376173
CSF1,-0.0005872398819530942,0.006683789647933317,0.09753300278713184,0.011200404417435224,0.02022924209987498,-0.023047217760376836,0.08693246803298205,0.01833129166198303
SEMA4C,0.020148377041451566,0.028156620168283592,0.009979194911407769,0.026286066452324543,0.0028498157179459196,0.013312469403057244,0.00892090888611061,-0.034727618313551666
BMP8A,,,,,,,-0.01938412265814663,
ICAM2,0.04531265309166694,0.014449037685678887,0.09698634304970345,-0.015602813398019933,-0.029789063424140578,0.004233048769823743,-0.07046541178663078,-0.026731086268949555
SYTL3,-0.016740697329825367,0.07305467097247631,0.08229653062062194,0.0007628654876878811,0.06345356710948596,-0.01963860887106444,-0.012855762739965146,0.06871112619508027
IL1A,0.013338416278837627,-0.01423760199986236,0.03421341264794616,-0.016655724480312713,0.011178449749644272,0.04279547565603909,-0.008853505971549247,0.13906048668093868
HLA-G,0.03901777929186827,-0.010351962779750081,,,,-0.04095913272064273,,
PGF,0.020420783384508524,-0.014705100832708075,0.13754583715702678,-0.0044687640059602836,0.09266874031313581,0.02740726622743719,-0.022109491615136385,-0.05669408389249789
LGALS8,0.018166263202743574,0.03761126209536728,0.06855149535348838,-0.00022896108588545355,0.022285273633777334,0.055265833650640715,0.038595580632761015,0.0397803384632487
DKK3,0.0023778116722110543,-0.04727965693676277,-0.03954527248692809,-0.00784555535454977,0.006374798866199391,0.006054673566207995,0.01325083826880325,-0.06272673209495917
COL16A1,0.06475108601256109,-0.04408628581944012,0.037600597904764804,0.07955031128586601,-0.011470745639772337,0.039413015090512905,-0.03716307918423392,-0.006056224499022803
TPH1,-0.013582757233539614,0.012983209119426208,0.00956889129943449,-0.029542086383792875,,0.0033319887657567012,-0.021832596531360684,0.018747779388065634
TNC,-0.04423313282705141,0.0853155269141666,0.10195369044707149,0.07573461345044932,0.11359662108931916,-0.053003799286275126,0.06919707816390423,0.02325562630982048
TNFSF9,0.003831315290022958,-0.0169763930092287,-0.03900842762558819,-0.012659657454706912,0.004635451359433337,0.0007716212192693985,-0.030676800285998816,-0.0369133511917815
C4A,,-0.011619890142141874,,-0.015142169923551439,,,0.021685811534581417,
CNTN2,0.02091102175769958,-8.879406328144485e-05,-0.01756751630705363,-0.0639660412394277,-0.08268595387622758,0.035098274117360224,-0.04132893410584404,-0.03453080887039607
F7,0.037191093198309835,,-0.020131937191931775,,,,,-0.027229026311140447
LUM,0.01640918457787207,0.04384709723466571,0.06266311804788811,0.056130824963294516,-0.060477798156117445,-0.042103160667705766,-0.10562936568551774,0.021890097260979416
BTC,-0.01202182008769234,0.02093587064873687,,,,0.024244675875515348,-0.00853784773263918,0.029063172385432
APOC1,-0.030847394041398413,0.020774123057411224,0.1282878772216725,-0.03132965158331635,-0.01328564953929914,-0.018024631669041617,-0.026894227832305787,0.023543222268301953
PKM,-0.032840443198400814,0.09010735488940198,0.10211247693107507,0.03805583956061173,0.10410060308961883,-0.07938493960298466,0.08594726148649942,0.04841114810944568
TNF,0.06031878931447472,0.020274975928466634,-0.004001071932120659,0.0227488329482389,-0.0438710935158865,0.007933272303684036,0.0010885231017438732,-0.021192125394201126
GNAS,0.035886887247567764,-0.061644532653893795,-0.041509526005893145,0.035876561219270416,0.08457048322484534,-0.01159412647251184,-0.02135004498562701,0.006004966782492615
BMP8B,-0.030774106615896028,0.08015099127538265,-0.0005495397113977847,0.041256148920407076,0.008714006024873513,0.05221380646741393,-0.010082916608234257,-0.029381748990071475
LIPH,-0.013582753889570979,-0.014720875893756011,,-0.012208728320348056,,0.02363557511555865,-0.05783561469943005,-0.03379236290712343
CCL28,-0.0013716770877368785,,,0.010948380781034434,,,-0.01505181315871237,-0.032062750650122714
PTPN11,-0.04429641578100709,-0.0030994994315286495,0.07467087759919841,-0.02734398286070968,-0.08936644226620424,-0.05039904498523034,0.021613224107833413,0.011673780831947093
ADAM12,0.058623094604397685,0.051109850372725946,0.10244073338663587,0.031235726822833737,-0.06637403464832985,-0.04898099417519098,-0.0473019481599831,0.03860908316086333
EPO,0.0012655255076931995,-0.015007679917913382,,0.09463319029226877,-0.03580587579058219,-0.01956086887235044,0.08600812209451988,
EDN3,-0.02366051347177174,-0.018682475492317222,0.009328991560651976,-0.01979806886724043,-0.027437773836595115,0.02788286267316962,-0.0007685674355126099,-0.03379235339730509
CCL22,,,,-0.0031986525453962505,,-0.017888115076346755,-0.024734008888879274,
CCL2,0.03708734089076217,-0.010204994518870034,-0.010584494299218622,0.012279889494499738,0.024203655653670667,-0.018185894324239636,0.04424101823586665,0.02785223972641212
DSCAM,0.010692996724329615,-0.023454666366539933,0.05048287278956712,0.04782766658089135,-0.016068034368902095,0.07286128426813165,0.050861255015873415,0.023099000007638433
GPHA2,-0.015138669385347372,,,,,,,
ANG,-0.06858910203686489,0.07947669346432457,0.08571235306303134,-0.04014464789237632,0.05819926580016612,0.033982657203051776,0.10418317793147458,0.03325362266965793
FBLN2,0.001367812429171822,0.028132206934040428,0.09725986157925613,0.08314929591183061,-0.04940571367955657,0.0556186385576641,0.009225734261314464,-0.0011986033194913048
VTN,-0.025676138403107937,-0.019297685181668883,-0.02269308812188688,0.05821866171023705,,-0.013754808656727405,-0.02610368898027275,-0.03435279863340282
VEGFA,-0.046806786646373735,0.09875437158418286,0.11891712570337229,0.012363186901398144,0.1416469767024172,-0.03829545166020451,0.04215821687434011,0.06345691489921489
F10,,,0.09531965544009813,-0.014005706688606461,,-0.023491956642075446,-0.028259130814048773,-0.027900507951054813
SERPINA1,-0.030750541942128066,-0.008564600839058604,0.13732677249615938,0.04831944855017955,0.00766578119247538,-0.052307891754496856,-0.02680921339075158,0.04216452811815905
VWF,0.03898864026929534,0.011834081730679138,0.08965581173345608,0.04610688477444339,-0.02437952866582372,-0.009466812589452766,-0.13952245376803168,-0.026346827516758434
GDNF,-0.021271576481148285,0.08119643429190716,,,-0.030578632574330317,-0.024240434853174234,,
VASP,0.10701391207885064,0.03968265912616635,0.04713248083935387,-0.01566493613272507,-0.0555565625425222,-0.04011572399676115,-0.014920621569997773,0.026536655188799024
ADAM15,0.0019719453092471783,0.010035272568287804,-0.02083786579181068,0.05216928608300125,0.03620930823639856,0.00861045111322621,0.05254457772203569,0.017286167638194665
WNT2,0.004228013245963118,,-0.017907249929698568,,,-0.02008999215968112,-0.027658655736935468,0.024189195551056673
CALCB,,,-0.022254233030375072,,,0.11304062834222638,,-6.542332115396259e-06
OLFM2,0.0625599269244242,-0.01861230147592901,-0.04529455692609968,0.08795242994970644,0.0721245827036364,0.02719962453588677,0.04807437916761079,-0.006386024628151004
MFAP2,0.04277278167390094,-0.017031722664335242,0.046299783169907356,-0.01647294194330231,-0.01198170229739801,0.00904781010412587,-0.07464391549463564,0.006215443139161126
HLA-C,0.07190697185534096,0.04128710576706441,0.08332702808932042,0.004306287265980519,0.04067513509727074,-0.03826915114841337,-0.027010594201010738,-0.0569960518758887
THBS1,-0.0077307389911138065,0.01281343463963832,0.02354975129763866,-0.0018371603636924705,-0.018725259545404094,-0.051732238993605704,-0.07661461663049293,0.023536224232953967
HSPA4,0.020770500771477737,-0.002064526871555989,0.02296686854922984,0.01931438560853791,0.008046149071154161,0.0059905502935766065,0.02563091985302751,0.0033031881159536706
LMAN1,-0.011820436405078776,0.02537458346844062,0.08063780601962699,0.0003944123994785829,0.05058386814854335,-0.033793938692568415,0.024658340643022626,0.017155907777997585
LYPD3,-0.020721021624504576,0.0951078482568436,-0.011692843985689788,-0.002703029962130488,-0.0005796472704329996,0.10999827259152099,-0.033193653069152174,0.07494865685010278
APOE,0.02851679557942136,-0.02296471291240979,0.022668350154977705,0.047609112868021684,0.00795200959887287,-0.04902407303321217,-0.04256449240489877,-0.059445106933729716
SOSTDC1,-0.019378278932100788,,0.02403077346204391,0.06980676682406067,,0.178907579438039,-0.010486555476660015,-0.028911938181089936
ANXA1,-0.030922847240295093,-0.02520217283122354,0.0801407156653074,0.011379888502750311,0.038072948977528394,0.008504360947534002,0.03520718904537179,0.014968362644181285
WNT2B,-0.034615629767073844,-0.035484641266882375,0.03152087789045726,0.05689238698969985,0.08303837743983862,0.010191188694089698,0.05375701406905414,-0.052902347094914426
AMH,0.09521097533746496,0.022559614377084047,-0.011994719042914007,0.01219452576265534,-0.0445902287866645,0.0003748502707022472,0.047488694355955464,-0.012876346595224627
GDF10,-0.01572060786258613,,-0.03585925154802253,-0.017202064410389174,,-0.01536956220952408,-0.04229147338701435,-0.034166834623573776
EFNB3,0.009331620856491621,-0.028655227737083278,-0.038755152725499946,-0.022177754818901257,-0.014357268655199264,-0.01732832473006537,0.021414033199501265,-0.038715618943895296
LTB,0.06136318254111717,-0.015163190594735362,0.005478144580260248,0.027196103860232922,-0.051884089320185386,0.07802947895138493,0.012117227588536086,-0.013908088117812328
ANGPT2,-0.0021623917099259575,-0.024886442176981452,0.11178728969905465,0.046393646729773134,0.06662997235180514,0.027436149718097342,-0.09008133536373279,-0.0034967691117891646
NRTN,,,,,-0.03131955733867852,,,
ADAM17,-0.03312094065494954,-0.034191920574285675,0.03087279623003947,0.02691543790675873,0.056140103147415195,0.016615714572214384,-0.008206860290122069,0.0030458772574306
LRPAP1,0.06047411332461926,-0.010235701805144553,0.10516233252142396,0.028644851804226035,0.07407841318604398,0.0007251109323068181,0.03130599866358621,-0.025915730280050658
NID1,0.05786107989457602,-0.030457524364006828,0.08094415415781038,-0.014131932563099433,0.03686221026090724,-0.069969468745419,-0.11136063964770263,-0.008803860080510954
MST1,0.05034320245109441,-0.03679264608329927,0.08227578145724061,-0.010363492427748224,0.0012674542277819445,0.05813583422554434,0.07787996634866903,0.042476339735160885
IL13,,,0.04553066915540381,,,,,
DCN,0.027644986917477354,-0.0033550262940142826,0.03851977548162715,0.006236470505602468,-0.07524807309438435,-0.06195508836165451,-0.09974277020252968,-0.01812637180150722
IGFL2,,,,0.020717509317374157,,0.06813250718511209,-0.042291460788498596,
COL7A1,0.030791729778178928,0.014347547374404742,0.056206713496932154,0.0032383276109890407,0.012358459695781822,0.0008800805595077387,0.060083244284491286,0.03549057512460968
CALR,0.0013485029696800163,0.005695127006331381,0.051880903862358045,0.058097356573386445,0.017155918369038906,-0.06938638550371425,-0.049717034308453964,0.05453211401489102
PIGA,-0.04255587939289655,0.010663868364840916,0.09248962677340782,-0.023422180180253962,0.06930217210091447,0.03246793391015428,0.012141670227421792,0.014960240197028265
CD200,0.09419206551106495,-0.01587163151006934,0.06218946137626389,-0.029029682659251838,0.009640297780295346,0.03348381171788086,0.00011276433928915917,-0.051881441404222
GRP,0.10994867521361623,,,-0.02351005355814517,,0.0034944283854491625,0.08883761464625124,-0.031667690970591175
CDH1,0.007605439721618534,-0.027442939270450252,0.06411619057117646,0.01212056476252624,0.023313090649306683,0.02377461521957224,0.02376214488883407,0.027197941291446523
LPL,0.012593709614192828,-0.0038749823204845242,0.1088122237463101,0.022327298452496435,-0.02829734785781999,0.11872852069171237,0.043657943220934865,0.030156256137529636
SEMA5A,0.021650470671462613,-0.01946484961733949,0.0696464771197772,-0.03315586048290924,-0.04474392395393006,0.03116801667954896,-0.025569405480567894,0.01386669693650788
SEMA7A,0.03640724627959963,-0.016868487103674272,0.022761519456480913,0.02523895247940943,0.02385390997841493,-0.03224884992913189,-0.029865780753905346,-0.028360425752553257
SEMA4G,0.03760983005586934,-0.033234502534278114,-0.03269038008128003,-0.020707100663469934,-0.051395359859793925,0.003371846502256108,0.06732649098693047,0.023479091462781862
SEMA3B,-0.06256435811673089,0.021341813656989665,0.014949053273203245,0.008844718464714312,-0.043824604638751055,0.02546327107684477,0.10624238299794778,-0.00637451805068145
RPH3A,0.07503765520174063,0.006852569937448332,0.015529447970884564,0.003173872802028956,0.11732291668169302,0.05855572171781215,-0.02795071840423827,-0.02409183386479064
JAG2,-0.026355488682046378,-0.048577057587048916,0.059615917074426275,0.02202435539898809,0.021492242127219077,-0.009788580147853245,-0.045529541900722593,-0.010203334777679042
CGN,0.005617398679188553,0.06095412441030376,-0.02470785318822751,0.026954987953268183,-0.01789225848839676,0.10578989160749835,0.03841903145613429,0.01745660740390356
GDF15,0.02782435810867881,0.042301989740767036,0.06048916049806253,-0.0056378130846077784,0.08877055077845383,0.012372416237820366,0.022973990271012015,0.053236552692508425
SEMA4F,-0.04566081924356524,0.011665582238428384,-0.03142034508728775,0.043056622563659934,0.017215051213003204,-0.03337338560280532,0.052127786202536636,0.06466008684980991
NXPH1,0.035018405232181665,-0.06236663615121589,0.07665527529052638,0.0010632397416528174,-0.059647943377800036,0.022086779219753938,0.022638813907097804,0.04300630676354531
ARF1,0.047065426944140294,0.0003466888533922368,-0.05407803965914196,0.0006297677824265899,0.05240161283422746,0.04215597976685678,-0.06520878446514997,-0.015044007509637022
DSC3,-0.011456645529543187,,,,,,-0.016006357227940717,
EBI3,0.056087571180617184,0.005323129730145115,0.010966790472289361,0.014629093271153866,-0.01823775799394202,-0.034325686794121964,0.019730475415633997,0.03023771149989209
TIMP1,-0.017426680618199637,0.022400480447311234,0.10779849590518138,0.014181065200073296,0.01278364617504901,-0.07330706640685022,-0.09294196598232882,0.05965619016691833
SEMA3C,-0.039844488190606264,0.05236755749255951,-0.027227839718320258,0.01610242003428883,0.03803965390488081,-0.0445203176844807,-0.0795995296217245,-0.0021036424675666752
GNRH2,,,,,,,-0.01734506953509913,
GAS6,0.02092700690053399,0.04065174225135169,0.07217406778257977,0.017831186148813356,0.03797962930122714,-0.012711702237686362,-0.02343080081925117,-0.07629553153367503
MEPE,0.07503277403428442,-0.04051801029007834,0.00805091795668855,-0.013193836656411108,,-0.027844014977336014,-0.022118254464703602,-0.025459060354587483
SERPINE1,-0.034375473693465684,0.07489099928499614,0.0030347585112480554,0.01616684107413871,0.10746957429817765,-0.03360101980255462,0.0075104702580722875,0.06740587283531581
RSPO2,-0.030920759485646283,-0.012434481302407801,-0.028121052424863475,-0.030224409844798027,,0.12995253282793714,0.019187387907199413,0.07993849076340255
SHBG,-0.014839742492773133,-0.01989652803887696,-0.005891415824357063,0.08356856701405167,0.027103146754028,-0.008019582588921225,0.04049347200284066,-0.010488542800491612
LGALS3BP,0.02615803267762343,0.010352666119392014,0.050029932805242205,-0.000644978145124169,0.014822848224044298,-0.02887092554579793,0.07006367121226369,0.035809712573120475
LAMB1,0.026710934994293917,-0.0006147158688047033,0.0898449294713639,0.04219419962359684,0.036382904247093395,-0.035442930438751796,-0.09733674818293032,0.015215498328463696
SPTBN2,0.008750012942377608,0.01775475324731059,0.0171504598176847,-0.001305841987427903,-0.001397916655800105,-0.03192499039137861,0.011538167977543406,-0.00639463732574758
COL1A2,0.004792270538680625,-0.009176631386661463,0.0814579362211453,0.035379412024106875,-0.0855457429924223,-0.09399469752901418,-0.14764038547209057,-0.004109076161330319
DEFB1,,,,-0.013490783050489062,,,0.01463497212065867,-0.026310141102345103
SCT,,,,-0.012399692116130316,,,,
WNT11,-0.016421093723642092,-0.016805990912658938,-0.0219629638242946,,,0.009554890056831546,-0.021242439846399095,0.05962056802853359
LGALS1,-0.06318240329482891,0.07717348178161132,0.05319399287321305,-0.012032930347338523,0.10984138650705377,-0.040928189725139306,-0.006693182983995235,0.030384865360123456
BCAN,0.11078125918036512,-0.09027111585494917,0.04872757737381884,0.014704041596466764,-0.0496773590889202,0.0673497579909427,-0.021514719591572886,-0.043003144686581084
ANOS1,0.058652756406293076,-0.03030687793382076,0.07172078840632334,-0.013315041260137623,0.0014461847542386783,0.04325300095465165,0.009993017734180482,-0.05441522753470973
EDA,-0.012021824206745153,0.06431582724812183,-0.026260311103124555,-0.019429096808753103,0.004123809233617393,0.0519648818265397,0.03756594721103129,-0.017900790295142157
FGF22,-0.017095081004675036,,-0.020131946233891633,,0.10132506510269519,0.025354806845808077,0.10918358702109203,0.07413283141746538
SHANK1,0.10530436339866492,0.007718424996221492,-0.019154268213128284,0.011961519510601537,0.017053598776672525,0.04576057926311639,-0.028536107640665487,-0.035632270558265296
NPVF,,,,,,0.007270858358143388,,
RAET1G,,,,,,,0.021620997997143836,0.13580320632572535
TGFB1,-0.016144268302342273,-0.025892613709267858,0.02915194716501394,-0.029542084719704615,0.09683507139827029,0.014318092768356605,-0.10044226512973628,-0.029971689956063436
MSTN,-0.01128837226633616,0.004376106570753756,0.01658734892656044,0.0908961502928692,0.005163453788444046,0.03890593073770427,0.08737857161004685,0.05690325344407512
WNT4,-0.011064496277374252,,-0.02282628705236174,0.08518167192186406,-0.031319550651364166,0.00267630211731429,-0.009709377346795795,0.022854599477253216
TNFSF4,-0.02530247757227376,0.1165052277250626,-0.014419036518502272,0.02904537130566881,-0.049405765076686016,0.05869411674419978,-0.008994678840977906,-0.018835137240360317
NTN1,-0.01834966938283398,-0.005098817999143899,0.11324009504986596,0.019363954030178588,-0.00768242701749898,-0.0003066332313952332,0.049779441467155426,-0.011776117081717222
CXCL12,0.021159051066279563,-0.03984454594643758,-0.03536444077323162,-0.0033325388058406363,-0.06933536736584534,-0.04968420258562439,-0.05821330706037911,-0.0018055034898998964
GNRH1,-0.02156175678001945,0.07049470116105104,0.015080461873508876,-0.019106788909873305,0.03072721074658274,-0.014912456637956045,0.0027790992254488997,0.08882741112730412
FGF8,,,,,,0.012076629987516872,,
RIMS1,-0.003407472517631121,0.017671334276480984,-0.06803290284947754,-0.040909054368932773,-0.030616101828615114,0.013534800091015322,0.08122477164416915,-0.06252078276533254
FGF14,0.04890779877272114,-0.018584315490811874,0.08800773031450632,0.008931020942175414,-0.04522366152114516,0.026801957730398968,-0.028055332207428216,0.007314576530576378
IGF1,0.0347731093789071,0.03247131421901772,-0.005366975723856349,-0.014263086679852292,0.030389422194530762,-0.0013035875671995128,-0.0027721462330834385,-0.04330209499882663
TNFSF10,0.08908165835949271,-0.026848483490900982,0.08899321455865092,-0.006673272559797602,-0.03558059400637462,-0.021711576680404802,0.015718057528003804,0.1226078526487666
GDF5,-0.01696224896384958,,0.010604797332899709,,-0.030578615497564153,7.305217402092094e-05,0.08755779639525207,-0.04331655247433308
CHAD,,,,,,-0.008770701359045632,,
RGMA,0.04216970239252444,-0.03243766602977592,0.12009034331699082,0.028786376714578014,0.015549912655179842,-0.016214061377615465,0.06873096825651656,-0.011143188492403816
WNT16,-0.025740197318955584,-0.019221708405429902,0.027003642205762374,-0.021329630541648693,,,0.058367181658063726,-0.002787599204968972
CX3CL1,0.066694716328517,0.017319352332730287,0.03594482944310173,0.03520119222890901,-0.032705470786469945,0.013497280825540608,0.035441530806730175,0.10021890924553654
FGF1,-0.0105355895950054,-0.029399640396031008,-0.010217729859865524,0.03660087798466575,-0.07731321015890918,0.02162826187980399,-0.054136377393148354,-0.08401191017422802
ALOX5AP,-0.04196593201792976,0.02409525790969027,0.1049567640801749,-0.023100932667888936,0.013637745947073872,-0.034993557675537794,-0.01189234437134268,0.055328656226829656
IL1RN,0.04827806607843422,0.058525591074583425,0.016875624953166295,-0.0006852318451769844,0.06586293255517132,0.01319197384559333,0.06192316977027025,-0.007786146002454098
PCSK9,,,,,,0.02776906781049606,,
NPW,,-0.013929746504239561,,-0.01720206603159741,-0.04603928874976063,-0.012982115124753712,0.07461769454337755,-0.010908442810298945
CXCL9,0.07508982565659474,-0.015507584811924107,0.00759354962098632,0.009684978442090868,-0.022263150099700525,,-0.010241494896032207,-0.006577829479947197
ANGPTL4,-0.04893047308582737,0.08039455449734752,0.07014435475434941,-0.06596609600309894,0.16089170864496474,-0.04846718718336167,0.008224221266506918,0.013136640416176897
UCN2,,-0.009658803581164594,0.050598695122841215,0.009157113755257613,,-0.030734795222002453,,
OBP2A,,,,,,,-0.01797932310140043,
COL4A3,-0.022232585103502147,-0.03578207515404264,,-0.0023573401284723255,,-0.014001051547850486,0.04824599689282369,-0.026075952122482145
NRG3,-0.008040154407829132,0.012379917778375384,-0.03579579934986808,-0.04482362025665207,-0.04787410648615524,0.04582428385159166,0.03144216040933156,-0.05573815818311133
IL23A,-0.018125696399783977,-0.01519613873921837,-0.02650732186486838,,,0.13904704332785794,0.056890116722627726,0.05509108392334722
COLQ,0.0420141155437473,-0.028168479286872168,0.024703066237023074,-0.04595860949137975,0.03312767215519179,0.08556135464246822,0.006794397583344585,0.007502037332262615
SCGB1A1,,,,,,-0.022250832918419196,,
TNFSF12,0.07080096891501272,-0.027495567688347683,0.1267080982632097,0.05667719068468711,-0.0006660244690653477,-0.027771340724769302,-0.022072845468966203,0.01855396414389277
DKK2,-0.018985799592893097,-0.009801199794631676,0.005567616978653598,-0.01991967000937598,-0.02660045291350169,,-0.01849755175439227,-0.03687563947991977
FYN,0.054453312374466566,-0.04385137198282779,0.04537654940510297,0.01303192285657705,0.04315780350239203,0.06935623885736972,0.022695077746259448,-0.051883718186157765
ACE,-0.01667406272801134,-0.03461872884067212,-0.0037103646762101676,0.010381486890752953,-0.014577555317124307,0.02181534813990639,-0.09028534267409402,-0.004021455662482906
IL18,0.033070442601963866,0.024685889546543376,0.07164889777085538,0.0011295444986254412,0.029893057218101805,0.03126667975110883,-0.042512008532772635,-0.011993301234452698
PPBP,,,,,,-0.02094481633594461,,-0.024380515528241976
CCL27,0.10073460685505355,-0.009809406758742404,-0.00816988855284186,0.0942735373961306,-0.047874120875535046,0.03108478918052742,0.06384403696567666,0.013682997979694245
SERPING1,-0.057994037853353775,-0.010744471511831215,0.10677144987384343,-0.0041694468023804965,0.008682602179323784,-0.029897272530017626,0.05026100033209172,0.048391453475524475
AZGP1,0.007186036676038539,0.08872087589288676,-0.021658626342201764,-0.059819447385481894,0.04441843494090322,0.022172364111877358,0.07416351375440172,-0.013442605497576244
INHA,-0.023057761827172157,0.04766580074161528,0.034550922924114165,0.03255374882860533,-0.0212938455352883,-0.04297972697530989,0.017725696941545396,-0.0392679731182707
SEMA3G,0.055839341111610825,-0.018209323566608263,-0.02213961168518288,0.005641243133300175,-0.03271282534057274,,-0.01456682852736241,-0.006564645847368222
COL6A1,-0.024877262282478944,0.059747577617593264,0.12679688546900458,0.079052622259381,0.0437908041131399,-0.06496720783793844,-0.08662871467384806,-0.013836138551004094
FGF17,0.058218785456242525,-0.01812942329556205,-0.01983341067871049,0.011986101503250534,,0.06239227169491012,-0.01712878053868664,-0.008784495028861717
TNFSF8,,0.010779418828431035,-0.0012326986135193173,0.0014280189201281524,,-0.01938156222158296,-0.0398918566648211,-0.009525875674898671
FGF20,0.07895427828468186,0.04276133850853857,-0.009156912902857473,0.033048728150354506,-0.02617268191449558,-0.016895207217129535,0.14209116505236344,-0.020323505761403377
ICAM3,0.0060383820389537214,0.033025972334915187,0.04248345277244578,-0.03759748879244507,-0.06823853717337867,0.073315958795967,0.05716279192831767,0.08987582982291757
LAMA4,0.031402608461050883,-0.008947742627060608,0.09338457361347041,0.022000154771138432,0.0043897512395529225,0.03881092671936555,-0.07974339029367321,-0.029722005179366212
DLL4,0.006723678159810622,0.010170371983054415,0.11033103624636026,0.04444620492081698,-0.030262094636547065,0.028779569715712123,-0.017514620372755287,0.06714717870142584
SEMA3A,-0.043343007356971795,-0.016159034219088014,-0.0308420882666315,0.01701631976966868,,0.06332238854430808,0.04183506851290331,0.0229317013654762
RLN2,,-0.012434484106330416,-0.026260307717697634,-0.01620294823356906,,,-0.019768534454867818,-0.0018599276444656663
C5,0.005914074279851704,-0.04838372461853107,0.08608896052028009,-0.02487183375451854,-0.0022114402266163236,0.031758235289055935,0.07851181702079783,-0.009385108700594232
COMP,,,,,,,-0.007525430320364248,
EDN2,-0.013582755975056504,,-0.00021376479900871251,-0.019675778714045713,,,,
C1QA,0.025390444586415872,-0.006980951222522368,0.11650854859853019,0.01494192919208408,-0.04767529473530709,-0.0868581644720666,-0.045254211665879514,0.007804639574676105
UTS2B,0.0551674038705428,-0.012434484034892874,,-0.014005706348325516,,,0.01746499236974359,
COL9A3,0.03371079207334386,-0.011446243603870667,0.07656635601388254,0.04869793240406673,-0.11860340465284988,0.016597565946660557,-0.024542201565039723,-0.03567499800884734
DLK1,,-0.02069583554764114,,0.03418455567376388,,,,-0.0366368401044834
HGF,0.025169721573924136,0.004408112957636266,-0.00039975986264775555,0.034632987802915016,-0.044965304010144314,0.028590788690048847,0.0844760434669145,0.0076824473224050335
P4HB,-0.01871923503761736,0.025496001054731147,0.06505847532071148,0.03792055660694347,0.03487682167482257,-0.07988803942079653,-0.04985483773363955,0.05850476313152667
ADCYAP1,0.06943882473931746,-0.013137100457376458,-0.06365490934089114,-0.02685813512735406,-0.02943620289047109,-0.04046046183855131,0.011193416234573206,-0.037588032453928145
GREM1,-0.0014614894151075788,-0.01074729249433497,-0.04757275115878694,-0.03729552030030584,-0.05158578487047334,-0.038454801422425675,-0.005102449842517982,-0.01022424927354463
EGF,-0.022245686475476437,0.04144143856055252,-0.007000034559688929,0.05846502461752194,-0.03740721792106836,-0.016893066899256085,0.030565396696021895,-0.01853545851899952
VEGFB,0.00012013686089264876,0.033198856757019266,0.07561648185758373,0.026656519560939274,0.08681051686269253,0.039340331134318035,0.048378175146958635,-0.005344950601460887
FARP2,0.05717458671833411,-0.03544137676857994,0.020975609135480147,0.03769146659165609,-0.038431718115353806,0.00019246226277688759,0.05891180737368745,0.05804759024634292
IHH,,,,,,-0.020606741129969137,,
LAMA2,0.029560718616586892,-0.019118028492905628,0.07655205920956701,0.0622041390408516,-0.035086004225876904,-0.0005475522871900839,-0.06020459835078497,-0.022524190015946917
SERPINC1,,,,-0.014984840561878375,,0.031258293434970705,,
NRG1,-0.025208353521183,0.00431976841714338,-0.026880722637813558,0.011666844391925772,0.10800273208530625,0.04058484850805969,0.05183784474206765,0.10504451946571762
