,UKF243,UKF248,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,,,,0.0008476493753234347,,,,,,,,,,,,-0.03713531302126376,
BMP1,0.0011317843519444652,0.05951829398401377,0.08815324730027892,0.005138147505098799,0.10772834063095675,0.1377043955081917,-0.05179633744095747,0.042897902713342366,-0.04039562549711068,0.05703076630490286,0.04252668614732961,0.024197221554319102,0.0005758190449796248,-0.06883354672316538,0.0170871664950863,-0.0015719535857183185,0.09037589803641839,0.06261691234406057,0.08075750062160736
NDP,0.03921474762362065,0.005445979216434645,0.05003340128457638,-0.0011632859391234847,0.048567394101717384,0.03196948004508256,-0.0031527994610047443,-0.007527113583197937,0.02144827754127968,-1.0490488383490834e-05,0.01979712140577087,0.08163052595482763,-0.06018308928127263,-0.14710364277775337,0.05083433000005022,-0.004164209226699101,0.029625845593633893,0.02260486621405124,0.014303878180744755
TNFSF18,-0.028381973673286535,-0.040138031373545324,,,0.0837769320149666,0.03630801900291641,-0.013506324531819366,,,,,0.11191662942935615,,0.012103304792400519,,,,-0.03383309541536668,-0.013761172897933946
IL36G,,,,,,,,,,,0.08558969843204779,,,,,,,,
RTN4,-0.028641299696193556,0.03670047839934502,0.10115220741168983,-0.016252744609205966,-0.07691893247433303,-0.21871239358142106,0.007851176518730706,0.014906362976673644,0.060305967054825535,0.00986847569913394,-0.032363629593671416,-0.0880516646957636,0.03159536453046768,0.0334988846475834,0.018305425672532384,0.07312360957883665,-0.04197346948128847,0.039367652423110404,-0.0013406866564882444
HEBP1,0.07741596740024498,0.0677944443301374,-0.0337726420319301,-0.017275506762830732,0.04486069237130522,0.06029124601261909,-0.009876936885763165,0.042669034741704394,-0.005776096592453222,0.006734317824735469,-0.06646356328153182,0.007164464896484956,-0.041149306210493584,-0.010950663392746425,0.054286217883744374,0.03288555120377659,-0.005630656201503754,0.02271765148431513,0.015194722107694085
WNT7B,-0.06624384205223421,-0.008387587239433236,0.05225554319326146,0.04291785903227558,-0.008562331027430545,-0.03019338250032488,0.0070655335376582275,-0.011246854873331763,,0.007445422017930421,-0.01792677509617935,0.010232345070721018,-0.022600610921096408,,-0.03318916733166083,0.03222534895853352,0.04211176527938176,-0.005391059332037486,0.01197901701776031
PTMA,-0.02611963370174145,0.022806646050023176,0.027779660291192172,0.05042662716623659,0.09012488817700885,-0.10909209409699099,-0.0014928309243812273,-0.03223604476635946,-0.015492757791512697,0.0357650926217287,0.03319091229659225,0.04129465180659486,-0.09039742673388106,-0.06310814295311813,-0.030810471096103617,-0.04399294175868583,0.00476734285609912,-0.0741029698162094,-0.017049023853776997
FASLG,,,,,,,,,,,,,,,,,,0.017852595451648898,
CEACAM1,,-0.030445124245172157,,-0.050082616348349804,,0.04818415539190084,-0.021242230822327953,,,,,,0.26839473252454976,0.018413641915106603,-0.029764576865484064,-0.02807946449351377,-0.023491956882216412,-0.044811928351022726,
PDAP1,0.011349342486578977,-0.03833115352406405,0.030967448045333426,-0.03226790744584518,0.052521843993057996,0.1350896493782668,0.004542327945455201,0.01796278611490409,0.0666344286180167,0.09183424046202462,0.001606001534821919,0.012899944106287855,0.03631441289232159,-0.08237478494329967,-0.04418453894240119,-0.018215083162339864,-0.05965779957227247,0.03274441004702217,0.004760720445480723
QDPR,0.0699732673648884,0.0004914116796037378,0.03161329255907313,-0.021354781298097918,-0.056016519196995636,-0.15987442190560067,-0.004294505625459057,-0.040703130289604345,-0.020287743603794293,0.027471684583578335,0.0131947478759453,0.01613578399289631,0.006759971330056771,-0.020440836148761053,-0.07335096756635723,-0.021081340170732474,-0.02129355492953608,-0.0007804082222351357,0.02056127190726951
POMC,0.00406732457147277,0.018228551732155797,,0.004603892156863839,-0.018669474619138288,0.0041067087212615806,0.001895450360387944,0.011723767396750595,0.005280091017243882,-0.02390554231574542,-0.034944750412365194,-0.00728866608757201,-0.061138914311411524,0.00046886441070977184,0.07095349866351898,-0.00219068640122403,0.053767986909955434,0.021169587971249133,-0.046575409409303686
CCL18,-0.038062560381710984,-0.018773166873043937,,,,,,,-0.023706893157403427,0.013281929390533959,,,-0.04644678606287855,,-0.021103574374215894,0.04845758525112364,0.011844507690072354,,
CCL17,,,,0.044265617802582015,,,0.015424196026992833,-0.01392045352532407,,,-0.014899818849277519,,,,,-0.01992102097386364,0.0931148061236206,0.08269150846560594,
VEGFD,0.011652720257097036,-0.03799265054447071,,0.13253238462031994,,0.03953087570722753,0.042792874250778094,-0.01021082100679344,0.08272429023709925,0.10227851601806216,-0.015968597357877604,,0.014829391553920438,-0.010653044903936041,,,-0.023491956882216412,,
TNFSF13,,0.00752634501750922,,-0.020023212298225904,-0.014323537848417873,,,,,,,,,,,0.008555045502421699,-0.03686130912062063,-0.003821908310232121,0.008436114613242077
WNT5A,0.11130667292736139,0.05486116504208395,-0.023368933998291645,0.08147794991282029,0.092595389355088,0.09716203888200771,0.013769718644917085,0.011645177354054053,0.03682392970440261,0.03901246438726098,0.011359921104829234,0.010879905772782911,0.06154201264984053,-0.05891762915854245,-0.026229993389649653,0.018411318014349688,-0.0014432003478252842,-0.004029477661165454,-0.004040360160806373
CXCL8,0.04463888443179816,0.04694267787230529,0.05973462120316226,0.07690962107873751,0.03404740577145621,0.04085498529113612,0.009321309746909092,-0.009508760502783705,-0.03430630590295764,0.023519517798936757,0.08425670954943401,,-0.024679150048436956,0.09250803737814928,0.04312140951459064,-0.04483996141860403,-0.018103760262465282,0.005178510235664451,-0.07443175566611912
GRN,0.049157162529747736,0.06681472940041558,0.0326154812926161,-0.024170184680108453,0.05329941603289458,0.12520192834230465,0.034503183583593354,-0.016953966275606275,-0.013943761908802896,0.03511391760630874,0.02151071682942369,-0.0011431027463320604,-0.009340539902329418,0.061335807401927026,0.07316244137854706,0.015540373013929111,-0.014048438765033755,0.00249731291297743,0.09332363457534171
