,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
COL5A1,0.040516102164929055,-0.0034297479642798417,-0.00015463623169546554,0.011098919937549882,-0.0020672549736580285,0.060852938895867736,0.07593819815111975,-0.0306734343338559,0.021618109672901866,0.01771185036951626,-0.0630507699373435,0.05237543128148864,0.02002385125929637,-0.01636224530896149,-0.08700331117806856,0.08400476749678482,0.03619797098380803,0.1418177546921484,-0.042001117300288465,-0.017805926327517353
KISS1,,,-0.018743472005032163,,-0.009130923134133254,,,,,0.029056090796380968,-0.04153866504674447,,,0.034275955157582416,0.07605111040002407,,-0.02818524701400321,,,
MEGF10,0.0028068981554773297,0.018550091222382506,-0.008348245174399355,-0.04276732773031703,-0.010550586894818586,0.009860377194678648,-0.0011083456312967856,0.00854097486807845,0.007009973611545502,-0.0345514548648743,-0.00646490005900432,-0.0767371340214324,0.041469079118473834,0.061437896043848514,0.061735635707132974,0.023875343358639063,0.03442287442191082,0.050653276410898354,0.015363222275228981,-0.009017363813969396
CEACAM1,,0.026881031466969362,0.025313417477778623,,0.03380905219362368,-0.030566106287618376,0.018069438014168906,-0.02761714228373888,,,-0.045795308430975186,0.13167618734266642,0.032123434829315664,0.0851948917117011,0.00866528049569668,0.03188382870096987,-0.022637191150589046,,-0.04341597335735614,
EFEMP2,0.06593883109727121,-0.039381525018989776,0.003556637414309543,0.04785626126996499,-0.024370107353907208,-0.0011617446656354308,0.09877654089036167,0.0186272453799755,-0.0060277301350031304,0.09347486296886974,-0.018168557128738678,-0.0032424972409950607,0.0340445304655361,-0.08358145203321442,-0.01577372100546768,0.09847149171386686,0.02214376457812267,0.027259283378725907,-0.00031539054517599704,0.06202912904621148
IGF1,0.060054910466770355,-0.006146866048998939,-0.038043331968421544,-0.0422760314938199,-0.03605517467992844,-0.06020534457913068,-0.03348390466877483,-0.0016982385892944396,-0.030249905663354594,0.008326812214428443,0.0025625830777873115,-0.046243616273103416,-0.025483084746073158,0.010133011858486583,0.03963440378787214,0.023848124039205384,-0.03318264402757741,-0.039759187198252666,0.06850398669404166,0.015303507182224198
COL6A3,-0.0409418312091849,0.005015867951790517,-0.00018438477508251507,-0.06014938182732595,-0.06336288771695132,-0.019348734866228012,0.022806117265182058,-0.017888824294400033,-0.026813028680978398,-0.04380090367858595,-0.10214434240119442,0.021353341457763637,-0.05394897820954379,0.031194398702450332,0.0036933454140541757,-0.03604365084034206,-0.04994468742030476,-0.03895225875908209,-0.037501266982197086,0.019544853669418532
RLN2,,,0.0015838028397391637,-0.02739574217277203,0.12969377819332437,-0.020225205601798444,0.08704508472999832,-0.02043735368111959,0.00846409083543886,-0.0038020907066429795,0.019280692700472564,,,-0.01871407545189724,,0.0033999502237143046,0.01020870036518522,,-0.01796224724676793,-0.024129562490917012
WIF1,-0.0909390429626241,-0.028080453697647164,,-0.0567224140117265,,-0.0061352750033512775,-0.06647470009061818,-0.025955027910472637,-0.017790015139855883,-0.06530016947225727,,,,,,,-0.026200919270136555,0.014193076198707277,,0.03349569202114759
IL13,,,,,,,0.09308815769650676,,,0.08354574075847265,-0.038681636236384265,,,,,,,,,
PLAU,-0.00936494956538886,0.0016906481166188308,0.021318624599629497,-0.003567967799853956,-0.004968357617728141,-0.003976216839205905,0.14003311519173967,0.01731942353107275,0.02581835904389046,0.06395170515299504,-0.04836426638040607,0.06296081969513097,0.03435394943488515,0.004935059891928776,0.017192154717966094,0.07245726930199689,0.09593923330739046,0.012042605773438622,0.07035763748292646,0.12372712313425863
CXCL12,-0.0300244002985551,-0.02252486248107013,0.008668445834078348,-0.02183509315786571,-0.033355474739073555,-0.052529489695747444,-0.001231420229409248,0.0012463629237573885,0.0292636739091301,-0.002309461098391298,0.005658741513800568,0.0033098319741477326,-0.0049485888150897755,0.02895910787432874,-0.007493478838931891,-0.024773270988338217,0.0371834417214305,0.04815859708659389,0.04248535310852909,-0.033007829492110986
MMP9,-0.011342128956589346,-0.04575706070655266,-0.010233241950491623,-0.024855208206480038,-0.09686972836995181,0.07349494265013813,0.09989505336450671,0.011501182976815648,,-0.021161210043257796,0.010321583792244331,0.039243294783971906,0.0382794876463145,-0.019051860217161203,-0.05715115963900085,0.024432844610581886,0.0002950258464988211,,-0.030572244540613375,0.004582781047946805
TNFSF14,0.04948824082957115,-0.02644123505897022,-0.03552159545843505,-0.009752091472266779,0.009164654942025662,-0.010647542225003609,0.04110831913370498,-0.017223860568355225,-0.020125382014864333,,0.1026832954514948,,-0.02940917998676303,-0.025594388309442783,0.05349365378244823,0.011624218501706625,-0.030942878462569115,-0.0241666601394806,-0.02705734006818635,0.07178310623314924
HBEGF,0.028337891311338417,0.024810726167079442,0.001060240482579061,0.06137960689503758,0.004279027185043664,0.017109323328025512,0.09067908569527239,0.017584685143857873,0.02567714489918041,0.023538347029020825,-0.04526751201693559,0.06748385369254528,0.08320398308732314,0.010611438079634349,-0.0025890896994305124,0.010477590471238607,0.0073416404076519955,-0.00871774285426079,-0.05118364556893708,0.02376954738451293
NUCB2,0.04470889253204404,0.019636179136537438,0.0013860428569278098,0.03427696991354316,0.0091141526166239,0.035831198259805394,0.019741657315704576,0.026074305728371154,-0.07181963250838608,0.04947405248173542,0.008055905388967917,-0.05895477408285209,-0.03405230617436783,-0.09600502089455776,-0.02353913837758796,-0.06148942076762614,-0.007029525672382992,0.06775433256924336,0.0004817184936687383,-0.0012898389383337522
VCAN,0.045459461420103,0.036362543712099446,-0.010128491638224749,-0.07990590242190705,-0.015689369117138512,-0.01907808535571404,0.08077368338797979,0.009161869349799111,-0.008953352863308756,0.07944678118989267,-0.023012567415206665,-0.2149224473197174,-0.01562970917604134,0.026344489357116183,0.08696266429601514,-0.058532999094694914,0.09217243134811157,0.06972042877968793,-0.08924560489494426,0.017178217129086796
VEGFC,0.11530623002183489,-0.038543056401008,-0.0008793242133025985,0.08350967563126555,-0.013076848384848731,0.00825086137482338,0.019887577367711722,-0.03863239834511301,0.019845479243116325,-0.03457382578893904,0.056814653774585326,0.07490992291160066,0.023091770027828896,0.019268286608891034,0.0018225045743801337,-0.024963304532359957,0.0005856316373265582,,0.05092680622678389,0.043365339800674196
LMAN1,0.08922170610905723,0.03997649409144381,0.019167271902710385,0.0995611719195818,0.017930919795116667,0.06748155308416784,0.0926663978915622,-0.047038068388036654,-0.005765173993037392,0.06250768109051062,-0.0504602340026009,0.08371983740269706,0.0006274146218751208,-0.07781610216768908,-0.04124870695960596,0.03648786944950722,-0.004271115471586085,0.0010226036484918281,-0.065808524663697,-0.013629368326349822
IRAK4,0.03090710599851515,-0.054929383988437205,-0.011508660637913419,0.04567211865772746,0.012323176489487147,-0.0516977516299635,0.062118259916095396,0.011419569044225081,-0.009239947094898327,0.05727604239148741,0.031189875400392576,-0.06781373218089473,0.014672334734177775,0.01920044897123458,0.02424996302881261,0.042479284599514805,0.00027384271929295614,-0.07740467138490621,0.05441125050194774,0.012930183524153389
MICB,0.0651648431701128,0.009250934143340007,-0.027791872707510944,-0.04410986625615012,-0.011259555775620836,0.04754722496352534,0.08494333505476113,-0.005952897628170557,0.02226291470423957,0.008807094065463495,0.14133670440511245,0.04484004270569021,0.12240311461770408,0.0911808944111365,0.005716032135438255,-0.050561149223149415,0.035949636427056,,0.08547667788299745,-0.006535061466282349
COL1A2,-0.049413497344689285,-0.010191476381434857,-0.008774301548961475,-0.09093025381397353,-0.03589975399518288,-0.03994056495855811,0.15413396908353413,0.005972371382642248,0.044591757332777336,0.030417582264363186,-0.03350126387604802,0.0335663666792822,-0.04310649218518763,0.043027625996545346,-0.02328432751282182,0.07453424419168496,-0.06309450749252042,0.07341530100989097,-0.08991050047510186,-0.05440062840757389
ICOSLG,-0.05628391960097604,-0.00527405488602401,0.0674108177860625,0.10236807939040962,0.00411637550734642,0.0173061315804939,0.08023322284561936,0.055160163256880605,-0.0093979106144251,0.029512067401073157,0.001192514923566052,0.01741533055800867,-0.021797027215108067,-0.013531163437174724,0.035365048034556444,-0.04680872968683838,0.048079880926631915,0.05244671438431314,0.07561631356887523,0.022610900072207403
GNAS,-0.0383489570599925,-0.046781593366873965,-0.0036617559789362047,0.00810737909561117,-0.02293600184682234,-0.028775043381637545,-0.12852582394884018,0.032096848790349686,-0.01904038209240168,0.11073488076428856,0.07285187478931499,-0.08985549807505504,-0.043979315728743515,-0.08159695134343196,-0.029812445528921195,0.05250928279870904,-0.01561991899725163,-0.1095915069821673,0.012764032370005741,-0.05237188646196637
C4B,-0.0455825269394552,,-0.027504449093274517,,-0.04794870069878851,,,-0.031097574868375586,,-0.007772187521962317,0.014330902093218571,,,,,-0.029309323931426448,0.054610519754999524,-0.03727642459713493,0.013305771925068464,
COL2A1,0.0580768371546992,0.00023633019845656247,,,,0.005215332209141063,0.0057651433789911236,,,-0.02815056688436243,,,,0.05471726324305281,0.02585145339319171,,0.026983947011662544,,-0.004993805848592519,-0.006874529103146163
GSTM2,-0.060697686746655245,-0.009313573837001547,0.004825243706572085,-0.0037452278425124286,0.03192024006403755,0.0016072575160626732,0.02563954131197393,-0.003742942537991811,-0.008595237471064781,0.056303010450567285,-0.025338030042770885,0.03133278986510651,0.06373585657709382,0.0825110133561152,0.028803363162421918,0.06082914590353203,0.06460457564913498,0.08671109691315207,0.08603182524631914,0.043368543464751164
NLGN1,0.01001519041965158,0.045183819361207786,0.10983403121397077,-0.04983154607085457,0.015195375200998555,-0.006610407380475,0.09188602390687635,0.014258923031063384,0.01144308565568179,0.014401422634877913,-0.11732506248533607,0.03702925874193653,0.0639497561925225,0.02353524155126838,-0.004208171892513791,-0.025655169087946215,0.028146053172179775,0.01768717271543066,0.05467744819442964,-0.04237578858260183
SCGB3A2,,-0.021157493457759798,,,,,,,,0.054657385382226885,,,,-0.023353201815089514,0.03535623378263689,,-0.007688636232703585,,0.005227899022230182,-0.02253803749617587
LEFTY2,0.050720229542378814,-0.03228073852004432,0.06237769273585596,-0.0780125306854169,0.003775557014621556,-0.029460182327984457,0.09264495693884173,0.017679249184143566,0.036164183664587846,0.021506015701495382,-0.09656572456446126,,0.03917727186254363,-0.0219087305056388,0.018735995919435856,0.04372263562487093,-0.007287381092931252,-0.05810790305047836,0.009889973644881173,-0.032056075883554885
ACE,0.02441778394692726,-0.021144200393420874,0.029580808589160842,-0.03805684141235809,-0.0024720009536196687,0.030769062574445217,0.05195111146370069,0.010162098905393328,-0.02701760400663723,0.007108084365401106,-0.04313411470279117,-0.004737119033610439,0.09488871497696205,0.11253010686363278,0.028166940208266336,-0.0019698014106923943,-0.007791005495842207,,0.01356897905318093,-0.0390008036885952
RPH3A,-0.007953290024928656,-0.016113544653812616,-0.013667495517433716,-0.00011116477129316727,-0.019986721196565947,-0.07953336657118479,-0.05483579408876755,0.01236591093657095,-0.027088854981375712,0.049734795291893674,-0.06689006389340872,,0.03514918405853791,0.023201610639961037,0.07881443526859362,-0.021482682928821512,0.03439590910038972,-0.04198402903282846,-0.0005193710960645255,0.010883495863583571
NCAM1,0.02420948731162969,-0.008023699925211542,-0.005719744606866626,0.0236619162886078,0.03142806637708735,-0.08395986965311791,-0.03484166043271289,-0.06383960478174469,0.009328264670267575,0.009373525665699793,-0.019637538562019274,-0.015103098273706678,-0.08197957866984873,-0.004344375379992229,0.0064449804975594445,0.008564699054409439,-0.02047796952660293,0.02319624812245681,0.026708437327638286,-0.051198973409147086
EFNB2,0.07584201528093003,-0.009316321815327306,0.04622368250087684,0.06815802313924312,0.030787956125966725,-0.0005614871181700369,0.003817280407855006,0.05144173056856133,0.07727022527223748,-0.016437206692155825,-0.03991240951448233,-0.06059522185590059,0.07693167723435392,0.043400754201194505,-0.06744945373917714,-0.00031206780342681186,0.02278393140622509,0.056335667568095986,0.02408133994080622,-0.016728609626019138
ICAM5,-0.04221650562682438,-0.047450152932593796,-0.012747320349149808,-0.03497898540259091,-0.00859046707806669,-0.029186080622807375,-0.06414174806578962,-0.012136692333322437,-0.037689161842939585,-0.05246920492699431,,,,-0.05467160707791205,-0.04154082135571952,,0.010875852907987954,-0.02145068760906385,0.040950084895297154,0.006218144295414824
CCL5,-0.017914387076892486,0.015895429733537893,-0.003431158886803868,,-0.06445685868466182,0.013776683774827195,0.03910041679229401,0.027954471354509576,0.035722406829930546,-0.000951950112100518,0.04593016992469574,-0.048128818696320096,0.06789154949552327,0.03849642010496431,-0.02083632926426735,0.047367298797944546,0.0021974661458445963,0.1400373025541676,0.020832669864230983,0.0115207530372663
PSPN,-0.013186516993790089,-0.002925932147161567,-0.03502145273212858,-0.02570972002080569,-0.012004036321038152,-0.029305271224785122,0.009176997810046751,-0.02910367273516483,0.025671772112955394,0.0022957105249525535,0.01782889308968615,0.06721961823006986,-0.015842936187511335,-0.010314433006287841,0.05673280161993377,0.017742854611228175,0.06471540292983904,-0.034662888090989025,0.06999430596994584,0.04202530836149224
PENK,-0.06892230100221892,-0.046910711327006055,-0.01241294865751051,,0.020837365419202992,-0.06650125082998398,-0.08336390058976006,-0.02989134712099693,0.021867679043840727,-0.021520639969884587,,,,,,-0.03230239734334075,-0.030498984644725464,0.1424347885912734,-0.03910897667691718,0.03546910782619107
EGF,0.09645696469502998,0.06656426013783863,0.010316287604216785,,-0.000500346328294605,-0.01322314189869875,0.08103023928038565,-0.016571832975174023,-0.031944252160324337,0.06895073013302115,-0.0652485756493088,-0.021923008595729758,-0.04547077120032417,-0.0035287254034807145,-0.007517677920618978,0.05996495148385273,-0.01707490274741539,,0.1326170455621702,0.011228742635637341
SERPINC1,,,,,,,,-0.017983689082917878,,,,,,,-0.024678018090434684,,-0.006162070965070933,,,
UTS2B,-0.03374719965885982,-0.022141176016120624,-0.028400629189942555,,0.007107664168951583,-0.002539009178611016,,0.050760424257365926,0.05530193924212963,,,0.11124802529662968,,,,,,,-0.0023454116549218333,
F10,,,-0.024369758883784613,,,-0.03276001001263098,0.02540205512238339,0.052514379119937324,0.01927841980516836,,,-0.049108728692852946,,,-0.034317918015182095,-0.03033688820767713,-0.03270143879105568,0.12071563730541036,-0.033065176495386886,-0.028196535824055298
FN1,-0.00033460695808239146,-0.0034641914421092383,-0.0009411500397523321,0.04285275312522768,-0.035249334456952046,0.04476496645699915,0.1302539574138802,0.055702461977339635,0.013337409723264896,0.03704095928574946,-0.06104683537617526,0.05673117941250596,0.10137060662936742,-0.005627421848078156,-0.05037423078112292,0.10433474743962017,-0.10714002571727572,-0.03090669245963686,-0.07612258036640143,0.022687277588733797
FGF2,0.03273564341385537,0.04947881487097382,0.02889414771096877,0.09260737984795576,-0.013701464176138748,0.03325116672569079,0.13663457479815844,0.025326635066225355,0.02405626017825192,0.09948019599463676,-0.024540361036971624,-0.05866531488616069,0.10856230664300252,-0.018481140033455565,0.08577653761788516,-0.07193268498270806,0.06622431450343809,0.10021055292940094,0.0003638645717620226,0.050317081125202105
GDF9,-0.038050784745096024,-0.03630323430501526,-0.020087419198112525,0.017118025978610774,0.026409988767321056,-0.01411116743442881,0.040047293774658384,0.008681949522727439,0.004220430431447399,0.08050750131498159,0.022812202545167196,0.014112925534553478,0.0643163691072857,-0.038375620178848616,0.09651452164652073,-0.02529759875907421,-0.012816923173504859,,-0.017225418107985484,0.002079225530264703
CSF1,0.01805111285149142,0.03518236791107163,0.006166099343374732,0.03990209531584284,0.05837303090966952,0.011987322261864651,0.12086840339213452,0.04020789756658883,0.014006349637420196,0.043952860332565215,0.007929836211507025,-0.040863318719543705,0.03290665304953044,-0.059012874995778224,0.0031422959136227007,-0.007840263791089718,0.06375847981542071,-0.042063272266257265,0.05695509766210568,0.05368560256211253
GZMB,,0.007156906575900099,-0.01000569585709136,-0.035523002673936176,1.542698708408668e-05,-0.031523110910787445,,0.005358214102635747,0.0015772648088608976,,,,,-0.029238124122342418,0.011284089073699238,,-0.040378019279947996,,0.02088124753550974,-0.03129450767166945
WNT11,,-0.02501412621372488,,,0.010061395067483799,,-0.02771571264664128,,-0.01475421040311445,,,,,0.07159598770163528,-0.007238416304878823,,0.06252716498264305,,-0.04202486499474621,0.05874106456960625
GDNF,,0.012746747603155707,,-0.019711863471154847,0.03127641376170302,,,,,-0.03387797689114192,,-0.0014470195007787704,-0.0371702062511053,-0.01964285162658676,-0.05577829251792345,,0.10314341147195606,,,
FASLG,,,,,,,,,,,,,,,,,,,0.0680218576847399,
SHBG,-0.05661568111118398,-0.022605266003626036,0.0350679777187025,,-0.00846797052038077,-0.010779601069605196,-0.005982567474573482,-0.028538451968776968,-0.020108863542410187,-0.027301081256930395,-0.03687671915743316,0.045686615602230106,0.04362742032800492,-0.017295369923750532,0.05929957891639325,0.02277603891089712,-0.010350646134997449,,-0.026887335820806855,0.012194718926437932
EFNA5,0.029620998057336714,-0.0269019160846742,-0.0390324253234054,-0.036589929070702895,-0.03724128609662999,-0.026139837476820714,-0.055977059403530614,0.02386786904626514,-0.020684121335524698,-0.06039111898112232,-0.019121703480909885,0.07211712397562497,-0.03284706287919543,-0.002601299036348041,0.04302643262502218,-0.024371912920538776,-0.036110110925585824,-0.017055899550239048,0.03624760650355761,0.020721463005512523
THBS1,0.07468024159758907,0.03261941984465678,-0.00026360731935915177,0.09325086850461713,-0.037986673572479236,0.01100090785039749,0.1087956322867669,0.013264980908084789,0.010189937490100165,0.014535590584324245,-0.12662130154788678,0.046874325841656246,0.04705828747250899,0.01893251356692251,0.028292765383122212,-0.03648197850223889,-0.08504508708639363,0.0015559740533458964,-0.0909003005386303,-0.005904669994196911
PODXL,0.03873923965161368,0.005104137784695061,-0.03107845061690479,-0.030948132257725365,0.0026533215041973507,-0.048340746152537875,0.15873929388737468,0.0028383448397111583,0.010744118075654336,0.03385516164265486,-0.1411330568572576,0.026915211329428597,-0.031484773565872266,0.028123388681523923,0.00917270911091593,0.05572027266538534,0.05610950852436301,-0.06211817400480501,-0.008171681857933929,-0.018955713322459235
LCN2,-0.035424096737506267,,,,-0.020863113221533527,,,,,,,,,-0.04075766860584636,-0.03526742299072195,,,,,
C5,-0.031101274981271403,-0.05390490009557708,0.03329510616246219,-0.02996923614637132,-0.016292804780675383,-0.06166628420817133,0.08998994121890298,0.03899062122651355,0.06855904364811782,0.10637496550832352,-0.05180592647812083,0.025470332276311534,0.06659050796965323,0.08089323844484762,-0.0038075446230847985,-0.0066185095671293,0.07864258363509533,-0.05030250441640142,0.044181762084522756,0.0406566543490279
DLK1,,,,,0.044645588485074696,-0.023262088200348162,,-0.06002551284012807,,,-0.059558774681781994,,,,,,,,,-0.031128449658666645
CXCL5,-0.04150586722076144,0.013023046343327094,-0.04392041207793715,,0.015604243521755864,-0.01707858235651094,-0.03087565988799056,0.04272569030143641,-0.006620090109179497,,0.004586960451936939,,,-0.05779495983665571,0.0004185290496614784,-0.0009163122985831885,-0.04565343049264255,,-0.018722879724793976,0.08129994488380322
BCAN,-0.05079664278162542,-0.01362428968833619,-0.0432210992566521,-0.046467977626262695,-0.0024587470175607626,-0.03668218452823672,0.10343964717294483,0.009138054316046508,-0.06379756787421716,0.09844252364704369,-0.1359610763770371,-0.15854108316322138,-0.004731413172219877,0.14040017518762032,0.132383333472419,-0.0201561284012709,0.06388454864778607,0.07466253868936379,0.03729617929864163,-0.026916926233880607
RELN,-0.013029362399746423,0.0012802384769178786,-0.0030598759468149477,-0.0057426088383886135,-0.04023203868295057,-0.05993442083283142,-0.044729998401751264,-0.0073709063085123155,0.014693182208232796,-0.04596007279285649,,0.08824935561325054,,,,-0.020518626719638337,-0.009198540751463053,-0.0288893567859454,,-0.03573791715653435
COL4A3,0.12698976660752057,-0.03386672649189634,0.00921564303097062,-0.010359651039089542,0.025766857117794056,0.026067900938540646,,-0.03473049594770231,0.08884103855829256,-0.02808315526431972,,,,,-0.020453253275842152,-0.014026168358468346,0.02618631562528781,,-0.02492604823821976,0.03271292561353339
GNB3,-0.04799303103993165,0.007335404290973911,0.03574889320309319,-0.014919647404079662,0.011127116018279516,-0.04370118866422285,0.1093992972311943,-0.030718776194485563,-0.01244860371840008,-0.0048715255472790535,-0.023692237974521354,0.027873314621904666,0.1608679132380599,0.05212056250088035,0.023744984512584638,0.026678942579197708,0.057581222315644026,,0.05791867384632242,0.029395956510073033
PYY,,,,,,,,0.0031281943286003383,,0.08705792881563335,,,,-0.027267164042616636,-0.030350933149826908,,,,0.10758918502752643,-0.020539140695111955
MSTN,0.005620015439776858,0.0556805432392233,0.06214641016550298,,-0.029850491714629727,-0.011202900561167264,0.03263954861907757,-0.011246851654478588,0.0359268682930598,0.10041087591285902,-0.06163722330670705,-0.15212043045969856,-0.05351771711644692,-0.009777874578088435,-0.006462451257485343,0.014730175475864023,-0.015460651398547624,,0.026427504082433387,0.1605586862596662
COL18A1,0.04357337681084264,-0.01805956132521023,-0.06289720631473376,-0.02520776000890096,0.04865857181299153,-0.02998562134405775,0.10113494054034458,0.013847905961384506,0.011771799563167226,0.022771979342118234,-0.08264318581440937,-0.012037600793040074,0.12161826610702611,0.08360041892753828,-0.022366488895205323,0.04144534382435599,-0.015462480264917458,0.18349749660242873,-0.04644512612391483,-0.06467037677916092
FABP5,0.062071677589555604,-0.007131657217640592,-0.011351877618085059,0.0835938579125436,-0.023085418302943098,-0.013367131605475532,0.06053267938173644,-0.007983656508608827,-0.026090876734662743,0.0963642075037202,-0.03846221713150745,0.004748254191777859,-0.010090549679997673,0.032253101775878444,-0.004137782476793921,0.010482886396892679,0.10440242089064138,-0.038259671125071774,0.09984832818602443,0.051247534801370606
TGFB3,0.0005335500740180339,-0.03138252448955159,0.03363495184615759,-0.014958035917593952,-0.034518007003811975,-0.01091673548698619,0.02165653698123706,0.00441416820266428,-0.031011982458143624,0.09218559535877882,0.002961868944319071,0.06068548090598098,0.13302259286840032,0.002541713469458611,0.03371717602114092,-0.02350860367154158,-0.024357836718345478,-0.015109087861554966,-0.019008818713720132,0.0031045340227712666
BSG,0.03459126456404352,0.032932525563844475,-0.010621220372119862,0.04498293684247452,0.03868069259441402,0.03832920918910644,-0.05478490552179183,0.004450739561845087,-0.03449593209735609,0.07725108750848118,-0.00813442343735406,0.052428089284618805,0.09876672796115757,0.01839480264890044,0.028201075329629618,0.010912225977877624,0.01867075663738111,0.06200792192454261,0.0778628873636541,0.028031086785253123
