,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.07553127101400668,,,,,,,,,,
BMP1,-0.05744498619056073,-7.79752631472746e-05,0.010603878226475771,-0.02230985771803369,0.015201099121280813,-0.027365660585121236,-0.5332847513112047,-0.02970991923828128,0.03797932211388395,-0.05964664456425115,-0.0626400942482314,-0.02420663942486182,-0.026106516646068553,-0.006763209064107065,-0.08624699997585615,-0.03294629382884774,0.05703978609035441
NDP,-0.0976015421765085,0.043734623254089174,0.0922590225486327,0.04779081240288497,0.06194975321121318,0.09415967923079661,-0.16753726921655226,0.030115135751375085,-0.0336357503912747,-0.008076010868511849,-0.06736159743432257,0.09763099320963561,-0.00418901283331984,0.03164122322213166,-0.061032014782072354,-0.01440678696669554,0.05110873641833172
TNFSF18,-0.017931410913049534,-0.011413358120489265,,,,-0.006296262102925291,-0.09455261043152348,-0.03125656853516756,,,,,,,-0.03862760531954162,-0.03202299874098956,
IL36G,,,,,,,,,,,0.02639266076854023,,,,,,
RTN4,0.14341135062531846,0.0410048161697449,0.018264880960913076,0.015673458588031392,0.031739639111472755,0.17997419983541757,0.6887038379374741,0.1058337023959754,-0.013291339465530252,0.1783895982043162,0.11523597255285639,-0.051367205937998504,-0.057793594123253876,-0.029242923240584653,0.09569329252656597,0.023009914115950682,-0.0008934117958709189
HEBP1,-0.0037401390379628806,-0.016239903872937986,0.014240094001912238,-0.04532844177611792,-0.04718205298589931,-0.056118746882530865,-0.2671080072093222,0.017357353256534702,-0.018824200430791856,-0.04241089220188471,-0.0008975876966943761,0.06005841308911747,0.052552296099007335,-0.01853700625815947,-0.06082237057357068,-0.0015548483893374715,-0.11034150539277132
WNT7B,0.05548776841463009,-0.011221899197740644,-0.0127425292558386,-0.028867302110798618,0.06686625379930812,0.07238465999003171,0.44535261532287446,0.09957079140009825,0.0057083813751948485,,0.06159824295019735,-0.02021815960885495,0.001352158915404001,-0.02701474534240233,-0.0386275652656166,0.08861768387869659,0.0922309159917511
PTMA,0.038909921380825926,0.071338261359771,0.12688525771057726,0.009793805254464464,-0.06530813816607635,-0.15828049082676343,0.11493500443275419,0.05841835107518783,-0.07936233838925474,-0.2506395284256859,-0.13068340818490493,-0.0274287486119605,0.038825193571216214,-0.06123253642851419,-0.11136418304603908,-0.05329587713742691,-0.13784176423175454
CEACAM1,,-0.03068291509764337,,0.06844091482539276,0.0073443447148584156,,-0.13340656990704214,-0.026099519549871723,,,,-0.018763785934444076,-0.01668742919788324,-0.017930079378116342,,,
PDAP1,-0.08737426628098381,0.00824289480395346,0.006923085575778156,-0.021066981535799157,-0.011438683397481804,-0.019608452376938226,-0.3954981233555199,-0.0522705457906151,-0.034525357865939965,0.01939786772101565,-0.08950247987817277,-0.021526946126084415,0.004766502810825179,-0.02037942208098898,-0.09537840148181415,0.07162337835213547,0.06697415843019125
QDPR,0.004112778274446344,-0.04287965075412161,0.06269676660021449,0.043796776607178414,0.11037374445878785,0.04748140962365305,0.1783439173307502,0.04283566377348685,-0.00813217050684245,-0.20261524207479809,-0.0703250387693801,0.02896284468551484,0.0525925601558387,-3.7118903401976e-05,-0.1139617469108622,0.04083625984510796,-0.13309675521470266
POMC,0.017522937833789005,-0.04397633740314602,,0.05326141192029176,0.032190577449056915,0.018874382509871206,0.02079244014542203,-0.005157154901536127,0.0028495862926577425,-0.03667917920345735,0.017324659892135788,0.03072147920719312,-0.02840216017671821,-0.029331254466397463,,0.0004869327297478328,0.08166247131024702
CCL18,-0.025602815850014966,-0.007431953311494988,,,,,,,,-0.060793361061304944,,-0.03433749809228585,0.0019883105574421524,-0.01562963695355712,,,
CCL17,,,,0.08937460632796308,,,,0.004178674640444326,-0.0032300219663716355,,-0.014429365805694592,-0.013311997927720188,-0.024089351674502626,,,,
