,MGH258,UKF266,ZH1019T1,ZH916T1
IGFL3,,,,0.09125691422110162
BMP1,-0.011052193964573314,0.0730193993432062,-0.06513888353181238,-0.003991352584209895
NDP,-0.0348128480647764,0.04694303599632436,0.0007787897504885126,0.062280777269252324
TNFSF18,0.04825694554834896,-0.012024545984594168,-0.0495756744368241,-0.010131056482632256
RTN4,-0.0577886478232527,-0.011179501888638607,-0.01969568774545112,0.010080477298738021
HEBP1,-0.06480044752666073,0.00600193753014715,0.026272289552892396,0.060972777117494485
WNT7B,-0.02197963973080692,-0.002261007123991872,,0.01595047050602204
PTMA,-0.003944570388265844,0.03271112589195194,-0.05624479420175054,-0.07408860933222852
FASLG,0.042705002475966355,,,-0.013629412736453097
CEACAM1,0.047729991225613354,,-0.00784223254471251,0.06990407316021562
PDAP1,-0.03738032676181288,0.01965718623157463,-0.040508041375237364,0.0590652901171676
QDPR,0.020195889602065416,0.026704436969162217,0.061711884716800496,0.0804005402867702
POMC,0.09673651383833586,-0.03172317754299455,0.099600514230044,-0.011910822143993301
CCL17,,,,-0.012353531795150046
VEGFD,,,0.17926131919223676,
TNFSF13,,0.01970171803654978,,-0.02012904895279405
WNT5A,-0.04606099780923667,0.008324151399085548,0.021771428455232614,0.027015273661798695
CXCL8,,-0.016587444534144347,0.0585164508638593,0.016734010314484356
GRN,-0.024684538407600674,0.02397782422647655,-0.019517687314517775,-0.09277766538062722
MIA,0.14995681040218262,-0.02108588147969612,-0.01435409048021252,0.0839320146008174
COL4A4,-0.025455108209201674,-0.011095212836679478,0.039253762222583796,-0.036278439385886624
TAC1,0.020813056556348398,0.05237531780695213,,0.009585848640360639
RARRES2,-0.021534286994245498,-0.05820321086505008,0.038959836218926784,0.03514779995148975
FGF7,-0.028638411081822728,0.01619289710365835,0.0788900254918697,0.03381544488119186
HBEGF,0.006715388488832222,-0.0020071746474883026,0.144542004755736,-0.03401266581309163
CSF3,,,,-0.013006363223079373
PI3,,,,-0.028258506343170394
PCSK1N,-0.01703084908928204,0.030970487530607202,-0.028066368155984848,0.08043436515447189
NTS,,-0.013544733950495172,,-0.01926065036985639
SFRP1,-0.017715699447723134,-0.022120967449412193,-0.015419066413788499,-0.01881308165099917
MICA,-0.04614491951241744,0.026360124985092406,0.01116833857307006,0.01757128009967552
TG,-0.025455102472795033,-0.01563419355054544,0.1508686871297156,0.025345357587768423
ADA,0.0074401630774938434,-0.03054293282476712,-0.005188130090010489,0.013051366101235544
LAMC3,0.012150556422864367,0.12361730660705422,-0.07058442149140426,-0.029848434843713814
CCL7,,,,-0.013629407889996612
NGF,,-0.014919214004083227,-0.04124331981902194,-0.029954892361651605
TNFSF15,,0.002102033850856644,-0.01847062938342053,0.0011293827860509847
HMGB1,-0.03162286940941635,0.02928469193306309,-0.05853652253186236,0.011007738040137317
ITGB3BP,-0.026106325681241268,-0.02817549943691913,0.021651115926155935,0.09258986000051167
AANAT,,,,0.09858065846963139
RELN,-0.021102954819501134,0.04310875996952705,0.003413110244232893,
IL15,0.005281857020352287,0.10366391802523764,0.13987668491616898,-0.03702716255908679
BSG,-0.01183517613649046,-0.01349036233067574,0.06352195262678309,0.05594755121257776
ADAMTS3,-0.041627834808874664,0.05306021662794958,,0.06531136211505799
CD34,0.02989700337996253,0.05690926368958921,-0.010601118574625387,-0.04097710087472108
PLAT,0.034460306603366186,0.02620077480773082,0.01452074118234638,0.004935121346306832
LTA,,,,0.06670676175431663
CKLF,-0.043224238907037624,0.022494265268294063,0.011937349838626677,0.08642861252337176
CD24,0.01729537339520526,0.027179057278032576,-0.042656428362203486,0.011523355899983673
HSP90AA1,0.014444901726238142,-0.028849743926785947,-0.04851645275221392,-0.025208546361486565
BMP4,-0.026196995898813073,0.01472398284941766,-0.034123962492492,-0.010665079623811954
SCGB3A1,,-0.01645436315244898,-0.05085007373493868,-0.028577224420201875
IGFBP4,-0.03749272310993719,0.025080074656581873,-0.0333650530760935,-0.03421127481907773
RSPO4,,,-0.04649495847543068,-0.02559685065044234
LEFTY2,0.01135461582113348,0.026354552610259145,,-0.0446574286006235
PF4,,,,-0.019407790959291897
ANGPTL2,-0.004582330860514935,0.003730054375517149,-0.020208604505026602,0.03142246290871797
LRIG2,0.017477329735968185,-0.0324158504576758,0.13938764472639703,0.04687101966244787
ICOSLG,0.006937497184978777,0.0020226060297366456,0.07463411573272338,0.018479404917778865
WIF1,,-0.02248717783045615,,
NPPC,0.029040817034544884,0.028305401941816015,-0.011556170658033481,
LYZ,0.05761439504681749,-0.0166585704309426,-0.04831055074478618,-0.013304863493031902
EREG,,,,-0.014578462528094121
SPTAN1,-0.058354722453889875,-0.00907757290350341,0.033154392048148774,0.061118045168747144
LIPC,-0.01816759192422511,0.05280656530446033,-0.015801735348657236,-0.024538793577234017
COL8A1,0.10414919044983684,-0.04062822425215296,0.040368768729125044,-0.06388843082593983
GSTM2,0.06758598131023508,-0.01090026391137931,-0.013393225213218547,-0.01237623599493508
SPX,-0.06525434235929971,0.005169175043328117,,0.132349209426669
MFGE8,-0.0863080580034408,-0.01422061062174888,0.04886406932178374,-0.020444433066287637
TGFA,-0.0012652805930645575,0.041137429147599845,-0.06945537657573415,0.09878858420705643
SLIT2,0.043217202776263085,-0.009581843907265495,0.1372145863959063,-0.07774742158407877
PLTP,-0.04230822731371418,-0.003707914759365894,-0.028937225772824773,0.022154746487022682
APOD,-0.005956731723188074,-0.02419242019181938,0.05702527481788681,-0.02807468914443998
B2M,0.022102044647100364,0.025077858294022183,-0.05583122584826628,-0.09808222936824303
OMG,-0.044778057598410755,-0.05650411988934421,-0.08769369796339749,0.07685478610431237
CXCL3,-0.02049907475575812,,,-0.012407641514051788
CXCL10,-0.012498177521702038,-0.017619223445903474,0.007522107378983167,-0.011910319085619665
RSPO3,,0.005324775459941644,,-0.013831183907676542
CORT,-0.025455107799458216,0.036076890741894976,,
NCAN,-0.03995396366777177,0.03308124592686003,0.01896909320960518,0.12720261234073646
PRG4,,,,0.022698391491993746
ZG16B,,,,0.0067822069634280975
TGM2,-0.0921820508873559,0.043512265798541644,0.05597411249051592,-0.02717587411632704
VEGFC,-0.025455109438432173,-0.026424736065181115,0.03769544716773398,0.0225313434727385
WNT6,,-0.013221208625875391,,-0.020828086824653428
NRG4,,-0.01618520345136305,-0.03710848347817815,-0.01383118545782227
PMCH,,,,0.015005269588750472
COL9A1,-0.012145178141710863,0.04254194828783431,-0.051768018424213136,0.11346497084148617
GDF11,0.09808233866675152,0.0621938462524169,-0.06380363889784793,0.02384375231049225
RAET1E,,,,-0.01517271217400748
SORBS1,-0.002997283990517725,0.022438477015905765,0.05918262200669702,0.04902142293835294
DLL1,-0.013684878057955116,-0.027057536324686268,0.053614545031655324,-0.003378161859374884
TLN1,0.05238833516851624,-0.036839728973380954,0.040894328929693635,-0.03717725848615406
COL2A1,-0.023908856136806756,0.011451367130322692,,-0.020129047396749065
SHH,,-0.015634195221898094,,0.09956136774335149
PON2,0.05710695973360329,-0.008379204423192059,0.11398206597113907,0.06587212483682499
ICAM5,,-0.0009754972800828833,,0.014375604033183387
HPX,0.09007125663062875,0.04234305913755873,0.1684386675539851,-0.005128395129154879
SFRP2,,-0.019441778472806797,,0.04245392003394429
CFC1,,-0.022340608518195665,,
CD70,,,0.09693905526417808,-0.021101972520908292
HP,0.03064522798895316,,-0.0015473648211635242,0.0588604290077592
CXCL2,0.0652424305715081,-0.02043395166372008,0.18059001478350128,0.007886331686241387
NPPB,,,,-0.014030197264787695
CCK,0.018535799331614814,0.019878729996758118,,-0.01820095338004504
SEMA6A,-0.00459724876074788,0.0004610698599331445,0.0214703609982599,0.039139432056229904
IRAK4,0.021765023170768796,-0.043479696800602166,-0.1095172457745012,0.020090712443601215
GSTP1,-0.02039076486752502,-0.02385335625844967,0.05907077169563799,0.0869346939676713
VCAM1,0.005778121650610926,-0.028856070660975553,-0.034727721645115374,-0.04639661446089051
NXPH3,-0.061267759269053285,-0.0030195007767919637,0.027540497061516206,0.037597179949689356
MTMR4,0.04896102468442982,0.015255690623797629,0.06461618032309707,0.06465898336715517
LAMC2,,-0.018115194805436198,-0.03710850572489183,-0.010851886906644247
IL10,-0.008173375410284867,,-0.06462845771467911,0.03567012567838099
SEMA4D,-0.023519688100693097,-0.0008352214116319378,0.0010478391505416176,-0.003955197708303302
TRH,0.05430855023241404,0.03564320253390969,,0.010665460481604092
SEMA6D,0.0033795885595061816,0.035636122091420426,-0.011142466446245312,0.06690027838671916
CEL,,,0.06233096397164674,0.02374567065043123
PDCD1LG2,-0.026591233927371002,-0.012721407647023519,-0.04797164326739642,0.05378770904971814
SPINT1,0.018447339127746577,0.13981322876073096,-0.07977909562557904,0.05325469883282769
CTHRC1,0.01430048220810243,-0.008124547216328116,-0.042372566601898205,-0.03616054404558004
PODXL,0.020450659340602535,0.054658895573719765,-0.011449146622544069,0.021099801313422484
JAM3,0.023277541250645673,0.03573537736045782,-0.0025950773990492905,-0.02193732224312705
TGFB2,0.0012783280675200002,0.014204639975917501,-0.011557081888176023,-0.03596939222929134
COL18A1,0.00772247651427344,-0.010025509531648418,0.026754916490695665,-0.06289058298926863
NODAL,-0.011301705647250877,0.02019930468997067,0.012118583623974537,0.1339136475695632
INHBB,-0.05604860745856827,-0.02855093120360999,-0.02591628297964831,0.09005095800523555
LCN1,,,,-0.015891622491399537
ARF4,0.000856907827309184,0.027141401789734492,0.014937039371720947,-0.061177889256616935
CXCL14,0.00033416506564367277,-0.023784426817063407,0.03354398214465496,0.033712221236956046
LIF,0.10145711745502925,-0.016049079457517792,-0.07955799895864789,0.008904524623616501
IL17B,,,-0.03543402046252181,0.004733263080880027
MMP1,,,,-0.02200902745765949
MATN1,,-0.01549363328339281,-0.03871904376816933,-0.019112508421195967
ADAM28,-0.0004372988566652088,0.10279847155581585,0.01123494662181237,-0.042602000814349186
TCN2,0.027410217915992158,0.02584866288260883,0.03682683141388092,-0.0013145626745886551
THPO,,-0.022032622093607058,-0.03710852441216224,0.019859156309665966
CUBN,0.05403055129606426,0.027344596020523304,-0.06272273071623251,-0.020657594154911512
TIMP3,-0.007302599342251164,-0.03151107741249919,-0.03934492995899285,-0.014782175696004091
PIGF,0.042263151478820975,0.03429329889860528,0.0522212574019724,0.07441995011372043
CRH,,-0.013056613197030428,,0.011732379794269839
BDNF,,-0.00836471352801099,,0.006424835126153117
CCL5,0.018597791648845455,0.05773500108142201,-0.014266239291709167,0.028919932140031076
GAD1,0.04174919251843294,0.03016579601523482,0.05312991133076318,0.031104821420785817
COL14A1,-0.003013084677771241,-0.020212614279100784,-0.0040842734708680835,-0.028609664899993642
HLA-A,0.0039671937752806564,0.014736165458942267,-0.014345692475596057,0.008821456017272529
CD5L,0.12228610058258628,,,
FGF18,,-0.018115192166594785,,0.14086026629961543
ADM,0.035315923991935505,0.09132894878652503,-0.01585954047264603,-0.0022027892454377137
CCL15,,,,0.01701883745389409
GNAI2,-0.02872783026234319,0.028834371932629926,0.03214484413293337,-0.02045507617679978
HDC,,,0.03918369986425145,0.024122573870962376
COL11A1,0.09749750417794646,0.02077326597399444,,0.020289900252812215
NUCB2,0.004835886967942901,0.0009646632665397804,0.030173109841803707,-0.012183781360274483
CXCL1,,,-0.04508367310819239,0.019871881319359703
VCAN,-0.0026451566272876386,0.010999038181874789,-0.033944789217818516,-0.06335509512380084
MMP7,,-0.01604907495262073,,-0.08464574204658891
PTPN6,0.06398704059831165,-0.0008699563094155937,0.06253157219078169,0.02125296045571538
PTGS2,-0.0506580840060169,0.008951159943522096,-0.011541885657089876,0.031481410679917374
XCL1,-0.022824927664408023,,,
CD58,0.010599281532789655,0.016342922041581977,0.00021634043453774455,0.010412293124872048
TNFSF14,0.015035635401267528,,,-0.019171154086951102
CNTN4,,-0.022689337328241882,,0.031716800894035786
INSL3,,,,-0.01866175762706329
BTLA,,,,-0.01804498652518861
MFNG,0.04183444017920332,0.06974313661371485,-0.008311866019443103,-0.02221339100544386
ICAM1,-0.06945098961805983,0.10203978925373262,-0.009717357450439706,0.06815990895638747
PROS1,0.013283079103219964,0.001057214244845375,-0.0844077313858701,-0.014573698618563629
CLCF1,0.05742152227152698,-0.014919217835735925,0.06940399755901042,0.006121149919437821
PSAP,0.021107074303108653,-0.03619380383623847,0.09165753352186286,-0.03659496268831846
EFEMP1,0.08217768559079824,0.005312175937121032,0.0349045105499383,-0.07504842155029606
C1QTNF1,-0.019597886958311408,-0.03309986693403942,-0.010321448749055636,0.06022780279013232
ALB,0.019174338239109457,0.00832433016008154,-0.029946796473657476,-0.021101979106577025
EFNA3,-0.04071501908750858,0.07029789166655477,0.024078163519032424,0.0909168960174572
DRAXIN,-0.04305400576245403,0.021420528940991744,0.06914421516609244,0.006321257291612852
NPTX2,0.038823013535328105,0.01377501921209443,,-0.030349934368082445
FGF11,0.04286692200911728,-0.004152693398384393,0.059827463555088646,0.09684376872298237
CD59,-0.04665182337021529,0.02369706500520788,0.06430833418232043,-0.049048971505309576
COL9A2,-0.006197196113606446,-0.004132216472324063,0.01814648596066768,0.07176816170673452
DLL3,-0.016028162473678772,0.01578088767745887,-0.0006661715320690814,0.07987493719776584
FGF5,,,,-0.04780851962010847
LIN7C,0.010698976094013931,0.0160613191698605,-0.14041574213584865,0.06020640344800552
GDF7,-0.023642165490923985,-0.021929149806454228,,-0.010209213454874664
PSPN,0.007806653605951489,0.005920743357252676,0.045456320742537915,0.029987002870972446
ANGPT1,0.03624170819749239,0.00375770782737434,-0.03126824981700813,-0.006767213703587605
PNOC,-0.005164045417700062,0.032275345337375354,,-0.01926066631497733
L1CAM,0.05707441381673301,-0.033339537725989465,0.0019859415667863303,-0.005537736242444109
APOA1,-0.04007500847955102,0.007748172763280788,0.09671725703383971,0.06588521340391897
PSEN1,0.021503606152607754,-0.034542139087979394,-0.017199943689422226,0.03551644478304272
