,UKF243,UKF248,UKF259,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
ADA,-0.03181036465125104,0.053738785927988184,-0.030713025251302453,0.0698218657559372,0.04335205150351082,0.005904512614391189,-0.17890578568885335,0.04448262068053497,0.1095978923853782,0.07088084073813747,0.030465841450491183,0.046387253824344235,-0.049878452055251696
LAMC3,-0.012749515775907874,0.04270657615574168,-0.04537169893312075,0.05156010191333849,0.007057853139936025,-0.04433794411595253,-0.03531949186606065,-0.008745027104221271,0.04710608752979187,-0.03533535023662935,0.09965897891423588,0.11230494607688324,-0.025847777461014465
CCL7,,-0.018359658804341615,-0.01315301318675783,,,,,0.029499694671003125,,,,0.049651097024226966,0.05257175575357384
NGF,-0.015546136057039889,0.03376567630064322,0.030369491231541153,,0.00019618928675655892,,,0.03569554772993526,-0.01908107857742774,,0.04595565434769699,0.10539900846386077,0.06738587619136573
TNFSF15,0.010553353783122447,,0.024231719902309677,,0.01948597031130007,-0.0289501145486611,,0.042117614945094445,,,-0.03374961937840831,0.07351266664634501,-0.028811908842254676
HMGB1,0.001078574220705165,-0.006451351486692285,-0.03615897044613014,-0.009968486500333875,0.07220682368582612,0.019048356046365185,-0.041289826056357684,0.11129983289971132,0.043123415841477726,-0.07990473675243763,0.02269506854708092,-0.06304428010963738,0.08424674613997356
ITGB3BP,0.0619536507319365,-0.012947586031688574,-0.0371123361323519,0.014793729694870692,0.025566859729416337,0.05119855352310822,-0.03729918805076574,0.07444249481965137,0.033249211872352226,0.01850040708495635,0.09354835711464053,0.05194745659191889,0.024605264621922075
AANAT,0.2055975184641989,0.026709241853966954,0.07247033870423396,0.01630641762436829,,,0.20824332689982505,0.027415759263226203,0.053145451559283574,-0.0307784405497547,,-0.031775496982148446,0.006674025186076203
RELN,-0.026804900648787287,-0.017008756294702786,-0.010241057928980295,-0.024340096918712566,,,,,,-0.02509465553875586,0.046442267670909906,,0.07139137081621152
IL15,0.06090116788841799,-0.016862258627237357,-0.018728853771313954,0.006174328399356206,-0.011410704130495091,0.09165346926009754,-0.0296725554526721,0.07220930301365347,0.10890220307691822,-0.010858035985474282,0.048951192818165,0.11236746188950288,0.0671229312278014
UTS2,,,,,,-0.03772255519007793,-0.06138330022157082,0.06614827623037096,,,,,
BSG,-0.07767673230757036,-0.07248476800967547,-0.016179491836960217,0.12624780859780443,-0.030711759131140413,0.04772572683540444,0.04999620410647207,0.13082302249155203,0.04019777864414331,0.014003585001272386,0.14906919221513568,0.09716775283530144,0.13852781816465098
ADAMTS3,-0.050991299888448464,-0.00038905749298224427,-0.011766663488728056,0.04955692022370899,-0.018763372124988995,0.05958080323855852,-0.13586782064330444,0.01709227505581786,0.02098825959331555,-0.004852235192170654,-0.009497973727666344,0.05526132395528419,0.06941267628190849
CD34,-0.011225505217695516,0.016725576877015723,-0.059208466978604865,0.012965687127957457,0.08417373751025155,-0.05903833338802009,-0.11873813801727645,0.08019601474176709,0.059714183705213086,-0.03526422505645696,0.03727700417172039,0.07317817167195158,0.045533906404182006
CCL23,,,,,,0.1631978468144599,,,,,,,
PLAT,-0.02056893782388779,0.06821522026115233,-0.003941225541188914,0.1319236050703749,-0.03375089440814402,-0.06495385953910819,-0.04231605041817985,-0.028796328639177395,-0.008582609974019986,-0.003024273518988511,0.09028900887494426,0.02572593439080048,0.046689119229195226
NTF3,,,,,0.04338401563101434,,,0.03628770346801315,0.036262022148585836,,-0.05308180973846914,,
LTA,,,0.0179253830814499,-0.0035912023074900897,,,,,,,,-0.0400719260472754,
CKLF,0.012149058504409165,0.035931140426425624,0.018646479192367487,0.007244441385217597,0.05734637405216789,0.05056253506023668,-0.0020996618953078687,0.09308456096640043,0.03316058851410186,0.004660953630116195,0.07122269360930275,0.07766473810084795,0.013883952900740858
APELA,,,,,-0.03624672223322844,,,,,,,,
CD24,-0.042499844031571865,-0.010879594058318684,0.015799414691891132,-0.09773734909661067,0.007445909011504977,0.017238703066248362,-0.04950390241467702,-0.06667151837279447,-0.035801709517505345,0.001291605050981882,-0.0800567447640113,0.07267777266000665,0.013395927627716171
HSP90AA1,-0.11961201299236054,-0.11305975565452644,-0.035385127406734745,-0.06785187971564276,-0.0035214745875917766,-0.11843334657330012,0.08764273203809209,-0.03980064318349818,-0.03580582315824565,0.014486654871057164,-0.009040921211746027,-0.1166946116954505,-0.1106813374967599
BMP4,-0.01530658227405846,-0.0034928834801900787,0.016273179438247142,-0.006593561857239956,0.019758974452113488,0.0211110668626864,-0.04317560616015357,0.0013801521437816634,0.03517479966222461,-0.017028015792178674,0.005448504948607432,0.09167207275141151,0.07305373256074098
SCGB3A1,,-0.018359656968400265,,,0.04818241643659963,-0.012100363729590223,-0.04725890270126102,0.058561304167387,-0.05852599590731785,,0.060117604710308574,0.007183751541612036,0.09368117377692778
IGFBP4,-0.03206184777639531,0.04575903244934466,-0.004450775962987124,0.07653827147695966,0.035582463538901474,0.003086309716424869,-0.0015314418936362092,0.07337516997973684,0.10220071448659328,0.003306451583931717,0.09029781595004421,0.09524356601099926,-0.02398768425019301
RSPO4,-0.018991199042229318,,-0.0024952145442049983,0.043792256307078746,,,,,,,0.0693245911237133,0.15289633056160754,0.12527630095344952
LEFTY2,-0.031810381243587545,-0.010393061160476018,0.005149462271345889,0.04337689832617722,-0.02223216317926265,0.0712958246514719,-0.11744426164209379,0.0008104427604241265,0.01733640925544945,-0.05431682391508454,-0.0641899975243717,0.007160643771625584,0.03273266822992766
PF4,,-0.019045196948683958,-0.011475744875635106,,,,,,-0.003723948475744678,,,-0.023844177839516586,-0.047076818612089885
ANGPTL2,0.04983515919837437,0.07918295999813608,-0.0030891561157548536,-0.0055600335132419045,0.026320134019617296,-0.07684160778277858,-0.09474828897147461,0.023559347819611765,0.016118332456966866,-0.033782328005536384,0.04780814602969955,0.05063341613496172,0.057081046417144336
LRIG2,0.027497663629986444,-0.00655399784706893,0.04223135504817144,0.027490639849797355,0.1266093531758803,-0.05668867122151888,0.01874506136483183,0.06346676023713933,0.0633288189488316,0.06362759769489107,-0.035124294203113075,0.09391625187521783,0.12073682886068669
ICOSLG,0.06178615762188502,0.1464963701864069,0.005412486152732026,-0.007613826775459361,0.04170251369667568,0.029520084473694863,0.030008210745541435,0.014653212166771134,0.021885565510080706,0.025268634124028872,0.01725340905935083,0.11523409872594291,0.10034549873932777
WIF1,0.03860536598455382,0.006438913011627617,,0.02535134293849889,,,,,,,0.003875807232854534,,0.015814652206146477
NPPC,-0.0387582762151471,-0.03140524903756671,-0.01780171029453366,-0.006426196426499254,,0.008056048552481359,0.09626865262460269,0.054871600287097574,0.01936550987327415,-0.02919976390096017,-0.014009714385180491,,-0.035593014039181206
LYZ,-0.007552996301511519,0.07246403325279421,-0.008803084654650564,-0.005950202153839025,0.0516672386467104,-0.013811475424428763,0.04789136318320497,0.09366442082227944,0.010481504311130882,-0.030340792219512566,-0.005005652041227943,0.11753643760342446,-0.12229523183768018
EREG,,,,,0.04822342701123806,,,0.0341444704936968,0.04756485184545583,,-0.0587894177479867,0.0005710897804761399,-0.05419936391983732
SPTAN1,-0.008261390994488837,0.025519908589275483,-0.022591502002904364,-0.024793429336473164,0.019996332829801986,-0.004414650742746466,-0.06083324207374468,0.02734287460207882,0.008612688135653988,-0.020261377879728378,-0.001219619940260526,0.10024179352572078,-0.06261661312157839
PTH2,,,,,,,,,,,0.02312519360043913,,
LIPC,0.07850472546014357,-0.02331632699601686,-0.006572162795897762,0.08360765235469979,0.06357477256059912,-0.02559380003069823,-0.042565497463517364,,,0.02233563460150779,,0.12155407758174808,-0.01269578667419789
COL8A1,-0.00039386616306768814,0.0552065643011152,0.020008257652226333,0.015173637474132948,-0.10289017116694771,0.055733189654449296,-0.08137560947361532,0.004898219352895208,-0.027557682156463193,-0.06351632189187457,-0.0046814077532691765,0.07507316326124612,0.1262166471300259
GSTM2,-0.0334431718157073,-0.034955332795386145,0.026031164883279685,-0.009205857949872939,0.01876969231522802,-0.0502517728730412,-0.0736476698856514,0.0030829274215551194,0.021724017524115923,0.051317318675544586,-0.05189450128187718,0.007804410137057546,0.020037553020386394
IL4,,,,,,,0.07449996283884039,,,,,,
SPX,-0.008073895600358424,0.018117511902434727,0.07764356331781813,-0.050520977037521536,,-0.03199695131629544,,-0.037973062862200375,0.0024276595576401116,0.014714182469614005,-0.08775948913421501,0.1041783754111587,0.02753801865178483
MFGE8,-0.038559048805688466,0.09771161301503753,-0.06915174272137986,0.0920101230159454,-0.021855647750455263,0.006232762059160125,-0.01712225319992272,-0.029812256784647682,0.04925887673479899,0.008456151610971045,0.019266034170641252,0.06648943166667978,0.055611596915509376
TGFA,-0.06002074146339616,-0.024047829859201144,0.04320710188526812,0.11654711165065146,0.04618938148638905,-0.05677077260438639,0.02192748930640391,0.0544942686967651,0.008504707018745498,0.02472684226238932,0.037524711732665215,0.1277907819273504,0.009352943271788105
SLIT2,-0.03848694772543821,0.06294378748531375,-0.022801776742216815,-0.03451890727577098,0.02933099005551498,0.07437025510794604,0.0548962027108638,0.09808319822838041,0.06258582936974089,0.04712092541150606,0.0970652678024488,0.031174800546807647,0.09202910204149359
PLTP,-0.10487399992229653,0.06527611138921699,-0.03472895235865668,-0.061235371379541284,0.05793909303213582,-0.06255519374658734,0.014147725075825157,0.15281166037579694,0.09583294450587385,-0.006851402943412068,0.026528046990479122,0.0947200703825659,0.018951015915353232
APOD,0.009961435329589298,-0.0420919007633715,-0.015276798611235811,-0.08643390338761596,0.02773710888909599,-0.024066362030944984,0.079163469071606,0.010965717255836002,-0.012929653190469835,-0.02533382183591592,0.08655382781177431,0.07678941653903534,-0.12912352507919994
B2M,0.07194265051632104,0.11616846633208545,-0.07159919986889207,-0.11824471850319929,0.035412985359922336,0.024849467665623348,-0.014421565126604356,0.25323478098925845,0.13513010775221712,-0.06368361971502161,0.0621061268027317,-0.010007709761503319,-0.048173256804426724
OMG,0.07117780049273216,-0.04787201868100329,0.013602232392054388,-0.08398267049390117,-0.016464071341182097,-0.009621738707090703,-0.08547579538018951,0.016523715850293844,0.03334385428006414,0.029440981714259677,-0.07877062126766324,0.09580884838298664,-0.15008095017509562
CXCL3,-0.0171978783125408,-0.023585435459301897,0.09293124579248695,0.10373448540940516,0.04587101103743751,-0.02487460991420421,-0.01679786898261042,0.08323219567606983,0.13003229920021042,-0.02167419265730328,0.07318613507005627,0.016601930030240505,0.06334737124698316
CXCL10,-0.008733586001722193,-0.03707254565940656,-0.02809986966531229,-0.07995565332125208,-0.022433983804361506,-0.06281082271083945,-0.08770000630935018,0.07817818573230269,0.053489389110552406,0.04040043488879624,0.06100640074340371,0.05904192685397904,0.0002883650356410694
RSPO3,,0.0030971019390253016,-0.01332683886128095,-0.045122866457222195,,,,-0.01664771940923489,0.0648271657576615,,0.08431756057369609,0.03280290934864829,-0.05041327487346789
CORT,-0.021292480156080505,0.020374009504450827,-0.029886459449590223,0.0010043394642827263,,,,-0.017162598179576966,-0.03555065185860417,,-0.042136663195854275,,
NCAN,0.012873556939539382,-0.01635767475798528,0.011904191404649643,0.10606863377020738,,-0.008816560960994257,-0.01919313904384781,-0.014383382705850142,0.00348696797271964,0.043943641221644784,-0.0527690450059037,0.03355853149895087,-0.10114019755341258
PRG4,-0.02905923614694742,-0.015153640874877375,-0.013153015236459686,0.006522742893050754,,,,0.04999657946071082,0.051182512884440555,,0.11491117939962608,0.07938997470968062,0.03158876293339385
ZG16B,,-0.02545930291695667,-0.015265682792269223,-0.020410821671878028,-0.029328260949801094,,,,,,,0.06397406109235558,0.03938987777774969
TGM2,0.09227683531777,0.10090918985840087,0.014360638073585332,0.021354211412795743,0.011646606212011775,0.038825470706302725,0.12221910996451829,0.10508204559912541,0.04917784251064608,0.001664126051060824,0.0549560289190069,0.09022577605680815,-0.0034595144062500405
VEGFC,-0.020850582122434427,0.016063622761588535,0.04934170859218312,-0.013266581316139857,0.005222914537733418,0.03932977679656096,-0.04612332539320409,0.024698512476318605,0.08517987210070278,-0.02858861726556567,0.040297601160090304,0.016242332463032753,0.006463565087394538
WNT6,0.01734072045509165,-0.01794268852517193,-0.018192313691937266,0.0510912806348849,0.017696970861369864,,0.14267274197970933,0.019325707268984593,0.030729827048706096,,0.03792084571273848,0.1191225665609284,-0.04149872843893466
NRG4,0.03729877914692222,-0.016909890321169383,-0.01600782123893744,0.040904702833127034,,,,,,0.021848967447820545,0.029054003689024662,0.03368582086866509,-0.0005751399598955027
PMCH,,0.03336251349445722,-0.022180395864911093,0.07819978115075309,,,,0.0646123000442058,-0.008986300507651169,,0.00794717824592813,0.037582991512539,0.10891807186649495
COL9A1,-0.030701165589699188,0.02458535829993559,-0.016719000941606523,0.0022492708373254866,,-0.004723723661440384,-0.06904090956752797,0.005634467649396392,0.03415644616296385,0.02832690213639235,-0.03230526069524384,0.12941559349187914,0.07810336029522887
GDF11,-0.0704262529063037,0.015767896108657926,-0.029408368312154334,-0.002507955051263104,0.08581631012252669,-0.05114917835971722,-0.0681024476069294,0.045010368851853284,-0.0279139466668749,-0.04784041600821947,-0.007494582655620451,0.08883968025606447,0.033289851183986086
RAET1E,,,,,,,,,,,,0.04857383996093375,
IL24,,,,,-0.01849430095380574,,,0.01865085270536423,0.08369465936208195,,,,0.04300373559325432
SORBS1,-0.05592440146370425,-0.05975301659903833,-0.07452059376196314,-0.0010323864489756303,0.0938309730783854,0.011192718389513544,-0.09147353564793756,0.06224445196209047,0.013950171571454513,0.06668617195012967,0.06250030371006787,0.04011055605116136,0.0425775860653034
DLL1,0.03599498834250908,0.061632563403095905,-0.03922491151587175,-0.006880999371200864,-0.04079357490277055,0.030401617535629182,-0.03464117490740424,-0.07910547107648151,-0.024382089013657415,-0.0785670919121641,-0.00845029654624904,0.06647200513254573,0.17600648424123724
TLN1,-0.0913212267947988,0.05920167635014944,-0.03118110045364491,0.0633142903751008,0.030685231001385514,-0.0019111628683471501,0.10594600568392111,0.015961101639744013,0.0013833440950597282,0.02951444406846319,-0.017596291827631807,0.08875992443787739,0.019110705926810724
COL2A1,0.037231791588735186,0.024099624779788876,,,,,,0.1038403185185683,0.09707043467060637,,0.11689571850441519,0.062275412101755925,0.04248891296345159
SHH,,,-0.013668142372508596,0.04723992677566648,,0.1445264984441693,0.04201035103545161,0.03918555101558301,-0.02603689169886332,0.006382410684618769,-0.013241360565535425,0.04562777881193456,0.07009595609042021
PON2,0.06391573383746998,-0.025370537930291037,-0.0538322031699767,0.03943930670187618,0.060031953334257294,-0.0033356026904775835,-0.1155160226318393,0.1013956902771214,0.0965074142812822,0.026293619681129667,-0.10747483677610595,0.035281438189497,0.10800569359111027
ICAM5,0.05496687501427958,-0.004695769955906625,-0.021302770000085892,-0.03397997740292586,-0.017507128223950362,,,-0.02468882103399934,0.027399574874375974,,0.026055850727514297,0.006640372038897617,-0.03847444648196022
HPX,-0.0321217930613391,0.008618598496190583,0.010389238321039275,0.002768744065376384,0.01957938157068978,-0.024874596900342903,-0.08979306143100896,0.0887316422602349,0.030843480407562705,0.03365733743740051,0.03967951050020985,0.047500398175373985,0.03142311450926512
SFRP2,-0.026262112977326394,0.07213021795322364,-0.015566532947607674,0.027685428938127598,-0.018252241429746758,0.07430156672789219,0.07619752266075223,0.1523756313838654,0.06230789282737213,0.05223701680136471,0.08903211909651179,0.1591840839871504,-0.019763226984066306
CFC1,,,,-0.025687213416193202,,,,,,,,,-0.035185232380276515
CD70,,0.060468248740452174,0.03031053092517055,-0.022485794842554477,0.05926674933636938,,,0.13404119531660902,0.13916476433322872,,0.03531022451619242,-0.026614365681447507,0.032058952610463216
HP,0.021490395730514623,0.09306083220873913,-0.036878130512825874,-0.02543683958351536,,0.10837750803763739,0.05115034288981359,0.22510786715653425,0.12066890260107424,0.006779511155731946,-0.020859841386300204,0.02299552759127857,0.08345879601540168
CXCL2,0.03137628101227508,-0.02497626778757243,0.09836668443380357,0.03768943457169386,0.06393059378215073,-0.011571046778130213,-0.057609740606052055,0.10568868196837032,0.09325490083301194,0.028337883026766326,-0.03228419260230136,0.030594489572551828,0.038227379062254055
NPPB,,-0.008991285399264285,0.08932037581145887,-0.02249276873248522,,,,0.03540545653027413,0.006936040557126694,,0.011807513972502804,-0.045325263535781,
CCK,-0.003404465524517383,-0.06372865564367032,-0.06982447942832647,-0.10208048963086287,,-0.025593820688398567,,-0.10471553837163529,-0.026787004515980053,-0.02527447195963167,-0.026636205486287742,0.02252821696689867,-0.2229424757884813
SEMA6A,-0.006180468156835259,-0.055284372194045125,-0.005696260482815697,0.08945563491694777,-0.0038181177646319942,0.02645435587070396,-0.16304682387622257,0.0686406454125782,0.05113391973378865,0.023861038334410854,-0.04161380175689271,0.053489620407613,0.12087553349874992
IRAK4,0.020669628784274585,0.000984741571607124,0.012784238827704459,0.045649480847239236,0.030740579139754413,0.0037596113444618457,0.0969429721666465,0.09525010961194506,0.03313593408990472,-0.026659020325480988,-0.0013404179709268775,0.13374727806490583,0.09606508424478724
GSTP1,0.015395542314486694,-0.036144867562739644,0.0026296045984151293,-0.056044175835504854,0.034129493996417896,0.05113102443801233,-0.03816025898113333,0.04486908025050622,0.01508486701200085,0.03624288691137822,-0.04004893707450293,0.08190952092379233,0.10250343737944749
VCAM1,0.010563264272290433,-0.0010442284101892867,-0.0017603923053963687,-0.06500261359775523,-0.03950375883985548,0.02685474200670647,-0.03808153221945946,0.09646769783231851,0.1184995195997767,-0.0324298853540482,-0.031978729616547005,0.14831366704639973,0.05745682135092547
NXPH3,0.03273288056374382,-0.015860886833163647,0.07167308640383153,0.0020417288049658423,0.036119986775477404,-0.026368006798220222,-0.017997441587458782,0.05604696011000347,-0.013504356510016618,0.05399233636119385,-0.00683405526116685,0.11867589842238263,0.04537347940646772
MTMR4,0.0366059812553574,0.007059052568996977,0.023499889289584734,0.04047631962434372,0.02646160127557876,-0.055548904445716994,0.022163554216907445,0.06062931089064687,0.029415468066321494,-0.0056024551530112895,0.06458053550414249,0.07722298618411397,0.0584610537832918
LAMC2,-0.017996437417705395,0.018552209462745616,0.06511137030702852,0.01156537550489741,-0.012025621893695378,,,0.0054930705967714405,-0.02358102923550955,0.06699141958526322,-0.034833919087412055,0.041729333474490836,0.0028254445271465476
IL10,0.1188112777068351,-0.011749997017260882,-0.025927203712124577,-0.013265335578491005,0.08921995351942852,0.11739777840485428,0.11132304559732431,0.027846718343703735,0.04472902239656754,-0.02140934599661715,0.0013289735557683148,0.07341438965753462,0.03751635695714816
SEMA4D,0.04689564231521264,0.0548304383787175,-0.03755908983880646,-0.05607143135188017,0.007501314404999103,-0.018789162317850817,-0.07159234843525142,-0.026369744315696136,0.03496783611127915,0.0338576994098837,-0.06493120999561607,0.14106032617175196,-0.05744754615640646
TRH,0.035727023254013876,0.054426522782447445,0.022098759691838894,0.05155936875633395,,0.04323605552815061,-0.0631311270746473,-0.022767711864794968,-0.009029955601847403,0.02594899940965064,-0.03842343608428214,-0.01093569554301189,0.07633788680622491
SEMA6D,0.009660955046752774,-0.04214557658203108,-0.07746284442672732,0.04123010586169467,0.005616857144062632,-0.015929438739352327,-0.052388002028130425,0.09323761694290199,-0.027723192562040398,0.034906357516933564,0.03504470465646127,0.029204084770750663,0.11650967255012945
CEL,,,,,,,0.10503391330883212,0.018351999289987816,0.011814892968754757,-0.004996190654205983,0.05301811357128556,0.06982741124689641,0.013668129726147995
PDCD1LG2,0.05357689637327318,-0.021935339129707267,-0.026810638436300088,-0.052811537449873054,0.05121063258219013,-0.03342306855809084,-0.0045955085405209265,0.1070748553543972,0.057554547149518534,-0.009715467527366125,0.006558887640190426,0.14132315727881783,0.07739672850063767
SPINT1,-0.0066108165439611975,0.09009337941943298,0.02887535255208075,-0.0006633203903565085,0.025571166107307666,-0.05290358321205823,0.048911143264792865,0.043530850146532615,0.023475761725479733,-0.031244108197667823,0.08726147217875012,0.12317062513845878,-0.04473891386389644
CTHRC1,-0.05247357478914964,0.0709850404684922,0.032821284361319834,0.03164338870784937,0.02658163744346044,0.07640293243354697,-0.20583592977309198,0.028940504325453534,0.04710189302522712,0.0008797880220830466,0.11454087298377083,0.07349155058326345,-0.03349105992778214
