,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.00871712285759472,,,,,,,,,,,0.08925518453914727,,0.0032048803754786644,
BMP1,0.052039416802904,0.13283831187734435,-0.0013631666687678118,-0.03427263593251881,-0.008306975923631216,-0.03422189243114455,0.22501631061724559,-0.04852360419460143,0.02100323367815721,-0.04280902935821361,0.020421526530977303,-0.026818473867300758,0.127136523407657,0.09083377775008268,0.10007496781595425,0.029542442567271357,-0.03498541377530188,0.06352523809969304,0.06329934580040543,0.11094489541493928,0.043294630127320176
NDP,-0.06102697419007214,0.011933635610881123,0.0025074018561922033,-0.04168203174543347,-0.0010417565851465354,0.0069923425056552324,0.050863025762826614,0.022910722309982184,-0.008758933616657501,-0.0015255090321781959,-0.0004004761324631013,-0.04790567188884419,0.029824117564415546,-0.027654454110523675,-0.144817858192648,0.015499167238284586,0.02175216648917732,0.015057602835575164,-0.007326419321436359,0.06965853757247863,-0.0013725492016643769
TNFSF18,-0.01927998481725503,0.025060860220261567,0.04852028725539996,,,-0.019666595556525987,0.11494946339233639,-0.017874564491173854,,,,,0.25839483375241407,0.028257546247578622,,,,0.11180474912118114,,0.028190768480399826,-0.003253494817519089
IL36G,,,,,,,,,,,,0.09604001900919369,,,,,,,,,
RTN4,-0.005174193625893178,-0.011030564555552637,-0.03509215424062506,-0.03871099598616585,-0.02176143539763307,0.08723401026920254,-0.2630751145851161,0.09358024731241506,-0.06521911933416367,0.10178696271733932,-0.02913936034253925,0.06381474991917449,-0.14833307632153334,-0.018812590706925193,0.01115408658510038,0.012427081512402311,-0.0005076335055759454,-0.08422029619926699,-0.1302690804400708,-0.005079606576070684,-0.09215747902093814
HEBP1,0.0006783846371986494,0.028439971358508634,-0.006570084915648655,-0.027721545086465963,-0.002747961426535937,0.07081270553935179,0.11129494923821365,-0.01483466632926913,-0.03182805094552767,-0.015910680101159157,-0.021874715978335367,-0.012553960845222603,0.06556464389362791,0.10908296597680127,-0.05661250731139769,0.008097223771297828,0.02232597125394366,0.009140277789885139,-0.0058381697295433795,0.07393024901751964,0.003633320788230811
WNT7B,0.09152600693912834,-0.032295994396633325,0.03540191303393882,0.038163839616500383,-0.0193026262631385,0.021105546403647566,-0.12772453953503976,0.03058951571477136,-0.027947102811677067,,-0.03362311137538394,0.011206326405720194,0.020363257140824573,,0.01177404735188967,0.03762115388571807,-0.008050205737306087,-0.02737107654257861,-0.03796587235231767,0.03651094014722125,-0.030661252529718495
PTMA,0.012554028263005092,0.049558697101831146,0.01014780605298717,0.008956614414746655,-0.03447808382316518,-0.12161959706136516,-0.14872696830432397,0.029503957732585354,0.08526984657404636,-0.11795722640290068,0.084874258299893,-0.047025325792798583,0.12853914834018548,0.05495194272342706,0.015256592643686022,-0.07156976524128635,-0.010239809169025312,-0.005019183685989228,-0.06180144948151513,-0.011624554147878441,0.04803393230301587
FASLG,-0.016985067559718677,,,,,,,,,,,,,,,,,,,0.10710741829665014,
