,MGH258,UKF248,UKF255,UKF260,UKF266,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,0.002627448108223242,-0.03739847143413702,-0.05670687815592046,0.03030841425959535,0.004651605304678776,-0.008270354616879428,0.007635347738768636,0.1494699126636329,0.017171703965759143,0.014983209203530403,-0.0428268751346468
NDP,-0.0564405059201065,0.0373826775018146,0.0029523971165485454,0.03486103400145757,-0.01657810431863513,0.062264229778542304,-0.028430488220149628,0.10344231312112331,0.05621920801664028,-0.007727922125070038,-0.022138291423949998
TNFSF18,-0.02115380653898456,-0.017087257673466177,,,0.016674272469525134,,0.048140996711098026,,,,
IL36G,,,,,,-0.015968598770360602,,,,,
RTN4,-0.011727539430659992,-0.004209598710046411,-0.020688019549265205,0.007917122601481568,-0.037915993829193126,-0.04550949834385379,-0.039615036146803846,-0.06949121662525647,-0.014675854097366138,-0.01569276324131909,0.060783065564015464
HEBP1,-0.03326121929355553,-0.03732282199429055,0.05287012133553024,0.019331302095963617,-0.02626850711756823,0.03654283436597154,-0.01072063896234256,0.02634810190219359,-0.0054147493914943065,0.048965817166630385,-0.011571448074821888
WNT7B,-0.018635841005200295,0.023178394382333163,-0.028534723242410916,0.01116467810450214,-0.01290647401792081,0.021781867354393615,,-0.05400221139598443,0.03646042737112735,-0.008350266761925405,0.05066257043214716
PTMA,-0.095875934005876,-0.007819444444918392,0.11170172067961588,-0.001980851683293946,0.06330939161307829,0.06000858053218395,0.08803988713740522,-0.18970327762099434,-0.07267581793660821,0.0378354034711444,-0.006696370379216316
FASLG,0.205078989906907,,,,,,,,,,
CEACAM1,0.012197090088018255,-0.018350453837707476,,-0.016207973365720572,,,0.04284710271253663,0.09375726831790906,0.07892658596334627,-0.019381577153916044,0.028245615900068417
PDAP1,0.03825944568974485,0.05633282987659591,0.08227668554036031,0.02127662711946352,0.03131392895332602,0.003128217999463788,0.009549192479835523,0.07628493929389464,0.01455903479846072,0.019557374642797234,-0.02601138822265322
QDPR,-0.05705114439139816,0.06809997548741513,-0.03576076397305621,0.021170629402967593,0.02463414944462902,0.023236797573539775,0.019188878077112625,-0.1567954984182668,0.000792538969325107,0.020731846033410984,0.012526476208142907
POMC,-0.015167217703618882,-0.010849588825179056,,0.037270779284477404,-0.03298444215310291,-0.024369836382673416,0.08872034684672402,-0.014956413908812702,-0.019735641592283224,0.06945377021744464,-0.027310660130496506
CCL18,,-0.02289963256467998,,,,,,-0.047155721960546085,0.00490344805301564,0.02132129550022796,-0.0011113340939912762
CCL17,,,,,,-0.014587768325089791,,,-0.0228132982394513,0.04642348117178203,
VEGFD,,0.08696030525456787,,-0.015506871250715811,,-0.015634163145859647,0.05080759992145605,,,-0.019381577153916044,
TNFSF13,,0.08041541649103212,,,-0.025154399909714548,,,,-0.024525479730594713,-0.0034937296154523,-0.004269469276486225
WNT5A,0.0664848279747339,-0.01270816820477527,-0.015532344923340706,0.08104189482223077,-0.004385005711304183,0.016523137378640616,0.16971661250947154,0.14969153512231784,0.0030703206324624826,-0.03149306195113125,-0.025408134042257714
CXCL8,,0.012829947638276641,0.021513035467037932,-0.06112396250427987,-0.025076658818870536,-0.032576551939622646,0.08427491972471683,0.009489375838727861,0.0030300586831681214,0.0706870117658639,-0.03688018562744418
GRN,0.032728817683189276,-0.025839277491032205,-0.016956808351216282,0.006584688053225629,-0.01968547774604666,0.0077223657063726185,-0.026480916232871063,0.07820879057363875,0.009821489047587494,0.03302684818855738,-0.045411034641714094
MIA,-0.024392715390146757,0.004627411256414535,-0.03802707026921297,-0.04705320545586736,0.059744410882081614,0.041118781908929064,-0.0012103583518599415,0.026785273628889775,0.06927157961468303,-0.022558349575942205,0.007978428129990988
COL4A4,-0.02158258075049148,-0.027502272656024458,-0.028936499133191202,0.05137796704658752,-0.008852346803842505,0.011361257044962799,0.036882893959484866,0.03906178132966524,0.0791598503247186,0.022246562399393828,-0.01888978519550894
TAC1,-0.01863583613450764,-0.013653805900242755,-0.07132373085791516,0.0012775704614858404,0.020212109434317845,-0.036809045839034535,,,,,0.00067924481653186
RARRES2,0.009234759117011377,0.019724350288850178,0.09999301255294306,-0.09223642148083243,-0.022187910019674063,0.0388197617410072,-0.08867366327648483,0.05847666864745859,0.061857310153400714,0.06501814835174044,0.0029860124669508145
FGF7,-0.0068856824432739815,,-0.034410576302982,0.009205183632415815,0.010867968284700597,0.008046630837561217,0.008485871007383577,0.07498598947445939,-0.011475034646603405,-0.06301393903739227,0.07783321917451844
EFNA2,,,,,,,,,,-0.018420892010013505,
HBEGF,-0.05062732117212853,-0.02530558038328941,-0.08687394074676924,-0.027604582318823657,0.036343229505658346,0.014043275360579945,-0.056517373218045876,0.05139276515564508,0.02942166391639181,0.05839223007069138,-0.10684889301133711
CSF3,,,-0.02025444944260568,-0.03721465082891387,,,,,0.013276661764603237,0.077743668600098,-0.03921068661955021
PI3,,-0.02409137894672285,-0.03507281990771424,0.011916654785860063,,,,,-0.00041297345656692724,0.06710328871179123,-0.0006795188623168998
PCSK1N,0.013849445313063896,0.03064709481852738,0.06367321617854746,0.03410757659458713,-0.056794150820959975,0.017328538213069733,0.02747199974120585,0.024853510721677314,0.029899347928564784,-0.052249131924849805,0.06607995411051214
NTS,,,,-0.004136735316730408,-0.0044627971203592305,,,,0.024787391951582024,-0.022442361302663676,-0.04191653458721434
SFRP1,-0.027115612312958923,0.007392719273579893,,-0.017690654666292497,0.02770980281505908,0.04508200715967974,-0.037869424782219135,0.008592020642401818,0.08554916429891597,-0.005779898177929566,0.0799343401224162
CXCL13,,,-0.0147071268583451,-0.017531664694276132,,,,,0.021797571971617438,0.007934017965984433,0.01973163199393847
MICA,0.06075533436351619,-0.013452024497447541,-0.04741022610242648,-0.033707697081017826,0.06832762134669892,0.07103513566633055,0.019548098903204785,-0.027297939674168378,0.03142293085842008,-0.0034366969535667737,0.042802104969591886
TG,-0.021582575886773807,-0.03606136583655285,,0.004444700231664638,0.056667566628524416,-0.021912886401265933,0.04300834379052186,0.12008290070700758,-0.0007930899437369795,0.03186107646623539,-0.03227099762207473
ADA,-0.028081383279017914,0.012009867286232153,-0.03996433339988033,0.04194528621557117,-0.022541343568068528,0.011373415482653335,0.006796522352153079,0.0835609293412865,0.013884867587350483,-0.02743524422716774,0.03474557724590155
LAMC3,-0.020308031354883672,-0.0554916065679721,0.03566296980734913,0.05674945184297289,0.08743028125833548,-0.01620558269777073,-0.014664223429119981,0.075910255322926,0.0426177551730229,-0.0005023353402303066,-0.0434243592820546
CCL7,,-0.014566100820919983,,-0.023243750564074413,,,,,0.028767108396736612,,
NGF,,-0.02500927177026285,,-0.02481028448675593,0.017588680334757474,,0.1747426340783576,0.0713895226274684,-0.03948887903003673,0.026656844385103788,-0.013315362622323548
TNFSF15,,,,-0.01720959404177247,-0.029659410168780567,,0.0022619520099343257,0.09274225658392558,-0.020213423098800185,,-0.02434916322631017
HMGB1,-0.05446356924484114,0.011415478066352182,0.04533417635387191,-0.038156615152277785,0.03278576492975485,-0.017551954571210362,0.0695349109750586,-0.07919868863124674,-0.03936528636936294,0.013833346665407358,0.026049263271957286
ITGB3BP,0.016816612218969216,0.00827005756291739,0.023836828701354163,-0.02493795994455574,0.054192012856587264,0.06284959352558625,0.02433408789418263,0.08944116419902272,0.009478354104684691,0.06293176238293266,0.021674770300873312
AANAT,,-0.021133196213636705,,0.1701215611111028,,0.05009608690747309,,-0.049114661102079314,-0.02999592263306671,-0.024789531427298065,
RELN,-0.017892527610674832,-0.02214054906493167,-0.022809604801923414,-0.046682988561297406,-0.02724525026559956,0.07116920566026223,0.0005998843847782211,,,,-0.017023196148160315
IL15,0.027304053818806382,-0.028356789274111845,,0.009591381447663269,0.08252439125323757,-0.01814850449952517,-0.019833256294331504,0.07309382056952092,0.10814521623612018,-0.03482371078425113,0.03342275756582099
UTS2,,,,,,,,,0.09492146250637894,,
BSG,0.02000625340606049,0.021510649566557558,0.11632462920166575,-0.004425863848321026,0.049444894895956264,0.02620948058280189,0.011066245697963556,0.029574153474570455,0.04691001884366684,0.03785481168489478,-0.047570446255243454
ADAMTS3,-0.01359319515179673,0.02625212790233047,,-0.019011507647462268,0.015269154415890208,-0.0188047852415168,,-0.03254130395272744,0.05271189594546666,-0.0448130455306819,0.04604974552088516
CD34,-0.08689465519341778,-0.03573328966777511,-0.0016003360405537164,0.04599678134942172,0.0916877302722695,-0.00936459012150362,-0.004591665720270852,0.05080964953579714,0.020642755006542206,0.021960536644248956,-0.022683013908277778
PLAT,-0.06279112289636211,-0.015000500028829626,0.0013172378142517025,0.07388847607149807,0.008358739698189519,0.08761254037891068,-0.0190322421646618,0.0691795867388461,-0.003292162282988993,0.04116522411853699,0.06465031885951213
NTF3,,,,,,,,,0.05608443634057946,-0.048189280520962254,0.014804128954905668
LTA,,,,,,0.018896604171532935,,,,,
CKLF,-0.04463641315140691,-0.0005758942226119797,-0.0440528010363378,0.052410471541669224,0.02269629781419329,0.016913984617151517,0.024614832697463465,0.10694849636467668,0.04412539208230895,-0.035340401775291075,0.008830302363919183
CD24,-0.04987075268607749,-0.027564221472374546,0.06608079925672952,0.03863267692089922,0.004915727149751761,0.048921175296316385,-0.11499534709421938,0.09829906926320961,0.017010455074585318,-0.007973572780415324,0.09699178494007375
HSP90AA1,-0.09051492802008965,0.014323969391043212,-0.031184047183211806,-0.056492184216266096,-0.053350565420229416,-0.04522675572024821,0.12138463382095119,-0.13236284269117388,-0.05138103161613109,0.07840689444759076,0.0526534638303956
BMP4,-0.022211603846258383,-0.01869706715184994,-0.035896174249117924,0.022075467209096172,0.04472563153215188,-0.015464402200388614,-0.03297547427679805,0.09111963666082501,0.05270190604188345,0.0053326304915671035,0.007379936533685999
SCGB3A1,,-0.014566099364329363,0.16956953796690116,-0.018466771978748176,0.006417856892443621,-0.012663787999057978,-0.046965986860488876,,0.03550407380493188,0.010867648342613305,0.0264244862765071
IGFBP4,-0.027754740521365007,-0.005639843629509004,0.0003346207249437132,-0.006370825994088338,0.050237795692271894,0.02420950586272503,-0.007975995760360111,0.12170527124671278,0.03103648192439847,-0.04062287206188619,-0.07460576803554339
RSPO4,,,,-0.003855719264567337,,0.056940324185259364,-0.06595202356533762,,,,-0.034053731688136725
LEFTY2,-0.021369182951294582,-0.042330348183801915,-0.060585891370270296,-0.010883711130486685,0.12212877657145493,-0.022404128894377595,,-0.050023640034054545,0.06166424625789638,-0.02118071618226306,0.004358237015176031
PF4,,-0.01510998988952923,,,,,,,,0.00667182412440417,
ANGPTL2,0.020093269897937933,-0.02843331170069505,0.03703206087543802,0.052585219022773785,0.05695003474193953,0.0810650402461317,0.0026247644415391745,0.06477632196508964,0.018546104617042553,-0.012549522314567418,0.00371250407672733
LRIG2,-0.025784097593727573,-0.03745825780951671,-0.003325637270604254,-0.012146661830068722,0.005152624261220881,0.0547277069502916,-0.03422273063069924,0.1775080260747201,0.025220692095640408,0.0010474776415059712,0.005270001046190087
ICOSLG,-0.008149856640321206,-0.019023104250786373,-0.038787782068223225,-0.009267708094650794,0.013120763502488952,0.014229235586013512,0.005851863856778699,0.04915747187326713,0.0002018996366331311,-0.008476285383604043,0.013155171579211564
WIF1,,0.025122630898274732,-0.03510795220973742,0.03243352431593331,-0.09533833220315283,-0.0351098449248267,,,,,-0.019708626981382014
NPPC,-0.005587658545162796,-0.015397863563660014,0.1719108452716572,-0.03718003194477888,0.008579640884956902,0.04841363320754631,-0.07934818561711997,-0.032057106329568985,0.040557079897380006,0.021123098111577133,0.050245833326684114
LYZ,-0.04791100666876475,-0.024866026352512956,-0.03500906497580788,-0.015304763741353295,-0.028207278155949526,0.009204942959242278,0.01902680396540329,0.003929517843661842,0.01250870491210806,-0.04750460319346587,-0.06555966738544074
EREG,,,-0.02730150628876301,-0.029993372103313584,,,,,-0.02884344017481533,0.08386788668758188,-0.042414496965890655
SPTAN1,0.055536455480531335,-0.052868822058784,-0.03755218480882859,-0.07418574260522359,-0.07472553004803796,-0.018867402368743073,0.007392690098318448,0.14053961596103717,0.05467282317609296,-0.08787219796440789,0.05809815576751629
PTH2,,,,,,,,,,,-0.003492404592570892
LIPC,-0.027632157858066685,0.07290343244192343,,-0.02063512774436892,0.040096698083182225,-0.02850960693733623,-0.0030262256491997873,-0.011979808070881115,,,
COL8A1,-0.036817183794864844,-0.0531625201747938,-0.025288049781235722,0.08080804777551082,-0.026963349309770734,0.07220830240330363,-0.03345895716737591,0.12095517311060468,0.022929060680063288,-0.030100459083450583,0.0067288977186262325
GSTM2,-0.025479652942497724,0.04746825970388636,0.08410174773485635,0.007964119910400157,-0.007252292837556216,0.005472194906444707,-0.04463012261083948,-0.012547560341970604,0.016444958933540747,-0.042673077513905984,-0.0226873149774381
SPX,0.012218880689510768,-0.029918561645848146,,-0.041385692281714376,-0.03482007443593307,-0.021763276258605354,,0.010306795311296607,-0.03447382398965676,-0.020963672478774304,-0.00016728351926165625
MFGE8,0.0041451222266716235,0.02686617170497197,0.03366553997085089,-0.012905662564048759,0.019770204112046712,0.046733535570088,0.10658070970059767,0.08332407193414125,0.014737252081993404,-0.012236091669366341,-0.11155082615180059
TGFA,0.02992770613813502,-0.056707104316359884,-0.04773660567451025,0.0421507935280187,0.00873156242264594,-0.003500066554009811,-0.014427660323277056,0.08055915185524072,0.01661796909268442,-0.026579178615512598,0.0737154354101223
SLIT2,-0.022211600292068676,-0.04426857495446806,0.04715156475937167,-0.05204474421081575,-0.03354673663096316,-0.04082296606116853,0.04822745909128805,0.09086195349498619,0.009265696412564446,-0.015062088523554572,0.014342702585415416
PLTP,0.046715959128193034,0.045686449882415485,-0.0025899218922114347,0.01947687024880515,-0.014112208456330539,0.03033367487587094,0.03790878433802355,0.0583658233782364,0.007904378938221053,0.013653532235429372,-0.029079252474122266
APOD,-0.025023085608855775,0.0013116704530523658,0.035665479040216594,0.08965751673851527,-0.018834419493443468,-0.0009212526294749698,0.04813694609387574,-0.13601404749263768,0.058788725043100745,-0.03227798450675684,-0.01952843885336776
B2M,-0.003996419408554664,-0.012045555915564879,-0.07201341843774539,0.003260231410223151,0.030368415157130405,0.059143999810808805,0.05804076769894659,-0.011915786203516987,0.03275701389483925,-0.02521912973392677,-0.029419794596062566
OMG,0.021037502391074128,-0.03276463027318151,0.06061517640989081,0.005139672937609127,-0.0011857267952334915,-0.055341747448443106,0.1023849520305617,-0.09988530828245316,0.026761591822490088,-0.05123379885886857,0.044358094274778444
CXCL3,-0.017380516813775754,0.0014310683786696787,-0.010902631199313676,-0.03477527962972879,,-0.013070211300201001,,,0.025026038041369072,0.06921229406774532,-0.07948646608705932
CXCL10,0.050011904265320005,-0.01941611697391511,,0.028410863208477653,0.041657127709395954,-0.004590647604616969,0.0003665121636906102,-0.07932720749699611,0.03767137036495669,-0.004529273856166006,0.03019447592126872
RSPO3,,-0.01978619521706639,0.03260075501934025,-0.020635115021800408,0.04443486171931189,-0.0136581189050629,,,-0.01585499610484803,-0.012458363982095141,0.06535979677209912
CORT,-0.021582580403082967,-0.002056618810479113,-0.026880414750787646,0.03274934148007465,0.009593910801035336,-0.036234565315462014,,,0.018508760447882074,0.07287646554327412,0.05413158983179489
