,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
NTS,,,,,,,0.01763490819253452,-0.01859836681051451,-0.006851844960474671,,,,,-0.04093950990336039,0.006686220227223547,,-0.0024305824018893574
SFRP1,0.11559954358424136,0.07324698238530407,0.034337612783843334,0.02817797779119542,,0.03598171040630068,0.12806102728383864,-0.03312782341118508,-0.0037140007709195685,0.01920153995820384,-0.005421368241671084,0.1805368168029446,0.00782221408741123,0.007820154178743675,0.02653024237463627,0.005730959120409122,0.07350527729111342
CXCL13,,,,0.008939368236148323,-0.020741094689508917,,,,,,,,,0.11592729724717571,-0.006386929318105191,,-0.058590280522726926
MICA,0.03344001597236543,-0.04198642252293023,0.06186894222472164,-0.025675212680724275,-0.007613736745741011,0.051287624071415544,0.08316857632239782,0.07596766520289466,0.040865066644186855,0.02049972779600153,-0.04573335834820657,-0.14023791391887197,0.056404022087301074,-0.0055563942211442315,0.06662351231682397,0.04377630909243679,-0.0029975682021593816
TG,-0.0016626087804179786,-0.03149736116599075,0.030213704215735777,0.08500204128480317,,0.029502362851526156,-0.04041131201839026,0.023403108700761205,-0.015782877940835573,0.009061323210675504,0.1588296113332465,-0.03230341083632325,-0.03237799246512465,0.031091621258418835,-0.0028506609859103747,,-0.03120199205886185
ADA,0.034298131463417786,-0.04657945156332273,-0.0025078888547210754,0.0269098833191,0.08019058629443422,-0.02595865463019843,0.01376542657495075,0.09874438941397032,0.021646550339817668,0.03122740117907764,0.07852977362600058,-0.05783330987171101,0.052909963130652986,0.05697579645748039,0.10338526287357686,0.04614869587943688,0.0006041013343490439
LAMC3,0.07449105534642778,0.03499587066819041,0.026597360603041627,-0.021274629798333104,-0.05331951679318983,-0.04959354837273054,0.1205678436391996,0.12924110629076205,-0.018127233425053648,-0.05615401760533737,0.06840584191579466,-0.022538797978409707,0.08837656312213767,0.05632715183693466,0.061539258428071196,0.08911741635290489,0.04308824383570143
CCL7,,,-0.013077839294019893,,,-0.016173085850705083,,,,,,,,-0.040337645401725845,,,
NGF,,-0.022763979583529725,-0.0224540006342829,,,-0.03705667048403866,-0.038563230667379766,,,,,-0.005454961265461398,0.04794008732872674,0.14784503708044205,0.007825304284298853,,0.00789203838922707
TNFSF15,,-0.028161883767019655,,,,-0.018009522110256287,0.01441340698730956,,,-0.03276622371966161,,-0.10463491039495938,-0.019323776198759364,-0.01788086333763135,,,-0.0034767617272481216
HMGB1,-0.0013450810794417623,0.04858237851736285,0.04361273428061317,0.016633495553754107,0.061186352678894836,-0.008011617513804666,0.0911751628048917,0.07185604623852539,-0.0288960796387073,-0.0018439815796334718,-0.08820655185544385,-0.14402189255579728,-0.10331056959218991,-0.040381857500719306,-0.027753959710585044,-0.06919064139711062,-0.01048062031783269
ITGB3BP,0.02586092245806607,0.026871702045394696,-0.011586129757443575,0.005545335992077035,-0.034988110504091736,0.04695774162037556,0.12479144269519227,0.10815196417375998,0.04446151722678767,0.005942267101231423,-0.05850692542446017,-0.048633048641752726,0.07138333144994195,0.007285524057835513,0.034561520265169475,0.09694646508828765,-0.027966523096201793
AANAT,,0.04503258081673145,-0.01897395516128762,,,-0.016386824972142958,,-0.013648973406810566,-0.030381263970044505,,0.17173986213647108,,-0.0209101589968026,-0.035387496886093106,-0.02426539438378132,0.005835192423177064,
RELN,0.01128326665228675,0.008179880617660491,0.0010798436274931272,0.021502462497267675,0.03472470640326368,0.014056356239679631,0.0038460708207629347,-0.04005037047810886,-0.014321664257031628,,,-0.013610241650031997,,,,0.04306634861278826,-0.014470015759916733
IL15,0.03902613680588656,0.017626114516307714,0.04458658728105807,0.0845193816193435,,-0.05126260596037516,-0.011000805495155338,0.05675238934822488,0.10015505647618146,-0.029721767550993403,-0.06502166667472005,0.05515928960807051,0.14086411050322267,-0.036995880022279846,0.12477657680271347,0.07073262527885166,0.0004943132009502733
UTS2,,,,,,,,-0.018792667204157027,,-0.02351690260590078,0.014959338512491541,,,-0.03013504352406137,,,
BSG,0.031157925644386093,0.03567432751644517,0.05527160201922049,-0.0015416977910674332,-0.055502125884260574,-0.009549980406482958,0.1544657577960855,-0.023000683419268187,0.038680201110698365,-0.025003595728562287,0.06929914739364196,0.11913472432409286,0.07887076190376484,0.004596780484563174,-0.00010538645026183647,0.11797674882599116,0.02874080224960503
ADAMTS3,-0.01320910996592011,0.02110465505805329,0.014232104339497526,-0.04423150306884118,,0.020203858814832668,-0.017594384967547606,0.08845724188832008,0.01874636037378035,0.10743689665639905,0.012563596856944715,,-0.0472741508797114,0.08084102113307179,0.08006012328057553,0.11686523032006382,0.022299048453572737
CD34,-0.05242637587226552,0.11281574727319231,0.014630332767607251,0.008451037398921394,-0.0473628281938938,0.0430498253597037,0.06624902498111437,0.11849210864701834,0.04130675523134448,-0.04836535973753006,0.09250975450194021,-0.06549417974771446,0.056452950531092345,0.022362890003269433,0.1542105513292765,0.0344589612871935,0.03131967978242335
CCL23,,,,,,,,0.009075815809695024,,-0.030918520434122385,,,,,,,
PLAT,0.017859871395006777,-0.016219174584731596,0.06093868075383432,-0.015242320934612358,0.019497572999465956,0.0741814898832397,0.188278467899143,0.08334250127245457,-0.010255354250726628,-0.09557780519139725,0.042718122357161444,-0.02467512477979629,0.06951186372971932,0.10539663120248609,-0.019370866394556194,0.03503007510866762,0.07364485936967706
NTF3,,,,,,,,,0.07813635030826943,,,,,0.039985914838527245,0.07446923539424424,,0.01629258249367182
LTA,,,,-0.029899586576208535,,0.007149680599074924,,,,,,,,,,,
CKLF,0.014883098166388034,0.0327923744081533,0.05439997503773922,0.050765197103712655,-0.05188516506184246,-0.02456224562305508,0.16785482595912324,0.038730142969565465,-0.02477623518040376,0.005959171405393122,-0.03446018746841064,-0.03699217827549345,0.04253779012048044,0.02949427542646586,0.10174766966767937,0.03618558878563959,0.020423588520087802
CD24,-0.046709572835654745,0.01072582856825148,0.05678679625073251,0.1263730084235354,0.024899665833195517,-0.004855507357068053,0.1255968618976833,0.012108395499985538,0.016717447025834952,-0.01980435996559565,-0.013347714642232139,0.03484829138141173,0.01903583725239696,0.07301563912607752,0.025793538963684838,0.041084735642802676,-0.00046476747753971376
HSP90AA1,-0.06183428070717373,0.027530864716419374,0.02601226679026943,0.05584239225938682,0.04106923955705992,0.010725249254335403,-0.20113317273082126,-0.14160584182231864,-0.017927935019743896,0.08621526976163682,-0.11721848959104528,-0.02285245884193057,-0.12133311056610503,-0.14764102786977779,-0.15799233334435214,-0.029203003976580443,-0.11226292766560125
BMP4,-0.03268207071728331,0.025541630124643062,-0.007617837779412607,0.06721406204665983,-0.013699041009778644,-0.02198782074756151,0.20731436919818813,0.03977884710446368,-0.01335324966465902,-0.05435334293495776,-0.042635700053058036,0.024784200587286837,0.09352123232783002,0.016962741825605192,-0.001784876522103483,-0.0026189334891933147,0.08150758290946644
SCGB3A1,,,-0.013077837986253437,,-0.030532460663881624,,0.07928223831375564,,-0.0007535384219587978,0.04130358668166851,-0.046667935429408516,-0.052475898206130175,,0.010704764976100192,0.006835070807341419,,0.03289821437318209
IGFBP4,-0.021104792513744964,-0.009803927408090737,-0.00014454873719938488,0.0412791335575225,0.0023461447861874716,-0.014284876234859719,0.17635651218729897,0.10765203059775941,-0.0028391573785548534,-0.064009773797679,0.08531146658779934,-0.029429131734335753,0.08089182143889341,-0.0054617790272741,0.05653712976903147,0.10083310787713169,-0.04784427064632196
RSPO4,,-0.02780853491040228,,0.027304512801158105,,0.01652921879610551,,,0.03000616362905119,,,-0.06699525674185627,,,,,0.05685949313346407
LEFTY2,0.0747368937596024,0.010488204120114402,0.02841123501360636,-0.03026679899078858,0.06370288694350568,-0.02483713777556688,0.07926816087693338,0.16457585886164994,-0.017102251110505704,-0.04183991455356169,0.06334983030620138,,0.04904954721440347,-0.034242093068448,0.09374763758000922,0.15692475872019251,-0.0009334492863644511
PF4,,,0.011431549921682918,-0.015265622590988494,,-0.014110698775949813,,,,,,,,,-0.029993134865387547,,
ANGPTL2,0.0009717336098076167,0.009801119549232948,-0.01153641677687828,0.06903563145994134,0.050571480982563255,0.0007672010518189442,0.28081322861360336,0.11936287700485983,-0.013550936417431146,0.05158466767174507,0.1955570356913629,-0.1706187936594537,0.01854707490673649,0.11478827963936447,0.13341156798244136,0.08016466039485369,0.09463495423778376
LRIG2,-0.08681701979501699,-0.0023310182041472284,0.02544220415147797,-0.009748326479101007,0.014687223936893284,0.04516362185867638,0.10881738005926501,0.0361347831522333,0.014137312688023524,-0.04581345468689519,0.011679578976556785,0.033381120243833724,0.11240064793267937,0.039912301859053256,0.06395560135903246,0.008166877807701914,0.02253840304251756
ICOSLG,-0.02075228845324804,-0.07749813978352958,0.007833754226660243,0.05594658289128097,-0.03353691325686965,0.008319869687388324,0.16513758989647803,0.02604196839106583,-0.04863505077064433,-0.095783910460036,-0.03519556076282645,-0.017697953568524605,0.04755389895816512,0.060676472349051325,0.07945553842992227,0.03951353953405201,0.06285673864624049
WIF1,,0.002964599842983015,-0.024410098652442775,,-0.03889431381752367,,-0.19557891964859508,-0.07185539869301902,0.010615481598091935,,,,,,,,0.000809126541744088
NPPC,-0.058827591808056474,0.008328439941034327,0.04661884049384177,,-0.03830549926850006,-0.008538128562692404,-0.042682478368202596,-0.02582650494203949,-0.0017761707399447158,-0.02731757394332605,0.025112663142779424,0.00843185058130203,-0.05992436671967572,-0.00032752683787317733,0.00922826460544752,-0.005519406326913896,-0.04261488747195031
LYZ,0.004614457648634502,-0.04419510054105603,0.0058214355802484255,0.054524807398240116,-0.03749435244475118,0.030423802859167768,0.04149539167240475,0.039440355415132265,-0.029200332129113615,-0.0852895780770709,-0.006651711741883458,-0.0059796406540845665,0.006710303174106757,0.04521791558340888,0.02987185053795083,0.0009673567968686703,-0.01292369127333659
EREG,,,,,-0.009379561328938956,,,,,,,,,-0.05358917312540731,0.005609564261579675,,-0.05288466762050291
SPTAN1,0.047555630183035165,0.11495995113228487,0.02932278682467263,0.0209687213582536,0.014807256536451416,0.07204091574121813,-0.058390976784074074,-0.056630603671705575,0.004651293960315941,0.04677203341326944,0.07294337443430902,0.02435838235511669,0.12590731034595365,0.002081871413332166,0.0841256127452947,-0.02040033946619058,0.027440056695062724
PTH2,,,,,,,,,,,,,,,,,-0.00012491119084276082
LIPC,0.05402570182978654,-0.0045956715887691185,0.0037420937364161548,-0.0012399592698518031,,-0.025357976627871433,-0.05166800607544492,0.06880415688610689,,-0.028967490827455988,-0.042033220697167716,-0.03165014286812974,0.1399612737399493,,,0.007033418690697937,
COL8A1,0.04593214470701091,-0.07004321900801107,-0.017586375190800047,0.028372834405458573,0.010665395914953673,-0.0015611446955150182,0.14417707824361692,0.06701802615697022,-0.015227961485339813,-0.03220894521631578,0.047405981730228135,0.01105848141507543,0.013441352157905685,0.09979112035989364,-0.035850029927600904,0.11475028872312307,0.011475860219041652
GSTM2,-0.015409505396980617,-0.06331254912814308,-0.013146454082814719,-0.036540541852947486,-0.00044864850425340835,0.051040780105829825,0.043506119469956424,0.02445682167015876,-0.004647922483253834,0.027914347829898115,0.02610393282686719,0.10017549810493298,0.08201324918506675,0.0013786777076845596,0.01418958346478322,-0.05147679185597439,-0.0025126990417091923
IL4,,,,,,,,,,,-0.013377527312240562,,,,,,
SPX,-0.02262338370385885,0.051990380802716445,-0.014429499922261663,0.05948082225911793,,0.012431638151877583,-0.05061091297952721,-0.015680643045877508,-0.032953843685204175,0.04866336886826066,,,0.043411973705210154,0.058562903926683826,0.03906707284018414,-0.09937566549243634,-0.01005551233201403
MFGE8,-0.01781597211974814,-0.0645601481373251,0.00048424740506767465,0.05455787418079495,-0.04876495325648944,0.0030719311083424786,0.05936547342365399,0.05119055048295789,-0.03130933250321106,-0.0581177036280527,0.0658483895574202,-0.044940671006968975,0.003954733682467432,0.03299263914505639,0.029052510869951493,0.11247092746334339,0.08217925316108132
TGFA,-0.013292243411775675,-0.08333507732738252,0.07702362832777879,-0.00452581369109991,0.06996560885360169,-0.024603992435444106,0.14627407061266084,0.007321325448612726,0.014709585887345977,0.02888306387639838,0.04548654942178838,-0.08239861599862387,-0.02680772649515068,0.029247166704504803,0.0570584970410427,-0.01122023797473872,-0.011527893872622232
SLIT2,0.02405634051797894,0.007703830997454197,0.0045573716846307065,-0.018743027227778455,-0.02269386765362419,0.0316799328794946,0.018111352821323912,-0.011604168092344741,0.03087341586880877,-0.020153442992999367,0.05923310691350414,0.07424727741754247,-0.045952087034196704,-0.012367535845601014,0.019959199073009373,0.0212755568087764,0.02297198313062627
PLTP,-0.021108415584565703,0.0881363977207724,0.028950007425431856,0.06850245765111419,0.06245994682649916,-0.03161176319436763,0.1101906564080754,0.08615272442677369,0.04042405797321122,0.01718032948724949,0.018926186893891864,0.09256285750199553,0.15681432788999003,0.023346478656402762,0.026022023518488813,0.1728279144321924,-0.03139441669512521
APOD,-0.03185830824292302,0.08914249827153267,0.08077017034553888,-0.06791998205488471,0.0831060998217153,-0.020105466471260738,0.00341839795872477,0.0016954113372838042,-0.07047933802544544,-0.05865631899415949,-0.07320040672628172,0.1712225425894949,-0.08824783143549554,0.1714707315382433,0.07406701431376252,-0.07965821743599306,0.0336482935049095
B2M,0.05491637202201609,-0.0001586408458860991,0.057964463472641,0.004516063672785509,-0.007793092329657674,-0.04093949627616225,0.18035230001617567,0.11788849028671186,0.012450249115266057,-0.002503539001802057,0.09987081783195677,-0.030283922805421075,-0.05436070279057184,0.06281516472985202,0.04304234708777928,0.0719419045771895,0.0076573986264327175
OMG,-0.01993792350659909,0.06906714554708336,-0.0007391001009985775,0.007892662743600924,0.08762486022269103,0.006170650031816405,0.007832576469502904,-0.03308797315803068,-0.04933332039505319,-0.036445295046980526,0.08310366543874083,0.056188312654311956,-0.1138929440860022,0.08746273994458026,0.11987610113525561,-0.05623836667123301,0.0902185565738604
CXCL3,-0.025573627350032067,-0.020577197504609256,0.007964854297108002,0.01493835862749708,-0.05378273009628048,-0.010445719630929558,,0.003318110474304476,-0.0060694702837048664,0.15118429192870564,0.014297547344248238,,,-0.03379284163323114,0.02067154730136228,-0.02554757505187385,-0.07278211122439428
CXCL10,-0.011842986407665845,-0.027162488432164376,0.05725661895150528,-0.009440032681535863,,-0.04001258325066028,0.08666336919697672,0.06904750977647615,-0.02163522364903591,-0.00989934685881961,-0.05999224828936104,-0.01661637408569401,-0.01934894801826035,-0.00033942670507078955,0.03634457112652883,-0.00444000338397664,-0.028720508046506558
RSPO3,,,-0.017764581233521634,,-0.028564346450710973,-0.016386823761342123,-0.027252606310367168,-0.022412338062280462,0.004159946451730907,,,,,0.05458874617752803,0.06366109078526742,,-0.012094631138445913
CORT,-0.017276934802643123,-0.031178267176957895,-0.0027068983005112306,-0.02737217504949202,-0.03790877939718092,0.0042868567855796885,0.0005374567859543411,-0.038789572369418435,-0.031827409595483164,,,,,-0.005491699184004731,-0.0053224642381562515,,-0.04079767512280281
NCAN,0.06465930615937486,0.09851758768803516,0.07046323747312894,0.06134104129946927,0.012183484554028148,0.0013437673080027627,0.13479320193219582,0.028725067652909875,0.02517306102579693,-0.03199848571712406,0.030996598928964326,-0.07378441346749404,0.13813161455609715,0.13264187268601169,0.11828298197674948,0.11743717414130021,0.15775738296659506
PRG4,,0.016258531472828297,-0.0024236023108406388,,0.0022305567988177935,-0.016173088371040433,,-0.019415173900187304,,,,,,0.09044663829261058,0.019456252330831588,,0.022986106885491086
ZG16B,,,-0.01813501414345434,-0.03272805699504184,,0.012433579053501587,,-0.020961800229048193,,,,,0.008931681788613989,,,,
TGM2,-0.060423472571753595,-0.09497198392321646,-0.06332044912487705,0.0029076584212828147,0.019867079770244375,-0.02539911262528294,0.03547044303304071,0.06525652321824889,-0.003823919866488529,-0.05841779424076213,0.0005163158615183817,-0.04491711337025985,0.06869876004807302,0.02848264684826042,0.020290931727482007,-0.004863711311429873,0.03182439770399366
VEGFC,-0.03175653002338023,-0.030531202351395278,-0.024971814705211665,-0.042024085523551885,0.05788657792650627,0.012324367694386574,0.05220819949123058,-0.02559768779049,0.08638742508040707,-0.015251041503011861,-0.021496687298248534,0.016508393586773088,-0.018723641823681445,0.008933459821998101,-0.028994451795189984,0.08932276998368348,0.0297823109220076
WNT6,,-0.006116625731084513,-0.004145537149934936,-0.00768666632608263,-0.04719736097775528,0.030830557852913547,-0.012277501226664735,0.0016383555344256513,,,0.043788665896596524,,-0.03645062360433015,0.09497820249875955,0.01891554827197579,,0.11750581583127279
NRG4,,0.09402575687516422,-0.012045149120497825,,-0.021410513153653957,-0.0196833883996046,-0.014514366946824602,-0.024182830757563605,-0.006075818033012842,,,-0.08705887247603115,,,,-0.027058744264618916,0.0249316132330334
PMCH,,,-0.01388268258223876,,,-0.027273252252722452,,,,,,,,0.058098333578544735,0.03498296097259963,,-0.03228253461979301
COL9A1,0.024354399851373484,-0.01861309925764978,-0.026955736136731686,0.12191013323223708,0.047035163289142666,-0.020557862576983662,0.1882022914002023,0.04893125664919366,-0.02004627762337502,0.06761456687337052,0.15469865433224061,-0.1143919199150628,0.044264320236295396,0.0877557657880165,0.10887811391678544,0.006540713689563532,0.0741380290257788
GDF11,-0.05059214303246688,0.06921406175779789,0.037067853036680115,-0.010906616020697993,0.0229460210020198,-0.01533981196481443,0.12295213033692184,0.07497438253046361,0.048107426975772305,-0.027296127604542076,0.10093544373677041,-0.05371234826521406,0.08483267030496373,0.006632964244911162,0.018701282089145847,-0.033573312333894476,-0.023223572919685895
IL24,,,,,,,,,,,,,,-0.015771181988245654,-0.029514909579029393,,
SORBS1,0.0995201012820295,0.03821297327052115,-0.02416466417579656,-0.041642974046785124,0.043344396913962975,-0.0006806878880601551,-0.0002592286887323798,0.012872354693826558,0.01423478590346895,-0.00848834231287522,0.05034868228871533,-0.09107919142348302,0.02536034756597451,0.06417377639091064,-0.006583147107754515,0.026054685170201087,-0.04480719641563594
DLL1,-0.044019521152180205,0.060165282276167784,0.054302367334230786,0.10152085193346652,0.07164098893986608,-0.01678897791570389,0.20705915395508695,0.039846723281792076,-0.009812320453661398,0.03123252339102261,0.0378925236281718,-0.06840492999450243,0.09245401522644708,0.129723655705756,0.11030621922746074,0.005541638134671945,0.04108516991883934
TLN1,-0.0036209442219314056,-0.021607341779426973,-0.03124063472581918,0.10301538917019393,-0.04091132548807826,0.0283812717222819,0.11925261475001875,0.06607987926670561,0.028703563463462037,-0.023309849309089647,0.12345416377034091,0.05445739105720066,0.08480076806285722,-0.05924320132240127,-0.019169418376847453,0.07219010050362412,0.013462105013528814
COL2A1,-0.02982750121619382,0.09243198289592369,0.0355706597589818,,,,0.09933026126383687,-0.0179204557254928,,,,,,0.0029802749146481,0.04890739373195415,,-0.007912976631328787
SHH,,,,,,-0.016806494213264817,0.026958002854515932,-0.014087655649477834,-0.029424243880156818,-0.037931321497141915,-0.03736958067817284,,,0.025186455448936426,-0.013859547209303514,0.09373829932177241,-0.003456504975346604
PON2,0.015507390481909664,0.05595299387924489,0.08436070690462552,-0.048469182326798,0.05178318574629232,0.03968695794322302,-0.04426928388812029,0.0836442449165049,0.007727391868584778,-0.04353358497156958,0.10416925096060028,0.0026613973843248352,0.03103955609723309,0.0846810373359736,0.14650967166462706,0.051877756033311184,0.07317674022448907
ICAM5,,0.0658369870576784,-0.004459953800724529,-0.038960168755175446,-0.030532462824660725,0.06259239737871908,-0.07254439314186646,-0.03501832172601601,0.022054037686041493,,,,,-0.03371056580041021,0.01425143515445712,,0.014350857995735367
