,UKF248,UKF259,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1
IGFL3,,,,,,,,-0.01821903352173283,0.0015665543245085142
BMP1,0.03411239404146846,-0.034203887331848495,0.05586961686524027,0.037489336034661785,-0.07492042171771508,0.030332134046475195,0.020076515536785258,0.06102347579118637,0.07749825649935278
NDP,-0.016138360087706173,0.0009564480242820581,0.05564483338873019,0.030075309670429703,-0.03408769356023481,-0.04120380488797847,0.058988919268427975,0.017608919001149,-0.027439667787347785
TNFSF18,-0.02723213112352285,,0.06575795627025088,,-0.004043496766868024,,,-0.018788967686136325,-0.033403141669709036
IL36G,,,,-0.02026531222533808,,,,,
RTN4,0.02313639310933503,0.018441509310812097,0.02688424476700354,-0.02836761422261774,-0.08387731458305758,0.013085061696564005,-0.0571521201840646,-0.13880505712354757,0.022862841108581982
HEBP1,-0.0024549246776156817,-0.03283403308726619,0.01949959954881974,0.03321142616870843,0.032323000381650965,0.0006890693184003633,0.04451245737195384,0.011994660442636347,-0.004753401643793552
WNT7B,0.01090545427224036,0.028518531821771366,-0.023629510148025584,-0.006815513099969765,,0.025762119854824007,0.022713467062454508,-0.012322866709815,-0.042266595551464836
PTMA,0.06302156193453949,-0.04834500604808766,-0.029086273207070565,-0.0074777647773397165,0.05026958270907983,-0.003256664819610611,-0.022564615905353736,-0.04739482061630281,0.025328294702336093
FASLG,,,,,,,,,-0.017174631821862057
CEACAM1,0.059429636169272715,-0.014678449897788071,-0.02143394327588259,,0.025673041343804288,-0.0198237146962571,-0.015175138467756574,-0.026997784970201378,-0.006143567829493228
PDAP1,0.03739313057663311,0.021460415104101217,0.029623012651899226,0.03856886609703539,-0.10021630341591921,-0.023766780246719386,-0.04854485267721993,0.016231663698915728,-0.03707186218977277
QDPR,-0.0036344996956466174,-0.0499160245587896,0.04787003147130041,-0.025355151045664322,0.03967917071090236,0.021563870401276938,0.0020852441018692925,-0.07404578838593374,0.009456141422751446
POMC,0.04763050016095038,0.025388819822572697,-0.01581310873602295,-0.008935295523981921,-0.014297272931939095,-0.017198823799002155,0.011494867311224717,-0.05839069565410064,-0.013382983494699038
CCL18,-0.021629328775557188,,,,,0.001795786604282281,0.044223161280382346,,
CCL17,,-0.024187467484765707,-0.016997043610886928,-0.018512938049865344,,-0.014063966082232392,-0.021906265064808868,0.04101495770245171,-0.015566874698416599
VEGFD,-0.021629335643882128,0.015305698900668097,-0.01810891233767203,0.013894537687293589,-0.020184533153275508,,-0.015175138467756574,-0.025334470169693413,
TNFSF13,-0.01632219075818291,-0.016683973739484412,,,,-0.026986638471689552,0.010156084988504772,-0.025759140725831946,-0.008866774314517269
WNT5A,0.04347246354913204,-0.008049422914372014,0.044088834854954254,0.032642699398612106,-0.06701612279883261,0.0011501280323085905,0.0754174345717343,0.03851914620877782,0.04777162475128403
CXCL8,0.01671824172160165,0.06799853119400928,0.057556063972078936,-0.029330808239308188,-0.046898767365890055,-0.03439981170910116,0.002023080987588955,0.09789314962315998,-0.031411875770615945
GRN,0.004546308681435205,-0.03864422347175232,0.05068397041888338,0.025486053621859427,-0.10433666025698388,0.01715460787584788,0.0135834903893702,0.06435920460696883,0.04772142960536163
MIA,-0.02503943013455386,0.09646439752079801,0.05404227058912739,0.010710419124489343,0.06771519803044049,0.03886682758578555,0.04698663250259958,-0.01896358503582403,0.031399567846850385
COL4A4,0.09576243236716671,0.009274101406086045,0.014044637076124659,-0.026358824790186284,-0.034451672515752485,-0.037160976250468505,0.00907020234806733,-0.0093793259131193,-0.024249813259766786
TAC1,-0.014623318521302272,0.05270860280955738,0.0055672222926077645,-0.01776864785514463,,,,,-0.02046423969751262
RARRES2,0.005159333567286245,-0.04345140659719852,-0.041571789218650256,0.02005985844697623,0.029671799941473717,0.007157982024156297,0.025134335846304628,0.007119373110069061,-0.0033406469439624916
FGF7,,-0.021090312091855554,-0.02469826200786819,0.10157039515205539,0.002529959342801103,0.003274942036649146,0.01970114643982801,-0.01744875393959576,0.04462135314297839
EFNA2,,,,,,,-0.014422953546639769,,
HBEGF,-0.027689544336401514,0.07985596739891937,-0.019175789331925507,0.017276142363474592,0.05989205427213179,-0.023685419819771174,0.038388408927826974,0.03440024963590059,0.05065887948023868
CSF3,,0.001774394608775382,,,,-0.04520891633990401,-0.017283674433484005,,-0.016389517583567388
PI3,-0.022754965802329552,0.036807485534075084,,,,-0.02511696629148483,-0.055844573355362734,0.153448533281093,0.03737487730882558
PCSK1N,0.040358665715790734,-0.03530170463301325,0.012958384658243291,-0.04587724147030112,0.007927983211328454,0.04594656528565667,-0.019467598688939353,0.060306385789148716,0.0038941787566274155
NTS,,,-0.020272101734423304,,,-0.032809768864933704,-0.01757163194753384,,0.09891125517040868
SFRP1,0.045003214414515255,-0.0211045003129212,-0.014029789174752894,0.004921577029694943,0.013080141150705174,0.0032131225837844423,0.010635020854980066,-0.028179176602430654,-0.023706652446319903
CXCL13,,,,,,0.05533861330670998,-0.037056679213443106,,
MICA,-0.0001481058290696958,0.03815402950894299,-0.022227386549184207,0.04412245577022049,-0.065803292851696,0.04784884097988349,-0.02280769082624196,0.011414175416925599,0.03541080374337369
TG,-0.01392335544927514,0.014717136487461148,-0.017123878210461907,-0.027809045180862232,-0.00808159118903201,-0.018687494730246862,0.0926249234738415,,-0.005908610023269606
ADA,-0.010606280193659794,0.04123013229132941,-0.013316397716608482,0.01853452785928782,-0.007170004855378705,0.035136934154250725,-0.012370788838689308,0.06100543101894008,0.058871525555757025
LAMC3,0.02745294328755018,-0.005950984523897015,-0.01341853826681051,0.03136456262723738,-0.025286866625981258,0.05191664370514794,0.018832945273462333,0.03938713843488993,-0.00271432825715933
CCL7,-0.013758080298612627,-0.016466360559588562,,,,-0.02107864340433857,,,0.006433788856679443
NGF,-0.023621940659021918,0.00046893742169009473,,,0.006763660154713828,0.04679086325086658,0.014037730498342555,,0.01328126401568298
TNFSF15,,-0.018336097842480314,,,0.0697735558295154,-0.020549310391716633,,,0.03786190662740467
HMGB1,0.04158188798474081,-0.008803314168323945,0.022483771089514354,0.021561990185519585,-0.05783251423822905,0.0249027155854338,-0.01883744252333812,-0.06970102672493539,-0.030725779279785658
ITGB3BP,-0.018993370664606678,0.03480062017448651,-0.008578824210061176,0.06030193490447001,0.010992991508531376,-0.05729443993393628,0.0193450219594922,-0.02467424122776085,-0.009694941240548902
AANAT,-0.002947967647222352,-0.016683975520133173,-0.015399603746924142,-0.011085490898994592,,0.005734092305139443,0.043336873679023696,0.0562695485150861,0.02740022278338707
RELN,0.0605840687234924,-0.009369734812482914,-0.03390495644215249,0.02194822774403676,-0.0010431795833338755,,,0.022692064825760975,
IL15,-0.03531817788999584,0.028817689509724027,0.06258549863303181,0.07923805444084633,0.045095998875625945,-0.03387795127351761,0.07468506194477281,-0.008818458046643381,-0.029205855423590072
UTS2,,,,,,-0.015747221487319007,,,
BSG,0.0053925299827988025,-0.018451089174216388,-0.0015296153219182132,0.026395530602322356,0.01905547112692084,0.0030430263434212306,0.026433278960892145,0.11011355249911374,0.03828845305087677
ADAMTS3,-0.03682490482227327,0.02971518837337151,0.021650517433742897,0.01684749728909174,,-0.04607320833677612,-0.03955575030718447,-0.02287570330404595,0.04017656151325278
CD34,0.0576098354595378,0.017621433254640162,-0.011505752271750158,0.033115647073472324,-0.04595504853636923,0.051483593715502325,0.026723762650573767,0.008550913707162038,0.01886402033051042
PLAT,0.025488253890583686,-0.04485033232198288,0.03659051270302364,0.05670791031400823,0.03977136027230516,0.0009006113913371921,-0.006813899226758101,0.11954931796173453,0.07243370683121318
NTF3,,,,,,-0.015886502550314294,0.01509607832428074,,
LTA,,-0.021104499325619506,-0.014831423297990367,-0.02303177384530721,,,,,-0.007743764614260449
CKLF,0.014536279437680632,-0.027940913381705634,-0.02514019436472155,0.04773411321973544,-0.007312523326389647,0.01736224665293106,-0.0028727683213768816,0.03169440550595912,0.044431778201526974
CD24,0.05046928605738433,-0.013458171406534793,-0.0025194131340545048,0.07609137837175113,-0.11541810674203523,-0.005828175185601709,0.018110015997184203,-0.03575441773394841,-0.012141659179065012
HSP90AA1,-0.04031713782923925,0.009251184188157593,-0.02324292850447879,-0.03805252465922462,-0.06633532026026709,-0.07578553284696184,-0.026642113037547044,0.002290281171222675,-0.09200974174311351
BMP4,0.039511447373232506,0.0012763278624615714,-0.03609137287385238,0.04977388745456134,0.03487340163488849,0.08722932985565454,0.10653841301782717,0.06082591194878867,0.044913656742133976
SCGB3A1,-0.013758078922822981,,,0.004578273158604602,0.03258285416978303,-0.032082586358622565,0.03197952555711992,,0.04575648086323357
IGFBP4,0.038131312447445234,-0.015912296656446348,0.014915950256919008,0.06075584247546273,-0.018533333469004563,0.07035168003168168,-0.011082760343667293,0.08833060365511462,0.02084432734846785
RSPO4,,0.08645453611639137,0.046899357707357384,0.0451477472424457,-0.019293963756191877,,,,-0.006617855188761808
LEFTY2,0.005345606048942484,-0.014888080324862602,0.027928678683932978,0.018244036819741283,,-0.017893381282416344,-0.016583805247611202,0.08758226795919638,0.02671592034356998
PF4,0.009254411297788336,-0.014366575181594364,,,,,-0.013219635473087198,,-0.024456054757957573
ANGPTL2,0.036667229803116784,-0.02729677293546972,0.027417575812334317,0.08092505947936293,-0.03488296306599909,0.06034814537201636,0.02006143712526878,0.03736542484148793,0.058921000452379226
LRIG2,0.014301322751689213,-0.005668847391958526,0.0049134455137866545,-0.02103469246440762,-0.06397114338203232,0.0034111681955527697,-0.03951866938045257,-0.05083655689898033,0.024757040036767618
ICOSLG,0.0034786636812441244,0.027030495740382382,-0.02275550513147161,-0.01910720196702765,-0.03374109199270921,0.017722743289783297,0.003922651630160248,0.02292998054332793,-0.04222706313947305
WIF1,0.0015394193648465213,,-0.013311299288943012,-0.02525123979314436,,,,,
NPPC,0.008018881093745345,0.07268961767808563,-0.015046387654878216,-0.005798400370711485,-0.010685705255936305,-0.00234699137402645,0.03989383001290975,0.026639750422257413,
LYZ,-0.02313777841096515,-0.044559736842618936,-0.00029936135993529175,-0.022387281626049492,-0.10694057875221037,0.06939076547694126,0.010497459491683988,0.008347619289261357,0.0454624090344509
EREG,,,,,,0.10501567858730715,-0.009850895306919122,,0.0767943709208959
SPTAN1,0.05595239653750023,0.008286692940100576,0.03259472125829501,-0.007756048289778518,-0.03603072842109846,-0.035701226937797266,-0.002243311866518173,0.032738354963996956,-0.045896373015252234
LIPC,-0.017472432494445415,-0.025817805585812002,0.005105136528299277,0.013294011856939892,-0.010638755125371744,,,0.056033506399374294,-0.030921709775100985
COL8A1,0.02415942885639799,-0.005482958144471766,0.015628892885690953,0.033260595837542394,-0.07868148221141068,0.0724205862623529,0.04326001266339026,0.0610129503996913,0.023154015250578745
GSTM2,0.02209015551321908,0.04254853111044945,0.09936511656328921,0.012515763480330747,-0.04338910575269655,0.0417931290963792,0.06156210058112724,0.055596319627574796,0.0935660667377297
SPX,-0.0032941127966304817,0.033729253215057556,0.036157451015574216,0.004629440656716139,,-0.021252459255406787,-0.016413867154965782,-0.07010850040161988,-0.00445801477439717
MFGE8,0.011802307552125524,-0.025299959828888118,0.04410654216072173,-0.022652212251876976,-0.04307817704747168,0.03806381266289191,-0.03959145498032069,0.10225858907410497,0.03986197780345786
TGFA,0.08521614717574807,-0.0021319720216687425,-0.022769480180026384,-0.009552080391607399,-0.06448259331651589,0.0041667881981607095,-0.011882256197624683,-0.0013508093457831494,0.007569409750419988
SLIT2,-0.000813382473422986,-0.01900799207278363,0.008307449706219622,-0.010202403827061434,-0.035946812971130546,0.04819618424885461,0.017667900176284817,-0.041909921819169096,0.029930587023703752
PLTP,0.007815818608148525,-0.10616809145982228,-0.017951652842101914,0.03626525408721256,-0.025255536508146634,0.05257790174842813,0.018801638549102117,0.11065838849161494,-0.03137001839839577
APOD,0.08421542932344873,0.028071228296212322,-0.027223151372339334,-0.009989739930653349,0.03366104953260166,0.037294348862236065,0.004446106365370986,-0.06488304291300465,-0.119640732105991
B2M,0.052758321325994506,-0.024951721553246903,-0.05873414668386212,0.09880012093178377,0.0029539334185213913,0.09436424242916636,0.053886770865231075,0.14072099561030185,0.03808714169087544
OMG,0.04251318041868602,0.03260777294616367,-0.0016685217042801514,0.01678722462506758,0.023071489254495824,0.03694060046926351,0.006269617379284893,-0.09226135531416789,0.041148993785759556
CXCL3,-0.03524377644116828,0.06781585214239207,0.016537273306580585,-0.016587047909384842,,-0.02014597211683407,0.03692566019646174,-0.020923830599544283,0.042142263490206056
CXCL10,0.0763351332790378,-0.021532689103105924,-0.03302132980412556,0.038509820151630784,-0.06340734344116625,0.01814766517589055,0.05125086092873333,-0.028188862978085587,-0.05360369727384174
RSPO3,0.054621519381891304,0.000585719369164199,-0.004963171570950618,-0.01733314538127392,,-0.008088477511228844,0.05049816597364672,,-0.01742888676629999
CORT,0.01687967689203856,0.03584171335069698,-0.0011151187193100245,0.0013685060909511913,,-0.024035231675282778,-0.01383367662001905,,
NCAN,0.0990456230996675,-0.02709686463488513,0.039677540412872525,0.08131268940165626,-0.03623425394971135,-0.027495147304803253,-0.015735366496044303,0.07022178751613233,-0.020357347694317306
PRG4,0.011957634992073425,-0.016466363125626424,0.07892133119856512,-0.02026531222533808,,-0.02308694758129301,0.018567008256556935,,0.005235702253899126
ZG16B,-0.01907830301265522,0.04096648893693032,-0.011784912184348078,,,,,,0.12883669618486823
TGM2,0.011685738389124286,-0.021492986494027394,-0.03301187369163799,-0.0045930352602041955,-0.08113606861416969,-0.018793458458188986,-0.003140053614866863,-0.03223734573017245,0.005467412868940876
VEGFC,0.0005221668889707485,-0.009118195125814067,0.039014899431699016,0.012397838087895144,0.016284009705690876,0.021919781183597116,0.0012815044749835169,-0.027598877346803535,0.027592461527964508
WNT6,-0.02219835841197744,0.0030902699867590595,0.039554030772187235,-0.01804982025148221,,0.029306325093583555,-0.02571050631155556,,-0.026245791339964207
NRG4,-0.01267167496731286,0.04020711401057314,0.13896115981677012,-0.024127450735730464,-0.034451634512510994,,,0.15818898230067546,-0.017428888719662375
PMCH,-0.014604787337762284,-0.017115109498142378,-0.017249847377139374,,,0.019088695430528053,-0.01940938839147981,,0.032846221235825486
COL9A1,0.017974151210621795,-0.020930648649980895,-0.031585103838314234,-0.02749265652103661,-0.08334009040132799,0.03982506221289374,0.06149979931321856,0.0678603924436906,-0.05411299968190598
GDF11,-0.03175394698682632,-0.017792979835243847,-0.03599410949446219,-0.002885042739101335,-0.07985983134482641,0.01864876053633684,0.03502020356556462,0.008668364042900476,0.04828530214309786
RAET1E,,,,,,,,,0.023588236556857992
IL24,,,,,,-0.01597395631340652,-0.013008855106578622,,
SORBS1,0.046331868121281185,0.0032595169363072614,0.02961988909698373,0.0008584453097392193,-0.003595489576954234,0.029269443443696964,-0.0015812298535502777,0.011113800190597429,-0.048190847031907354
DLL1,0.07284451787319059,0.009751072464664433,-0.035910208378073086,0.02497016975899068,0.10112431422444303,-0.020522767246299176,0.08739767789828594,-0.019721377838334046,0.07915057819018846
TLN1,-0.025298788502585517,-0.014672290011504666,-0.03207458479209179,0.028982130070326198,-0.007787106450615405,-0.038965249473827096,0.01721952617065433,0.08201620580483497,0.011099186240848742
COL2A1,0.02877883996666098,,,0.023627445566851674,,0.0285575165717615,-0.03390505591397036,,-0.025364921046036416
SHH,,-0.017111254834907857,-0.03051982396476828,-0.016071265802055923,,0.0006030998659046566,0.0328152025433916,0.06662968910092328,0.0380222471638524
PON2,0.043732122043865757,-0.002505989575882529,0.025220933978584284,0.09103021810959316,-0.05236879254360911,0.05064396280737787,0.04992732554838491,0.010419968763616453,0.02346758308920565
ICAM5,0.010517116819825792,-0.0045482288985560625,-0.03829231979256559,-0.03138631399027872,,-0.044651601813064934,0.00868641510062605,,-0.015572738138935678
HPX,0.06021207658485553,0.003246560564389547,-0.023127159758025012,0.0016293125652776567,-0.0007838249650686478,-0.01790321363377906,-0.013835717892381916,-0.011793636102611717,0.011151474385438183
SFRP2,-0.01829140259234844,-0.019487864912663858,-0.01927497531037948,-0.031527710649450265,,0.07593838168510778,0.01990524078516675,-0.04917767166137042,0.04493579907316361
CFC1,,,-0.014831424194329892,,,,,,
CD70,-0.022797420562925184,0.050027118454582,0.015192838929765078,,0.014425627242336909,0.022935497586949155,-0.0025585235409124334,,0.03535358761767058
HP,0.05352013744351689,-0.012529393131560582,-0.005931688431968955,0.043764499443347385,-0.053584351370540344,0.06433971774455458,-0.036169390727283854,-0.028383175317956207,-0.026071711252318334
CXCL2,-0.018581204383505436,0.03809311051652709,0.030929291189600597,-0.020666743761567286,-0.0048860803781262275,-0.017151876186962622,-0.02175397581108378,-0.0750996128826353,0.06327792221617831
NPPB,0.05827042246846606,0.02310748714700106,-0.012986998199117507,-0.020681560402762197,,-0.0420854121122952,0.018971006954848973,,-0.017679666546919232
CCK,0.06018845662488124,0.030743243461249504,-0.022398163980388998,-0.023139060250800238,,-0.051048407998467014,0.06205155170695893,0.01004216585462808,-0.02293530023293568
SEMA6A,0.027685800417145013,0.0028112555689380017,0.026385945094999263,0.04391837145029642,0.01144535403213574,0.05009587449938674,-0.004795631327124314,0.007589066158910731,-0.012827535179680358
IRAK4,-0.01589386942190419,-0.01946089738565921,0.052911614395212254,0.01252728553822462,-0.08074544822298758,-0.012756217532073443,-0.035593134457493805,0.009040753307828454,0.05393998955440257
GSTP1,0.02007014688965094,0.027652401244278223,-0.02211643412661588,0.04185457790136294,0.009635825294958607,0.09475090910228728,0.008503313470684984,-0.0032728410796636783,0.021143480125285996
VCAM1,0.03431654711418999,0.0577934703224312,-0.013990292323924177,0.013726202050693205,-0.01677796048229596,0.02059509621887644,-0.013063965335860194,0.024342318561368745,0.06122537910024282
NXPH3,0.04570852647497848,-0.047506198255726745,0.009014617251059088,0.017673086285953318,-0.044839594705476035,0.05069777653728494,-0.041766101243774514,0.031502226346840904,0.0004769756648555969
