,UKF248,UKF259,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1
MTMR4,0.06164419729434807,0.05426010179118066,0.014056534394308672,-0.0005244932531001872,0.11187750008917324,0.0523106464826624,-0.007516727707356599,0.01046723802055638,0.04225973503227232
LAMC2,-0.013931307985800173,0.024190152034886468,-0.01634918184881622,,-0.034451655166430985,-0.01963852210272202,0.07943034301885073,0.07268560445488159,-0.00706532036851921
IL10,-0.004981310038611439,-0.016637694952765514,-0.026298491834643088,0.019144145298975176,-0.06000126643824545,0.011507283887249932,-0.03987242251432468,0.052776232686645774,0.012605471575631463
SEMA4D,0.020015723754349027,0.018104513264448514,0.04218212037695053,0.01317885009472762,-0.03266762886737056,-0.05332650198613274,0.03349863641383153,-0.0936729812891097,-0.0024747046566326206
TRH,0.03075386624088726,0.03627820390032846,0.0152993838511407,0.0936734505662182,,0.021331150016949095,0.048737594386546276,-0.0018383070165715186,0.08372428836241767
SEMA6D,0.0010840791990084804,0.006283658164255255,0.07550671477637969,0.07173769563984932,-0.01107899230752796,0.004311660705528576,-0.00949852062338339,-0.02535548313876786,0.04249882390621653
CEL,,,,,0.026865753437099113,-0.024190115147362128,0.016631700194887262,0.08718533976005713,-0.04241898176310733
PDCD1LG2,0.0013639142717794676,0.012627722794449379,0.038501002859299735,0.04397150168183819,0.025356839752263948,0.040538187296193684,0.06360236070588857,0.03907937465633225,0.08924828566348024
SPINT1,-0.03524378575675646,0.06768523060114232,0.04246970428482313,-0.027173005834265043,-0.013513916824495239,-0.03992202381130423,-0.03812180941974692,-0.006061410551387968,0.043470556810725154
CTHRC1,0.057572004468930287,-0.03022207851123599,-0.01456820896278377,0.013890862553045214,-0.06396088985420939,0.021069960392543736,0.057253436844172584,0.06549769548660037,0.04115946805101173
PODXL,0.06567512473256065,-0.02285234330539267,0.06132323021274726,0.026518643034224302,0.014669466952556,0.07340847977786764,0.026056512104269933,0.033100425989069746,0.040393305500754394
JAM3,0.05960939911248187,-0.017029591358615172,0.05644240970532143,0.0065328324438370085,0.012895765883456789,0.04096128456190686,0.011306363005264374,-0.014440189551155154,-0.007147010298369783
TGFB2,-0.04163692103005933,0.06310911095340752,0.027571376764513624,0.006676906595367013,-4.210005077778912e-05,0.03556121617838962,-0.00417851799379128,0.04242705596916273,0.005526988925159245
COL18A1,0.036490977079575077,-0.041516923442264334,-0.008524223068733964,0.05732559880794399,-0.09396485168887755,0.037571601685704455,0.004822058208562702,0.11390556476874243,0.04188895912453303
NODAL,-0.004820023190771965,-0.03369904586613725,,0.065988307557607,-0.008969482083926356,-0.02387947104168118,-0.016069000456723125,-0.01616357088005583,-0.027101401858132982
INHBB,0.0001995879038270566,0.015329858217631455,-0.004099057607450762,0.024671090284570773,-0.01111017144162496,-0.017169640776255525,0.012478328618607313,0.019970141219992958,0.03798442704255351
LCN1,-0.013931311120401193,,,,,0.11159106800034278,-0.015175138467756574,,0.06271016628782741
ARF4,0.016667766026429703,0.02554071621478022,0.046658108104210415,-0.01491282678021175,-0.044846858318232145,0.05628709889638471,0.05013730119736714,0.0305827657323772,0.03895375073582043
CXCL14,0.019557360138074457,0.011829276848546186,-0.0019370671653554104,0.009046209192541335,0.006824419682640088,0.05655117829136707,0.028798936220788083,0.10858786740674745,-0.047429616519658914
LIF,-0.05618874723041318,0.02235715554691367,0.031886295281085185,-0.023739175771641877,0.005228223580948786,-0.017919440052021528,0.04473894494238702,-0.03774055561586933,0.017723615322027254
IL17B,,,,,0.08536332391155474,0.11655568891529176,-0.024297770889759922,,-0.021026399312694167
MMP1,0.05256732904684556,,,,,-0.03492116588126041,-0.02501243493792717,,0.0970799269488531
MATN1,0.05706426429548458,,-0.013150104712718559,-0.01683925690342864,-0.03594688382669461,0.02261559529446322,-0.02684061065697823,-0.021674187714780312,0.061571802830957825
ADAM28,0.01996282364406142,0.030808521482451057,0.013809192683402175,-0.040841092527602894,-0.020909231847341444,0.0693368323758592,-0.022271729294069408,-0.04527782839192792,0.015652107663557447
TCN2,-0.0009811627185526916,-0.010176825209198171,-0.03084067394028068,-0.0056283164876292325,-0.06152022853641948,0.051668146280859535,-0.06727144349017584,0.11670900088474821,0.02469567074773305
THPO,-0.023834458187347043,-0.03471435439440592,0.08594426821423638,-0.016839258837796498,-0.034451672515752485,,,,-0.026071719189112594
CUBN,-0.009147851352938833,-0.03348266154211655,0.0881370834314902,0.050373059943935934,-0.0384230241402708,-0.011598091677338005,0.024036947507419696,0.1008788333466691,0.010634549691411675
TIMP3,0.014883609600579682,-0.04761804515985626,-0.0012578321871926557,-0.015381356206241887,-0.07918226240565353,0.017999108880932195,0.03106013058276711,0.07372032285234541,-0.0055806465167420145
PIGF,0.017321847603841346,0.0326553046722601,-0.04756986765316324,0.04977013873295449,0.020328202149386448,0.005056255346157752,0.02189567888956571,0.029935366078129393,0.06250278475841779
CRH,-0.01632218961865923,0.011434257522002785,0.03278372611482822,-0.023031768879976666,,-0.04318286534514141,-0.023015929374373686,-0.022423005340291603,-0.02969492280357016
BDNF,-0.03834570400245506,0.03460238529326286,0.03630582712662214,0.054336592073402946,,0.030315228338231307,0.01977602359717074,0.06365729890095552,0.07077596077356695
CCL5,0.056546938390011556,0.004108271553016596,-0.04339321322919457,0.006691968429211828,-0.02175861435844685,0.027122706472961694,-0.011299070590998514,0.038399607574840774,0.01476688290395007
GAD1,0.016325713988000194,0.029321545961299936,0.0089753210042816,-0.02150536295341528,-0.037860567907467654,-0.002857715574510792,0.048908452760555506,0.04867557413824259,-0.057687510137704734
COL14A1,0.08795684143230431,-0.01312161694958577,-0.009043939979583282,0.05290452327162365,-0.05686826107048605,-0.022411931972493172,-0.007859480757084049,0.0317202274535254,0.024259414559901167
HLA-A,0.011015373914174044,-0.04133823352587274,-0.006419646858770309,0.008063792475071975,0.003319323856359801,0.01093239170492143,-0.040515855337194734,0.11550190706972913,0.022925475287339216
CD5L,-0.016322187730306213,,,,,,,,
FGF18,-0.014768629758043121,0.021503808088460166,-0.014090855273318504,,,0.023891626455006167,-0.023688446276720454,,-0.019802413745781254
ADM,-0.10593867567011324,-0.030677202141004608,-0.0040533644628057775,-0.00509968541994844,0.07423816619894553,-0.0507602590708595,0.023245275575094853,-0.010518299498659362,-0.04172717469744231
CCL15,-0.027232124427101535,,,,,,,,-0.0171746319043904
GNAI2,0.010027473251088785,-0.04412111663060951,0.03872869029418767,0.037628993061356045,-0.08602870138911098,-0.005111437781113035,-0.016559570752720684,-0.08118429043420025,0.026294540532439296
HDC,,,,,-0.041025153821551544,,,,0.07153799006232556
COL11A1,0.03525077178494088,-0.010820157284465587,0.015807163441248807,0.0312567146885299,,0.008069901835088052,0.03709953365949065,0.021597796761930108,-0.01728438934826566
NUCB2,-0.00795392155512575,0.012846642014108392,0.05759209058828666,0.009052306114242369,-0.04515527780729036,-0.019439358843465926,-0.08479351371310757,0.0014220089186912893,-0.016590601722632478
CXCL1,0.02485926512750253,-0.032517901602265364,-0.029755232192361484,0.07931186223498352,-0.02684640696473177,0.008094633007746595,-0.0038108158757970963,-0.0020043939963302762,-0.0337846934048343
VCAN,0.016714794081538288,-0.0018021756497748791,0.010105582645399633,0.050106643375681756,-0.12520197257264631,-0.010576109431612479,0.029689840233070728,-0.02589885007305432,0.00888573761779738
MMP7,0.001964205292443471,0.05634646362219749,-0.012986998128161389,-0.026026790089917595,,9.312063950785886e-05,-0.010889153168249874,,0.062140091201596144
PTPN6,-0.0057226499515757425,0.046854258874599014,0.05095685802471221,-0.011529586037846744,-0.0014980689490703353,-0.047845872856831194,-0.005357297474935412,0.06616682145962262,0.02255395041762388
PTGS2,0.019620767404304025,0.02748172403026698,-0.05421219800687461,-0.038869117570138306,0.07363516444140497,-0.020526656765872675,0.005816157471938109,0.10503833288500575,0.009622310733741582
XCL1,-0.017886198363639957,-0.016683977095322933,-0.008020667650606855,,,,,,
CD58,-0.022757454411607973,-0.01580810121004156,0.0534791250998376,0.04322965988806723,-0.011319202748528172,0.021986950120493575,0.0320282972585784,-0.02606531282404663,0.004494671696456539
TNFSF14,-0.01802218874935618,-0.019150956140831777,0.05724891858353277,,,0.0007069288232127577,-0.025825322778748716,0.0531486807760141,-0.021560699066369978
CNTN4,0.012119906759191482,-0.020177057058717196,0.024340932483395045,-0.04536886224823392,,-0.019252973530937217,-0.012211039421407454,-0.027199429077689734,0.027794766203422753
NTF4,,-0.02110450039519635,,,,,,,
INSL3,0.06740801645159253,-0.015334030371293241,-0.01497537475812551,,,-0.004450587899182011,-0.01499040912562942,,0.13644001115964843
BTLA,,0.011642640364330008,,,,,,,0.012776471689254337
MFNG,0.05143830770960639,0.011161730054845458,0.030163117922849897,0.06737978330747506,0.009950320207895548,0.07343302967327962,0.00958738744615399,0.004135870803812001,0.06889397212834604
ICAM1,-0.05395504209678379,-0.0040354970683053396,0.023077717903656907,0.05136714152963259,-0.06129383342948263,-0.03418330209665331,0.023005557674119975,0.053917268163993094,0.00688886825635919
PROS1,0.030456044212823444,-7.262110217845491e-05,-0.009396543287650971,0.04026095797067171,0.01220606733162869,0.036993382011816296,0.06559113308558487,0.10976150234402653,0.013354545772192432
CLCF1,0.07205736861727281,0.0013338786580930544,0.01010826274604322,-0.000950809269251002,-0.045718632241750545,0.011484161230709543,0.09393252611423886,0.007372914699760121,0.06628525155848841
PSAP,-0.0175689145636023,-0.0703826170092933,-0.009921564909243948,-0.00650955346853289,-0.05071229431819402,0.038114312468212,0.021021065251774555,0.08575283517676822,0.01813287245365781
EFEMP1,-0.034915580983473006,0.010550341692312629,-0.039789313184242114,0.04120135488288272,-0.09938213355182657,0.07458003946447352,0.001516705779564822,0.07569543301754136,0.07316071477690615
