,UKF248,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH881T1,ZH916T1
APOD,-0.036984188954535875,0.0845570753047842,-0.028137277182477896,0.05319435002863769,0.030474887023426416,0.07595052159344473,-0.06757739799819328
B2M,0.06238980629107908,0.3029738682945438,0.0019404668089785882,0.05878318253592994,0.13311108441811484,0.13466982884629514,0.05216312383251002
OMG,-0.05268870557712015,-0.013512669958232502,-0.02005570521614945,-0.077336513221707,-0.09271871913082103,0.0023454093537879535,0.013168939004666343
CXCL3,-0.033108720897810244,0.19935477304843993,0.02940391014367187,-0.08648381602475533,,-0.02073615578965259,0.014097069189684128
CXCL10,0.04814575006560743,0.04230599587389534,-0.01951588955778262,-0.023632037857505995,-0.003038319911714275,-0.024917902511351595,0.03940931735327209
RSPO3,-0.02528247207616915,,,,,0.01691024952056791,-0.015441698707108608
CORT,0.02906370958394452,,,,,-0.030329019201822925,
NCAN,0.01916104064834751,,-0.07867939626739424,0.055803797693501245,0.09608812290875822,-0.023304496937012656,0.08147923112341515
PRG4,0.03330333287936722,,,,,0.08803377461097844,-0.010402268705272624
ZG16B,-0.02580967052674648,-0.014697542980943465,,,,,-0.01925413645398417
TGM2,0.04383586079062979,0.09619781927429251,0.08710233342680819,-0.13423882070456197,0.07664481948870389,0.09722868886977788,0.05048892201229842
VEGFC,0.02593321638838711,0.03004058824157597,0.03406011577145046,0.040185118583055957,0.006718881796276991,0.05500201836848188,-0.01534499288222336
WNT6,-0.030030570143881528,-0.04952093083230286,,-0.054112025491992906,,0.10151702138828436,0.04982879667191431
NRG4,-0.01714260202867218,,,,0.02773355296637198,-0.02408119487156662,-0.015441700437754623
PMCH,0.031660372882090525,,,,,0.17186126049891462,0.08536095243491514
COL9A1,0.03979566035251594,,0.046290180543638634,-0.020282692998281834,0.08833222289895008,0.005523195715943927,0.029295638283079323
GDF11,-0.0014844709950759271,0.08327346733299357,-0.004816502220911026,0.053943563157844876,0.09718275124852306,0.04531632326225905,0.0687828928621147
RAET1E,,,,,,,-0.016939435663975665
IL24,,-0.07045418982847489,,,,,
SORBS1,0.0441336990031996,-0.015928710790508987,-0.04645959576337819,0.07261250487241612,-0.02179060113013025,0.0456787082791765,0.011061757471936622
DLL1,0.020949979563340288,0.12129799882490509,-0.007448846448597033,0.019667072338311022,-0.06940149523228197,-0.019903391856613283,0.13361815017998813
TLN1,0.09606491052108666,0.1487029155252989,0.03035434681814825,0.02862019201747846,0.04826790090110503,0.045229462362949564,0.057811040331419726
COL2A1,0.02456582583392405,,,,,0.09727774532653674,0.06931848137209536
SHH,,,-0.035200334962110065,-0.08086341090418182,,0.01085343890870273,-0.009238955723526607
PON2,0.024230766155682,0.2617618986270424,0.026118637220013643,0.006137367230047686,-0.08452665290100823,0.006634551605461666,-0.01754317447301803
ICAM5,-0.022772352955393056,-0.059033307488327885,,,,0.013385164217145524,-0.008524039201488115
HPX,-0.008571230062806474,0.08495197040645477,0.15648826097222684,-0.02813954147639408,0.14952793724758437,-0.03837883484269719,0.135581780357802
SFRP2,-0.024745129274204036,0.017637014870465068,-0.031077055240055565,0.00753020515882806,,0.12319199417442846,-0.0018639513993428144
CD70,-0.006097279113944529,0.10748185672869798,,,0.07369799915807296,-0.03506830488297927,-0.023559104120703542
HP,-0.0033474198712007647,,-0.09186202647468689,-0.01527968994912993,0.0027701298260217077,0.02338803521617948,-0.023099094929888046
CXCL2,-0.021343844980212523,0.16921371559412202,0.004196939737973421,-0.04245023220737315,-0.03209426344539067,0.0136369296595543,0.019079847426985902
NPPB,0.004084390436966109,,,,,0.10308537147014717,-0.015663885348520774
CCK,0.03713094512853494,,-0.043148882399900564,,,-0.05264244797887876,-0.020320287847578687
SEMA6A,-0.03327703774852951,0.07049980798661973,-0.06858400056306412,0.008294705921512303,-0.06157742994029006,-0.06462875133377344,-0.009429268889413566
IRAK4,0.06299714589812282,0.07804182764991342,-0.015917477766353945,0.07787045556546293,0.046800686905541795,0.016266423030736662,0.04723816010439673
GSTP1,-0.012471472968431915,0.07364302352783345,-0.012062382792144171,-0.05450999689277416,0.06295494353769675,-0.025071471663727227,0.05085923372702836
VCAM1,-0.04319488596941234,-0.11254139068703206,-0.013305560606564503,0.028027342181158647,0.01925124796498788,-0.009518920291034075,0.08145797053675523
NXPH3,-0.0015427771840807612,0.048274241367021006,0.005136037803687882,-0.022951937444131466,-0.06089540403316305,0.03613811497869598,0.08105439023539925
MTMR4,-0.009413589098887771,0.003949604086775326,0.008568861460496601,-0.15321452287463785,0.03925979620905035,0.028880061503025172,-0.024232259365518122
LAMC2,-0.018846669375238767,0.07795844894943751,,,0.10899974679296635,-0.013458104123535649,-0.0015233179346474967
IL10,-0.004996492049794926,0.11911509523997273,0.04672692106626967,0.09540503956175563,-0.056737599788229405,0.04670232529302784,-0.004878422778488708
SEMA4D,0.07381556849312994,0.08831124712805755,-0.015596591466736275,-0.003814392189445632,0.014006255949492523,-0.021906203444151458,-0.009392132096076294
TRH,0.02339881823710294,,-0.09804490581103091,-0.05262554226321351,,0.03552496892745453,-0.017544602033584426
SEMA6D,0.013202412696640938,0.003413463740782804,0.024794569286586212,0.0017947380450101483,-0.007460642007391124,-0.0346001938756231,0.021642486236889795
CEL,,,,-0.05465917217008128,-0.05766273244117978,-0.02327590961323207,-0.02431804296298082
PDCD1LG2,0.011465862184671523,0.0508025269128044,-0.03255749219082493,0.12699416825320883,-0.04896476808488897,0.022465948211878143,0.02573243786100539
SPINT1,-0.009852134961558325,0.05593352441102372,0.05824343474943758,0.05665898235274801,-0.05443835107749219,-0.011170410465155803,-0.012339697529386693
CTHRC1,0.10078880640845349,-0.16722294626507905,0.15257442315349853,0.03904340682482436,0.017213893292223604,0.12644327156259755,0.1099948204037038
PODXL,0.12775599356539102,0.23320299614636972,0.04763743622728451,0.0999254280659061,0.11265084783312987,0.04959243380286022,0.09516255169586421
JAM3,0.010586748381026216,0.08006219447880449,-0.03292296126567263,-0.046633338317212454,-0.04522576611127635,0.06920514514527329,0.036906847313444256
TGFB2,0.029772256968846864,0.1371998054932772,-0.02482260265194246,0.05417711958297561,-0.09898058214087538,0.0692307603275057,-0.10737792035768302
COL18A1,0.1273807175309327,0.345981546319952,0.12073148473371666,0.1254396401289315,0.11756705530181204,0.10527887609223575,0.09518557281572587
NODAL,0.06157899361405563,,0.12342747908767104,0.0907746563123816,0.05460463492061121,-0.015390351441727557,0.011166570919109635
INHBB,-0.023802146579066926,0.20734212408774794,-0.09299065578800363,-0.1420346498501602,-0.04749447143508285,-0.015555790294299638,0.013818377136362378
LCN1,-0.01884667361581611,,-0.0030896072684688,,,,-0.017742056509212102
ARF4,0.04886317953896952,0.19400006386985078,0.05849080977882222,0.1078211069885829,-0.1070953382780552,0.029445636665006342,0.02563160475985398
CXCL14,0.09704385253361117,-0.10500403331572955,-0.07023974065261608,0.059600091976133106,0.04654893575559278,-0.01530761962626508,-0.07396115060944376
LIF,-0.02498076022682595,0.12633077186038807,0.05451820523935202,-0.08006850228201225,0.05175162933702441,0.05986814538182919,-0.008785700867789707
IL17B,,0.027987784421439975,0.1565913826355017,0.02988830589347535,-0.03110767830428763,-0.019147027296115393,0.13905043620679636
MMP1,-0.012472900022781687,-0.27521801260716827,0.18928935338135663,0.016496951453795042,,-0.013864956653373362,0.08027523976110953
MATN1,-0.024745132646321878,-0.0029455657271350907,,,-0.033991614331876016,-0.019733067158780697,-0.021337985131799325
ADAM28,0.023535300550447728,0.05616064239263536,-0.0695738716618405,-0.14171384244209728,0.1004735073570475,0.010628775011814138,0.03720556405951683
TCN2,0.11634524911405324,0.07459301354408521,0.0785677708201927,0.04558809601079577,0.012525816935875301,0.08886973433156581,0.02472435744431868
THPO,-0.02123166214980502,,,-0.01385272777131809,0.027152542754939144,-0.017117521767541423,-0.023099101961753434
CUBN,0.032534218481436776,0.17598762662209957,0.08238594848182075,0.012479716956522767,-0.04810774938994687,-0.009881237940138747,0.08212982055596539
TIMP3,-0.033828725195435415,-0.08966079769945831,0.038424577234768366,0.18092483123455427,-0.040124736600010466,0.03851075645324249,0.04517480865518632
PIGF,-0.03731570818018597,0.11349696201948019,-0.027743967969117638,0.013480285443233682,0.08433095659819843,-0.016696761225016437,0.030373904025721696
CRH,-0.02208112199776023,,,,,0.0237838173819334,-0.02630919904478349
BDNF,-0.0074993877043606294,0.013308958399187103,0.05130201492340039,-0.058167668733003615,,0.05428944112615473,-0.032940474345797895
CCL5,0.0034302247602471165,0.16219669232376102,-0.05188345276979973,-0.07810036155421143,0.054582691065008765,-0.03488799670528491,0.10915849664032569
GAD1,-0.0020811047638621244,0.07517711777357297,-0.0018344412574492332,0.04298241260311039,0.07706077839999179,-0.024721295179732594,0.0677109878631069
COL14A1,0.015982344913473903,-0.07943325149137472,-0.02494340197497941,-0.0008565432530226787,-0.07035657215746136,-0.02540208463701848,0.06239353666985069
HLA-A,0.029776145353060494,-0.07655588965345614,0.05490069851691424,-0.009297306579187864,-0.00858340890872077,0.048182080253613466,0.08081417987547793
CD5L,-0.006671000724224749,,,,,,
FGF18,-0.019979422065670757,-0.026639520391188665,,,,0.006315512157227727,-0.017544603441174082
ADM,-0.07341251049625956,-0.21762484978540828,0.050053437966215204,-0.13732649672022232,0.042471539661361295,-0.040824774528400526,-0.04669424199897618
CCL15,0.09212163983429017,,-0.04193635764659084,,,,0.038921465567196244
GNAI2,0.12302576562462733,-0.028321858055803548,-0.03412234315421359,-0.08153996179411226,0.0722228492943339,0.03419492234267517,0.0795328721569565
HDC,,,,,0.034559683376123376,,-0.04341193438786069
COL11A1,0.012489639341084664,-0.06727338385939266,-0.01887841640845851,0.18041235208922884,,0.01643819284720685,0.06835853295626111
NUCB2,0.01745950445522713,0.07334779021521023,-0.02278404009391658,-0.17289073402866004,-0.018170206339136224,-0.00019738248155996285,0.020690318965209495
CXCL1,0.036097894201991734,0.2703321612199372,0.042487789568774956,-0.013763825726367446,0.15328026539742914,-0.03955009621791385,0.07748300497620356
VCAN,-0.032195759365762466,0.2133510389772151,-0.04345513556634723,0.034009613654721674,0.02354397542041523,6.055214087538575e-05,0.0070193771315369274
MMP7,0.06715662671372889,-0.03808389585557575,0.05076328033621972,-0.061412402652332373,,0.026342047753574738,0.04832505837808299
PTPN6,0.03835734213963203,0.1252406786052946,0.04598507968702744,-0.04619776758225974,0.03090399014822463,0.051865060741112586,0.0023702631848171295
PTGS2,-0.01806940530906269,0.030899102092196398,-0.058236349259644556,0.13406174752751684,-0.02279304201925964,-0.012988903012803915,-0.0468728982407204
XCL1,0.07629033274023758,0.03443947759593686,,,,,
CD58,0.029321838840761352,0.16135408593659498,-0.048586557567530365,0.051865054314822676,-0.041777651476114584,0.008961423731743278,0.011245542516843609
TNFSF14,-0.01036227135939011,,-0.02546999307585852,-0.011565740834984095,,-0.02002026975870227,0.008558921909904338
CNTN4,-0.018909734511215137,,0.05749194806463037,,,0.03524050818321643,-0.009565425617145025
INSL3,-0.02167600813301704,,,,,0.09236960680187507,-0.020834748532427408
BTLA,,,,,,,0.06150320219934546
MFNG,0.10316345303580658,0.11287526181995944,0.05399258066161409,0.042994337161942876,0.17245991731022697,-0.009655862175734957,0.04932155670019817
ICAM1,0.04283664664511505,-0.008928834815215713,0.010321664714639401,-0.09368490507239728,0.13202189619157798,0.05659172952738947,-0.05680428271875796
PROS1,0.06520774243110504,0.1601291779602529,0.01964636597241416,-0.019426856268304444,0.000782776786779766,0.011418701673527093,-0.040655214820302675
CLCF1,0.04469923874356692,0.1062852089723637,-0.005381686938199652,-0.012147238211159303,0.1222697658381705,-0.02296549553389236,-0.04118824549975271
PSAP,0.05494933276352475,-0.10551821919555454,-0.07760657996396265,-0.06383503964243463,-0.08153443212304924,0.03265173469578876,-0.016430650852368354
EFEMP1,0.04450196716970398,0.08914688941726885,0.004932240443557539,-0.09537351751417619,-0.030474264808605944,-0.025517915957596077,-0.09878188222400613
C1QTNF1,0.0034532172377542227,-0.10938062258010285,-0.08000000116441484,-0.06626333864125873,-0.11129065851032512,0.07629602584531187,-0.057983841239810784
ALB,-0.01247495558744398,-0.050524157785927254,0.05915792263442812,-0.06041928686444383,-0.020476138383073078,-0.033513431659592814,-0.023559111473213136
CCL13,,0.031759645156167755,,,,0.043680735938692226,
EFNA3,-0.05452826762907346,-0.10322063349836738,-0.023591877941133144,0.02991277214229695,-0.012281496887388464,-0.007994596955968844,0.017235345760581135
DRAXIN,-0.03589145416694601,0.10284396936878708,0.048105419304832024,-0.04467256961341012,-0.0009110955339194008,-0.023398916847087295,0.05563755553549474
RAET1L,-0.016885820850561475,,,,,-0.02432275871544586,
NPTX2,-0.031049360699836773,0.16942023448310625,0.017572559609108866,-0.036477307647800994,,0.04300315297207782,0.11473781991657522
FGF11,-0.03258544091873911,-0.055971694134020096,-0.0017723038511570871,-0.0658602005426654,-0.02610390387961687,0.0005695003958308743,-0.05346644098794872
CD59,0.09365822602647038,0.04914427690026121,0.04928262598067057,0.03974091656950147,0.10840058738748531,0.05824336747401213,0.021689329759009567
COL9A2,-0.02867896071856219,0.0911630064191417,0.050359784993266786,0.02286671485129689,-0.05541801412800728,-0.0027058384120968986,0.028317212219321156
DLL3,0.007269830549789277,-0.0449746530025825,-0.05555671225094865,0.05870071653243651,0.04033650793764161,-0.0009820549051680622,0.02812723023199961
FGF5,,-0.018204100767621873,,,,,-0.02914923837260451
LIN7C,-0.04941359297457631,0.0708569480648792,0.05893553523272597,0.04087953305130847,-0.007958144397711598,-0.08423443590983498,0.026511377810525153
GDF7,-0.039820948830930396,,,,,0.006425966977207409,-0.029719772202043658
PSPN,-0.018548054621511698,0.07872893113943703,0.01886730240374613,-0.003596835831639266,0.049685783557061707,0.028365461642709013,0.0785313868139031
ANGPT1,0.0723342169613091,0.07121578476035581,0.04907898029252474,-0.05329297878350129,0.015603202960179821,-0.024294480223586316,0.005763851590665871
PNOC,-0.002043254361588434,0.03218331036883314,,,,-0.019295043755247845,-0.02150339465654593
L1CAM,-0.056679899493576644,0.1083031166387933,-0.0018495443786362992,-0.04653850034747746,0.011638561339811802,-0.023746602517642944,0.07033903469465319
APOA1,-0.03549091415228969,0.037791857668282684,-0.02610971608887566,0.022898973541578885,0.031658948293069415,-0.001716297882111301,0.034146525545257704
PSEN1,-0.029035535698734155,0.03807164434215609,0.08213315951990988,-0.1388641593192658,0.03178105357604428,0.019010483672995033,-0.02568930343363731
CALM2,-0.03431994659107453,0.16280494648386326,-0.004065729782595187,0.09969689743381574,-0.05430673801489524,-0.017897479318594877,-0.003289241095426312
CLEC2B,0.035421396741807276,0.047647577329978034,-0.008526490842040832,-0.04915092985036755,0.07034847486342954,0.058101800250117526,0.058626211194220346
NTNG1,0.02410897990752326,0.023971341728218337,-0.05424478522639262,-0.06859678694066373,-0.03009246976758568,0.05226899653360298,-0.0003770111472244035
LRIG1,0.008959080611183877,-0.16691176729812743,-0.04928173805785166,-0.045529710949366094,0.08591715869536115,-0.01730418059332259,-0.045489962127741417
CPAMD8,0.027874310433730825,,0.022378867586468513,,0.06668041905356502,,-0.021830813711992733
GHRL,0.0773533458117655,,-0.004480726830006813,-0.04221863068124771,0.036635142936490686,-0.017604906738095377,0.14410574502360077
NPY,0.01053335768607627,,-0.03626608976373727,-0.05940381284277903,,-0.043462716437027205,0.03809236304606423
MMP2,0.05876001297289071,-0.2686642660137209,-0.0041708324800617605,0.06689766133787498,-0.04466756136228437,0.10920036238444533,0.0746930851283212
PPY,0.007522756635999826,-0.014256163746950583,,,,-0.035694215192074816,0.013470929825176519
ALKAL2,-0.03166670456724879,-0.02960633163143174,-0.03831314945845693,-0.05520201056261065,,0.01634470326251454,-0.035586148771569556
CSF1,-0.01097038507184879,0.21370220217326785,-0.020750227943497204,-0.12872679427040706,-0.018569730515771685,-0.026088108037504925,-0.0472749463041818
SEMA4C,0.03003837282245704,0.07175417427201672,0.053059286658397244,0.05880862417924882,0.06574253030484316,0.033200585169328466,0.025338290661804222
BMP8A,,,,,,,0.13661025192435675
ICAM2,0.1137820039614996,0.2132518851564123,0.10303739636945615,-0.013643784980209723,0.087997749853222,0.007397937419311327,0.07197958591509748
SYTL3,0.03353462410348233,0.0129727104182239,0.0909238437048569,0.015680557009442153,-0.06720746003467924,-0.03281895272268705,0.07728951753388107
IL1A,0.10292978991748583,,0.1065186144228416,0.06877606954875387,0.19148745711075216,-0.02595995194334497,0.038711813535540485
HLA-G,-0.025983246259407438,,,0.040185118583055957,-0.03399158647727322,-0.029517614765428454,
PGF,0.17175049880527807,0.29064674885282893,0.1846023165407923,0.1959845614480786,-0.04200167539353351,0.10479396791317944,0.10793802971531184
LGALS8,-0.029632775537126576,0.041099234996040054,0.06348436595756898,-0.04979753700914287,0.062060001250770644,-0.028867956275147932,0.07624901685346437
DKK3,0.0016186327683505857,-0.024430165522672274,0.04971642443209042,0.13747573536214727,0.06763662943517927,0.031727902324842606,0.043704106227832086
COL16A1,0.022855961920218885,0.19657352846115547,0.041268086782904945,0.05167076570092126,0.004493939765721322,0.09583193520345332,0.09069577757269542
TPH1,0.14256500879464432,,,0.01721034841083342,-0.03257766921371862,0.004883403680651321,0.04875364953526279
TNC,0.08856509218005104,-0.2378543992586696,-0.02981770164246166,-0.15192073766808098,0.0005055617461767116,0.014995708498143833,-0.05235455923307836
TNFSF9,0.00692405398514297,0.06703181454848138,,,0.0786676198791409,-0.02515261529762928,-0.029594613793719672
C4A,,0.0296660495044681,,-0.0568057786881737,,-0.01644695909600028,-0.025182823057624322
CNTN2,-0.009309045478595466,0.08449336256219032,-0.09826771809053193,0.00331731953864995,0.006065395497037714,-0.0666075604434174,0.015368586223602312
F7,-0.018612321106223687,0.018975653193716975,,,,-0.01627531074237248,
LUM,0.13658144049061846,-0.216173839049143,0.10028265786801198,0.0793568117892984,-0.0007389515268409609,0.11855724203953151,0.03982914582076961
BTC,-0.016885813817074394,,,,-0.03313789683329688,-0.015749932333670197,-0.045014387229521
APOC1,-0.026178806490241308,0.22558085706409267,-0.0720169615889347,-0.03534999256707231,0.0654820695873739,-0.00023618903644951166,-0.03223224302429849
PKM,-0.033194890049229826,0.0158238105147666,0.016046793606502855,-0.21228924260092236,-0.12675805311126365,-0.04553122542508709,-0.07689794148106474
TNF,-0.011743326492559228,0.09544535170551322,-0.06998205583756194,-0.041700166790572646,0.06773527190154818,,0.00020973042244231235
GNAS,-0.036567049640483865,-0.3403837236196297,0.02454245471038465,-0.015342481666686718,0.004845903605210794,-0.10818690234770184,0.033460976752540735
BMP8B,-0.0038490411007719248,-0.009051891622358997,0.03571444541857671,-0.12426120397026894,0.012650725915081429,0.013518213866272,0.10241776455183026
