,UKF243,UKF248,UKF259,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
CXCL8,-0.11618505092662922,-0.007646653767338909,-0.0033309372776737724,-0.003535242430109742,-0.08161777379717351,0.13397053864096825,-0.047559450753241826,-0.06676488783205571,-0.027189665559338185
GRN,0.00491096848704531,0.09249968336789588,0.01201168361641716,-0.035104555182620144,0.005276574976878505,-0.020301968606490695,-0.025875389685613485,0.017954294104216485,-0.05655210330918733
MIA,0.02451334244319116,-0.020281566097140203,-0.0039000355296329946,-0.017900251604483303,0.020897771995203675,-0.06694428901823796,0.15325083159212627,0.018631006590236157,-0.047733478086459544
COL4A4,-0.0319444391886805,-0.03192621413631045,-0.020303002330837355,-0.017363908139544595,-0.00930775392472723,0.02617838435357917,-0.023933031896092822,-0.02548883619149795,-0.029123252341369556
TAC1,0.16479439810880975,-0.00773259784148519,-0.04734381189606545,-0.030772479181115735,,,,-0.0001557347354429404,-0.005935397672650838
RARRES2,0.0046453134182670285,0.04238940302628504,-0.018636998958912448,0.04597496861424005,0.05883938505164059,0.16096640938120177,0.02083003721123602,0.010366967590091952,-0.017206320712395102
FGF7,0.012390289259949719,,0.03568965174431841,-0.015200072654160412,-0.05630444668082703,0.052766667942691164,0.029207829798686153,0.038635721752257796,-0.009884439269781423
EFNA2,,,,,,,-0.014206448369940958,,
HBEGF,0.04834257295043734,0.08914223536904556,0.03862691355319479,-0.00994782322802205,0.004982791962073941,0.08750341727435144,-0.04947728898794109,0.037168514707424445,-0.04091604894895644
CSF3,0.004799181913770732,,-0.016642539636444294,,,,-0.002529829220266246,-0.01638952365232067,-0.03063432930041343
PI3,-0.03784292184479752,-0.002703303574482043,-0.03465136268193108,,,,-0.05468580705674631,-0.03560899001104411,-0.04998051199653227
PCSK1N,0.1370223366332235,0.03716550811102957,-0.054316018132399134,-0.03980316235250768,0.06089705970242033,0.04100086361836886,-0.003872176067554334,-0.012563552047892255,-0.03590393926507921
NTS,,,,,,,-0.01730786147448994,-0.02427064963368767,
SFRP1,0.1592959700581795,-0.0004228745322887789,-0.019826458642069396,-0.025173974801177102,0.009095592924529163,-0.05589215478029839,0.010891362638764298,0.10310465422261993,-0.03821879234656582
CXCL13,,,,,,,0.02374067951922886,,-0.024848602396924296
MICA,0.07075886888806229,0.08352926951952165,0.0031749843679656914,0.003211378855063585,0.04129316605230275,0.03105881184197755,0.08036087052764182,0.07106937956948278,0.031531467954847604
TG,-0.025464796581665686,-0.009390385411394144,-0.021395890064770193,-0.01831924259949241,-0.0730232460759104,0.05309382177455567,0.03573432493218907,-0.031962697298765566,0.04641903420138221
ADA,-0.02080334156337746,-0.01314429723340112,0.017041032331142094,-0.029043821695449026,-0.03796520655412444,0.050943342169793654,0.008537056803534131,0.06538874744737647,0.054623675453532
LAMC3,-0.057028057151487226,0.08736177950276798,-0.03860176533757837,-0.053086746466475536,-0.06915236224151042,0.06586262097566276,-0.002236376670553975,0.1003088537598503,0.0036496888148588227
CCL7,,-0.016909164553639545,-0.015469194331988269,,,,,-0.01717463207423315,-0.04133421484434151
NGF,-0.018404084914570063,-0.0053105861048297,-0.0020291416388834964,,-0.06990671435943639,0.014877492212521609,-0.014015489803126462,0.03327066803773097,-0.03471809751126138
TNFSF15,-0.022768149931810675,,-0.01722570447727194,,-0.05144859121604784,0.05817542427099298,,0.0423348388993686,-0.01895603863821606
HMGB1,0.09856964881945678,-0.052687679671875015,-0.054763436144499966,3.6434940900177504e-05,-0.030400482450587633,-0.026553111106911314,-0.08422878980676853,-0.06844298084189929,0.026602152823597774
ITGB3BP,-0.044595819748149926,-0.026829265755437273,-0.00885612559784474,-0.005799154345390424,-0.022107603855043054,0.03235369229942946,0.007810579621325312,-9.093951852611718e-05,-0.023661397451423403
AANAT,0.0222033346783458,0.00335600697912884,-0.015673631013793606,-0.01635899027372478,,-0.02198026076331076,0.064898409254525,-0.018171476954105883,0.008537611678313059
RELN,0.20970448220809088,-0.03663069958953101,-0.027205913407995646,0.05588449939781504,-0.0025090114476690544,,,,0.03867694002239667
IL15,-0.03236453211759903,0.05622889381464965,-0.002539736686585751,-0.015172207378648852,-0.01571450190672233,0.040220369630576056,0.01151258452547814,0.04346007898408945,-0.0689868790645882
BSG,-0.022151363541383126,0.048742056638477645,0.05603494520367998,0.02232614936222416,0.0501938140836412,0.10666737081276445,-0.00012910756220559715,0.050539604699615714,-0.013533210301224648
ADAMTS3,0.0015428550284716993,0.029651309756525895,0.031961644977253595,0.002700562565249686,,-0.026319124580762784,-0.019849254222443154,0.09145938146791215,0.015079011274542677
CD34,0.08639314747320768,0.07885800309530029,0.010761848269851514,0.0037914216714441474,0.004337204953085403,0.047617109269284745,-0.0013449284073514408,0.10118530379426748,-0.0012942772250971394
PLAT,0.02851588260720619,-0.00245852092474641,0.03210192789053267,0.05354210952669439,-0.09022481172983217,-0.0586179315573709,0.021567222470604136,0.07502484322289675,-0.027670316421761966
NTF3,,,,,,,0.02326545964455907,,
LTA,,,-0.019826457714556496,-0.015172209251513212,,,,-0.024456069472925134,
CKLF,0.06355501712078793,0.008018238445731837,-0.03234530090854114,0.031964886569595403,-0.14619349537083703,-0.010860000994816125,0.03738581266637708,0.0314240711977973,0.017398323370263116
CD24,0.02640873417263492,0.005068646791401158,0.0020858216757664227,0.03007699680284641,0.16896241944757553,0.06739496891075554,-0.0013945546945427847,-0.04923566789149291,-0.060342494209451564
HSP90AA1,-0.0524864670777117,-0.03931769392277871,-0.017457630970854766,-0.06965988413259054,0.039501983057365526,-0.10592776188185583,-0.13089172302238217,-0.10113740082035393,-0.03275457189192705
BMP4,0.08306442228853463,-0.03509127075445693,-0.009002102608144463,-0.012928289335204915,-0.07032983149133254,0.03197274044370319,0.03540593814353265,0.07059377812811217,0.08481046878078348
SCGB3A1,,-0.016909162862745682,,-0.010586966971630044,-0.04905868271237167,,-0.02719479293125498,0.10943165899493702,-0.008764987296808642
IGFBP4,0.004405108013453769,0.11689577193054308,-0.005041597547149245,0.014721419147988869,0.015770524411730463,-0.05358222127610825,-0.004333061981733696,0.124216810070477,-0.0130714783338224
RSPO4,0.07991040080452853,,-0.030347867135495026,-0.021046242820501437,0.04075311159979206,,,-0.03225499564827771,-0.02358662186309147
LEFTY2,-0.0065545998271901796,0.04094437751412091,0.03753473870963854,-0.018729922883308058,,-0.02808891043208375,0.20878708967057946,0.06837310278950355,-0.06733934210233067
PF4,,-0.01754054215242913,-0.0134965672933592,,,,-0.013021193489291068,0.14805808344089336,0.08889119490972604
ANGPTL2,-0.018236982357786206,0.07440919701091904,0.0021155394916083856,0.036058138200009665,0.040086886255370095,0.038733820809800035,0.021316034565582346,0.0874553081313413,0.004853889097370203
LRIG2,0.11128681100327477,0.03744152823187399,-0.002766226284930037,0.05542744865516487,-0.02276284358167379,0.05751991704876733,-0.0033839350156882964,0.02017294381033084,-0.017809798442959754
ICOSLG,0.015470395153348096,0.022838638334199475,-0.01761921802422272,0.07658846129004802,-0.04462747860915484,-0.04493337336348224,0.032635047882459245,0.0677499339186729,-0.08679544461033815
WIF1,0.11897149824434623,-0.03156135853982165,,-0.023716592140953285,,,,,-0.03390441496085901
NPPC,0.007116439061357717,-0.03716822005180544,-0.020936504212216715,0.04899426260757219,0.12199264856181954,-0.026319074033307997,-0.007566594722974141,,0.004874775508573093
LYZ,-0.0573167720962847,0.08772131585338107,-0.033956889726053936,-0.02374290309786887,0.028501200624184875,0.06899874286982415,0.06035329106953402,0.06586610553955692,-0.04871909617897106
EREG,,,,,,,0.07478723870882822,-0.03693432127395945,0.07308500087728866
SPTAN1,0.10414208292111748,-0.005190930911070718,-0.026109669849606082,0.05443822267060802,0.04160068810818754,-0.011213236574300454,-0.04555524466791043,0.035872523469746946,0.012207551782374391
LIPC,-0.047153250190123,-0.021474234034724232,-0.024254336614769067,-0.023834121910615187,-0.05445127875627624,0.007147748851970129,,0.024661635749411447,-0.028813363087300658
COL8A1,-0.061620327109504304,0.06336914417356558,0.005810543887958801,0.03901146647471788,-0.10233979281886393,-0.028212889156784285,0.10288174874882418,-0.027681508003034518,0.033267573138206004
GSTM2,0.03138557265863581,0.07077509900591057,0.024480524632154336,-0.04216147373755054,0.047592800852540924,-0.0035164019011852867,-0.020039703670223973,0.01688381750451242,-0.018948273805741687
SPX,0.1181620122366293,-0.0248679673039241,-0.03974345726843364,0.07231522421293457,,-0.03892902762666352,0.13466930882109854,-0.028660470099035735,-0.0032405483566312894
MFGE8,-0.035620312263649326,0.08727302179607169,-0.015175926404543098,0.013696138889776945,0.06370112979539096,0.06902647448518588,-0.01354249026728805,0.12534985960134185,-0.030501607525761615
TGFA,-0.07058858426126133,-0.05328890485550026,-0.0034762892107636327,0.05223539006198004,0.04082758262351616,0.03937833494822524,0.005845124433970313,0.023977705000590165,0.05180502735121746
SLIT2,0.06575725309761656,0.055200764191051875,-0.02441506333717194,-0.03412812923003093,0.06832767232597588,-0.004665537709065596,-0.028376013529404154,-0.005129698854330127,-0.02456198554241822
PLTP,0.013201823574234425,0.014179916500052977,-0.010989962264425989,0.0417229952243519,0.09716208896527315,0.05886016888415387,0.011673561999592363,0.04172683356668482,-0.06092357998204937
APOD,0.02895636956118079,0.03146450201209453,0.014098433403050992,0.01105956667226323,-0.03249884402256383,-0.16103373318560965,0.0028801533201105616,-0.0720150475260097,-0.06744171540408903
B2M,0.02817137043716936,0.14451401706072337,-0.040590512635702056,-0.058054520128415756,-0.056643833031650305,-0.027356934360949593,0.03845201052569855,0.0485320995070015,-0.013233245882315413
OMG,0.07177161791754942,-0.024380849435598772,-0.025835784681330663,0.045543913946751884,0.08817018060427396,-0.09817400580179012,0.006370127944088741,0.030200665161611157,0.026914703034469415
CXCL3,0.010363950886016732,0.015698184899538423,0.04250770589510693,-0.010926738141679803,,,-0.004403745862865558,0.09910330747394981,-0.02898724163534988
CXCL10,-0.05948798497158134,0.06013291049443883,0.0036100798002268587,0.0018244360547295252,-0.048770714866413295,0.004791714738381996,0.02870276067838075,0.00045709012934372134,0.05717179776784285
RSPO3,,-0.0229689492698898,-0.01567362985568973,-0.01141823076580665,,,0.04524105200861598,-0.017428893219913602,0.018774150832751167
CORT,-0.02520681739800228,-0.003991508782199621,-0.035149318453223444,-0.030292211639574504,,,-0.013626017170009296,,
NCAN,0.07686480077003274,-0.03944724640775153,-0.018660702480625704,0.08167914165165623,-0.06054370612805941,-0.03471046491625127,0.06691651561253727,0.030756171175510088,0.038732065816558955
PRG4,0.03375800525337905,0.05565186765956105,0.00338821839144535,-0.013349799268401814,,,-0.020106022165466423,-0.03948114029168141,-0.025717098661558302
ZG16B,,-0.00906226315340832,-0.017953894698581344,,,-0.024434691167878567,,-0.021731954149814624,-0.015762550392127227
TGM2,-0.06000076114598916,0.14448229335542842,-0.04304092803267554,-0.045527846046876506,0.013351866704674621,-0.0017588050612513779,0.026153147747379497,0.038731364032577605,0.04299924135858114
VEGFC,-0.02468368233055115,0.013054492535889852,-0.01728754540122563,-0.013624002274578344,0.032698417028688295,0.013512809818011994,-0.0273015722935444,-0.011646410424143844,0.017580498127719
WNT6,0.0816557073190092,0.07631623977696675,-0.021395890953138902,-0.011890341215011879,,-0.023237394169375473,0.1009548307376173,-0.02624580105832422,-0.016287443661431325
NRG4,-0.02332995804541201,-0.015573934192994571,-0.003600761102298333,-0.015893987746092172,-0.009307743657451528,,,-0.01742889517327671,0.017362406240969738
PMCH,,0.05983067010704045,-0.02608625484692567,,,,-0.019118031073457237,0.04661772115053661,0.0011325968604724138
COL9A1,0.09416665891583609,-0.032209604255150764,-0.004668437043797124,-0.018110821182022722,0.06892178022085256,-0.021903246464943765,0.05608415845182972,-0.01284950392441916,-0.05952413857873646
GDF11,0.06313991339423679,-0.03768630428910061,-0.026187888372599038,0.05352183588200463,0.08098805708491164,-0.0765660645008564,-0.0514677774088825,0.05333876980210224,-0.0103185312406648
RAET1E,,,,,,,,0.002704907600763864,
IL24,,,,,,,-0.012813577179322506,,-0.027383272707164376
SORBS1,0.048649565425629294,-0.010827856796666493,0.005430708929583513,0.04529617060293475,0.013851993237438763,0.022265880280571183,0.111431360963112,-0.053811207112460326,0.059608212748165315
DLL1,0.17112950996511886,0.0263141391945029,0.04256517201522531,0.13035027784988173,-0.001930024073921966,-0.0192381868788421,0.05011197761830645,0.19267584370767527,-0.022702791612629173
TLN1,-0.014485510801660842,0.04000483726520751,-0.05798175426234424,0.04267544187737615,-0.06457638458592702,0.04178674660811125,0.014950628244729678,0.04382452752576341,-0.01471799660635713
COL2A1,0.07557891344914669,0.05095043205638502,,-0.011092882506104417,,,-0.033396101898560154,0.04056947421785091,0.0008951998490757057
SHH,,,-0.016075035242151738,-0.010586966046263224,,,0.036361028353024884,-0.03403181364880911,-0.018513300557539858
PON2,0.08626108951328175,-0.010911578146136,0.009048898601673799,0.03980503574513804,-0.0008832508231684681,-0.10923675474891224,0.07042187255826493,-0.06303021429547784,0.025499762299986174
ICAM5,0.058799211833336314,0.000630307104896069,-0.025054083369485926,-0.020675772812489317,,,-0.009890586979398012,0.006362142490248239,0.008711767758465222
HPX,-0.03802695441105617,-0.01712436625824986,0.009154860183048024,-0.026909954725529484,-0.046573993271135684,0.12582736578577916,0.14628005861804783,0.001029110368639436,-0.03908929403902918
SFRP2,0.04321103357180823,-0.022480777087925407,-0.01830772309148715,-0.02076891803503381,,0.003401300660602192,-0.007713750369493671,0.07447082230977067,-0.00896159392139208
CFC1,,,,,,,,,-0.021673174228559022
CD70,,0.011313945540681892,0.006839862156854726,,0.05704033838313487,,0.027346860200299004,-0.010868148111384897,-0.030300698738738415
HP,0.14006284597988075,0.07017242540737109,-0.020348996330423683,0.042958042162315566,-0.08465100634662201,-0.03182441475638656,-0.07880018040500986,-0.02607172090621952,0.02495470599844842
CXCL2,0.007303015402276486,0.012711150821855727,0.022154123849503222,-0.020954150324522948,-0.03526992542420176,,0.03470978575257307,0.03813303168083398,0.0522473968950798
NPPB,,0.05809989428216377,0.01948593875430115,-0.013624003265491097,,,-0.0026408461271213808,-0.017679673093392235,
CCK,0.05791225904790452,-0.06065652236852831,-0.06013556174660138,-0.042165363790168504,,0.06431065289597485,0.0035037382616676395,-0.02293530872547842,0.029590359048314988
SEMA6A,0.0378771063844197,-0.016692074934918703,-0.03339244298045954,0.059593141766405955,-0.11717687088863599,0.012551174496814315,-0.030152643061361967,-0.05876771839045249,-0.040988635935366315
IRAK4,-0.013468323077770093,0.06545527100812426,-0.01989369953827093,0.008200072763192701,0.01779283743614847,-0.0491962044178991,0.000730629680102597,-0.001373979321033608,0.00701068752246687
GSTP1,0.07005080087853513,0.04179896171992647,0.03167551839328616,0.053353820763539124,-0.032683100474921754,-0.08574933169448833,0.05055258940344201,-0.018242876105343857,0.009192277965719881
VCAM1,-0.0019747271095234557,0.06149338949027435,0.03227548925483236,0.02159682103454922,-0.10663571231761057,0.04103151838435703,0.014548143150071663,0.0537451460457647,-0.023302258112479844
NXPH3,-0.010727904360943083,-0.01769092651792875,0.08562692321627843,0.060713048442668026,0.06310410510541668,0.10687044831899958,0.06460349616380398,0.0655160048094772,-0.050417495124312595
MTMR4,0.05477690062354978,-0.016058649945251444,0.05072305401123147,0.04686189483453689,0.037357106045704705,-0.01271077133165124,0.014395772960013245,0.007980980267249946,-0.03932688713470908
LAMC2,-0.021304841356075254,0.1415560419247954,0.023197997225004166,,-0.03580121471951473,,-0.016827822257213826,-0.021563686109916623,-0.023586634847463338
IL10,-0.033800873752090815,-0.036177046561004414,-0.026158635977415776,-0.012195419856081134,0.0027338458909132164,-0.042045831232324936,0.0033625094926509748,-0.028944232106599323,0.014156304880713056
SEMA4D,0.1359938683144296,-0.0012926584234764923,-0.03245881926858771,0.04117388843148935,0.0060529109269561905,-0.028060572084320112,-0.0015970426657867228,0.01281949775846533,-0.05403358181916822
TRH,0.07379200568223268,0.03333126446185389,0.0016302464798575633,0.06855099283038471,,,0.09055489051499688,-0.019802419489538047,0.034152396485131326
SEMA6D,0.07885516375882383,-0.027425381925686096,-0.010118958698414901,0.06579625223490712,-0.030930851393173742,-0.026227898381616283,-0.021441843162661872,-0.037816333308550824,-0.016742475133550788
CEL,,,,,-0.030472249476644588,0.01105173378393195,-0.0010801740835175346,-0.016759453726477472,-0.025199101422987636
PDCD1LG2,0.054860567635880125,0.05881873654525429,-4.944312638960607e-05,-0.020861714231658404,0.025163419403135344,0.07479472631485452,-0.003205751440492162,0.02622814657205835,0.09641889091295798
SPINT1,-0.03298639238122611,-0.02711432570085521,0.025591309780578476,0.11259718278152708,0.12484722625944804,0.11467410994667315,0.03275188284331287,0.07470276987342299,-0.0544390579427456
CTHRC1,-0.04294598874285335,0.0662597055190619,-0.011804194327860843,0.02316537567025896,0.03710228832008514,-0.00503828508435429,0.0037988460946060485,0.08492845341941137,-0.03494003939338524
PODXL,0.05942048576709446,0.0753016874490132,-0.027409692903403757,-0.011339297423295903,-0.007114534453730573,-0.04735438546562326,0.06975775833031084,0.11586026707466723,-0.007481566457587418
JAM3,0.0545745193307802,0.08827987623364611,-0.0556614587498842,0.06529062121686718,-0.047468439877036236,-0.10055147834092161,-0.043945598947859904,0.02309515503365721,0.03219796217348414
TGFB2,0.0346657682248682,0.04678448962742426,-0.029738681134161823,0.03835737908545881,0.06146778473203755,0.0656718194279242,0.0058572142544814215,-0.057450251953132636,0.015560644236000383
COL18A1,0.0557766478291711,0.106605668566901,-0.014939637359412745,-0.05611621631486771,0.013960236916386783,0.020185087111028992,-0.01599481314761917,0.11412815310588854,-0.045986562696681
NODAL,,-0.005272833847745082,-0.0026852384603235344,0.017749718557246597,-0.011918919823069736,0.0595222331568265,-0.015827786216380053,0.020138691083015723,0.09340089369585763
INHBB,0.03843180798920235,-0.004996489564288372,0.004538554819165787,0.05272931432505749,-0.07656575146835548,0.05519299929538387,0.03399307904377292,0.001453365847734633,0.04576236260940825
LCN1,,0.002579814440367546,,,,,-0.014947342127376901,0.0007106766032593952,-0.016544011981916785
ARF4,-0.05726661095546304,0.07151882347894292,0.05914260266019683,-0.00046135606092651585,-0.020478010711518193,0.16530552908287133,0.06579436365810738,0.02107089027678091,0.03955245439405796
CXCL14,0.07475255613164453,0.01880552909322487,-0.047937141923258424,-0.059071305386415994,0.041143193838438584,-0.018444167854134556,-0.02976968106289006,-0.05085728568922065,0.09139494240329821
LIF,-0.03424077364201273,0.10540872385390633,0.058348205236203425,0.007085683624364382,-0.00924200062534709,0.05521149256154727,-0.009563171191748038,0.010943477741288657,-0.02024257921168424
IL17B,0.06743805433532261,,,,0.023559654819016798,,-0.023933033309286998,0.05299583164810276,-0.01870527998356897
MMP1,,-0.02360560272042249,,,,,-0.007600441895356844,0.0862965712914863,0.04763744675923074
MATN1,-0.020063895690567674,-0.02248078015147091,,-0.011092881125648267,0.01399790539121409,,-0.02643770211718425,-0.024083973625196493,-0.01704630947900106
ADAM28,0.021215663592669753,0.05904450779197145,0.005389921267424652,-0.018515396362806396,0.03823710833563019,0.009626401573415884,0.036264373251790924,0.02120000169235714,0.014995967090106546
TCN2,-0.03667555667880966,0.0440858945784199,0.02122101071026265,-0.029291057837629753,-0.059304609408272924,0.0011318871650626398,0.04604206114019697,-0.030352800252965745,0.009637011765435403
THPO,,0.0641305739615528,-0.03261213018464318,0.04870325330808544,-0.007236143239347179,-0.02520385534260402,,-0.026071728843016718,-0.025545444611570847
CUBN,-0.005297057849669344,0.056740001478633076,0.00890138441561593,-0.032446792310138584,-0.06542261463371722,0.04392814207713117,0.03462022025928252,0.06562888652569195,-0.052664840834800455
TIMP3,0.1080562889758258,0.02717481362574827,0.011620309765169257,-0.07534186143360515,0.054308251153621576,0.10608908772026684,0.04797642526402123,0.10867950735617406,-0.021470313307176036
PIGF,0.07258991542197983,0.035180797797088874,0.013771852535721092,0.0001507652953448127,0.0013173234223277798,0.001299852941653786,0.00751497620282462,-0.018493507400691046,0.008363518347932043
CRH,,-0.020060545086762388,-0.018131622357764447,0.07191684586420406,,,-0.02007283039754584,-0.01534791266224577,0.123623035439774
BDNF,-0.0051113242698871564,0.03770226672748695,0.053338717941524214,0.04066915554820105,,,0.016945544638982308,-0.06733392561131667,-0.054331909808017075
CCL5,-0.028403526081276043,0.03504272213270679,0.055200253783958694,-0.015048828956589773,-0.07202865357232692,-0.029825564547901973,-0.03163629401528731,0.06287745321048462,-0.03530616055841855
GAD1,0.1213802672064946,0.007936654020790824,-0.03118228631711133,-0.05832589647638677,-0.03934366330180692,-0.03538560782613738,0.110026557839757,0.06319782512089477,0.021216714326355017
COL14A1,0.0562179284884659,0.06229051934253105,0.0278706638928373,-0.017519648371614568,-0.07561011970587869,0.004733729660934336,0.05206459957413188,0.07624075947411108,0.033691902711890015
HLA-A,-0.0007107616642468152,0.17223370903666038,-0.007338468038693691,-0.025215954775485362,0.06462770216670093,-0.0073193412677836035,-0.038043689711993636,0.1331882910756594,-0.05486278739476541
CD5L,,0.08158131419109789,,,,-0.028769508263452148,,,
FGF18,,-0.018151165379933953,0.00535846638328632,,,,-0.023332855361844592,-0.019802421078270623,-0.0013894222749996409
ADM,-0.11320056973586902,0.043829644643882705,0.06303730822135413,0.019938064040925997,0.09650323172342912,0.0670906886635571,0.025738683707469626,-0.01787127867850056,-0.03843285141204557
CCL15,,0.009987934740751653,,,,,,0.031523114460682324,
GNAI2,0.01944640143999937,0.08629509050134655,0.03875770792285713,0.03714397840562679,-0.0251541055138029,0.013455661478444163,0.01366106025970862,0.08802506969328663,-0.01991658334029204
HDC,,,,,0.05213931360475241,,,-0.00709695106022681,-0.01704630175888883
COL11A1,,0.060088642220846485,0.00014028766507988725,-0.012407425622535634,,0.004278983057768418,0.0637127646658877,0.025353387803340247,-0.051113627365365934
NUCB2,-0.003359309269058897,0.02824503272605356,0.021365147260558763,0.006747350682274874,0.03838997225497745,-0.0071044689157454865,-0.0618060780203958,-0.017346596911416406,0.015978126479728582
FGF16,,,,,,,,,-0.016796914378006806
CXCL1,-0.0333159749589481,-0.00113042444191055,-0.02321569697911894,-0.015048831507991038,-0.007592383951859538,,-0.00932798611155879,0.02825703703436043,0.04521888829260707
VCAN,0.037603437602925664,0.03321892268917084,0.011462965596275977,0.07899094789288,0.059928595087734876,-0.02357734062849285,0.05115820229038996,-0.0008576048314941999,0.026670369851207864
MMP7,-0.016662668725225944,0.023662849758742163,0.05525233079256439,-0.017145179873755093,,,0.007779264820330421,0.05972244050869556,0.0002766815746388698
PTPN6,0.09080397366278158,0.06270807409235919,-0.02109030300468733,0.04157788724346919,0.05787265189686691,-0.08631288340389888,0.0036206906804497293,0.057586494706108764,-0.021147807445237216
PTGS2,-0.06402838347120093,0.071279549014238,0.04705919218375942,-0.02560507884267744,0.02715538615628877,0.056588101844935686,-0.015747144258333057,-0.020543308746349832,-0.013629782324393016
XCL1,,0.009551667413084566,-0.015673632493593374,,,,,,-0.013317324563114692
CD58,0.024728032788085972,-0.0157465817339866,-0.015426138533905115,0.06261536334002392,0.045529436980205465,-0.030559452518398332,0.02972127521402675,0.03798661220336265,0.009704570319628526
TNFSF14,-0.05378043770951503,-0.022149903806735677,0.02027346679917269,,,-0.03436156632055393,-0.025437654881640397,0.07449721384936352,-0.00950432249656882
CNTN4,0.07129879953643581,-0.002965692298246714,-0.028168337437170225,-0.01506641663205525,,-0.04468382982053845,0.05799175963612247,0.043775492173368,0.04833034308972818
NTF4,,,-0.01982645871936214,,,,,,
INSL3,,-0.019692501970575736,-0.014405435545258844,,,,-0.014765385785851142,0.10300744723612824,
BTLA,,,-0.02286580408641005,,,0.0777259005982026,,0.01313834433112893,
MFNG,0.03882918534666493,0.032060439452871695,-0.00998009394299698,-0.03837643534012488,0.03341923131702554,-0.012797231801491655,0.009140252660222697,0.04177413540467078,0.04527213764572048
ICAM1,-0.09653471407817064,0.05941615271955739,0.029218969637635893,0.006686079418207938,0.006615384241262274,0.05721476141817037,0.03679290632893224,-0.018636745017501764,-0.006471141536214806
PROS1,-0.0201349834052679,0.0040654081616004496,-0.0035963532916317223,-0.01515213470140262,-0.06553286596074566,0.10989295966907205,0.0986937265107523,-0.02943112585570004,-0.008683549083895788
CLCF1,0.012816587868155675,0.045217287802560804,0.02689580306358788,-0.012803575565042573,0.015162953363703095,0.03683042367952436,0.06311481146486707,0.055185681446999986,0.021984002478016115
PSAP,0.08878737403603168,0.073169367588198,0.028229593680827756,-0.08797179009359572,0.18692833098980524,0.09492344875641025,0.03192815806787924,-0.0012171078750896412,-0.022632982392309806
EFEMP1,0.006995938440630136,0.09117232984642029,-0.010210011357037568,-0.040336196763126525,0.12315504232922449,0.11280721247717097,0.11377128567795514,-0.03911734091644821,0.05158409132893821
C1QTNF1,-0.06100043701276048,0.06652292700741817,0.025392411754840385,0.021332308745783273,-0.005080237426452298,-0.003833139873884438,-0.01081076409828809,0.011893864276536645,-0.009062333547538593
