,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk
IGFL3,,,,,-0.01990492099244814,,,,,,-0.017543369715412184
BMP1,0.014506462001877047,0.021735375118302695,0.0036100448517371203,-0.01902280254264172,0.18219494079988674,0.03883490657317946,0.0036544212749514866,-0.06539001500475866,0.036812216718346315,0.018968329711339674,0.04812383121330557
NDP,-0.020695522838289668,0.06889853054371502,0.11504865321030727,-0.040063506610680984,0.05067596644610773,0.00235237122156898,0.008638139708631518,0.1676754495501779,0.10142243171133429,0.03772528745013973,0.0606354598293375
TNFSF18,-0.02528979701665318,,,-0.010177737263924545,-0.0008709179677261318,0.014331545483476557,,0.0036255179078920723,,,-0.01809216752884439
RTN4,-0.04206432811136967,0.001215615661194025,0.07524693123927725,0.05690442258604237,-0.21226907544675092,-0.006990638812151426,-0.01783017093899255,-0.020522109665847124,-0.06432888365884616,0.008663814908960007,0.038484348548917864
HEBP1,0.046080326851072426,0.026638875054773012,-0.03580112343038468,-0.017743666211170957,0.05311916983805828,0.02991362509569615,-0.04792277842646397,0.014411703206380532,0.01001298184935472,0.012245318451483673,0.017192131645104185
WNT7B,0.024678434084242477,-0.022753995280856167,-0.012117867862328265,0.015395920666297696,-0.07497956893202724,0.052879446446786785,-0.019477546998551615,,0.005663872323012506,-0.03847817815159069,0.031300363043812555
PTMA,0.021710884982132667,0.03468674764362901,-0.012340730290548593,-0.10391301494363894,-0.08270847452440233,-0.03900123225991116,0.02649166686468168,-0.051073608051463534,-0.18838888063673187,-0.03716158685227201,-0.07259007342898811
CEACAM1,-0.012055895283027524,0.02146351643207976,-0.01659531230439098,,0.031521137258506006,-0.008698318865026948,,-0.005348099171753143,-0.031369865731648926,-0.0012445018664141987,-0.025996555891093915
PDAP1,-0.014176591106913857,0.033454124791188325,-0.06244567308443727,0.031224987889919356,0.17982754902261658,0.016841584134945044,-0.04620052189188549,0.16260500579081888,0.06220784145719474,-0.03513234120191168,-0.02753773625784035
QDPR,0.018987035508337476,-0.02873269578382942,0.06309493689037037,0.03595481507143945,-0.2014855889349731,-0.03266996293351158,-0.028642243221774773,-0.08219664418410291,-0.19976308940423873,-0.008747619647503103,-0.02328606115511699
POMC,0.16069457588447408,0.0010136295092472607,0.03414076727672248,0.03205946402866032,-0.07371354722354789,0.08894922810780763,-0.01723345120772627,0.17493160900587354,0.025199897127318516,0.036587411559829544,0.030250572330951832
CCL18,,,,,,,,,-0.032815583508271906,0.019113349209630197,
CCL17,,-0.015228933061595151,,,,0.02792159051319086,0.012223365498773751,,,-0.015296642731130941,-0.0010147976878759504
VEGFD,0.0012423198300510986,-0.01696671315743807,-0.015877455216818215,,0.02800906821113364,0.00032709330584988067,-0.017683321096745037,-0.05150061056147249,,,-0.0243949261194806
TNFSF13,,0.09895122853148679,,-0.009870281950244057,,,,,,0.0011848640018927812,-0.00472012789939576
WNT5A,0.016643169418865077,-0.04397376917953694,0.0014107408592341764,-0.015427051368325638,0.13972456769338767,0.047194200958433144,0.0262151553632203,0.0116212375100971,0.040010455706581044,-0.014473487008390145,0.03699634070514586
CXCL8,-0.016168405121986102,-0.05317391515276414,-0.08620111070961269,0.09137338850838649,0.04172174066188225,-0.03819699489296791,-0.016467477501652436,-0.05112706279540926,-0.05777700135788036,-0.056009405331768826,-0.0029534764726837177
GRN,-0.004082509713066214,0.023222617992247844,-0.037418138740198614,-0.0595549482729892,0.18483782037542995,0.040781083465107955,-0.023811327472327146,-0.03070232581202218,0.08724834961463934,0.013701280275726025,-0.00711508826774123
MIA,-0.015356641425073547,0.009005919382692677,-0.04817768525670803,-0.017847373360587025,0.07818818997270065,-0.016545022391438485,-0.020111053674800358,-0.04140905223109966,0.06817907741999975,0.13130640946687322,0.0750413285661965
COL4A4,0.026071252163634394,-0.03670378531127175,0.022607002390002413,-0.00939113720249604,0.05489887400364641,0.0010708475706814177,0.010599878993116122,0.001803082593994713,0.029461999286735367,0.0019858390209374775,0.06236313518763785
TAC1,0.04624087613053558,-0.061701843208817435,0.06418723517600224,0.08989135655399261,-0.10224020584958154,-0.04173559821037987,-0.03989178407683217,,,,
RARRES2,0.02178621679872761,-0.015270083311397462,-0.05075499364337526,-0.04703319039915823,0.16920787908575172,-0.003929637965353673,-0.024095848241754973,-0.08305403881715356,0.04570056277518806,-0.025628241675939294,0.013793145382998806
FGF7,0.04688842058610545,-0.026994696835559745,0.2240095134968552,0.01992425854858995,0.035158074358266414,0.03488425417593781,0.05111229340906332,0.02966949001937602,0.06648433777148373,0.07205597763017742,-0.030303871462768917
HBEGF,0.047308145195463044,0.022266009470995562,-0.07095696129523729,0.005600370814856472,0.12611874277053992,0.016801193732381398,-0.03916678651496536,0.017107303022177403,0.10823268844089279,0.0027293557157587684,0.05421922389120404
CSF3,,-0.01815156035249213,-0.023948632927816908,,-0.012717467422224757,,,,,-0.07129885768100208,
PI3,,0.04735253250070062,-0.010808587683811611,,0.04497830722145206,,,,,-0.07155891705159838,0.005347979114460906
PCSK1N,-0.005091333205001593,0.03645891318267132,0.04561016580146689,0.052393470684657585,-0.05018776392395927,0.06392113466666345,0.01181787715357255,-0.04827335065348119,0.04219277996825812,0.04607430801942719,-0.07008384283974568
NTS,,,-0.03060162851428121,-0.011464444781076803,-0.02469590489895335,-0.026447587837788424,-0.02529142939571296,,,0.011733838273114416,
SFRP1,0.055602515477094556,-0.013287832749183917,0.0021080685050072806,-0.008010180133645356,0.0393587987773858,-0.026476728119368558,-0.024107743326014563,0.05137069496310217,0.05434977332434975,0.009115458115701008,-0.020144316021163566
CXCL13,-0.029152189108378655,,-0.01795063727293106,,,,,,,-0.03435939582530915,
MICA,0.015378888961346697,-0.009423363924905394,0.03274573452588005,-0.024333660088244186,0.1532803728501252,-0.0040304791474811775,0.005232850925806341,-0.02725742998803694,0.08721526510848351,0.05696019813198755,-0.011500278782184082
TG,0.061933086167437125,-0.01433967678409954,-0.03841788312723915,-0.013232991457196003,-0.005410084306959131,-0.022340321641428764,-0.017446668978538922,0.04644158531797613,0.02824043965520471,0.1261490990710856,
ADA,0.07396737081844619,-0.044866389230904566,-0.0458773021927049,-0.02585194866886844,0.09444591168336994,-0.00921434699494294,0.011420677563518146,-0.08707637328177162,0.030974823201944245,0.027391602345386717,-0.012102038721252886
LAMC3,0.014688128728208813,0.08093351312987233,-0.04478908179506782,-0.05191007966304948,0.12728832407733517,0.0004658620700996984,-0.023581137109655516,-0.009050752762562623,0.09925653662182836,0.05199445618081358,0.05893187747767734
CCL7,,-0.01036756340398213,0.006785938923281973,,,,,,,-0.022926141568303367,
NGF,,-0.02375473575854388,-0.025403201876510264,0.22231848602893167,,,,-0.03648199378633541,0.009390037239875077,0.007739024311826174,
TNFSF15,,-0.011544788921364697,-0.0176208697602523,-0.015332945757074116,,,,-0.01672011849588532,0.1016989329963366,0.015770371737322226,
HMGB1,0.008678617138535611,-0.015805108841872553,0.05003479079001174,-0.012686001342036641,0.15476874338584343,-0.026679180160679997,-0.01609941304804623,-0.02963790624739586,-0.12794965931422478,-0.021242390927103,-0.048420159195285126
ITGB3BP,0.05630574431419053,-0.0474871853678503,0.03316690810372922,-0.061428641436445164,0.10315058583667541,0.030810686932739823,-0.043133357927167826,0.039812455841216995,0.0993408830910143,0.018904616792654642,0.039947185348298955
AANAT,,-0.010504578313435669,-0.015877457483414424,,-0.03126341237628392,-0.0059462357532573985,-0.020111054793428514,,0.08947739774990103,0.06448507797049591,-0.00957160676690637
RELN,-0.0001534943690201523,-0.0182335955038965,0.012742764303412648,0.03463366935509897,-0.06254878704492908,-0.005532759857388323,0.04521587012624365,0.020932712235743466,,,-0.035779780231892294
IL15,0.042343437766858325,-0.03646107877651634,-0.02305445869234428,-0.010910302439250659,0.035045502202064475,0.009450908061715921,0.04801233959685508,0.043257940330636645,0.058706515778164686,-0.03684728148970363,-0.03562976688500187
UTS2,,,,,-0.025481568494931914,,,,,-0.017127431884510918,
BSG,-0.018636558692467286,-0.04548796957557643,-0.023040978245119834,-0.04229057733092503,0.010000608874369503,0.05230026120018408,0.03650535846779632,0.003403367263744033,0.1014012961486442,0.07351419929704651,-0.0050977934679043435
ADAMTS3,-0.028804723575724483,0.011737502426435693,0.015008620820908211,-0.017573341016514157,0.20279475853357712,0.1212146222534905,0.024918984506099216,,-0.006273592168801637,0.07948306293730378,0.03875724549412413
CD34,-0.009931791878381271,0.005030058319891943,-0.03269732601649208,-0.013324707872494563,0.13402750001595493,-0.008967013164327116,0.09298698855417949,-0.09245432835137433,0.08187983826498921,0.05278343852193759,0.0010885405141104738
CCL23,,,,,0.04428165706195353,,,,,,
PLAT,-0.016900892505932318,-0.015066675249813869,-0.02972324759687601,-0.07830232056904578,0.17358778482756265,0.04382027905043708,-0.007623602448854712,-0.08799157041621421,0.12579635217423993,0.08160848778279581,0.02105905973282753
NTF3,,,,,,,0.04144529604641236,,,0.11186245548421157,
LTA,-0.01205589652017832,-0.013287832127558213,,,,-0.019349516669351932,,,,,
CKLF,0.02685847015591218,0.08492689892332633,0.002361238646698568,-0.051623072474862766,0.17961325868248554,0.026375415797641726,-0.03939563988580368,0.03362232788857825,0.09955582548905773,0.039504617479647286,0.0032608173601956785
CD24,0.082845758950277,-0.0016772121466127206,0.01780621432871532,-0.06906650710451057,0.030812920280756963,-0.033420090105614565,-0.013779649830513167,-0.030764458742460678,0.09099450614366339,0.045823972154443116,0.04378662471787608
HSP90AA1,0.04568419336522407,-0.026406408952567077,0.020622604266642,0.05778852480084855,-0.2159211119631817,0.013835325684097129,-0.010920822994380285,-0.021599416228380013,-0.08567186192953317,-0.10540651121904157,-0.038486741335510284
BMP4,-0.012779957028111669,-0.020767212997179596,-0.00504784752866329,-0.043720368319853896,-0.04038896302443054,-0.044266849133358974,0.03839411257854682,0.009410023431777338,0.09135780432878596,0.04664480265193568,0.07108741098048271
SCGB3A1,,,-0.018908091796933767,-0.013927194026733897,,,-0.016963871418238723,-0.12162063310631656,,0.004745667328273032,
IGFBP4,0.004654663340237914,0.0407198018466998,-0.0761170580160993,-0.06423842601883348,0.15220340047432707,0.019223405523181657,-0.02014747145173327,0.012345777574665257,0.02049730417626059,0.01360843841324433,-0.0057031965039661785
RSPO4,0.06405498708086622,-0.005619819209431109,0.04412256374790092,,,0.028308323576071028,0.016632574469372247,0.008765127071400331,,,
LEFTY2,-0.0122039612721714,0.0139647755736359,-0.0006344345957722342,-0.03127366350613917,0.08313883513615232,0.023219793283397478,-0.018601089761974162,,-0.0270611801752516,0.22602267925675507,0.02953516888498847
PF4,-0.01096647645281815,-0.009045494816796198,,,,,,,,,
ANGPTL2,0.04805708355860973,-0.009186764963731386,-0.01997380648333991,-0.042423044249849697,0.1229147839963479,-0.00425029818271664,-0.047892547718357555,-0.07075929355071159,0.005837622591312988,0.13252212019489928,0.034392664341872714
LRIG2,-0.004153416279898639,0.0027256074049192267,0.03707892525922907,0.00519536207002517,0.123877371023494,-0.02331733423763487,-0.046657849708047164,0.010692610314589679,0.0588580054779631,0.017193189817298442,-0.013877300107993198
ICOSLG,0.011862645095239493,-0.0160736666421789,0.045158573370108986,-0.011505741023698736,0.12010765832178609,0.0034490355118247033,0.02093261979934342,0.06375788697630691,0.0553602089085683,0.022805306856677268,-0.02278327820058569
WIF1,,,-0.001219472029858888,0.10232188836020573,-0.1288760165355124,-0.017366317601968467,0.023590355607072688,,,,
NPPC,,-0.014031793137994459,0.029081082099838652,0.03546149865260808,-0.024546411716177823,0.007188180777919528,0.08724147294140731,0.15634487739666691,0.08853289016081728,0.01871341579982783,0.011442956501207838
LYZ,0.005103578445332722,0.022780953494537657,-0.06804201361312463,0.022852853152386724,0.13256032415102592,-0.0442455959539064,-0.027854264206148834,-0.08091197216144552,0.05500154208763627,0.017299696479200145,-0.032250995050869716
EREG,,,0.018991452167617055,,,,,,,-0.04653595648259128,
