,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,-0.0009182324723071267,
BMP1,0.06687206897104539,-0.004654633981200679,0.05558135190765905
NDP,0.00850254487258211,0.06519496535634357,0.011190348072032442
TNFSF18,,-0.035745116350144934,0.012856624132350461
RTN4,-0.08236141823105858,0.024188541730251915,-0.08661809243017304
HEBP1,0.0332778735119345,0.009123319529237133,-0.029321761312248406
WNT7B,-0.031787887038221406,0.05335148239504744,-0.030169561664968685
PTMA,-0.04102286905710863,-0.09236717319231681,0.0457087470231465
FASLG,,0.01785259522095412,
CEACAM1,-0.015399751345296819,0.004909777902925875,
PDAP1,-0.003960042904531109,0.0056520313478216335,-0.0322920353176316
QDPR,0.024429464004606247,0.022855646203324965,-0.0934563774744004
POMC,-0.012803290139410357,0.04957722732094337,-0.007277008259364368
CCL18,0.028202916156921033,,
CCL17,-0.022230507854607503,0.0976284826871267,
VEGFD,-0.015399751345296819,,
TNFSF13,0.01001095591954212,-0.03848152026292228,0.040698005249038736
WNT5A,-0.0012638918479610493,0.04339891989126511,0.09557140050837568
CXCL8,-0.03295425838625619,-0.0016458836969385027,0.014012937715279101
GRN,-0.055015464263440686,-0.013545640790412363,-0.040655273332766854
MIA,0.1285800862808797,0.07461144658615158,-0.03202589048183854
COL4A4,0.040731544023817456,0.051192246323753646,-0.015983066682558517
TAC1,,0.11398610563614578,-0.08250535706996244
RARRES2,-0.03969045271481345,0.08105047236429222,0.002710997789244073
FGF7,0.07654675437812232,0.056060991885024676,-0.03263297490503547
EFNA2,-0.014636433054956832,,
HBEGF,0.03444163625488984,0.06446206705358373,0.17379796925650004
CSF3,-0.03648026529519026,0.025876678642977033,0.12036769333930725
PI3,-0.05098309892826286,-0.033748292184644944,-0.0813687249533081
PCSK1N,-0.04800769107196278,0.09314984456936176,-0.07736610665336151
NTS,-0.017831716217815763,-0.0081833369359772,
SFRP1,0.03457528912961008,0.0438940580232947,0.007180587426050702
CXCL13,0.004584720098603903,,-0.026991632588076176
MICA,0.00868267735701886,0.059208147338966975,0.11849184530053458
TG,0.050462711297813975,-0.01204671587815553,-0.02974491879211291
ADA,0.001145028946294434,-0.011951242750247726,0.10618240611594493
LAMC3,-0.002609865251337561,-0.012292253785165066,0.04302425818023907
CCL7,,0.032889414319088546,-0.03791492591943337
NGF,-0.01443969477057573,-0.04074402706868917,0.0431502293514261
TNFSF15,,0.0441263495615157,0.11680935900695624
HMGB1,-0.028090290878688546,-0.016827737452603936,-0.0012906279889189343
ITGB3BP,0.042566461572390364,0.027956331966861907,0.09222736223438618
AANAT,0.06145193314710411,0.045978232063553136,0.15119913036359464
RELN,,,0.00994834292350814
IL15,-0.03570988799047452,0.0023897925450089346,0.09023641471831878
BSG,0.06586736717461297,0.07821338077474761,0.0787676906184134
ADAMTS3,-0.005397006871738425,0.044772899218376176,0.012467929890957272
CD34,-0.030884721834178414,0.03213600238921959,0.09667840205989033
PLAT,0.025227397214662595,0.018244737649918002,0.06088233620494799
NTF3,0.05770479076240616,,
LTA,,-0.01726885161867605,
CKLF,0.014615936368741367,-0.012915768097187823,-0.02506095079178794
