,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.03418792752242359,,,,,,
BMP1,-0.02119333514682225,0.03415174960210193,-0.010443424591323476,0.014523112057976708,-0.046615036395217156,-0.0002701273640732166,-0.26214888171168343,-0.0277527464930113,-0.033322942780076914,-0.05371656569870749,-0.11114517980782686,-0.02913167976458781,0.019852480269702943
NDP,-0.04299270571686885,0.05242508108337274,0.02560371162982344,-0.036980145176845045,0.06283917022659494,-0.02337693156199051,-0.06585195408505756,0.022989135500886895,-0.04924494373265611,0.02988109410082966,-0.027819303972491282,-0.032883163393416986,-0.08644361420635227
TNFSF18,-0.02181207774880129,0.02114251242011389,-0.037760826567978384,,,-0.013705757980677653,-0.05076804602108972,-0.023304518035238798,,,,-0.04019322244102264,
IL36G,,,,,,,,,,,-0.015263919738916111,,
RTN4,0.1966887617726547,0.08820902739137444,-0.021780371818990753,0.010005372389191502,0.12005511248929489,0.12604475866770307,0.3342748213719781,0.11004885641896996,0.15103568889423868,0.11637172243160238,0.14376672057628795,0.07640981732406431,-0.0850401061440387
HEBP1,-0.036323145395838516,0.026633225548701626,-0.04479303506438166,0.0009176155020269568,0.04213056405995022,0.05072410196225245,-0.11516002940432148,0.02258043614801418,-0.07602158184204909,-0.06938340726939758,0.025694993048593493,-0.01691956564076544,0.016944943977003
WNT7B,0.32332350907460616,-0.020031418538660428,-0.02345585492536037,-0.00915159852706472,0.07724922208497736,0.045825280102949506,0.2500021940446696,0.049424358933755,0.12794161970872076,,-0.016776806828541147,0.031090284992298177,0.030658388078751625
PTMA,-0.05044741523432427,0.07778516657242994,-0.03302658866462319,-0.036998131164949905,-0.09647103843370027,-0.06060451165490329,0.015256888255787889,0.03713539047613484,-0.10186476505268612,-0.18994460946492348,-0.12583775519663307,-0.016841689538635563,-0.16414156868010746
CEACAM1,,0.0335549858582014,-0.01800095788053727,0.028917071221170036,-0.02208351547541408,,-0.06680785703206034,0.01843009146136473,,,,,
PDAP1,-0.029352225078822528,0.01735066155222525,-0.03039980257582742,-0.0327898913041012,-0.06073243073048516,-0.022962145320741548,-0.21225897295278864,-0.040329803155754344,-0.007110655095963197,-0.008100837100868263,-0.027036045888582053,0.04542987591758735,0.08405994943271108
QDPR,0.10998504114126957,0.01748945355259092,0.0007088667376659572,0.011535132606391852,0.10281482184746336,-0.012031141959815965,0.08657813446660077,0.08089842402692947,0.008366844014382195,-0.15376714173192652,-0.016385472506984203,0.12369010838569307,-0.007683030652349214
POMC,0.15106887355359983,0.007352592319234787,-0.03198483023413563,0.0820602252590978,0.08835310992958528,0.08344174184025525,-0.020842528662753733,-0.006646175578904498,0.00016966755605038277,0.0014640856826054877,-0.021803675524637016,0.0825954842092399,-0.08159162223383372
CCL18,0.03396504177006159,-0.0292607729310565,,,,,,,,-0.0227389625142911,,,
CCL17,,,,-0.005867970382829688,,,,-0.009399149408150896,-0.030485253319138598,,-0.013944024024034328,,
VEGFD,0.07668202708786344,-0.006378784914825221,-0.02578276064310059,0.03161630657203779,0.08195506916707587,,-0.05727394929844396,-0.01325875920301602,0.029790910761223886,0.03814931629763835,-0.01494424243950948,,
TNFSF13,,-0.02208112523826,,0.07014609367193912,,0.04842121985433228,,,,,,0.019298429311251523,
WNT5A,-0.028394090729868236,-0.01913224658119299,-0.04454409080883779,-0.026480023938423334,0.0069686118393406625,-0.057423164344566235,-0.17432839962974694,-0.026361659885885767,-0.07787267601522337,0.030884863539863555,-0.05568856397563189,-0.05204532398229461,-0.00856109858857711
CXCL8,-0.10935317423888379,0.018309611263734583,-0.024141448873239227,-0.062156375175738715,-0.06483470263776463,-0.012515940920757675,-0.04186122017451449,-0.03942350811555627,-0.02082381670618972,-0.016578743060416477,-0.04493161880991838,-0.10600331753768077,-0.019223244076759082
GRN,-0.05168913913863768,0.002656325577777644,-0.059054985707224616,0.037332419339519446,0.010332353442019186,-0.07004833379548686,-0.26554079255650237,-0.048659188220301644,-0.029429272744670283,-0.0852339302580264,-0.018323466512489315,-0.02816348653897576,-0.10334298250535107
MIA,-0.004881554194623551,-0.02622279409048801,0.06548330420263976,0.06637141479501633,-0.06411043301996992,0.01282482077397648,-0.09766097028606527,-0.001169459422129793,0.01954489699693478,,0.04837217986515088,-0.033417787856793654,
COL4A4,-0.03317819749902612,-0.004824971783851576,0.02151821879331195,0.0030104019877167662,-0.018806724168200246,-0.01380944853683796,-0.03368966496871423,-0.011564656831013207,-0.00013829936749296055,,-0.01985357943345695,-0.048868741447675966,
TAC1,0.28244796080314916,0.013880563435540266,0.10445246040777349,0.03484904915263687,0.07450341048207239,0.08291898724243851,0.3929792679803561,0.1250710699098763,0.027250145629472398,0.03819475934344119,0.1608826823999716,0.021967064589832695,0.13663157494055164
RARRES2,0.04543035986750208,0.008485585856478024,0.006422423998729097,0.03641729898696511,-0.14622133731878878,-0.029501261693959724,-0.2854398341745059,0.08248776982859854,-0.051691003852011225,-0.024096998463193305,-0.11026715074682723,-0.013019437803320953,0.03947558359735584
FGF7,-0.0026107321036313016,,-0.00622327510175694,-0.03576885726248193,-0.0025922592599577168,0.051152758772896115,-0.027993958985155828,-0.0647834222532313,-0.00279336894329407,-0.023710205731152505,-0.0452593579794411,-0.015125542297711047,-0.03029017155233038
HBEGF,-0.0100858307231726,0.058291185645227034,-0.022179280239862317,0.02659475869304026,-0.054990175758043304,-0.007348656486898137,-0.10474735316323432,-0.1221991059366346,-0.022112390393381233,-0.041052463163386614,-0.07249805431589101,-0.025521968857010597,-0.00327035737477742
CSF3,-0.033178171231748044,,,-0.024051411849321278,-0.04901247393938983,,0.02389339477421557,,,,,0.057706399782771554,
PI3,-0.03930449138552443,-0.018873389538287794,,-0.04150547550472527,-0.06481297992970932,,-0.04013450768178917,,,,,-0.034543890270574966,
PCSK1N,0.19911267912119196,-0.005557118610623927,0.041511123032900846,0.07712048298177475,0.057261054904469276,0.019032239895993324,0.19844360036211273,-0.08798832085866895,0.08135988660888617,0.20731975357234736,0.11427261848389367,0.07609112127279292,0.16073876084687316
NTS,,,,,-0.04696577543015867,-0.012451722352005852,-0.043809555552466524,-0.0024290967436523397,-0.028702627152886243,-0.03308688764494429,,,
