,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
LAMC3,0.04006958561387228,-0.029492107019354178,0.08874711255697279,0.039314576850639514,0.015221165566631766,-0.08543430744230571,-0.1336385318072027,-0.02521763922267044,-0.06293456880346755,0.056940077731494,0.012881181570135796,0.09237215297983271,0.16832932902137193,0.014727454491154226,0.06688937328039825,0.012870517698491107,-0.04558502695557666,-0.02129929966255249,0.0010749288593169001,0.1393505963224823,-0.08603809443480277
CCL7,,-0.022592885071799892,,0.01086067402007361,-0.01207710015085726,,,,,,,,,-0.032739944565267055,,,,,0.0027425860630343603,-0.046288281231437474,
NGF,-0.025601984973027014,-0.0593474121897047,,0.013985839062677679,0.03198428489696904,0.005487031473044261,,,,0.023802303218230875,,,,0.04375515141144508,0.10818206877066935,,-0.015274288976316656,,-0.047399145455787266,0.054173107521565636,
TNFSF15,0.004541085943349338,,,-0.013376347312238574,0.04683446477743005,-0.015140888513359901,,,,,,0.09204414717153137,,-0.03191776957243802,,,-0.025441760068943355,,-0.010443751704750655,0.040565068780727846,
HMGB1,0.04401877753264675,0.06582601062017919,-0.05334757638897727,0.04486105658015191,-0.030112314440267532,-0.07092409896909056,-0.27213750885553206,-0.005976916452481779,-0.06848953469634804,-0.08168098757495554,1.95643556153191e-05,-0.04825051880820988,0.10607954411331615,0.00532663385410758,-0.01559676409642499,-0.06063628960718136,-0.014343788498526092,0.0010809414180719807,-0.02744799782179562,0.02567784980812075,-0.06473440570315343
ITGB3BP,-0.09836640308633127,0.023128375139109834,0.030966547586928357,-0.013182753441607558,-0.010247851730603823,-0.07720611836712477,-0.23752183494656207,-0.01217807201387837,-0.027613837984434123,0.03353066243150492,-0.17674904414580928,0.2317120099018174,0.00806550249859683,0.019109662747953542,-0.03463369862335166,-0.0088253116197303,0.027587133711572648,-0.03055604211349206,0.07874790625140285,0.06025012142505693,0.00858923233542347
AANAT,0.003604549508429226,0.04010461585270385,,0.01409514298486707,0.005874867759805925,,-0.005925948538432132,-0.002387087072205475,-0.002870954027927047,0.06970551122805277,-0.027978879973661667,,0.11605466840812265,-0.012883419791132335,0.04452698952722265,-0.004727543625491589,,,0.030220864600768556,-0.023688988513660962,
RELN,0.1313509428622324,0.028090782427448467,0.049272222507110205,0.039823261637137966,0.10197562317182918,0.07133967376935303,0.22790167375215822,0.01109100946149809,0.08202901846010441,0.010827965525448267,0.12804194553649986,,,,,0.03250203538306274,-0.03073088898051738,0.005193740990549928,,-0.004707205837756693,0.0853862301590124
IL15,-0.03161205459606443,-0.0042452757824829965,,0.05226741570281136,-0.029438027501057125,0.07629630993599984,-0.07183827947714456,-0.012820766915924372,-0.020017732414786927,-0.018814641666649028,-0.015501604630070399,0.09810661793976297,-0.020145136538114054,-0.04378835570185661,0.08872246118092152,0.016161251037701732,0.057286895834123504,0.10810102964418228,0.03602781029300262,0.033290015469099876,
UTS2,,,,,,,-0.11664111657634597,,,,,0.06944561494811492,0.04805808873461949,0.09967525121133271,,,,,,,
BSG,-0.12519595569291506,0.037683947994335505,-0.01088844881509936,-0.01978308141365908,-0.06731063274717668,-0.004675090823646604,0.19506554345346264,0.05784240565361212,0.012452913853063706,0.16867902121469883,-0.2483672088031291,0.3112861261938651,-0.051072816598183614,0.010089143362734934,0.007192598301262708,0.07937109146177723,-0.05560582706050269,0.022037709706680116,0.14073334916761168,0.09923030894863824,0.1545033691074674
ADAMTS3,-0.05896920218499791,0.07615565847294352,,0.04058680935154332,0.03217527559848442,0.05213921814723298,-0.26023048811620747,0.006918695469453487,0.04445534739652791,0.06767058290628186,-0.008433119815807936,0.3813064345820518,0.0823278547458394,0.09004285453394982,0.12123750953406408,0.06948716728688073,0.0064748362986178365,-0.04221620257812867,0.09443499022106212,0.056256246866548,
CD34,0.07646228518731084,-0.05434782128967017,0.06771271269747771,-0.040203251503886775,0.05594261124985718,-0.009810177020410706,-0.10251435624105526,-0.028608452695613636,0.02568460753328917,0.02618294246010496,0.020080094098338268,0.074794048736729,0.17340133932734836,0.0545793777474671,0.047260002866125826,-0.008789133101400328,0.0023866442404813903,0.03793281210538643,0.009743551747706311,0.051062582218415094,-0.027688662624219422
CCL23,,,,,,,-0.04253575769082997,,,,,0.19320289085930917,,,,,,,,,
PLAT,0.015720122410917362,0.02777694864482445,-0.03639570666038073,0.019783015039804192,-0.04294869804632462,-0.1769658401879304,-0.2680637427732867,0.006439199523367335,-0.010788038242627607,-0.04112368074961001,-0.12124486015471507,0.07239563278293082,0.0848901782023779,0.10743453320758159,0.1714673791024646,0.07144466275907643,0.055940577880617036,-0.05663210731371744,0.11461222576952122,0.12818517831794454,-0.08105617127743232
NTF3,,,,,,,,,-0.03464147929205467,,,,,-0.027756920686192163,0.12093153480407579,,0.014821406136008079,,,,
LTA,,,,-0.011959693213382923,,,,0.04098236784102067,,,-0.02418479775033399,,,,,,,,0.01647196183937824,,
CKLF,-0.10882417565133067,0.031071090203196042,-0.0036349488821936717,0.04582397833019202,-0.05690102370286551,-0.1235255337838355,-0.291229513590737,-0.011156760528303515,-0.10446079848181516,-0.049662187743556914,-0.25122395270357156,0.20293304899840606,0.07413747592932339,0.039032172347410424,0.10184316030016384,0.055330579701039224,-0.007290018808950424,0.01725430233524256,0.1456366478081119,0.1411012596590937,-0.018219475362822347
CD24,-0.04335411213370656,0.037816171345414804,-0.021339399125403696,0.009525038269885419,-0.07662962209901081,-0.07921364031288795,-0.03831550029471655,-0.03752209346830663,-0.20571360771443695,0.028294575203632034,-0.04869095561305258,0.23999682476758114,0.09587540205286363,0.02034994717104058,0.10694260583844457,-0.001113253437798794,0.09864083422350255,0.011297402413993697,0.08495052881482854,-0.06925310712907846,0.11166475500950696
HSP90AA1,0.11158407183739802,0.010000029328644591,0.02002319393707324,0.039541575978381,0.14945022506346659,0.17078645304339424,0.3242677825321175,0.0038795006698741437,-0.008338905930262966,0.16892435603397937,0.37956090300780704,-0.0713090833874271,-0.029898728536342217,-0.12858261313351002,-0.1809667655720471,-0.001671567881643567,0.0017726962947577282,0.053726037730225946,-0.13963697558653237,-0.20236479363662618,0.11114902170562639
BMP4,0.1531919234596752,-0.009900167531994516,0.010020888147832708,0.040277114776977346,0.012030891112332957,-0.08958939320894546,0.11131350166204593,-0.03553970129415164,0.008412799125583133,0.07686083689986434,0.028176442680898528,0.15707822512663003,0.05787802518835992,0.07613973000329868,0.0904297612848997,0.009587126578311794,-0.004424508530293489,,0.05696865832512891,-0.0041156253698482834,
SCGB3A1,,-0.020663522096513107,-0.025755590510488816,,0.02841782370103941,0.028211067133303375,,,-0.04481784025414825,-0.05054186116044562,0.10867761230996549,0.10828032472804956,0.11839298516281023,0.01763401063553037,0.11244601180662725,,-0.0317420065880325,,-0.0365278022719287,-0.05796140099287933,
IGFBP4,0.012594672732237158,-0.026737516713520846,-0.037820018294375396,-0.08417274325891165,-0.01747317600762777,-0.14269182247236237,-0.14356285156779386,-0.0030932091344855737,0.002162982012462825,-0.05549665333285225,-0.11026822660868654,-0.061221479413166434,0.2521819994231705,0.014106246794555376,-0.0345766373410101,0.02343786983507368,-0.028099088684068626,-0.010084439186794934,0.029210795944441145,0.08970119571608426,0.06963495092708981
RSPO4,-0.031275449456699196,,,-0.019646560100837544,0.026375553288271607,,,0.05998254039950382,0.010186231927856025,,-0.025427234839755324,,,,,,-0.013749287000427332,,0.0827911120108618,0.06893377475577085,
LEFTY2,-0.052386580150621614,0.0005550939448466593,-0.03583381997859005,-0.0191786185879714,-0.01855487558580528,-0.04166737021963107,-0.16995647988946302,0.005071262543862483,-0.021892628681163158,-0.05143117485320907,-0.006315431402785601,0.06206622567168645,0.06505710684506708,-0.02779250542997082,0.020675778371922453,0.042565825510511135,-0.01481770511754459,0.015290134180372944,0.1226178613399221,0.0029711348357268764,
PF4,,-0.02412963854080314,,-0.0011968129527803848,,,,,,,,,,,-0.03377234589985265,,,,0.032006381792755924,-0.010751153402676543,
ANGPTL2,0.09900099293647288,-0.016493907187680783,-0.04979078165998669,0.017594744511572984,-0.008139525887333316,-0.17081676659846218,-0.2219560122165957,0.045603721589403824,-0.08163875451426149,-0.1410499636735891,-0.2942554718378401,0.25689253162392217,0.069852697296613,0.048730241547100754,0.12043155897211773,0.014062819429604868,-0.04167920998122137,-0.06763346038051489,0.07456962153521425,0.036258935508829596,-0.044228027056937125
LRIG2,0.009699850405456829,-0.010879979101600762,-0.07651267409420348,-0.01210602090728718,-0.041413949798809815,0.020553028864708018,-0.09570136222950783,0.02207947786063802,-0.05496275126987337,0.009415953487814847,-0.07077623497625718,0.04701740628886233,-0.02107130541318898,0.06857796501575804,0.04792133293997005,0.029636999209469366,-0.004007298841300906,0.06776393323844626,0.11404761947584234,0.063583003905604,0.023471977653401654
ICOSLG,-0.004353116498751432,-0.016721717324980654,-0.0461432827258847,-0.047885859818616754,0.0686521869703623,-0.07011722727514265,-0.1498186583259749,-0.024417190080053643,-0.01544227975217746,-0.0640290317716831,-0.13605564861639916,0.15703084150511215,0.06768738316991167,0.01649792643171356,0.07941993438937262,-0.005340127830244527,0.04701107889977137,0.05595407409761451,0.16321648583079898,0.013458196390482338,0.01146953366954378
WIF1,0.26337985999048363,0.023033586810672368,-0.015121664310747131,,0.08700152247488524,0.22646416589349438,0.45451173478667034,-0.004902794940350371,0.057441026011170286,0.26458401519690516,0.4334001876135606,,,,,,0.013098216794949078,-0.037364846855992,,0.0010413242622838686,0.20611838756382214
NPPC,0.019107733842823243,-0.0024051425204659337,0.03521352741247099,-0.03107047582322702,0.0781850101545781,0.07060323287709351,0.07968923726073363,0.07540632350141022,0.025448141949537168,0.05582089736519012,-0.21772433209473938,-0.08587392629500872,-0.0682629772671223,-0.04887483312240472,0.07340541787104833,0.017283248211537473,0.08004233615164735,0.06216738632859317,,-0.07391788045839345,0.2012916584725066
LYZ,-0.017356383980512775,-0.05424197852333349,-0.006420205071675529,-0.023705055244090275,-0.04558076201667859,-0.020718409420138514,-0.16410966943404579,-0.009981641435919444,-0.014170506957207365,-0.10589175735033811,-0.08318172282306867,0.1717713669178471,-0.10073047273878377,-0.030181501830666903,0.04042129570315251,-0.0050982665532868805,-0.02591842974885571,-0.00010662349569437522,0.012789820596528138,-0.061655034757596525,-0.10048049029456135
EREG,,,-0.03247881307853853,,-0.0019928703051274145,,,,,-0.027256297574736712,,,,0.023736365547936823,-0.023907324578028397,,0.038168894010591724,,-0.04152291918986216,0.04328152247216473,
SPTAN1,0.11924941366275926,0.03958659101094701,-0.015458375303068799,0.0348548403916506,0.10135838876983866,0.12632896201262706,0.15697939554427615,-0.03623709634191775,-0.0779702370208996,0.20930556867576405,0.3002478246668262,0.07618051044144294,0.023943098452312808,0.046687971077889336,0.10914256194869044,0.0587716082658821,-0.006400784117687775,0.068188434510894,0.03517890987801737,-0.08181120818583353,0.23150411365616455
PTH2,,,,,,,,,,,,,,,,,0.056345675259326954,,,,
LIPC,-0.055327191766721656,0.0093843508899803,,0.06906307815005609,0.00423838920173327,0.10162475205793527,-0.0713740014514392,-0.033977641926995455,,-0.010197404501862618,-0.03694941132709179,0.04142113964493864,-0.027427641811847436,,,-0.012421252457389969,,,0.09703149584201622,0.013749336753711726,
COL8A1,-0.07151318050744476,-0.0341719226974121,-0.030083535804893684,0.008551455536309557,-0.08003099488082982,-0.16619499396377635,-0.08710408426296558,0.04043757474459189,-0.013591595617066939,-0.06782364109365271,-0.17288146404691007,0.19271675312456754,0.0739591850854723,0.05455211404870321,0.015024839982434247,0.007714529838951371,-0.008940189328864949,0.13163252200591788,0.10666425507476335,0.007733521735199243,
GSTM2,-0.05381551452662611,-0.004744148523595674,-0.04009432870152768,-0.011883865487512519,-0.003928125022501981,-0.0017017101838301325,-0.035603811259077266,0.06696427191768026,-0.0006609801695997406,-0.009218617695209859,-0.08071848028327215,0.07594418821442737,0.05192756706557024,0.04040059228636624,0.03780118741140235,0.016492455136692126,-0.02071086816938593,-0.06583368933262075,0.026426451474986165,-0.040758534988742136,
IL4,,,,,,,,,,,,,-0.021338106436762865,,,,,,,,
SPX,0.028564440037800894,0.023964000724776217,,-0.017164056168298362,0.15590071632816402,0.07432591082153685,0.1416965116545146,-0.003572094093914415,-0.012820310204837612,0.014079378109190915,0.3295358442543205,-0.0883756601163167,,-0.03300992025674666,0.007457211950468773,-0.02520446805292688,-0.03289643066671011,-0.06063483498282712,0.008718152341327532,-0.0817691635164495,-0.0060157528241061384
MFGE8,-0.13049186226929474,-0.06351746915047347,0.07543292863751194,-0.002218934948177358,0.037176582146908464,-0.041391078828869214,-0.09529872937938404,-0.020210211875294287,-0.06324635452859174,0.10327872762522645,-0.124673273961825,0.07733060168211622,0.09106995447965398,0.02493231146835714,-0.019340246089723186,0.0972668178817717,-0.07926748516531006,0.05141068769947308,0.013832142141061966,0.0664858481819917,0.062278440146034786
TGFA,-0.18154420839848134,0.01088948025966668,0.04984646611845233,-0.05071156517036626,-0.09569857215841765,-0.04447658044887372,-0.1468708582237004,0.040304563949585266,-0.05731510857455604,-0.05693825774290584,-0.12397043062197596,0.08217512526105977,0.05165430939364636,0.018239115088478294,0.0764024560182389,-0.024266940221977965,0.037657349816215664,0.050920753874035045,0.09273063996151602,0.14107590497032235,-0.12891344117081877
SLIT2,0.2844747503526819,0.017359692643641542,-0.019143362496079445,0.02534910499127783,0.03862196796136663,0.018960254025956216,0.1791107563430372,0.01132922700757425,-0.0531072331162764,0.18990800797268012,0.39336353391681983,0.11521493326279084,-0.024711028691761918,0.07167314971107605,0.03688155053425275,0.07513303590959114,0.043168674835186244,-0.06346280299904115,-0.011602668722454829,0.0442734893473563,0.22320494705404187
PLTP,-0.060409266001579205,-0.0680991234853055,-0.02598891412385288,-0.01251703312356778,-0.0693933670219437,-0.13182509742273069,-0.28061007529844983,-0.031071362542429752,-0.24737574654557312,-0.15448856022438814,-0.07406327129150954,0.1956670319875389,-0.1380352493507479,0.06408093128585128,0.009088388448197688,0.03955221396270858,-0.02930589239526783,0.04018293343747336,-0.027219001047038078,0.07116482513507068,-0.1098802646136461
APOD,0.06132490250561356,0.052305701648037405,0.0029642145055036517,0.08275353768732956,-0.08409714948925337,-0.11213781886755886,-0.3144069448099406,-0.05067818037796079,-0.04465234795365645,-0.1573588416380039,0.1577308861558555,-0.3927931118848951,0.004935744446658466,0.12363001154433252,0.20022387553975973,-0.04093320172951822,-0.04429295221073522,0.014646931603536983,-0.055976663424618864,0.00048764643369446885,-0.15566068248074566
B2M,0.006604967545496432,0.0038765208667035055,-0.053955439092117564,0.10088340739467057,-0.06584793423592147,-0.27657963665247937,-0.3699180324792168,-0.023687728622451262,-0.19384047483892983,-0.2179715620427583,-0.3931823756150036,0.33819132629246534,0.027088640169629884,0.022360536629066733,0.08618068834869502,0.12208804532156618,-0.04285820064956068,0.09308481760019946,-0.02062686901241738,0.10958158658599057,-0.18376196656827262
OMG,0.16677241992385286,0.05949933517015524,-0.021382146797845888,0.03176634060043426,0.06904319950646534,0.041704175356566404,-0.08571135721797431,-0.05168367095709437,0.10307348394074416,-0.06352932236520703,0.29913954822190114,-0.037179458887188446,0.08965256303277973,0.07083617467973466,0.18762515130702767,-0.02768779141050075,0.04827144295346791,-0.007793512181004828,0.15805726341356155,-0.09857591315037172,-0.06327753928092536
CXCL3,-0.0797586967980224,-0.08332222516235338,-0.0453683045118788,-0.05589056791922324,-0.08407570245397476,,-0.033778500052841734,0.019489277650995094,-0.0004382188032335581,-0.036678648420691705,-0.036554722172480486,0.11670139803403669,-0.08930930458000852,-0.026528647112608755,-0.10347341624035626,0.0097785027737444,-0.04537590262334074,-0.031064336151533187,-0.03966163442015826,-0.021164852059324345,
