,UKF248,UKF260,UKF269,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
NGF,-0.025009269399837664,-0.02867580771648684,,,0.004347319303804107,,0.11348783023462766,-0.024075952737701745,-0.03310779204045329,,-0.017667609166932243,
TNFSF15,,-0.02475105169027973,,,,,-0.03155553272325547,,0.04765468130658927,,-0.040337294020573955,
HMGB1,0.01557376402025716,0.05661852297079973,-0.13969540043338918,-0.006737506506124182,-0.020953362227080632,0.044645591005760536,-0.10551797807758276,0.014866750420050971,-0.04450755297416513,0.02520948879748052,0.054642552763988064,0.03448504538243105
ITGB3BP,0.04358738568862667,-0.011475302915102228,-0.05622474536795679,0.007532712427487345,0.007536516217160267,-0.08947742935632463,0.024811315690156426,0.02406057615683779,-0.0475222048834232,0.026614736182347675,-0.004057783049450604,0.09694724018106467
AANAT,-0.02113319421059315,0.018020685762069333,-0.021291980402432884,0.0070915292896808315,-0.04688861069707402,-0.0028906758269720704,-0.028396199672926805,0.017222423948312186,,,-0.024194232694365794,
RELN,0.010722127811739614,0.033008996208732225,0.042226719502199014,-0.050846031660287255,0.04387679162177357,0.0866706111811384,,,-0.031160838003958576,-0.03615234405861485,0.14394129073932901,-0.03700486154518153
IL15,-0.031512653496461734,-0.043568456201579446,-0.03119107453802711,-0.01163489452418688,-0.04143214536722107,-0.018536720592202884,0.0019915753374835526,0.172605670265488,0.007946239034872026,-0.011507623685051366,-0.042372117698998665,
UTS2,,,-0.07023466946985628,,,,0.08232743714849704,,,,,
BSG,0.030753516056036594,-0.10633407117378743,0.05175620567517268,-0.040505418671291885,0.08193882155054251,-0.0608884438668546,-0.06636812444567429,-0.08666653285096314,-0.04455914167818612,-0.026715387077197384,0.03341633552721746,0.04628480161219899
ADAMTS3,-0.03436828797010724,-0.03400502782166844,-0.11379075096304879,0.016132228291364212,0.0034852590450355344,-0.030802047039612174,0.2105232919786506,0.06462226777543191,0.035491973790590874,-0.058937452050523975,-0.06841926451089478,
CD34,-0.060537614372167384,0.10341794998684221,-0.06267842983813654,0.06648832688497563,-0.00015921307517581675,0.061939159741038016,-0.002594270892630814,-0.008216177992442,0.047042388789807335,0.11244251251304316,-0.019770749898804223,0.024272765967500283
CCL23,,,-0.02422689381854051,,,,,,,,,
PLAT,-0.0366070361511812,-0.012444547079683118,-0.10814897417061554,0.0030885125581450778,-0.02447209584020709,0.020446179753737595,0.07003163755269695,0.08449951513028178,-0.0725721306754799,0.010077564671325983,0.03679965348059941,0.027853216155026832
NTF3,,,,0.0774375542368477,,,0.052161834609192395,0.09189504966777963,0.023680705912080352,,,
LTA,,,,,,-0.018536722880384326,,,,,,
CKLF,0.013094091880236138,-0.02846124793208123,-0.11649664377242197,-0.04462214483774857,-0.1412685816755118,-0.06534106301503087,0.019381568233346004,0.06655762723298918,0.023541748826766663,0.03212510332361544,-0.05541997738553137,0.14089843539702934
CD24,-0.026580108621128456,0.05408950250163127,0.024330883607135437,-0.12870042919681754,-0.058329394846375976,0.004231238017610329,0.12347965013060881,0.07194451759181145,0.11467117487593993,0.08098602100160154,0.05502582719079384,0.05191442196082348
HSP90AA1,0.01591154809244365,0.1342684937655192,0.19853286389911756,0.029416693308727093,0.1937986226256523,0.10304154029082944,-0.12141510771624484,-0.1333467291859052,-0.04442305615055421,-0.012919788060542295,0.07903787416866476,0.03802456095083247
BMP4,-0.0001118563783753435,-0.024623970240380374,0.05107067108481556,-0.014506852715906963,0.004600361606356477,-0.01579520244886025,0.042383131078833604,0.08858425514945643,-0.02483611237809301,,0.012586211749025106,
SCGB3A1,-0.014566097983727436,0.03620934212558491,,-0.01763007170312613,-0.040266400874512845,0.038810578020269916,-0.03073249542122272,2.8939665724995484e-05,-0.046387280096602895,,-0.03377743562812444,
IGFBP4,-0.041853839458946836,0.022159237309108876,-0.04188397096201889,0.04148459363593052,-0.06762836663452733,0.04174401949757982,-0.11812209036246306,-0.028410276726879662,-0.07100713458399331,-0.010643577148295441,0.04669264214655907,0.09259285794487261
RSPO4,,0.013257793612717998,,0.062039976136318106,,-0.02571335290528,,,-0.003058891100777499,,-0.018497907983985165,
LEFTY2,-0.022734309654537294,-0.022230147762618453,-0.08208907543444999,-0.019331586415310038,-0.038212237598792075,0.03613015908805419,-0.011016742536505262,0.0032772897781282824,0.033570752011966055,-0.03969230025267592,0.03165588374356472,
PF4,-0.01510998845737635,,,,,,,-0.022367940288944378,,,0.016051523069268235,
ANGPTL2,0.0530849344314362,0.0034972663506640765,-0.14281250805725573,-0.008461877484751964,-0.009445754863553587,-0.10373610648480781,0.08105323144034511,0.06970818249627712,0.009355794600606288,0.13013172833685685,0.055456742870718806,-0.08592426413485528
LRIG2,-0.01716319795740471,-0.03752944741144557,-0.020771496904884532,-0.0496933550856095,0.03948967679919361,-0.05509198708421635,0.10094748877063861,0.019739112672375807,0.04778018110778436,0.0331023896878215,0.07636535079575305,-0.011275804283763544
ICOSLG,-0.05636452149943037,0.012804041197083579,-0.07762778672593863,0.027739800784066716,-0.07586263015198166,-0.027825934058503952,0.028148671456442554,0.04401475123538399,0.029012981806462442,-0.04145500372883464,-0.058966671037262844,0.013313386245261032
WIF1,0.05021628116242393,0.0704260598578054,0.14812313588607492,-0.03317613986969526,0.13073294593009707,0.07499203453173493,,,0.03793678934895154,-0.052164541940375946,0.060904983488657784,-0.07153616704498295
NPPC,-0.00082480597831106,0.014521047979354931,0.030115184191466672,-0.024501481630467344,0.09083513219991093,-0.08482232579527242,-0.0383737746056991,-0.032939546260173105,0.03431849265982339,-0.01594340216729062,-0.02526961867369207,-0.0414174130956724
LYZ,-0.03484329713146283,-0.12996537471737005,-0.09163292262115655,-0.0859150976141807,-0.1263484431647963,0.028632113058489533,-0.010148104980648885,0.009770094415830948,0.03781188887689026,-0.028719676889287053,0.014050169519019004,-0.008066289418195285
EREG,,-0.06155493653740396,,,-0.029253970556154932,,-0.04560906675764263,-0.048052663967598136,0.008253098916315175,,-0.009842101317074302,
SPTAN1,0.022257748177282072,0.053320671736368015,0.11908303977389653,-0.07124483371941562,0.1983389288964031,0.08482415989348413,0.09344671855278017,0.07815951464248173,0.11147467452452502,0.0755711714416312,0.07077652185544377,-0.013126042346022389
PTH2,,,,,,,,,0.0063909357043581945,,,
LIPC,-0.018498597453599573,-0.014592705517791467,-0.05568887648828346,,0.027178816949635823,-0.029119458190329534,,,,,0.06153142132931786,
COL8A1,-0.06619091059063487,-0.030962240669349873,-0.06949753028358473,-0.05969249585708352,-0.056700899690239705,-0.049855559393643153,0.0204816990137431,0.029409840754714422,0.01615497778889951,-0.0185106129970705,-0.021825012391378188,
GSTM2,-0.0102135143674358,0.003100287477482958,-0.07253621302259262,-0.014800634084301358,-0.06007048679279427,-0.05151099236412317,0.04203246426901766,0.06207787639053984,0.024730881875500293,0.05816974500264775,0.017600329200732758,
SPX,-0.005483380247810694,0.16351633071303076,0.08908030187752436,0.05206959672828966,0.034304663895169084,0.0786157446363559,0.11629049764789086,-0.027772656907248304,0.08376713996801627,-0.0009128627941796104,-0.0027507441260863604,-0.04143287721252265
MFGE8,-0.025086103588710093,0.032616061229984575,-0.04392572061030732,-0.0020686327288888867,0.032206457940052474,-0.012581391210923634,0.029423596012269605,-0.020878391069326964,0.015936235074303026,-0.053566428207990874,0.06566922422301222,0.04313230810898487
TGFA,-0.005990150140599522,-0.0031631950479910787,-0.14027292697163474,-0.0030557128561847367,-0.047556090927898254,-0.05189576013389733,0.07833117332763057,0.015275659356830845,0.044913534489159634,0.00829311519251763,-0.028534978998669313,-0.04292781948686686
SLIT2,0.002181252987407621,0.0034936485210487834,0.07933453412316634,-0.05211295936373081,0.0883719346349722,0.06924203237875519,-0.010202303751083221,0.0030519007542536593,-0.03391149297997634,0.018434747273975868,-0.0575564456890316,0.16373047554607445
PLTP,0.04554261936956511,-0.11606557529074416,-0.13978164019039116,-0.08477914493230485,-0.14002146982987687,-0.03551311978894486,-0.05663254200270783,-0.021578530705554738,-0.05265464757299039,-0.039311462247567416,-0.014774513468924038,-0.024181661570430158
APOD,0.05559659448451025,0.029438252350605053,-0.11638375180428298,-0.03165617418642388,-0.03886076263881213,0.05647480302689136,0.11110593683549373,0.08957037728255889,-0.02338453955498027,-0.10249398680820125,-0.006044939691035868,-0.09067470792443724
B2M,-0.08747040728648602,-0.024772922445963547,-0.18711046280866278,-0.12395166578646558,-0.19231303970607025,-0.07811490522779288,-0.085857559158164,0.04793480168740921,-0.012892024326915268,-0.047432256821056486,-0.043714509455399224,-0.21515778232884347
OMG,0.021941847662900808,0.07678479577337749,0.06835449668939865,0.06046932013617839,-0.013585295897127208,0.04680992746033498,0.15187126695400893,0.09178548534676512,0.04939126652706133,-0.07153434018676132,0.06477619870098981,-0.018726220463326122
CXCL3,-0.027714586863163252,-0.07150325964838529,-0.02795535245674496,-0.003427879529357318,-0.04230010310750222,-0.013349797222091639,-0.08468137637546203,-0.07094784831764658,-0.04853514689092116,0.006641110697360693,-0.04155631359055284,
CXCL10,0.007293819356656327,-0.0007455030072310405,-0.14818830268808064,-0.0286503999945118,-0.042716483483054686,-0.021214443348475533,-0.03342450150555019,-0.030001892314819884,0.026522602741867792,,-0.030028230137371405,
RSPO3,-0.019786193341694087,0.08876212414702868,0.03487241162720015,0.009452337915955402,0.09009208134068068,0.1082447115436451,0.06419456990411837,0.06690865173227059,-0.02252592471513459,0.13043466315189478,0.015151708298862436,0.008646386493523268
CORT,0.0033313482369061397,0.10657790419512354,0.1717288040543505,-0.02026428315973691,0.0010048012547159144,-0.006793026905177989,0.1385612044974858,-0.02340691263712207,0.09444965219352752,-0.09909853152383177,,0.1088213054380947
NCAN,-0.0035983313463282774,0.17284168510258294,-0.07626741039256027,0.04754217285684359,0.10954340801548473,-0.09726420546500836,0.17147102508784562,0.13903020109157463,0.04549542787925447,-0.024829450118877317,0.09155407705231734,0.0533727480612365
PRG4,-0.021905673994300285,0.017074679702819208,-0.030287076534733545,,,-0.016310184327469713,0.012968660338974803,0.0633788477605539,-0.051339577666380844,,0.01863428674547744,
ZG16B,-0.020198781574408756,,-0.02062792459267277,,,,,,,,-0.038839242898466464,
TGM2,-0.029858187311051488,-0.074606879490605,-0.08488146227182675,-0.0029663417249138273,8.88434107426535e-05,0.16117237897268957,-0.053867996615740626,-0.04928395666417655,-0.0011151620498571371,-0.018339581900229798,-0.045719704450354635,0.15681216105255905
VEGFC,-0.027813611103757394,0.015106229928373033,-0.039931608813213136,-0.06332930570512249,-0.001600322856112117,0.0036621599387352175,-0.04165624145585137,-0.046898922081031726,0.011927994922103906,,0.035732495316069895,
WNT6,0.005164721349257351,-0.0332000043354206,-0.029783373850849407,,,0.008902208047655452,-0.04832015597197506,-0.043502793336940675,-0.03970346955838428,,-0.04013259052782308,
NRG4,-0.013415888964384027,0.04393293612932292,-0.027735161582432943,-0.052013444412661446,0.04860329750879653,-0.019418559382454504,,,0.09102448209683955,,0.13110169214466727,
PMCH,-0.015462534019952894,,,,,,0.060930922659199145,0.06762595031168869,0.0007524490100604302,,-0.0008815314795170734,
COL9A1,-0.014228552698875286,0.00481961338180386,-0.01612789038178185,-0.013142075035425705,-0.02753638696445198,-0.006372149557707125,0.07464900656000419,0.07998827646586142,0.0628090945455718,,-0.028644432214184425,-0.04970913335881151
GDF11,0.021101289620649763,0.02764496249373806,-0.05148004329245454,-0.027073163327625292,-0.035085057833171694,-0.02443508839062106,0.008968374649474664,0.001037645583404335,-0.009135476626708635,0.03967495044422187,0.01978738451964124,-0.0012907819228474792
IL24,,,,,,,-0.024529616398744965,-0.022011294853316137,,,-0.015780135145803124,
SORBS1,-0.029356030872096837,-0.016277654560252958,-0.036546361113595355,-0.006504157206816373,0.03836790560305691,-0.002639563427957343,-0.010974452317660062,0.011199914779870212,-0.05115665881285842,0.03705125192484915,-0.006762815066655245,-0.03548112611736377
DLL1,-0.04091545462919905,0.06557481002151469,-0.08442860684205107,0.005490833895836565,-0.0008140766257528012,-0.06111952055714256,0.12516661414762922,0.07438611269391401,0.007603507605351978,-0.028207370773659514,-0.006574641609848903,0.04448645433037502
TLN1,-0.009831545595701718,-0.08675010431875828,-0.11662887448717822,-0.015710661199268346,-0.14680744368555004,-0.10727229984521877,-0.11605478307077689,-0.08014977258540612,0.00013052195967512036,-0.03840935439891395,-0.07835735546130908,-0.009202120257942089
COL2A1,0.0010146822452467132,-0.02708198923552363,-0.027955361970261227,,,-0.013552784934060444,-0.05362495709496094,-0.05736816780772418,-0.015519044372908963,,-0.003949868429929136,
SHH,,-0.01390182894688024,-0.021976311262738177,-0.020242466504770122,,0.013455448567543554,0.008751567122530121,0.022016792661358107,-0.02418725412295232,,-0.05411906376533916,
PON2,-0.03219538543523218,0.00148061691842598,-0.1569962702592939,-0.05545317248882866,-0.03923136831780179,-0.08490519575733117,0.04437553254905003,0.1252484782772553,0.005937176373008743,-0.08295844230258949,-0.027183330885066154,0.036072398615574895
ICAM5,-0.020824986028657542,0.16496384280322024,0.13147210997186068,0.028491440493544382,0.11591849982058425,0.0018585744332158837,0.020925588977820837,0.012590559624938725,0.0027742858851887596,-0.04916441051317888,0.07188177916807167,0.09075497796066792
HPX,-0.027126967612968105,0.06257208317755039,-0.031274177068540854,-0.01763006990578278,,-0.03287737238537481,0.021464558455740412,-0.033797352877049804,-0.04316416139257928,,-0.06115047022039473,
SFRP2,-0.019365666087143258,,-0.02231097738681914,0.011055198403016744,-0.06048649189484454,-0.025374529955315566,-0.03283568847530819,0.026692787398669284,-0.0419399107790534,0.012146839086971237,0.008793091299798422,0.07074193087862421
CFC1,,,,,-0.020978473851938042,,,,,,0.062132616468906006,
CD70,0.004158875889695382,,,,,,-0.06020539081831731,-0.049493903484062685,-0.046242804402055054,,0.0007147808299524206,
HP,-0.04464605946726237,-0.06897373623554268,-0.05601995825559632,-0.011545297395325133,-0.08041293538389802,-0.04518016688355726,-0.02387319375842928,0.0204431825913488,-0.01608298278609431,,0.0163998135102184,
CXCL2,0.0374030748805045,-0.0944510210313963,-0.060892641819641456,-0.001122677769729093,-0.0455886505103715,-0.025600838435632413,-0.10164472273111617,-0.07444085921138754,-0.07541514375208579,0.018465243057363526,-0.06362374269527149,0.05336525046091049
NPPB,-0.018791676173141557,,,,,0.024936131861374014,0.05334852014117977,-0.051509542762375356,-0.040999186175918204,,,
CCK,0.04955580460587625,0.15521879398416066,0.17669779553851075,0.1026383259895863,0.1856862680260751,0.17262275670933505,0.0857002599511257,0.08815587902700811,0.1305886237964592,0.060630580395872005,0.07104701773664662,0.099223986504036
SEMA6A,0.00962922359224864,0.11346949470730386,-0.13688432373004938,0.004032736261069941,-0.03146629409828518,-0.09710677807671902,0.11810684128155434,0.05047858441655376,-0.0017576309932002146,-0.03542052889392611,-0.0618554707854019,0.03262419465631167
IRAK4,0.0028427585546945393,0.07246550991266429,-0.07271604933722049,0.01903407015462807,0.004094164076443154,-0.06011832132330408,-0.0013049848070983017,-0.022393917189369096,0.026232858522451937,-0.016692134106213626,-0.02499769742764067,-0.015453894098210562
GSTP1,-0.024441428563812987,-0.045606796147393824,-0.1506286189470383,0.017563131020885997,-0.10159683335406926,-0.05588147918552045,0.029688493855554894,0.043615042196571335,0.07087211148980947,-0.06837567350280983,-0.055438728239180876,-0.09426353728221444
VCAM1,-0.05545875516756959,-0.10678395807699091,-0.12900152321548833,-0.08669040299611198,-0.05681588584014498,-0.001958619410435417,-0.0538766062331514,-0.045182537941991584,-0.005264658299135922,-0.002517891359797031,0.053264866526299595,0.009167824415826422
NXPH3,-0.010179753242139803,-0.02725993332502779,-0.08540847902761935,0.005034364882870702,0.021190296527917644,0.019757633087196348,0.06556805623107237,0.02074468037467518,0.04865567756781084,0.11506095529989159,-0.010488575486125359,0.07434826788485566
MTMR4,-0.019373195085797497,-0.03568157873127826,0.02882804526719948,0.013353868054393406,0.0399149736245845,-0.05938614426283877,0.08138533701574599,0.08473027187994686,0.010628309406226671,0.11590465604883447,0.04899862400535315,0.029752629253158285
LAMC2,-0.014749500878790735,,,,,,0.06861919361016748,-0.028907006393222797,-0.026626532734049125,,-0.004300161281156776,
IL10,0.016993971178653245,-0.01659783043901044,-0.036683676661170325,,-0.09233121734157489,-0.014899815480699744,0.04158035022825256,0.036065525381750486,0.05059030791518017,,-0.045424037451426,
SEMA4D,-0.027724071744523147,0.04710588977832647,-0.03906149895544197,0.00720814278871769,-0.08444581917041598,0.030532088502787515,0.16196481030355492,0.12572516742447717,0.046419591558108174,0.0787778907581132,0.0819444131361819,0.014680773071528055
TRH,-0.09772886910796647,0.08469267941263728,-0.03451564117566597,,0.0959373957332683,-0.05004293256234422,0.055679332854704056,0.06685732774847089,-0.023041688163886395,-0.05392769249057192,0.02462822247822809,
SEMA6D,0.035269987102337225,0.09449099850929422,-0.12191127486743916,0.04576033393312708,0.05069587144963335,-0.0720477538155205,0.07987482900084049,0.03193448039929062,0.01801319690096639,-0.04025147768195592,-0.046367137572500244,0.05020644096724912
CEL,,-0.052579115489318935,,,,,-0.014415408903426064,-0.024080335309411192,0.023214874324939155,,-0.062091095453648014,
PDCD1LG2,-0.041140754328689966,-0.03282576822254673,-0.03862935709138896,-0.024527841715205115,-0.04226991854091287,0.001800744775161045,-0.04233921257142673,-0.005842700226931662,0.058832035922642176,,-0.0028938280756448317,
SPINT1,-0.016812968254755187,0.08172627332955798,-0.018356148238358086,0.019857916382211776,-0.030930911337153255,0.009393275075463442,0.04913782008211684,-0.01353253141501972,-0.007996464741045857,,-0.00705445209253561,
CTHRC1,0.004325899016246196,0.004488585638531461,-0.08821648922176568,-0.0009007940765331704,0.008585875743455158,-0.03013647241062913,0.022234350032071637,-0.006556001930254762,-0.03743656937240429,,-0.0055966719772590585,-0.05774375410137906
PODXL,-0.08354252492522708,-0.1136437046765161,-0.14393221748369964,-0.004156492291529454,0.06232393098127625,0.04909654469670749,-0.06190368742815557,0.035780906729578614,-0.01792228235650306,-0.006949357855745756,-0.02183362655370078,0.09328772964422828
JAM3,-0.08365733536955995,-0.032209598829426006,-0.15046359175146148,-0.013716905148423962,-0.10753012374773191,-0.0849532183492239,-0.07240724867956178,-0.008388709675301824,-0.05656309660789433,0.004042970282924995,0.016086013258447628,-0.08931055279146088
TGFB2,-0.0816417836168543,0.04958673899487508,-0.10571175606435801,-0.057842305852682324,0.011262737881469202,-0.05855466975759269,0.046530483755797956,0.05325396528814099,0.06533451105013825,-0.025616619501387328,0.02820425466346374,0.007830253455117384
COL18A1,-0.020227958426567615,0.049144458771116756,-0.09660740009543112,-0.007794470256463881,-0.04916604739870919,0.03453091524537828,-0.09361994054781765,-0.10763119363841032,-0.07602890952578752,0.007225711218211819,0.027708440048436776,0.04404817944693122
NODAL,0.004799297913690039,-0.002960746652652755,-0.045829522226406724,,,-0.007885184285444009,-0.013622459335135199,-0.027189134182310736,-0.030449437208249233,,0.044255825772083666,
INHBB,-0.05800606682781314,0.013140387319869553,-0.04096193343672325,-0.01279765922220046,-0.028183324916980647,-0.03253225555843006,-0.02488933432363376,-0.06013982145880265,-0.06874400297719566,-0.07599812438879457,-0.003705601229347372,-0.059422463716698355
LCN1,-0.014749504197488487,,-0.024532451682629165,,,,-0.026653180547377964,-0.025676698258002183,,,-0.04076478005753037,
ARF4,-0.036814299257338555,-0.08952258796830508,-0.05389987953347978,-0.024573563312025464,-0.07091070843099372,-0.037450259663461126,0.08053892421145094,0.04447521799869148,-0.020679596754753806,1.1914968548965015e-05,-0.039324825512076764,-0.006652905880110827
CXCL14,0.005246402811183069,0.12081162426130361,0.029712767483111097,-0.009959684916257537,-0.0129543910065889,0.017654293628561153,-0.08666376289811373,-0.04782980884011203,0.0011841654488626444,0.042620816447933176,0.07983305521410708,0.1298198357183659
LIF,-0.06839287008998013,-0.0809461322987845,-0.07982684517711114,0.006190709676312165,-0.02155811786601614,-0.02756643827999569,-0.0796374227315362,-0.039376559968409795,-0.07309342723304026,0.01419664511672394,-0.028374546803172425,
IL17B,,,-0.0405157084095584,,,,0.016337609260878704,0.010212156429872617,0.02457699533977253,,0.01819404675814163,
MMP1,-0.020334627147519498,-0.02665072485354945,,,,,-0.05362496218581331,-0.04232163982975589,0.0020988794929668393,,-0.03838750818948232,
MATN1,0.07028559333855937,,-0.02572060775098878,,,-0.013552783247481206,0.007969944597305656,-0.017017803478456415,-0.019823098784915897,,-0.042002451247231495,
