,MGH258,UKF248,UKF251,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
DCN,0.06594383968627889,0.07703182923033267,0.06429195256843198,-0.14379781315086007,0.014185119969283521,0.042230781043811096,0.1075052649125869,0.05892529177550736,0.0543525145075752,0.03228874669471052
RARRES2,0.08724111013435472,0.04335969540131527,0.026778043441681273,-0.14149282342966854,0.041772769365056237,0.046094484205231386,-0.002977891556018387,-0.0347312900135365,0.025261569918428033,0.05738869870328947
SEMA4A,-0.026254899396449486,0.008393780941590824,0.021315053625657897,0.03961602773684333,0.010302287920863098,-0.0011753110692332798,-0.024702780020115216,-0.01202207637029542,0.04670203362433015,0.005880158020404462
GDF11,0.03942259751850982,-0.005171418300435894,-0.04956579538037584,0.06368450273011313,0.05941426494506377,0.001047797955818585,-0.006112625126034077,0.002537702308354114,0.026387455343283114,0.03430532721593787
GPC3,0.06372690312209235,-0.034016093206421516,-0.016503209115614686,0.01395768226531127,,-0.008325267135583169,0.10915924215719823,0.023431585820989184,0.041213263235764803,-0.03369996460714533
OSTN,,,,,,,,,,-0.02591886418949478
GRN,-0.004874497459083187,0.05670731918734934,0.0511319579601068,0.032496208249899114,-0.009058026973191918,0.029339889906814957,0.08243238373124172,0.08186655624469155,0.0645857392233351,0.02237651558705115
CALM1,0.014760112491151042,-0.0529902843905479,0.03926772868742526,0.08954656217675651,0.008200129594536278,0.005730314064415132,-0.06064038168513864,-0.06516851723401682,0.011828475088929428,-0.0592229678439867
ANGPTL4,0.011221624711213758,0.06047532460244165,-0.03274334180061307,-0.1231713784086396,0.023968014082909543,0.03215584630619087,-0.004064785435781947,0.028125295742340444,0.026841109646012003,0.08051628561335808
BMP8B,0.030032450653402275,0.03043896947322359,-0.017667376036988845,-0.0007405851037615073,-0.0021023086615283796,0.01074205674310054,0.022504755503273147,0.07902424469665494,0.0480979082586713,0.042777624375352555
TNFSF4,-0.027723384216615427,0.006566139043864444,-0.01690692788809353,0.04930297850459992,0.008852458825259039,0.0017311565154114908,0.04518686297159442,-0.02350732128229695,0.08377739897782585,0.024890872114329207
RBP4,,0.03448769609592155,0.03936654762861365,-0.004415961131261266,-0.04348162356315785,0.06712087892080036,-0.0022243003826099344,0.002151804158246687,-0.028057455924390975,-0.028392906834489667
DKK3,0.00974168910095976,0.004002888042499656,0.009669888212218921,-0.07378173728871956,-0.017952865652609163,-0.0025714679152712056,0.025347433749822804,0.046639530390796186,0.07955799302901757,-0.07376531266687775
COL11A1,-0.022747217382040934,0.08552672503220766,0.027495452922086775,-0.04256255276473689,-0.032907920439131044,0.012182654965146285,-0.015137313876884956,0.0005282707788392579,-0.05181239995476797,0.028213535699829744
COL5A1,0.09452943675539342,0.10787880476499742,0.0022740357941489937,0.07588314508027993,-0.023454413678230784,0.0781016194217532,0.08695298566924549,-0.011671252746352879,0.06238810677143072,0.07322842005679532
KISS1,,,-0.026651818901713014,,-0.01300685925476026,-0.031332023138670395,-0.018316347222995848,0.052748673162105075,,
MEGF10,-0.09055496906891383,-0.021891648751957843,-0.07848305331509552,0.009231273811847534,-0.0029563987985956174,-0.028180970895436655,-0.04173020467451254,-0.0263970592450412,-0.04566789462916137,-0.03551815293480544
CEACAM1,-0.02358391789291431,-0.015803933884392458,-0.01152218358795122,,,-0.026535772699704016,-0.017888116868830264,-0.016688751976690185,0.05584124148446928,
EFEMP2,-0.005938903308132075,0.06917327003639777,-0.028080598469458134,-0.08242530340807963,0.032563532396917866,0.050712887432675886,0.016103360905706923,-0.021363105110855197,-0.009514642822672505,-0.01625658832073443
IGF1,0.011298115013487344,0.009031182678223344,-0.009770209805558084,-0.03644548554002214,-0.023466364478342047,0.009329780228063484,0.011981531832296539,0.042414738471779685,0.06112941928478825,0.044010525872515305
COL6A3,0.02494473262082463,0.06857902524250045,-0.01619451140961034,0.09223754187105146,-0.024994690587583593,0.07662406124041049,0.10597346935853144,0.06004118693950367,0.07217336431826235,0.08744841339537664
RLN2,,,-0.01108737872127815,,-0.011082993898319014,-0.020459276837589205,,-0.017328163032272366,-0.01907116454968361,-0.021753281109948477
