,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk
IGFL3,,,-0.034340070428409634,
BMP1,-0.031815719564648175,-0.018174378267798802,-0.03839033871627692,0.09666730348325568
NDP,0.02063427541130588,-0.010235992983305868,-0.04229393517871745,0.0029386088911935097
TNFSF18,,,-0.021546048087695942,-0.0366736420485934
RTN4,-0.03355015543769757,-0.02460814867725019,0.037927069531018404,-0.05273827879766209
HEBP1,-0.019185957127235042,0.036719300889431906,-0.03701342713795769,0.004781961445260548
WNT7B,0.017448390815265207,-0.00220022789721713,-0.015304390347181887,0.015541878139020896
PTMA,0.046732119298874907,-0.026640869029771194,0.08854199743602613,0.04699077279127074
CEACAM1,-0.0005718860608608165,-0.025252856128975452,0.04934749471535635,
PDAP1,-0.04244759379708636,-0.004010165009042385,-0.045948792570940256,0.04632204780518645
QDPR,0.03592496109742548,0.07080719051888769,0.110129563561851,-0.07611754359831661
POMC,0.017077761139714785,0.03482670415345228,0.028514920090355115,0.06548723341587616
CCL18,-0.037993000366250945,0.021827954945066102,,
CCL17,-0.02134624616612959,-0.013674309060171965,0.0012457865165391422,
VEGFD,,-0.025252856128975452,0.07479191919091265,
TNFSF13,0.025349182086491333,-0.01774751707225629,0.007622738280488913,-0.03989569143207625
WNT5A,-0.05235570077216928,0.0918782955227277,0.061529818293641264,0.05683949663151482
CXCL8,-0.06276761991160429,-0.03582147805905818,-0.003868933291834499,0.08304392484688788
GRN,-0.005517113448320441,0.06002969931222621,-0.09722935640785497,0.04136567365756316
MIA,0.06449623458767456,-0.025040302910287554,-0.025509569185609683,0.0023016218915282685
COL4A4,-0.009346562558827046,0.011646036696248634,0.15396142893669307,0.013373759811991648
TAC1,,,,-0.009739251495031498
RARRES2,-0.060925436162446486,-0.002652305941103695,0.13319676551012324,0.07401379732571932
FGF7,-0.029453843700669495,-0.013160627604665647,-0.015281327436043175,0.0640624491166269
EFNA2,,-0.024001149751751497,,
HBEGF,-0.012874432281803471,-0.004994292844187796,-0.06008748506690972,0.13962822182373572
CSF3,-0.09335430456877931,-0.008527928442842413,,0.029246080496453674
PI3,-0.1247672215698764,-0.03938129135536468,-0.03846883587546195,0.0699845654506166
PCSK1N,0.022482488171920265,-0.048705347044361164,0.00969457841482114,-0.0030265429628250472
NTS,-0.013911748450776838,-0.0292408464321565,,
SFRP1,0.008796565066440271,0.028098004614997254,0.0005137930468667937,0.09815813313581037
CXCL13,-0.018959494171660388,-0.007250743837320283,,-0.010275335562948705
MICA,-0.03762324993112844,-0.032483288668505146,0.0204783276328019,0.0482726196456575
TG,-0.028363824287379092,0.022761931803284414,,0.0070574224840752485
ADA,-0.02761964977851453,0.0009650690563244192,-0.025739191026004946,-0.042310170892915305
LAMC3,-0.01886023390131223,0.06412697656123754,-0.06319488552439452,0.021732650573587805
CCL7,-0.03199310268001255,,,-0.02508270183754794
NGF,-0.03694947235389103,0.06313574416191496,,0.05692706459155338
TNFSF15,-0.0010269486649698545,,,0.06266607864963146
HMGB1,-0.025289008580617212,-0.008989915070066605,0.004951676137896831,-0.004321387723571126
ITGB3BP,0.04649527381885759,0.0030311195701378697,-0.04607528436359367,-0.0024352826769360922
AANAT,0.08177220743970073,-0.03229904695922999,-0.018398847569187735,0.045110811577040076
RELN,,,0.09478473311957594,-0.0009765757593486887
IL15,-0.015608627386092018,-0.035319725367133854,-0.03757833171092457,0.012887292920093784
UTS2,-0.023901086246613027,,,
BSG,-0.03991488781670018,-0.04780692313702394,-0.12117123179479274,0.0993586285754851
ADAMTS3,0.10614948153507606,0.03613208262426905,-0.04650277624953723,0.04017648355814583
CD34,0.0013236149832506522,0.05280651355346446,-0.06867187696176022,0.025240521238879595
PLAT,0.06160781898053042,0.002221845584903384,-0.07790385471618823,0.07916392517860484
NTF3,0.029214005070256063,0.020623123090953422,,
CKLF,-0.0016987290879176377,-0.010939527567032876,0.072824300730835,-0.03318750234352817
CD24,0.0060651361376107,-0.0027741635393225324,0.025099399786264395,0.02049347158733021
HSP90AA1,-0.07416560573232968,-0.045102633550691315,-0.05385123551136734,-0.0045454016813633764
BMP4,-0.007424651383743129,0.018804152887703776,-0.011382401455691103,-0.03309158002633465
SCGB3A1,0.019219816645375983,-0.02685149354079467,,0.04658423686448268
IGFBP4,-0.06343915575467647,0.01398179591357694,-0.0812442187036725,0.058688872360105546
RSPO4,,,,0.06387603005541616
LEFTY2,0.11736916825685484,0.0018295881652960406,-0.025866043347191635,0.01786985448383063
PF4,,-0.02199871542448758,,-0.028289009356908194
ANGPTL2,0.07237454657780185,0.03903906201330371,0.015851993711544814,0.0920777841656753
LRIG2,0.027624093060168584,-0.028152345095243066,-0.011785871063499834,-0.01536870082794599
ICOSLG,0.05703598744059227,0.0012180935273743455,0.053054005570787245,0.04222249678200391
WIF1,,,,-0.0008228076158106604
NPPC,0.07130654915505358,-0.04162304437713513,0.005942153977561542,-0.03821058924662616
LYZ,0.01029390083121803,0.0368814965151388,0.09966640785181516,0.02397723339032832
EREG,-0.03618474610665051,-0.01620372262208334,,-0.03256902990196951
SPTAN1,0.011180988228243488,-0.04217147373401279,-0.06667607914388766,-0.03450896511639818
LIPC,,,-0.013852860527570903,-0.04411501674125869
COL8A1,0.04416774218595692,-0.03050482915336946,-0.054598890704877,0.018018380475867905
GSTM2,-0.029181062454732745,-0.03108634346562082,0.05956060982336174,-0.0363798032780472
