,MGH258,UKF251,UKF259,UKF269,UKF275,UKF304,UKF334,ZH1019T1,ZH8812bulk,ZH881T1,ZH916T1
FGF18,,,-0.014405433542045891,,0.011541704878476076,,,,,0.04478320519588546,0.00591533869014244
ADM,0.011677227585519506,-0.01167795811098406,0.0033076900262388738,0.022137937494030455,-0.0024188662615098814,0.024255368013770134,0.03917071120762452,-0.10518529247310958,0.07541581628188528,-0.06870641581048498,0.0498943802539767
CCL15,,,,,,,,,,,0.023089374986588466
GNAI2,-0.027328350456129764,0.005480184247139533,-0.026099342528360662,0.1340591453789899,-0.022167939640436524,0.12298509437001938,0.047976990834611724,0.06715083295848089,0.022439630585616765,-0.09607465778726033,-0.046925498560327975
HDC,,,,-0.010611821932084101,,,,0.061549591938927097,,,0.08910403427248889
COL11A1,0.10122063821609398,-0.015556224939642175,0.009536925149810468,0.03186699964776217,0.028495866427137747,-0.0438145805315174,0.027210145211496117,,0.003733719344719384,-0.05975043297961725,-0.015364502206240738
NUCB2,0.05612095356695416,0.02991344395603049,-0.001814340122204805,0.05881782233821067,0.01594987060624115,-0.018097653608613016,-0.023809314905286705,0.07524224492888461,-0.056792266136889,-0.048500152453526506,0.03114079409084533
CXCL1,,0.08643406335672361,0.04232196755902223,0.012178587460765054,0.020395086453795615,-0.01518169345145399,0.05167283114672926,0.12101747308233583,0.003960211917318675,-0.03301610854268397,0.02272855296717071
VCAN,-0.02802861188029557,-0.018304819863185273,0.000540245730557847,0.04674189338473293,0.058058750647341104,0.04031337727945003,0.04061833481511,-0.006539258039263797,0.004525529774064323,-0.004435545047026251,-0.059185094252868914
MMP7,,,0.045368533854326466,-0.01411422336644273,-0.01703354672110561,-0.021241970857572342,0.0504876491853081,,,-0.05957648350839396,0.0502535819278779
PTPN6,0.04321554690521948,-0.009714959456037345,-0.0002844098803107218,0.10064784187953787,0.03606303692489761,-0.007259446269667536,0.06714451941224897,0.15395442715944152,-0.030376679993496893,0.02524846330289129,0.06149633294585023
PTGS2,0.05131162065367396,0.10413189387123303,0.02190919498446126,-0.04724355142070734,-0.02086261127690378,0.004747747103291384,0.00957139109898152,0.08277030613675135,-0.036347179773487226,0.026503098415550052,0.06631629312889545
XCL1,-0.020271562363895983,,0.00238814430920993,,-0.027976963154177154,-0.008401361749846018,,,,,
CD58,-0.003634939252885467,0.04455545451194636,-0.046058974858968926,0.07108465479868012,0.03067670297291002,0.008815154966740695,0.09381749610971137,0.0651139784651128,0.02165734917904066,-0.009744276566091885,0.05232814426713901
TNFSF14,-0.03316101165518124,-0.024644227818838765,0.04694914343201435,0.050347777509446634,0.06439067231765642,0.0278224954634488,,,0.02137492589999436,-0.006662558044845698,-0.06516477240947403
CNTN4,,-0.019291422920998197,-0.007971942840363604,-0.05011669204606289,-0.008941932144457767,-0.09198425452986018,-0.04682911067620419,,-0.023078148666281564,0.022338723561497752,0.039620544836436254
NTF4,,,-0.019826452073460694,,,,,,,,
INSL3,,,0.06512026696473149,,-0.01964147088428891,,,,,-0.030607682742504163,0.012795577495608938
BTLA,,,0.002737994960788584,,,,,,,,-0.002171459475958176
MFNG,-0.000639086540025771,0.041099783976952665,0.06780492364294405,0.0368609318602266,0.09176899798620458,0.06921649695281602,0.023953993158943494,0.057557271835598785,0.0900243170481193,0.027925627371853824,0.06518724064566185
ICAM1,-0.03194397265973797,-0.031201158525751838,0.08588976594502215,0.023232369795486575,0.016353501643519654,0.06851215495198115,0.03860808273441074,-0.007331826672451163,-0.023335227784094918,0.035463008398299106,0.022655981684702457
PROS1,0.012254987969931295,0.03648802956007456,-0.024677758098238477,0.08592013073022875,-0.028351577225895118,0.07524372269709438,-0.011553675419277017,-0.10889585045102625,0.04463958121263297,-0.06178667452329356,-0.008822270939671568
CLCF1,0.10377733634163787,-0.04177104113204774,0.03399235791058749,0.04338425969787124,0.05914877676919077,0.0006430568578821962,0.015036415885851851,-0.0576625963825248,-0.017469519850913526,0.018504406695824625,0.0360863765176318
PSAP,0.057276934414876766,0.008445863371084335,0.005849114343194524,-0.03949028716193838,-0.0019835310102260585,0.0646767788403419,-0.02035346967507084,-0.0029166029405000627,0.035820519872443536,-0.06353594796236343,0.05274472889781392
EFEMP1,-0.016096281999930104,-0.0009588706020615607,0.0295522402331018,0.09198871127876825,0.030059026359669932,0.12507036454490023,-0.0017084429916741615,0.09310036004539707,0.022355486115795464,-0.043783687384878416,0.00604684323656164
C1QTNF1,-0.04151413863197214,0.009799061492333085,0.0440408110264235,0.05622979248982273,-0.0046582494021457175,-0.04587450786846694,0.03191289936057347,0.010234977769522046,0.05548506218777959,0.02127293745420985,-0.005056184340934123
ALB,-0.014660026756194539,-0.02175906628971985,0.05812347373818846,-0.02367483391179385,-0.021443334556375128,0.026108241797688756,-0.00781561198707286,-0.043522685235899486,-0.03723992305780141,0.00579576924494423,-0.004470861177529142
CCL13,,,,,,,,,,-0.023138619909914875,
EFNA3,0.03760122065059792,-0.04625181832830287,0.006298169128489151,-0.07463628698571717,0.007983745569256693,-0.08448417772101596,0.026644099624695734,0.020726932115752578,-0.010281184931353077,0.09676033922285926,0.07910563901096664
DRAXIN,0.008231999987713874,-0.0497066519003345,-0.04168400014608612,0.016258566079769193,-0.0030385266773142435,-0.029079852294599282,0.09798540856703777,-0.08900255055580893,-0.018190625489636052,-0.02747765190601106,0.03209897639428894
RAET1L,,,,,,,,,,0.023187954956363492,
NPTX2,-0.024969872666732312,-0.009211168585995317,0.008526814544987488,-0.1312752392882623,-0.009505131177521687,0.09050063792186301,0.054081915358220496,,0.04139159297930346,-0.02286521311043045,0.07918222376679358
FGF11,-0.04990144887585927,-0.0068803784472987435,0.039952579608361356,0.1275066364295626,0.013518789881335766,0.020870946555954922,0.060964012523302705,0.04505564629405946,0.09988846807454906,0.04088416730224686,0.050882134026154234
CD59,0.015709223542061647,-0.011488232665447032,0.003416508003540496,-0.0689489267949371,0.01978642411542745,0.013111865701969136,-0.016904805041970276,0.003445783210769787,0.09478536272360517,-0.04845880691673807,-0.041890561193450616
COL9A2,-0.043289926609740764,0.01521465049890276,0.05887735646607188,0.011361013871711347,-0.004115720536014113,0.04200756367758425,0.036070852222889256,-0.06692441276061935,0.0744617225022141,0.05906177664776063,0.06146092966658234
DLL3,-0.015876422580288478,0.045995747921249525,0.024349524046955538,0.052306973387308886,-0.014904488452248729,-0.0126007779660519,0.06030960277381399,0.024998102113604013,-0.08539320916632015,0.06588269885653553,0.019665104465327238
FGF5,,,,-0.0188521369675748,,-0.02042951728147889,,,,,0.10086374212976952
LIN7C,-0.09064764649985697,0.0007683002065179382,-0.017674165183250243,-0.03137178045460212,-0.008609287108473246,-0.08173458430925502,0.08114467376241334,-0.06385690014582174,-0.01654340289546465,0.0709714092709847,0.09105237928839291
GDF7,-0.020997377920025272,-0.005173764410043513,0.018990798650009594,0.06170301686959908,0.060280341607455185,-0.03755263036959493,,,0.03127264692157945,-0.024882259515064856,0.06273899453462731
PSPN,0.03194506063912391,-0.0003914597096699698,0.05654633464233982,-0.007987004745580123,-0.0008774381001251517,-0.005518969599290121,-0.00451619220720856,-0.014073299597468064,0.08027434725555763,0.022439395644444166,0.07236437083416303
ANGPT1,0.01379836166440851,0.056649143039115224,-0.048403664986100395,0.08881636842541012,-0.03213076649408208,-0.0076542492963882595,-0.013178185492589176,0.01708743080808867,0.03614524738406981,-0.06129156023795558,0.031075274508602622
PNOC,-0.02965266291607559,0.0777658440963569,-0.043210812088623665,-0.0687511730491318,0.009858475561370459,-0.05116651564926859,-0.007960452206225667,,,0.023335749435708097,0.04294583507422186
L1CAM,-0.031530799653337084,-0.04842117246978722,-0.025594523106895972,-0.08050669163248234,-0.0321508322692313,-0.041859775194622924,-0.028907537912016466,-0.0065342753748022,-0.04693547802551563,0.10737141238559589,-0.001230429434288979
APOA1,-0.020484107094167838,-0.017505464732953557,0.03050608609514889,-0.010838179647745397,-0.0255766118795722,0.007815796437036946,0.039507339855123606,-0.0025187668050212953,0.03757133840472535,-0.036300293012278065,0.06746655303182922
PSEN1,0.07232397310355293,0.08459792396916292,0.00761949120443252,0.02790561223730657,-0.03994838202821695,0.09213757995935742,-0.012287482030646973,0.06825737959086602,-0.054039180331101916,-0.019946596770119306,0.035548403176224715
CALM2,-0.00935099649019776,0.032088172464213006,0.006830010202883054,-0.10974368515014321,-0.010132284252903828,-0.12495785156933653,-0.051351060245477635,0.06876068239398792,-0.07533966132734972,0.0912706856865905,0.04865265475980641
CLEC2B,0.020351795851902478,0.05429753453567452,0.0480311851816922,0.11342268025614627,-0.01464902459557796,-0.027180811400118087,-0.026218221805888325,0.001848665435906054,0.04204087428787071,-0.060836066585747015,0.11553398543491616
NTNG1,0.05005881024315729,0.0007940849888156744,0.07869121240085429,0.01402570078627503,-0.031798481111498966,-0.030928755278316147,0.012507136617237671,-0.03009246976758568,-0.006457996334467103,0.07378350094508221,0.013232872214681087
LRIG1,-0.03273291032772599,-0.023743099641490847,-0.004400862812495704,0.04963678943337794,-0.06712062294285841,0.004755573759282934,0.0233469483074433,-0.005619846241020806,0.11745875376035954,-0.01685453111051236,-0.0060227484625807815
CPAMD8,-0.018475890562659664,,-0.017039054090996455,0.07253387772852223,-0.021786926148114543,-0.04608633334566621,-0.039290512931617984,-0.038793622793462317,-0.022626377610881803,,0.07415884472237706
GHRL,-0.0294769551472458,0.023465621657841884,0.008253439497788263,0.08211219200038103,0.034949510265050644,-0.022784753192414554,0.03607893162380339,-0.029800017284003746,0.0031019996320582146,-0.01280836572053329,-0.021577970788545987
NPY,-0.02710485253531739,0.05820736777073715,-0.038607775219708734,-0.03387321669516349,0.025105340212664314,0.022228765048077217,-0.016944359557269185,,-0.05511095853934907,0.0211854695048284,-0.010362850205460331
MMP2,0.021160901916385994,0.007303912964590876,-0.05216310356502007,0.10394470139159379,0.017871070173985436,0.03883344294235212,0.03678547265127525,0.042268336551082634,0.01737407484834907,0.04225371752834971,0.01269373278074936
LHB,,,0.062341445632172456,,,,,,,,
PPY,,,0.019216045539860043,,-0.015922698527539768,,,,,-0.01106397639213033,0.10042884155521639
ALKAL2,-0.0276677981511722,0.022595766853926728,0.04647282135214791,-0.019336733929205582,0.0059525361344491805,-0.021327747538509644,0.02786195166108421,,0.009427629399212097,0.014183511670784152,-8.13284262986521e-05
CSF1,-0.0072163672792597494,0.009950687019143348,0.029581805042155254,0.057086272553447955,-0.007122434641532355,0.0742854401032221,0.04565169419801936,0.06602597804079964,-0.006264446301795139,0.007125735562968831,0.030126253804350876
SEMA4C,-0.02955378037965244,0.0030302791712796817,0.0008742393380877401,0.0036457049681384327,0.002681691556435154,0.0037873623327831503,0.0800233577507704,-0.08330874054381489,-0.008143085917329151,0.002852497584845489,0.07016559611966718
BMP8A,,,,,,,,,,,0.04430754778683357
ICAM2,0.042359613004627934,-0.009646773676173318,-0.033031165647865623,0.03217503660768983,-0.011323657100623786,-0.015765580524974905,0.0332658874453378,0.052628579105333556,-0.010175456801988437,0.0012760352208562803,0.08727473548476918
SYTL3,0.08941711215760076,0.021074753343098693,0.033004504714430935,0.08261590402826342,0.03008412855228449,0.030494641149570175,0.005063923330811747,-0.0387894608207366,0.04425800175581144,-0.0031463043027057736,0.05518866932419411
IL1A,-0.02146868789453408,-0.03315497321652553,0.03718404685659845,0.03193351070591266,0.06294144151031998,-0.037925882081283745,0.026729101581033806,-0.006136871184090379,-0.008999074399768384,-0.01190082061901994,-0.010582583377369581
HLA-G,,,-0.015673625824274277,,,,,0.10795942834651628,,0.007477377643525233,
PGF,0.01812576984353691,-0.01012437218051232,-0.00012430532201813092,0.12332764690031305,-0.009605067967554604,0.09128436624024351,0.051319854898395044,0.00964701620758813,0.017362305692932945,-0.012194425609064684,0.0786839371148783
LGALS8,-0.008726188632651932,0.005485576789784625,0.039549257203274304,0.020428138388519954,-0.049128495401068124,-0.02423359903826861,-0.018185530437111283,0.01772867300206906,0.05417932928899012,0.021112162046770504,0.04712576430707765
DKK3,-0.016664123863447466,0.029884875241564923,0.009670554744988421,-0.07299956972571173,-0.01013048662802057,-0.09655651919903495,-0.02280365851390067,0.03423461255409182,0.07867328879703904,-0.012794820164971219,-0.010279452951134183
COL16A1,0.021654795861016183,-0.015054796867079428,0.0035645052093371595,0.051673071053058794,0.006971980734835116,0.00633602261145922,0.04715891970831772,0.0265863037244509,7.562270982301627e-05,0.09173381955147208,0.03942447790281674
TPH1,0.037175729140619417,,-0.006955887295381685,-0.020273254011633976,-0.028797797424101077,,0.0542051489705628,-0.03257766921371862,-0.006395448649130346,-0.02449665278630559,0.06161944281352925
TNC,-0.0020179614827927988,-0.040901759250321836,0.0017133036343053526,0.11097954729911742,0.014484614035410393,0.13223742297306001,0.022025187498339444,0.08228571552813738,0.0625253934471496,-0.012003674396328736,0.031398924814408286
TNFSF9,-0.018475881793701396,0.019633982735526474,0.018724363051869333,-0.04576494017438451,-0.0024909434063533128,-0.0053136966485628385,0.012546939005983892,-0.0330548165015517,0.0890193470011166,0.03993710762905073,0.046896916130711785
C4A,,0.024471797391652013,-0.0007309831180871757,,-0.018875560442447117,-0.024585441691596894,0.08223694692019885,,-0.0400520958960682,-0.025144683902541997,0.018931997106567747
CNTN2,0.0693386860784238,0.03902134322775916,0.014144803164812777,-0.004486961674000454,0.024087136282241937,0.058977927450918156,0.05599268411555181,0.03038571173772518,-0.1240924345435867,0.07503926455264415,0.10100408039584051
F7,,,,-0.017054285030735927,,,,,,0.04877457006810455,
LUM,0.052954543870757896,0.0029677535660839255,-0.01817443544617775,0.13166195221445864,0.016034904812972702,0.03404200949615575,0.019879591331540606,0.061461501467206074,-0.010671251841216846,-0.010735695610957274,-0.009375500921589666
IZUMO1,-0.01765429034582859,,,,,,,,,,
BTC,,-0.012692336765297307,0.10293153728444181,,,-0.029962930421408386,,0.12062931604983823,-0.03436620983502418,-0.02407904511131618,0.0036930615478797464
APOC1,0.0701233377365584,-0.017244920099637327,0.026185416639059305,0.15279203216544437,0.038365966570183194,0.0804259666032658,-0.015680924510470155,-0.01006237237931374,0.0068621504057957295,0.06802014056319995,0.041892451983067826
PKM,0.027168082349335137,-0.007499716122084241,-0.01935547057404399,0.05279974257621976,-0.03395135301678387,-0.06906338675093016,0.03653745951977134,-0.023417214541218413,0.0053784847357373705,-0.0042764620253123225,0.02543994279741822
TNF,,0.02576237177398812,0.02317025231521111,-0.025029279443299267,0.03115621887010215,0.02019726474237311,0.0001651311955307779,0.08522118288013047,,,0.04161963670639718
GNAS,0.008703494327212333,-0.021441629041626872,-0.06798028269796055,-0.09599586116243898,-0.019138912593515234,-0.10199464713554142,0.0720056976364916,0.07657145595350516,0.05929534848733814,-0.00829994012781787,-0.025138485978052766
BMP8B,0.00045831715128492043,0.02686566542034937,-0.022722720120037728,0.04152491384119935,-0.03156197302664001,0.10216256401189319,0.0010480988089817146,0.0225351229097073,-0.015877817967410363,0.05877866424541075,0.051945580350510515
LIPH,,,-0.02228847856907395,,-0.015218861662470154,,,,,-0.029627863675492975,0.07644895743016575
CCL28,,,,,-0.023434543301162233,0.006713155636942576,0.04548266726641581,,0.0473208045551481,,0.10444501036884497
PTPN11,0.023225644367749147,-0.027091823075924084,-0.00925294428434235,0.010607139323971043,0.08933705163462058,-0.021652474807369714,0.06285864068780292,0.005101967874322522,-0.12947258846361698,0.005080565231587728,0.05634945635763697
ADAM12,-0.0016545509677884308,-0.019498654364226996,0.008853949502368235,0.0315607994825969,0.044215117028602736,0.06610251827078586,0.016143471402718566,-0.030270357205040788,0.00945525087572415,0.009497767106874347,0.04139815774513667
EPO,,,-0.022722720756297814,,-0.0159226992225687,,0.02823267819582285,-0.003501274435701844,,0.039003809181911646,0.01930709332507439
EDN3,0.048246676455426823,0.04241877822273001,-0.018203848298420776,0.021682414945218966,0.034591475284470236,-0.03658696103936648,0.014988483272801311,,0.07121266831713305,-0.04145783493307118,0.038396129398985165
CCL22,,0.04252730442706528,,,-0.02303155701681321,,,,0.02331636455364094,-0.002837749220319297,0.07273535975345037
CCL2,-0.008378148384105593,-0.03040849981575823,0.047928938263609125,0.07469508418509353,0.016795590054027733,0.12120819133673119,0.07377308401815363,0.039579754629694264,-0.004516276448376496,0.006198723451660992,0.021279241408257103
DSCAM,-0.02482844703364664,0.014659550671469722,-0.0161406087270166,0.013040754250794633,0.0007098442356882189,-0.015171581175869045,0.053134469521714266,0.15167429951883935,-0.023342795172273372,0.008869882964497946,0.03985248376132098
ANG,-0.049326142123853035,0.10785149533105538,-0.013724708460378704,0.025223966338753966,0.006588565585741565,-0.004472714275038368,0.04126016911399525,-0.03086506649636573,-0.06139663989505213,-0.005694035334910467,0.1354514209137416
FBLN2,0.03441476653439642,-0.03764550574080629,-0.02545966001587863,0.10186415224174815,-0.044547202240391305,0.025938967557179088,0.011554402132695523,,0.07079652723861488,-0.0218022875130103,0.009068771410175498
VTN,,,-0.018918093498631865,0.025640445208776494,-0.005268929349425155,,-0.02127276215314206,0.08742779669653362,,0.05825645471139211,0.031713213487325795
VEGFA,0.007877834849283732,-0.004914756466851775,-0.012477866370907557,0.023056342928870165,0.011302064706664101,-0.09822667488428004,0.03204350336930222,-0.04681742629162672,-0.016319409556000735,-0.016572916838412336,-0.09216359458819175
F10,,0.08884974727931895,,0.001035081230640407,-0.017458895552928316,-0.03354979409434355,,-0.03060387371072643,0.039888159425482,-0.041229864855523976,-0.02957722983163424
SERPINA1,0.10194335408780056,0.008355348000542643,0.013668423878133745,0.16131647074492894,0.02150506092887773,0.08104958358501141,-0.001326823033428953,-0.02089960311457659,0.011513107687156311,-0.07943923283635619,0.06164143544872149
VWF,0.023755528224998768,0.02738284891861572,0.008077570559647829,0.060983045161309646,0.02099518645733287,0.018586563816622936,0.042585958812281006,0.04373373539167002,0.07657368224368857,-0.00399412949300371,0.02832500911052509
GDNF,,,-0.01848223646570467,,,,-0.025600844564566183,-0.04464152153598644,,-0.0003620832808873984,
VASP,-0.016569595534272848,0.0033523720066660923,0.005231229444207766,0.07622061685733024,0.021336993754493605,0.032712980972680036,0.050009635236943434,-0.07746374794660864,0.08867486414976843,-0.018912339437781485,0.07913103280262211
ADAM15,0.03808329969815889,0.05868623798630002,0.04547120351448687,0.054516875918399946,-0.008114251276748733,0.0436653449485679,0.09019768568624145,-0.008421218530723307,0.011174209821391468,0.03647037994572808,-0.0392434757706107
WNT2,,,,-0.035184356792943426,,0.059421384271899164,0.05067442015612859,,,-0.015517154910977332,0.025120875660689768
CALCB,,0.04819788480512783,,-0.018852136762702493,,-0.02315534752284133,,,,-0.037185473333177274,
OLFM2,0.06186404294763752,-0.03285401193045725,0.00174230676263128,-0.06173367393991454,-0.05391142300965562,-0.0937886898712325,0.06367172562675993,0.0737958950391088,0.0663887355337685,0.04424718971162164,-0.0036428633588665646
MFAP2,0.05208033303042753,-0.03016799310575433,-0.03663615764404392,0.12934229586852306,-0.013797063363691613,-0.02691850323986096,0.011968928287796162,0.023462327338591934,0.05050976632915514,-0.0003763381441047471,0.045984237560827534
HLA-C,0.031364320332409434,0.07303241457804081,0.004128404530736835,0.12266204453629126,0.05107560770825545,0.08445498618732943,0.035092908862945776,0.060434974813959506,-0.017822485129960042,0.015032416252456791,0.1072001604695833
THBS1,0.010772720216823824,-0.03391618505792624,-0.02310512191724244,0.05908692010082578,0.016065090489327905,0.08056861451057673,0.012824596111045786,0.04855471129195778,0.02323244597919465,-0.09360209808068218,-0.04360495136878428
HSPA4,-0.05636545047826699,0.024309655935452666,-0.09033829223801029,0.04620667346527953,-0.017892559151795787,-0.01917161996682943,-0.014346481369302125,0.02631817269940521,-0.0482770828645655,-0.00598574386558324,0.0187362170389973
LMAN1,-0.005203623906346712,0.025958172302772267,-0.011201501114480629,0.048505405906243054,0.06867710765271587,0.02659279776633772,0.053522587241271305,0.08219772565793101,0.03170624416290004,-0.037331067356659094,-0.02686385512181609
LYPD3,,0.015505610259572655,-0.016659814866704977,0.024020125753115056,-0.010009887828083604,-0.027863410193931817,,0.006685212997347553,,0.11458189836434883,-0.061830442310023416
APOE,0.01852624881013981,-0.02369806698315174,-0.018118656063082036,0.050641676857368804,-0.00033730674075599994,0.08299380991483037,0.013036040141299205,0.04342677500267927,0.03978550766762822,-0.026401186582226215,-0.014426146025467218
SOSTDC1,-0.018475889028091066,,,0.103497580413516,-0.03129956099686969,-0.02755882739532229,-0.03892833346927365,,,0.031163163157259647,0.020244626871482724
ANXA1,-0.016041716629154594,-0.0014437875658325854,0.05010706734412087,0.09693462824822612,-0.01829974891542176,0.06138736729917774,0.05592417973619695,0.0225673054895021,0.03848015448560491,-0.00017642897507641245,-0.05963946426535065
WNT2B,0.03135769602405233,0.1427807200615164,-0.001667905792356647,0.11698468418034291,0.009213224967238393,-0.03330500010379883,-0.041921262760867814,-0.0817070653888207,0.06767773883886634,-0.01781906760233912,0.001989900386255531
AMH,,0.0006263093911473052,-0.02314952671485126,0.011749600836789208,0.0016755139482779002,,0.13424803451882175,-0.07640371257230553,-0.02768554513420009,-0.04868205446885994,-0.029918032939346664
GDF10,,-0.02146764939516106,,-0.030377300061015775,-0.02144333395758212,-0.04305415215032646,-0.012965317793893679,0.06682073770136351,0.009948735784568405,0.02286588055202893,-0.03756808041586641
EFNB3,0.03611360241546361,0.005058039253367627,-0.029022510888868487,-0.056158238656540224,0.003934668126198211,-0.08516000264811463,-0.025315600738720884,0.04157488780846841,0.05799624867248009,0.05417867959450579,0.06513567529958848
LTB,-0.02148226175237995,0.06410760721882426,0.040093160560231794,-0.018409973270161185,-0.027704266394433023,0.01579383363769969,-0.04758303630266699,0.0861813500521356,0.031393353310131725,-0.034406059461046315,-0.008938019735955389
ANGPT2,-0.026309344259372456,0.017670032944751748,-0.021335096998795784,0.07171599010704016,0.014355797893660205,-0.032761564609531967,0.02591870745131141,0.004620867377736825,0.12117143673365383,-0.05105524260115101,0.10617240594774556
NRTN,,,,,,,,,0.06482789711172784,-0.021197230317528053,
ADAM17,-0.05072599068078995,-0.023293386066505956,-0.008293718546304008,0.039966791831324316,0.028174376585576758,0.035911666324644834,0.05054790931296556,-0.00448241463134944,0.014210020732488808,-0.042782947058088355,-0.007564355100784537
LRPAP1,-0.10862327839114215,-0.0503892553230185,-0.00681783006535475,0.08538088048116964,0.0014692115306807012,-0.043931481652840255,-0.03463868668784947,-0.010961028425135768,0.027977135973356545,-0.008327446170261524,0.05058202697340345
NID1,0.039400007735832604,-0.04623536771245175,0.005011912949014166,0.13908146708113023,0.05715672360334983,-0.07512983287961335,0.036413147097924876,-0.044863557045576485,0.04884000546857679,-0.0352526744345118,0.014648706108798853
MST1,-0.016117836165798902,-0.03923137352967936,0.050735100128513205,0.1094420278274445,-0.03614854834496658,0.03360209996547248,0.04738346299612107,-0.04825622382391147,0.12612009260199408,0.04283400793676222,0.05129805794342906
IL13,,,,-0.019095889692188513,,,-0.030024930503432325,,,,
DCN,0.005959386688454305,0.04013078759245152,-0.011157731783543198,0.12784166050249524,-0.013109822561012249,-0.06523403916751883,-0.025895596964455453,0.026372253660472467,0.048797261266843514,-0.0035714780361537305,-0.03215378652948874
IGFL2,,,,,-0.018875562439711033,,,,,,0.07925999937201669
COL7A1,0.002025189483628208,-0.01951236664996694,-0.008226994325874551,0.05783451659488502,0.10547213570750452,0.050310327484559776,0.035150496402580673,0.010823122805371435,-0.05194487010355118,0.08763004163307042,0.05303305935042201
CALR,-0.014458126711975128,-0.023291443901874164,-0.003058395522075954,0.1064495010343088,-0.011846778426682756,0.08334817744010403,0.02531378426019671,0.05443718822584774,0.06717275604220538,-0.07044766431336089,0.03320272442515117
PIGA,-0.04308126493544803,-0.007322820604962811,-0.007532387539909375,0.08317867527919386,-0.024140218180579265,0.03839788555864319,0.029396668855106018,-0.011399350333602454,-0.04232908835152178,0.04338582150803208,0.02076444563451842
CD200,-0.01000480562844744,0.02086372595089246,-0.00047393224478719197,-0.029232033124558975,-0.04131637150170014,-0.06545738447261112,-0.01737070214421482,0.011652100857030523,-0.0040598610351850395,0.05988895088562935,0.08982873244299935
GRP,,-0.018222042654597204,,,-0.029306594707521116,0.06217224773733682,0.06782106340385564,,0.07446196511837243,0.026479741688013442,0.01742317450518095
CDH1,-0.013732635565085792,-0.03631528387829042,-0.035879201187218566,0.027046033114256796,0.02656247008345389,-0.01496387956171154,0.06762766828934053,0.030840010408105144,0.004097793221770821,-0.06687861277685943,0.00551733708971245
LPL,0.004055689784657456,-0.0016420737902890386,-0.025006985732913094,0.1146921586508873,0.019911878037748895,0.0005426871824237788,0.01801873771663092,0.0654487325059144,0.03511495876807554,-0.008029072821252016,0.009738679133412989
SEMA5A,-0.05550165202584736,0.0232688872509737,0.011735597412179043,0.12642882540392475,-0.006403037027773743,0.03186358894817776,0.06531183126847026,-0.04732563545949528,0.031628887530528005,0.022014568260158837,0.00260149964728623
SEMA7A,-0.010899551041382271,-0.02063775782708428,-0.010417307428977358,-0.03059398243983326,0.054150042747251624,0.02388529359512451,0.015027978516245688,-0.004621881234432328,-0.033007878799230644,0.03800960006909925,0.11813343156345232
SEMA4G,-0.04699364343771754,0.01405691301431634,-0.03765615854402104,0.05132304247775546,0.004952684538687647,-0.007350649489730758,-0.0033893525026715368,-0.0023716220239671077,-0.032793905348723874,0.04127723822365267,0.05169970842438529
SEMA3B,-0.06307950243987853,0.027790995344398713,0.025848012513395666,0.0683449977573442,0.0031093214474248523,0.11688257688242239,0.007364041765972942,0.062175779400682085,-0.03252004525963159,-0.05474287120566131,0.01760608523208854
RPH3A,-0.02336574846310715,0.016448691648240973,0.04466030264087951,-0.06817792005928412,0.021852199296197694,-0.06393782999259492,0.06722714088169958,,-0.06615078604968111,0.053914250602928385,0.002286517887990075
JAG2,0.00738250400707542,0.00893253260877936,-0.019400642342321976,-0.055649416762106295,-0.031010032618075296,-0.04702615185251247,-0.0091141712608775,0.047678679040038204,0.06189443760570871,0.06935697272232333,0.036683357546244244
CGN,0.12756131439124724,-0.02480976139317384,-0.01676336850299851,0.01535397520818137,-0.01347167309253425,0.02692186629471082,-0.025290892879477642,-0.05084689982571016,-0.06590273868444549,0.0226604393388105,-0.06765607763701047
GDF15,-0.005787041366489119,0.018775096275869374,0.009336188563540092,0.12554879729035684,0.004956636974991766,0.025813173756395053,0.05389141202625203,-0.0400888034857882,-0.07489910479313948,-0.01201478763749882,0.025069285591714747
SEMA4F,0.014150966347859732,-0.002318465514085069,-0.010051873164729243,-0.03284703752792948,0.0028082939638040334,0.019912141737596464,0.00881841316219308,0.10025778451869509,-0.02131093697677424,0.0897973610118527,0.05032604978731375
NXPH1,-0.0007231558253482789,0.03164083668368215,0.03902304328477096,0.06749919367603832,0.0019509245401208176,-0.044998071019953075,0.011095160823080966,-0.056958980750118654,0.003482460423569359,0.05107731994282691,0.03409893648153819
ARF1,0.03842035834447052,0.05252806175159739,0.005453193468681851,-0.10195619592343931,0.03579275197647748,-0.04397245444871651,-0.028027310634075937,0.021044490691534003,0.05924961405233517,-0.008482090257391932,0.034332568198073996
DSC3,,,,,,,,,,,-0.032885056502145
EBI3,0.049906387248993045,0.0019418498205015214,0.0005494079969187305,0.09529744115610751,-0.007926356007349379,0.06164781484282627,0.031784888423329924,0.03233198781637811,0.03875620523324788,0.057341214354671266,0.09298581432156684
TIMP1,-0.042938546342439744,0.011518856914413598,-0.013728696376649538,0.10545120679097934,0.03867834680687726,0.09700552810289755,0.0570939516571797,0.014342638292183747,0.047470166282363155,-0.06878943349263246,-0.025496197537685842
SEMA3C,0.09928215120554533,0.04834528448440123,-0.03475346405951928,-0.009967710426637223,0.04732484887488255,0.033855201642088,-0.0047978706192188915,0.09081133429850298,-0.01794589435990602,0.08628792884720574,0.08097208499261373
GNRH2,,,,,,,,,,,-0.03563544056730716
