,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.016767553149546307,,,,,,,,,,,-0.03815410664431283,
BMP1,0.04594856591396133,-0.010349924997987793,0.038432717286747894,-0.0014600356069648295,0.12777004151151666,0.05684032216296521,0.09608469230267402,0.026944413628071533,0.09263799775725086,0.04106259550921497,-0.05626902852545726,0.057824756454848296,-0.01956504124196371,0.027916454964066417,0.047528269657456504,0.12699864103262692,0.06059210987220019
NDP,-0.00545533505595022,-0.007330410186615418,0.09228741218464666,0.022931079297462884,0.04793185886049422,0.03413104425746145,0.0269032200271674,-0.020144744171519836,0.07423424309036773,0.02424083098997316,-0.07354950009870684,-0.011315707064086678,-0.006427877168727986,-0.036451011043503526,0.03145048580538711,-0.029561001386925287,0.042811836692470046
TNFSF18,-0.044783873771969566,0.02982668556188265,,,0.00732000994841264,-0.016604481117435038,,,0.007652012596167063,,0.023335197173708785,,,,,0.062106208185911206,-0.007268891415179481
IL36G,,,,,,,,0.004864819267984313,,,,,,,,,
RTN4,-0.0281783223705468,0.04682404488456771,0.037645965177236375,0.004983806424929175,-0.1678321551862692,-0.021884096508983944,-0.028218592947739866,-0.06391608517366303,-0.010915377861700161,-0.07005527505237451,0.16047537751112115,-0.10605378076666845,-0.03148147603255066,0.06652191948967857,0.06882500381189018,0.026744129042078634,-0.09268502458986969
HEBP1,-0.02267504536815616,0.010321960396046269,0.017729943489047724,-0.0007280623694809171,0.062274826316621804,0.010300389635002195,0.04568961567347286,0.03572022442160723,0.010628385882456917,0.06738806770321867,-0.005461545971820299,0.04082297019824835,0.008934776395299512,0.001742676747928479,0.029245000939655708,0.08928526850128485,0.024844726231885474
WNT7B,-0.023484171119819354,-0.017434267304682297,0.03712677674579507,-0.030149787047061418,-0.09826709105723402,-0.016675619352939444,0.10655499069965052,-0.026745852537180623,-0.025697279849168513,-0.019578076412175065,,0.0383254796471002,0.02775535656431564,0.03938134164633462,0.1142060090175432,0.09689299121204943,0.0012777658503186787
PTMA,0.017289448400288683,0.01441697735660881,0.052293283043931875,-0.017102814691041322,-0.09902517530042954,-0.003401783718613799,0.0501399695674392,0.047366130184009696,-0.03437677790000323,-0.039561334823764484,0.02793943209001063,-0.13062353676025085,-0.0024828077718381638,-0.05341809613188639,0.02561377165633141,0.04660640480751916,0.007187412208602854
FASLG,,,,,,,,,,,,,,,,0.03757281172603039,
CEACAM1,-0.003030901363632065,-0.013379751555774614,,0.009039878257700952,0.01669291484088111,-0.026114893045149447,,,,0.04353745145744459,-0.04228247856819282,0.04906378442193367,-0.026733029342063955,-0.016893069523023527,-0.02239197236971768,-0.026398617430536498,
PDAP1,-0.0024958728036858827,-0.04453210419383266,0.057947716187856546,0.0015040657408957063,0.181090703345713,0.05031819345996888,0.09669019251340827,-0.03357366071015646,0.09123734448089571,-0.017298929524007554,-0.07138495790881251,0.03096800898037496,-0.021123930923480642,0.04329536118003931,0.03857729948164705,-0.031181868654303353,0.036188398164421876
QDPR,0.05764133348483971,-0.030124131910651105,0.05313195320909385,0.06038924173801329,-0.14671176417997656,0.03263646806999819,0.025146058119436803,-0.032730414650081134,-0.11127366040504427,-0.08316132160632753,4.695844829998355e-05,-0.06830735803489171,0.04506580458846307,-3.787538996908843e-05,-0.01243505222559589,0.027769709612893708,1.170328397674148e-05
POMC,-0.027117047991112326,-0.023773683874293378,,0.040048766645167766,0.022864672130604672,-0.01926652683723468,0.02166674555926743,0.0009438474035417328,0.018012284005588703,0.014202998009022978,-0.0260661981926431,-0.02943291693094989,-0.014615396975791624,-0.028262651745803283,-0.005670417040005912,-0.007086396503563201,0.005790906400139025
CCL18,-0.03556993484142987,,,,,,0.05479063215490189,,,-0.011221221687813641,,-0.02373574845696947,-0.038710159817467615,-0.01821808785957474,0.012224735602930886,,
CCL17,,,,-0.02017883378693266,,-0.020709020746616458,,-0.022229785091598155,,,,,-0.018965790403203186,-0.00755539707729004,,-0.029993314319015408,
VEGFD,-0.035569946136550165,-0.01916380973257371,,0.0418813944940449,0.07003449366372905,-0.022063710012446093,0.17583980024887905,0.0061185005116276845,,0.08746295728115779,0.06463027160003607,,,-0.016893069523023527,,,
TNFSF13,-0.026842222787516846,,,-0.013918907930590502,,,,,,,,,0.06106908545698527,-0.011273959412913313,0.01949571407644071,0.013134194574049244,0.12054627888874657
WNT5A,0.0032971988636131414,0.023424271889959276,-0.00014914289576312912,-0.009558977327115033,0.10610575922665842,-0.0028528717437555987,-0.008379227501936532,-0.01767834023063809,0.028941215272302576,-0.020416890762387244,0.00038814431032862265,0.055052353429105964,0.02167432961149527,0.016454127235280624,0.03230244142423944,0.09573105761187922,0.015898240522123984
CXCL8,0.022076968054307294,0.0005212731726455675,-0.046726373961096704,0.014843180642045678,0.06434221242369635,0.005808034456102764,0.02704438843706664,0.026508675086389728,,-0.013166476010088433,-0.056816381127824014,0.061992208336637225,-0.06270774023272689,0.006098822186009743,-0.04315613092105437,0.006990745611865146,0.04689326516796005
GRN,-0.008246622283904268,0.01739578285797472,0.06843270564139926,-0.037348375651057225,0.1223823626995003,0.006565058962980144,0.027844659360236175,0.021630832839446636,0.02891366261320063,0.013202571707651208,-0.09238116366099455,0.07367410690017422,-0.00828898620658087,0.01834197948283894,-0.0015030403879289827,0.07565422303511281,-0.0058766309436554766
MIA,0.014656938204657747,-0.01704295219682787,0.031530142604513124,0.010479501601089222,0.07607430214287397,-0.011740301779880747,0.04129993347022189,-0.0015684979994449676,0.01630794760358673,0.03471312804256783,0.03634965244198721,0.0008450261427250952,0.05695751032662119,-0.010157663584038435,-0.0052514862877441676,0.021497922860298977,0.14281836452037253
COL4A4,0.051132116330924196,-0.028661169410814796,-0.031037215038993437,0.001001536755219181,-0.016020587836301465,-0.0216208583690575,,0.07626682428664765,,,-0.045009618748120116,-0.030009402361865837,0.022674986822656066,0.004368228095230946,0.012621417360140774,0.014076116760212322,0.016417315742985307
TAC1,-0.031524960250164415,-0.013553816683496284,0.011401354286714353,0.01525285972914694,-0.13727843049264,-0.020193402811992067,,-0.031762115803345814,,,,,,,-0.038632531418660854,0.06597102665054412,-0.09263833819973344
RARRES2,0.038641588053434074,-0.008341242385901703,0.011554968974396363,0.028839671170168907,0.1744912673129252,0.01127919696794311,0.0034637502091236223,0.0770887295081006,0.019522727457793074,-0.013947023586553755,0.08508114982508914,0.09337259148060681,-0.02273963227754264,0.021451000174657193,0.013700308882476935,-0.013672740721306418,-0.008102357550860747
FGF7,,-0.02162990282363887,-0.03690869622532534,0.0489396545135535,0.11704679652088353,0.055851347431062646,-0.010875646998172341,-0.023292272912529922,-0.016281175512885767,0.008281465300572421,-0.011233570241747835,0.06261268619893758,-0.036644524225290354,0.0075578486446102,-0.010530200645038353,-0.0014406612347824803,-0.0007801501971862158
EFNA2,,,,,,,,,,,,,,-0.016055732045438406,,,
HBEGF,0.023216082782772356,-0.03392164381216423,0.0307932126777062,-0.07417711224563187,0.07348815589811664,0.06489478905916124,0.05011091573582073,0.05300250369188322,0.07590098789321723,-0.039760944970397054,-0.01980627994755764,0.034833156864549256,0.010950224383689488,0.08638388521493995,-0.06139583991929296,0.04902828541952265,0.03320206064171692
CSF3,,,-0.02172487072306196,0.023878972589946992,0.07295904743767026,,0.010446811588169676,,,,,,0.020926338564015632,0.06030816971904041,-0.03210195110554257,0.02238090387819984,0.10371249180171675
PI3,-0.001546793610767756,,-0.05146925713953502,-0.026936849829524767,0.13416776160123006,,,,,0.004418202977692138,,,-0.04809874630669768,0.046518954491691605,-0.010856295945273658,-0.06130173578476212,0.015263294145699933
PCSK1N,0.019005978762946008,-0.02490774915896406,0.005353213360663914,-0.024496650589657575,-0.10290603889437723,0.014859020102155548,0.029990825725740102,-0.048804389202898694,0.0037719596661243463,0.04068517442631995,-0.0020988140663555717,0.001758375594014143,-0.0011610142175422038,-0.046291788612618755,0.03980832117590474,-0.04942345158376313,-0.0726442558321785
NTS,,,,,-0.039167332685931595,0.0420903983601444,,,,,,,-0.044245214744652,-0.019560862706681694,0.03528322809527264,-0.04676320505837548,
SFRP1,0.02570136300383919,0.01469394696894328,,-0.01760681246347649,0.031994144917039495,0.020653955806190973,0.08145104013334464,0.01641574065245447,0.015334361528056265,0.0257609068796578,0.03872159405187114,0.003393636405325338,0.006861297870584812,0.009444711506461966,-0.0304817678544752,0.10033456185780086,0.0109744946953177
CXCL13,,-0.002166895849193802,-0.015774826692308036,,,,-0.0009362022432129717,,,,,,-0.01960628591127227,0.01531859356584434,-0.0011473622684513066,,0.045787014833890506
MICA,0.060498920937806976,0.06188615750178139,-0.05085208738677265,-0.02205022240663378,0.13114727155460348,0.07375963668927193,0.05694763043211517,0.007845492842816182,0.07156299976281381,-0.05895776510128904,0.008981377372178813,0.09453037193204616,0.052503754660943265,-0.02112367936572165,0.04888597350101935,0.04824936701409087,0.07340763254209148
