,UKF248,UKF259,UKF266,UKF275,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.02293669938418532,
BMP1,0.07489601744927503,-0.04044579345799641,0.009125337732659049,0.0059196939395050555,0.05426579941439392,0.027124608060308718,0.14490889902139512,0.23138262359518957,0.06259466107480907
NDP,0.015565637122197115,-0.048456857325843435,-0.004734619667121512,0.030520106572297145,-0.09400216657992293,0.022810808581316382,0.00595881069952529,-0.020531311250591017,-0.038072108670134164
TNFSF18,-0.03782270438888549,,-0.018168048511947876,-0.011674764661574738,,,,0.13475773907483307,0.030135216018852277
RTN4,0.030137712176854528,-0.02166749080348726,0.04050913630986437,0.056543963306390735,0.06011799170613447,-0.11539689423604961,-0.027288692848203525,-0.05344158876513002,-0.04340519225182257
HEBP1,0.058248492138467584,-0.015178283910868992,0.009134953347510152,-0.04549167372412329,0.08824990057712334,0.025203902848344513,0.05452944233480796,0.0256639406765525,0.02954916894893863
WNT7B,-0.03676102140443469,-0.013460810459482487,0.01816779786015891,-0.03346462612583523,0.13562781973955187,-0.04010171345515898,-0.017262800598300047,0.09395159485309226,-0.07022295489829568
PTMA,-0.032390369889290935,0.08736503186131182,-0.0393968959381703,-0.025209748257249344,-0.07416911241794133,0.044907499080164434,-0.05214571165430992,0.13357187180660413,0.10852784923007046
FASLG,,,,,,,,0.00848108061246325,
CEACAM1,-0.02407311478594748,-0.02881055981191716,,-0.01836162348633581,,-0.027700653945648045,0.013277569732539397,0.0725959575707017,
PDAP1,0.010901407692322042,0.01248256993787133,0.07994251095947233,0.03468005050541072,-0.1566059150804121,-0.005990406080343305,-0.000909275517052728,0.006612953301755686,-0.06358366724520938
QDPR,-0.03785297716114613,0.015356353867082586,-0.046635298029321585,-0.011685283590765459,-0.0628503249039364,0.01041503782932206,-0.024005559026403955,0.023277611385761718,-0.008745245105384025
POMC,0.042448480182373904,-0.004394002592936713,-0.047930976295710206,0.0685836116186639,-0.004081340949623352,0.06106943312726398,0.0050708489214813445,0.042252483627946334,0.016751462857207345
CCL18,-0.030040972728030996,,,,-0.029654558412870635,-0.05069185692785623,0.11395789751664348,,
CCL17,,-0.01669895680813275,,-0.01456070453984554,,-0.019652273225098806,0.006862865877750366,-0.005872388163590884,
VEGFD,-0.030040982267446868,-0.01860448194539237,,-0.015513199125871216,-0.044325325776223015,,-0.022566775024051463,,
TNFSF13,-0.022669889228481663,-0.011518566672560836,-0.017619216987872027,,,0.01856650317872348,0.01231873625421636,0.017646228514505775,0.12752141342699969
WNT5A,0.09509796357227829,-0.02346546290044239,-0.008773606300566106,-0.0014983049930190758,0.011033059698788147,-0.012450453707611239,0.038430407104840254,0.08427889082569875,0.12145835087431339
CXCL8,0.015347070862490986,0.12500721757282063,-0.025062193397711905,0.013738232785564419,0.024179109751980274,-0.07996806595115738,0.03698368203965083,-0.051470486520816094,0.07613183205722658
GRN,0.10125706746562003,-0.03222107792055954,-0.05672699947185212,-0.005015951028008742,0.0023275659278331937,0.05288497172064146,0.07198038000701597,0.15185495397380616,0.11958433614074807
MIA,0.0028380603382343016,0.014578625979532248,-0.03185894237762623,0.051368255615891964,0.007628857370670789,0.12199489376481999,-0.035079120497560304,-0.06626243359467841,0.04356353434508801
COL4A4,-0.03607896417049123,-0.04024674106379613,-0.016763906539626654,0.021787301235714228,,0.10959425314639411,-0.024437948917134897,0.06636010795341647,0.07964566112936633
