,UKF243,UKF248,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
DCN,0.0439296523107634,-0.010579726408459798,0.10659266685340821,-0.016072017360977773,0.009725227868804705,-0.01729514662546903,0.017979083463678602,-0.07141706197353044,0.04834180483067374,0.012894302730384825,-0.02398946364270828
RARRES2,-0.02633800251884335,0.004485563805194511,0.048540762661070595,-0.050539209312971754,0.024147011652619968,0.07307722893817578,-0.020323955877416883,0.14779054475797407,0.04706776359018616,0.10395678465700188,0.017926763024224288
SEMA4A,0.013594653096750365,0.015065109208299045,0.026852544173581367,-0.015027806923537234,-0.0012809879677966305,-0.0478051848408343,0.011100929436007958,0.025168198260786877,-0.033898864149327725,-0.014380549415099862,0.012747865073295473
GDF11,0.03179481999140823,-0.017318490086075302,0.014346017314062879,-0.0025725961532061044,0.03298292951529387,0.049831014402797844,-0.07351942264496708,-0.02186242234217753,0.035145830908344985,-0.031231494616980687,-0.04714988979293683
GPC3,0.09156057962861275,-0.010683380189346855,0.14934116809697293,-0.015976348696395033,0.029378469335110107,,,-0.004908550410652829,0.004756781699466936,0.0234076818021593,-0.023241409195257287
OSTN,,,-0.0172597783151139,-0.024688800533792986,0.01352514371301496,,,,,,0.014355362198270237
GRN,0.054088630370730265,-0.030530838998808464,0.08095578201950321,-0.07162242467583302,-0.022092890116338224,-0.031721012716641316,-0.03260365979520519,-0.021257782820109417,0.05798939565466488,0.03771453666327692,0.02569920733702515
CALM1,-0.008142585702775838,0.010735039903365362,-0.09341220245141865,-0.06738227008143702,0.026419474677560152,-0.07844554305864765,-0.1028988915255786,-0.1372478931451605,-0.039115605570256465,-0.02062815885818426,0.04763303702601605
ANGPTL4,-0.028101623322337795,-0.07076928685318817,-0.006616391317280278,0.01473355342924352,-0.05198409210051847,0.032059321551248174,0.02138483689452743,0.12632760855639044,0.05730206649028934,0.09585072867913813,-0.07309599656838352
BMP8B,0.02199108736540511,0.020839378059428797,-0.036882180559378475,0.040559359492936695,0.18671012562768738,-0.011209845324808187,-0.043307508769391156,-0.06181460934788805,0.0028814221400118305,0.019203562478976782,-0.007941389953557402
TNFSF4,0.06982760130491955,0.0028188000201032925,0.04957594816112184,0.0013406882131006893,-0.013592970405046567,0.025964136234187928,-0.02037031602759651,0.03118911326903127,0.051841418880344485,-0.021863975499878726,0.012938681319392561
RBP4,-0.030609014441819883,0.046070377922401186,0.010872256493145915,-0.043176142454437225,0.05444513637622636,-0.03625102130606136,-0.029049001758367055,,0.04924739493783928,-0.027001523463614816,0.07168023973043054
DKK3,-0.007094212860964789,0.027447436952438852,-0.033533496881772894,-0.039008437423543846,0.0016985198969355134,-0.047095654851041516,-0.024501087207830927,-0.08027031626424404,0.0889181867018159,0.03911308187756267,0.02242348321616076
COL11A1,,-0.004393190203552098,-0.030274055675994088,-0.024925146088453233,0.00736106159912339,-0.029774413979262605,-0.05701623838818303,,0.011777956732732554,0.08466644464512545,-0.016323859776373035
COL5A1,-0.032989729493911615,-0.047629874622610195,0.024632640064163297,0.03505298240218243,0.029627737560737968,-0.0514625570136723,0.10635035243863657,0.0065187264384556865,0.005325634323500653,0.056417147306921565,-0.06755556665659262
KISS1,,,,,,-0.015457249419387753,0.015410115734017536,,-0.029656232426463543,-0.018709455956083566,
MEGF10,-0.029603550335621127,0.06789981750149462,-0.011558788046422745,-0.010846427786232883,0.030551832298957915,-0.029363050931313653,-0.05847124629007409,-0.09785356680354089,0.027354750427750818,0.049196845302190595,0.043855622110582713
CEACAM1,,0.034398274110964,0.10339759277499334,0.07765688685217789,,,-0.04315733093723888,0.022178276034009212,0.06420257352291191,-0.0182720348451614,
EFEMP2,0.018149244642522547,-0.011863878989024766,0.06297548705772624,0.012948447559456929,-0.05124036328399585,0.029459902766574616,-0.06570226908098561,-0.05241418915055701,-0.011868564610800169,0.0641723578710207,-0.03181607583572524
IGF1,-0.04416906596623984,-0.00854382069478204,0.09683014147052155,-0.028415791168980523,-0.02969969466847285,-0.015983581399175044,0.1307494510531634,0.04883487474157481,0.02208960142065906,-0.019158567622151505,-0.0761194289671944
COL6A3,0.01288634606454517,-0.015258588203046567,0.001609503999941812,0.024385383389483005,0.0045494807269677445,-0.024939813865381202,0.03185187775960694,0.04151054279878017,0.046663960019286306,0.09401675027652505,0.010196668364528788
RLN2,,,-0.0191567216126011,-0.014262694267523345,-0.026342407874305106,-0.013170942934373063,-0.048665291120172406,,-0.019365014078010646,,0.055657456195476296
WIF1,-0.0022830357070733024,-0.004934022505082645,-0.05941317409478932,-0.012328565441752093,-0.019468541340090795,-0.04534194916631217,,,,,0.02645408959047036
IL13,,,0.12258261278490744,,,0.09125260424331408,0.14557162646534025,,,,
PLAU,-0.020573828657841124,-0.0259880139514151,0.09313343672749551,0.05222611999858998,0.021717851113781057,0.039715666167893564,-0.2149476189547271,0.06533918920377565,0.032531558055311494,-0.03632051627535887,-0.019028434690999897
CXCL12,-0.04322448630451894,0.04991567067310223,-0.002933758264072737,-0.03658004255403068,-0.06390664124171729,-0.01607653742591675,0.030821607777592117,-0.07045651534008215,0.035762789143631304,0.03285494293098092,-0.0006074373655459254
MMP9,-0.02419074053252109,0.029293883796314164,0.07367151055360624,0.01103788704805033,,-0.010570062590346839,0.06191985190203184,-0.050929747336639096,0.014567719759497643,0.07613814854156045,-0.00025328033112076697
TNFSF14,-0.0331376114205891,0.02168157152056498,0.08396995887283791,0.05074794041703654,-0.01134423084705478,,0.06351271488984003,,0.16028208777461594,0.010235951797084829,0.047134587927429625
HBEGF,0.05975777038473152,-0.031891675188512755,-0.011378637424718618,0.020793240754178377,0.027912283264998686,0.034407837613302066,-0.0466613857100363,0.1029884389292878,-0.011433545442740736,0.06723749892583188,0.04359072384448528
NUCB2,0.03749422066533546,-0.008647875794695826,0.06246408830951115,-0.011291031108610934,0.041233746855086864,0.052072078230687754,-0.09421986423233572,-0.052544255303175094,-0.001711709925295513,0.048499366566128604,0.02683191557980734
VCAN,-0.014349054303926674,-0.017946349612064247,0.07156492206501669,-0.04697610719705854,-0.013865735351383454,0.06384552096826915,0.03198431833594186,-0.17958633552116068,-0.06174719521341751,-0.05866826264474849,-0.049657852296241485
VEGFC,-0.025005154745832037,0.03546431624046553,-0.027103942948668257,0.009398026966545743,-0.002599145891943249,-0.015940838199842242,0.06934784914572857,-0.057808454894187095,0.01748673641712964,0.0693043895160626,0.05515330144431264
LMAN1,-0.010200635100809182,-0.09806033533971309,0.06826299802942394,0.043162412945065454,0.036693133996873004,0.05677800854099642,-0.12368184644608078,0.10377289638345014,0.0036079406270462786,0.04672357228209283,-0.030424518576159344
IRAK4,0.09268349126391312,0.03166661473812281,0.04853043896775829,-0.042391058494026364,-0.0028238268718207885,0.01977718430246818,-0.005008764478368438,-0.008773923340141017,0.006404535716486349,-0.011981729881226868,0.001989913277605405
MICB,0.0003247117782136981,0.02142583382737729,0.07867823899561263,0.023255422179356996,0.03637805507076795,0.031193705509343066,0.13758811269473264,0.06344583195340915,0.07909167256833381,-0.024041548371885404,0.034505568552526476
COL1A2,0.020253862978522746,-0.05780802895316329,0.12224534389801738,0.026554331280809088,0.00789265566208784,0.008256103582990913,0.019849545550860746,0.0032772788570556727,0.057164436866101405,0.0740086575559666,-0.03159178344403286
ICOSLG,-0.04256668209724472,0.02061224940244052,0.03929455090325537,-0.01220505709553871,0.03910922857441977,0.0701333299473643,0.05488125994940397,-0.0531551484821438,0.06336660495241049,-0.015252979702991441,-0.012046393703510152
GNAS,-0.0027438909599452237,0.0025952990792108576,-0.08372306129787233,-0.04004835285159181,0.03409092464351725,0.06442549421094203,-0.05393067493042032,-0.11874634237806495,-0.004102999041087542,-0.03745816221120007,0.05895029730951554
C4B,0.017929017566331567,,,-0.014771260819560114,,-0.022849377015203252,-0.009172843567210506,,,,
COL2A1,-0.024190750615867465,0.033166692335557094,-0.0189749563934577,,,-0.01297928770385087,,,0.03729117440253237,0.09898006809549312,0.00022755596304812313
