,UKF251,UKF255,UKF260,UKF266,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916inf
VEGFD,0.012130311246723818,,-0.012629727344028747,,-0.022416364992171457,0.033929534726369545,0.011874385217445854,0.035525859569540796,,,-0.02303345670439633,-0.007032530166032184,,
TNFSF13,,,,0.06563329655014753,,,,,,0.016253686497663462,0.019717581028834235,-0.03611800205549342,-0.04884902954403487,
WNT5A,-0.004062839407434375,0.09941759973722744,-0.04540705776349452,0.3883258702616363,-0.025366352399750575,0.06063101196203351,-0.014836753367087173,0.0335918524453375,0.07835562256056806,0.04548034172232739,-0.04027884158389593,0.00035767274452024847,0.009042423747842589,-0.060887606042971776
CXCL8,-0.006403848795027757,-0.16801298655275376,-0.05016046669483672,-0.018729109939147948,-0.00468217888633985,0.015611518436157382,-0.0018354436018242551,-0.06041618753529769,0.0738899059600062,-0.08473466174312723,-0.03895969800249047,0.05748513349157749,-0.09322575370099273,-0.041733682784930025
GRN,-0.07097362418516547,0.16104414707656015,-0.05643727276743128,0.23266253991686614,0.004078495345299413,-0.023440423207831396,-0.006727889458422142,0.02463187545989621,-0.0164791584866534,-0.045850004570826726,-0.011343302405944068,-0.014857959094522005,-0.18274444499699882,0.011423163363218405
MIA,0.02412638657425758,-0.044776847216999704,-0.038322956704934186,0.10943659725322419,,-0.0644932346723944,0.018204172252111402,-0.07873198754637395,0.07210514920704635,-0.017832170563136858,0.041354408370308585,-0.02267420767642535,-0.2314287208063876,
COL4A4,0.006506346287393545,0.027780277398284026,-0.02860900410057379,0.04525692667210754,,,-0.017627927940573083,0.0614316907646184,0.012054189184616013,0.02936280754222039,0.01098536289112416,-0.020448950360500553,0.051506324393212545,
TAC1,-0.07074037868501594,0.1650912051271992,0.16057665885136702,-0.311380120253886,0.033341507291734275,,0.015363032192538739,,,,,,0.003866708679944767,-0.023490743619503842
RARRES2,0.014609771997245741,-0.13312007936684608,-0.07616337022274755,0.21047164078398295,-0.06795497385057982,-0.1358828721568612,0.009965176104948016,0.03439797484553471,0.07707499186477602,0.006711313175453389,-0.09902751892437302,0.02427092824934511,-0.1440731053260707,0.03170912995439094
FGF7,-0.028536802879704306,-0.0005755213823766294,0.005490991561116573,0.0670872984911989,0.014031986147938647,0.02837432503201088,0.02273978384918871,0.09605839889390942,0.03790328666339024,0.055773374277228165,-0.05694673218161371,0.10755158613119291,0.013874253012799664,0.07336743620331375
EFNA2,,,,,,,,,,,-0.021891759127728023,,,
HBEGF,0.04644112482325045,-0.017997253174554584,-0.018699780224677675,0.26761840051449853,0.0595307763733732,0.06807785630535518,-0.022693999014905705,0.040116165718648726,0.057165581635106766,0.005301528698675064,-0.006478443640003688,0.002961383911238078,-0.08950051174929793,-0.04643748048342516
CSF3,,-0.014630662041875197,-0.024288738176292336,,,0.015476032005887602,,,,-0.03715844650291284,-0.07116625714297478,,-0.01715266523949482,
PI3,,-0.12422543083928671,-0.029565071390334003,,,,,,,-0.07452983887306892,-0.06792188870821118,-0.011471356712280776,-0.18990712945044746,
PCSK1N,-0.04465544575578504,0.2470294996095756,0.048449984626931106,-0.1601618111028096,0.021462359230424163,0.06997341585311462,0.029101990046751722,-0.006186883165448555,0.036592227070130774,0.0912992196957152,0.03867620757579785,0.05982221579576689,0.05745770225794704,0.12705936263764392
NTS,,,-0.042308045047647264,-0.03518791139430329,-0.020181929236807145,,,,,0.13010073804063488,-0.0266709542419709,,0.19494121354537544,
SFRP1,0.007459966775838917,,0.08628970320625547,0.1939693566095878,0.04112750428408531,0.0971052026682432,-0.013554862727454877,-0.021980838254552906,0.03790998620608723,0.01714353514543861,-0.019054415292665047,-0.059784047937153556,0.08603950704958986,0.06601868875667107
CXCL13,0.06264678958437245,-0.027037190873478285,0.010775253073551672,,,0.07874089124227769,,,,-0.03713675886770781,-0.05624616988405836,,-0.09496454233082278,
MICA,0.001059467451595406,-0.04975302131082244,0.026675202663001246,0.04080322757843902,0.0006392463519149635,0.019488606871723747,0.0037876056563317653,-0.10850360731126225,0.08730330990819181,-0.044999206816615435,0.007977654826314583,0.012689858357945547,0.030274316958785137,-0.06873207698196304
TG,0.010569280194617602,,0.05670926040082699,-0.004975742763654044,,0.06997145588607848,-0.018597788347790602,-0.15091566186708846,-0.04128588371166427,0.016799751405400923,-0.007370155290230847,,-0.015677872252780067,
ADA,-0.002794532027830294,0.08665912828995925,0.039737631958199064,0.14104568350447738,0.002286565169558991,0.12447861798895005,0.038109788687946344,-0.08790794502541249,0.0503757743640356,-0.005700387021901549,-0.054530465637775416,0.005949023611939052,-0.07337046570392695,-0.0648089021249398
LAMC3,-0.006741047607968276,0.03638504611801607,0.04186976127491126,0.2068293811165563,-0.06287186452749739,0.09997900800181699,-0.008908495116973758,-0.05993413367981796,0.002641608328028267,0.0038098424019516277,-0.011732002266065727,-0.030307309027035365,-0.05918159873866338,0.019662375130025223
CCL7,,,-0.018931106561120327,,,,,,,0.04997151799324411,,,,
NGF,,,-0.0026111787754037057,-0.037257339124597916,0.0835698729625089,0.08504283870609962,,0.0467207359525089,-0.05420086924245545,-0.036731125846493615,0.1090655800941547,,-0.08845903598578729,
TNFSF15,,,-0.014016527056608843,0.06540200181114592,,-0.038328701427583205,,-0.005961467020338565,0.00010002989026676008,-0.0169121057411427,,,-0.03107247857437469,
HMGB1,0.048156600127199266,0.17539006364484466,0.011340299885156384,0.2748188574569614,-0.015417371876296467,0.10681603276279303,-0.039274172643760645,-0.029593180659946188,-0.05659044524208948,-0.06628109385633463,0.004170835614898796,0.06012342213993827,-0.13103665260972625,0.029609353654940506
ITGB3BP,-0.0011183937320985873,0.0515956233503032,-0.014847179628154255,0.35916450477254147,-0.026292862676684355,0.04495608620912995,-0.007072431868849089,0.04908274691770476,0.13282833372037142,-0.03365282202688476,-0.08042865597848464,0.04835936423195128,0.003736042695201838,0.06255347988269963
AANAT,,,-0.0126297291469935,,-0.018973994055278484,,-0.016607730207291897,,0.04787554369421974,-0.01279818874882098,0.027261207509157365,-0.029149756924246536,,
RELN,0.014770014825555743,0.10782754464391484,0.00016059560623793236,-0.10680626237343703,-0.06667041103864052,,0.019546188987717383,-0.04452129949071338,,,,0.059743944464600525,0.014365979907844804,0.07914415273504796
IL15,0.017196702982555764,,-0.008380212571192262,-0.01146107862944606,0.017509248978889592,-0.09647980971533068,-0.015402902170459636,-0.038740016857330035,-0.021006956165547878,0.039720306199251244,0.0555767189852465,-0.05188211195551247,-0.022463687766789066,
UTS2,,,,,,,,,,0.048816603507900694,,,,
BSG,-0.02422345555369738,0.1055333140760756,-0.06389924971565832,0.1940892391406005,0.007058782087357192,-0.07295349620558117,-0.030827319237470358,-0.03197747890328458,0.09927666789721405,-0.06119800986838428,-0.033631222148946587,-0.0009485928052601082,-0.06439357742014835,0.04687798651000369
ADAMTS3,-0.0030033296383307666,,0.016879511623795713,0.0014427036942072063,0.03845503316891197,0.045193064163012775,0.0015778162691747223,,-0.008167094065609034,0.07478713287709048,0.06585375412944758,-0.000319701016539303,0.09777758824681682,
CD34,-0.007781029729703356,0.07849667951405286,0.10954163351213532,0.14751364262481284,-0.0040429641450044065,0.08525494892129333,-0.013213474037185185,-0.02202095771227921,0.03411744102614685,0.014024980907562587,-0.069756840444596,0.08021633788926118,-0.09544567041696449,-0.05225686134176749
PLAT,0.05645348503976357,0.12836308428556403,-0.037742263972973,0.37949884205268947,-0.04665130987713064,-0.0013230682851952242,0.07959481479479981,0.020757215413791514,0.029191302424766533,0.1045123659414116,0.09829604266754599,0.011565951734236262,-0.10342585156900712,-0.019820546579458944
NTF3,,,,,,0.05159919491799396,,,,0.01227893945136694,0.10466419113408815,,0.09311057158764274,
LTA,0.03298022271099892,,,,,,0.02731815418246577,,,,,,,
CKLF,0.05167923039030226,0.041802743609322734,0.007049030424091408,0.31558917756494226,-0.012575037696579605,-0.0008294856248121467,-0.013689304908174545,-0.10770570438134372,0.024675657637336344,0.019544520529952262,0.051537754282410475,-0.041789255609850466,-0.0264560691347372,0.07861064238105947
APELA,,,,,,-0.08867369840352232,,,,,,,,
CD24,0.05318412139968499,0.04708905886743625,0.04254476223615543,0.18900681658736515,0.07774005090732164,0.18668644673600188,-0.017655827736074235,0.12528023011040865,0.19169798228287335,0.07169119598991945,0.11310210335978862,-0.07422840432648997,0.21225971890954717,-0.03074443414418323
HSP90AA1,0.04999047040035717,-0.0566316162818037,0.10908922453724063,-0.40075277108159263,-0.002509853589663044,-0.03920730902185475,0.03300433858053126,0.054926505374988756,-0.10196433782193672,-0.03629056091649864,-0.05130965565329674,0.04244808948831305,-0.09222322160288826,-0.005839825346554885
BMP4,-0.015810447355327592,0.011558497857506435,-0.024510029596527032,0.37662366785718115,-0.030263932232504797,0.00849716207411794,0.012060492848796706,0.045408853922475435,0.03196014032501726,-0.026948414533305147,-0.028339527553662543,0.02154116624182305,-0.06017225174834468,
SCGB3A1,,0.08577028386444095,-0.01504044827902815,0.08733847014578328,-0.033399539371571495,-0.0025333524782983675,-0.010747942766415506,0.08479259169579394,,0.06915309857707382,-0.010848912661383343,,-0.020113352705247316,
IGFBP4,0.0029021391815104752,0.08719695012667138,-0.039303538476901115,0.3338012260723112,-0.06529597905157364,0.09570204631389004,-0.046082307545819934,-0.03374347537075619,-0.04291686555877618,-0.04233931997830245,-0.037178288802533696,-0.012409720502990416,-0.26499897002728573,-0.05565144613210543
RSPO4,0.034271564356734174,,-0.017359122216519692,,,,0.0282461170231917,0.008640672430927723,,,,,0.06881491424961926,
LEFTY2,-0.033388734004575045,0.06487688040731415,0.01286202383292438,0.21871527852846037,0.006520681732787304,-0.07158987809407913,-0.01901471306263802,,-0.004068443554832678,0.03578194407777819,-0.025171589766815744,-0.05139934344367056,0.056543031229825125,
PF4,0.03643399881024126,,,,,,,,,,-0.02006531287765382,,,
ANGPTL2,-0.013030124542432974,0.14317518220557626,-0.02257834023199047,0.5308621621181533,-0.013502494813243896,0.044903831818054636,-0.03159955025921523,-0.12352652634826844,0.04344835480314533,0.010990256868042819,0.023245329864560318,-0.0024663840509577474,0.017948414630717162,0.06970637882008696
LRIG2,0.02098472492819891,0.15873424680408357,-0.06959576149990744,0.2743336931211425,0.01452038799450649,0.06328914808630545,-0.03197165699329475,0.05211932384720542,0.15353528062537372,-0.01928783684312542,0.025464492906704873,0.03369228965160929,0.036080487409776506,-0.026730497293972474
ICOSLG,-0.019995245582242745,0.08828303440510762,-0.03306485158603855,0.17992390924705493,-0.044008189023863054,0.05495968079736977,-0.009821907684594846,-0.03431347331374119,-0.062129354811926364,0.027758373779420805,0.040706781458953886,-0.020827443053281623,-0.005555529213215586,0.0368610456282363
WIF1,,-0.023485674233481264,-0.007506116414352794,-0.39721122942180626,-0.04623110592949757,,-0.02718111788960465,,,,,,-0.02893903133523272,0.0852089524054104
NPPC,,0.1011548926165944,0.004999717200323991,-0.10344147655668483,-0.05010603925896468,,-0.008751449563343153,0.03257360259443477,0.08799633507392553,-0.010588771893395786,0.07003536303805412,-0.03952482470301903,-0.008618402437955516,0.014457022773267518
LYZ,0.011156062289422094,-0.002525180693552114,-0.05269221376729124,0.07423651393243626,-0.03124104864319229,-0.046153061866553845,-0.025655590404898877,0.023032973193275092,0.05052855346901049,-0.09030044282535411,0.005908645852884841,-0.03655740611646483,0.014616516198733373,-0.01521083242750575
EREG,,-0.011538290590631457,-0.024428403748780882,,-0.020761320920662765,0.013588714393491573,,,,-0.0229915276513793,-0.06375839256830468,,-0.008593984442020459,
SPTAN1,0.027720936396223035,0.16690154181726166,0.004492065583192248,-0.19815435636222667,0.007940782254998884,0.015054904974505156,0.019779465533246332,0.07684488352712845,0.05052069999305421,0.09391014780981942,0.04613181234240166,0.06561098201495538,0.22940699599601874,0.02845868246550458
PTH2,,,,,,,,,,,,,-0.03608731443136841,
LIPC,-0.02285176735439215,,-0.01680648745365395,-0.08024379365751821,0.06879324094426201,-0.00042548088550295075,0.03116790913993189,-0.04115563602817561,-0.048390957322415634,,,0.030610706103896067,,
COL8A1,-0.014334035846926892,0.03412659075480529,-0.025471106752247223,0.2666321931837312,0.004664218845118561,-0.12731022740127731,0.018691662783842388,0.060179285788793016,-0.011144196184305975,-0.037808239291044404,0.014133535833286581,0.02645842458357163,-0.09588134097565254,
GSTM2,-0.023452063101503287,0.030896659427939076,-0.023543782198983523,0.0021744935450642077,0.03261316916471117,0.02698159026786149,-0.005458194306171521,0.02338921142694642,0.05410263791966737,-0.05954348087312058,0.017281803785402464,-0.0333657647774146,0.020203689513299754,
SPX,-0.03476779405280763,,0.07045213647745982,-0.0921067747885393,-0.020352984324521452,,0.0294379036100024,,-0.02631256646892261,-0.03206630318401254,-0.02491365065754878,0.00918032726882196,0.10454362504934976,-0.05944385184415069
MFGE8,-0.07258723789613997,0.007834658197451593,-0.014571966240459438,0.1261442175922275,-0.040427298214159316,-0.045206265094812584,0.01451450366766725,-0.019473037221283924,0.033000012435737865,-0.05610521030800188,0.011737315047506688,0.015996523997868536,-0.0478765835460335,-0.036451051217860984
TGFA,0.05388411324302972,0.09614190370371409,-0.039724299670778354,0.21379098268553928,-0.006668298328024978,0.07995422375600346,-0.03453523250829553,-0.10939106651070483,-0.04249130713714076,0.06328465141806318,0.0054278493656354935,0.09857985286547014,0.04229621117889976,0.03726008440199536
SLIT2,0.0534776601528346,0.039223827040965886,0.007667259684720512,-0.04468571668872184,0.012037429350319697,-0.05122908136231921,0.050938625915644624,-0.05966170037062294,-0.022163705110411252,0.05060584725234781,0.036803676156994876,-0.04945197845588337,0.06173424743973153,0.06713714647159276
PLTP,-0.01867603916590012,0.1278913739985182,-0.03175906704971178,0.1727652764051142,0.008011294037298113,0.07079151496151448,0.00826119805528938,0.06298648751498327,0.13342501345867494,-0.024738360813047273,-0.05440371124158164,-0.04033706663848594,-0.2573213543009304,-0.04817515760177823
APOD,0.02108319805751215,0.19375988150744813,0.02268327341409341,-0.03209215080886343,-0.01949401536130628,0.007768690030407148,0.02995099990111003,-0.018336604458258327,-0.2578197513940888,-0.00466635550187096,0.05319977560173369,0.07637605308715444,-0.08575261469176047,0.00018556948665194477
B2M,-0.09481663350599774,0.0958627337525027,-0.04326594779987295,0.3521160059025804,0.026453553700860583,-0.019781785657771254,-0.007158914791192541,-0.19409028039970938,-0.13533345528926125,-0.10062904091877041,0.0013406518331450519,0.024003883594063972,-0.25348094522609504,-0.0323241899714547
OMG,0.01756770459422219,0.21320846047345723,0.03321289483174323,-0.06352031969526997,0.021042317051103303,-0.006519879832518848,0.07164208055539983,-0.02774045732951583,-0.13715078271628675,0.004201421058386806,0.011711145122957423,0.014725743031221428,0.01944529730202859,-0.021807164254437305
CXCL3,-0.016497535198979563,-0.004410876314715246,-0.02158513031900164,,-0.02922664151319489,0.04089930923951818,-0.011092880187979087,,,-0.06384529396669678,-0.07817330964824026,0.12787458581420294,-0.10387776744905282,
CXCL10,-0.05865464042489962,,0.00851480348864495,0.06527498050700976,0.11912216424520666,0.0646415529922002,-0.017627929054224067,0.08287234177983999,0.03789127965939051,-0.032841756507035524,-0.026913401432678324,-0.039524820405345065,-0.028987962108244666,
RSPO3,,0.061687920289034574,0.09085329288704752,-0.07458540293568128,-0.04458911732232181,,0.046841639205823245,,,0.04628891042258662,0.021919956665811827,,0.019918549951931572,-0.002871223809811193
CORT,-0.04720115639457175,0.12348011491389566,-0.02039719748004049,-0.045136492996797846,-0.028735460339903006,,0.05431689624143971,,,-0.03626502781326457,0.07451573044404912,,0.1326144738694052,-0.03773674594676198
NCAN,0.06623725470768638,0.16262882272406773,0.1064179034965614,0.22976359261472246,-0.07173775027828157,,0.014357255934494967,-0.148262712802892,-0.07804515386865196,0.08309265040409983,0.05421994218373108,0.012411909498014635,0.24397238244669603,-0.10320306206087138
PRG4,,0.013707227065740214,-0.012033377259255098,,,,-0.013552784179303683,,,-0.034834230327805735,-0.030982845451679973,,-0.00911010013273074,
ZG16B,-0.03610386383530652,,,,,-0.02334564080574382,,,0.04161924163497194,,,,,
TGM2,-0.003008415807351103,-0.08491789176375522,-0.037130893586061274,0.015687469500968557,0.015122397962767563,0.08590834788941143,0.0018700308291155743,-0.031299392624346535,0.07470925539432123,-0.017886800106944916,-0.07286876604956534,0.05051149148990063,-0.09322746550986508,-0.05575264258670354
VEGFC,-0.0391109324537282,-0.10499547021678207,-0.018523355077769806,0.004081794335154275,-0.023460202242836382,0.05773162886124149,-0.013831156467104505,-0.05382186463315967,-0.03976701423807445,-0.018234364099051888,-0.0420709968385301,0.0031031719186462086,-0.05224857394781942,
WNT6,0.02587136665720388,-0.005586206472990348,0.026786540764055917,-0.0016565093594994144,,-0.025232636763564836,0.04385779675600466,,-0.05674819673244659,-0.01802214416812403,0.024421647937024855,,0.04524569825689011,
NRG4,,0.057855699982318425,0.09004306769837561,0.0005597247162879137,-0.02613605349381062,,0.13282013287503744,0.028575390217436155,,,,0.03523747721922773,-0.0038071591350811403,
PMCH,,,,,,,,,,-0.03232662247563855,-0.029460377453811477,,-0.011499229244339357,
COL9A1,0.04398132029190794,0.07648652128839392,-0.03356038553537302,0.4358300694033466,0.0060528246737002545,,-0.01838619786373014,-0.0327916824393136,-0.030197094287092496,0.11219233158265601,0.01610365467727686,0.011942478294400798,-0.024377366966782166,-0.05749714969231701
GDF11,0.02390527404094971,0.15993290703893398,-0.0048503509170582815,0.3482040218535835,-0.013394131681065985,0.07925662985183758,0.003208521776926616,0.020916270852344262,-0.046631744929825907,0.03144447185381383,0.02508520464965939,0.06909712126257843,-0.046930576889906594,-0.06334525876295816
IL24,,,,,,0.044443132063921274,,,,-0.024101950745467286,-0.019745381665399794,,,
SORBS1,-0.019533583759004984,0.053374331028440414,-0.0410961265041942,-0.041701894427724144,0.08639671801890386,0.007280621543386656,0.03398023675054411,-0.01959873390451543,-0.004208973439132676,-0.002237294679342322,0.026879705886898204,-0.08686860947218203,-0.057501350293757254,0.1011693642024694
DLL1,0.04613609572619386,0.14489466585830674,-0.013547072327596934,0.34687627545943267,0.09028840285299139,0.026994412434791868,-0.00563889609785367,-0.09341552079542433,-0.020553606973854298,0.05182942634123416,0.05598545971711533,-0.031469173977547026,0.14104484630084,-0.021754852649119544
TLN1,-0.035240511134137766,-0.0849019387152223,-0.08452767251382634,0.3157982125438549,-0.0036685074607739052,0.08763508629442804,-0.033782538753395,0.06255555815122792,-0.0177147205408055,-0.06569436759057004,-0.043584563797944446,0.013999674385820907,-0.0390055203290853,0.019343789751225048
COL2A1,,,-0.010747631377436399,0.0731801433201274,,,0.01860700242768091,,,-0.010205844545879842,-0.00011678604500552475,,0.04687017772779398,
SHH,,,-0.027245972706078835,0.03949017787878878,,,-0.010747941826978398,,,-0.007660173472616314,0.010233043926775133,-0.04236380652788593,-0.05461028154878217,
PON2,0.03938736441584926,0.21018027932954908,-0.0030785536604540924,-0.0339035383587524,0.03054444609413833,0.08287070860302245,-0.007763360147602655,0.012535051692801304,0.021598630655344703,0.003466556335340627,0.022683707478958523,-0.056737449801977105,-0.13203200467644505,-0.006196966765092182
ICAM5,0.0033565707631520118,0.006922022790520092,0.0921352096642526,-0.13440775069947755,-0.04367181266903626,0.01759061328081609,-0.020990149816801598,,,-0.037190265671979555,0.01570714629479052,,-0.01934662439387348,0.03568236847440835
HPX,,-0.042033881953122576,-0.018797811856661316,0.06888854565270712,,-0.006894510531542359,-0.027319123032296756,-0.024446783727835337,0.033600401485807466,-0.01286195738787243,-0.005559998015029076,0.10854348595247808,-0.012397694075336063,
SFRP2,,,,-0.03122763425424402,-0.05959361733446359,-0.022199731102450944,0.06052941724517961,,0.02676396622395278,-0.021362134062127953,0.022963365201512376,0.04389200892039499,-0.16354086036370996,0.033868389382349505
CFC1,,,,-3.472671110439533e-05,0.028175372542864823,,,,,,,,,
CD70,,,,,,0.02165564339994423,,0.006105795494428662,,-0.042162015118196984,-0.05141608778347145,,-0.12357882179008359,
HP,,0.13972412053628558,-0.03422380645973536,,-0.0036364541812256737,,-0.006732359167334399,0.06491728185884536,0.04774135544514945,-0.04217290085521819,-0.0553879928982476,-0.039797274116652945,-0.1162722018254318,
CXCL2,0.045499798815470706,-0.06912100377336344,0.03230780226945656,0.08699907351689949,-0.0438329315314313,-0.029260374116578572,-0.021272760084200395,-0.00807123430380621,,-0.08573056180336747,-0.05757562307763687,-0.0443155845373739,-0.11290126531505196,0.06112079034181904
NPPB,,-0.08751195885632562,,,,,0.03617340497125535,,,0.006476499324516496,0.03310400407493548,,0.016091310994066185,
CCK,-0.028012879128008386,0.12402937934737669,0.14224976038840045,-0.5238351672699514,0.022343303734932842,,0.019178874890343985,,0.043783235217241895,0.05789185241147171,0.05428271355631204,0.08806117810368069,0.14812719161984958,-0.06420436241767553
SEMA6A,0.031110873547045836,0.07204410411509694,0.028080944990715246,0.32825014712386996,0.018436225796636355,0.010756536570174535,-0.03889934926043138,0.0559588422254427,-0.033557356323665466,0.0898778746307092,0.07560779265219372,0.0256191698378181,0.07680827773091996,0.021772074411435645
IRAK4,-0.03129263957990093,0.05774366397142375,-0.017355230470839967,0.26787094243651466,-0.02810266008473878,0.07002875103580576,-0.04170892311267484,-0.031808426320959995,0.14399400311172256,-0.058920954528486245,0.03408764697720316,-0.0039069079152684065,-0.010696676446559101,0.058798012248044804
GSTP1,0.08029576025350381,-0.0002875005712824912,-0.07948638556954328,0.3913932928136755,0.006729225643416217,-0.048350008067747745,-0.008572385373951389,0.027228284216107696,-0.04897001962482154,-0.04632530083002305,0.055100090784663706,-0.04120230601243866,0.07079820458335279,0.012712081593401953
VCAM1,0.018372758668785384,-0.011892922998496532,-0.033467692121857635,0.21922371860390483,-0.028216384077967182,0.03208985545660978,-0.037419044751702366,-0.05947801046308126,0.12421678621792183,-0.032653238982492325,-0.041026227531329264,0.019800436470668203,0.01194452270234515,-0.010912013919519372
NXPH3,-0.035745530125494425,0.08547081039555704,0.026507566344612127,0.26549679772288837,-0.02544328880991948,0.04560574726706329,0.0043204128813911615,0.02939144920258041,0.06993823578642215,-0.012084370925194142,0.017218394742085107,-0.038580537106764706,0.04811815516566361,0.09002690040643259
MTMR4,-0.009834216385152248,0.10080109616840723,-0.02003586865477005,0.08141656375112008,0.004605335666190126,0.07109623244992647,0.04004259483767752,-0.05156926912783765,0.026107495070631166,0.08827106615227107,-0.004752221206643454,-0.022104706344464594,0.06579047875761343,-0.013916496222223814
LAMC2,,,,-0.0213963289872432,,-0.011904053481279549,,-0.09004208128671039,,-0.029631149800774532,0.022147600347024603,0.14173562224796799,-0.015324115739108584,
IL10,0.0030362750122652485,0.00182745452170623,-0.001277855694725799,,0.036751405073826335,0.017223246793839492,-0.0123808523231263,-0.07388115532923183,0.014506130342618152,0.06882242494294838,-0.018847997739819912,0.07833333406675985,-0.056950749366925325,
SEMA4D,0.009920038316507215,0.14308113777819367,0.07575020874684714,0.1085857956400746,-0.010054818718795051,0.02465699211556034,0.015155741396659133,-0.03297098112140506,-0.05006305354906533,0.11014161408161124,0.05100929769309518,0.027658307011898607,0.1526187011599669,0.09772793945894055
TRH,,0.015326157298162392,0.023250327526676867,0.23026316578698777,0.030964684635844373,,0.056225377147257366,,,0.0999056117472858,0.014100442772090188,0.07873544290580316,0.027890311682128924,
SEMA6D,0.015352301087780289,0.1882226844434157,0.05268356804685427,0.3631293236336392,-0.03446301396477101,-0.018512021898202512,-0.04540817454238054,0.10929679287399954,-0.03826668559551967,-0.04810978859751047,-0.009904762050873588,0.008048541658058583,0.12753883923791304,0.08339312361686241
CEL,,0.05632536252611355,-0.020866301456527035,,,,,0.034828336881310255,0.01978084726755974,0.014284571978337797,0.017778893708667722,-0.003718063920392069,0.03454182213749746,
PDCD1LG2,-0.004212972033038609,-0.001974713021998195,-0.023515895722845636,-0.00963912839817713,-0.012815774382899416,0.0004909926368154758,-0.021178918492144667,0.07668812165463568,0.06709703092637209,-0.02554802120693311,-0.008572532814068454,-0.004922915172947103,0.007558833416018928,
SPINT1,0.01343863361228722,-0.07205267886596028,0.07758198426510486,0.06691891795462726,-0.032253418615356994,0.04291844022547397,-0.01817242584174447,0.022705007701842465,-0.011515816623960373,0.02769946676383802,0.01454431793524969,0.02296746049045329,0.045951105471250885,
CTHRC1,-0.02937829278500701,0.0080203750859497,0.039944022067180646,0.5283204412730546,-0.03163367346840826,0.09045460749344063,-0.019303017151339547,0.016998023611780898,0.06897217043235508,-0.028044260128724276,-0.03975567413812907,0.042355470180374034,-0.06671931293424052,-0.04859963292921732
