,UKF248,UKF313,ZH1007nec,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,,,-0.01665337198300371,
BMP1,0.06459009287636219,0.04109583668075062,0.010412993174666992,0.03894548113104079,0.03820085892188099,-0.033149025839203795
NDP,-0.05255790882325671,-0.06330592289738375,-0.07551630087782574,0.0303217320926414,0.00617398672972248,-0.09499628933972534
TNFSF18,-0.023353044400764484,,,,-0.02809126121803144,0.002833083175818842
RTN4,-0.01545744138633821,0.04386909605343091,-0.018744419104698883,-0.05160694633252622,-0.05098557852531379,0.016117662904123604
HEBP1,-0.01894841016466056,0.05759761089902121,0.026533794748153438,0.0555588683856681,0.0057770673055803695,0.005506879437014533
WNT7B,-0.03455994413020761,0.060487966264395586,-0.03553046185777596,-0.03771680075318857,0.05593458701294423,0.0712435653609171
PTMA,-0.030931880787176545,-0.01986343362062396,-0.12288553387610786,-0.007105459413551678,0.05422172469037687,-0.0035934150595731598
FASLG,,,,,-0.014443463839479169,
CEACAM1,-0.014863572754626525,,-0.0015741371745594459,-0.018272034012226886,0.02066483120106656,
PDAP1,-0.056981257777391284,-0.0015346225365482247,-0.01848171484251963,-0.03312451415225805,-0.019346408357467256,0.044033597222216066
QDPR,-0.013136043531710061,0.019513976948935915,0.06227248736752639,-0.004991840714300571,-0.04095488731643906,-0.02586193091234002
POMC,0.04604256935509548,-0.020297504410903392,-0.04636860054578173,-0.013622935435343821,0.10352498278640754,-0.03716100775140968
CCL18,0.05312274647154673,0.00749807948397592,-0.0606759357593266,0.08943067313552906,,
CCL17,,,,-0.010591484291960428,-0.013091377686133505,
VEGFD,0.05620017580079392,0.015467442660195726,-0.05011802241578607,0.09362744276142358,,
TNFSF13,0.034010754862690167,,,-0.02867071046333554,-0.021331307246657417,-0.03268516693550985
WNT5A,-0.004923761698219179,0.029234538281536795,0.07369538562724316,0.02791276001280787,0.016769992090081832,0.051134987697432036
CXCL8,0.058878932759557016,0.05445582552531397,0.09442431062219463,0.036843009053583065,-0.05709770246144172,0.09935298021248218
GRN,0.018305630165483637,0.08154805486215778,-0.05802301049462332,-0.018367030738776522,0.009596353785435751,-0.07369018807562039
MIA,0.022393724344126675,0.01066391307139441,0.049612306129924705,0.04075631255477966,-0.01546889270066509,0.13158781897284452
COL4A4,-0.022276398946624875,,,-0.015567252856875737,0.044378436206869765,-0.03653062316804796
TAC1,-0.03401586655754139,,,,-0.017209947155735403,0.022996934407329788
RARRES2,-0.06341852703863415,-0.055086026009817185,-0.09167112515436507,0.07102386907973332,-0.044551291621340604,0.053362564848594876
FGF7,,-0.04124587033539331,-0.05014160194368348,0.037477032082454544,-0.013873659797160156,0.0021670020844393135
EFNA2,,,,-0.017366345507879265,,
HBEGF,0.05527985343854258,0.0038401098230051145,0.03125153249984118,0.010190427102715253,0.05853036911348442,0.08341706261255086
CSF3,,-0.006102990027170534,,0.036274711093658485,-0.013783201120121507,0.08033382816041161
PI3,-0.019513629848112155,,-0.009100290442189733,0.02729464150072018,-0.029946317014352224,0.09219162894300828
PCSK1N,-0.06614423399828448,0.011366843707580931,0.046722549555303985,-0.13369045468201174,0.006307965190930655,-0.04673031252263264
NTS,,,,-0.02115759650416793,-0.02041104136481436,
SFRP1,-0.00224560312137317,0.015609788553671186,-0.04987312426618273,0.0195179672068214,-0.01993674047368304,-0.004731937915514669
CXCL13,,0.0891830781358086,,0.0247890204508475,,0.06554007755531145
MICA,0.030670133512082483,-0.059746997358895285,0.050618283667616185,0.07084922082853083,0.0755000745490798,-0.027410897081664807
TG,-0.02920912689589204,0.00756073582910243,0.08144219635887998,0.13134437740133548,0.03674460246508947,0.012216130479248917
ADA,-0.0012372031328478064,-0.02307405240515943,-0.0802528009662907,-0.014599115622398205,0.05820641682483909,-0.021745872123150135
LAMC3,0.049142492720234895,-0.013792183001326461,-0.07368915506785693,-0.09161541113837297,0.09164373529802562,-0.0053365584980157935
CCL7,-0.011798307617770464,,,,-0.01444345870355583,0.10864607442477653
NGF,0.08066448894471508,0.047664968869752355,,-0.017132912607365804,-0.0241997278017569,-0.04354849253885878
TNFSF15,,-0.030573965343073255,,,0.006369393269226998,0.043139540695939345
HMGB1,-0.08729430477983276,-0.020066016729378612,-0.16234351616144888,-0.10155143989737697,0.034366998090240526,-0.018623372473944605
ITGB3BP,-0.01651091892450032,0.032030197301906434,-0.0020610201118024447,0.019352056033398415,0.024368422316613084,0.10653962863904054
AANAT,-0.017117549366202998,,0.006785791998688634,0.011188236629481992,-0.015281781632050694,-0.023462890186561502
RELN,0.0013490842507892066,,,,,-0.05129136063110416
IL15,0.0032698029673623352,-0.02003363568535708,-0.031122256129042614,-0.019904278157473462,-0.03371749971399603,0.07350502004933726
UTS2,,,0.031135193033565302,,,
BSG,-0.029940580741111313,-0.056478350784081206,0.19880805511582605,0.029787835657137354,0.015672992651670558,0.013853382916789512
ADAMTS3,0.03489520290224551,0.028165883603386548,-0.07646585720863744,-0.0022414195358718527,0.03820966268277029,-0.020507184716991516
CD34,0.03185605019831603,-0.03486238202575282,-0.02354989730375878,-0.024491459563453985,0.02238657055960022,0.028720323295284303
PLAT,-0.0043412989246918296,-0.016875743024149636,-0.10418278687148351,-0.08852615442116331,0.040042930599174444,-0.07015032434559955
NTF3,,0.010162860114819998,,-0.05287381692081804,,
LTA,,,,,-0.020566975056975616,
CKLF,0.030705483304959806,-0.017133710963899408,0.0017958878939937644,-0.0018811938838498785,0.022451950138596983,0.013381055884733784
APELA,,-0.048850433547756235,,,,
CD24,0.006294532344647681,0.0565229729049243,-0.07672736701734066,-0.044005319395207985,-0.027516901908723735,0.0004900566932769992
HSP90AA1,-0.07182705238358376,0.018488026651598998,0.06174411000037669,-0.01134494683440642,-0.05955138729909693,0.024889679634868385
BMP4,0.04784991147522259,0.06453131374683956,-0.003830251165430597,-0.05751679160188367,0.055330338984599006,-0.0031384238223239277
SCGB3A1,-0.011798306437955467,-0.012689626873893932,0.007018917970065163,-0.008809617370856586,0.0557591978136378,-0.0021870582520474528
IGFBP4,0.04935287963661139,-0.0007193681586463829,-0.13089229597221685,-0.08998938724869378,0.06354941064281307,-0.003640115259870529
RSPO4,,,,,0.03455906951327538,-0.029585775138990418
LEFTY2,-0.005804324002377293,-0.034569672607304584,-0.09318862497908288,-0.019968177172178102,-0.03623066698682126,0.003243407748773555
PF4,-0.012238849024169246,,,-0.015917457986081886,-0.020566970297625036,-0.023176211768254726
ANGPTL2,0.03208859245267454,0.015369866827568161,-0.03522781606490024,-0.05641972480200102,0.019228320908630463,-0.08044695127247897
LRIG2,-0.004005082835332319,-0.02868681737380257,-0.001848907953078231,0.0066273425801567495,-0.047870396357104175,-0.054891203392287535
ICOSLG,0.005017409458845896,-0.04599181527571247,0.008583420663736647,0.06288799234669691,0.01259261049433931,0.03856480105757048
WIF1,-0.022021822290883866,,,,,0.02178693498691516
NPPC,0.008074429302359529,,0.09453133207740007,-0.030116897616139,,0.04335681484673877
LYZ,0.04551272927942927,-0.05574625071679053,0.047204982544997456,0.07084297608138027,0.04273112514614571,-0.001023943819512997
EREG,,0.03879602848669811,,0.060883961096308864,-0.003791661489375233,-0.007333453369118687
SPTAN1,-0.03624896055142787,-0.05202799338087259,0.004324676168358627,-0.07867457028627081,0.0076227948393620655,-0.07242740959224028
LIPC,-0.014983568123307386,0.0471824254798779,0.007445855232523657,,-0.026004435007627363,0.058540493315853745
COL8A1,0.07584687080100908,0.013062242679832227,0.049307452251853894,0.009098223656116657,-0.018032122590982014,-0.027725830269564107
GSTM2,-0.03948857273794786,-0.014850915478397002,-0.006755129468563235,0.00222065957847101,-0.04531032388971077,-0.010724922297056872
IL4,,,0.07023899141347462,,,
SPX,0.031157445094242824,,,0.020644837950442127,-0.015259548557796114,-0.029014888436567556
MFGE8,0.05362181069475408,-0.061481322850322324,0.0014618452653953453,0.007540730312823574,0.07872737095622692,0.10241539315071613
TGFA,-0.03815872576738193,0.017302266425523013,0.08394083895005772,-0.016249542481392328,-0.0013722143816561297,-0.037750065303998485
SLIT2,0.05564565723867214,-0.01688969219115626,0.040312744110612295,-0.011445725375354179,0.03798574991527032,0.03598553294128384
PLTP,0.017351158033313604,0.01394634627246626,-0.02180623480672329,-0.023150592546454688,0.017055984476906677,-0.04283613669664274
APOD,-0.06305744387421756,-0.05650345222989893,0.04119502840297971,-0.08694515095154698,-0.011052265524128814,0.0057928474831417005
B2M,0.06095971126164396,-0.11908742364844145,0.016534438051676804,-0.035287881330300135,0.044874587414685856,-0.06826819280656754
OMG,-0.0694018256093617,0.03431225198205897,0.02296258646292543,-0.033124779498964516,0.0017850929007849482,-0.08777136199108093
CXCL3,-0.030223469193355865,-0.016732075709379193,0.005092433346051851,0.12018120893231683,0.007206474426773385,0.03939201590353347
CXCL10,-0.025889542203828525,0.021949490937832633,0.047168790874729305,-0.021349925574512343,0.011066270617543252,-0.01617184874312181
RSPO3,-0.01602650020250675,,,0.0338774993557422,-0.014657286303569692,-0.06371701170578095
CORT,0.004959840920421613,,,-0.01665681076006051,,
NCAN,-0.03693169852867568,,-0.13224927275431017,-0.07194513663056167,0.0550355088170288,-0.07807743751355566
PRG4,-0.01774324563815476,,,-0.024578143574108514,-0.03320270366826221,-0.03225812931773395
ZG16B,0.026209792753507103,-0.02736889483833943,,,0.07184474423166357,-0.01977168558623587
TGM2,0.0709433297542918,0.07840007993458596,0.10870714566062295,0.044205836025858064,0.024735759286193187,-0.011463549908261336
VEGFC,-0.0067021622485996775,0.004946688216000608,-0.05079477317160973,0.059302079703032674,-0.03957256007358267,0.06703147393706085
WNT6,-0.01903630851612655,-0.0052756153618775505,0.010231839730744815,-0.018053526594309775,0.01492150024213571,-0.020430083144298266
NRG4,-0.010866655525468527,,,,-0.01465728794630179,0.05067615572382607
PMCH,0.09499884342352734,,,-0.02337039662598021,0.008010860301802123,-0.03934613425716357
COL9A1,0.009185891537974077,,-0.038945122950184395,0.03700961375528952,-0.0396898877982393,0.02221140506280387
GDF11,0.040745882595717736,-0.005734899351944824,0.013403977988540676,-0.04687972960977724,0.010132399259638792,0.03910656539397568
RAET1E,,,,,0.16195615851844639,
IL24,,0.011783472994191123,,0.03649206398712848,,0.13244221608731838
SORBS1,-0.04706367593967285,0.007569822680139012,-0.03191433125844143,0.035480280676169144,0.0052995760344473316,-0.014982775208847377
DLL1,-0.03919563328403771,0.05654735193243893,-0.01171014219740177,0.007310333412428784,0.02988401650017827,-0.00393443967657954
TLN1,0.03032315215471378,0.016208067561441136,-0.04376128786660139,0.021023183913002872,0.07431715293507667,-0.005518028305737338
COL2A1,-0.005676721216641106,,,-0.01924658641312474,0.019226921707105337,-0.027680414986416636
SHH,,,0.04946982152839437,0.054789778386553835,0.0017608996871421672,-0.0003494163993625361
PON2,-0.007405784298899984,-0.0047686848450526845,-0.07260146744948065,-0.040776201218175906,-0.04873593213519917,-0.09274377107475114
ICAM5,-0.02067080875270398,0.07877081329130078,,0.042431221519362995,-0.005547782434376001,0.04658967539871865
HPX,-0.029482039724247684,-0.0470867291838363,-0.10434307739266437,0.12970997861549866,0.041909542057022894,0.06722626443586704
SFRP2,-0.015685879851040932,-0.02838113437222231,0.06968013790075012,-0.042675881787855204,0.004571249387033752,-0.04381562270930352
CFC1,,,,,,0.010318616064021673
CD70,0.07440001158470758,-0.0036927284532949386,,0.018030854826197786,-0.02236234113244259,0.07801218006005493
HP,-0.0058871715233328155,,-0.047290062925266885,-0.08086817066475653,0.03682396015846447,0.12410493531242252
CXCL2,-0.028258374759075593,-0.00048797647176897587,-0.01653472766170671,0.011850837954216011,0.03680447548943173,0.01107569048742954
NPPB,-0.015220957199466482,,,0.001150438026541957,-0.014868186236133944,
CCK,-0.038299698262299606,,,-0.00541622201898702,0.023149344756903244,-0.027584068109203243
SEMA6A,-0.05392498590318347,-0.05766014000755934,-0.007219568406360327,-0.0700360730884397,0.03150805819804051,-0.06370617222553387
IRAK4,0.03681110887343609,-0.04325895349387965,0.043424032347309745,-0.024246686217658985,0.019110609658101615,0.048751032852453184
GSTP1,-0.036359375639949405,-0.05709159081586103,-0.0560713800361587,0.09769746574883986,-0.028608729223036346,-0.006684130911898446
VCAM1,-0.0219496510484695,0.09750424567676998,0.07184497673959025,0.02059534490710581,0.04890579909135475,0.022430416485289394
NXPH3,-0.0028473490656275003,0.02845785437019556,-0.05193556907209985,0.055890131126932634,-0.01372652094224987,-0.02473789245557751
MTMR4,0.04946600209284208,0.03001559721386552,0.15709556859388218,0.00538472149094914,0.01490632853991397,0.0043949588250010475
LAMC2,-0.011946859850130939,0.005908803602713245,,-0.020570783622618445,-0.02832845429226518,0.004581601508833815
IL10,-0.011798896507130613,0.06533826509090908,-0.04134340332373254,0.007451467148230972,-0.026253893511002352,-0.03181792823542336
SEMA4D,0.00802648897756219,-0.05539250914024925,-0.01893624009946197,-0.03682661221580539,-0.013408288489481024,-0.03809514823224121
TRH,0.06497577469518548,,-0.042349787819793074,-0.0131074031759333,-0.016653365666955782,-0.004687801678508473
SEMA6D,-0.004017673410173675,0.020383354970047462,0.055266349620056894,0.03428099460149714,-0.009533139629219436,-0.1010804926750023
CEL,,,-0.008112930864624583,0.0394774012062065,0.005930052419925107,0.03183852013444006
PDCD1LG2,-0.0005389093562911652,-0.006623807998939633,-0.0592430584202146,0.023394270149483077,-0.005086950838768644,0.04273997748528543
SPINT1,-0.005058481037332191,-0.012488633680248313,-0.0019361706619073155,-0.018590763276992914,0.026567005669479515,0.0017531475118671876
CTHRC1,0.06470213803825021,0.06065585714290217,0.004966840451990427,0.01923126172809275,0.04063613482148048,0.02932176670379527
PODXL,0.06896134474089746,-0.06138364382534334,-0.024313955810966473,-0.04900467526272258,0.09172518745864718,-0.03592803055739173
JAM3,-0.0108815467032792,0.0375346386788814,0.09458847435779758,-0.006621144841470656,0.00040919476624673093,0.0033282739474045715
TGFB2,0.0333675050922432,-0.022545358286443697,0.0005504022757829383,-0.07328083850739994,-0.037945618217176506,-0.016843364050537362
COL18A1,0.07774790954721317,-0.007501620459304758,-0.11269561608775402,-0.0259985371719818,0.07532578544352002,-0.025149826686704638
NODAL,0.10436013107583805,,0.015183186870023024,-0.019348312604302764,-0.022791645363766405,0.002197647686338917
INHBB,-0.05290266992415668,0.026358215261162193,0.07015245138252695,0.03894820037894568,-0.0006228454367381862,0.023986097614238817
LCN1,-0.011946862538223049,,,-0.018272034012226886,0.0812740990464681,0.07849530822444213
ARF4,0.011756293783974399,-0.022943193204899882,-0.03243818820571897,0.01507281182490877,-0.02540512002550992,0.03476970666970422
CXCL14,-0.011010869832285781,0.09342535278097575,-0.09658394338581616,-0.038359523618247106,0.0034734850302933834,-0.03271526462578068
LIF,-0.004913584087493408,0.019478768656098575,0.08498545562318773,-0.022778783489316282,-0.04480183847943854,0.0702167850077034
IL17B,,-0.007274254741436771,0.05011921319188877,-0.014983590853256512,0.03207318771505471,0.05992342162658903
MMP1,0.06605744289370334,0.0802136290038916,-0.037637188995132166,0.1106192131741461,0.0967972618862937,0.07529560803403143
MATN1,-0.015685881988618585,0.01207076787822905,,0.0423728620932657,-0.020254051264069664,-0.0213819631366772
ADAM28,-0.012259125837154274,-0.04364184391016072,0.06772571437333921,0.012314438800258563,-0.036642811328544286,-0.06558999613718672
TCN2,0.052244592558649855,-0.10854737644124104,0.06271733536726432,-0.04188347996919168,0.036272562957332034,-0.11022769881986402
THPO,-0.020439353710238573,,-0.04187897952651975,,-0.021925706311890877,-0.03204281581696627
CUBN,-0.03753114847339216,0.0213363383056119,0.15125222035203195,0.03648011397646401,0.04997403086747177,0.07905407017245253
TIMP3,-0.013490796220651845,-0.017983483459836812,-0.08455144285070616,0.023311244507924312,0.04031352340250009,-0.008565099441542112
PIGF,0.02632424091696427,0.011202335825665394,-0.04523705256835341,0.04119963352474422,0.028122889740896998,-0.04193713259988693
CRH,-0.013997171839151164,,,-0.019401476659108265,-0.024972735845407507,-0.0051253351928387935
BDNF,-0.03288354202196062,0.004068656453587572,0.011273768574758078,-0.0115517973222553,-0.023029664724439514,0.009177995069937689
CCL5,0.015217314337511487,-0.031176447392357566,0.034002595310389926,-0.002299101907261325,0.01776682515452287,0.003077262306700742
GAD1,-0.045501273071006154,-0.04308202951454643,-0.018285655318621648,0.05223633456661866,-0.0003506744619267825,0.01942878998435477
COL14A1,0.0879858864647272,0.005666884716580766,-0.06220308868006433,0.0599413608469915,-0.02121319047913711,-0.0029214571301228553
HLA-A,0.0795074049101897,-0.03149259723670347,0.07767051878987212,-0.0043025053054861415,0.05775543048949758,0.057922936002788354
CD5L,-0.013997170219784999,,,,,
FGF18,-0.01266490914404117,-0.004020056527306977,,-0.0005334653346887939,-0.016653367003042242,0.10936436298616786
ADM,0.008821151539353016,0.00493483934310446,0.09589893541611272,0.10071987839668499,-0.05154073724848172,0.054109875777275995
CCL15,-0.02335303865821633,,,,-0.014443463908883576,
GNAI2,0.034571467283416896,-0.018009464825094777,0.029839246303906965,-0.05851202147873315,0.00526691289343613,-0.04036548605314541
HDC,,,,,-0.030905989743186688,-0.021381953452988465
COL11A1,0.08184523234632236,0.022815120223152276,0.034672451421262594,0.0293788578789435,0.004916132070302613,0.03872186484953581
NUCB2,0.03979764187316587,-0.0014705560337058535,-0.055687195103306456,-0.038059292031222235,-0.02262647994944373,0.04150467708999059
FGF16,,,,,,0.05106853480825221
CXCL1,-0.00077939607265099,0.03693094363343596,0.02344811499518921,0.06182221378969074,0.01027606365605371,0.07277205925534617
VCAN,-0.022722719402663,0.0069164157227378275,-0.1314350724327519,-0.045510343280578035,-0.005684090773539395,-0.004277664900002268
MMP7,0.06958683326042751,0.0730245312763807,0.033946967331034285,0.01798923747331281,-0.006415495780230118,0.0350436304851123
PTPN6,0.04410886510873841,-0.020138596059138078,0.027670029931993724,-0.053825919329923415,0.01495307786817351,-0.051079056587021866
PTGS2,0.032315315364935746,-0.023015294236765328,-0.030532505341424085,0.05866159429020358,0.0026153292234951833,0.01059245210151184
XCL1,-0.01533839502506516,0.02686344817888049,,,,-0.024644151573404494
CD58,0.045441064807905315,0.0323857605437654,-0.017688760624610195,0.028929618929012562,-0.006490366715761775,-0.03882806592393957
