,MGH258,UKF296,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
COL6A3,0.02954340035906022,-0.02993734377274303,0.05073947586895453,-0.12243231559816416,0.013429400662440158,0.04249572998848899,-0.05197569621577595,-0.04085226008876676,0.01909452202934321,0.07049303956876728
RLN2,,0.004979717510312448,,0.06213976355647295,-0.022223530665872824,,0.006055146587809816,0.0450256578757675,0.036753130248189075,0.013042588905217672
WIF1,,0.002254755164510781,,,,,,-0.025630540000875182,,0.0494290830334963
IL13,,,,0.035763460833203226,,,,,,
PLAU,-0.036831355548931,-0.03296572310007732,0.009910620687238848,-0.07456990128329799,-0.03396099684604493,0.041541094912572914,-0.01711263911716655,-0.015702401526802908,-0.002384474137516412,0.06405074609602929
CXCL12,0.052054637757000546,0.004973451216923392,-0.054193494608304985,-0.0834435634163322,-0.03145303872324978,0.0478982725744888,0.032443226357842414,-0.09175341037197045,-0.0027845740067759628,0.027444720334203244
MMP9,0.05011030217954125,,0.07981691704999058,-0.11848084540288856,-0.0088790893410698,0.03260001846514146,-0.04451685878146512,0.03814396124394155,0.05238154378527432,-0.04454991521438295
TNFSF14,0.021104127287565,-0.013122908060073239,-0.017215314122622304,-0.027107871707591786,0.029773605342565075,-0.034189517945874624,-0.04398970946274828,0.022914464880645174,0.015599768345754036,0.034509241658157816
HBEGF,-0.05133428936211334,0.0159056406818319,-0.04860466904001335,0.013656234928074261,0.010001809825914658,0.05930479895793489,-0.02208268856676656,0.06527914208450979,0.08426468843485704,0.020820930536431418
NUCB2,-0.00573527796983496,0.016725193288642887,0.10485575336564262,0.03712732197101576,0.015298038839851735,-0.08202305641273824,-0.04466401900534236,0.026756349938048044,0.02667615638804502,0.029400794143926323
VCAN,0.02408041143657585,-0.04197321849256451,0.0047993894156216155,-0.0017128510664695014,0.10226892525545006,0.004328893734180257,0.0204707360036963,-0.11166300598824658,0.025748426972811465,0.01746023734823948
VEGFC,-0.004910986465954854,-0.007950297654994673,-0.014670395130122972,0.05672737806170284,-0.039443123129505146,0.010388351991539025,-0.026920520993105473,-0.047057033944831045,0.0192614436037462,0.03886740834889486
LMAN1,0.02026981081262629,-0.051156529219592815,0.01689889629647027,0.06454783808415121,0.01177367464643873,0.03244402597729338,-0.02013029504852582,0.009820672454882686,-0.007290795070104289,-0.04867606720333179
IRAK4,0.023497958905583604,-0.044073509302296664,-0.019282096212430853,-0.05075526957642619,-0.012253343735115895,0.03149571240353764,-0.03135140981412595,-0.06271770564838194,-0.025566478679639165,-0.02405134996659244
MICB,-0.013606090894675195,-0.011309605247508367,0.018456384674921583,-0.08616487623983311,0.014779703585403186,-0.04028343880658652,-0.03563365077839108,0.06468768390780112,-0.03593709841812399,0.1071718821372783
COL1A2,0.006555242222855724,-0.07098541470233397,0.06990895835479741,-0.1388320238172627,0.03212155465268636,0.025549833867320383,0.019828228713745906,-0.04232897975971141,0.014793079278304797,0.03895472100481691
ICOSLG,-0.0760127172608783,0.030210441809370707,0.027260005937189174,0.0837300348577462,0.005026672880390835,0.0793024739877652,-0.12113458625928342,0.03097720242476736,-0.0008792110379355393,0.08038381480713741
GNAS,-0.02531915661445574,0.01594306514606212,-0.042028069284126675,0.07372983690613312,0.07839260017910331,-0.014632357549387198,-0.08307589070010778,-0.04929195937098551,-0.03009758326629899,-0.029411367557533277
C4B,,,0.0659661598939297,-0.03560208367968417,,,0.027686149351486885,0.031081984075636136,-0.02488942421356118,
COL2A1,-0.023048668749740223,,,,-0.05077596325517423,0.03380518731165216,,-0.008866308094859082,-0.03224762347614311,0.04162138189171886
GSTM2,-0.0014435680073274638,0.013813584994444853,-0.02015607540374004,0.0718415206146641,-0.06159890218897355,-0.00514761620761508,-0.037237030567439176,0.002130567163374263,-0.01488913993472069,0.024591889828719866
NLGN1,0.04504827323274127,-0.0001589656754657398,0.021445002168905984,0.05028109231236017,-0.05359831992060693,-0.007747586428061801,-0.05507272003465787,-0.09218000299825269,0.017544678653942367,-0.04813236955258375
SCGB3A2,,,-0.024567252969291024,,-0.011446849006435373,0.07330847800258365,,-0.03713648043510111,0.11794947893749406,-0.004406283789373078
LEFTY2,0.015137418874394841,-0.013122908060073239,0.14742020474117926,-0.16443965024338975,0.08868669791522843,-0.02195489721393386,-0.039058271245254114,0.014534472821084596,0.014916508128492606,0.020117088420783632
ACE,-0.07078383535540403,-0.01761703371000368,0.06359603452960134,-0.04491377444050794,0.011781536378284578,0.040181750595657435,-0.03227590772635247,0.007343416767327726,0.016227623541631386,0.027472371141435862
RPH3A,-0.04334059128007112,0.004222019052553049,-0.16524014095654152,-0.027089812094135107,-0.0843721367281471,0.06145410846200483,0.0055761881582841255,-0.06206157602372248,-0.0023608055018966294,0.002131018559930441
NCAM1,-0.0706136297357512,-0.014727147870725906,-0.0324140347477309,-0.03961800981721061,-0.04795481385500692,-0.005767815975543935,0.07201107609690248,-0.029550685965225403,0.012652931583521449,0.019634205250863318
EFNB2,-0.04550328768686907,-0.03492796476557567,-0.014447172872317922,-0.022480813176647185,-0.04701203154234295,-0.0012107289319226733,-0.021966103964258667,-0.025267004731558924,0.03760048187550981,0.015230459670567723
ICAM5,,-0.03622578744811971,,,0.04602159871691859,-0.007498684981612031,,0.03274846435454781,0.01702893932447819,-0.02815356163208394
CCL5,-0.030675909804441882,0.030933382251285124,0.0011975470173746395,0.040940441085842806,-0.018703100185481714,-0.04772061211647955,-0.0061864417983782975,-0.00591880631918053,0.005682746249545592,0.11114418488374841
PSPN,-0.006315996132956711,-0.02648475409913521,-0.04323718019066854,-0.04064438264203066,-0.02066862663228484,0.010530931172368389,-0.06624259980439715,0.0030839567361101113,0.03944331805742893,0.03206473640803405
PENK,-0.020054624124486626,0.09088131275529956,-0.051910057169366856,,,,-0.02276554951623652,0.022721867101566297,-0.011838870449174012,-0.01322043379644994
EGF,0.06010148162623564,-0.020829492023461498,-0.028306982197249166,-0.009506601391587459,0.051755106246276245,-0.020089994261492435,-0.012135637875865274,0.023267409020590626,0.009723739265831146,-0.019485364982622096
SERPINC1,,,,,,-3.8246903545940324e-05,,0.05898837178743467,,
UTS2B,-0.019761559847275387,-0.0092055738054285,,,,,,,0.028886391768391008,
F10,,0.005145619575239117,-0.028743018744559538,,,-0.013438471730352739,-0.02138033048506174,-0.040774003604639945,-0.03912012115831958,0.02002248013960728
FN1,-0.02676872793451415,-0.035633100488937725,0.0993501330975113,-0.10575342212449537,0.022738518149898745,-0.03521040206747992,0.05020136829198202,-0.005216438582536978,0.021932711724337525,-0.023521521195601237
FGF2,-0.05970902799584879,-0.025807254381212615,-0.049083183435842545,0.01240558663061481,-0.08109970476764368,0.026403945991098625,0.06588000302422159,-0.04186807021747727,0.014736706568502764,0.04286403120354914
GDF9,-0.025018148769116167,-0.02082949191259781,0.07021261484813475,-0.029691638563574874,0.001957724163616908,-0.030777997747939916,-0.027305334828754975,0.01029977384808328,-0.008825884967750762,-0.005888992480240777
CSF1,0.03180671343515488,-0.005384937157169677,0.029544041110729963,0.03605120282721928,-0.04443854856527599,0.027318237449517807,-0.010845546034917754,0.029371251242223385,-0.026049407117755358,-0.007663372352051111
GZMB,-0.024779765156097845,-0.015182589363673454,,,0.005607410022200281,-0.0255008827172732,,0.019082361328771127,0.02799793191973009,0.04407526879394118
WNT11,,0.08865611705614762,,,-0.0015423861507467779,0.005719141099243298,,0.015009666955439479,0.05481496709773152,0.011159897544932924
GDNF,,,,,-0.053815969921118555,-0.001929154140276132,,-0.03296657347170086,,
FASLG,-0.021188867242754986,,,,,,,,-0.02183492151730304,
SHBG,-0.02380464153088295,0.0008186624487113343,0.07274736607332367,0.11873572364889456,-0.011598576332852622,0.004191171655231786,-0.033265967309104666,0.033967705720672196,0.00915449701941344,-0.016257713588150837
EFNA5,0.08123247234754644,-0.03543944553109874,-0.051359643735325464,0.04028128342608453,-0.0008347636666043758,0.005302331146417312,-0.0537412807599583,-0.032247623160598704,-0.03480643300861822,0.014242652085412052
THBS1,0.013448631210293386,0.039422337260556356,0.09641229016681231,-0.09352472579579361,0.011870807455414283,0.045747448297631735,-0.04189947079013663,0.042729380285999104,0.04845755287937795,0.05519123759272248
PODXL,-0.019205227369980777,-0.009980494793448645,0.031725701499759805,-0.06407657585341399,-0.057214434446478134,0.03189384584143652,0.05506942965989108,0.006465494096599262,-0.022766821394041764,0.013028255357435046
LCN2,,,,,0.05088239913772002,-0.012759504870352397,,,,
C5,0.043493074313539874,0.011467306108610516,-0.044286280173610484,-0.05507211320483078,-0.02772925078537854,0.0026875810388702903,-0.06073921334766031,-0.022321453489352674,0.06017885361254189,0.031038739853751995
DLK1,,,-0.014399579425735394,-0.020182726177918314,,,,,,0.008282861474198284
CXCL5,-0.032939988524039544,-0.03488689496409647,0.04107783696543148,0.05417971611683024,-0.0369148608239157,-0.004804052942919675,-0.04156960273719705,0.07708252167136448,0.03704777723825906,-0.0044121717454778
BCAN,0.021059025848729065,-0.024490191639085487,-0.05615465684006318,-0.14316475365731995,0.00749931118511817,-0.0005831280145675279,-0.11440644372418374,-0.05783865154624414,-0.008128864920035265,-0.03200131806160992
RELN,0.026372195306773556,0.04685983122713987,,,,,0.09441736936053552,-0.023812796987866723,,-0.03624035786422636
COL4A3,,0.024268662079901786,,,,-0.016650679650334115,-0.001913618404917494,-0.03215808448321009,0.11012980830342542,-0.028987854110217898
GNB3,-0.036339988613817396,-0.020096601610533418,-0.01554373209289471,-0.02317657805028132,-0.04613057386015211,-0.04386118804651157,-0.03177869620908662,-0.01240652015161131,0.005995146029781427,0.07407433325570086
PYY,,,,,-0.032380582082725436,-0.024708228962449293,,,-0.038147505173174535,-0.022593031972619484
MSTN,-0.04263879964332442,-0.012149584357900003,-0.0011440711481380851,-0.026064659169283466,-0.03140139150194233,0.04486703385287169,-0.0022944917520598233,-0.013643011116002175,0.01977470460889113,0.02968355857222539
COL18A1,-0.03350851587960016,0.020998475680570606,0.16233781988030127,-0.13082453768085545,0.02990552201710215,0.013094377620376876,-0.014065615279440443,0.061293708027426994,0.001218245483695797,0.07680813437905566
FABP5,0.010404544254988806,0.0037791614708928257,-0.07499278206443016,-0.0058268948910596705,0.008728232192061642,0.07216305759162858,-0.09693450284331176,-0.10801604123649279,0.04238708568892222,-0.024292000647340852
TGFB3,-0.03527899637480397,-0.009406847499517482,0.04056511323856473,0.05028112257810798,-0.06952007893655249,0.04982124086097119,0.00026264482476344957,-0.006635149586320416,0.004367943150718573,-0.01727938032651697
BSG,0.04370460879572403,-0.03232267588018223,-0.08301097014194933,-0.13012799972542421,-0.11005153735534123,0.026104742053202224,0.008322383028404942,-0.009413488186937592,-0.0035494430292676124,-0.01778528930163352
TDGF1,,-0.017855369487555024,,,,,,,,
BMP8A,,,,,,,,,-0.02683413130871801,
S100A10,-0.003968010615957414,0.008602020616450486,0.1340429297203698,0.0713123515799129,-0.025349081347409243,0.005013533658579624,0.05405264828615547,-0.054014856151494164,0.041173861753707255,-0.015156628939231287
PLAT,0.03381507012284249,0.011284314140498358,0.06423402496604845,-0.0345756103916854,-0.07740722261899866,0.018485517548521128,-0.06294438309122462,-0.08868657358268017,-0.050645058915791165,-0.0527980324293337
SFTPD,,-0.005471580084875109,-0.03577793272740971,-0.0645192266100865,0.0025511511517993606,0.0574074052885297,-0.039189132939598845,0.029707808499315078,-0.03211411963504656,0.0366945697830462
EPO,,,,,-0.024503449469967534,-0.023262664247936642,,-0.023542448869987256,-0.02215816360783515,
FGF7,0.024735942437862778,-0.03682543147936685,0.04371955526677475,0.006320381531857851,0.07499715760029903,-0.032335132378720315,0.013121417527003387,-0.010638661408662441,-0.017425724428498924,-0.0009450044512941072
CGN,-0.00896556378863006,-0.014478862152011527,0.05674671959269471,-0.09933551889459658,-0.041513166213206686,0.06176662295258572,0.010146425596238432,0.054541441493150614,-0.055209157398632656,0.0803867854294383
FGF13,0.037717223750665725,-0.004865728238954288,-0.02917314948128446,,-0.022775245517937602,0.017374336389997518,0.009871252680415252,0.04335571306074738,-0.037752553756672046,0.03420404173888041
CXCL13,,,,,-0.027576932583563814,0.019595415135501292,,0.007612717760901989,,0.026574274159163636
ACTR2,0.01342541284595389,0.007053773111912399,0.06356481415086869,-0.06951389848617179,0.09305288003640876,0.010557162232804191,0.007034168821717414,0.012762137339833573,0.03205744655358154,0.011173809521035092
SLIT2,-0.02525448229882124,0.009801810229961282,0.059695704129819574,-0.0824899222130333,-0.07584329395097336,0.05927237667455711,-0.028756467543828164,-0.008155519570787433,0.009953230589600924,0.0774421925175849
LAMA5,0.00041668135183751547,0.003953883937662445,-0.08452170330407102,0.016608396422419923,-0.07229865669443718,0.005567460183902904,0.010663648096202683,0.028199358857577822,0.0005114071729472331,0.020255828733400767
TIMP1,0.0268186272776187,0.06108354040463607,-0.04859178451632808,0.00531636191322404,-0.011540165796516823,-0.03575632112430497,-0.058232721635081815,0.056462956179250325,0.005899530559838213,0.02459497650165876
PLTP,0.03738436614392307,-0.03224331897920259,0.06028547966521359,-0.08496935015690608,0.033488102577251384,0.002097756460690925,-0.000489060843326692,0.1159868750326886,-0.05040733980912178,0.04541066210462879
TNFSF15,,,-0.03395297684480766,,0.03209047231829373,,,-0.019714348905423774,0.042083189931015834,0.0482662059942485
PRND,-0.020054628288723928,,,,,,,,0.0013907061971316888,
NPW,,,0.005864013664218101,-0.025772993826546655,-0.006754657736702133,0.06148834217579095,-0.02016014106913039,0.07342440249488397,0.0534704606830689,-0.04378528959696328
SHANK1,-0.025254484319369268,-0.021136651934945325,,,-0.04391878136421099,-0.027937687537229642,,0.053806965985019155,0.004530789232074262,0.012903538646221435
PTHLH,-0.0333571790586961,-0.026347760958952308,0.08232601996444192,-0.11550064718267164,-0.05200357305215522,0.01337159807044774,-0.04372534578212538,0.005567167342546034,0.040629856942518104,0.02753649009501247
SYK,-0.007793398391806337,0.008142333148370031,-0.006739309371476831,0.07001580344681761,0.025457665167831395,0.05621143360492009,0.01387397888148972,0.024091506725066606,-0.027987037130149422,-0.010489203112291392
FARP2,-0.04404062743866357,0.06423510507752084,-0.008746629377235268,0.039321441156117076,-0.05021340843110232,0.018817954919771025,-0.008567595305974668,-0.0014670834923569706,-0.004169912646885689,-0.01668954071086451
P4HB,-0.012280422701951742,-0.035985284891527164,0.008425502430897219,-0.11839768762589362,-0.025721210865868704,-0.05409596147707354,-0.050398753045204296,-0.04180000127813849,0.024591259138948707,0.006429011458643809
TAC3,,0.004393471618188347,,,0.01801981403373214,-0.000750979195371278,,-0.040102450184983957,0.002572303189881068,-0.01617569612309761
C1QA,0.006514714937373637,0.0017520216834921915,0.1180274437567283,-0.15692725852284478,0.004077180436764295,0.005675201716096263,0.059519697801021176,0.08644010998043647,0.014974532370692682,0.1243702499913189
EDN3,-0.010967707942549523,-0.022782047999026358,,,-0.0003479138323900832,0.02614405366170887,-0.0011021559614550255,0.04111086463589573,0.024084443451321266,0.03202308646547009
AANAT,,-0.014188175339316668,,0.0295583049598873,0.10340677408432138,-0.02569561906144013,-0.028982571883695664,,-0.023102249314207603,-0.004406283789373078
GDF15,-0.009106777331227917,,-0.10372749138208168,0.019217451895855036,0.01761634691582761,-0.009783352149430848,-0.007701764524205507,-0.03487285552818447,-0.007954308754326152,-0.012335160452196238
LRPAP1,0.011003277766719057,-0.044913421303213234,-0.048142354959734616,-0.1571169410494769,-0.04879025068863767,-0.0014189362237004882,-0.028733913192070228,-0.0033269681315009065,-0.03375129599634778,0.022247535790029718
LAMA3,,0.01497633387643014,,,,0.003384484623023647,-0.02040952772687122,-0.024345051387150353,0.010924783398968659,-0.03586107640834572
VCL,-0.03554376367850932,-0.049498566138652556,0.09102796419433257,-0.01269956976014655,0.0024787416877730638,0.017914001088725356,0.0007419874283043947,-0.010582070197817187,0.043952457349497084,-0.017576757078069046
COL5A2,-0.021906255972758287,-0.027195984207253537,-0.0040545210121968305,-0.17956297744252625,-0.09410240283125602,0.029208543506760797,-0.06660399398361662,-0.03015048293033911,0.012628638334663315,0.027656579957768056
DKK1,-0.020054630787267554,0.06387214506154464,-0.06368043135719537,-0.006723152613195769,-0.10793862145011304,-0.014632771603959241,-0.018327151756539376,0.039882804424334777,-0.02098959417104412,0.04631350855657425
COMP,,,,,,,-0.021616786042515955,,-0.03380630215688405,
POMC,0.015988149527667726,0.002397951655680603,0.03614542066514139,0.08256156225196663,-0.0465186795282025,-0.047063691247603165,-0.05695550324043543,0.11054841812156825,-0.022125639674336717,-0.011277637982481938
CCL13,,,,,-0.02256249009289686,,,-0.03395327219888693,,
CD34,-0.056838507907894714,-0.026545690821212244,0.0656482140033476,-0.12162709029594647,-0.01846637509049921,-0.017538008231281012,0.00116842675577951,-7.868866584717063e-05,0.026748203888837266,-0.015567518513468236
SPON2,-0.04675250401674289,-0.03196591598570733,0.12125099034317732,-0.13092973267207592,0.05976286747628723,0.07484452949209713,-0.009804910454918145,-0.06664314503605234,0.002925279998109533,0.04057225849370174
THPO,,-0.01476414378777609,,0.05902936006458863,,,,-0.025880514311642466,-0.03314620937555078,0.029315601486082202
SFRP1,0.030327031488806656,0.08459066343779512,-0.1125912675218916,0.07002605946510873,-0.0016099389447646172,-0.016319408113214428,0.025370714074545556,-0.06994355814951086,0.04304538714919036,0.051377554198362776
ARPC5,0.014991138976694223,0.017928261468147504,0.10081419039995561,0.01774134027706208,0.04156022358000437,0.036019624547343414,-0.008447786612460801,-0.03216590920252836,0.06474684081138476,0.010970944186106179
VEGFB,-0.017613317021117045,-0.028809770145538486,-0.010117837143909915,-0.040282365384114935,0.0021131214446178065,0.013238180963493865,-0.06692839900054001,-0.025378188755648717,0.01511160326059102,0.03640597627332644
GDF6,,,,,0.058628120273865596,0.07958450821972389,,-0.02289651167230967,,
LAMA4,-0.05594413702861351,-0.017384643344568754,0.07862259069133062,-0.18782513228534758,-0.012019124384763564,0.03984459692586738,-0.02315840404040498,0.06765011360403465,0.004650140441283377,-0.04315240261380837
NPPC,-0.04904099215500325,-0.016632400666173656,-0.0003868484927296786,0.002760607281421769,-0.015008038757005876,0.043493223422443925,-0.027496008281461315,0.03488018189292242,,0.07927955417430026
HAS2,-0.039929761168746955,-0.004569459583450338,-0.01220925537266566,0.1497920182985513,-0.017419419313018037,0.021846919701138768,0.02970098035077659,-0.06591544486842371,0.04160970849048743,-0.0029264169123555217
JAM3,-0.009133637782840298,-0.00012177561409745917,0.015340140796465288,-0.04161843313367064,-0.038914084001279964,-0.0485324544434831,0.005547824124994212,-0.037716578827736734,0.08158011115369608,0.020310096154825884
MEPE,,0.007421839409946792,-0.03124366443836379,,0.0013387982155642815,-0.03311335380647925,,-0.014821279788808607,0.07837605893116152,-0.022278894961938807
ALB,-0.033126112202961196,0.060226337487908406,-0.03953789682474438,-0.013339981963278869,-0.04137937236983446,0.03426633030348205,0.06516930798123595,0.06977313117081982,0.0164154158247534,0.09336677102672265
SAA1,-0.02200373531757506,-0.01462216013263462,0.05226442234460425,-0.05235548859491157,-0.03405728905799194,-0.004605958016497458,0.004371448138891813,0.07537017993665572,0.06419885406033506,0.058927239732069966
SFRP2,,0.024567522728774178,0.07508362249077148,0.02850769965623735,-0.04561144860742422,0.0119206168146026,-0.04781920039641264,-0.0628080953439589,-0.013674107777719194,0.014275656217217306
CHAD,,-0.014188174099172805,,,0.05758271240509042,-0.0016153696591152023,0.07160361130524037,-0.03276610032322363,,
CXCL8,,-0.011617663050972466,,0.018573000673614153,0.04128996122645731,-0.04165120684159571,0.03134633284720001,0.06746352684260276,0.020233208597107345,0.008407988461423791
VASP,0.009400583549188947,0.0642524385509666,0.033113231613562055,0.04481081360138704,-0.01473991603575682,0.026790403789923877,0.00364750442185105,-0.01264161803775995,0.07855539551423642,-0.0192880284676613
PDAP1,0.004881591111901297,-0.022128559542240432,-0.034585202416610984,0.10739965656708977,0.08905350477742943,-0.03090772569450505,0.042654638255127886,-0.06433894332742378,0.004296561529802928,-0.057410254366474005
VCAM1,-0.03660024578454746,-0.07734686829055219,0.0720221000023078,-0.07857585130419112,-0.027901754896403893,-0.02520328628155153,0.06069914000444611,0.006299411316314989,0.0016082556693842198,0.022685071022437327
CALM3,-0.01639209067441644,0.021515758960976634,-0.047179459157679064,0.05394292253736054,-0.050379196428883784,0.011563131488605183,-0.06017736224232529,-0.03450404363399214,-0.016431458876109455,0.014420505387413178
JAG1,-0.029032179040777362,-0.018640661889873303,-0.1106581643041149,-0.13931703309371377,0.05580079683416982,0.011320768098135417,-0.06652600749478353,0.008487801908636523,-0.00628430705455503,-0.041293690865634274
CFH,-0.040335545581450256,-0.0070151888208901236,0.043568224559220825,-0.1445709284611045,-0.04326683634770767,0.014965646085737578,0.07589849492152696,-0.06652294008638376,0.0001557655871670527,0.04415569614460812
VIP,,-0.020535209224771336,-0.029173185239768196,,,,,,-0.0054595656569153255,-0.005986427662194495
IL7,0.001977627432806633,0.0523190359495832,-0.0056938544434530685,,-0.004601556378538495,-0.034941450489197924,-0.019132671895417654,-0.03146484550887856,0.0273340466027684,-0.05989957662998513
FGF8,,,,,-0.041827278710091224,-0.012090320127915286,,-0.04241450780719707,,
IL27,,,-0.029173169976984662,0.031086977389827863,,-0.02608116532840778,,-0.02096286146956588,-0.03892724090118317,-0.023872466951339107
PROS1,0.04182957630792229,-0.0048483101415978625,0.006606450321633741,-0.043150464896939376,-0.012273324366073384,-0.07833109249903637,-0.11935026106834214,0.11409571745030998,0.021577680734616193,-0.033292673625055974
TGM2,-0.021906789809652896,-0.017065968867451743,0.023625502202846843,0.044052194104388674,-0.03117477874619076,0.02683093824031243,0.06019337825699144,0.010335684883755551,-0.003301240440554281,0.03278074327765064
C4A,,,,-0.05399793709433469,-0.025119177651404753,,-0.02880032272211637,0.06868439843355292,-0.03613625876527804,
GPI,0.0005054513135079395,-0.035045578351380495,-0.08360678257964957,0.03911270158004038,-0.036601708673695665,-0.018666602247681227,0.017745661470951916,0.009764215009144593,0.033469669031721834,0.006033198372513727
DLL1,0.0785562476771286,0.0022142253567405145,0.02384043681802042,-0.03895135875002596,-0.02362301631551867,-0.03331417849899144,-0.036450844429516474,-0.04568430839761557,-0.044975507061383056,-0.04449950111885566
ANGPT4,,,,,,,0.09739213665850543,,,
DMP1,,,-0.032429162292142565,,,,,,,0.09084189218966966
DRAXIN,-0.04822365703275712,-0.011967864668850694,-0.025301015606526905,-0.007685360246580248,-0.009386987220266626,-0.03483312750821055,-0.002211013134274415,-0.1133971865075959,0.04387119254194811,-0.021686960054663477
PCSK9,,,,,-0.024190118869811587,0.059384909625214026,,0.053398264268691965,,
NPTX2,0.0306913852730769,0.012149733458456054,-0.024691664686583646,-0.0156687113422276,0.05354718833936746,0.037650476161748304,-0.0009841200357968193,0.021030129444174348,-0.009122981086390144,0.021118419119437477
PDYN,,0.0378537421996628,,,-0.04664861873772206,-0.02409834439383873,,0.08000564870496503,,0.034137108850249544
RIMS1,-0.027078205046926384,0.04614654581145147,-0.03953785661875467,,0.021483492678881798,-0.00019565346963809543,0.0023061522025146363,-0.031520944285238564,-0.011506054860407065,0.01806951565216468
FGF9,-0.02330315938226314,0.07889629566923215,,,0.0009369198733162564,0.05688942590458654,,0.031981062031448716,0.0038819506734378444,0.04720894156165299
COL4A4,0.0509072569120558,0.0009859487747924903,,,-0.0380327421909634,-0.01925792376932761,-0.020744491748887477,-0.044628604168279164,-0.034697440593011324,0.012004699158067175
WNT5A,0.004766787579432874,-0.06721969372527493,0.0535054420834038,-0.009701654375698445,-0.045845100038638696,0.030700199691011763,0.039104061846885675,-0.0018851866078785518,0.03310713781634501,0.011125771523133357
F12,0.033416028820084494,0.029760176132553568,-0.04433305680579519,-0.04066385688488754,-0.035750932518834634,0.020890982907817036,-0.024974303311798042,-0.03575293959278726,-0.008987438679093544,0.011137174407468585
