,MGH258,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
BMP4,0.006270810377315117,-0.04317566070853671,-0.026438506391609797,-0.030201296217829722,0.0877323356490914,0.01299414894826108,0.07628632398656869,-0.021674293719253515,,0.06760820659712005,0.061072779210833775,
SCGB3A1,,0.11349499463889641,-0.024401093706002644,,0.05894843304814073,-0.024788902840381023,,0.07172007492701375,,-2.9789333238277832e-05,-0.02167271510400059,
IGFBP4,0.026287926342827207,0.023256095947210068,-0.004452918252197741,0.0019484530925665993,-0.02280588912412137,-0.0058872706329813704,-0.02542283412820721,0.13423474916729744,-0.026816044497472737,0.012168438844009718,0.03953785076505251,-0.016337037628470635
RSPO4,,,-0.04316608091484614,,,,,0.05387699257683713,,0.016061613983953938,0.03224155434200717,
LEFTY2,-0.01770431298118586,0.07947080789615318,,-0.03803228599169355,-0.02881181252525048,-0.04090680035851031,-0.03223703947484061,-0.019538362722594054,-0.03226771948196198,0.05679319513422579,-0.04686536001843802,
PF4,,,,,,-0.03260849853430074,,,,-0.03826257170960498,0.05732332716414959,
ANGPTL2,0.06864214007203961,-0.02273978616677266,-0.005901854637560414,0.0041246491261425116,0.043203479864973096,-0.03924697706466942,0.013736102591819167,-0.09652282393841267,-0.042630361733541254,0.02316646611913861,-0.04331401409515712,0.03082188409774904
LRIG2,-0.02219139414689293,-0.06501624274621998,-0.01082271465161103,0.03684044460666377,0.04416068777632768,0.006289972091137166,0.06107251658862832,-0.029883764471492505,-0.046682408521821823,0.07381386957122481,0.07297321582280071,0.013741094546249801
ICOSLG,-0.03570555580231841,0.0525996914262884,-0.06268369160608855,0.06443887629543422,0.009706604208207403,0.027471921728369385,0.04710794522746955,0.005148414018463881,-0.07123505997003228,0.06644319035703407,0.018996892317773895,0.1501639428488073
WIF1,,,,,,,,-0.016860602191739536,-0.03128356994916874,,0.0420160544520018,-0.0554387087717013
NPPC,-0.05720030537421626,-0.05903973055857618,0.1717230585799224,0.025865671996617604,-0.012139571167057977,0.06955213371594718,0.03992012772121593,0.01748551335897223,0.06995901568640067,,0.06872306073266085,-0.042567314884286014
LYZ,0.05031085390639224,0.012691633155962303,0.023434877138836584,0.04992957032531573,0.02176989186197642,0.010181258393882986,0.03896866692616296,-0.005035071024547947,-0.06855546155980663,-0.028239936109387777,-0.05890301845906595,0.025284304394453994
EREG,,,,,0.06472471605560547,0.05015257268224655,,0.05286813355608316,,-0.0842253309951705,0.04224717996018134,
SPTAN1,-0.02588731154950338,-0.06821481379364293,0.038790357429241494,0.08763655578922336,0.01751638134916353,-0.007556233325133185,-0.0014188186909253676,-0.04523013453982588,0.0161307953191287,0.004414022275533443,-0.04796979515864061,0.013821308484519026
PTH2,,,,,,,,0.05446122808103922,,,,
LIPC,0.017539997745206946,-0.04256555124108463,0.07206046967057664,0.044547226609618344,,,-0.050658442288674686,,,0.05942846405469668,0.06587363965400776,
COL8A1,0.11638747493931623,-0.025194782160574143,-0.02071420564436957,-0.0131596369704995,0.01957048147430462,0.03138120528360671,-0.0782938941715577,0.054067426135509536,-0.038763112874445844,-4.1508120929555516e-05,0.001782147478380996,
GSTM2,-0.02759390654207889,-0.008086081321528667,0.0157825231340508,-0.006254876527333575,0.03302011632171754,-0.05844075332978181,0.05131482544870513,0.030045262725552264,0.03793496568120646,0.06352344484445561,0.039500512091567165,
IL4,,0.0640514826256791,,,,,,,,,,
SPX,0.11688517566838841,,,-0.07501473034940707,-0.03412231248471368,0.0051589333666916745,0.011187116642839312,-0.06345916414002067,0.09158000190635072,0.022518712071206076,0.03460932082443098,-0.01819612881852042
MFGE8,-0.05860281513615976,-0.03947600242997142,0.025005327459043568,0.08137317620157107,0.04400834566108026,-0.044871031573110946,-0.020388286528697848,-0.03669047851133154,-0.0035386344446875955,0.03708943317609523,0.05163150388324369,-0.09152912760239615
TGFA,-0.02758545784581475,-0.020376523143404688,0.024167806981506012,-0.020563457414913514,0.1218558741716678,0.01603599918064522,0.0018077564595077266,0.09701234131333965,-0.04537909027257135,0.06151517366044495,0.04022210891426411,-0.0007150142729092756
SLIT2,0.10633704158450459,-0.022614663530755783,-0.009985046581319983,0.011489841451970977,0.027889194671469462,0.07859035448072303,-0.04001147755676003,0.043340116617540954,-0.07429622709356173,0.057546765401025865,0.049653874966945385,0.0321802685002524
PLTP,-0.027090680880356433,-0.0055893461553058145,0.0914353683161572,-0.016480135304473443,0.013836423194298663,-0.023178751230498475,0.01873009527696609,0.0865132277632304,-0.06529269636454167,-0.008356901786985706,0.05220473690394134,0.09036440085500572
APOD,0.10935867797571097,0.01198780739196828,-0.04530618828241411,-0.08008931398637305,0.08334711436700806,0.034655822849158316,0.0632182181961489,-0.023384648918106966,0.021062059936033203,-0.07065394308808691,0.027519981301950772,0.028910503533871472
B2M,0.029519240992522726,-0.07151788263726998,0.04312071653046639,-0.04349930992368204,0.09299385707556415,0.011369376942673516,0.00015255363086945134,0.04431773574244898,-0.07303828598805652,-0.07426623414421676,-0.0980169151202714,-0.014259383213621107
OMG,0.028518478863585387,0.0283010876898539,-0.04572425112206771,0.04088370856334057,0.03456910573262786,0.015249709026698309,0.04285367656298884,-0.03650653244361875,0.1584309376124517,0.03822899654790252,-0.01277862874825652,0.12821639883786548
CXCL3,-0.01439971336981827,0.07436759429816996,,,0.05414238158520978,0.035029604908727904,-0.0441459878232622,0.06583536888462274,0.1285804901649517,0.018843387768638663,-0.032056875148528445,
CXCL10,-0.04436283150966373,-0.04882755886349073,0.11319964766510275,0.0005609063099849319,0.02005358041557652,0.011865241781296158,0.02794029363151507,-0.04348999641268653,,0.033037886549050904,0.004184124300066545,
RSPO3,,,,,-0.021443463267435334,0.01784573251815765,,0.04018077967326192,-0.0668130026141354,0.024376284076785878,-0.038031206397308025,0.034602493241181476
CORT,-0.01788111221981188,,,,-0.053322963717949735,-0.021683635450786054,,0.0612153165099341,-0.04770489452737669,,,-0.09968033906896039
NCAN,0.01969457878213496,-0.06176188828226211,-0.10148544207014307,-0.061955314876447495,0.0046252302275139245,-0.004664325853051795,-0.07319784577834947,-0.16366617044573795,-0.06349726092282575,0.0388443235570111,-0.008146657688204292,-0.005462308247553147
PRG4,,,,,0.008783009896900654,0.03489967306350023,,0.02417208516207225,,0.01684559282342024,0.048036854777353914,
ZG16B,,,,-0.03308448595264813,,,,,,-0.06054009649649465,-0.024925568182001,
TGM2,-0.000958442372441861,0.05093442933488452,-0.0035508696223860246,0.007990937095060583,0.027267756567734867,0.024453296645831596,-0.016725664581079037,0.014150731263073547,0.0011858864526939487,-0.04742903061606308,0.04890879890630123,-0.05463922761555556
VEGFC,0.08378356696205255,-0.046123383665757724,-0.0556293291040728,0.08969672200827186,0.04695490918725845,-0.06837032879131408,-0.02097261189902938,0.10396121375209513,,-0.011946221413987426,0.03779452202834203,
WNT6,,0.10982736704339345,,-0.03146335002520917,-0.0020738037234489825,0.07378608322749808,,0.04481502086423014,,0.04943602740760993,0.07097637852669382,
NRG4,,,-0.034451644930336325,,,,-0.03706415476870919,0.008526164421439249,,0.002629214710208146,0.016689300238659766,
PMCH,,,,,0.025231999733799637,-0.029968819938378046,,-0.035797447456196396,,0.09070525148930958,-0.039187678446581636,
COL9A1,0.05114191449276846,-0.044658493063602055,0.007945862852130416,-0.007209089930013821,0.017819605478714598,-0.0035867015991057636,0.01698214340858056,0.02655852578579707,,0.016076816553977538,-0.0059818905138185885,0.01872569701501042
GDF11,0.04353975688754851,0.025615622049530988,0.027616042596918747,0.040946712608330535,-0.0066099549503159495,0.01956758371869177,0.013228297006726255,0.1006177227747811,-0.09793576725644534,0.029833321985010194,0.06753857944288678,-0.010980635490795724
RAET1E,,,,,,,,,,-0.019429570069023176,,
IL24,,,,,0.032448808254222444,0.08192113645018909,,,,,0.0018494775269178943,
SORBS1,0.019281815731623794,-0.04679814436926591,0.036416036294375745,-0.023178416754464616,-0.027279648378508093,0.04418815834930551,0.08045468666460683,0.07385948160271463,-0.0590314431174572,0.007684592698413363,-0.00702883777007529,-0.11598813834871961
DLL1,0.009110074238424153,-0.0019521795817746713,0.022216028298277693,-0.013209203446384236,0.019277839898731903,-0.04678232983990294,-0.005048860507167262,-0.032806154888515265,0.019348595560506818,0.06412553824905186,0.00030102673745339834,-0.07926005634358256
TLN1,0.0005853533417817452,-0.05887269762776981,0.04067225887826138,0.040652437582354525,0.03626094221221273,-0.051322422526909744,0.011489153862853272,-0.012858563614769667,-0.0812862970461663,-0.05421023915055756,0.05335572531070628,0.031641182356071475
COL2A1,-0.01679493730679384,,,,0.0038346713604757907,0.07789347695897392,,0.009946599260712381,,-0.008667041990356877,0.03691932748803937,
SHH,,0.01080542886579745,,,-0.017813391546591482,0.05275002045502296,-0.012681453313130102,0.04377387943115193,,0.045803294976473605,0.030482046419618318,
PON2,-0.044286966883721406,-0.024697430118359447,-0.13685107053397805,0.010014694025914962,0.0668534695307705,0.06359755832849612,-0.00841075615885869,-0.06460365843805073,0.03156189206342438,0.03401573769846923,0.04434010082061454,-0.012753088946322719
ICAM5,,,,,0.05909369911157627,0.055104409728949096,,0.005896655668474539,-0.049041217773773224,-0.04756953753126271,0.0029743074694801933,-0.04589276101369166
HPX,-0.019077068816922223,0.002693401641243443,-0.0448183575242279,-0.05422045796935651,0.12263238300336897,0.02134326036661121,0.028856715028708974,0.05059383057061637,,0.009594794642850383,0.13140840968636316,
SFRP2,,0.014494093525948416,,0.01488953397077961,0.059335047879784775,0.04319958077096331,-0.060186268054508475,0.010509532581843065,-0.0022408742274884455,0.020058483169585882,0.0016621914826752476,0.04068157116717447
CFC1,,,,,,,,,,,-0.03427213036693298,
CD70,,,-0.037390037291717824,,0.05922726679602738,-0.018305317683337076,,0.07281235047659261,,-0.010111785018785475,0.029316145826198806,
HP,0.02449667262876424,0.006772866403788844,-0.01197724651169554,0.024045684810117728,0.04754287121706831,-0.05289925274703269,-0.03346560521574384,0.11083986427786761,,0.021850384702116664,0.016056399317550225,
CXCL2,0.0642440071955942,-0.057609813390628414,0.024376701360395308,,0.12083657822709794,0.04852232796196572,-0.01194267754850884,0.07719525457561602,0.032086538707126695,0.0726724263958067,-0.0069703536215124096,-0.00923253504208822
NPPB,,,,,0.01561478697646751,0.011111716517869307,,0.0566801620454232,,0.04251311982387183,,
CCK,-0.03842390970162103,,,-0.02431135219130149,0.013091543002961763,0.07558205034775707,-0.0005077299395981357,-0.07448156199527885,-0.011722748323460087,0.051074384911653545,-0.04170021652827304,0.08213132924508253
SEMA6A,0.005364087663504822,-0.16509982633151787,-0.021476069745708693,0.036952458602443755,0.021198549253896526,-0.020319790069174167,-0.03804850037206718,-0.049665532697658075,-0.0454300166720769,0.04285067905425625,0.0745334239141303,-0.05335500842199619
IRAK4,-0.03889857410898618,-0.027665586121716088,-0.09604928190959032,0.02543069914719382,-0.05788845381565512,0.03386874614918051,0.028137474787472312,0.10516255528574052,-0.051009253052983865,0.08228023063717194,0.03797350614452018,-0.0493281536632537
GSTP1,-0.05378977519866748,-0.02975703645839637,0.00583746759996815,-0.02639288941098006,0.04805625121312876,0.002285429756031173,0.09826802821271437,-0.052054443423265005,0.054181384389893485,-0.01552727531439064,0.05242206562157985,0.1028481003495633
VCAM1,0.030218880090086105,-0.06726416303428004,0.04556535955619194,0.027342286065312697,0.08315032118629585,0.09294980640017533,0.03881682242281878,0.02116202132858757,-0.028787909954622812,0.14357243495227193,-0.03274865517335333,-0.02725132978163211
NXPH3,0.01348067064780586,0.11510155264016615,-0.007221281443756678,-0.01803086532802916,0.11906133922724857,-0.05896990116044021,-0.04679645414481481,-0.00899009103329812,-0.14645324863284095,0.08374864416528843,0.03557995432200489,0.042259863157135556
MTMR4,0.02771817610893592,-0.023438962351968785,0.06772784013331185,0.045574528198239456,0.007721769527778562,0.06577640188515506,0.06843812715144328,0.010078686611892346,-0.006340496169601888,-0.0012608234502970244,0.027513091474490815,0.05462990051112526
LAMC2,,,-0.007610802917650513,,0.014597150804163397,0.04153916292921475,-0.06179576846023255,-0.06688997404403065,,-0.03227365194912111,-0.00860795034982115,
IL10,-0.018573032139091197,-0.027885166453977185,-0.0600012845820207,-0.056929907696232254,0.06930260541379828,-0.012830557844708473,0.0016647280754358512,0.01768526258602402,,0.05048580448502864,-0.01013209898893663,
SEMA4D,0.05965390141055259,-0.10754336398924376,0.0011782589516801355,-0.010495144200314506,0.004263972996069984,-0.05470121674972451,0.02257378746777932,-0.04028606719497163,8.306325001283845e-05,0.0641816251789492,0.10164947632730836,-0.09278881027103636
TRH,-0.016418293362856783,-0.03226832430341938,,,0.027964217100056733,-0.01223021246462848,0.06313034779943055,0.09008654733288811,0.04889300681664316,-0.037003824920849,0.00442369114344277,
SEMA6D,0.020976066474340752,-0.00544582985741911,-0.01805401126322365,0.020481247070641105,0.04855539783136949,0.05595511719191468,-0.10113334223829573,-0.009790977183061994,-0.01183727494852419,0.013868839733905737,0.04160063424271043,-0.03588658725422841
CEL,,-0.004354153158225574,-0.046104587755570796,0.03681230665684804,0.037647090887770455,-0.012735761630007359,-0.014033590000343791,-0.049548105354828564,,-0.003281055044375187,-0.0398477343461848,
PDCD1LG2,-0.009477319239104592,0.013769018138190016,0.0574936604273425,0.10591052549612165,0.023997820598495284,0.07379285554432569,0.019505821824919913,0.04213461815909162,,0.07993888376619705,0.006632549279304996,
SPINT1,0.0762728448119173,0.01418321191251377,0.06669060970064511,-0.03962217959867683,0.01802133214433552,-0.0016256361892360589,0.1158891345960767,0.03491214227261128,,0.029982812152671127,0.04746221518396325,
CTHRC1,-0.051121681328682625,0.01921727999163185,0.027101636547339616,0.0004155333338911319,-0.0021333049098073305,-0.013273478906759967,0.06496339655199822,0.027871603574293146,,0.015680718436748276,0.05060443905784728,0.12252530092221366
PODXL,0.052551124116385045,-0.07515315909132245,0.006523503221651651,0.005872349792994883,0.058393397361738916,0.0006826893735875023,-0.0381117089878945,-0.04344732561636924,-0.04407000277939626,0.020249386896412255,0.007171547417291145,0.0328160627802415
JAM3,0.0669629815943956,-0.021823815008739193,-0.024811760470482135,-0.03438032034617104,0.09861156250976244,0.03350840099639779,-0.016448830916406913,-0.03619615895867675,0.02750745692845783,-0.004144974985889993,0.08322537618155156,0.1368920705717652
TGFB2,0.0948798999802631,-0.06902229184646765,0.045365265306965094,0.0572775058441968,-0.005595634554881162,-0.046663933419398375,-0.015391067058267127,-0.04526594220497898,-0.01186053000587131,0.02126481381870079,0.00713878911943626,0.036141908079578136
COL18A1,0.04641611034642962,0.032876366832450925,0.02640377970802814,-0.01970151805307889,0.055016225999778,0.021344032944516346,-0.04976685880370043,0.08437493831596901,-0.03835578493088817,0.012235839938559463,-0.01013974126297676,-0.025240482617072284
NODAL,0.1022794629806128,-0.017764349408264702,-0.03881339514263908,0.10581034503065143,0.01727306028422748,0.07147348867629177,-0.010892660478750933,-0.04315525317949383,,0.004084229722371271,0.03544283353552048,
INHBB,0.03493574170921602,0.0753998763434464,0.10422739038701645,0.04128001341406971,0.05048878473288188,0.05151848325611802,-0.01106015357007379,0.07659420828470455,-0.11757759598676376,0.03714311283495346,0.02463883412280719,-0.028420029658045156
LCN1,,,,,-0.010904838522042054,-0.014994502520363039,,,,0.054721018273174105,-0.026161305651721836,
ARF4,-0.04418607553343068,-0.05067857211741247,0.03486151988921679,0.03263410196908355,0.0487803599471426,0.05148056901355947,-0.04092435709735319,0.0026790305662484928,-0.007677859149705984,0.04195501014007838,-0.08687778200068687,0.014364491765531536
CXCL14,0.06353282316447108,-0.032684350815039294,0.06529089102706222,-0.017797697821650083,-0.04930118700400811,-0.00990520272805052,-0.016166734165669477,0.04142777303196345,0.03154040954329444,-0.005886272166371455,-0.02515819073837639,0.006460532732762825
LIF,-0.02217599026784065,0.06960206041620194,-0.015482281450086538,-0.0750980776393224,0.0610489969308917,0.012058199217991353,0.027214300137615277,-0.011300081965181261,0.07485827960556474,0.04600954173977181,0.018438403435852117,
IL17B,,-0.03171429981198969,-0.004021145693902509,,0.07638046961138756,-0.0041448058454094045,,0.005410249515180959,,0.03015149783483355,0.022639781910445418,
MMP1,,0.11365850251358242,,,0.0155381062160303,0.04088283570134694,,0.06594099469599683,,0.0314903897511616,-0.0661954282714071,
MATN1,,,0.018092538505108904,,0.014802869588694294,0.014096289326959745,-0.01404577975191337,-0.023476893317225498,,-0.027858793419846678,-0.007785110332583238,
ADAM28,-0.017479761368538557,0.03832613706058268,-0.0006115942941092528,0.05772802254682578,0.009790676652757492,0.001429393064586942,0.03712333840652427,-0.04695834557833737,0.009548472140534506,0.01017005620866821,0.0363097391718849,-0.019464472109252326
TCN2,-0.016126191931046564,-0.01590362833546599,-0.12890507215888658,0.04984801634552268,0.0038885949063449544,-0.024362840179342978,-0.04929392737051118,0.019057846474966087,-0.03495361466547721,0.02151966222718526,0.03141556425514085,0.06495197790742847
THPO,,-0.006174693540388256,-0.03445168293358931,0.15445163983366308,,,,-0.04538442611837581,,0.03785652991524666,0.12420025119617192,
CUBN,-0.04076751655359159,-0.009866478369512658,-0.08030897100890137,0.07905130655141164,-0.009726915658596907,-0.03770729224381751,0.01040309063913443,0.08066743240144422,-0.031228956216645076,0.046145482436329266,0.03944943370851028,
TIMP3,-0.008789445690195566,-0.0013141382782819514,0.007051461966208995,-0.005079616555379456,0.05509969979406683,0.004777905600300612,0.00900692416573231,0.07975262107533139,-0.04828615014589156,0.007835197146985983,0.041066145942250366,0.07358189591003705
