,MGH258,UKF260,ZH8812bulk
CXCL3,-0.017380515003536216,0.0062253806361689725,-0.008443678881716751
CXCL10,-0.007818144338899838,0.06893959875113174,-0.007324742728450519
RSPO3,,-0.020130622934061333,
CORT,-0.021582578155184308,-0.024431550356664174,
NCAN,-0.0630155457089059,0.022673169392131265,0.010588671288056035
PRG4,,-0.014413453748139368,
TGM2,-0.02742257057151736,0.04780261186225928,-0.052957415623801574
VEGFC,-0.02158257954481832,-0.022187081475273623,0.0507428838404482
WNT6,,-0.019860351616203233,
NRG4,,0.1044564999572292,-0.028379786546009887
COL9A1,-0.03861955480966475,0.02028697035933908,-0.04598371776272263
GDF11,-0.01980209115851404,0.07776697388762142,0.0228604292642908
SORBS1,-0.0344912518700623,-0.016783376680343583,-0.007952274775295814
DLL1,-0.055174137431417775,-0.04242308227886372,0.034220252833251454
TLN1,-0.0012826289781407581,0.009144299789705363,0.043552210320347236
COL2A1,-0.020271560436474465,-0.012873400743883963,
SHH,,-0.007383847574858216,0.03986113842543396
PON2,-0.06741872159608069,0.043876950737459994,0.019951830325611913
ICAM5,,-0.03414018557708664,
HPX,0.06176401811794349,-0.03652086728775548,-0.03805000118575033
SFRP2,,,0.044145878574786045
HP,-0.04022328765038088,0.01958246407761705,0.006665482060368311
CXCL2,-0.015279839565175328,0.04187933938420434,-0.045904855639920736
CCK,0.039798255189337564,0.020174244598969954,-0.04487933909249353
SEMA6A,0.012700771324247375,-0.035194668828647274,0.04129318403708371
IRAK4,0.02048869035358648,0.06936988350025922,0.001887502259843065
GSTP1,-0.014878247817244459,-0.029716366081512402,-0.053200997569875966
VCAM1,-0.026330915458507215,0.059474715888175246,0.020661256082816406
NXPH3,0.027464695147402015,-0.03798182420102367,0.026005369752086085
MTMR4,-0.013742308108473872,0.009319440053940595,-0.025596736861550236
LAMC2,,,-0.02743886666969315
IL10,-0.0018649769740598768,0.005121229911142635,-0.026467421987896998
SEMA4D,0.029500278605244075,0.056110806622973214,-0.00687005665980881
TRH,-0.01981694960149007,-0.012668402347188839,0.031963564095004664
SEMA6D,0.015813576448705968,0.05776542224243962,0.03938960488072341
CEL,,0.005211449259200315,-0.003561915573540297
PDCD1LG2,-0.02746795057482723,0.04209230767806585,0.0025061983139207733
SPINT1,0.008542218805387646,0.07958764576637148,-0.016768378090112324
CTHRC1,-0.03049504346201724,0.009220871709827574,0.019083241315728472
PODXL,-0.10525990512096503,0.037550848120488006,-0.013662470488315231
JAM3,0.02642385278060983,0.06019570115653626,0.03759950934859251
TGFB2,0.053005023749092224,-0.014299636076822168,0.0001993075743547575
COL18A1,0.041431539380162835,0.032605159121943894,-0.026481388705130886
NODAL,0.027356404374107867,0.021686579998751582,-0.017221443134363152
INHBB,0.022220114121677105,0.046146847584053505,-0.013591268642105995
ARF4,0.05639735325596846,0.056130599179635615,0.058404333801262386
CXCL14,0.06139795076054983,0.022099214123383677,0.006115698300750638
LIF,0.048100321052601355,0.029977214966565375,0.012929297238220403
MMP1,,-0.012668399583613408,
MATN1,,,-0.027755739659778744
ADAM28,-0.04333032815543551,0.010234180046567848,0.06342203092530292
TCN2,-0.004734402470812001,0.008455506419622063,-0.021282474619605238
CUBN,0.0844935723818895,-0.03181691673632186,-0.05687757948847377
TIMP3,-0.000815099238065609,0.0473359542593866,0.048164604820685145
PIGF,0.0513816415654764,-0.02582412274294043,-0.0039074061436204935
CRH,,-0.012873403105946004,0.05611181048454112
BDNF,,0.02570079972112115,0.029923095962652697
CCL5,0.07359083760401092,0.11470368620474646,-0.03161398131879462
GAD1,0.03911062028778284,0.023444066022729707,-0.006106994472392251
COL14A1,0.09153351207533528,0.045086930714199364,-0.017792630675404146
HLA-A,-0.015943327895802634,0.004437026185126445,-0.015367209850106348
CD5L,0.01472967773010241,,
FGF18,,0.06357321481072575,
ADM,0.0077599300548017395,-0.025822127993843973,-0.04953207057428823
GNAI2,0.05891356379688425,-0.055959487147093624,-0.04854396463383159
COL11A1,-0.005196911442853071,-0.03216366525668161,0.0180495982735955
NUCB2,-0.04962367783913835,0.006266173486674015,0.014039342966396485
CXCL1,,0.048636518819657144,0.05924480749150117
VCAN,-0.017520561717986754,-0.007198260004264962,0.011156917732267322
PTPN6,0.042783551939927306,0.017861213967207055,0.03332198432765733
PTGS2,0.06844631573480488,0.020001354157889728,0.08544649737448637
XCL1,0.004153046731227669,-0.013470534487499778,
CD58,-0.0295801168933524,0.0605519584478015,0.05548872960215525
TNFSF14,-0.03165762577729535,-0.0073350118681647855,-0.021355441324540602
CNTN4,,0.0019127936486894978,0.011343505575067553
BTLA,,0.08764673194423718,
MFNG,-0.016659341702178605,0.00845663570705677,0.039464141032785886
ICAM1,-0.005390531258464073,0.0360750330192609,0.05047695628181883
PROS1,-0.014191711278742407,-0.012200141666456285,0.023644856215550174
CLCF1,0.048403910722178256,0.007274377993670684,0.018486312839816492
PSAP,-0.0071416953195313285,-0.036610038601097995,-0.021997585833835976
EFEMP1,0.054589403052403285,-0.0022572811145320673,-0.013243760244828762
C1QTNF1,0.03228516528983548,-0.010095527411419742,0.053246156618672505
ALB,-0.029134784001584944,0.06571483784914664,0.06991099939258581
EFNA3,-0.00926454271557057,0.021264957442653436,-0.002209847548622335
DRAXIN,0.04796469720770452,0.06785057477162566,0.031794609231308564
NPTX2,-0.01688725380754291,0.11327912742709906,0.03550867040575973
FGF11,-0.001499225089502087,-0.07427302257479909,0.044119546906701904
CD59,0.01818439230060341,0.03688849003604899,0.06311282595520211
COL9A2,-0.03173187753181094,0.0015015110671591579,0.038544491610896965
DLL3,-0.014126363192266579,-0.01752817501642778,0.03576789097030486
LIN7C,-0.020381786830758163,0.0039631522193445375,0.030543646902369704
GDF7,0.003297878625446878,,-0.04535220632609951
PSPN,-0.03723697122470876,-0.043711071972024285,-0.049801399814517096
ANGPT1,-0.056443462810478046,0.04149082268375232,0.045458575014266284
PNOC,-0.02830833135184922,0.027621039884114337,
L1CAM,-0.030101320980907318,0.04570025749240716,-0.04430893210312491
APOA1,-0.04221952269396609,0.012989047848429653,0.014760970856673165
PSEN1,0.027185171285191084,6.953433752548271e-06,0.047617724224665474
CALM2,0.026828798283720857,0.030862918198164953,-0.021870009314782255
CLEC2B,0.00419371582874874,0.030543145175326296,-0.022174333380597534
NTNG1,0.053223778040454174,0.008769810259279224,-0.041316755405886155
LRIG1,-0.009416835095638672,0.011885159990680964,0.08779176159550069
CPAMD8,-0.017638268561193132,-0.01710303975792602,-0.006215825835998478
GHRL,0.02078478973680328,-0.028965256176253028,0.09768880080080508
NPY,-0.02587602836832582,-0.04673885525997999,-0.058606927399159015
MMP2,0.06925582155477478,0.011629478754076912,0.041468915894877695
ALKAL2,0.048389201472648705,,0.03688770312485164
CSF1,0.018936673680675847,0.06384228059732378,-0.026902297927815025
SEMA4C,0.028498844822484028,0.0007039898881926981,0.029234594869758237
ICAM2,-0.020986421234088733,0.1271304489456617,0.03465664118854939
SYTL3,0.04134713462382881,0.03571073245957134,-0.008524959357078638
IL1A,0.023852403101133644,0.012198727318250896,0.004396178569439469
PGF,-0.03528362996838742,-8.083308180457383e-05,-0.026162666764412573
LGALS8,-0.01635129959470989,-0.02661940346350625,-0.026986481669688034
DKK3,-0.019256119680485382,-0.0056718494729330856,-0.035878916791894935
COL16A1,0.049836161436543146,-0.015713273103084145,0.03385574228459643
TPH1,-0.0050345194752923995,-0.016788850647003757,0.11002973345094734
TNC,-0.01248280883676129,-0.016766717698985415,0.014327890170427595
TNFSF9,0.008987113525270842,-0.03190858132003439,-0.04938607858449827
C4A,,,-0.00854121629479458
CNTN2,-0.0008051519859945701,0.04408769151629054,0.009432276452790704
LUM,0.02564889931309253,0.029213496825675193,-0.0066367087381481215
IZUMO1,-0.016853916368520544,,
BTC,,0.02509041727675806,-0.016270216738051187
APOC1,0.03444396238267565,0.024777175487365004,-0.014147028975906162
PKM,-0.019449612514676175,-0.05902870540904057,-0.004259599288502256
TNF,,0.005797537459812205,
GNAS,-0.0005850760164071499,0.017784911007470712,0.029775804378002133
BMP8B,0.009842968083410814,0.046859556790399735,-0.0360634770942348
CCL28,,,-0.00640913100747954
PTPN11,0.010278282044066545,-0.029567124195378856,0.02048815509048156
ADAM12,-0.03772506587485265,0.0762066406334339,0.0009016250379091822
EPO,,0.27112478141125573,
EDN3,-0.02477085567343207,-0.01845589579061376,0.055813642050021296
CCL22,,,-0.032443051390339726
CCL2,0.05832287525876353,0.015726525959717873,-0.04698134967127596
DSCAM,-0.021252499089708166,-0.06369803741214115,0.0833448239850598
ANG,-0.013991939430781267,0.011743931649080566,-0.023833512842342048
FBLN2,0.055617024146902366,0.01513146331813796,-0.02562721062084616
VTN,,-0.018163244145423897,
VEGFA,0.014503662151098964,-0.029804809736054434,0.030410367229829628
F10,,-0.0169466141525309,-0.028069349287673094
SERPINA1,0.030815466590588893,0.02463577624379183,0.058919052803765144
VWF,0.0008790085668010591,0.04516805915000595,0.02941992326831623
VASP,-0.00689128101342915,0.044150997448756904,-0.005859845492328033
ADAM15,0.04809033503571504,0.030534105907997183,-0.03432494054984271
WNT2,,-0.014595115396358828,
CALCB,,0.06569427968107251,
OLFM2,0.025262863200330683,0.0294306752319111,-0.0334704128350031
MFAP2,0.07713648074851984,-0.016216663512160428,0.08549277045141428
HLA-C,0.021417915007394334,0.06010597263274616,0.0073161113341915105
THBS1,-0.014028284483481772,0.011598673066519256,-0.04465127225398666
HSPA4,0.04295522162597044,-0.009192103005971458,-0.01971188912803472
LMAN1,0.021122673434201013,-0.011638932000408365,0.02021965992311479
LYPD3,,-0.018163245708218666,
APOE,0.017679111327364484,0.018148565112418663,0.004080542603937645
SOSTDC1,-0.017638267096195658,-0.02267547904697042,
ANXA1,-0.06610148553250461,0.012552064343895086,0.019300630176513175
WNT2B,-0.03932757512412408,0.06014112971876826,-0.031798899095921915
AMH,,0.04603822171933769,0.012892880686198729
GDF10,,-0.02499343311808036,0.03333338270712774
EFNB3,-0.030345441184311067,3.943116735869907e-06,0.018453912533197663
LTB,0.0017997006275470501,0.0875897464951089,-0.011421760887944454
ANGPT2,0.05256988908175436,0.0631517216559376,-0.014237348762736362
NRTN,,,-0.017340247968417988
ADAM17,-0.05769952928029154,0.04234304284540762,0.021381551097719907
LRPAP1,0.010430215139275627,-0.007519126402150604,-0.02373200399811533
NID1,0.04926459249975209,-0.010910357809769048,0.0011506980381449372
MST1,-0.04556628042444149,0.005034831630791684,-0.005284984606992415
DCN,-0.006273913410773722,0.03796873721912518,0.01055077042096203
COL7A1,-0.012363669081315672,-0.019818125939152248,-0.031415809164664146
CALR,0.029030521059176972,-0.0073642214225518275,-0.004155245475621293
PIGA,0.04149364838574938,0.0010320002529335738,-0.0748902018535742
CD200,0.007571567692014241,0.04471735328547625,0.06073409363849288
GRP,,,-0.03609837048705628
CDH1,-0.034857259582244934,,-0.005173176399165903
LPL,-0.033803728061859085,0.015870629156125974,0.03259664390120172
SEMA5A,0.05961980232360585,0.05037392394438385,0.039832371396241836
SEMA7A,0.02317543346023015,0.02918703500719926,0.021847167939592772
SEMA4G,0.035938429618857105,0.005515304676218998,-0.04134537597616035
SEMA3B,0.03551247961149596,0.037152897618939036,0.0006034731403507094
RPH3A,0.006932980177210749,0.01161438166674861,0.14472501457640793
JAG2,0.09710562134242204,-0.006050617254324691,-0.006978843968953556
CGN,0.04510662652574951,0.028672606095283805,0.05015062312230897
GDF15,0.0007578255589168678,0.05140251552876508,-0.01457253157016365
SEMA4F,-0.03769661870326905,0.01723056229245252,-0.008960325031340371
NXPH1,-0.00022540462545027863,0.007911110584617093,0.009561854596892525
ARF1,0.05424177759631332,0.02478733638939414,0.0651944975156339
EBI3,-0.016367853184462988,0.007562900670622638,0.020570815705791747
TIMP1,0.0005758236586970183,0.021772497502186502,-0.029573328608067717
SEMA3C,-0.005049289658242202,-0.013746313253364489,-0.026714914858145825
GAS6,-0.0670758497366171,0.023322444736052297,0.014315715117847006
MEPE,,0.02599279840105719,
SERPINE1,-0.05988970137361651,0.02230247390409566,0.032803740667902835
RSPO2,-0.01863584065464541,0.02137626737973439,0.028068249774130388
SHBG,-0.02093644690291896,0.0014831661692487656,0.03957494255856186
LGALS3BP,-0.042053397981265846,-0.00634316647155999,0.053049281650290665
LAMB1,-0.005152211757066895,-0.00137921444193325,0.012836737632574518
SPTBN2,0.01569139936614631,-0.03813154652702175,-0.004692293632705594
COL1A2,-0.013761062075782078,0.04605798912331524,-0.05047373303429239
DEFB1,,0.03569219957150863,
LGALS1,0.03720246866592768,0.025252360663266932,-0.010865792830029218
BCAN,-0.0033411294464746606,-0.0019833529048525356,0.05903984170837668
ANOS1,0.04947854623640844,0.044936660581564654,-0.04964760111907901
EDA,-0.007524924959268943,-0.031725050682871334,-0.047981006750159885
FGF22,,-0.02143633256166484,-0.035342836632353734
SHANK1,-0.022211599755749926,,
TGFB1,0.002483019492063758,-0.0011143770532997669,0.033755961424751915
MSTN,0.07896727707551254,0.002465452675019555,0.022953336304942982
WNT4,,0.03705418596863987,0.014799372693525631
TNFSF4,-0.014692348812497051,-0.006074013557742917,0.012664127381067078
NTN1,0.03566961549461845,0.01084722099198468,0.024336736580955125
CXCL12,0.0650635706773161,-0.02690517149312824,-0.03071114439363922
GNRH1,0.0037358310944296176,-0.027038970316682346,-0.025801125041295735
RIMS1,0.0558233040848668,-0.02172244394193586,-0.05947821798529495
FGF14,-0.025016965733741608,-0.03807916590129834,-0.06509748835166218
IGF1,-0.022488999379410124,-0.02532046283463652,0.04809051095928698
TNFSF10,-0.07358463950321145,-0.035663324477896774,-0.01626244920028632
GDF5,-0.018635833298905842,-0.019586739489571202,0.0021931808259533798
CHAD,,-0.0032024596493209225,-0.028687163289638194
RGMA,0.022562819472219012,-0.0033272197680052173,0.0137516294183556
WNT16,0.1353781546990914,-0.01287339750888806,-0.023698651759327043
CX3CL1,0.05102375830473899,0.058302568482400584,0.06050755735978307
FGF1,0.021039089535942114,-0.00012694958445576325,-0.05804887164330479
ALOX5AP,0.0047739305737919124,0.04271436401201423,-0.015518176897644436
IL1RN,-0.016584711566648497,-0.009270810967455032,
NPW,,-0.023391472930604625,-0.02646741320268933
CXCL9,-0.05042026322552512,-0.020530073349017342,-0.014309447464702554
ANGPTL4,-0.004516823618044884,0.01165954609502147,-0.037637430347118556
COL4A3,,-0.08204923495231439,-0.032613058333487134
NRG3,-0.03010132104591481,0.03676215330387873,-0.035539472575144976
IL23A,,0.04659944815992419,
COLQ,-0.030259907274092404,0.02601612470220806,-0.05980596251147151
TNFSF12,0.06124578483513853,0.0407788037013733,-0.0015286681008923316
DKK2,,-0.014229604604766983,
FYN,-0.01841544746281206,0.012143616399131545,-0.00015031822834088448
ACE,-0.03506821122895051,0.07279097853590996,-0.0319527891633617
IL18,0.014878073483749147,0.09078737322192995,0.04839549059112942
PPBP,,-0.013470534487499778,0.017982425984268628
CCL27,-0.018877544585311084,0.1391013888473743,-0.03271597249570483
SERPING1,-0.023608417300668243,0.020132786000676483,-0.04655190276207479
AZGP1,0.0022574407422764125,-0.013035651500182259,-0.004029148077689221
INHA,-0.02587601979470405,-0.05197025884715646,-0.0264674130458107
SEMA3G,0.05543214583669285,0.02262715580754857,-0.02441822029661007
COL6A1,-0.010250543780919578,0.012395820743320728,-0.003199839677719495
FGF17,,0.019929538966372524,
TNFSF8,-0.02049538449980973,0.040484670874572144,-0.001645572834698097
FGF20,0.1814483404156304,-0.0275563809305609,0.04336298986638874
ICAM3,-0.015896486494146878,0.0580250716038189,-0.016114440245358276
LAMA4,-0.023770864264606575,0.03829005747130533,-0.06991895303220604
DLL4,0.002986098027216778,0.016637160124361897,0.007442558427131146
SEMA3A,-0.012704179648093675,-0.039196644664736435,0.008195960943370738
RLN2,,0.050990780951887145,0.012652498390558223
C5,0.06713507888304243,-0.016977204717330392,-0.01014680373227184
COMP,,,-0.028379781983642473
EDN2,,-0.017716000213907745,
C1QA,0.019562645406669476,0.024124993150357422,-0.062492921827720725
UTS2B,-0.017380511608401036,-0.014774671364985439,
COL9A3,-0.04508263208383036,-0.042224504939941294,-0.005262212546330694
DLK1,,-0.012033379506338635,
HGF,0.0027318419027947028,-0.02251419203875811,0.011584783077634128
P4HB,0.0008086767583788474,-0.015883161220947184,-0.013904667983295146
ADCYAP1,-0.01911639486975247,-0.024317860925552253,0.06462587800472679
GREM1,0.03918756700055453,0.006787896181948037,0.006597387632869085
EGF,0.020969880925436307,-0.027453533607585262,0.07526974603752311
VEGFB,-0.013265123794213877,-0.02712351815989733,-0.023128498183608966
FARP2,0.02983811414608887,-0.010625790954166232,0.009620699354944067
LAMA2,-0.02309036684724717,0.0096865711566477,-0.010933794632597759
NRG1,,0.09629013742695317,
SPINK1,,-0.0085980593602261,
EFEMP2,-0.013107239127108506,0.08556786032031989,0.023614253425242968
SELPLG,0.019750596566380996,0.013964611362855454,0.00595993941288922
HLA-E,0.04394848082536717,0.06325283320125727,-0.028250769998691416
PTN,-0.018120069286767557,-0.024148877703798356,0.035034310263031825
CD274,-0.021219350219395958,0.037172324934518886,0.037183284428687215
CD14,-0.008673165353241159,-0.004490279231426429,0.014897026515747097
SFTPD,,-0.015127752617488362,-0.05144978752930061
SLIT1,-0.05615754967676495,0.04105808184829651,0.06443121278363256
CNTF,-0.022417728427236664,-0.013470532225307284,-0.0030983074619601123
BST1,0.027355958981092787,0.0016659695021137989,-0.008012995239832022
AGTRAP,0.05898086644382735,0.08461513423012396,0.009482993931215641
LAMC1,-0.024313710685201138,-0.019475046314326172,-0.053009942224087774
COL6A3,-0.02255738726819135,-0.02235908905902911,0.034669491137331865
FN1,0.026770496137939945,0.040239676914757314,-0.0287028471448151
MIF,-0.007986705358512173,0.03924909928053691,0.059463226847167656
JAG1,-0.0032137985736580793,0.027486074219970433,-0.018520488487076058
NID2,0.048015337383514566,-0.015416483041182042,-0.051573935748603826
EFNB1,0.025518926672549246,-0.02755264280929236,0.01644138550452848
COL4A2,-0.036606420930252265,-0.008385429141068197,0.00106384308733882
SPP1,0.02214683002547914,-0.017076790550608286,0.050996427633376994
PODXL2,0.014695672638206142,-0.006707788985197926,0.008336185832744644
FGF9,0.0027104022041792787,-0.0015419904996772282,
ITIH2,0.014380629346819631,0.12142574036311075,0.008047172909215706
ADAM10,-0.016539695167801016,0.04536917899556492,-0.01472601682846335
CFH,0.02628038466794361,0.001967722317961712,0.03350780507304605
COL4A5,0.008898715249415348,0.033270383675791756,0.05408269574178533
LTBP3,-0.04209229113381189,0.035333991980451375,-0.036636435362693766
GNB3,0.026064973562097624,0.04477346353057751,0.007028683320005338
COL6A2,0.004286658854464307,0.027329394448818024,0.023815808735032026
GDF9,-0.02200374001155983,0.02099941196247142,-0.03584804179059329
NCAM1,-0.010336776711530873,-0.0008360828755135261,-0.04102503732923638
APOC2,-0.045488036265385556,-0.014209377707153564,-0.013959173298656485
BST2,-0.011816288809935816,0.01387128539411169,-0.05833747710050514
COL5A1,-0.002348543948419812,-0.003421900581400607,0.015188084675457814
CALM3,-0.059376627930963564,0.01791258154326875,0.015470614525716483
THBS2,0.041414132542737486,0.03798596977513856,-0.033723196167000646
SERPINE2,-0.030100621715488118,0.014489663729500285,-0.0018612939572252105
EFNB2,-0.004386291811927571,-0.033099189140051714,0.03062960409265963
PROK1,,-0.014774673392765976,0.1648783959528964
MMP9,0.004344614608054795,0.04351432458599486,-0.0036689936471042
NPPA,0.012148370297132751,-0.03414019229580024,0.038172520478930376
APOB,,-0.01944863846846425,-0.026794844319985016
C4B,,,-0.027118590581369253
NTNG2,0.07072989221213977,-0.006127979357085819,0.024287948976757068
LAMA1,0.026426353287483353,0.1339400865651347,-0.008517032973569195
UCN,0.04529097321416338,0.013089834396231192,0.058201257737081014
ARTN,,-0.015978428125538093,-0.0337881301440061
PDGFD,0.033549859792129585,0.04260239351207099,-0.0011878041613669536
EDN1,0.007572263781189309,0.02127037930083983,-0.0006162374705161713
ARPC5,-4.3562808179024395e-05,0.0684341114818985,0.020723600909996753
GSTO1,0.015678192575538326,0.030329060246111966,-0.03657896024946945
SYK,-0.017085064666289923,0.04016414312865721,-0.0024812045207743363
ST6GAL1,0.009124177311982703,-0.004170568083669229,0.0302347208783103
WNT3,0.032128926994805594,0.021405764489284766,-0.005714629095789868
HSP90B1,-0.01941569246713664,-0.0021536704650000375,-0.05847454542269609
ZP3,0.03281392446704567,0.01963517307096118,-0.03992050356059945
ANGPT4,,,0.027013624846815274
NRG2,-0.03735606477285198,0.003241452908966269,0.027274974981192128
MELTF,0.0030716024989246916,-0.01984596018082778,-0.020039605219686434
NLGN1,0.008523631251533426,-0.0005687309462063108,-0.05405087401204662
SLIT3,-0.006898071541231154,-0.03508903177189036,0.038978627303849635
CCL8,,4.04506277752919e-05,
S100A4,0.019195958023672945,0.008564302493993956,0.011940505868782918
TNFSF13B,-0.03407429741100133,0.03255588649953848,0.0076990611720822175
HSPG2,0.04961134189597649,0.056261518771050026,-0.03790089092538064
FAM3C,0.004514590186014358,0.024571672706290414,0.017191073961768256
FLT3LG,-0.02689614283311395,0.05810712395664113,0.013475546537745428
A2M,0.03900864385126302,0.06682822262149817,-0.023423246699484854
VCL,-0.024888408348940676,0.0035759468538702774,0.02618200788621082
FGF2,0.0009581663465833452,-0.008195199612367348,-0.021123657378379686
AGRP,-0.017119123106694344,-0.013470534487499778,
CNTN3,,0.05363149721570483,-0.03828799122672774
RNASE2,0.0008731154968837253,0.009731278929196629,-0.026648584920071716
GAL,,-0.004514874775816136,
CXCL6,,0.09452461068179982,
PDGFC,-0.03183785296941504,-0.013526174231144735,-0.014124250964680715
COL8A2,0.02591426853287393,0.12702427671354022,0.00438441708747388
SPON2,-0.008902597908504988,-0.04773726608197046,-0.00015680431231050227
SEMA3D,-0.023620417519779374,0.010807692728045338,-0.03422345169062426
BMP6,,0.1419316282188753,-0.032168097924145635
TIMP2,0.04652144016914347,0.01920418291532038,0.10257004711227899
EFNA1,-0.05815700615881588,-0.028548798109913308,0.038751546709493406
S100A12,,,0.050370525786481664
TFPI,0.09554041149117552,0.06846367812727105,0.05010547493179792
GPC3,-0.02420169272976211,0.0009929471198126718,-0.029477779353795634
NMU,0.03221789149578566,0.04993039842304336,
LAMB3,-0.06799818750540723,0.04007203326917262,0.07198284766193495
LGALS9,0.0736165261118568,0.01730452729677848,0.029092074776550583
VIM,-0.02071765567803899,0.023282199627416574,-0.020868493182540637
PLAU,-0.05202210910312693,0.001628031232631365,0.01701285598962252
TGFB3,-0.010026210397972562,0.0499613282067565,-0.0855907854426311
APLN,-0.015304760367556316,0.0007977657641766886,-9.080237006681388e-05
SHANK2,0.027116345823940367,-0.045106153308812846,-0.02546192939751822
LTF,,0.02367722360735021,-0.024079176579525775
PENK,-0.017638264898700125,0.021408566854788504,0.00424496496749691
CTF1,0.008212597480999723,-0.047544847634836726,-0.005393018801811222
COL3A1,-0.0017605162548273627,0.003770538223686524,-0.010228054209811854
S100A10,0.020813865076294846,0.003209298650458867,-0.029879400250382878
FGF13,-0.026235369049117312,0.04062444435572819,-0.023698661667992733
SEMA4A,0.1523251711583532,0.006474403511364232,-0.0027477768023090395
EFNA4,-0.008917600739067735,-0.028548695011993783,0.023017796542547826
HSPA8,-0.07749314561479839,0.06097806500182225,0.07285806895343697
NPB,0.04298592378186115,,-0.005333516623712933
