,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF269,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
SEMA6D,0.04817926995814437,0.011835666298018159,-0.02713739953437586,-0.012626041268849733,0.14838201027417475,-0.05040691230822322,0.045992270215437905,0.03566284456083504,-0.007825768444713948,0.014501122684999685,0.04912419885354649,-0.05336732748430804,0.04013889269567498,0.06125714605881549
CEL,,,,,0.036168739171309756,,,,,-0.04597644109085792,0.13846662428785086,0.057426814135823206,0.05603151117189431,0.0875153506506347
PDCD1LG2,-0.03984086793943967,0.05191637564000833,0.030978566744571896,0.014633971814153721,-0.021279578857785312,0.046388122751278606,0.06125001621804649,-0.003949026143864678,-0.0077748652336750235,0.012864073021166576,0.12225393641468335,0.08768864922942078,0.07334931028043495,-0.03149455359768916
SPINT1,0.03954208839027217,0.04659735317743853,-0.01677045241871218,-0.010197579673980172,-0.019128453913864595,0.0024012368006766107,0.010956624841074488,-0.015539406179287025,0.06647112062686553,-0.011493280905433617,0.023223556834142536,0.055845668588589976,0.07532540999775657,0.03799753782681227
CTHRC1,0.024748396821731276,0.05870797639956831,0.06927408963244112,-0.005166525560491417,-0.038786836618365635,-0.01243611952289119,0.0951305571834066,0.02048764689677434,0.04702315749301762,-0.010419112108045718,0.020809921541536214,0.03812492440432877,0.008730361788791684,0.05936267658769297
PODXL,0.010148814852358485,0.047156930719104234,-0.008295181513140178,0.014966919807812028,0.09846282891113338,-0.04112530945505806,0.084056883629117,-0.0010547552550924152,-0.0392148160945494,-0.04999306069773338,0.0995510361425774,0.0019102825918363342,0.03425184054309092,0.10394805286258679
JAM3,-0.001972883539746068,0.06536745863580512,0.010808731416004146,-0.0363315061794422,-0.005733941767539994,-0.04836177713276343,0.01757785184173681,0.01950716071647742,0.08516996692961673,0.011564613414201404,-0.08482081340762204,-0.04450249113003099,0.015879062713827042,0.08190506606558308
TGFB2,0.008593415212695283,0.027252423054656652,0.033811301206332245,-0.041783320605118024,0.04397633756014176,-0.03903455977790711,0.06517986340800931,0.00769025021776036,0.023775840814200932,0.012886261453838048,0.05231687522310245,-0.03321754740591521,0.041544522762656584,-0.022842997243304047
COL18A1,0.07375394374324828,-0.03649121681810751,-0.008949264972330423,0.06540789243711002,0.09413233655317574,-0.031501883479788766,0.09502383677290033,-0.02730425664710612,0.036419465762925395,-0.04211076111427565,0.0474422202056524,0.060291397134389885,0.0030694378367238924,0.048274484131536344
NODAL,-0.03496414666353127,,-0.0643109702270187,-0.01835165191433566,,-0.0225658146018161,0.04747030865999437,,-0.02064471371518243,-0.015484439953660539,-0.014026679840068543,-0.02159864234604164,-0.03912011902135443,-0.048646893966340594
INHBB,0.010781245761321365,-0.05371797068269789,-0.012739815213455088,-0.002348429855052229,-0.004401158658275872,0.0017375273988250875,0.056182193219629105,-0.025796313607384103,0.019691543083721914,0.017758234473557368,-0.06476915702694774,-0.006154366610571642,0.0400841671895944,0.07985086773285656
LCN1,,,0.02316898848136076,,,,-0.023229646027104194,,,,,0.014994717071271094,-0.028905929797443254,-0.019299885223161797
ARF4,0.050833545417971325,0.026227379228986124,-0.025374750299696918,0.018630346391245153,-0.03248551316956518,0.029408872781607247,0.044692020256426206,-0.00037485070630371287,-0.010101543671237055,0.10032031538503956,-0.085686713147845,0.08455757896012753,0.03237441936368056,0.05026936898541537
CXCL14,-0.026967047337325044,-0.0348832733370065,0.03696940139361281,-0.039376905450824666,-0.020710159373210104,0.062244239747420965,-0.03825106421024873,-0.04878718318050053,-0.04308995220616557,0.022223434738703574,0.018592688257628977,-0.04705979255340236,0.05171834093934076,-0.03265988327654801
LIF,-0.02985089535864217,0.040218658532710415,-0.005295287353077911,-0.023222962755288564,-0.07301241980645963,0.07330701105933699,0.001998237250152145,-0.011272852323402695,-0.024869637052949815,0.008779838317975115,0.06292256776860836,-0.10935001446004541,0.04028245550588105,0.0684014893116035
IL17B,,-0.02708592687618427,,,0.03041930710689182,,-0.02773832752762727,,,0.05400155199891373,0.07946626695115178,0.04501424357399569,-0.030267003663345244,-0.021821173554793353
MMP1,,,-0.05029622806705646,,0.009505710015634682,,,,,-0.052981484348185844,,0.02316010145767236,0.0458048154649051,0.07238537944796473
MATN1,,-0.02134118598777551,-0.0009419220417374021,,0.02563895834370031,,0.039124901731576955,,-0.012226925981465925,,-0.03642143883640535,0.06107697068291172,-0.011137865325592286,-0.019885854578854004
ADAM28,-0.03118886682756516,0.04858492112858548,-0.02497596986543964,0.030597685878804008,0.021037129301508018,0.003604195410154647,0.02609349988393649,0.03054899995293764,0.05962956502589398,0.008498873763980008,0.06003816710855873,-0.025815139924357206,0.011884806912786584,-0.007462900289856079
TCN2,0.0538357048309128,-0.032643376714863864,-0.013289490882595473,0.017089951393484622,0.045728443090612234,-0.0065438781289967485,0.053098086464579364,0.02519618219267131,-0.01920649629604237,-0.05328093349662159,0.03240682788524534,0.08919606632187568,0.11921578636275819,0.05985411994524468
THPO,,,0.02306095446063036,,,-0.01559267463444251,-0.04739744493077907,-0.01173047334281809,-0.01222692738600371,-0.020767130290916938,-0.0349064884008814,,0.020305940087697243,0.0054540348246550205
CUBN,0.0017155028839317586,0.09659351986093051,-0.02306992940428845,-0.011137823187109212,-0.05178008965910443,0.02724029984502508,0.0381122071099362,0.018179599400578568,-0.03576388527185967,-0.0854696810230854,0.038850670008647246,0.03487002983647028,0.09762270644121017,0.004798291164405689
TIMP3,-0.006589289170721324,0.03794516646079003,0.03073860723730313,-0.004708434398972346,0.0191369734776969,0.027278106679401067,0.08794221379140324,-0.004846853057691678,-0.061047301723283036,-0.09535953161787701,-0.023880097704143226,0.03880471970784968,-0.0031034046044379486,0.09002478240629937
PIGF,0.037175529771149046,0.053811976052914726,-0.00786147670143171,0.04328546583301503,0.07417638186793171,0.005538154026610468,0.041668474952370256,-0.024008467384128224,0.04633039003076672,-0.07199913395740938,-0.05889628064462986,0.07827361418585743,0.06550041886575186,0.040248391510864644
CRH,,,-0.034310323682148675,0.035678444408740954,,-0.021670889671909825,0.008460232512815778,0.034558026981313356,-0.01672328743083472,,,0.018619783800761864,0.025563115226918866,0.07091062579505694
BDNF,,-0.038658910084568884,-0.004751227951590076,-0.02060283133116538,0.0013135880523677233,-0.028065158891771788,-0.032997447930278596,0.012104134532576909,-0.013770660564111751,-0.04399332961372173,,0.026835674640034363,0.03353463647616207,0.049050452481137805
CCL5,-0.08208319193567967,0.04850295718131646,-0.008859625350800747,0.001630535879045726,,-0.016276390324029576,0.024911553788623347,-0.019780532862417897,-0.016587297355466,0.02543174935500405,-0.036230210500152,-0.014547291911129948,0.06181083915750541,-0.007615031611685513
GAD1,0.05537018946064631,0.000776768964346677,0.001889631066117594,0.006878211378061331,0.04248412022679835,0.03814005551054108,-0.0024844051259972186,0.00495701684403217,-0.01009552536412796,-0.046995144528516906,-0.038360386535908536,0.06372007016535296,-0.04563477808084517,-0.028734012958668242
COL14A1,0.05270197464965216,-0.014897222755500266,-0.01604385460746961,-0.02874012453582092,0.04328842264989848,-0.036163759259601566,-0.02278043822713856,-0.015365278469078364,-0.03252316470956433,-0.07407829039493924,0.046133798857251204,-0.016429947499331913,0.05578252421062085,-0.008893626619859433
HLA-A,-0.004555537494874135,0.018939899091891924,-0.0016373858734122107,-0.02816355076812998,0.01077512129219335,0.03576993585695985,0.0709557409962092,-0.028894404034513585,0.00026794940287421204,0.049010306177996114,-0.06068115756961407,-0.07033673517740804,-0.012920531550513936,0.03842744681184113
CD5L,-0.009465347500498522,,-0.01710178795762663,0.010249104592702413,,,,,,,,,,
FGF18,,,-0.03867451148968918,,0.03440698430052811,-0.017217359784434977,,,,,,-0.023635254085398568,-0.028584232900579386,0.046154131816183074
ADM,0.0328778641967058,-0.012141708540442515,0.013613851733967643,-0.03775261061159781,-0.12007811184193297,0.10392701901396838,0.007435900059788554,0.08781868211831874,0.05269900279219376,-0.016816769059006493,-0.1119278763474168,-0.07779245788957187,0.057872718925743985,0.03662644252852415
CCL15,,,-0.05531755777529206,,,,,0.02935106375482638,,,,,-0.024791102975585674,
GNAI2,0.006298578653717108,0.03948437036834894,-0.015375536553368385,-0.0006996804726446982,-0.016124063616388004,-0.09444391253483521,0.042357027616572555,-0.023861813757166877,0.028339652583501938,-0.06058586298705644,0.08637820814387838,0.022713780422993702,0.018694010675108445,0.028444638632447956
HDC,,,,,,,0.031245146641404393,0.06554261837083777,,,-0.016496567228683454,,0.05586462829727127,0.03062923639097228
COL11A1,-0.02783399631922776,,-0.009904678938536566,0.016577188864272903,0.07799622511219408,-0.007807218473595788,-0.023951777288094764,-0.03338886060377679,-0.018193316703620312,0.02521787861282624,,0.01680849191583307,-0.03047868077443123,0.08362915860257485
NUCB2,-0.012764351869181371,0.0317287075717992,-0.01107348748930028,0.051804474130208986,-0.057143126070843965,0.011132863659196598,0.02775935408202864,0.017730217632840953,0.024494348352742484,0.04939469872688925,0.02183130497393457,-0.009564131085485178,0.029315294528184384,-0.015148668117303057
FGF16,,,,,,,,,,,,,,-0.019594915668167217
CXCL1,,-0.07308052990626285,0.01290986798496666,-0.02470704992869134,-0.03252892133036892,0.04779859080623546,-0.03890960169566798,-0.010674800773644145,-0.016587300167701532,-0.03416912095281717,-0.019809340315924465,-0.06310844836118708,-0.03387891856684022,0.04635796310906581
VCAN,0.044633465121921345,-0.03295014492926358,0.008645781661964344,0.04195632679070881,0.0643646318598976,-0.07741964451413456,0.08546503905203448,0.02693095294181088,0.06462646482604197,-0.0450899208151739,0.05612803260063142,0.02927189661409828,-0.04544136852458921,0.040878554491779524
MMP7,,-0.039874280366566026,-0.024965595813777507,,,-0.025639312936818048,0.005159203934665829,-0.02062140254356293,0.05073604487235764,0.0012685775416750801,,-0.022480808315292936,0.08626483072190903,-0.0015966645649003403
PTPN6,-0.01698438675968874,0.04947790534210281,0.004474995161139452,-0.0022135330344630138,0.07636421091316302,0.06913606137134418,0.03867116968676564,-0.0013196009269016637,0.010602184179835359,0.08743917068095526,-0.06645529101654107,0.016556396766811112,0.06200413308014194,0.11125258713643114
PTGS2,0.09441172887603258,0.0016755471529709032,0.026173002175824158,0.035234340621837154,-0.012574500481798732,0.05145859047803863,-0.019207389633384253,0.0022007704932147584,-0.028222731336690527,-0.032273513851581254,0.044207397191709796,-0.06006669894661849,0.06521456019746538,0.03327296586103003
XCL1,-0.021582578926596964,,-0.046838467444464564,,,-0.018733103625515928,,,,,,,,0.09376813998714172
CD58,-0.04111884380429666,0.10252608710868855,0.03107306881813853,-0.010123057699519513,0.05640453582319939,0.03311395630203347,0.06005911945854397,0.014483854337289527,0.05158901446272079,0.002344292610769141,0.023121298454232123,0.034604688491806104,0.02257377864102417,0.014067172630667328
TNFSF14,-0.02216741806218946,-0.05720416121393134,-0.04719458455356908,-0.012316021396214445,0.045737103174159036,-0.030492054272337095,0.06646769346746886,-0.010426471415592282,,-0.044112958386,,-0.018906960121392168,-0.006846331679233981,0.06441692070270755
CNTN4,,-0.01894250221605605,-0.014839893073159083,0.012231430564924867,0.11424278363880712,-0.03366675749126439,0.018670406399429646,0.02909728737202111,-0.038452545670195966,,,-0.027737751493850618,0.05082166778729506,-0.02145192978381011
NTF4,,,,,,-0.02369655571984604,,,,,,,,
INSL3,,,0.06477083237450679,,,-0.01721735640735035,,,,,,-0.021026897702609546,0.041445492237863216,
BTLA,,,,,,0.0596880445842832,,-0.01331496060952113,,,,,0.08570108502415096,
MFNG,-0.03019606821488635,-0.040526796204848156,-0.007925812194377022,0.05969614477596853,0.030702998219116744,-0.01084391838424729,-0.020722153142725113,0.0655657213935701,0.007543786065226177,0.03734042163918683,-0.005990787581016865,0.09869780875249161,0.01666697062868618,0.021777139379930786
ICAM1,0.03629416706787798,0.001726132451870969,0.018215248920687443,0.031162237260896848,0.0004716926157578962,0.004735609243069045,0.05706008900579875,0.035780211778021806,0.043977906898571915,-0.04561305710489033,-0.04878118273715006,-0.03409021566143838,0.03541563110131125,0.05937229068916001
PROS1,0.007680104940979982,-0.028998902934985374,0.057193172697996134,0.004147381378692277,-0.07445501684678893,-0.011291709689432675,0.06946331987890889,0.00346542512073987,-0.040700150774237207,0.04855185338467101,8.362398911638715e-05,0.0028227416470728043,0.08034761148609289,0.029575977435416415
CLCF1,-0.017395405191636362,-0.00011223479787278891,0.0017281023845436636,0.00651770837855698,0.022735719070892252,0.06484086908719375,0.0004997266808005358,-0.008686537199879775,0.0009188426705917271,0.03962194140351055,-0.06178449504603293,0.030564978718661314,0.09959496092774306,-0.032053622595447334
PSAP,-0.09365638952632631,-0.056003135970126634,-0.03793935465881402,-0.0463676352859357,0.002420296971240624,-0.011221396642753267,-0.07389904172592997,0.022617705730610553,-0.04593908877242365,0.04387395539596459,0.011187625882887891,-0.03651758468853281,0.08896479703441795,-0.11414832867596625
EFEMP1,0.00634497406780932,0.05149494556942134,0.0108869850642953,0.034870415960779576,0.034368245019629866,-0.003297946085568597,0.05022586457846608,0.04618604137317017,-0.015200444367514377,0.030478259093466537,0.08822881412010841,0.06576006188902592,0.1045748575190046,-0.017832369489225116
C1QTNF1,0.027166983768347006,-0.011183306298217571,-0.02208842523957088,-0.04735604821779826,0.017734498108311406,0.04063816755719181,0.019597484206134375,-0.023138656052219053,-0.003151683596290519,0.09186206490541987,0.09212982154572126,-0.03572350573952954,0.0011782185172203945,0.07242262157155144
ALB,0.0258960870929231,0.009218756343809973,-0.0036954498135500233,0.11258309857849479,,0.06528406931186691,-0.028441096847200843,-0.011842269381034377,-0.02645293616347121,-0.05082154875362828,0.033548583266950156,-0.03116898252245745,0.028333122786018305,0.045821952010056795
CCL13,,,,,,,,,,,,-0.014035222488794272,,
EFNA3,-0.0051192746989496395,-0.0472460411600857,-0.0019437926569130296,0.007662543472287418,0.07485113852205591,0.013382681440326243,-0.044058159348231464,7.949001536399792e-05,-0.004398812606322853,-0.010698592227334975,0.027658803218370644,-0.012972584069739928,0.06219550411817575,-0.017395626155564753
DRAXIN,0.009402921668858755,0.09084238145984531,-0.016200444942805137,0.04927751089634829,-0.07668102562684374,-0.015318737564561662,0.0445982711558478,-0.009508761191058146,0.031095279962847555,-0.017901639719064104,-0.07443396865061144,-0.02945906200140473,-0.004219755865246671,0.04554668286358179
RAET1L,,,0.011273151999597086,,,,,-0.011388881485593376,,,,,,
NPTX2,-0.04711830388671698,-0.006860632227118048,0.003254271630308431,-0.02894969803874709,0.018894449692019238,-0.0047438849850077675,-0.08408363541769162,-0.042678409876116805,-0.020674461136343417,-0.036694916769257055,,0.039079315872657505,0.045739804490128884,0.03810728901749289
FGF11,0.012783733378441024,-0.014763409261647006,0.005655624159600899,0.06670531262927741,0.020468068891553965,0.049484470654314404,0.06023837046197228,0.04534775729027256,0.0439804649694862,0.030998081795628678,0.019287296302519498,-0.0812152516458404,0.028144113898769363,0.05585585176873474
CD59,-0.0467945089650689,0.01515686813581971,-0.011050733478992606,-0.06420639249658214,0.09350476652883816,-0.05061806730989586,-0.07108825181626706,-0.019954024321065262,-0.09745422148105633,-0.010554395843858746,-0.004966595873657849,0.012680707360960082,-0.026648259683514856,0.024267824620682568
COL9A2,0.04764833505059494,0.0012408940767806122,0.06746911168423679,0.020671620597636903,0.04090123590823831,-0.03530497992168997,0.022726655696725166,-0.02039553476316338,-0.024490507965213786,0.018740992519743864,0.08415094400319152,0.048829119514622106,0.012116757292203476,0.0407690313400767
DLL3,0.0018526969253104205,0.02117050643312763,0.05497348625939136,0.053838397980520675,0.05378627252868924,-0.08604274618588813,0.06462255999574873,-0.01097120011441447,-0.016906437864751468,0.02288440919247076,0.014889195796855787,0.07315211823529695,0.022069457569419366,0.08333055462719588
FGF5,,,,,,,-0.02264748531158181,,,,,,0.11264535909864598,0.07181817916516768
LIN7C,0.0027484392806431785,0.02732884502139579,-0.018319153995580657,-0.009697323321199264,-0.013083732037498833,-0.025755020067463524,0.038283850048100025,0.015478016630960439,0.02521950447906943,-0.04710519374693441,0.0365703595764485,0.005645777106919745,0.06945748170535486,0.006743240916062988
GDF7,0.03941841980756471,-0.02134120051115841,0.008653246294408662,-0.021645570820124773,,0.02689877787804209,-0.021133593938093366,-0.010426471010419585,,,,,0.01535618001813321,-0.030398165895551145
PSPN,0.0823820111047423,0.0034961185480988817,0.023566078763627426,-0.011701446071835016,0.07325440551780406,0.007112334719653521,0.03927994782631618,0.007796050950307689,0.1589170363009958,0.03535470340924199,-0.03986364162089574,0.042772243190533285,0.006452982790819875,0.013106656876569797
ANGPT1,-0.02863006127035828,0.028635428614067576,-0.016822959772892596,-0.003202914743161672,-0.023896214795907433,-0.0230724505112818,0.12785270637752688,0.04162738221916137,-0.019377452710126798,0.017538919704796777,-0.06046062359929078,0.05145614886240073,0.03625761845302116,-0.047844051917567264
PNOC,-0.0012974278523805805,-0.012472940058225473,0.02585775657821716,-0.037250873367452954,0.04292705470474472,0.020805971745834158,-0.05699175904805026,-0.007294049064630226,-0.024192994126474045,,,,-0.011531512763023995,-0.07484332067179511
L1CAM,0.009384435360650914,0.022562571770363984,0.03855610126257351,0.009803187883035476,0.008262791866617904,0.004129469262608778,-0.0066099915257816335,0.035231836137324626,-0.058288505926068435,-0.03914575605032415,-0.01348969823159207,-0.05399892280002264,-0.0025181150272142777,-0.1010555702730383
APOA1,0.03481956275387764,-0.019711499069582722,-0.03854578544300856,0.013758860048449244,0.0177292892249956,-0.026813187908725715,-0.0066463903477993825,-0.016874242282254294,-0.03782708763590346,0.023357577720358822,0.046336943209193945,-0.009847175758389974,0.040261868268947336,0.023614305755667697
PSEN1,0.01686828904506776,-0.03869325995516746,-0.02935531886061649,0.0654616251313218,0.0315225102030355,-0.045486144080524024,0.006553143397355386,0.01325002181984184,0.0038417359521276608,0.0702305634352337,0.02939405899241255,0.033404665815733585,-0.008980640762214002,0.02266898170646197
CALM2,0.01914315902367852,-0.05748613811895272,0.03457102417678869,-0.035649166683850105,-0.0017607875672106005,-0.050140603669671505,-0.08983805898997893,0.04336923801774497,-0.020605227306251334,-0.04563897183335705,0.003691241633085577,0.04683575480970602,0.01568473009359085,0.011438894920790957
CLEC2B,-0.004260608872406377,-0.030485204698000378,-0.04519350745079438,0.01317867300120048,-0.07246168888241923,-0.009835223019743511,0.00010633396455977255,-0.01724966846766274,-0.029647085987927552,0.03981229130104468,0.02601144093139201,0.06726865144088762,0.04601388970620767,0.012717460717965399
NTNG1,-0.01503996838453957,-0.016447241067998424,0.07080899166825709,0.003769963989078971,,0.030657516307350318,0.08028639422375305,-0.01846897378763672,-0.019068982163441012,0.030778086330711402,-0.032243571499006515,0.02740480932750403,0.13427144604538557,-0.013047212099803756
LRIG1,-0.006526182523451696,0.0065990784306910145,0.08719821498030446,0.015596846141122148,0.0664501125868037,-0.045613703934114194,0.05070072765090858,0.0068989242677501795,0.055312181964522714,-0.01852158798408363,-0.07842331966973246,0.0695042163016573,0.023003457637754944,-0.017388054426274138
CPAMD8,-0.01967077619127987,,-0.02682821151615601,,,0.007753493801755213,-0.020487698285411474,-0.01929853571094108,-0.02258297040474765,,0.008089372298927765,,-0.0355674646990484,0.07147694298489081
GHRL,0.04773731619280763,,-0.03037215692852795,0.05783314530787204,,-0.048698855346739775,-0.008154300267323398,-0.009508761191058146,-0.015604869449510282,-0.05166489451019096,-0.031160828815995675,,-0.004181336074748265,-0.01900058474055798
NPY,-0.028857796386683142,-0.041368412420604066,-0.0055310751471667075,0.002693233063241472,0.002726790341986085,-0.015047840356628359,-0.018134737399948867,-0.011390535598311028,-0.002976130815361012,-0.04996738503905369,,-0.059417410032488994,-0.023412236278354898,-0.0621018543530773
MMP2,0.0034790784912428875,-0.010639505256081686,-0.009121311747082262,-0.02981997945194238,0.062130998770063776,-0.09376995298298939,0.06674393352734129,-0.01588167755509872,0.028433860316546915,-0.07096973253856342,0.01683968178335588,-0.010414518024760691,-0.051669572648197166,0.12028768528415652
LHB,,,,,,-0.0015468886656300317,,,,,,,,
PPY,,,0.030182110190663386,,,-0.0119755251223408,,,,,,0.08334734998095326,0.02599271982989265,0.05739897806432574
ALKAL2,0.0178993716858629,-0.027894706485770783,-0.027112420549800096,-0.017374116998910387,,-0.017478747004942258,-0.023229642262247236,-0.025282689681762487,-0.02115007333654346,0.05307603017839368,,0.07773933000383362,0.00262984916408013,-0.014507328297070408
CSF1,0.029873052635273584,-0.018360457254887153,-0.02241273601908391,0.04138478495036628,0.0835688944105953,-0.022304484241325594,0.0397735251536668,0.02313918718883572,0.008795063741682032,0.00024707928417207344,-0.03959413216931497,-0.004618804773426641,0.045687561219609464,0.024271959541980363
SEMA4C,0.019000768987525667,0.04690889901524162,-0.03204902434178648,0.05772760988055419,0.05185184952092659,-0.0347191299097493,-0.012488668285154133,0.05504664125260573,0.06935431864658535,0.0248760823540221,0.06930881655084764,0.009749623729040032,0.039827165635234904,-0.028300392628674047
BMP8A,,,,,,,,,,,,,-0.03046714451485261,
ICAM2,0.024415169317844373,0.009878921352779405,0.004286816106027365,0.013654129872395837,-0.006955601007333255,-0.0065370218292024945,0.009480768117356524,-0.014978889335265842,-0.021505147222796207,0.001449185430315238,-0.027945217791714695,0.08381681617197922,0.02137570665510335,0.005519410312174142
SYTL3,0.012914242039167722,-0.05213698829718122,0.034946440172296915,0.05927317821729412,-0.0065430597895974225,0.02303592673360725,0.057999792614393114,-0.021421551187533024,0.006448214789960987,-0.035915210803955974,-0.03321208514768552,-0.02290819239236157,0.0766817664344617,0.06047683628744413
IL1A,-0.02285712579112761,0.0039298194730037405,-0.053122748238344925,0.025385106898017668,-0.08194667060144245,0.034662184905783766,0.03168840667854385,-0.026803883263787076,-0.023500125095618427,0.05949842240575476,-0.03003268945845169,0.012409775658438874,0.045579706079610705,-0.03415414815317207
HLA-G,,-0.03375276323000485,0.002958155577144994,,,0.07488219754716631,,,,-0.04068852197581414,-0.03642140899067039,-0.030959045851943947,,
PGF,0.03693187150055567,0.027130187458470945,-0.041937340079427184,0.07321554182604462,-0.0028001463639079917,-0.015879872111747,0.014405562706791792,-0.017193510353233406,0.040335114969926436,0.06543970051933608,0.00778292123731346,0.0910537561340294,0.06372880757773998,-0.002629716427762705
LGALS8,-0.0020849335893210583,-0.0363720838251507,0.016386841193948395,0.0653632139941491,0.027798377634262232,-0.04250090638936284,0.020790418943401532,-0.0010632206734192625,-0.0046976815836699245,0.015939048417399314,-0.001682552917968044,0.052228098817259754,0.08787434372635565,0.007149651043357519
DKK3,-0.042840690875001475,0.03217185124561084,0.026837587605118708,-0.060792449563128806,0.06917043860804949,-0.09683883609627658,-0.07197101109516106,-0.009556427426611535,-0.07378744202249034,0.01604704613615101,-0.06522252799449973,0.031361424271355576,0.018120285485246468,-0.06661454513894495
COL16A1,0.0241895886920829,0.027990990659750078,0.012304517672819657,-0.008903233129485542,0.12910074579642805,-0.0010798180105436033,0.015628409404982512,-0.027958993774302124,0.02391589386919864,-0.05087206872223462,0.05291429708451211,0.022955689689987208,0.020270021016445244,0.10926397272743674
TPH1,0.029896428949151215,0.013854372074884123,-0.018747203423314443,,-0.03290915322217081,-0.03408940773496111,0.007312788319047097,,0.0077496348312657915,0.07846935709864117,-0.03490642059878341,0.017057238391592653,0.1474075673652265,0.024449139356094895
TNC,0.02025888924978317,0.034348977209084613,0.005116793033993121,-0.018970490844853263,-0.07535368870698161,0.04338035583478197,0.08605088154714156,0.04858451901132002,0.018968940412126288,0.045534847866882756,0.07776562421409901,-0.06297137020428918,0.125754549188958,-0.0617428861377912
TNFSF9,-0.019670766855209444,-0.04005562234995337,-0.06566989716297077,0.0168320848993739,-0.05048090732608102,0.07367048715704215,0.005233659238036144,0.03725065018468767,-0.02496504670168625,,0.019061618546848635,0.026693455222230524,-0.011874392598037922,-0.044563476655305814
C4A,,,,-0.017121413534062165,,-0.021027566571011586,,,-0.012934667625340217,-0.04778205438879129,,-0.015625635540290186,-0.01007828907946644,
CNTN2,-0.06581242306796134,-0.030974352827960634,-0.012963497055041625,-0.0065915383578954235,0.04368727230941881,-0.07474891301691604,0.01900705635889539,0.023120103598935748,0.007823691391752744,0.06059980453631424,-0.042638090102296806,0.0429156665822318,0.07393123894806759,-0.09419984663435779
F7,,,-0.036028190610640984,,,,-0.02048768637727589,,,,,0.08767869682458335,,-0.026642676413662872
LUM,0.10687702803546842,0.059424102240239,0.018000281111673063,0.05489267379264163,0.011359658772940309,-0.031234243841033123,0.044497054242651955,-0.03352892681155356,-0.04155587522136841,0.018486096815788482,0.03327975854847986,0.07538885047474114,0.010526089675670251,0.04543195099847291
IZUMO1,-0.018796040874506894,,,,,,,,,,,,,
BTC,,,0.04640296802635816,-0.0019230351826989474,,-0.023049013119048986,,0.04460579244191217,,,-0.017344202156336575,-0.014243140761948466,0.09367031172233263,-0.025089037496625426
APOC1,-0.043490283218797054,-0.04996502486068252,0.011175596855078162,0.008371971668110005,0.030205995716190006,0.038181117667614596,0.07396355439899407,-0.05089619150557414,0.05741357106066769,0.051272572158129914,-0.029250968257213985,0.010288553497752253,-0.003918164847210658,0.09359666483859554
PKM,0.025401220842790385,0.0132718121007429,-0.0006595955685073,-0.05196956419994873,0.005574499740501025,0.07412462248076049,0.03742431425752506,0.021079623725596502,0.03401643492135039,0.013462779014481315,-0.015340490608169674,-0.05717096268197984,0.08376511261149058,-0.04942576074711616
TNF,,-0.024087345823270597,0.03798726772189815,-0.021099187306918246,,0.06963587938057425,0.0359425082255438,-0.013901598712635532,-0.030725679648111147,0.015887952622671724,-0.0018077829246661331,0.10860315230923405,0.04010568253321892,-0.02073577413102218
GNAS,-0.06499361313794119,0.015138235732910742,-0.003075296736481984,-0.03247062448708543,0.02125161648743987,-0.09487415069546512,-0.030855081514071403,0.012073152912208222,0.06130305928689326,-0.15150333365118399,-0.04495693885088021,-0.081824472417937,-0.09147594136087585,-0.04104106193287382
BMP8B,0.029956395397556537,-0.03947754022488795,0.011151209295039958,0.0533156378072116,0.09059043831565416,-0.027158172396951435,-0.0048173441377533065,-0.009230518654730596,0.03392718137948911,0.05286037402575019,0.0013502526514374271,0.026413435602098984,0.045741932492961934,0.053351113640612124
LIPH,,-0.029198582614118767,0.07883454318964311,,-0.03252891791043411,-0.02663916732886568,,,,-0.040688545443862,,-0.014035227650607683,-0.009557956719089213,-0.017949022151328677
CCL28,,-0.021341181778104852,0.04546536834009556,,,,,0.09273477991514535,0.04558105928346077,0.023854076450993928,,,-0.023657803595476038,-0.01452919646500598
PTPN11,-0.0483810891953738,-0.03287664653797018,-0.019591217496214577,0.008283771343671238,0.09258970528289609,-0.006165852266291858,-0.0018456195237728983,0.022601260853621647,0.0056007852339364055,-0.007243122121926594,0.025328627856279786,0.008860193609724823,-0.0250163010408097,-0.0809582570160418
ADAM12,0.031571362997697215,0.02276262707198373,0.013994203848386873,0.04156527567875308,0.023473984222590116,-0.00950222812026218,0.009577529501161667,-0.010551330993392161,0.01517283947569435,0.03640509812662263,0.01798666750821667,0.018395877124754507,0.06435740662268805,0.009072552618534563
EPO,,0.040792035625496124,0.07231324754249902,,,-0.02715817315740886,,,-0.014714574003355217,,0.1177531520861486,0.012730910211602841,0.059636877068524545,
EDN3,0.007124469604112437,-0.010181963340915676,0.019976771442992595,0.046618067632189064,0.0158052581026383,-0.015509654806881754,0.10588193929487376,-0.040983696106491066,-0.014866406508459523,,,0.024764329044213603,0.014038725099962995,0.10609427622119229
CCL22,,,,-0.021645570295968652,,,,,,,,-0.017251357947577598,0.016279454356574064,
CCL2,0.004685681969507591,0.021287650641281006,-0.02725964338999126,-0.07865575263975944,0.019715120776788112,0.029560945950929004,0.017995016305075436,0.04718180267620601,-0.014484862726540629,0.02594173172323011,-0.010719033478869308,-0.039520089398106126,0.09311528628647603,0.012925350838144337
