,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
DCN,0.013508914546014543,0.016532967899909386,-0.05899890619975603,-0.0757707004956682,0.07118685205712881,0.022994765473981365,-0.028353758349084383,0.0428866744150662,0.03966651506131174,-0.10700926191767118,0.0010632436325659254,0.0996132375422638,0.08677437809381883,-0.03808473970477245,0.005313112125348649,0.024346767365590445,-0.021081968869291572,-0.032211639665406945,0.06899638708533967
RARRES2,0.02123431195282193,-0.012527250173650542,0.0026218007375124128,0.018953753720822596,-0.0776037349779548,-0.07402123137558149,-0.06402805006226588,0.02950860448989616,-0.029682267460351186,-0.030709459010324024,0.03687396669144169,-0.07967627928671948,-0.04522148408316247,-0.09430192828671226,-0.0023322024464021937,0.07013958489615206,-0.0003323360585641346,-0.012280285063342845,-0.036924704046895525
SEMA4A,0.060096070198644595,0.04780105380864055,-0.03301214678980127,0.004858099457357319,0.08358554456655647,0.07104393654972907,0.05552739897593621,0.01523406665787687,0.021783383009965965,0.16215013836680683,0.03713384761951728,0.10106463585346641,0.10009826821999826,0.10849436991874652,1.043805703002624e-05,-0.00920893439722816,-0.04259320246687356,0.06413508522689465,-0.037134454395324284
GDF11,-0.03605509342013391,0.017466293057698583,-0.05783333131711888,0.09250370474193544,0.07463103731757861,-0.018705446757351408,-0.0024517683103692585,0.029208416102324653,0.012960675532061258,0.05027683986240675,0.00442019570777138,-0.05990859494147673,0.034621166972305675,-0.0011185694838317418,-0.04474411889609226,-0.017098110720755722,0.01871313754441301,-0.00436557002307988,0.011104050459810343
GPC3,-0.024573603340246764,0.042105824258794465,-0.0379092527709672,0.02863183224737727,0.0824410382609146,-0.06388711624205724,-0.005402717429730981,0.03715271890699859,-0.04152014708544331,-0.017670997994385942,-0.018764689844772524,,0.11038348456025418,0.12325018485349898,0.04780269865689096,,0.08734082487605321,-0.03156614894108408,
OSTN,,,-0.019344676805144616,-0.020132470594142263,0.06344528249064281,,-0.006644788687900553,-0.02729605023464435,0.009686329357383141,,,,,,,,,0.0404077901454378,
GRN,0.005483735197976293,0.06864537559247022,-0.01433340682749163,-0.026500672983719765,-0.03220280000833894,-0.06209455760091169,-0.09898042068656086,0.02041949800917502,0.03319164551400206,-0.14411338094278509,-0.004428820248384622,0.013575991062352279,0.022390479538379884,-0.055260817114776345,0.0006944911515868971,0.014254656585666187,-0.08356682077406796,0.06394908006639806,-0.056381206816309266
CALM1,0.09318856051513291,-0.02082710887740081,-0.005887869853085265,-0.002952720148351807,0.12089333674081282,0.06192275975929879,0.10801783710550833,0.01170112335193766,0.007211471793855159,0.3034238293986945,0.06307156733815517,0.1532285332291366,0.013604037166350858,0.05633590309130662,0.02228184626879,0.07690525533404471,0.054943961339415925,0.10487430360307748,0.11294328366623338
ANGPTL4,-0.06803369738602491,-0.039120012720007986,0.10977718261190822,0.020627251287463896,-0.04267399668506453,-0.05997906068107134,-0.04861824393233219,-0.015952171921129694,0.004770262166006944,-0.05904844879416646,-0.008563493538625499,-0.09683871897538736,-0.07989044293562093,-0.1331762407146193,-0.012542421479881017,-0.020608736428206664,-0.021067851371733805,-0.06260686510238456,-0.06646744188989359
BMP8B,0.016393308458940475,0.010748272952101873,0.031419328824117194,0.002234499846409222,0.01708673229092565,-0.03732303311481148,-0.015540870381745914,0.0036172550223803114,-0.0023421886248332067,-0.07813076680810103,-0.015269896675788912,-0.0036602809823177373,0.08678958964355978,-0.038522236410714776,-0.05410362759117202,0.0291299654429635,-0.046033644593334595,-0.007764245438122871,-0.07400321342816733
