,MGH258,UKF259,UKF260,UKF296,ZH1007nec,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
POMC,0.08270673486473573,0.07464578619925856,0.021351660569074594,-0.016772648740269628,0.04787084580639134,-0.015559972972491717,-0.03305033452764881,0.07627525774107001,-0.016311717000079305,0.06602600071252647
CCL18,,,,,-0.04498782514309171,0.028311511140784087,0.09813919960497176,,,
CCL17,,-0.018054780999308327,,0.009567052855107514,,-0.01563224115483621,,0.020896266931156385,,
VEGFD,,-0.020115019817648405,-0.014138103859097145,0.02063156201268743,-0.050683813824243244,,,,,
TNFSF13,,0.08170722521012051,,,,-0.029995922777486455,-0.0066981632690725915,-0.03264709461074516,0.03391801404946363,
WNT5A,0.03058693499604084,0.0189068841853885,-0.023866319611242373,-0.025300282046443127,0.03659437441535073,0.038299927983485305,-0.03860406532114826,0.049219448284224185,0.02871937376454351,-0.03750766389526388
CXCL8,,0.03282130195432865,0.0931262901178089,-0.00864821733092028,0.1107336199825434,-0.037325391892297596,0.012320913508994393,-0.007476740741381625,-0.02505343298409224,-0.051178251251244575
GRN,0.010291569511444963,-7.542676140254624e-05,-0.042771733668477425,0.01557946925387686,-0.04309932803384918,-0.010906918661066725,0.0051486812067472534,0.06672774319241524,-0.03038955167095698,0.09640520029135755
MIA,0.059679295860529905,-0.013251791202233706,0.024393073262238118,-0.010561712497619865,0.03120094708978733,-0.010794342858079816,0.021780647791535043,-0.0059362369806159184,-0.021594147314493852,
COL4A4,0.026557120602162202,0.05273764115156605,-0.02149981986110801,-0.017742837050869858,,-0.020628777420528144,-0.031537699557935665,0.017587391350005886,-0.03472225954468498,
TAC1,-0.016985053381242593,-0.058659845000986685,-0.04337549870476678,0.04160360758916111,,,0.031207362337273482,-0.026339444017302788,-0.038492764107734334,-0.056878891583711774
RARRES2,-0.06689455576649413,0.007480731862239992,0.040002367614318406,0.049406997136429286,0.0008182801737961692,-0.008366167476127003,0.023719123961357908,0.0022356317572085308,-0.015685364305052883,0.17186488995439056
FGF7,0.03483729051290214,0.10139507243422984,-0.02707035713408205,0.003540240870996086,-0.05502538153242843,0.04203046193191661,0.014569438861778722,0.04211024154053117,0.002358455681197566,0.05459174895905903
HBEGF,0.06355650723213105,0.1068458088373963,0.06051422201482072,0.028411256867413325,-0.08740171533956032,-0.008278800792438958,0.03394614968932565,-0.011353944097850755,0.03723747035489476,0.04066126966296874
CSF3,,-0.008165228370128121,0.046731953356083086,,,-0.08357851697665919,-0.028964531858806677,-0.021094884894035125,-0.03652384426293377,
PI3,,-0.037136547825100605,0.02706401068416547,,-0.0008773301091291477,-0.045002768713492826,0.12230959143644134,-0.045832176786264354,-0.016596753293400747,
PCSK1N,-0.09611923120977517,0.028671195163104332,-0.06472320023926689,0.011899296010794017,-0.057499725939255515,0.06777575973929446,-0.05317077165792378,0.011938905622325585,-0.051530200998051494,-0.010108567704800987
NTS,,,-0.03887609466833335,-0.010681703285716047,,0.036407027587103825,-0.009925397507718125,0.020901071359276515,,
SFRP1,0.08652428630291778,-0.015753494304007628,-0.016129128111250647,-0.012660652101725718,-0.007455659120136199,0.06460896280960642,-0.042722678543621904,0.03739665034979339,0.01505795027366842,0.03588228466085077
CXCL13,,,-0.015984171936624603,,,0.013209728833132805,0.10109306583846257,,-0.02962579905689588,
MICA,0.06326184717890683,0.06632159295481427,-0.039889220161815266,-0.007863235535063476,-0.061565477669845076,-0.01456083587748743,-0.01897917781640786,0.08758430592145827,-0.02210595450319413,-0.054263719769009955
TG,0.11946168961621736,-0.017000516246977626,-0.03420926176659747,-0.009162458853330096,-0.03870139399734709,-0.02077134021049772,-0.023838254805617586,0.0619094799782253,-0.0326477838724031,
ADA,0.012001902683851602,-0.011255869660731707,0.00019583231922794514,-0.014880570023239493,-0.12099197990477101,-0.0071103758531855495,-0.013149361296866679,0.02291437192582453,0.002425452779662217,-0.05116638777506772
LAMC3,-0.05453242823053185,-0.006372322446407091,-0.06883645753183527,0.04279830016561669,-0.09311963648860289,-0.02880707808023704,-0.021216993675702272,0.023947485184676095,0.019049790609654452,0.08253206894587262
CCL7,,-0.012291346084341797,-0.02119206087653964,,,-0.023429126249792206,,-0.02210539454281532,-0.05242191192248389,
NGF,,0.06634185106890228,0.04283213054381814,,,0.10176377397782214,-0.010053747597049262,0.08903676573279315,0.007177929505044541,
TNFSF15,,-0.013687015026950793,0.007553502253660269,,,-0.022840767229574163,-0.017986477024661572,0.05954347778383619,0.04935392295485836,
HMGB1,0.0971252962997376,-0.022640229082075605,0.04503324578259968,-0.019755926744511168,-0.03319987145770296,0.027635798792219366,0.01421482078899306,-0.08735707040915688,0.05003031409961711,0.11905374479677688
ITGB3BP,-0.0375179649114155,-0.019127870743867688,-0.0446526969216604,-0.06104751803063445,0.10662524388587065,-0.0020921829760794986,0.1026118905788817,0.019886051993320802,0.06264315319656176,-0.10803020543108482
AANAT,,-0.012453785184560981,-0.014138105877391146,-0.01056171308508928,0.01775911464080578,0.021785208068756317,,-0.02338842926940093,-0.02230141432240352,
RELN,0.039484318416699866,0.07059244764615903,0.03341126511727599,0.06437023946363908,,,0.012809834050344554,,0.0819328685010723,-0.05396577132266748
IL15,-0.04545314487191562,-0.005364912473313099,0.0886302273246722,-0.010339601940369219,0.0666135765974528,-0.014216813551169107,-0.02546453758981061,0.0485227917146828,-0.009981970770753324,
UTS2,,,,,-0.05257741326386609,-0.01750319663522078,,,,
BSG,-0.039669038127495164,0.017682900940712266,0.020210716844070626,0.0012773565922190627,0.00859450011433577,0.04808490999712035,-0.022702261333402262,-0.05693591918344147,0.05804223176784902,0.02477949144622913
ADAMTS3,-0.05945510028472097,0.030218210704308062,-0.05156805223038697,-0.025132192254428573,-0.008647320554822698,0.014732551400624468,-0.011497130267553326,0.012322299974222448,-0.032830733466902975,
CD34,0.012503281457722571,0.0077707503585656085,-0.04361733935229875,-0.0057098262708229364,-0.06988930113795119,0.004968756406643045,-0.04296643892128854,0.029795676021033862,-0.0116345681857406,-0.011056289017769278
PLAT,0.06058168486025601,-0.013848769166865303,0.040575965207078686,-0.022430663947886807,-0.09028099508202202,0.07480053759026137,-0.019608322631983754,0.0011382496590831247,0.04433431072536849,-0.05348930915263633
NTF3,,,,-0.01704912446375788,,0.07145371806016716,-0.04016415916734606,,,
LTA,,-0.015753493567034406,,,,,,-0.031477301075729165,,
CKLF,0.05419586794274259,0.009240183886765485,-0.05394202121065013,0.038594866873058666,-0.054002546482686355,0.0021501120375467123,-0.008251944927267281,0.012871311213236402,0.05405963270084026,0.015633959054606666
CD24,0.05773457633651385,0.004253271559129008,-0.036024415770915044,-0.052527192462205066,-0.00080456594743259,0.017171051294718853,-0.07432074908453111,0.044824127522270586,0.035696321261024816,0.043946131881648184
HSP90AA1,-0.04035530805848613,0.029699294775175158,0.008035701408131141,-0.007215220264792706,0.0029623520433700087,-0.0507341037931017,0.08928862800640923,-0.11976339268977816,-0.08978483679675776,-0.0915878606209457
BMP4,-0.02024407567703048,0.015337528869060625,-0.027437278302692655,0.042970743866770376,-0.046304550720817385,-0.008359792387006296,0.05943087721492825,0.10013119826720461,-0.005035035667728946,
SCGB3A1,,,0.0049946258355045405,-0.008908908288108724,-0.05068376455500193,0.11131078285507942,0.05478146490278087,-0.037614221929258826,-0.044814821373106405,
IGFBP4,-0.025288883581510435,-0.013139667578101625,0.030659953408942228,0.013479404833624952,-0.11241802240832947,0.024096473003767587,-0.04761254005708486,0.061018637462998945,-0.028045102881121563,-0.012203677948377659
RSPO4,,0.05160451440141274,-0.019432333423726002,0.11674557580622229,,,0.006169152470843267,0.06139993026972478,-0.028121200081394817,
LEFTY2,0.02879433944966468,-0.035199811300837804,0.019120843356479327,-0.009768725467356283,-0.03229985789924391,-0.019888675047043725,-0.012485039511271945,0.048012702365551864,-0.024905874223197438,
PF4,,-0.010723957304631267,,,,,,0.05906430085991243,-0.02202892725311601,
ANGPTL2,-0.03035973568007388,-0.010456066428266395,-0.015505737747358334,-0.008437525644450761,-0.08475076955877313,0.016380388826546924,-0.04995801201109393,-0.029344085943976504,0.017181649535068597,0.0361967674846813
LRIG2,-0.03956091562708942,-0.017099413764861668,-0.000776750923862373,-0.0001659037165212399,0.046006973936380896,-0.011947697137225481,-0.027281074787142288,-0.024310079487477074,0.07401967789665123,-0.05774252442277683
ICOSLG,0.02325612702437041,0.023031913352264753,0.04456087687468338,-0.01690744179125551,0.08540942434623797,-0.010575687286114431,0.045431933959185135,0.0686142728924052,-0.029867559196057488,-0.03418176598800769
WIF1,,,-0.03511132347288547,0.00011109720940390373,,,0.008510990126548858,,-0.014595882111075886,0.019128397912964754
NPPC,-0.027042316285599784,-0.016635502376261095,-0.03389820838910807,-0.012381200510370522,0.1505627235786515,0.016899880658934732,-0.03805638306989585,,0.01349389961560274,-0.007461564444127006
LYZ,-0.008140623961876783,0.03151259125469007,0.02901528144075405,-0.008955384146923458,0.052536366454692,-0.02725345182211347,0.00047836024759602777,0.05785041403367017,0.010296783553528878,-0.07094690587033518
EREG,,,0.07128125604207312,,,0.02306913852290479,0.019950218305328626,-0.018731293344644753,-0.025361820958917466,
SPTAN1,0.00795881770309966,0.00013159613641905494,-0.02419547586617346,0.021699993596155105,-0.14123721742207868,0.01420497754520304,-0.012822774552701035,0.05491993658371843,-0.0215950952255669,-0.01740416670096725
PTH2,,,,,,,0.03999789575632358,,,
LIPC,-0.02518447108413494,0.10062331036453658,-0.01881369713327295,,0.007164704966571094,,,0.12357839922750159,-0.00568830221486662,
COL8A1,0.023830265632018843,0.001497813070651333,-0.019574213624838827,0.016741508387514738,-0.10712320354602739,0.05495278539018492,0.047092658300514074,0.014969437702861448,0.018771985717062525,
GSTM2,0.01716218737108653,0.07186848548893483,-0.007339770159449656,0.007639213804886811,-0.0562195092297418,-0.0257500930917555,-0.04654293178395586,-0.06288158199215839,0.0015527081213177474,
IL4,,,,,-0.017108542031895907,,,,,
SPX,0.06747750533420944,0.03255600367500798,0.0016325916867860873,-0.01109419091203166,,-0.02362232433378532,-0.031066341008796617,0.05088327287347513,-0.024942268850543296,0.14780369129659035
MFGE8,0.03335619516923342,-0.009779992023155763,-0.030674832441720697,-0.022541271422694326,-0.011368399639283676,-0.04471322388533348,-0.0633893173324181,-0.03387990148168667,0.017757744865439153,-0.031541609609312814
TGFA,0.05721035540927519,0.02425573707496946,-0.02462229036267873,-0.00876962941416594,-0.003109387216505025,0.013901604744218771,-0.03470309513124611,0.011054168063780291,0.07386493397447456,0.05199631162653803
SLIT2,-0.020244072437674787,0.03240813381594808,0.002382603357558774,0.022941497913787984,-0.06419988845825444,0.03840518515644915,0.0887331025991191,-0.01627645565045252,0.06752242990421324,-0.06258685653052187
PLTP,0.024931930588871207,0.03557739255966678,0.0030094648067357267,-0.03251146488692005,0.017166697669886415,0.040431296438614844,0.0355851352060787,0.013647494728296792,-0.027636629638287315,0.030884069347114382
APOD,0.049274807520332385,0.05512047476835666,-0.05708399814819946,0.039714822945020815,0.03525282326020582,0.06554668059173607,-0.009601747952299294,0.046653159759617,-0.025098801204492815,0.020332618612115872
B2M,0.011285695469146264,0.026800844697352957,0.07470584272280867,0.00034841201344995386,0.011981921320866971,0.023392961113385638,0.007231408197312638,0.010129366734664533,0.05049171630070239,0.09354911099986456
OMG,0.014939502077768351,0.012970309974946892,-0.03977870373999029,0.010379691756927042,-0.007639646315186834,0.01530419176616949,-0.03287678990897538,0.026663076532880078,-0.04022377699142258,0.043293069500919934
CXCL3,-0.015840931619318786,0.003179858024374929,0.052243821569167986,-0.009530647338676805,7.343372810549182e-05,-0.03430036999535448,-0.013911767493239333,0.09835345119198163,-0.038332712439335705,
CXCL10,-0.0510479888784034,0.030984417000669097,-0.03852674172717639,-0.014477750871737916,0.03841210281019682,-0.024193578519122575,-0.03437218693060556,0.01888852050770201,-0.05102460074271408,
RSPO3,,0.0103953846318847,-0.018813685533705764,-0.010584952285294977,,-0.05321638496035343,-0.0694578067042335,0.015477279614351292,0.045588975088987675,-0.027900318257939018
CORT,-0.019670771818632412,0.0037465022080638206,-0.022833247983272582,0.023335898463911684,,0.03646251878598232,-0.04183637515043948,,,0.09386094448707037
NCAN,0.03505679121528741,0.026324846133985478,-0.04276447143943081,-0.04766933329549539,-0.001557821687507996,0.06353677520709364,-0.11620882926363255,-0.04438178072873828,0.0005575181575406153,0.14875759924665327
PRG4,,-0.01229134799976563,-0.0134705312975329,,,0.19236576148910237,-0.0392937143922177,0.07487153842139986,-0.030661265575564003,
ZG16B,,-0.01426561258240583,,,,,,-0.01214461254391076,-0.018792934229538722,
TGM2,-0.011617940732061759,-0.02060954426575611,0.08943914037345,0.03170325141748766,0.016514523161287736,-0.05284664279621342,-0.0038734099725532692,0.021510365565423722,-0.013414767255802668,-0.04105613682902679
VEGFC,0.026792188658836143,-0.021906473263675803,-0.02073561136949339,-0.04033362928773729,0.03778551722176393,-0.030151939537716665,-0.04293270165592768,0.061897049220775276,0.025617456146537446,
WNT6,,-0.0003393103878289579,-0.01856109525869947,,-0.05533501343724339,-0.02130776943531108,-0.011223996523330327,-0.03378085684623912,0.006776238771862191,
NRG4,,-0.014959132794160702,-0.019187010257783067,0.018422819882372137,,,0.013343524953746144,-0.022432655476135068,-0.029202805551293985,
PMCH,,-0.020727335857748615,,,,-0.023814094077302148,-0.019125563212984288,0.006298783456484746,-0.037398395298994226,
COL9A1,0.0725594599334053,-0.015623722400325285,-0.03112051107560101,-0.01887185756268509,-0.08623184522770702,0.05851920172150599,-0.004630411676605056,-0.019473527611271076,0.09383505830280006,-0.018095924827096262
GDF11,-0.02060371427892512,0.002086455300149449,0.03888124532522672,-0.004233115335503111,-0.13711599276634598,0.05094119160803644,-0.01753158103452121,0.044887179073558256,0.006583215469869222,-0.11665561065664941
RAET1E,,,,,,,,-0.007015210972344927,,
IL24,,,,,,-0.017755214697471204,,,-0.017567784965713328,
SORBS1,-0.04152904031701495,0.02165303093358942,-0.008894411372894165,-0.02727261360753893,0.01627219277924106,-0.020965999665273082,0.02611922142594544,0.023241885805091497,-0.01504989106720386,0.1204380982540576
DLL1,0.004310338203551657,0.023091475290249318,-0.036781311446469546,0.04480686579815162,-0.016950475067920443,-0.028954774926311048,0.015886937266679016,0.04936388202833578,-0.047805139290217825,-0.06027226111433759
TLN1,-0.05515333498367171,-0.007500077575727738,0.03450667181243426,0.007014988349427518,-0.0014769026540709575,-0.0015253040222029247,-0.0022175578326545597,0.024087746485704154,-0.030049102811787468,0.07921408964004278
COL2A1,0.08084636901812485,,-0.012031227952464753,,,0.12156674634118825,-0.000897389766373919,0.104988396138353,0.03296091188366839,
SHH,,-0.012772728639829723,-0.03049997686947626,0.017890933023215837,0.04634274392663847,-0.0807968903904085,-0.015330196018410285,-0.043525877365256545,-0.031675106268616325,
PON2,-0.09331365972264896,-0.006943781274465408,-0.02690741999005556,0.005047838069154995,-0.0391973814620905,-0.015867797599716973,-0.03956969640941575,0.05653567843205159,0.04320409309235668,0.1528768487686164
ICAM5,,-0.019907204144659744,-0.020314899075534697,0.022965662045691636,,0.023329479159352826,-0.05014637557948499,-0.0062185224068017015,0.02307944114303238,-0.060834514952171945
HPX,0.0014728513808402017,0.06694590063856114,-0.02289765416747049,-0.00890890737986698,0.002775829999595142,0.03479513645366297,0.03987548692147604,0.06895286001305452,0.07771225959594712,
SFRP2,,-0.01454675374194757,,0.039344245409918634,-0.01671760233547939,0.00027735182743294763,0.00669878817764857,0.10847696443547004,0.03862761138779445,-0.01398378633507951
CFC1,,,,,,,,,-0.025839888069514108,
CD70,,0.022230317493601725,,,,0.09526588062387797,0.04204988547131398,0.1039529357077513,-0.009285170646575485,
HP,0.0157792715565776,-0.01543994685153771,0.014920004057805025,0.059588877334398875,0.04507589816424318,0.023025979886147654,0.04176325373755601,-0.03355679903657454,0.01796202497713502,
CXCL2,0.02480572074034633,0.0024156329484280254,0.020082878159227404,0.01074955584778861,0.05404940636577126,-0.03620176855948392,-0.0018249248281713623,0.011322220530609163,-0.04337539166183599,0.029662891758530156
NPPB,,-0.012444165138578829,,,,0.016185387012638653,0.022431592829204736,-0.02275543065075422,,
CCK,-0.04226962790842969,-0.02850721352809463,-0.052386431835881236,0.05172318000522403,,-0.006865478153627948,-0.0044093794569162155,0.06897948549512337,-0.024022225545835024,-0.06557038175124312
SEMA6A,0.08282136490051123,0.034413860189439364,-0.02574522315730547,-0.005373204526697341,0.0005523551579356975,0.04680491818600774,0.012709849519660275,0.021931271955416602,0.08018450733346334,0.02960385204676513
IRAK4,0.016401871337911093,-0.00080679318839156,-0.04157631865010935,0.04241883082890976,-0.05910431223862848,0.053736554610632176,0.031153021079760507,0.01360815647197142,-0.05061898268432288,-0.02664073225556935
GSTP1,0.01672670285644983,-0.01602042133286574,-0.01382823455923529,0.02821327105780172,0.0782983047546295,-0.03558285802527772,0.03423516900630769,0.07885314694983792,0.023120906837338844,-0.005841814954697237
VCAM1,0.051812953081645415,0.04264575029312726,0.06126922955015443,0.0293852815466902,-0.08810116519671174,-0.013766494569657086,-0.00651994230383384,0.03366127914340675,-2.4342635698260265e-05,0.13436615799680326
NXPH3,0.07310483265433941,-0.042176759862306026,0.042214087387983976,0.012547553906027225,-0.0952372675457453,0.07492400008747414,-0.002506845740662987,0.04386197595863587,0.015917116206561343,-0.06782898432036495
MTMR4,-0.0023488486696627967,-0.00448584361464553,0.01901201755696796,0.02328025133621537,0.0169272063990659,-0.023159566896096676,0.06680967954805275,0.005102009627965007,-0.00023110323489899907,0.02925753280048854
LAMC2,,0.034716435442640504,,,,0.06053688983754569,-0.01856434226175282,-0.012052017324984192,-0.009913907035105045,
IL10,0.025539929556464745,0.0050686273518574625,0.026989591894130728,,-0.009916708349489335,0.036615586728620024,0.029839004354975312,0.05314346472039666,-0.01693150200387471,
SEMA4D,0.0579979937988549,0.02179474542097198,-0.027326832990352646,-0.00772011416956407,0.08263110934537446,0.07831891708643053,0.03188941255219792,0.056277955788698875,-0.03877155033821788,0.0481281894861212
TRH,-0.018061544406297585,-0.02039619647859131,-0.011839640469903039,,0.20822088054376373,0.03436855894364171,-0.05215797707215757,-0.0254876083415673,0.011440567040230361,
SEMA6D,0.03558150703056134,0.04228766091563741,-0.011015804903129957,-0.03255904570899108,-0.04757948490148596,0.07181605866463404,-0.0235286626844621,0.04516953404588019,0.011776702579826848,0.08623437640185079
CEL,,,-0.02335837735143887,,-0.010151487720960568,0.0366465098631291,0.039523205753323125,-0.010549899512926007,-0.03004368226617752,
PDCD1LG2,0.019036356147580143,-0.013344830849764159,-0.026324414376726796,0.0065682386917170635,0.011138592813625354,-0.04187206285881855,-0.030679255199148124,0.028924116533490134,-0.024284465846831357,
SPINT1,-0.03847968893731209,0.06734075122879926,-0.031579875124891445,-0.014559114665023194,-0.06124150084453037,0.049370097385708994,-0.00031926113143835905,0.046827961597641854,-0.02973741359948517,
CTHRC1,0.0193290741648897,0.01674057989368394,0.013955153221011242,0.0015928026236704527,-0.01750305538348591,0.004588219939355228,0.007434069103687084,0.058744332058770436,0.023330764646996106,-0.029570973323121377
PODXL,0.09005788100023517,0.015704121617141742,0.07987452753468328,0.03517306497473036,-0.07409391302713855,0.04492841300626676,-0.048924937204489906,-0.018955789988660373,0.0391217793194001,-0.08636504371284351
JAM3,0.07775794326437584,0.0008969001452559682,0.08100629037432636,-0.02122534158448602,-0.07572006417243116,0.04087860653613677,0.024120980622693317,-0.0041110201085616934,0.03456754693801963,0.027107278982094408
TGFB2,-0.018930685827503745,0.029939243441759456,-0.013913449630758539,-0.029013355841483672,-0.01082104178543617,0.012520909692909941,-0.036566967289747745,0.013402315814552625,-0.04192143144805736,-0.08431165250956116
COL18A1,0.07622765336231943,0.00033284636348547157,0.008961716659197164,0.03419068453133417,-0.12788042662919877,-0.023578318765550665,-0.01025794684131274,0.008837639755643816,-0.0074390278466383635,-0.03980015930558663
NODAL,0.0035337727209044413,-0.013848555643453,-0.028515712842215823,,-0.1324819081909051,-0.026542274618045383,-0.021229717727717385,-0.034882109845472756,0.00670802428243533,
INHBB,0.009135226377458639,-0.009918644158148889,0.009289560907475744,0.001186778686023083,0.0848777937191056,0.003892444564639714,0.06864195930517449,0.012410417516286359,0.04052759432051801,-0.05426388352652639
LCN1,,,,,,-0.02823199928206656,,-0.025774456816696812,-0.019724633472014166,
ARF4,-0.01136151587113976,0.03877496804410806,-0.004140297594850616,0.019968684876248668,0.006735207731663975,0.018446983472087897,0.04784205402869471,0.019544669003254377,0.050277311000952965,0.10311899882375553
CXCL14,0.0946984468085566,-0.012427716909254257,-0.04893242470039845,0.03628060631616281,-0.08480361254498137,-0.04338499946975315,0.0705550506641077,0.0041147264779892315,0.05868197966149916,-0.03123120825909686
LIF,-0.02439550957728376,-0.03563345669704917,0.09117773553588861,-0.01056171308508928,-0.00891375447091687,0.010666353929819964,0.05755034246185041,-0.021411039325652824,-0.03293696918002572,
IL17B,,,,,-0.057547077574070536,-0.024567812179245398,-0.011865840486436725,0.11030241125325604,-0.022301409843669254,
MMP1,,,-0.01183963788711962,,0.029141930420141324,0.008005809730385949,0.00041877605461243127,-0.05088029768896363,0.004633460054347387,
MATN1,,,,,,0.09147018404054143,-0.013519063339368708,-0.030998378122024363,-0.020323498731222564,
ADAM28,0.05696404419289234,0.027613165889757006,0.042401815962274665,-0.010636425794665486,-0.03133323226663059,0.03135617950778748,-0.04653927011195843,0.1181608001733137,0.047462844168669915,0.028466727738105657
TCN2,0.04111296625278521,-0.01410780951078574,-0.02865009034522689,0.007978223743735345,-0.10947078310397806,-0.03381907830496582,0.05220184734015807,0.08107481990917739,-0.012672223938979382,0.0016111163758766797
THPO,,-0.014710795542064817,,-0.010990465433661922,-0.03324489712438992,,-0.023612206433290577,0.04022939580592961,-0.03045661066938465,
CUBN,0.05493839237160791,0.04105539993715452,-0.004338126366255478,0.07795140583415787,-0.03421530445765003,0.05390374472760619,-0.0009008601568410592,0.032827542706407746,-0.0032457687599180443,
TIMP3,-0.03507669647100414,-0.008925439310893266,0.016401514217499375,0.039606818243779394,-0.11062469891207771,-0.061948735894499805,-0.015340731443015562,0.052907476621318554,0.024300066327948077,0.09072272592125155
PIGF,-0.06756319882187886,0.021222620762157085,0.0052577334730431295,-0.00800474909293365,0.004391840209138274,0.06149120045534822,0.05284974592157057,0.07731750194591001,0.06669557999179837,-0.005794294281763596
CRH,,-0.014406829514645291,-0.012031230160001629,-0.01988495805650408,,-0.020652863696718256,-0.03864362469837575,-0.03822022065534311,0.07659746097756567,-0.05273086798413386
BDNF,,-0.02991165573333216,-0.026229983809793554,-0.017878798828438174,0.06046782098462843,-0.022581149903775702,0.010340684244562021,0.037843729042888206,0.09608366768739264,0.061417040470737344
CCL5,0.07658059719931093,0.08129739980623608,0.0063969424479683136,0.019611982436112278,0.0793633255906967,-0.026483552453137466,-0.031274295092782255,0.07632105487560745,0.04393472172900662,
GAD1,0.04677536689071334,-0.051346157007253174,-0.015269898833534197,0.0022631060888518195,-0.0043023710879979814,0.06835071375168805,0.0004236901726352067,-0.029099643857023676,-0.01276573530742222,-0.09858566661245538
COL14A1,-0.02196507546429493,0.04089610898308692,0.01005987868591894,0.04424658198688684,-0.059574071657449004,0.004738012519133872,0.02631036829339265,0.0620346142614369,0.015116779253167224,
HLA-A,-0.048448083084623526,-0.030735825548047272,0.06388675309678585,0.0034035478093779083,-0.01321637528599155,0.016781583638636986,0.05544108894696622,-0.02359283890683858,0.0098194992085564,-0.017104934540580968
CD5L,-0.007376680330899803,,,,,,,,,
FGF18,,-0.011446118311800934,-0.016415532671099433,,,0.09649810296534975,0.027480067336238163,0.00822858135143797,-0.027900494957599293,
ADM,-0.015436033832619336,0.0529345493450822,0.10400563690285652,0.1418655825400064,0.09995724665482106,-0.008217448458750592,0.07129337941189699,0.02856390884300469,0.04756565143785252,-0.0989383062693076
CCL15,,,,-0.010972681866361886,,,,0.05086130704815081,,
GNAI2,-0.028267113077951073,-0.016397759821957715,-0.049122259190819716,-0.02188562492112787,0.001077419007626042,-0.06346202731240358,0.008576486171742781,-0.013432486466457293,-0.007510072913524684,-0.06137411825914423
HDC,,,,-0.013379478047071559,,,,-0.012925199270810699,-0.020323489526902334,
COL11A1,-0.022747207935363205,0.017519515328079726,0.022692298865487338,-0.0214849091845702,0.08565315728136186,0.01471635298928281,0.032281360535930566,0.05465738382756545,0.0660038085178921,-0.022415259333700078
NUCB2,0.013028828186805461,0.02446222044344931,-0.032885857353732936,0.018426266672206166,-0.04022608120443788,0.06170148139679193,0.06324088424067698,-0.07181295799714354,0.007484432195778029,0.024824957048491764
FGF16,,,,,,,,,0.006043575864166357,
CXCL1,,-0.003077945812076561,-0.037732644283613365,0.10418409300176994,-0.04154011882939288,-0.0019450341516437666,0.0077973079318538596,0.0495793300229533,-0.0642991753156811,-0.032161840215870326
VCAN,-0.09578400224112807,0.036761436296694504,0.006200939049389113,-0.029193732542198845,-0.027045085418820978,-0.0005767805373123444,0.05636227182430838,-0.0372907363680244,6.928118350582951e-05,-0.03569685752666644
MMP7,,-0.022755661801407225,,-0.01932051718845725,-0.0791835072568115,-0.032812558419039864,-0.02014326943230459,-0.037154768948790044,0.018773389892120403,
PTPN6,0.07652368566727517,0.022337862800661138,0.08837859744678093,0.0028930799504303007,0.04793610400495622,-0.018392716676896317,-0.06336702626442346,0.08313388722821204,-0.04465652631003171,-0.07627486991686211
PTGS2,0.024027052106542247,-0.01355679855613022,0.06419811660987622,0.031135190411678868,-0.008023764772861238,0.006009404175920809,0.006502690854341833,0.009736728782174542,0.04455957780182134,0.052216820720150055
XCL1,-0.01763826527078847,-0.012453786360364368,0.04498233053519652,,,,,,-0.03616933218400825,
