,UKF243,UKF259,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
MIA,0.020657182869424775,0.035322116758809856,0.02587665997822509,0.09328052845147378,0.08537077872870583,0.028349595347566602,0.024936636679909325,0.05083733079306911
COL4A4,0.06865754826853718,0.013453793625586111,,0.0022272071375056633,0.04247166018495452,0.008640294561433727,-0.03791451668540365,0.047919499172705
TAC1,-0.046822934908920644,-0.04471465103085234,,,,,-0.016972360565136766,0.018878938559130386
RARRES2,-0.05033487258520835,0.04164147421825603,0.0016496695246378335,-0.04007302596768982,0.05860966880110543,0.04663091855747255,0.06573357948126302,0.015720546121422332
FGF7,0.007725026205438114,-0.021704161729261994,0.03866868941287307,0.012380222146791678,-0.06074396184956821,-0.03585589922801699,0.04296907839349041,0.04316964802769998
EFNA2,,,,,,-0.02532259731208842,,
HBEGF,0.02330297687756608,-0.040241165509392954,0.06946735097121265,0.0041833981521791075,-0.00821717630556592,-0.010159284995810555,-0.005948601262123861,0.06533413471385754
CSF3,0.0458678270779026,0.008700433733355715,-0.032642358285475535,,0.06471224983504073,0.008160098852133351,-0.013592921409670819,-0.017693674718736868
PI3,0.04865861247654912,0.07995760382329013,,,0.007633438633357495,0.015997260244903583,0.04326618756700503,0.033846207422188766
PCSK1N,0.012877343024846213,-0.010874061801924049,0.04859527337345855,-0.03878938146275897,0.004307202387654229,-0.08699848221834063,0.034410869308107515,-0.004326336594624316
NTS,,,,,-0.04424520912723117,-0.03085077952201358,-0.02012926306040987,
SFRP1,-0.02669138469552529,-0.02500954305105605,0.043674758498991224,0.02807761112264634,0.061123673139294385,-0.05970501652352036,-0.01966150998320395,0.011850542983549383
CXCL13,,,-0.0020260797122425883,,-0.001297320710730976,0.038217273940047175,,0.12575780470479989
MICA,-0.018764586671332767,0.05422033187304666,0.04238918967279087,-0.15106375123234483,0.025948750182669674,0.004381406406874438,-0.02376107736507959,0.051634485860426585
TG,-0.010132510843628048,0.03637854399796608,0.017600876221961968,0.10589772379989204,-0.025200790526979336,0.005192368275010629,0.07028372446502475,-0.02936357607437584
ADA,0.0628908624127731,0.03703023816941209,0.07166433393857337,-0.10939510692161976,0.05757562697516467,-0.031473995114978844,0.04055919049581663,-0.03963544750190929
LAMC3,-0.020003370383484254,-0.036224912743353106,0.0026089504803265156,-0.08995234439101778,-0.013193599361347137,0.011319362776713238,-0.06373899513743124,-0.02592513644747552
CCL7,,-0.01951319136691939,,,-0.02842534457900627,,-0.014244064011708305,-0.04466520817059863
NGF,-0.021539067195676855,-0.0033157477386375187,0.0595644502381044,0.09769138859622421,-0.01906326477307661,-0.008256869267431917,-0.04264629834177918,0.019689906061979182
TNFSF15,-0.026646514270007204,0.06016238202066102,-0.020787295362812114,0.005835051211958688,-0.0277115190736265,,-0.037635283238668084,0.06526088247226271
HMGB1,-0.04272723227558135,-0.03417826846379384,0.09936066651809279,-0.06412163949448939,-0.05317113901806642,-0.006477503439428903,-0.027677364463907284,0.008064643617020003
ITGB3BP,0.07476793332735507,0.024805891107049158,0.052659867080105636,-0.048524597798684795,0.05513818462412614,0.02477277934836061,-0.007273143101244393,0.019465012948128926
AANAT,0.06805777896066974,-0.019771072418050564,,,0.010860556979751327,0.018151335761980147,-0.015070813732883041,-0.020058000830359864
RELN,-0.037138009993565195,-0.00847329909610219,,-0.06653297492953471,,,,-0.03661986118783266
IL15,-0.03787756007829157,0.05255115498170386,0.025553725999913682,-0.010136070426597928,-0.04568569333936888,0.015206549875557038,-0.03378303804129399,0.041289296511517234
UTS2,,,,,-0.02123572131054894,,,
BSG,0.024458645094874058,-0.002094138893306132,0.023096025325267888,-0.05528316693915407,0.11448345887655818,0.04434136814672489,0.09096489563139505,0.05964407110683995
ADAMTS3,-0.008239260521371737,0.0028354151046739518,0.021064229136931154,,-0.05514428325279565,-0.012576756693443453,0.029461404819144266,0.062100585817078245
CD34,-0.057822978838413724,-0.028718606151290217,0.03832645927439197,-0.07580090571620335,-0.020652735367143443,0.028675418344770307,-0.03877841037833711,-0.02577363447881703
PLAT,0.009725160487568605,-0.01774298753151482,-0.003967478702506117,-0.044939659092411266,-0.04512297640763771,-0.033326799932812706,-0.01990802939695721,0.0626076997674429
NTF3,,,-0.03565856613578363,,-0.05564812359529887,0.0018143649798130776,,
LTA,,-0.025009541881070317,,,,,0.041683224706639335,
CKLF,0.01911941900314134,-0.0012713921854365204,0.07180996670813078,-0.07323282941607846,0.01072661075747984,0.07313617601263926,0.05058360103507509,0.010599759301451423
APELA,,,0.05827019281907945,,,,,
CD24,0.020242083566598512,-0.0026638423543039968,0.030200198070983987,0.051846237479263965,-0.05913059262991352,-0.06440923789310132,0.006990862092071246,0.044898053879230515
HSP90AA1,-0.0717351030368422,0.062458630218579426,-0.024033695788883678,-0.005957728180081281,-0.02823262326032551,-0.06432253954634452,-0.0076715268312368525,-0.04360755493102286
BMP4,-0.04661581014509453,-0.029888672853921883,0.06589825000287709,-0.00412888990200985,-0.018047422809118235,0.002481537620270362,-0.007980653428446987,0.011250683034584753
SCGB3A1,,,0.06596845987123062,-0.04075892616492678,0.017275895320580638,0.06289121214222054,-0.02986599397447561,0.05177277931707869
IGFBP4,0.008223172046423121,-0.02257845377273526,0.0697008884888209,0.013974573794672939,-0.02778849327817444,0.00661330930497525,-0.042752971073403326,0.008641793325299033
RSPO4,-0.026312178845997965,0.03386142687463238,,0.02264780763395124,,,0.0515972130372751,0.05277169498942881
LEFTY2,0.013791890626879126,0.03733160654023282,0.010296752573900496,,-0.024129898631499995,-0.029116437269895754,-0.03676476715394235,0.05773599047576382
PF4,,-0.017024875034844386,,,,0.10823130972299921,-0.020283039364674574,-0.019812924631020322
ANGPTL2,0.05370320223124018,0.006455210204655728,-0.04952686378404379,-0.0014831858795521457,0.03632070354349552,0.007934484084825381,-0.05443861651155617,0.06911763483380891
LRIG2,0.02200762938811054,-0.0176729464472681,-0.026546419356433384,-0.04425800653911531,0.05869522571789045,0.0012687839881587821,0.024212149982652875,0.0927361530644121
ICOSLG,0.02114261181731192,0.03194674621354664,0.0029676582927358167,-0.03984069388661645,0.012841986880725673,0.027509350602238636,0.0036888957862591114,0.08013980017700346
WIF1,-0.023156639668192126,,,,,,,0.005532046002573332
NPPC,-0.04279144424917907,-0.015189901782965406,,-0.017718596336755973,-0.04243391341045939,-0.01502406752038202,,-0.0035786455272638503
LYZ,-0.04680246591003596,0.00020038905629843096,0.07145259711403408,-0.081305403196399,0.023998688029731156,0.010249008779874795,-0.07104092434369814,0.009252658692493095
EREG,,,0.0015439956764428237,,0.06591466896377514,0.04811629313403277,0.024265248125515733,-0.02281054548824593
SPTAN1,0.005375816353975119,0.006721521856180493,0.06596253436026606,-0.023284007125340303,-0.02464759196821436,-0.034802786072589194,-0.06266518489077,-0.03872214030254098
LIPC,0.044681936659299606,-0.030594968405238048,-0.034365512640391664,-0.034650553904212705,,,-0.025645438841166327,-0.03089706998090109
COL8A1,0.0724156310435801,0.010469129096925269,0.011074362518665554,-0.022654690553619572,0.019352410519215175,0.005290060547869775,0.0091129924208546,0.07784634816838792
GSTM2,-0.008100664058501725,0.007460019907770841,0.06900637953672614,-0.06855552338080582,0.04625025369036229,-0.02899261048930141,0.052547669859319884,-0.03702566231834379
SPX,-0.045191801569246855,-0.03767959229749321,,,-0.028659741801120207,-0.001113835486293804,-0.01835574542865929,-0.021360185069091042
MFGE8,0.05920376334741285,-0.0041372528139368234,0.015596216018158197,-0.09687959680060147,0.04454058609828722,0.007390718578277613,0.029937611925936587,0.059767478783220376
TGFA,0.04643430927584951,-0.011204550583776948,0.0045130512482320405,-0.07932296228429607,0.07526472075544492,0.0037524766117741945,-0.00011291641669718105,0.02670083829421907
SLIT2,-0.05332340783414959,-0.01590689165476606,-0.01991469098703325,-0.044219804801481265,0.05504308514635064,0.06603497216227305,-0.036695268103039747,0.03797456081677322
PLTP,-5.412024175552701e-05,-0.0023498649450748393,0.05687720711866667,0.06227522015900945,-0.030282840625819506,0.009757871217417884,-0.05777873729343541,0.03181292654056765
APOD,-0.08030003995733886,-0.018544053072810575,0.07694011296148698,0.030747741853791737,0.006134679000777088,-0.019583032841136102,-0.06613853219677707,-0.038620729534880785
B2M,-0.015223346445199418,0.014993392485205898,0.08159530905369296,-0.1385183375564849,0.021103543547478322,0.05781348516636657,-0.0008498244751258808,-0.00011190757666264744
OMG,-0.06955700089664063,-0.0230998000122612,-0.017405920772938413,-0.010012164594021992,0.01545376382465342,0.03387340879175629,-0.03229608363483515,-0.03308247430476286
CXCL3,0.017181546450380152,0.045557391919192336,0.05255792105328873,,0.06222302269021148,0.03370979882727382,0.013981329371957566,0.0242701031191755
CXCL10,-0.008043410976204753,0.012091037350658557,-0.023717350139474288,0.015044002753187262,0.0019525458364066254,-0.03113122261221527,-0.03516172452520027,-0.013595065500769629
RSPO3,,-0.019771070957192157,,,0.04891161863807062,0.017909573333380353,-0.014454939681073954,-0.043643008539570705
CORT,-0.02950058838811932,0.03122913449647861,,,-0.005927813178121484,0.009579130767441504,,
NCAN,-0.06406855288540077,-0.05890900389337729,,-0.033006505461085724,-0.02941959641180828,-0.02063826290074881,0.04680551456344965,-0.011678072666079932
PRG4,0.022384153929122054,-0.019513194407760604,,,-0.031133618406421447,-0.03583842277717342,-0.019863532503982328,0.04347917513193207
ZG16B,,-0.022647448568829772,-0.006085495259824559,,,,-0.018023754143408104,-0.016902456720079475
TGM2,0.03738046627130089,-0.00988744248837917,0.003295898147497046,-0.008850814202928676,0.06455872659627994,0.02999994790941616,-0.04117366013438853,-0.015237551655766617
VEGFC,0.010547445472615987,0.02261867450786212,0.04102905995434908,-0.06843213979333783,-0.012725189681023142,0.04163206778873768,-0.04797046876141616,0.0006134676443579269
WNT6,0.12185072808287371,-0.00514982714542946,-0.03467107245566766,,0.010879367263486683,-0.03532484508750119,-0.0031508328220037113,-0.017465308894782417
NRG4,0.015443552853300888,0.03779965621337731,,-0.042380517974116766,,,0.09889085400911243,-0.026265145767381252
PMCH,,-0.0329057914685117,,,-0.028892406091763218,0.04064246161356252,0.03858009472211684,0.13758800591332082
COL9A1,-0.042536258926068146,0.023247535579848426,,-0.008777671812437295,-0.022270095324292048,0.019390588083295638,0.02169073835032674,0.0983399829307737
GDF11,-0.04640473347327359,-0.01809261606115356,0.04981074943665024,-0.017294668808914292,-0.04495289971421643,-0.04219049281230154,-0.03601512722907415,0.026260628015359666
RAET1E,,,,,,,-0.015856967902208856,
IL24,,,-0.01955229241187857,,-0.021541481763722694,0.013334893967233814,,-0.029363559212990817
SORBS1,-0.02537947958677266,0.03108572287297742,0.003368786714280298,0.025715079697337332,0.01815346975802233,0.009344930463117079,0.057943426241672945,0.04510504082366035
DLL1,0.013741696910375458,-0.03064776067208813,-0.03681422698040341,-0.016052912226971215,-0.028117925752010952,0.008570618482069498,-0.06517026869794833,0.048495824532283974
TLN1,0.055601393528637244,-0.03262073987119747,0.025615110867273375,-0.014541613811266018,0.017077487733618592,0.013971644575162437,-0.04175815138580274,0.03929858212271115
COL2A1,-0.027947464237727003,,,,-0.03703730696752974,0.01669856249774598,-0.021036822870672434,-0.023663486568259708
SHH,,-0.020277412784287085,,,0.017527171292500622,0.034008686559814885,0.08460907716862597,0.034133283615532174
PON2,0.04175975828242709,-0.01896349548327724,0.06883495352998525,0.08431307510202758,0.01811256258184944,0.022754160222257055,0.00673620431694202,0.08283228426485936
ICAM5,-0.06512308490247797,-0.0028250426900112676,-0.01850864713307753,,0.0014713132356737743,0.012770952346815802,-0.031170343423742003,-0.021433443690994636
HPX,0.10314213183524826,0.05983812803004434,0.038363381792949236,-0.03646251828835517,0.001280375838526509,0.017426791660800103,0.019612607448848688,-0.0050870824385350335
SFRP2,-0.03638598131674894,0.05107481110169774,0.019619169971034644,,0.04075622100113824,-0.007140186652606657,-0.03788545983616093,0.021674682896732227
CFC1,,,,,,,,-0.02324052137958132
CD70,,0.050054585812813426,0.0631213846122335,0.10646177732805337,0.12538599648241716,0.05631239823761175,-0.022053624763973663,-0.024522808972167624
HP,-0.002056819448423804,0.022060094765974255,,-0.003904481465978028,-0.042334776360872364,0.045963962243507545,-0.02162301118757248,0.039560066938765445
CXCL2,0.053940942578968615,-0.013234571142062388,0.04133450884327352,0.004106379667069749,0.0588355680526692,0.03235574121973621,0.05059370511979445,-0.030352194636534567
NPPB,,0.01717277435856778,,,0.0018158710261567213,0.040050994360927634,-0.014662928099995426,
CCK,-0.05819892014350212,0.005466654439601557,,,-0.06705327180363714,-0.002646962732163186,-0.019021776082419718,-0.09911338982639749
SEMA6A,0.026571883025038063,-0.009853690887805968,0.11705884727343091,-0.01055483033011638,-0.028336967519048503,-0.035365269118056736,0.007658981783790999,0.058797176651592904
IRAK4,0.0435549235121932,-0.028398527661875762,-0.007847613672901842,-0.04245634100594041,0.05901871813927488,0.04192973234567871,-0.0007917211286615495,0.09934198125963038
GSTP1,-0.007484732536258987,0.0005566226733020105,0.013562530379240148,-0.028092974715659774,0.09170865828009948,0.07323578092552242,-0.007465920188698889,0.04808348877628051
VCAM1,0.058960042264163584,0.04164195582408114,0.004699478237032263,-0.011634236455453483,0.053729646431119445,0.031121568001599695,-0.05718923010640079,0.011995582415429439
NXPH3,8.297907734331013e-05,-0.027461688823275307,0.003879407847437973,0.03194327277254069,0.08996483886365848,0.0286779606257889,0.04904216458913604,0.035066350296250555
MTMR4,0.026638167805417882,-0.003317109710490611,0.0009043776967185323,0.0014380759134882853,0.00052738625489254,0.02150780040598507,0.0035482471228762877,0.04541102509683555
LAMC2,-0.02493394328986447,0.06214215652399459,0.027825920194025678,0.026868846961533882,0.007327414881776831,-0.029995123028810574,0.1052653147216062,-0.005821801407127602
IL10,0.022361117189196644,-0.013892697047078977,-0.02956930245464151,-0.04429810144630369,-0.02324129179853786,0.04343799967664505,-0.037293356933461745,-0.03206565586421936
SEMA4D,-0.0020155558201037167,-0.044207820318141,0.07510396258614091,-0.0373810388052452,0.011139194883427902,0.008388285114728342,-0.010031959747149407,0.050891330959288494
TRH,0.08886298149170374,-0.016541142669345973,,,-0.046701419856842286,0.0009530338058468635,-0.016423462789567467,0.008904260864675492
SEMA6D,-0.02382542212502135,0.032672134653634693,0.031037976638495907,0.1188691502964658,0.04450606631610735,0.05205625813807607,0.1100138449949835,0.024037192757250272
CEL,,,,-0.006562347583267426,0.007752027157681939,0.008106349065642589,0.05899532188394211,0.04961889753104838
PDCD1LG2,0.048456202826977685,0.0491203561142615,0.0386640323666422,-0.004817299063040981,0.033985812231973576,0.03188201692975662,0.004643841599076806,-0.015278056364104458
SPINT1,0.08466724775685285,0.10312497477594552,0.03924388418406754,-0.05920748517474467,0.04254029384330392,0.03142501107089574,0.018841044931998212,-0.006073479020862748
CTHRC1,-0.0650182232650513,0.02761433703025516,-0.0661737832539304,-0.04959877897166145,-0.036953256049086336,0.030968847555211763,-0.0568316838332848,0.07092594143668908
PODXL,-0.01065590030703853,0.023871525725811048,0.06034172026559111,-0.07500746382753164,-0.025238323060034665,0.03142446059072086,0.025273569606713692,0.07583190389122893
JAM3,0.06724745753693114,-0.015478381423282098,0.047921774274324445,-0.002285620578626942,-0.0029259375478533772,0.019214793016756368,0.0007089974957614388,0.01569539793191418
TGFB2,-0.05929548101216179,0.023921633668575734,-0.037074740796224775,-0.0344403566492948,-0.030016314193061933,-0.02859603437125765,-0.019587548001788278,0.08497716411164054
COL18A1,-0.021502082236893615,-0.010803405634631386,0.07252415405449954,-0.0490511867214903,0.05215979768119622,-0.031438604532553024,-0.07574915426083292,0.005314415687801772
NODAL,,0.004676514178244907,,-0.0813937747250435,0.0215712764322954,0.060655336937795706,0.013375225890009555,-0.05268806943087237
INHBB,0.004876178969059117,0.027985322841940823,0.09832395196460463,-0.00484918163517923,0.051889628105865275,0.050225527897352656,0.0512364286220923,0.08545991838503204
LCN1,,,,,0.05773599403473501,-0.011205777044240346,-0.01660829948332074,0.09242101977865473
ARF4,0.006470687351052643,0.06989340109106329,0.0015349188339895334,-0.08945689309166162,0.008071802639115689,0.03805291413011329,-0.05118339750808835,-0.015133419662790934
CXCL14,0.041070062564111776,0.03344445077685844,-0.041398586687429524,-0.06329734695343255,-0.04676035938452166,-0.04977073913485878,0.10458443243195867,0.03321657163544961
LIF,0.09345196461015981,-0.0011701134002714776,0.06735501972861471,0.04194234545654673,-0.0006084505752083551,-0.0347033493520106,0.00305175839525303,0.03291891131653002
IL17B,-0.029802525966978705,,0.010213182071985868,0.08097199000503982,-0.029806853200663046,0.01942964553830205,0.08316448529109124,0.07979385943469663
MMP1,,,-0.031993200184632885,,-0.028075053295694204,0.02536868599978761,-0.0401814345776733,-0.0229351786126637
MATN1,-0.02348161288606422,,0.061541637291033735,-0.044219891964123875,-0.043099440217587194,0.049717260509880574,-0.019974440237836115,0.036623970876581195
ADAM28,-0.08118248698740997,-0.027829195022068893,0.06388423526300609,-0.0966965702803472,-0.02775692403168427,0.035928462331046,-0.046002574426824934,0.008982354657480538
TCN2,0.005942195614925468,-0.0069782023025681825,0.032174743464963323,-0.05463289816387486,0.06640190323661892,0.007896867042522526,-0.03098761435746693,0.04404368648910065
THPO,,0.05551100774234813,,0.0022266800324439594,,,-0.02162301777008597,-0.008857056331490384
CUBN,-0.019710547277566517,0.03898251703794592,0.046113812681419224,-0.01318150845280832,-0.012981605029138898,0.026763343816743713,0.026499165981621293,0.09742625878776506
TIMP3,0.06537268065770138,0.0018818543404361782,-0.011374043018507815,-0.061878616775492654,0.037155406104900854,-0.02729845406230668,-0.0617679697524572,0.017889844609983524
PIGF,0.0009098324930226061,-0.031240731694798955,0.04081584759661017,0.04008574931056322,0.07346912554449486,0.01818166449736125,0.02118374603197277,-0.026357530199086522
CRH,,0.003046073153028331,,,0.0037121141135079885,0.03987560351371262,0.09642221191301141,-0.013880789969004515
BDNF,-0.001746195321417837,-0.0237396111237304,-0.017560578128369947,,-0.016268746505340867,0.006107558479504503,0.047437529733918585,0.07883003410060253
CCL5,-0.004713735743228163,0.04406103934282649,0.052396857166422256,0.010551697853540992,0.03034716603742171,0.05707436622615086,-0.023917677257948456,0.01114211791710964
GAD1,-0.0015694260608111773,0.0042926411283113995,0.16841655483478477,-0.04657400153627004,0.03610962491946472,0.023937522221116572,0.04741512169502706,-0.0011318026806354932
COL14A1,0.017601735769159604,0.03304973565301198,0.03950216102734595,-0.02622942965754419,0.09396288992641952,0.04933383349750015,-0.054275032707153614,-0.016607642363404004
HLA-A,0.12824103040065143,0.03234401801714031,-0.04447740530376934,-0.05104276999042766,0.06746956717177297,-0.008751300566015007,-0.009521238902856374,0.022544217920289038
FGF18,,-0.018171345554341075,-0.02030175613172362,,-0.03523884019046666,-0.011873701475082132,-0.016423464107209,-0.004133673109310229
ADM,0.08173232438361103,0.03470406661824885,-0.04401513127791561,-0.002801229347730353,0.07006140524270071,0.027493730039483,0.0693690565803518,0.033566176686896695
CCL15,,,,,,,-0.014244069145175514,
GNAI2,-0.003449416568255722,-0.007667306718425856,0.016345382303299426,-0.004962036845934764,-0.006673363658886647,-0.0035236906607748354,-0.046652005584042804,0.049601389985822225
HDC,,,,0.2670225026905513,,,-0.008066851121208331,0.08908446449846788
COL11A1,,-0.0015183674121001117,-0.007911178400411322,,0.07270475238065982,0.05492987048172332,-0.006738934131168622,0.04583037376684767
NUCB2,0.022110467757948733,0.022874669853449464,0.041875536376816194,0.009566511889896996,-0.03380999331474815,0.038955080255271404,-0.016128638064629098,0.0006377989254437682
FGF16,,,,,,,,-0.01801162319816862
CXCL1,0.020486963294915318,0.0494077615882279,0.12014403578640587,-0.06135400395875865,0.05734505206242773,-0.004034592414555439,0.023369089862638942,0.013602462801455424
VCAN,0.06630357172498656,-0.004071657613281151,0.05045454662357729,0.08332516056262278,-0.05304186190181579,-0.015898841462724696,-0.06616768517777126,0.054138874374171246
MMP7,0.13290037300283744,-0.03612587102867626,0.038721004115432445,,0.02457923372289561,0.029778716460579165,-0.02757658905476708,0.041471282629084526
PTPN6,0.011343787510324898,-0.020884941712416526,-0.005868478817399749,-0.016917487926505003,0.03888090292904447,0.0028804060594371556,0.04290833913385885,0.07781860905980635
PTGS2,0.06024218906404606,-0.004404435670340701,0.03167805190572838,0.08695221569459904,0.02517757883465347,0.007411877345331185,0.09062953011401169,-0.0014326351371585211
XCL1,,-0.019771074284703438,0.02947859801738143,,,,,-0.032530873804339534
CD58,0.0069941083577273674,0.0312424679085402,0.07163581081839956,0.0022377192581470693,0.020193489898386895,-0.010984698062508376,0.0021837209397181784,0.07096718223437704
TNFSF14,0.03303930970155796,0.008940627129671423,,,-0.0281892186899259,0.009939539347794851,0.01701471070969889,0.04367764655491356
CNTN4,-0.038845424552630285,-0.035532177507321724,,,-0.057564029368530056,-0.028771168733650418,0.011163489636876965,-0.025674567644790175
NTF4,,-0.025009543148554872,,,,,,
INSL3,,-0.0181713419901377,,,0.02869251958414464,0.03544330322703556,-0.01950336158080461,
BTLA,,-0.028843442090190498,,,,,-0.018858775467704064,
MFNG,-0.04979107082742269,-0.004514188555860793,0.11276144699580513,-0.0007871441784693278,0.02833842170407759,0.01476088910636754,0.04668677190150562,0.014755568998317677
ICAM1,-0.0009285334381550856,0.028546871609071826,0.042100752299425726,-0.0009549417891950538,0.0545434647724798,0.05375538925289849,0.030870760757452632,0.053709242271436065
PROS1,0.08109596138703719,0.06690041951648758,0.046544756503466,-0.12214921797302365,0.041711372978056334,0.01640157025005623,0.06645314679775763,0.04784519493727609
CLCF1,0.10316466262409392,0.048397827120944904,0.02815557650835031,-0.059799715758910466,0.05073709157534686,0.0218063261957802,0.0734634963567033,0.0878433814592574
PSAP,0.009405254203243502,0.053351570724555805,-0.06602068171499746,0.0047244967138595426,0.08242521433650093,0.016604796518063875,0.00447353919236443,-0.03438722281735275
EFEMP1,0.08779755794256998,0.05480627778104752,0.011664052217112131,0.009147119610469639,0.022495785416298073,0.07432001932053328,0.012380420946981555,0.09211270033702404
C1QTNF1,0.0385878970742946,0.006624304815274811,0.050819495962684036,-0.04804150721022137,0.05645598938085755,0.03687283986258688,0.07989325253736286,0.07447947530016842
ALB,-0.03323568030297066,0.021582527632367905,-0.018508653218002317,0.10426958622411149,0.020772168661181603,0.004501787533544273,-0.02205363164664148,0.05071812670572568
CCL13,,,0.042920616665817826,,-0.020925730712825753,,,
EFNA3,0.004565571963503453,0.019435590853679123,0.022854109647246372,0.012107353466287376,0.0738590391149868,0.048387947041796005,0.05150296465026952,-0.026419166902948255
DRAXIN,0.014231769366652021,0.06549083774130698,0.06505474506907717,0.05411873438596372,0.03655555010885863,-0.012003614909239827,0.08075156072339604,-0.006985296942448054
RAET1L,,,,,,0.005425755972627879,,
NPTX2,-0.031319278748282595,-0.04256263545350359,0.10454402543124403,,-0.007688595854009455,0.037198975278582104,0.02333976051714897,-0.010095721495114406
FGF11,0.11336081413336098,-0.0037691931300748854,-0.03685590542585541,0.0556819797586797,0.059921820614543514,0.023145987543670057,0.07602558070034228,0.08751547285659063
CD59,-0.024466218915114826,0.010623179692402193,0.0819157738071677,-0.04659135300070161,0.03519052202791813,0.017854674338014784,-0.09496391054436507,0.009682678619167072
COL9A2,0.014663425734648548,0.019368752942662795,0.07079564378570065,-0.026974988059273203,-0.0769345777547861,-0.005804809244970948,0.006939222695325245,0.09671873454654073
DLL3,-0.04312812855901342,-0.008832450513727996,-0.02371735167012248,-0.02066236857930665,-0.030620463255357073,-0.016066603586102395,0.014829352082432929,-0.01549875223072988
FGF5,,,0.051017224074562606,,,,-0.049964578011760324,0.0013994770964389643
LIN7C,-0.02399824234467439,0.03943093182388776,-0.0068595977163640395,0.034819615020018325,0.016991687145930363,0.005091067601781548,0.014731697931269723,-0.008230991314562217
GDF7,0.07573325158561138,-0.03242297924794411,,,,0.01370968892274676,-0.02782061239920668,0.04580055307039841
PSPN,0.05212196684881379,0.008366322063582276,-0.0033349155195802507,0.019724889624376494,-0.05606396951056628,0.03427587761541867,0.04263138633443374,0.01614875221710003
ANGPT1,0.03908996803134014,0.04971842935850451,-0.0366213659378301,0.009326672167059017,-0.012566386966629529,0.04776024528652049,-0.027125825718256537,-0.01614592914561371
PNOC,0.005807759100620583,-0.017866724135237086,-0.018508653218002317,,,-0.0068912391962393784,-0.020129279724620468,0.010726996303434056
L1CAM,-0.0563445286020649,0.07045572783563489,-0.008425911018614967,0.019730066749713285,0.053929170194668315,-0.01459707196065703,-0.007291042005345557,-0.03350043960909313
APOA1,0.009180996043681335,0.0808164516842274,0.06888842796802927,-0.029958655976058155,0.09955314088709005,-0.0005567630745893504,0.09491690387956395,0.06916994321907255
PSEN1,0.04059217426280582,0.03810768209079469,0.029158344279897917,-0.085752763878576,0.014345470640024867,0.01898538410156118,0.03145002370498254,0.0352095956248827
CALM2,-0.06581794595609002,-0.0008224894272305715,0.08079830905125324,0.06141442073991127,-0.0073889181360401405,-0.0020750533902876957,0.08098875978719909,-0.0494301443688435
