,UKF248,UKF260,UKF269,UKF275,UKF304,UKF334,ZH916T1,ZH916bulk
IGFL3,,,-0.02192638273546939,,,,-0.01497438343893664,
BMP1,-0.0069579488672904515,0.07198729140394675,0.10696745299590273,0.004025060942857193,-0.041761723069418735,0.006448288915163599,0.004547257084718167,0.05894050938226704
NDP,-0.014835358933933595,0.022619797613073023,-0.0050246221778548735,0.0029553822737428165,0.030438521255370974,0.0020076610532467503,-0.0016986987244333083,-0.02273393286610691
TNFSF18,-0.033108433164259043,,0.06852081980231445,-0.01577693921717344,,,-0.025259107716529977,-0.025685315896129393
IL36G,,,,,,-0.015620004871576991,,
RTN4,-1.094393622169521e-05,0.004826332877469331,-0.12702479663589888,0.003531394830590805,-0.05502653579778778,-0.007353846123657393,0.011735221849433085,-0.04527226557447059
HEBP1,0.029581913328597383,0.04241234021785969,0.09668539978916271,-0.0454640903256716,0.0015303424949310797,-0.004113236114537283,0.044424441694871794,0.07778164093202429
WNT7B,-0.03228187651751908,-0.046583054501176634,-0.02749231852937457,-0.011673544744395602,,-0.01716818542508448,-0.03196155919709802,-0.05584785118284886
PTMA,-0.04574248526774332,0.028010394501004707,-0.08448400191016146,-0.05111808463271315,0.013510685347172193,0.0330878961251897,-0.053195546142563575,-0.014524876109847337
FASLG,,,,,,,-0.01298727764800502,
CEACAM1,0.03649556774798253,0.09909811646734884,0.012540093844574413,-0.013877032466325035,,,0.02789958255779123,
PDAP1,-0.007900463780226206,0.05752678686332586,0.07146513217617793,0.08847055826473085,0.028820371654991902,-0.026651852360448106,0.008432341373875114,-0.017982353716035366
QDPR,-0.005164234956810828,-0.034767024678071023,-0.13014604003081456,-0.04228552089596293,0.04130327547903219,0.03323916215862815,-0.01105415268003991,-0.007800769573330871
POMC,-0.023741854747918966,-0.03740872381019973,0.12732459776258284,-0.018306312656643096,0.011541518322071882,0.08534448058260748,0.08752375751798416,0.12279443866964447
CCL18,0.08010475500693232,,,,0.052908335196829276,,,
CCL17,,,,-0.019676914879531156,,-0.01426931790197353,-0.011771508461840293,
