,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.021486813595126063,
BMP1,-0.057724090309998026,0.06244844325081429,-0.054603939357446,0.04676401678932934,0.12861925557560372,0.07590533368905499
NDP,0.07117749168921832,0.06289569080726,0.010776959960064557,0.03706265927593754,-0.04780444004091322,-0.01826091445240995
TNFSF18,,,,,-0.036244413087022614,-0.02430872834009309
RTN4,-0.03272696114678916,-0.03973353602571155,-0.01489558591737995,-0.08489245201695096,-0.05456251270897355,-0.03976028705236874
HEBP1,-0.09138966784392148,0.03986457686695348,0.018692854024578567,0.04227182909098925,0.024187141125429384,0.020452554872085516
WNT7B,-0.07159654224820707,0.018726122877267364,0.10251003485844142,-0.020366671197185545,0.13931452994323584,-0.03432278865091114
PTMA,0.07379221637102476,-0.06660637695285965,-0.01664872557753907,-0.07873286198625566,0.0838856135459845,0.0450413842155884
FASLG,,,,,0.02639789376953543,
CEACAM1,,-0.022267306581133694,0.03400414065432175,-0.013517655880337041,-0.025928569681511263,
PDAP1,0.15493118804264924,0.009845442583911729,-0.030468481608933895,-0.029517823269164852,-0.018771348180993484,-0.04473113202678161
QDPR,0.06907240924870486,-0.010985876066957572,-0.03133553857811022,0.022394418304872467,-0.07655356375579533,-0.10921061122194022
POMC,0.05635870480123698,0.0398689278090827,-0.03761285556011143,-0.02211310926482989,0.0035809812141390125,0.03520080113659746
CCL18,0.14417724686624098,-0.04074889789946197,0.01364410517305035,0.03838456456951926,,
CCL17,,0.039136998307902654,-0.023177461988230213,,-0.01689099314735944,
VEGFD,0.06435064729506954,,-0.01605573537807582,,,
TNFSF13,,-0.0018754932573278452,0.02514592393300039,-0.01517942156605074,0.03273261055862596,-0.026444429044639093
WNT5A,0.039435892443777466,0.061322883960824616,-0.02550072764750498,0.021905658719940175,0.041986876955298305,0.06341545354371164
CXCL8,0.07064075301202105,0.11280624426486342,0.02766204785406756,0.09510676682962416,0.0203046689546402,0.010838056399068052
GRN,0.03499198018543004,-0.014282059435237188,-0.015835009683171024,0.042165291879757566,0.06523883172420837,0.03315048944035828
MIA,0.027788520355284094,0.05203494881208164,0.0818072937914978,0.09507936102728831,0.048816639756845734,0.034701131612623594
COL4A4,,0.020223250680877554,0.13489060658343813,-0.02724274873318256,0.029112337300467604,0.05576871494694999
TAC1,,,,-0.023321807337079642,-0.022204928040678966,0.01070736872113244
RARRES2,0.23656796287984255,0.10452102252397737,0.01510959090639956,-0.01979270689467263,0.015272507105507918,-0.021473317234659457
FGF7,0.032870115378829466,-0.06230662944166132,0.03187213771347636,-0.0025801191795388843,-0.04021503537335947,0.08390267642546981
EFNA2,,,-0.015259901977643221,,,
HBEGF,0.11319892717063162,0.09492264578506421,0.02750308528331504,0.03685037391799268,0.08498285293594489,0.08926667838976604
CSF3,0.05850238892794416,0.04914736070497012,0.016477195792313618,-0.01937940619822232,-0.01778361004092378,0.09915661535702722
