,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF334,ZH881T1,ZH916T1,ZH916inf
PLAT,0.014917273659741626,0.12257622126663416,0.030104533149770806,0.03145249299238685,0.029107873485281606,0.06137004869143817,0.12839465062421718,-0.04922418954253767,0.011880967022203048,-0.028781117939293,0.02949856469846496,0.0077054518534840745
NTF3,,,,,,,,,,0.08581995300459892,,
LTA,,,,0.08361249020258263,0.002370806969384442,,,0.0006843355760102104,-0.021067215691422263,,-0.013201904086230455,
CKLF,0.016400900047144076,0.10225970208344173,-0.013425809619454984,-0.02306870945093935,0.05146762815381043,0.03288377576761748,0.10495609137334774,-0.010965386961886094,0.07125871378231147,-0.05634173828336471,0.022313323860811144,-0.08907798891763105
CD24,-5.382751369760699e-05,-0.023051928257299924,0.012887522057819265,0.04196187939725491,0.01519234955558877,0.056337442513972213,0.06888110294726064,0.06977184665917294,-0.03125967579598242,0.0907789387264524,0.04853180810072356,-0.06410603720802047
HSP90AA1,0.024254235203001434,-0.07805106134345818,0.004890866293306836,0.03115980107958115,-0.0032813103091737365,-0.01617547033217884,-0.07517865028842588,0.043905350014804695,-0.05313740720154257,-0.014681628392267122,-0.060208727787183634,0.0009333078943969385
BMP4,-0.022479573593114813,0.08240234825194982,0.08283574466941165,-0.014015222175024121,-0.036754792282992124,0.12217685666976291,-0.011251732587988178,0.15108771986466712,-0.01795144368436071,-0.009046366907103845,0.017984325404311673,
SCGB3A1,,,0.022914614516292987,,,0.17341061427127505,,,-0.014700424507198832,0.027677739926154576,0.04864671392018895,
IGFBP4,0.0007987621593922689,0.07848580227211849,-0.030399638569852467,0.0010984385922846887,0.04139081132406105,0.0764416605139811,0.07245184153156374,-0.020403899915472375,0.052628149632222475,-0.07069351943115385,-0.028142408163429236,0.0074168518110866236
RSPO4,,0.1456515845406826,,0.00849625038309727,-0.011838846703235909,,,-0.019149571741768314,-0.02922354481430116,0.11981319297502803,-0.014042059151703475,
LEFTY2,0.02177381115064946,0.021471727766131685,0.03314448254458746,0.03547894049479695,0.019735778984401795,-0.004628428953019094,0.1380091800598317,-0.0471587057461124,0.02678088381114861,0.03655693594354715,0.0604709869658068,
PF4,,,-0.008887222285953744,-0.012026457023707748,-0.010723957497880977,,,,,,-0.02847841080257813,
ANGPTL2,-0.033479092610045745,0.07863359834984769,0.020657630762691233,0.030072350356435684,-0.01338550173565303,0.0557534959565368,0.11418800487965919,-0.035876408751256195,0.04274426154871528,0.015125209601816349,0.07321699689827689,0.04651942226304295
LRIG2,0.04983437509830323,0.08682100151038254,0.023304963291088943,0.012674323115340485,0.040096839726924155,0.0589098014826289,0.09634024538422208,-0.023596093935887772,0.017845285738989997,0.02782324707308218,0.047046865479735835,0.014607399623921824
ICOSLG,-0.03241301561025043,0.04311151382116383,0.04620617009342931,-0.011115758631403645,0.013262833962412436,-0.005686094490890416,0.016668754593497637,0.0060942556362719134,0.05117427360575492,-0.01353401894277963,0.052303880057356915,0.03276350591023549
WIF1,,-0.025614670177511786,-0.005965545054813349,,,-0.051960346318390346,-0.028623845828364424,0.023233461858267135,-0.027607225939222085,-0.01716079283469864,,-0.02008477806605382
NPPC,-0.03903304095788551,-0.03498252210438543,-0.004372371662971419,,-0.01663550267603905,-0.011206610963090115,0.05077114163693161,-0.028825760326604125,-0.000247860406681218,-0.014511448345425946,,0.029528064062343602
LYZ,0.06011562336933867,-0.015868260442792693,-0.051858620850479695,-0.008456930690224875,-0.0031755376228937548,0.011482733452983106,-0.007338075166384006,0.028572825498289458,0.030061950679975843,0.01764400696725215,0.038670805045748595,0.08181608959790272
EREG,,,,,,,,,,-0.022992823753694432,0.018881047500074327,
SPTAN1,-0.06681767752442433,0.0007365987168455164,0.04766169079931925,-0.004296979826751702,0.013924217237824726,0.029037477001122598,-0.022779948227002307,0.02055224240686453,0.009252835000752559,0.03449181098928818,-0.02839756553447747,-0.012720629883180101
PTH2,,,,,,,,,,-0.016248274058023638,,
LIPC,-0.011048709763246988,-0.0019073451622424133,-0.028599302149489414,0.05168746275929089,-0.019271750315657053,-0.02532199406358002,0.019114371567064706,0.03775402764478761,0.009110176830668112,,0.058052554187220835,
COL8A1,-0.037261361148727495,0.10677179018375184,-0.03199549151786553,-0.01573708180695661,0.055881993642929,0.04253299994224575,0.044614034292666714,0.00679752070957496,0.03207978820366709,-0.01633361870560144,0.04358829733770083,
GSTM2,0.04299573483745604,0.09022789934179218,0.007051854716835892,0.009786894470967599,0.09327003221836218,-0.01380831482271494,0.019578443156774605,-0.013370170931992519,0.061694204928450715,0.019748220910158674,0.046910120568560636,
SPX,-0.02720901799725844,-0.0425032401475129,0.047901857521357345,0.03369017940666888,0.02800631141805564,-0.021036546602554457,0.03218645453796741,0.01641570577369916,0.03532397635931491,0.03290140028125864,0.009208137840069476,0.05668482005807382
MFGE8,0.07914367658238608,-0.02359696415264144,-0.023633179324588357,0.04273970667551165,0.012727457192908595,0.029275145904794266,0.024707478312006113,-0.015471896564197406,0.026411928066437232,-0.052217206998220925,0.04231481787359984,0.09617050329470174
TGFA,0.01693255937510999,-0.03668707930579421,0.014558529105574517,0.03893495071677729,-0.049980410951015186,0.05249294680840446,0.01177834447612094,-0.021805140996191193,0.08884125635347286,-0.014489661993543516,0.08145185847452979,-0.0870937495272642
SLIT2,-0.022479569996045924,0.04216188352872116,0.008596751140188435,0.012616669307715943,0.01826083943498027,-0.0133594532755312,-0.01576757218906961,0.017806432778714534,-0.004492128929017379,0.030425417131316503,0.09695937180820151,0.05540433527987793
PLTP,-0.034749340428985025,0.04687080048523624,0.013060258842430575,-0.012130582434321826,-0.003334610552194539,0.04726278499778173,0.06699135613767672,0.0023512534365531597,0.023543591680469614,-0.0556607184154233,-0.03677484581122774,0.021247612112291044
APOD,-0.005846617406284445,-0.05414447858925221,0.024606849568335875,-0.05649040948795144,0.004111842451966256,-0.034965944435998646,0.05618407108521735,0.1114483112423899,0.08180154304725692,-0.019976751801380248,-0.050574847329283704,0.027821965698881065
B2M,0.01157944724505217,0.06679311162359107,0.04286397801369555,0.0010147942911838208,0.004316190673039526,0.0038779115023073033,0.085389535711542,0.056347547310530835,-0.009140437208666403,-0.056825407095808626,-0.044591401568941785,0.03372154900602267
OMG,0.004117893601113434,0.009445461087060507,0.026069537578053456,-0.014491615211504496,-0.00625424067959653,0.0031273326005419595,0.016106546217103893,0.05070954532263829,0.011431298592454614,0.08179314068231854,0.05745907675862459,0.039742948519722716
CXCL3,-0.017590202378269828,0.039530367201198735,0.01143072074075357,-0.024725251104319338,-0.04233269255719763,,-0.03179589493220893,-0.05789100510810583,-0.015172210283845123,0.08385564993020525,-0.022104037228116012,
CXCL10,-0.12051295979435761,-0.0041935680657846745,-0.044730073701464056,-0.04033338664548594,-0.012540957340652137,0.010449354923915483,0.07855866755815161,0.017682299438593327,0.0035436894996819348,0.03831292637674037,0.03405229374920879,
RSPO3,,,0.05073548136654011,,-0.012453784488789093,-0.025390619936157526,0.0020458757454226394,0.03650468675954705,-0.015854667330909032,-0.019442642075069804,0.06360852953638957,-0.03442705020164958
CORT,-0.021842961357432508,-0.03034964374135728,0.04655442035792838,-0.021478490673849212,-0.01700480601971249,-0.027829957891806485,0.0009319257711259754,0.06037108491814789,-0.03390482249060858,0.11753865490421576,,-0.036762513503043555
NCAN,0.017640016896738376,0.08034216431967214,0.06303233379144123,0.0075673334481221955,0.0529647841222744,0.00491082184167914,0.08338666967701718,-0.08333728493690909,0.06527808736179315,0.03889504102605036,-0.03423373500597089,0.07063198932744684
PRG4,,-0.04142013790741849,-0.0038448356078384692,,-0.012291348221260304,,-0.03444795427967529,0.03257366281731479,-0.01853672698302405,0.054939782075080386,0.04754587315855968,
ZG16B,,,0.026300809657145863,-0.014471886384454293,-0.014265612839477488,,-0.03719210240516944,-0.013082783025221898,,,-0.025306260342550055,
TGM2,-0.010689308825226385,0.07720595220406799,0.009953524347917565,-0.03108185512202612,-0.018871070137149473,0.05519098176723619,0.02486329442584704,-0.059425490455027576,0.04834783161081013,-0.010719091182414629,-0.010438959263033688,0.031045580213968617
VEGFC,-0.021842962763831773,0.009465798572226396,-0.04300055016711376,-0.018582459423105012,-0.02190647365843862,0.04538120369085844,0.007003191465172053,0.05454335941385614,-0.018917468757580137,0.11666706240963161,-0.04775735109423346,
WNT6,,-0.03769259348337445,-0.026793134686606348,-0.013383553071229445,-0.017000517259203735,-0.016748457883877098,0.0009299954650884642,0.019845595232787564,-0.01651021145758846,0.03800564256627252,0.06499523258523844,
NRG4,,-0.02808985775551269,-0.020741305553506135,,-0.014959133063729852,0.0531498709020437,-0.01335127594872213,0.008343401137826863,-0.02206943382423693,-0.02437752655526736,0.02217581437992603,
PMCH,,,-0.023905470863000076,,-0.020727336231262935,,,-0.019149570817594646,,0.01234557569860028,-0.015070966912091418,
COL9A1,-0.0375661913842453,-0.0160555924681165,-0.022045933853368907,-0.011593660696488721,0.00325745513778664,0.06818771039361043,0.021322628725390546,0.024540529221701798,-0.011337935203217846,0.02904008770248454,-0.04056294873841473,-0.056012771873132076
GDF11,0.041286492801176376,0.1072012156116346,0.06153211402221336,0.024799799855028396,-0.019887418243374578,0.07829375987679832,0.09418401072543592,-0.034748477905226574,0.05337601110536088,-0.016746463626889602,-0.00237409791670272,-0.017572931731303157
RAET1E,,,,,,,,,,,0.05258310946250551,
SORBS1,-0.037436960936890716,0.053902112797131065,0.017251211498449222,0.007723591457022878,0.05494687458480229,0.01565586043400091,-0.013247342817612069,0.035653901806465216,0.0009234264016904808,-0.058359682414549106,-0.020285070834614588,-0.07204035051323948
DLL1,-0.0038922735321272983,-0.020201263871361317,-0.015180245291640063,0.0016982432851412892,0.054805745861545206,0.028541122888350267,0.06688167487943757,-0.006351488378725162,0.07882428917419239,0.040531488512703356,0.05658338363734761,0.09788988877837984
TLN1,0.012459420979363409,0.030986923524841864,-0.023634987247300274,0.004113213856650075,-0.0040129063901674705,0.05179768093282231,0.05655582295365949,-0.00902314102033955,0.055875211313293004,-0.04097361199738997,0.037606913396375855,0.03988017491352143
COL2A1,-0.020516126854029603,-0.028751819181712625,0.05852223193068687,,,-0.018144869725630175,0.006464122161908535,,-0.015402908338638853,-0.02956819633409473,0.02616437966794141,
SHH,,,,,-0.012772728869999056,-0.019805198422616636,-0.024995445326211577,-0.03454721991113345,-0.014700423222290216,0.008264538563599277,-0.04363571547821442,
PON2,-0.07339422645028632,0.12331404280814959,0.029126454192070494,0.054703395146586564,0.031003669868302972,0.050027621670001125,0.07039414408539851,-0.04713467370410397,0.07582321555731994,-0.03520640695401903,0.025262925296557524,-0.0033613264776457662
ICAM5,,-0.04758764224267174,-0.029924392341146477,-0.017227638531351935,-0.019907204503394983,-0.004157291742920229,-0.027128339056034262,-0.029436748358035492,-0.016059936462278004,-0.030155834030193524,0.03216538289479904,0.044342063980242506
HPX,-0.02330390144967709,0.00363826367336592,-0.02340758959746913,,-0.03107778697481844,-0.016748459013678788,-0.012755738714842478,-0.025674150843969335,-0.03736554189645093,-0.0006647058117480569,0.05684801084165928,
SFRP2,,0.026983389699299948,0.04891666935362224,,-0.014546754004085496,0.1108612963932011,0.004992205625902119,0.004577770618902207,-0.028838468325098295,0.005340562518816971,-0.005441478759986189,0.18069983694712527
CFC1,,,,,,0.05205039961668059,,0.017522425868656575,,,,
CD70,,,0.04462031706953278,,-0.02472534284931189,,,-0.012369062139230507,,-0.035499838695397114,-0.017449626781899222,
HP,0.06923750977329607,0.03678625251323734,0.04077672464951725,,0.01522500213753451,,-0.018183092436591317,0.03967542141294721,0.012717513073889708,-0.02589105783090211,0.026531329611467497,
CXCL2,0.003099221450961358,0.024418938111629325,0.03464695519424202,-0.013632915077792879,-0.04552013065608488,0.05862519340025366,0.06976561596614264,0.027023224263524825,0.019092601546842516,-0.04139016676511688,0.004708412234124903,-0.020776674300328212
NPPB,,,0.020088310223858846,,0.006943236510026762,,,-0.014417254615919807,-0.01891747013350189,0.0150736426258494,0.12410763040687321,
CCK,0.04954002668288669,0.01395578056519911,0.06151991680002025,-0.0025014015763846352,0.011740984452636443,-0.0629930281021233,-0.09051045096322331,0.05262666403421466,-0.007336162911557419,0.0766806817824682,0.08631997770826612,-0.02374371102588193
SEMA6A,-0.01881305274145008,0.045427640239130804,0.06508823783539318,0.008668728525720818,0.07357447983218744,0.003707528119993774,0.06684911859925942,0.007850946298469335,0.0008315176599892808,0.07096662122749056,-0.00962330949025549,0.03118918050977104
IRAK4,-0.04060036088328134,-0.01672110817084487,-0.004025857569637589,-0.016388497527758346,0.03476078197747135,0.07469644738531367,0.09302932430716505,-0.0345584230355935,0.049528401848216004,0.0007048492414947568,0.03321350486034183,0.10836887418633516
GSTP1,0.02872560735627195,0.027819039200389587,0.004468416428569826,0.031139949632873,-0.019408044225029564,-0.009754115457494491,0.11290182350384327,0.05227971605557831,0.020388317551669304,-0.005065247084025656,-0.013794317659470015,0.018857335630235037
VCAM1,-0.038323811124868525,-0.016014403698739004,-0.00765843637203514,0.00125796520263459,0.01882216481162695,0.007351765221760212,0.07937696667045954,0.060280719659520934,0.024489103232457985,-0.04325129626232605,0.006598905459676314,0.10409160041176524
NXPH3,-0.061491535030006296,0.006281450673664584,0.03401612277178983,0.043611395133536776,0.047229329848555136,0.06844205717230009,0.02988454877868671,0.026737284336959915,0.007925927084851746,0.01110557499384092,-0.0043361905086359035,-0.09089602582226267
MTMR4,-0.04735489874036024,-0.0014340059636740263,-0.006523504834650997,0.02945944288538523,0.03199570462930463,0.09559380838205409,0.08321075264171172,-0.04814569994658597,-0.042654860113861694,0.007439991052440699,0.03773229532038039,0.031154658690123363
LAMC2,,-0.025651566197891516,-0.007824078612426462,,0.0583522064708029,-0.007029916221693284,,-0.0181497151121785,,-0.013623713125730803,0.051294337066767955,
IL10,-0.02268818730722048,0.0014908236685823519,0.025803419192770703,-0.01916955331388502,-0.03207417131986968,,-0.005063083424118273,0.038702639735548605,-0.0169338252786021,0.0632640430481539,0.09744544618238167,
SEMA4D,0.039823080114425535,0.02213604429277226,0.05874693067789714,0.02378057909332216,0.04543408440157436,0.033074238792333045,-0.06696348970012213,0.06265719640154352,0.05287482629647015,0.07732975527781406,0.048439268106736225,-0.006892318053428421
TRH,0.1675545803734467,-0.05005807401785387,0.04864442575559935,,-0.030277637393283888,-0.031393438056491044,0.006982062462463727,-0.012619943290299534,0.05700260654913958,0.01411159647402624,-0.023059370526921145,
SEMA6D,0.04841443395212274,0.01530892669501278,0.018569838740693703,0.02885021676423658,0.023207230288682507,0.05979895169875929,0.06471936820006212,-0.00885534172471364,0.03208235342047549,0.045552879241795415,0.017243091044544464,-0.05534508969821994
CEL,,,,,,,,,,0.012153305035786259,0.06604523975858721,
PDCD1LG2,-0.016816019638068246,-0.000954505974424087,-0.0030784765275688967,0.04624574815726965,-0.03856893269111955,-0.016115316400258244,0.030897723893886495,-0.013913947296961385,-0.02896731953306848,-0.04892382665731179,0.023188623338884745,
SPINT1,0.012635095851092645,0.018393953479682867,-0.045193622931850176,-0.0004916854887435212,0.027518356439900905,-0.02084418302957583,-0.03466247904608688,0.10278171519973826,-0.024855209969482116,0.014169925174444042,0.01616245043340012,
CTHRC1,-0.043322265054150044,0.12328265573047995,-0.032834461349104206,-0.020076839906097894,-0.012524637277721939,0.055662131107555246,0.02759693687826175,-0.008790876763663824,-0.010419465867693708,0.05629632758921292,-0.04341206315515012,0.0240073832726957
PODXL,0.0052046484961488105,0.06313452453803614,0.007963381035015427,0.007409923685057689,0.05234645468384935,0.0508960256928101,0.018272632535434218,-0.040068798127165926,0.018100315452358403,-0.0023284727957332088,-0.02034961358903538,-0.014635866444364785
JAM3,0.10744249648509757,0.025482963353194197,-0.012104369837320468,0.02326845680965442,0.02244252233491527,-0.0006657205938252727,0.07315710591337399,-0.01849270758250996,0.03255137568720652,-0.011893592531628399,-0.02782667149114933,-0.007759582909089622
TGFB2,0.0004913224496025314,-0.004701857707143374,0.00023307133839223348,0.038763916274775975,0.012080844108662137,0.03735798197512492,0.06944622457000449,-0.012907099920861526,0.0039866821083442885,0.022072627341927945,0.014413447579409721,0.013972234665409214
COL18A1,0.053303157123767,0.07403076549889616,0.006320387691929284,0.012300275845218174,0.007837509381927291,0.08085975395575584,0.06730695793240493,-0.059506043920829484,0.056003077386205365,-0.056723204961458426,-0.05036815769184532,-0.03225816125227931
NODAL,-0.03172967197014429,,-0.0009310184527884065,-0.012890605498827024,0.03490820442323904,0.06215440822867664,0.11300451575770533,,-0.012382327447704842,0.008827683425503203,-0.031558845573427315,
INHBB,-0.0480951633165532,0.02771106152800971,-0.0129288992596545,0.012144992445593366,0.03324797301880913,0.08297496691235684,0.03111127848968105,0.07632945749815527,0.027919890412351545,0.0091884715730687,0.01472264070477153,0.08679145538438651
LCN1,,,0.037769992134986066,,,,-0.027902751622870935,,,,-0.0058492737150177675,
ARF4,0.023966038244649282,-0.0049318961073289615,0.024654579465186097,0.009244011063017945,-0.04738109951407801,0.004255877240394864,0.05081587745780187,0.04129951885383304,0.0034064827871445272,-0.017262034456345318,0.01542640046039522,-0.04181340311637591
CXCL14,0.04519176460408183,-0.025955342399308846,-0.013550294243396125,0.07755533003146227,-0.049475278947634885,-0.04921414385610152,-0.055664375825938014,-0.031864914976009684,-0.04333578653254489,0.0027451940357439944,-0.0014671139161865166,0.06977521486576291
LIF,-0.027089438986158253,-0.020151329744231648,0.002672929120529237,-0.016312321789327865,0.022642617737790922,-0.020330768462662876,0.02856073148619145,-0.014720821193891035,-0.009533248494294695,-0.034946869392233834,0.045055093995215574,
IL17B,,0.0058884685345039055,,,,,-0.0034464020198950542,,,0.13745645165905032,0.0034185711789382796,
MMP1,,,-0.009257594960286851,,,,,,,-0.014035572188501273,0.02952313328083983,
MATN1,,-0.02415743632596563,-0.01859118525145494,,,-0.019627136357812332,-0.029254138108556746,-0.014598324028577546,-0.01540290642182061,0.07216576689874744,-0.012706147940004579,
ADAM28,0.06547508189512219,0.046136217715575994,0.05098768393654271,0.02797924409634453,0.012449264541851718,0.04623423690726245,0.009598612483004747,0.004192640332775434,0.05958113595981664,-0.03264248624598083,0.06582005862792654,0.007217270435573321
TCN2,-0.010470924946664063,0.0996617539781327,-0.01911682743724503,-0.030530889113013552,0.020679637251256225,0.06721865377419003,0.07461986109300696,0.02582226986665364,0.05787397557481479,-0.02771083254425943,0.018829483587931115,-0.04319292416043414
