,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
SFRP1,-0.04951377057343139,-0.003795239838350231,,-0.026469490417271816,0.17108599117546644,-0.011366680739258308,0.030938262725905857,-0.035724660156089154,0.006727501385408184,0.03464315233670822,0.07185353720000363,-0.0735804948675503,-0.06906202043795798,0.02941482391493995,-0.004568405488248119,-0.04703489007014014,-0.07134307538810167,-0.004894582380006822,0.006938502140247251,-0.0021790908391808575
CXCL13,,,0.037322401003325095,,0.04856892255622954,,,,,0.04203065704018997,,,,,-0.03319905153597751,0.053386704383315046,,,0.07027711649825266,
MICA,-0.05778660595680567,0.006187439196792711,-0.014845491288038568,-0.004837170352962596,0.07731378843135156,-0.0015047867808066517,0.0968035282594289,-0.038430080163050696,0.03374289295867674,0.11137314548708344,0.05023107358921193,-0.042498114707110624,0.048464403068065,0.07435528496801676,0.04026364939210296,0.1271342785772362,-0.0412749048235479,0.04120813485589832,0.03142563319355708,-0.011835062293268372
TG,0.044189642789382436,-0.035775601296321305,,0.043030053666025206,0.02538680654741629,0.10223433769808479,-0.0033951202060875764,0.0029507556620111874,0.03395718076602292,0.018264640566485114,0.08346280490430885,0.01018532352024585,-0.01686743001495598,-0.04824111132176174,-0.019639008322283713,0.0748946216214823,,0.08273930466757519,-0.008790010510259095,
ADA,-0.02071602583805071,-0.003472401732495805,-0.03993457696933876,0.006573891755356102,0.02943927912297393,-0.01774255132097877,0.10854257165955197,-0.04983161810880183,-0.04138242523195394,0.023736799393527807,0.05106748211349986,0.03788965138100815,0.013026997953372407,0.09035448719810993,-0.07705160193286907,-0.04707647969400807,-0.06215820329188259,0.05345796239623965,0.04625623868513853,0.11134747114010538
LAMC3,0.04036126631821621,-0.008522770963140995,-0.03738471030054655,-0.01105585820011631,-0.004720166508237353,-0.06229162005520429,0.1511951252543799,-0.024232454075523303,0.039317678328558585,-0.003630017181191467,-0.009126312643758473,0.0885019074426433,0.10724503341372009,-0.014442346249342455,0.06709576162785896,0.006550028411290557,-0.012418204616083115,0.09762126282980049,-0.020255375559601732,-0.052865740352297824
CCL7,,-0.017844640421734073,,0.034623682350728484,-0.027392833698608378,,,,,,,,,,-0.022151907423429543,,,-0.033670655574321806,-0.03512213184482169,
NGF,-0.022763985394227734,-0.01915564146416705,,0.0878323235595579,0.008045775669876595,-0.015153272114904482,,,,0.00048574119269424645,,,0.11677043868184699,0.06202219265317828,0.009711263199769364,0.04641549147243775,,-0.005850978098540601,-0.022979062784981418,
TNFSF15,-0.028161890955578285,,,-0.02299733037671297,-0.020281561114988987,0.0840966689707496,,,,-0.007080491476807411,,,0.02993604028748248,0.09883728653556156,-0.021595622293175253,,,-0.024552106352298365,0.12506812372614842,
HMGB1,-0.05372996567505563,-0.03008694963873518,0.006508993946082195,0.036982191394292735,0.02600526605808586,-0.013552612321278794,0.11930529973037227,0.0160239176392179,0.06037531799020988,0.011006814094277352,0.05793691498393802,-0.053024296283560576,0.004209570225311355,-0.0003719424949607257,-0.020992825015868907,-0.07734679388892361,0.014627351844740033,-0.051376238269904444,-0.01317081547511412,-0.024965398859545
ITGB3BP,0.050568227394537466,-0.021706470856615916,-0.04994255193155405,0.02533073956175116,0.05140554839731873,-0.04175933120137165,0.10774777858629883,-0.010294316120224366,0.060221968526352934,-0.00404393851214729,0.041434493732645954,0.011177290075735025,0.05328294578897203,0.06131964967686799,0.06829727027794068,0.027603349960953365,0.0024174884843668233,0.0023670382984437364,-0.013634467069211634,-0.03234653973041575
AANAT,-0.04080084438608797,-0.025889858379442462,,0.0785616072948433,-0.018274899518688582,,0.00424252129510011,0.04267979737389577,0.016928276479045753,,0.08735168433260046,0.02169622370255034,,-0.030858676245046936,-0.01943347330169392,0.017181106973427954,-0.03112619172311128,-0.03562495773731122,-0.025433028915745632,
RELN,-0.039250033874906394,-0.010348667754200467,-0.02924307766958135,0.022211190515055827,0.090899823417659,0.022004332704700875,-0.06353377000632006,0.0556623993142674,0.005784886790793231,,-0.013918709546552428,,0.0464162391089646,,,,0.015125885176434997,,-0.03204539311709847,-0.03410918455927144
IL15,-0.024881257228683732,0.08237303350995437,,0.03548355566928353,0.03547621105553855,-0.013092262979456312,0.05092174145843896,-0.025856714292658012,0.010009117144568553,0.14611602256963716,0.06696059508243238,-0.01886769661931914,0.015459288032323349,0.07528033610268953,0.025271781462618156,0.025920305635321363,-0.03876202081884962,0.0980163134013681,0.12857807523413944,
UTS2,,,,,,,0.09692831265254225,,,,,-0.02473284695353376,,,-0.016549024805435627,,,,,
BSG,0.1068532938365042,0.025157299351202242,0.06738357998933378,0.00014797994449931886,-0.03316544992793343,-0.045141646838881916,0.013643574086630625,-0.007551813561232636,0.016430629237916803,0.06626932209432926,0.01633500359136264,0.05733928406576752,0.02214053966590682,0.10710093997508599,0.1258950683307382,0.0143113848195683,-0.04951264849633083,0.07869471096399536,0.033634156259803774,0.05465207444507726
ADAMTS3,0.006129143868823613,0.06234385007286028,,0.04071239568115369,-0.028147475960897426,-0.021087848233075326,0.1566079459806156,-0.0024194057315370028,0.04539690355017535,-0.018199405070192874,0.005121009213599833,0.08227808004548107,,-0.036950123259979116,-0.00835743225438697,-0.0030122396258779054,0.05512970205730451,0.09005161669374354,0.12503843490645197,
CD34,0.026067989498979604,0.0457820263044912,-0.004798752169452786,-0.02462339154959874,0.016274549249966477,-0.05360316334816652,0.14631389260970207,0.0355940560949845,-0.045800670156985294,0.017720657329783215,0.025995230648613372,-0.046396120362276354,-0.023837328053475527,0.09557066724825536,0.09962678594743267,0.05899700243603139,-0.03995870779002192,0.038677494171618546,-0.011202382902592008,0.04941719196526739
CCL23,,,,,,,0.034540471870697136,,,,,,,,,,,,,
PLAT,-0.013132874947697673,-0.0544503048979842,0.09689044166815797,-0.055512852453581674,-0.013463452736827898,-0.07725343190488222,0.1861250464697446,-0.025439013564263025,0.026057923898620793,0.008917892731901552,0.0716333264514663,0.038682709310428345,-0.023906246549373962,-0.0304558913838566,0.010771808034217782,0.02045711236205214,-0.07060713601568087,0.07702406345517386,0.03954974663436931,-0.03263104875841802
NTF3,,,,,,,,,0.029449292276111018,0.038395824908298154,,,,,-0.03145220259801333,-0.004987185637652469,,,,
LTA,,,,-0.005073627972123153,,,,-0.011994879102025988,,,0.06675518062726267,,,,,,,0.05185708409775822,,
CKLF,0.00992429760548332,-0.040234136547405465,-0.024452735086503866,-0.001002327215555198,-0.039730318019293165,-0.10380894746305318,0.18901628902895207,0.01776172854756942,0.03918800063276353,0.0771559215577659,0.03304599853988761,0.015297537447926245,0.024037923824868756,-0.018675569135206033,0.059216901416243556,0.07435259513721285,0.008925263059266246,0.0696350413940925,-0.009705200310880823,-0.031114971122752133
APELA,,,,,,,,,,0.10403808004266747,,,,,,,,,,
CD24,0.05307805701603098,-0.06869765046752668,-0.022664238920122037,0.0329836615849749,-0.0006108532470161824,0.02987353238851721,0.009946560828241477,-0.007622035286086662,0.07384962557760144,-0.02460342254912667,0.050724299366441655,0.06429218478678925,-0.021654091876184382,0.128127062492718,0.0037250468958088833,-0.035506536282441846,0.02527410717297852,0.06893153492135183,-0.009103069498724074,0.00737064111640267
HSP90AA1,0.008235020975705469,-0.020743229189214958,-0.07624143092402992,0.00903386551999162,0.09120030461825397,0.05831913794531163,-0.16952557446455113,-0.043449732288766044,-0.07603601786041976,-0.04043471845896711,-0.040852195389002845,-0.1036983635215263,0.03279083789779122,-0.02958677764110172,-0.08121367392316492,-0.12228712192156166,-0.04102352450072257,-0.08327424497135105,-0.03214606554495119,0.024509491609412064
BMP4,0.012373399793525522,-0.02146151436867078,0.03170603036883032,0.035614793868149495,-0.03546539461483554,-0.04253687481354881,0.05250650573968698,0.016027793613976975,0.012564887247291419,-0.041050461663284174,-0.016732758125080432,0.029640892016730615,-0.010672147138780579,0.03440385093277345,-0.04697857899475388,0.007045002210835528,0.049214531580572776,0.04921247319315853,-0.019798619122924382,
SCGB3A1,,0.019659326119112582,-0.027756409587756697,,0.044976359676331415,-0.01671250524714479,,,-0.028049544463883087,0.05096519918616432,-0.023963207697784254,0.015336706354246707,0.08924589334986956,,-0.03371613956779166,0.08121364330841725,,0.04044659174629696,0.0190235769652677,
IGFBP4,0.00807467717977699,-0.010809422481940197,-0.027968369260572595,-0.054989131630705415,-0.05194655557703229,-0.0706263578843081,0.1729856372042098,-0.0424460916031727,0.04195237366794408,0.06863938595243493,0.029709885449889763,0.0046294501877679785,0.029704234439121138,0.0832723822445652,0.011115717357220101,-0.06405294226546146,-0.016823614109716032,0.08612891103575372,0.025679641285396376,-0.05978417464103746
RSPO4,-0.027808542008765636,,,-0.010010116633821457,-0.025118212001802892,,,0.011481118105994965,0.005078412072527983,,0.02379557371752884,,-0.027592096885744107,,,,,0.026461291957291414,-0.0003822127319391499,
LEFTY2,-0.04657948774904285,0.018806536309566257,-0.052746901958657465,0.025747349486502407,0.028283866534887722,-0.037528109714025586,0.19021345075327842,0.03013038326995156,0.02361508017454641,-0.011067729119549478,0.0777381641567619,0.0389398324550956,,-0.03943477297351383,-0.018804460897072217,-0.027906534520360654,-0.05874597758669105,0.042848611454039585,-0.0027255246930634573,
PF4,,-0.018510948102695934,,-0.0010613393358609574,,,,,,,,,,,,-0.022245450194817742,,-0.02938955017024029,-0.025122278601340954,
ANGPTL2,-0.016736492723772256,-0.031915497626271896,0.011541511409964457,0.03372299841921321,-0.024532259693494776,-0.08665424016901782,0.14924910280637504,0.019859169157764117,0.05181630530920179,-0.13234071830819877,0.06107588372953958,-0.06338665644806157,0.11220585551400149,0.024110054561490714,0.03624445723670136,0.032857013065407586,-0.007103633722718136,0.023473217743089313,0.05872426332442645,0.05322946195272674
LRIG2,0.024382920536789292,-0.003448651790643867,0.025902182985378257,0.026396435894143498,-0.02089096620819476,0.02988005680791595,0.12976795458883825,0.019011082529706316,-0.018411974379244155,0.017420990331329694,0.03288216188347451,-0.04614433944550558,0.006521670802354462,0.0680301949139046,-0.01783180588124508,0.033899496603479067,-0.014205486151664283,0.05632420328150434,0.005897459160543785,0.060361008736971415
ICOSLG,0.01014442028244604,-0.023075669909384474,-0.03874309033629316,0.006749605464454611,-0.02900620624966942,-0.04378424321139111,0.049866013195271654,-0.03780108193028335,-0.020457516434770236,0.005965231863395615,0.020410711341426357,0.05008714864587842,0.005173071266781826,-0.022213236998619434,0.07881512588240763,0.09457228326482758,0.04385108011355535,0.11992823564950492,0.0776317832884158,0.0241263564519711
WIF1,-0.0647149217165647,-0.03330744653752389,0.018607907414912635,,0.02940160347079224,0.10072291456315033,-0.12629115699890578,0.0051995112517854904,0.03351865006874998,,-0.06136066856089277,,,,,,,,-0.013713601765595466,-0.012497005006338706
NPPC,0.07149188959795556,-0.01466545526051149,-0.019436311125190845,-0.027951466654793315,0.013876516999238538,0.044082955074077654,-0.04935138625861926,0.017535423671399424,0.0042574434926367566,,0.04132310477072811,-0.0407996043452322,0.1012179549640995,-0.03695005229505476,0.0498260957670071,0.018450239755419023,0.038578800258313735,,0.0008185584638071951,0.05417514275493238
LYZ,-0.006966302830016015,-0.06756239951147272,-0.005244168348201695,0.01771630993206675,-0.08596968666970728,-0.0034484474111450935,0.1257326695964219,-0.012913334491530943,-0.015125764680738467,0.08462088944629828,-0.01868337804255361,-0.039440334791726435,-0.009203714442544468,0.10925206261310766,0.07327960311692445,0.06090985380646031,-0.06515165195506448,0.013446830708298833,0.007599819654309933,-0.0353452498822267
EREG,,,-0.004861985488469768,,-0.024834594398514917,,,,,-0.031013230976218595,,,,,-0.02584248221632989,0.011767781149921842,,-0.017364937702748735,-0.028923184712824717,
SPTAN1,0.03272796213159983,-0.005196185040201041,0.03238265991506683,-0.04444633843227708,0.03845943237995621,0.09652142940687344,-0.024876928861068518,-0.00561331770574143,0.017042166451311395,0.09125204075258674,-0.007413595279816759,0.06146547375830358,-0.010125989282000555,0.08536062515489345,0.0027209639888747367,-0.0177115513272506,0.02108402260884594,0.04160822571734056,0.04158972248184756,-0.031150107086319476
LIPC,-0.005966619831861704,0.037350294025266226,,0.0032667096129138347,-0.024318563438926948,-0.020302742849759088,0.028097825341536996,-0.029345796290555705,,-0.017987534914980813,0.04035002276082318,-0.061168510056461727,0.18417457817640615,0.04742536149144306,,,-0.036246190581645604,0.018551783880029468,0.08762843456784299,
COL8A1,-0.013846152143480927,0.048545858477229115,-0.03242057064498364,0.06458857700011067,-0.019718256002013306,-0.04126561476159124,0.0007065103611785363,-0.004048324149872685,0.04472263330721005,-0.019213950322403844,0.08018488585505865,-0.003257221315274083,-0.008471070267739307,0.032784925629070406,0.09253928860304755,0.10684720409311026,-0.09014573655234068,0.0504046801244673,0.03966324147986422,
GSTM2,-0.00971516666569762,-0.027870955782219625,0.020202262865027677,0.035263191221262626,-0.0056337062642702815,-0.011071271256528478,0.024876193725070026,-0.03413201779048679,-0.019018037738849955,0.11756464829941125,0.04738086754863867,0.06121228448926317,0.003376823686925546,-0.01838068389977992,0.10668425830835015,-0.01168318706077667,0.03993648732854862,0.004098974736854347,-0.018375718629468987,
IL4,,,,,,,,,,,,-0.05847125780738159,,,,,,,,
SPX,-0.021908921658261908,-0.007598146171418587,,-0.0353865190679316,0.08505975649437555,-0.052223070797893636,-0.07185850001705188,0.01642286560735519,-0.01490002024034181,,-0.0373643680701129,,,0.022393493556941462,-0.022334573478722038,0.0749278995222427,0.06263229362684765,0.07596399338080892,0.07068388670664495,0.033331170533509494
MFGE8,0.03682968604946051,-0.0495895947615578,-0.045615264484883664,0.032482139797043764,0.007569994555040852,0.013517972779857673,0.07833344959911215,0.03290209344336587,0.03333763894273322,0.07798358527384734,0.05568245915905302,0.013408183738020463,0.007124324953797217,0.004824720914084297,0.010861175538625839,0.0018428412696019558,-0.06068773364972878,0.024514701603407456,0.01059309119259012,-0.012971175884373277
TGFA,0.10837519243316597,-0.0026082901711018,0.050575904303895906,0.03953640448892657,-0.016864099357225645,-0.0656861589308128,0.04283217387349544,0.0064442154005170445,-0.01186704524698143,-0.032049351622946746,0.0651344877554299,-0.05672008534920901,0.03846170796206288,0.007122770644304821,0.036651861017110376,0.040360025391147254,-0.037458244571403995,0.12456519938210585,-0.023641235215025317,-0.018705317815113535
SLIT2,-0.034567400566584215,0.013845146396633073,0.07732703669534213,-0.03494936582169502,0.05501771564291049,0.01447952290755298,-0.06830969283321477,0.029694985171433735,0.007553593123022255,0.039924657198281185,0.005443412092594587,0.017742147637402447,-0.02398906799371457,-0.04178724138179684,0.08341311803636876,0.08302720351057348,-0.04390338046821003,0.030271368162741962,0.005168201051712386,-0.008661438130395795
PLTP,0.07192144442458066,-0.006601656205542836,-0.007563856070710231,0.006112478008134109,-0.09718782939177294,-0.06977255176363473,0.1679351946022576,0.005185004629760745,0.03619862411238145,-0.03421565939459191,-0.032642313458726,0.03423782758682077,0.010648993997231295,0.06804269483644272,0.08082859697661121,-0.08074925027873608,-0.07004023322838081,0.04318920199509132,0.05554064667612325,-0.03284525507663976
APOD,-0.03561021882887585,-0.016899880330218085,0.05491342387744042,-0.004917943513931598,-0.036610775468584274,0.0017414932171868386,0.03136450430832723,-0.021852239666103432,-0.0035427744120429456,0.03957669340437069,0.0039409246923737306,0.06900806873087986,-0.026066590425419613,-0.14835886584075078,0.07400768432131606,0.05594506928464231,0.002695800931391291,0.06285578371236655,0.026067202631688043,0.09795660538604943
B2M,-0.030788960038018204,0.011474713840780412,-0.00945072165651819,0.06883077738389509,0.0010410476501456173,-0.08545368748536901,0.21335902686603211,-0.01695852291932986,0.05421656651560136,0.11643015813199521,0.014183573618359011,0.057047175398983276,0.004930698849064806,-0.004035518953984827,0.09955385071595861,-0.03944629892170774,-0.04740476087515902,0.004050793593550571,0.026861696050459762,0.01651495922144898
OMG,-0.025327282390964684,-0.014739787980877161,0.009402450549242655,-0.013457904745338102,0.044319830058672044,0.011580196447901205,-0.09388547962024206,-0.012041230711067977,-0.06726238034285897,0.0006357253475723668,0.017033863966193684,-0.0025944226707904916,0.08589340441671311,-0.0989270629439778,0.0061023608131651535,0.051057951637680295,0.036765993557817726,0.13060911505879888,0.06295530437663302,0.047889229781334725
CXCL3,0.0057125641447297,-0.01355163932162741,-0.0488927342520433,-0.011649739824627891,-0.022909525891748533,,0.009077804131395098,0.03742313481851814,-0.0019162866005735734,0.01655634564599284,-0.010464631211714414,0.020991827126643516,,,-0.044875929040886255,-0.034351796662915296,-0.021919079201049692,0.04744342426315377,0.03513220154538008,
CXCL10,-0.03497289980139306,0.011347240233597096,,0.02877702225425998,-0.03529051767097907,0.06711691008522164,0.19153279403126225,-0.02396892872482338,-0.024307939582944745,-0.012056409662738913,0.014653156264480556,-0.03157873042453212,-0.033581691820216614,0.09569317355612657,-0.022874686229574184,-0.029837597589147904,-0.02952967513595014,0.03485454286906967,-0.022348679022247228,
RSPO3,,0.004649494722758889,-0.025967238881287175,-0.020925219312173757,0.15491212228116946,0.006302866345646492,-0.043682863400344975,0.019038395759656483,-0.02217522689166176,,-0.025844742513646178,,,,-0.021944471732729367,0.03760368942266838,,0.013886753936324011,0.0022819789148063995,-0.029516716689528336
CORT,-0.031178275135473867,-0.002317650951947705,-0.0027727630956192045,-0.008005763451016931,-0.017354811064188017,-0.03012131165160382,-0.06392612153648997,-0.03242094029839677,0.03144310220030025,,-0.0323255917552177,,,,-0.02525903668269075,-0.0232787329793128,,,,0.046388761712038463
NCAN,-0.013904557159079648,-0.027372674537920565,0.07250817664079244,-0.06278943855492976,0.08272225313764407,-0.0225865580611753,0.04509936571636987,-0.038055529122959904,-0.004142819786136858,,0.09423520898840772,0.021979970008739684,0.01645470323365401,0.0012890397941427787,0.03555335327678774,0.012189216239332048,-0.036616792562133335,0.029085664376025475,0.017936844691894147,-0.029726752306921133
PRG4,-0.042551025205840205,-0.026836208088902625,-0.029034727617995613,0.008551638865609189,0.12868542891533719,,0.025516491315888422,-0.01907361542953807,,,0.10869180876528853,,,,0.012364342896271571,0.014969157708579631,,0.024777439427547423,-0.00642381008445974,
