,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.057675024524485176,,,,,,,,,,,,-0.02521586873098806,,0.009810913296100912,,
BMP1,-0.05440099447079253,-0.029641642527266473,-0.022239427724808074,-0.020284771696048108,-0.05880348015408568,0.018744758652989208,0.009848778155220405,-0.2473323977846123,-0.06309628880621544,0.03449218481020379,-0.01895992878048873,0.07251054511464716,-0.05843591875553012,-0.01770382325215059,-0.04125771552046998,-0.00984087470900022,0.05486537920615271,-3.8217950881572e-05,-0.019951525002513234,0.03817136538804358,-0.010098162379143745,0.1092817636738569,-0.008010744545707705,0.03144683378875036
NDP,0.09798792179282094,-0.0026970629213979172,0.021217764056186212,0.06532731733739519,-0.07211610696409251,-0.002020711109912173,0.021287702330478643,-0.08111641214388585,0.0009651314084359084,-0.02177903756301508,-0.0767542593851997,-0.014904099916598839,0.005497633014932303,-0.00782143187421315,-0.0425297979842126,0.07270047498072706,-0.007190872521709514,0.025711612047264732,0.05313429750374556,0.07296033510303954,-0.06309628920359728,-0.03238073867189836,-0.0259273285057399,-0.003248049403371918
TNFSF18,-0.030226617433732502,-0.008416136215038544,0.015199731048096778,,,,0.07269601369948042,-0.026426359504183386,-0.022836454785017696,,,,,0.19666118962662607,,-0.011098187162314555,,,,-0.02600468033604718,,-0.0023093232560655536,-0.031149430627859416,
IL36G,,,,,,,,,,,,,-0.0246850194844957,,,,,,,,,,,
RTN4,0.06701481629245902,0.002066057311778807,0.041583545754761295,0.03470073033195,0.07729114699128477,0.08377518169860941,-0.0002577179134907883,0.35529930808490556,0.06083194371578855,0.0630248911019386,0.16733690430426731,-0.01316953614393838,0.11810618860591428,-0.056734211928200586,0.1696128526024263,0.0834620171182923,-0.08052938151517552,0.022886058427751727,-0.011950687635812902,-0.09361867724560247,0.1492126230005595,-0.05140130900932071,0.07413354096737326,0.012059197145575892
HEBP1,0.006874259401234067,0.005284380819461182,0.000951584531131992,0.04435585130540235,-0.01593869790954824,0.010758414134027651,0.07604185345963631,-0.09758531805618448,0.015051845901067661,0.02779863270959295,-0.07564641534835774,0.05826334410446989,-0.018114612209914924,0.0392269258133025,0.1423773955966085,-0.08859912459561169,-0.05863836869015707,0.07152310703322672,0.047978994559944386,0.03290875016619732,0.03722952803832494,0.011466899766424368,-0.042340693326427335,-0.12155953909195898
WNT7B,0.06752066456293032,0.06767994776961948,0.014345042987008543,-0.00489996139493035,0.08072252135218255,0.03072119251282125,0.06037021324572535,0.2404765305183596,-0.002966473487260364,0.007007157819049129,,0.022221885473926388,0.050143241715399516,-0.03236211895867437,0.04110654328640733,,-0.03572386289789469,0.05370248420605404,-0.03742307328332554,0.05340331389077076,0.026627763767440568,0.0013599158389842718,0.06625736428006583,0.10200302504140012
PTMA,0.007071696674150893,0.0051672308270003,0.01796183406497582,-0.03523327258608075,-0.05181747057716945,-0.035798607519166276,0.025299571453250704,-0.0004885480599674116,-0.0001245179801700407,-0.020959837817967127,-0.24424903567995324,-0.027178412310920393,-0.10812390068828057,0.11401554318839338,-0.07682013801180287,-0.07734568559144063,-0.05294157730275589,-0.10121206195558059,-0.03597378055528261,-0.04653151496092224,0.07189282282821706,0.11673602336510318,-0.06308966993878498,-0.1789305630178936
FASLG,,,,,,,,,,,,,,,,,,,,,,0.05282207453160131,,
CEACAM1,,-0.04175086165567562,0.059221817968495745,,0.01817469118028121,-0.018766880219158694,,-0.0525439650492858,0.015599068486438477,,,,,,-0.0005980106822575705,-0.05271520557254102,0.21249747909618039,0.003898656822434356,-0.05759127719524463,-0.023851551337168892,0.04736956234082,-0.04411806394733993,,
PDAP1,-0.025412297554795835,0.028660629953065064,-0.01152310259057284,0.036551921171392256,0.024932904059137433,0.007973428400072985,0.050140711278420645,-0.18229902952812654,0.03168516745315922,0.056074187778792625,-0.01609228071847462,-0.04136506588280011,-0.04883519934011024,0.012628033938978907,-0.04597456071717861,0.040983254144346774,-0.06348493922792499,-0.02100332269850221,-0.0853220385406066,-0.022628331969059914,0.10858911673508669,-0.02996178434545482,0.03713621101562478,0.056456041046123256
QDPR,-0.007669823096526864,0.0629903383195711,-0.001257035037049543,0.021461063114442312,-0.004364998009166094,0.06962343324637509,0.0415693535935531,0.036194775859683545,0.07510602534352921,-0.00553561998392376,-0.17995094257359678,0.017718553060314505,-0.0467561830585081,-0.041212453447793666,-0.03539328053345486,-0.015882763312156253,-0.11372995782316415,0.09203137956675858,0.1158488823078425,-0.020691427974528973,-0.0544595657603494,-0.03758251615504261,-0.015629130260836465,-0.10415228943639739
POMC,-0.029397401105420853,0.00892511026530097,-0.0021149910730632404,,0.05676502703262112,-0.053527129869796033,0.0015034097395879582,0.010389978653579863,-0.04390488983906835,-0.021158628629598806,-0.0239185850871841,0.017435856198744323,0.00336765395857888,0.043452407463860275,0.04158903308334287,0.08511430453078382,0.0026720293881301893,0.044978861753150357,0.018179254161456455,0.025464424163860654,-0.014738853725638802,0.0825540265997733,-0.016789265594666047,0.01575286808566781
CCL18,-0.03634367789352406,0.016409300899629817,,,,,,,,,-0.06840171575714091,-0.0038580737402226606,,,-0.07534268577711604,,-0.022715279056754994,0.0352130159661276,0.014136669985131977,,-0.04019638583266269,,,
CCL17,,,,,0.001897735163427573,,,,-0.003778974369590581,0.061728029851652745,,,0.05288291422219124,,,,,-0.02326244566074269,-0.052419453403511444,-0.018249817555061887,,0.06071856731003043,,
VEGFD,-0.046743176799603915,0.024717120332067764,0.03416048021918566,,-0.010669248292543568,-0.07002031417429494,,-0.05430262484849321,-0.01963362751602927,-0.01760745094507355,0.09728035021513147,-0.0034456267511995885,0.07517760170987567,,0.07445470999655798,-0.07166516678393142,,,0.002115909316500577,-0.0350639167223708,,,,
TNFSF13,,0.01806801506219864,,,-0.0005277462118117667,,0.02638278968443222,,,,,,,,,,,-0.008507290876615312,0.08092003091417374,0.06222529320493809,-0.013284236912434173,0.026879610646437242,-0.01365873752648187,
WNT5A,0.06353682598631796,-0.0112879231217514,0.035993874509223096,0.03163488997162404,0.018212427315675773,0.04298418135169396,0.035111044003649894,-0.2450248323472963,-0.03334105673854289,-0.0010093331994447073,0.07097733761027233,-0.049702594142976786,-0.02581661674341727,-0.029204246180755098,-0.056844270949388286,0.028068205140770772,0.048919609662639814,0.07620454616394155,-0.029349978778235333,-0.06688345578450437,-0.014980012563358102,0.13086167654988862,-0.0025357302871662096,-0.09061249324995274
CXCL8,0.006007621611954552,-0.04527711686371876,0.04666895302686761,0.007417478750888354,0.023384817603873294,-0.029548188933162984,0.035165866049686204,-0.07426855767588166,-0.050939790453910186,-0.03342141171693898,-0.05579010068314101,-0.06348309997406544,-0.01940484398552988,,0.11717163230576147,-0.018768970451783166,0.028788312869651604,-0.11019670314277445,-0.22554672535706888,-0.04720159914001408,-0.053360083340622665,-0.01800700448750476,0.07484511582799645,0.008535104380095079
GRN,0.047270794414786314,-0.042771741891616095,-0.02762657974146659,-0.0006205464598096996,-0.07017604695948648,0.03124132913249401,0.0033024668750982803,-0.34207543532762485,0.03371456521842968,-0.013183516854085914,-0.09702823940838433,-0.04556438074976769,-0.00626257361602581,-0.031501764290273876,-0.019992761862028568,-0.013274127624839876,0.0653690554417704,0.007758755288979114,-0.02543452394517341,0.0633923746587004,-0.10988677729950136,0.19943673238118917,-0.10975623486176306,-0.1108573327565844
MIA,-0.021720291041998692,0.016010443279133504,0.11450418588684579,0.07270300136855751,0.01685697168339495,0.0022436310984600347,0.04893123646483252,-0.13086894636147514,-0.048967860669757245,-0.009608501689617575,,-0.061754313957084674,-0.001649579749824186,-0.03848416884326501,-0.03472147878830704,-0.00826966934712943,0.012294063171124109,0.18484957787519044,0.2154294573175158,0.03093730717014249,-0.028764693657209243,-0.07828356972153504,0.054249758151105644,
COL4A4,0.00032328484220112586,0.03661484633175126,-0.0016537378622210946,0.008936117749346046,0.010434902110146024,0.07349877385327658,0.0022446919862254625,-0.0012066385894530266,-0.02060111500929378,0.05969942336701888,,,-0.03210747983051626,,,-0.05611523698219801,-0.028719210190992193,0.08168095488878153,0.12824666459427614,-0.028545461441798505,0.012063077346081212,0.1175834019772641,-0.01658702364933553,
TAC1,0.034930760836140995,0.019376020658123185,-0.0640642062398414,0.0927682988688358,0.05081870837154977,-0.008739293067784409,0.07092899472965329,0.43605030298578384,0.14098355790389522,0.07445149845556259,0.1608985546138862,,0.15331516990933902,,,,,,,,-0.023597368155344335,-0.015308261280041775,0.10499525593735795,0.29305030892876316
RARRES2,0.000509394988323839,0.054469213557957544,0.06815720446413735,-0.009252499076517212,0.03371817050038458,0.004107396456921028,0.02753578373524844,-0.28045048667300576,0.07838480960489623,-0.01411196584280059,-0.06371034687513003,-0.10299529516401026,0.018438365727733136,0.031006459087978267,0.09739442562226412,-0.15041501437560972,0.009159011591963754,-0.08706579387806905,-0.05291124122479224,-0.03553477223596403,-0.031856249212914814,0.025352579495213107,0.11734996435079856,0.05452414934500654
FGF7,-0.022390072363016583,,0.005636880800069641,-0.028134866880491997,0.025677176719662378,0.0056836262753869465,0.023391505906367873,-0.047367820328839336,-0.015483454370018263,0.025382766833899686,-0.029878430915715203,-0.008311493511206814,0.00998612988157581,0.006147976857720104,-0.01511124319293049,-0.04515018562367926,-0.046225648916847856,0.05456873996269894,0.07206886167732589,0.01749759131336118,0.01774244619327063,0.020115661519099357,-0.05057691371983582,-0.038369899365735614
EFNA2,,,,,,,,,,,,,,,,,,,-0.009643884909788283,,,,,
HBEGF,0.08659420722006174,-0.04253894306106911,0.08567969826364569,0.005928242228640932,-0.01884329874597594,-0.003945788934975115,-0.014923666824596787,-0.1250228042167047,-0.06043555652224438,-0.020236247467684192,-0.08931053613072171,-0.03924525989518634,0.03367134891061649,-0.0027199633340112194,0.03626915204548301,-0.006653721191540181,0.11981140845396991,0.04191328074822236,0.0719402526515408,-0.0026601631789324193,-0.046026327774867315,0.06339358380179937,0.03007523799595813,0.012557540219513878
CSF3,0.03596317927897819,,,-0.035780543699647636,0.016906568296965768,-0.04843241933972026,,-0.050322724222630184,,,,-0.05138920928259769,,,,,,-0.04021286969802103,-0.1312231357474249,,-0.06893544934532914,-0.030259225812964398,0.047424632813435216,
