,UKF248,UKF255,UKF259,UKF266,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916inf
QDPR,-0.015454707911925153,0.002727788093171924,-0.008538150741298666,-0.05384191299535034,-0.06551044248590933,0.026877774146575443,0.04579430516750339,-0.05420297739274126,0.004277543825218889,-0.018424466881153602,-0.036343123189932526,0.07151447973433236
POMC,-0.029088455085284105,,-0.030473492480729728,-0.01814398366301706,-0.06927623491267214,-0.03494475204519614,0.005706850413978871,0.043676140375544674,-0.02956754950122012,-0.012078703195123155,-0.03477547845960008,-0.07096167698401097
CCL18,-0.01327267645591073,,,,-0.08803636477759527,,,-0.02192261936212313,-0.039978807083468786,0.07144669979529975,-0.0269552111135541,
CCL17,,,0.05677799408710649,,,-0.014899819545487537,,,-0.01084785417928677,0.15241588031846917,,
VEGFD,0.05054190169410414,,-0.02113130044912516,,-0.04680582469162747,0.07081421514824567,-0.05701200348454131,,,0.01784488839668874,,
TNFSF13,-0.01182733281920227,,-0.013082992249695216,-0.019535538731480343,,,,,0.013516984987892671,-0.04882518263147841,-0.023871434875010877,
WNT5A,0.012383054438683415,0.042976553612801796,0.0002569007136877976,0.1562379331986428,-0.03825203397898024,-0.02058585662991753,0.03803856895575807,0.10618209687934697,-0.027817158683688236,0.0432097623206515,-0.015578375958041762,-0.11026750467200383
CXCL8,0.05524247833826031,-0.009084090891829124,0.06637388032109992,0.05376593579772165,0.0036406541385094063,-0.004976324902506238,-0.07340998969583941,0.15175610363201072,0.03859348031761137,0.07220599425637715,-0.023852680344255608,-0.05412164657935349
GRN,-0.038556795071807905,-0.03506328259473583,-0.03473859216104806,0.07148664747378426,-0.07970161626029329,-0.045707729623619395,0.03747939274874987,0.00313105147415553,0.00795952901386063,-0.002593515148514574,0.059724186639162014,-0.00020680907034102512
MIA,-0.01750691091595128,-0.003161738304345249,0.0766469139122059,0.05212704953248715,-0.005806759767481246,-0.005654811971002942,-0.03424374064342826,0.06049484666695375,0.050647994750039664,0.06682402776871954,0.054946505019848796,
COL4A4,-0.03199345178204339,-0.05790948037432226,0.005447965241658405,0.08115856704236567,,0.04093890232203884,0.08421838970925463,0.10172098905570463,0.037822864363277996,-0.04298976353867354,-0.005599071689085546,
TAC1,0.03682508556096249,-0.08027916278077689,0.036543790799830826,-0.16195218229282002,,-0.037596438908335736,,,,,-0.015500751874020531,0.06912944707286071
RARRES2,0.02970731837478469,-0.043125027441847735,0.016977247280107674,0.07896889587623163,-0.01288916308181474,0.03660644449232028,0.1417106029020281,-0.00794196091801044,0.0616643698187624,0.1039926171979636,-0.00023549719888301312,0.0019914752806358777
FGF7,,0.09492186918641665,0.010864975484172609,0.015734822438653845,-0.05898339527743035,0.0035012861557649293,-0.03430304544653719,0.05809565816346623,-0.00994457364833179,0.06270345348372701,0.0546945955603467,-0.07637618349912947
EFNA2,,,,,,,,,,-0.04075925490447795,,
HBEGF,-0.030161458297879216,0.03630894508969651,0.0746757960934131,0.10808928601251702,-0.06680622298320495,0.03065544664913435,-0.020044509127782183,0.04519427009809205,0.07593288929568082,0.047844013917642675,0.03328794221722168,0.00296901439325831
CSF3,,-0.04053443497399066,0.05580985346076535,,-0.011002456019261411,,,,0.05282108863446668,0.08913300781864557,-0.030476407217775527,
PI3,0.054666348117277976,-0.053564468851964184,0.04608287466004413,,,,,,0.054919428682551376,0.06011926936384151,0.03891599954950339,
PCSK1N,-0.017762248824528162,-0.01598420421474399,-0.023019475582220318,-0.10064392393024645,-0.06828077805480445,-0.0693790585236369,-0.10652345966783602,0.050810521884648886,-0.06584669329520933,-0.06492185001259397,0.03353704328881759,0.11867682597881735
NTS,,,,-0.022690750495745038,,,,,-0.06780641742718792,-0.04100087488179282,-0.0031375710901736264,
SFRP1,0.01144530124464811,,0.017954625801250335,0.14804993701999333,-0.017245809744128274,0.019382425580900246,0.01568940360416511,-0.015495799562363601,0.006844063986399659,0.14606713100516697,-0.06798775148317054,-0.01928311008817345
CXCL13,,0.09686491275695333,,,-0.04646372878546937,,,,0.00014684648271653765,0.08894471987340788,0.03939400418218177,
MICA,0.02867916355665198,0.040500728572126894,0.014214581866420375,-0.02399173161506237,-0.02906637257216129,0.045409743450903324,-0.05610789686704636,0.08609286207914808,-0.014278107945854946,0.036557115162944034,0.02968829277070833,-0.07046980884600945
TG,0.044694825960155574,,-0.001999394539362037,-0.026191107655137342,-0.023916126123113043,-0.022381631365647598,0.10824102773546831,-0.035695149782946536,0.06480490268039449,0.04109951900622639,-0.02508255145840384,
ADA,-0.008923132302224874,0.07446941993680076,-0.028260564631051397,0.013581633357930398,-0.08706588010850659,0.0036453017677650456,0.005418836213495581,0.07627156780275135,0.02499620488365637,0.009809584202840525,0.04265265112770289,-0.0664474455713415
LAMC3,-0.01841329621762881,0.03046864383560039,-0.04264869625089801,0.03241403908873429,-0.04184748889126583,-0.02914085819827607,-0.024408749435790134,0.0475501932755528,-0.03003216560869029,0.03936353927531607,0.03293120675302665,-0.06489465998073136
CCL7,-0.021546145033282976,,-0.012912347558540425,,,,,,-0.028536667705494335,,,
NGF,-0.03699366106027265,,0.020210866199086894,0.03297427191994116,-0.013964141282751067,,-0.01767826839606094,0.01133624058882374,-0.031575811544228116,-0.009022107933636156,0.02678120305574506,
TNFSF15,,,-0.014378530541263996,0.0838443622801396,-0.03452676695196773,,0.05810103401745816,-0.03290142597057658,-0.03454422522133799,,-0.018925325666883874,
HMGB1,-0.06922685020245734,-0.012123201480493957,0.014828529605055313,0.04368226647392545,-0.09217761788286902,-0.028306762528248264,0.02289021509975398,-0.0392385832941964,-0.07060487471278327,-0.0010882101742798699,-0.013901792811022742,0.010453526343177252
ITGB3BP,0.05883177236245873,-0.01609483890243684,0.007234457298771648,0.08553593947411064,0.031873417510582716,0.03721109134042487,-0.04944032637143607,-0.02679274719688007,0.025813815005182206,0.010768694046228204,0.018092400032246256,0.07326413374080283
AANAT,-0.03126017842619081,,-0.013082993646018077,,,-0.019986682737138255,,-0.02283332702108609,-0.04722427804033887,0.01003772104370224,,
RELN,-0.026288737532393733,-0.03365455662868725,-0.022709147097930534,-0.07399214916063562,,-0.007260004294163082,0.1416872973496738,,,,0.09233886068181368,0.020530540543241164
IL15,-0.019898253111855613,,0.0020944244655032584,-0.021593976438421356,-0.07852973503540689,-0.018536724469246684,-0.06512263192115904,0.016439751026653824,0.007864695258593669,0.007374079244185706,0.032874056296783444,
UTS2,,,,,,,,,-0.040214928982367566,,,
BSG,0.0006440975906356036,-0.01839335190123152,0.004258714705699933,0.08584626187812201,-0.10310749442632995,0.03913410113390832,-0.0171439647587151,0.08012289317757168,0.09528122543683362,0.12321689156622231,0.08574734350444893,0.03829417136236286
ADAMTS3,0.02329310836793829,,0.002193808815862685,0.031054435147385904,-0.018524923209112382,-0.030802053482007683,,-0.027340584578703784,0.005569822061943382,0.050343443406615444,-0.030003116073439896,
CD34,-0.04647308631461058,-0.05868575466878702,0.026241573909495355,0.035789903445635485,-0.09096174864575811,-0.018041828907342378,0.012284679941397342,0.08990821407404699,-0.0010962166279902537,-0.03819244356129366,0.03861761806708219,-0.09893699934196781
PLAT,-0.05114312748383926,0.1477578624246395,-0.03617373223437979,0.16507255080163202,-0.021172053407235762,0.03269480114793792,0.006582785120211742,0.02943836873069667,-0.01580039196792367,-0.005288790185301198,0.05956897641322655,0.06292631310608056
NTF3,,,,,0.1552183206806261,,,,0.04209743133011358,-0.060926346207217055,-0.0047681106086168365,
LTA,,,0.0535631095001457,,,0.07136300649099801,,,,,,
CKLF,-0.02379096945658105,0.025163332039116623,0.056375561212468076,0.13456162227292426,-0.1045740020598895,0.005783762563399827,-0.015268287187510962,0.03552123726643043,0.03658824001263023,0.011260338400081166,-0.0016457744066518765,-0.02577135124723344
APELA,,,,,-0.023247977334301288,,,,,,,
CD24,0.01465413333724568,0.07484085442384039,0.012463296323909853,0.11561490686398862,-0.024810499977925546,0.027344463592944734,-0.03242053300406087,0.12067608175746221,-0.013972237257110318,-0.012293536377914211,-0.07419222828587518,-0.06746861700322845
HSP90AA1,0.03766854688124518,0.0502922501836917,0.0270987043961029,-0.1589570443385657,0.09695933526367047,-0.07707755293861569,-0.037502841980126156,-0.009541352363082532,0.004697483370084278,0.0332422476348884,-0.021511214491239553,0.11736900910007758
BMP4,-0.0053251441541959646,-0.08126795885939543,0.000739587073531299,0.12219386026093866,0.019655760849101162,-0.01579520575250241,-0.0204077631648194,0.08700913935518521,-0.01816357460594453,0.03686502928076924,-0.05319997792944408,
SCGB3A1,-0.02154614287869726,-0.017626763262984593,,0.00038826475995322387,-0.0350359314561576,-0.012934682793374641,0.044770801411901325,,-0.023630377357213718,0.019088841696723025,-0.029114526002445972,
IGFBP4,-0.04788242283416085,0.046951502761417914,-0.05155693215975952,0.12378332329972237,-0.06934763857471159,0.018904891430204913,-0.1303552172275866,0.053484476072324504,-0.013811926831024921,-0.03250010411129123,0.07312774306823334,0.012316291612036404
RSPO4,,,0.0652607175234137,,,-0.025713358283350786,-0.03888011088669324,,,,-0.01135153730828106,
LEFTY2,-0.019538067509980588,0.02367112430474908,0.009726746077469595,0.05673231747234651,-0.00945261415184914,0.03684238030813579,,0.01839968317326188,-0.0037866735134032847,-0.01939864735208024,-0.025498665690287418,
PF4,-0.02235066457480925,,0.039882310423291926,,,,,,,-0.03735867901463039,,
ANGPTL2,0.00128450448132647,0.08918135712992875,-0.026952886007573208,0.2240566224361785,0.08089766279457596,0.07834903097806874,-0.05559389166769295,0.046646315239806675,0.02607756235747554,0.002182737444289978,0.008969180109598799,-0.02849682261344453
LRIG2,0.04371492315665936,0.08062577681160137,-0.02295358528486178,0.15022701892433477,0.04223400030567284,-0.03506003200812789,-0.022836068945455323,0.07159462300628285,0.08189529777179011,0.09743294220032982,-0.027044772306670538,-0.027430679943669118
ICOSLG,0.010126558828924844,-0.06253255010437374,0.019575477428190345,0.033041374741485156,-0.07040201974293463,0.048301883700286236,0.014248767083763368,-0.05546637888178713,-0.0016936235391391368,0.025277181087070853,0.03893289839899634,0.0031565810014740616
WIF1,0.03014186027329357,0.03296758207171734,,-0.16326425215400986,,-0.03103182412836821,,,,,0.006444891359482672,0.028938162830441365
NPPC,0.020209004621494588,-0.03274417917732254,0.01543762193730282,-0.05288353316991357,,0.0848717895811827,-0.05934781086623793,-0.027340532069473903,0.06404829872924622,0.034563987588456024,0.01617246923683108,0.005098323501688655
LYZ,-0.0027623007539096054,-0.03946606467109376,0.023770228068370914,0.05008014617502436,-0.07972118706301229,-0.010709670571642906,0.10336587562520766,0.038373027168688206,0.00249711308847481,0.0195352357300141,0.010380451453331675,-0.009280050639981241
EREG,,0.03949593432441667,,,-0.008324947872686903,,,,0.10441022104429945,0.07307345558413987,-0.032966560723909515,
SPTAN1,-0.02942468852688982,-0.025545426926274303,-0.04779056655459642,-0.11525651414905327,-0.05870717890305804,-0.07713145148294588,0.009386938317255959,0.06173496174156111,0.010954819716867594,-0.053559970090793996,-0.03181336400070653,0.005306446469815361
PTH2,,,,,,,,,,,0.06869655219357351,
LIPC,-0.0030582469631579043,,-0.02024542567961118,-0.03348672047154615,0.020929720834201856,-0.006167151470614216,-0.029452783210310682,0.0188465034413022,,,,
COL8A1,-0.04618288176715367,0.03466276252767496,-0.017183344896142864,0.10444426239424269,0.07743429185828173,0.040423496267286745,-0.026421583599352833,0.08943355208528908,-0.024003944947281013,0.08505207654581394,-0.020093861838162613,
GSTM2,0.0051165108312644465,-0.024993523729969384,0.00915760689438833,-0.018260614764001298,-0.056266320164180865,0.07556056729418774,-0.01875710008724601,0.0409731259645121,-0.012286441309892673,0.009052288074715338,-0.002395055584458453,
SPX,-0.004633191267464791,,0.0989686484639195,-0.007688293053600434,,-0.02358277869405473,,0.018268376472172956,-0.038504259116429386,-0.026697172844990086,-0.05279697563334012,0.006077432093046275
MFGE8,-0.03799734967962097,-0.056329163726734334,-0.028206502874496095,0.026740462396335127,-0.02304712894426903,-0.016866359058991087,0.003336061713673832,0.07932911017045378,0.06252371019741051,0.04232130537763108,0.01796155799629477,-0.012693507829402855
TGFA,0.03725360560939932,-0.026538646486662282,0.01071865436930749,0.04504443435798913,-0.04392966413432095,0.04218449536279487,-0.006083901278127716,-0.061264396398734156,0.015200362617352732,0.013214159154916503,0.05369535848798181,-0.03144870120191384
SLIT2,0.01560473936154307,0.033777263142466006,-0.008397688878252813,-0.056490423330577064,-0.010640921721824657,-0.041696222072352476,0.03669460356640352,-0.0087304533968075,-0.0007123526010631695,0.01849014594568721,0.040891770394550116,0.06772172633433743
PLTP,-0.015427949290000218,-0.05993449746281345,-0.04463108611304403,0.07094734837322575,-0.0641784016846515,0.0426686206304753,0.00579496056609426,0.054347781697360015,-0.026446601340521313,-0.015308399190405586,0.037829543769138746,-0.006814687360474804
APOD,-0.013611227704793383,-0.06290478152338735,0.017279490403896005,-0.06849171278121123,-0.07709779347291482,-0.021589190527481275,-0.02072967020914597,-0.11279051491383384,0.0073557052047131,0.002087377041964574,0.010119777661586804,-0.057834390734117135
B2M,-0.032655960454369894,0.04062033061594288,0.03991363156518264,0.12942572766975644,-0.1773077452117399,0.027714362120840604,0.06883559562615373,-0.06170792202420244,-0.00031234646726913535,0.0741594696219393,0.028779115525073628,-0.14297082639060082
OMG,0.01465798651773506,0.059445830344336745,-0.049158938590746916,0.034421471905556375,0.005716313233281734,-0.009803722186673077,0.02586003264240273,-0.02450829415249837,0.0218416295560518,0.03317127649297383,0.017981297830147406,0.0155874749096721
CXCL3,0.050237084261833584,0.0037202632071773214,0.05407736611556466,,-0.1733443844012822,-0.0133498000142656,,,0.059432685624020126,0.09760831409159725,0.023961518001907694,
CXCL10,-0.012888146994406928,,0.04924478804166906,0.007612498295531022,0.018239704372614213,0.04319868874289273,0.023974080291597883,0.03908587262920136,0.12034616753560433,-0.03202682154390973,-0.036166328217182346,
RSPO3,-0.017510501890476458,0.010882992366426314,0.07536229369426367,-0.0514522098407652,,-0.013950283722715786,,,0.008887024296595682,0.048880424364681443,-0.035074940984659575,-0.03623286613503868
CORT,0.010142475509359275,-0.0537947193715244,0.009405801263047176,-0.015310316529946731,,0.002188710643262317,,,-0.007193656053054779,0.0031619666984049445,-0.04402012819733344,-0.038690832433837315
NCAN,-0.05668479373822443,-0.025796774919201355,-0.022617005461361795,0.13253824221498978,,0.03497147277718707,-0.009246707776345682,-0.035818901676204246,-0.012846348892146076,-0.04163570600220914,-0.05920681775671498,-0.0510979745131673
PRG4,0.06258797206817147,0.04614736709044134,-0.012912349570738118,,,-0.016310187738822802,,,0.05470687426366648,-0.01189408458041721,-0.03669178857812339,
ZG16B,0.10962880954328301,,-0.014986360853850739,,-0.04023494256110134,,,-0.025383015247330405,,,,
TGM2,0.04105301438662428,0.04894323669716904,0.058711979043815886,0.028755497459472732,-0.04346024346009336,-0.030361225620386904,-0.01006769909089348,0.05778063512388874,0.05646200802566613,0.07970222580035384,0.02496365712628854,-0.04824089909638098
VEGFC,-0.02398047681030049,-0.02201155159159919,0.014216630154836476,0.091016375127764,0.060038278106591896,-0.016645196709322792,-0.059037838176026126,-0.011802995626470485,0.045287945731989146,-0.0024699887131104975,-0.04517368017558646,
WNT6,0.024834893006107722,-0.030889647502305852,0.09622063759434106,-0.022148766249555096,-0.006753239729327548,0.03210055392774826,,-0.024139250480270925,0.000421054438893478,0.021157223051967124,0.05606156462701181,
NRG4,-0.01984475600770234,-0.030382738906829534,0.020985313793026615,-0.027114184345003258,,-0.019418563443939107,-0.044641472292440344,,,,0.007942376809256206,
PMCH,-0.02287214926281635,,-0.02177455282125675,,,,,,-0.011489712792500429,0.005952671895029796,-0.0018582750728978375,
COL9A1,-0.03702836232117435,-0.017429038193437045,-0.016413087094517092,0.2064118132140289,,-0.022126991398455864,0.056162057040836245,0.05511734806602821,0.010424720387938837,0.011228688919846167,0.011605579713134275,0.07368854045163047
GDF11,-0.008924578061879768,0.02939961046812029,-0.02306772422492792,0.15534908001110811,-0.02966134275039553,-0.07354498671655176,0.04408033943260844,0.09605052334408333,-0.03564118571410356,-0.01384825337048033,-0.025781114005892954,-0.014403191435445807
IL24,,,,,0.06542596949911442,,,,0.017479683431342635,0.04865278185328214,,
SORBS1,-0.052709131947845676,0.009440087142719267,-0.06164422268747212,-0.03814307244992864,-0.009598895840367137,-0.031760164738285857,-0.053121785661262036,0.032603614836687785,0.013775420675291711,0.02063345908926393,0.015118017364681446,0.013011231852216356
DLL1,-0.021617921837524468,-0.04143317917473037,-0.009138604846715578,0.17644680209611302,-0.01784924905408233,-0.010870939073109473,-0.019848475487245675,0.02916865140308454,0.02237108867407849,0.014564270434308631,-0.03582417706968608,-0.0014469802448613702
TLN1,0.021082215169993077,-0.05492000098697645,-0.03522937391550962,0.09412745403015828,-0.04968476927931951,0.06204250489280176,-0.03126293828737135,0.06836035947557798,0.03412984776807326,0.02963469451286861,0.025002841340930504,0.09047052835218289
COL2A1,0.01996630963260958,,,0.10395364437914258,,-0.013552787768690256,,,-0.0001977451377416955,0.016391874462023545,-0.032894034205538485,
SHH,,,-0.013418051231875023,0.08573099526922248,,-0.012934681662802846,,,0.041761272559040115,0.025649767023619936,0.012377870476883782,
PON2,-0.03838060167480322,-0.008492102738773159,-0.04857246456445933,-0.0025360062709606406,-0.08921178628896079,0.008789128903565195,-0.007312953282671357,-0.01480763913988794,0.067178043297323,0.006908793291925375,-0.018644880784514054,0.008994318817091904
ICAM5,0.09296893265594938,-0.00623631952259137,-0.020912985206894694,-0.06544804431275589,0.024422926853999747,-0.02526073459509931,,,0.023116324668591745,-0.009616181922791636,0.06650891662921302,0.06407692356774108
HPX,0.021449529114776284,-0.04053444689467237,-0.03264794407253733,-0.0221487677436457,-0.008609366573196223,0.02786465358538474,0.00946026578237048,0.010061350539156286,0.030265668991219418,-0.003830217832877862,0.03427144318650414,
SFRP2,-0.028645654376406704,,0.04174026281267737,8.675906878607902e-05,-0.041567948828823774,-0.02537453526251991,,0.02282867882513257,-0.013967379683969154,-0.010044177895485023,0.041692072607283276,0.008098436521750692
CFC1,,,,-0.03742599711904726,,,,,,,,
CD70,0.025963203432905254,,0.04117084285891982,,-0.02388271275227624,,-0.02728830125558688,,0.038801046768891755,0.07097156420978376,-0.0029433784358584274,
HP,0.0508669220080347,-0.0644657096508626,0.013548644283407636,,,0.03749926213703575,0.04827314313957702,0.058758230306183795,0.0660240078266719,-0.017305357773957135,0.03147511772137393,
CXCL2,-0.022213169060373485,0.016683268383410072,0.030536931590233993,-0.0009748145436677941,-0.06679484296663142,-0.025600843790170257,-0.043979020120896495,,0.031164263139365374,0.05146450361644671,0.009945407626285001,-0.06541516102717819
NPPB,0.0214823354614953,0.026659956035220263,0.062306190198684414,,,-0.016645197919975683,,,-0.006949220673615897,0.031584117832173825,0.019304501896973768,
CCK,0.013549777030054564,-0.09576437288337247,0.014629842654789496,-0.22607394688309268,,-0.04736595028752204,,-0.009815479740477853,0.009632789058077856,-0.01952716257793252,-0.019498350223678695,-0.0349595849784552
SEMA6A,0.019397561516847253,-0.029707884659171943,-0.04023676854101603,0.16135216193528873,0.044218636452496886,0.023547421919709675,0.07351432307682446,-0.04438546285932718,0.06527260945791546,-0.07843057116638692,0.03772612753577905,0.005719413800611342
IRAK4,-0.010209516157807045,0.037593884869984905,-0.04567333588792586,0.07871427110128866,-0.003182321741798558,0.016305054669225806,-0.10511993576165976,0.07173155986602793,-0.0029921929387318686,0.0187405558514183,-0.009684757769325727,0.11517708852244854
GSTP1,-0.04677840806696099,-0.03219538492942795,0.018826538055379066,0.14416456075760353,-0.12878253860168468,0.04221417128223074,-0.05162292508568339,0.019404313339587937,0.0062076385302001404,0.0048127783924974315,-0.04909035946907712,0.06793586949756945
VCAM1,-0.013584817172030068,-0.022118229845218617,0.034611549092831075,0.1463036980532815,0.11920617921729505,0.020522476861010424,-0.049396680333995586,0.014962474396034244,0.06638093649778931,0.07565038701706205,-0.05189804075521392,-0.048892627070019075
NXPH3,0.035524847618310075,-0.0008156637181484543,0.013579576006199589,0.11052894779956719,-0.06321673458524754,-0.0021920456427083697,-0.07764885007597876,0.03981373726794636,0.06545342525425224,0.02520058872779913,-0.019414825078324746,0.043398212739563596
MTMR4,0.0007785313055783009,0.029179260738733538,-0.004599276144034103,0.06195093142388672,0.005006082903135052,0.00486223679276773,0.07434876657199567,0.11399848146288216,0.015097155259470653,-0.02175546246767093,0.050789607183903095,0.022452578147753012
LAMC2,0.009802682268035956,,0.12200968710591548,-0.030347393091242084,0.06981992714996926,,0.041940179438936076,,-0.013596250644866576,0.09555999127935788,-0.019533354008872572,
IL10,0.006816664203897519,-0.04229900342118117,0.12346209994686179,,0.012503185405252967,-0.014899818597067441,-0.05419819159079228,0.023633340185930867,0.05839886781356982,0.01895226089943434,-0.031957091568264255,
SEMA4D,-0.04001371476198123,0.06964480743291829,0.012532753036685166,0.0362229046856947,-0.021203387605143037,0.003540496230831464,-0.02697958469927516,-0.006079293351642582,0.020986767522542894,0.07197543624002106,-0.019923405565124765,0.07260623459847086
TRH,-0.016048463131647966,0.10369584973727587,-0.002602452982297279,0.04057517997177924,,-0.035862700391919244,,,0.024420412652430057,-0.054359954527405115,-0.021170135244389276,
SEMA6D,-0.011703292841182412,-0.024399445505609907,-0.06173704152132104,0.13032655727611003,-0.05011674866143841,0.007244817422257957,-0.026598643405898636,0.044701823826651714,0.05363632982468873,0.021146198970324454,-0.024588945379760148,-0.030399544458457047
CEL,,-0.0343542037940135,,,,,-0.0521343989334381,-0.035090700802856964,-0.018171164389882023,-0.0033859000255510407,-0.03214494702226821,
PDCD1LG2,0.014596046797538117,-0.02985492649355728,-0.024929566593764642,0.04670989700786776,0.0010182612942548238,0.0010217633780664505,-0.020383982159735487,-0.009532504257673663,0.007591352397139069,0.03595860818628872,-0.010264247304453467,
SPINT1,-0.03608194035091466,0.049960340367247516,0.03260040868420565,-0.01422135284781556,-0.039252918668174513,-0.006159820789035351,-0.048941146286688976,-0.0019195718271291314,0.01511108258219964,0.08600500630524557,-0.019789657526840518,
CTHRC1,-0.046634798736196865,-0.03678183777586724,-0.05261775348861913,0.2063504981621608,0.13908736949445447,0.057122660663867175,-0.0744712502570857,0.055906413985169524,-0.013675841989041707,0.06313674526198235,0.028981251181058806,0.030154463910381252
PODXL,-0.02454102740581577,0.039616200936322864,-0.0592378077650765,0.1319663679636712,-0.05773759366729442,0.007470350642153456,0.0014559685073307752,0.0688608627376742,-0.02960199631786967,-0.019866544914095396,0.01233977958147657,0.025554719158313092
JAM3,-0.05137140241573662,0.06385673440989152,-0.07298873102433347,0.12271154692459135,0.01940703325387412,0.08725857485377132,0.1438837752294833,0.0617288365521951,0.009225474336372944,0.09746596316419188,0.0033496603417979675,0.0626030354266199
TGFB2,-0.0548812208952954,0.05635820524210366,-0.03908318801709244,0.04867040363674891,-0.09654217397085595,0.025402510099402243,-0.042294704445255384,0.13053266125503454,-0.010638842320388172,-0.019397042057437048,-0.039253668944920765,0.030344413943895622
COL18A1,-0.036424814275946855,0.05461621007194518,0.0035750276466241073,0.13252228045640976,-0.12558542105970008,0.004853857428752593,0.01953391552409533,0.0458917017936633,0.004527282768541141,0.08132861734881443,0.05957094214076422,0.12177982731911825
NODAL,-0.03704614790210352,,0.05160109294365382,0.030279171636879727,,0.03542552329327379,-0.0567778872634926,0.017150506766682797,-0.016473917043122614,0.05693964212028978,0.010851888472799288,
INHBB,-0.04400696730748323,0.02610796479893829,0.022334160922584525,0.0667466839425768,-0.020040698685662404,0.006174987305574559,0.004855957472867628,0.03306558193353726,-0.01390791845437685,0.09357073019778679,-0.012885271805459913,0.013898425555777236
LCN1,-0.021817436981685662,,,,,,,,0.010575080995477002,-0.04288492887520549,,
ARF4,0.02860287428976591,0.030451987888284664,0.05989194492014923,0.1330277490500605,-0.10775579802006478,0.10471080835964908,-0.0485313172959474,0.06185626352067963,0.017938421622826755,0.04657123152420819,0.011985854464114779,-0.006516264737124835
CXCL14,-0.031381894796148016,-0.04971425017879784,-0.01903830430097354,-0.16363311032974331,0.10517638705396437,-0.014823956211830207,-0.06916968039744306,0.06337157944384704,-0.004875636654237857,0.049362756527777024,-0.017852483415128517,0.011349117848080245
LIF,-0.009377310162939908,0.06696359952523971,0.015908831489381405,0.0602233775578631,-0.047708904001588996,0.08363894539879578,-0.020065681881090168,0.10949814646751829,0.012966985745277904,0.08162746864948878,0.05817773733092549,
IL17B,,-0.031305664024987225,,,-0.059730536647049644,,-0.04262709478865213,,0.012466014131684388,0.02324765291316298,0.0005614692593185261,
MMP1,-0.018512243426615702,0.0047002224644181936,,,0.22493298288736605,,,,0.07070774366049318,0.11160266428745717,0.09378705730911625,
MATN1,-0.02864565828006472,0.06363231250916175,,0.001958078179004696,-0.006308573600673067,-0.013552786082110666,-0.046578974874652464,,-0.01620639090689896,0.0058956738396788964,-0.02864095737075158,
ADAM28,0.025299801178277983,0.0007235209071148832,-0.029365271276119594,0.07327271965093957,-0.054126525820852506,0.007260584951587616,-0.023845162957504013,0.0021349377985777815,0.009666377310977903,0.00747340392075544,-0.026310338040552723,-0.022091832824199558
TCN2,-0.03112331485512829,-0.004238386305401746,0.0005814765038226001,0.04700783074853608,-0.08937966105389755,0.009911454683491916,-0.04083171127958309,0.07893324399268777,-0.04665256014314934,-0.005114303295948861,0.03847675694620275,-0.024663087911088708
THPO,0.001647830097069928,,-0.016745668803605472,-0.036910044340501824,,0.03567978786581594,-0.022996091012149136,0.16801653180376647,,,-0.024844703932349017,
